#漢字	音標	解釋
㐴	pʰɑ̟n1	
罔	wɑŋ3	
罕	xɑ̟n3	
罘	fə̞ʊ̯2	
罞	mᵇɑʊ̯2	
罠	mᵇin2	
罣	tɔ7	
罦	fə̞ʊ̯2	
罩	t͡sɑʊ̯5	
罪	t͡swe̞ɪ̯5	
罬	t͡swɐ̝7	
罭	jɔ7	
置	t͡szᵚ5	
罯	ɔ7	動詞表示把一樣東西嚴實包裹住使其發霉或溫暖手腳等
罰	fɑ7	
署	su̜3	
罵	mᵇɑ5	
罷	pɑ5	
罹	l̃i2	
罼	pi̯e̞7	
羅	l̃ɔ2	
羈	t͡ɕi1	
羊	jɑŋ2	
羌	t͡ɕʰi̯ɑŋ1	
羍	tʰɑ7	
美	mᵇe̞ɪ̯3	
羔	kɑʊ̯1	
羞	ɕi̯ə̞ʊ̯1	
羣	t͡ɕʰyn2	
羨	ɕi̯ɐ̝n5	
義	l̃i5	
羯	t͡ɕi̯e̞7	
羴	sɑ̟n1	
羶	sɑ̟n1	
羸	l̃we̞ɪ̯2	
羹	kə̞n1	
羻	t͡ɕʰi̯ɑŋ5	
羽	jy3	
羽	jy5	
翁	ɔŋ1	
翁	ɔŋ5	姓氏
翅	t͡szᵚ5	翅膀
翇	fɔ7	
翈	ɕi̯ɑ7	
翉	pʰə̞n3	
翊	je̞7	
翌	je̞7	
翐	t͡sʰe̞7	
習	ɕi̯e̞7	
翓	ɕi̯e̞7	
翕	ɕi̯e̞7	
翖	ɕi̯e̞7	
翛	sɔ7	
翜	t͡sɑ7	
翟	t͡sʰɐ̝7	最主要讀音，用作姓氏
翟	ti̯e̞7	江淮之間謂雉靑質五色皆備曰翟書
翠	t͡sʰwe̞ɪ̯5	
翣	t͡sɑ7	
翮	xɐ̝7	
翮	l̃i̯e̞7	
翯	xɔ7	
翰	xɑ̟n5	
翳	ji5	
翹	t͡ɕʰi̯ɑʊ̯5	
翻	fɑ̟n1	
翼	je̞7	
耀	jɑʊ̯5	
老	l̃ɑʊ̯3	
考	kʰɑʊ̯3	
耄	mᵇɑʊ̯5	
者	t͡ɕi3	口語白讀：或者
者	t͡se̞ɪ̯3	
耆	t͡ɕʰi2	
耋	ti̯e̞7	
而	ɭ̩2	
耍	swɑ3	
耐	l̃ɑɪ̯5	
耔	t͡szᵚ3	
耕	kə̞n1	
耗	xɑʊ̯5	
耘	jyn2	
耙	pʰɑ2	
耠	xɔ7	
耤	t͡ɕi̯e̞7	
耨	l̃ə̞ʊ̯5	
耨	l̃ɔ7	
耩	t͡ɕi̯ɑŋ3	
耫	t͡sɑ7	
耫	t͡sɐ̝7	
耳	ɭ̩3	
耴	t͡sɐ̝7	
耴	l̃i̯e̞7	
耶	ji1	
耷	tɑ7	可表示女生下垂的編好的頭髮，同（𩭆）
耽	tɑ̟n1	
耿	kə̞n3	
聅	t͡sʰɐ̝7	
聉	t͡swɑ7	聾
聉	wɑ7	～顏：（看起來）無知的樣子
聊	l̃i̯ɑʊ̯2	
聐	jɑ7	
聑	ti̯e̞7	
聒	kwɑ7	
聖	sə̞n5	
聘	pʰin5	
聙	t͡ɕin1	
聙	t͡ɕʰin1	
聚	t͡ɕy5	
聝	kwɐ̝7	
聞	wə̞n2	
聯	l̃i̯ɐ̝n2	
聰	t͡sʰɔŋ1	
聲	sə̞n1	
聳	sɔŋ3	
聶	l̃i̯e̞7	
職	t͡se̞7	
聸	tɑ̟n1	
聽	tʰin1	
聽	tʰin5	
聾	l̃ɔŋ1	
聾	l̃ɔŋ2	文讀
聿	jɔ7	
肄	ji5	
肅	ɕi̯ɔ7	
肆	szᵚ5	
肇	sɑʊ̯5	
肉	zɔ7	
肊	je̞7	
肋	l̃ɐ̝7	
肌	t͡ɕi1	
肏	t͡sʰɑʊ̯5	普通話借詞
肏	ze̞7	流話
肑	pɔ7	
肖	ɕi̯ɑʊ̯1	作姓氏繁體作簫
肖	ɕi̯ɑʊ̯5	唯妙唯肖
肘	t͡sə̞ʊ̯3	
肚	tu̜3	肚子
肚	tɔ5	肚皮
肚	tu̜5	
肛	kɑŋ1	
肝	kɑ̟n1	
股	ku̜3	
肢	t͡szᵚ1	
肥	fe̞ɪ̯2	
肨	pʰɑŋ5	
肩	t͡ɕi̯ɐ̝n1	
肪	fɑŋ2	
肫	t͡sə̞n1	
肭	l̃ɑ7	
肭	l̃ɔ7	
肯	kʰə̞n3	
育	jɔ7	
肴	ɕi̯ɑʊ̯2	
肸	ɕi̯e̞7	
肺	fe̞ɪ̯5	
胃	we̞ɪ̯5	
胅	ti̯e̞7	
胇	pi̯e̞7	
胈	pʰɑ7	
胉	pʰɔ7	
背	pe̞ɪ̯1	
背	pe̞ɪ̯5	
胎	tʰɑɪ̯1	
胐	kʰɔ7	
胑	t͡szᵚ1	
胖	pʰɑŋ5	
胚	pʰe̞ɪ̯1	
胛	t͡ɕi̯ɑ7	
胞	pɑʊ̯1	
胡	fʋ̩2	
胢	xɑ1	肉和油脂變質
胥	ɕy5	
胦	jɑŋ1	
胩	kʰɑ5	
胯	kʰwɑ5	
胲	kɑɪ̯1	
胳	kɔ7	
胴	tɔŋ5	
胸	ɕi̯ɔŋ1	
能	l̃ə̞n2	
脂	t͡szᵚ1	
脃	t͡sʰwe̞ɪ̯5	
脅	ɕi̯e̞7	
脆	t͡sʰwe̞ɪ̯5	
脈	mᵇɐ̝7	
脊	t͡ɕi̯e̞7	
脎	sɑ7	
脒	mᵇi3	～～：表示身上突起的小疙瘩
脖	pɔ7	
脟	l̃ɐ̝7	
脫	tʰɔ7	
脯	pʰu̜2	
脯	fʋ̩3	
脹	t͡sɑŋ5	
脽	swe̞ɪ̯2	
脾	pʰi2	
腋	je̞7	
腌	jɐ̝n1	
腎	sə̞n5	
腏	t͡swɐ̝7	
腐	fʋ̩3	
腑	fʋ̩3	
腔	t͡ɕʰi̯ɑŋ1	
腕	wɑ̟n3	
腛	ɔ7	
腡	l̃ɔ2	
腥	ɕin1	
腦	l̃ɑʊ̯3	
腩	l̃ɑ̟n2	
腫	t͡sɔŋ3	
腭	ŋɔ7	
腮	sɑɪ̯1	
腯	tʰɔ7	
腰	jɑʊ̯1	
腱	t͡ɕi̯ɐ̝n5	
腳	t͡ɕi̯ɔ7	
腷	pi̯e̞7	
腸	t͡sʰɑŋ2	
腹	fɔ7	
腽	ɔ7	
腿	tʰwe̞ɪ̯3	
膀	pɑŋ3	
膈	kɐ̝7	
膈	ke̞3	白讀：～逆
膉	je̞7	
膊	pʰɔ7	
膌	t͡ɕi̯e̞7	
膏	kɑʊ̯1	
膒	ŋə̞ʊ̯1	
膕	kwɐ̝7	
膗	t͡sʰwɑɪ̯2	
膚	fʋ̩1	
膜	mᵇu̜2	
膜	mᵇɔ7	
膝	ɕi1	白讀，克膝頭
膝	t͡ɕʰi̯e̞7	
膟	l̃ɔ7	
膠	t͡ɕi̯ɑʊ̯1	
膢	l̃ə̞ʊ̯2	表示人衣著打扮（等）不體面，不得體，不修邊幅
膨	pʰə̞n2	
膩	l̃i5	
膬	t͡sʰwe̞ɪ̯5	
膬	t͡ɕʰy̑e̞7	
膳	sɑ̟n5	
膵	t͡sʰwe̞ɪ̯5	
膻	sɑ̟n5	
膽	tɑ̟n3	
膿	l̃ɔŋ2	
臀	tʰə̞n2	
臂	pe̞ɪ̯5	
臄	t͡ɕi̯ɔ7	
臅	t͡sʰɔ7	
臆	ji5	
臈	l̃ɑ7	
臉	l̃i̯ɐ̝n3	
臊	sɑʊ̯1	
臍	t͡ɕi1	肚臍眼
臍	t͡ɕʰi2	
臏	pin5	
臒	ɔ7	
臒	jɔ7	
臟	t͡sɑŋ5	
臘	l̃ɑ7	
臛	xɔ7	
臞	t͡ɕʰy2	
臣	t͡sʰə̞n2	
臥	ɔ5	
臧	t͡sɑŋ1	
臨	l̃in2	
臩	t͡ɕyn3	
自	t͡szᵚ5	
臬	l̃i̯e̞7	
臭	t͡sʰə̞ʊ̯5	
臯	kɑʊ̯1	
臲	l̃i̯e̞7	
至	t͡szᵚ5	
致	t͡szᵚ5	
臸	ze̞7	
臺	tʰɑɪ̯1	臺州
臺	tʰɑɪ̯2	
臻	t͡sə̞n1	
臼	t͡ɕi̯ə̞ʊ̯5	
臿	t͡sʰɑ7	
舀	jɑʊ̯3	
舂	t͡sʰɔŋ1	
舄	ɕi̯e̞7	
舅	t͡ɕi̯ə̞ʊ̯5	
與	jy3	
與	jy5	
興	ɕin1	
興	ɕin5	
舉	t͡ɕy3	
舊	t͡ɕi̯ə̞ʊ̯5	
舌	sɐ̝7	
舍	se̞ɪ̯5	
舒	su̜1	
舔	tʰi̯ɐ̝n3	
舛	t͡sʰwɑ̟n3	
舜	swə̞n5	
舝	ɕi̯ɑ7	
舞	ʋ̩3	
舟	t͡sə̞ʊ̯1	
航	xɑŋ2	
般	pɑ̟n1	
舳	t͡sɔ7	
舴	t͡sɐ̝7	
舵	tɔ5	
舶	pɐ̝7	
船	t͡sʰwɑ̟n2	
艀	fə̞ʊ̯2	
艃	l̃i2	
艇	tʰin3	
艒	mᵇɐ̝7	
艒	mᵇɔ7	
艗	l̃i̯e̞7	
艦	t͡ɕi̯ɐ̝n5	
良	l̃i̯ɑŋ2	
艱	kɑ̟n1	白讀，千～萬難
艱	t͡ɕi̯ɐ̝n1	
色	sɐ̝7	
艴	pɔ7	
艴	fɔ7	
艷	jɐ̝n5	
艸	t͡sʰɑʊ̯3	
艻	l̃ɐ̝7	
艾	ŋɑɪ̯5	
芀	l̃ɐ̝7	
芅	je̞7	
芊	t͡ɕʰi̯ɐ̝n1	
芋	jy5	
芍	sɔ7	
芒	mᵇɑŋ2	
芛	jɔ7	
芝	t͡szᵚ1	
芟	sɑ̟n1	
芣	fə̞ʊ̯2	
芥	kɑɪ̯5	
芥	t͡ɕi̯ɑɪ̯5	芥茉醬，借詞
芨	t͡ɕi̯e̞7	
芬	fə̞n1	
芭	pɑ1	
芮	zwe̞ɪ̯5	
花	xwɑ1	
芳	fɑŋ1	
芴	xɔ7	
芴	ɔ7	
芵	t͡ɕy̑e̞7	
芸	jyn2	
芹	t͡ɕʰin2	
芻	t͡sʰu̜2	
芽	jɑ2	
芾	fɔ7	
苔	tʰɑɪ̯2	
苖	ti̯e̞7	
苖	t͡sʰɔ7	
苗	mᵇi̯ɑʊ̯2	
苘	t͡ɕʰyn3	
苙	l̃i̯e̞7	
苛	kʰɔ1	
苜	mᵇɔ7	
苞	pɑʊ̯1	
苟	kə̞ʊ̯3	
苟	kə̞ʊ̯5	姓氏
若	zɔ7	
苦	kʰu̜3	
苧	t͡su̜5	
苭	jɑʊ̯3	
苮	ɕi̯ɐ̝n1	
英	jin1	
苴	t͡sʰɑ2	
苴	t͡ɕy1	
苵	ti̯e̞7	
苶	l̃i̯e̞7	
苶	zɐ̝7	
苼	sə̞n1	
苾	pi̯e̞7	
茀	fɔ7	
茁	t͡sɔ7	
茂	mᵇɔŋ5	
茄	t͡ɕʰy2	蕃茄
茅	mᵇɑʊ̯2	
茆	mᵇɑʊ̯3	
茇	pɔ7	
茇	pʰɑ7	
茖	kɐ̝7	
茜	ɕi1	用於翻譯歐洲人名如茜茜公主
茜	t͡ɕʰi̯ɐ̝n5	
茢	l̃i̯e̞7	
茨	t͡sʰzᵚ2	～菰
茫	mᵇɑŋ2	
茯	fɔ7	
茲	t͡sʰzᵚ2	
茶	t͡sʰɑ2	
茷	fɑ7	
茸	zɔŋ2	
茻	mᵇɑŋ3	
茿	t͡sɔ7	
荀	ɕyn2	
荃	t͡ɕʰy̑ɐ̝n2	
荄	kɑɪ̯1	
荅	tɑ7	
草	t͡sʰɑʊ̯3	
荊	t͡ɕin1	
荎	ti̯e̞7	
荒	xwɑŋ1	
荔	l̃i5	
荲	l̃i̯e̞7	
荷	xɔ2	
荷	xɔ7	負～
荸	pɔ7	～薺兒
莂	pi̯e̞7	
莈	mᵇɔ7	
莊	t͡swɑŋ1	
莋	t͡sɔ7	
莌	tʰɔ7	
莔	ɕi̯e̞7	
莖	t͡ɕin1	
莘	ɕin1	地名～莊在上海
莘	sə̞n1	
莟	xɑ̟n2	
莠	jə̞ʊ̯3	
莡	t͡sʰɔ7	
莢	t͡ɕi̯ɑ7	
莤	sɔ7	
莧	xɑ̟n5	
莫	mᵇɔ7	
莽	mᵇɑŋ3	
莾	mᵇɑŋ3	
菁	t͡ɕʰin1	
菈	l̃ɑ7	
菉	l̃ɔ7	
菊	t͡ɕi̯ɔ7	
菌	t͡ɕyn5	
菍	l̃i̯e̞7	
菐	pʰɔ7	
菑	t͡szᵚ1	
菔	fɔ7	
菜	t͡sʰɑɪ̯5	
菝	pʰɑ7	
菡	xɑ̟n2	
菢	pɑʊ̯5	動詞表示鳥孵蛋，～雞母表示即將下蛋之母雞
菥	ɕi̯e̞7	
菨	t͡ɕi̯e̞7	
菩	pʰu̜2	
華	xwɑ2	
華	xwɑ5	
菰	ku̜1	茨～
菱	l̃in2	
菲	fe̞ɪ̯3	
菵	wɑŋ3	
菽	sɔ7	
菿	t͡sɔ7	
萃	t͡sʰwe̞ɪ̯5	
萄	tʰɑʊ̯2	本字讀作陽平，但（葡萄）會發生連續變調讀作陰平
萌	mᵇɔŋ2	
萐	sɑ7	
萬	wɑ̟n3	千艱～難
萬	wɑ̟n5	
萮	jy2	
萴	t͡sɐ̝7	
萺	mᵇɔ7	
落	l̃ɔ7	
萿	kɔ7	
葀	kɔ7	
葃	t͡sɔ7	
葃	t͡sɐ̝7	
葉	je̞7	
葍	fɔ7	
葎	l̃ɔ7	
葖	tʰɔ7	
著	tɑʊ̯3	白讀，如：站著 坐著
著	t͡sɔ7	
著	t͡sʰɔ7	睡著
葘	t͡szᵚ1	
葚	sə̞n5	
葛	kɔ7	
董	tɔŋ3	
葤	t͡sə̞ʊ̯5	
葦	we̞ɪ̯3	
葬	t͡sɑŋ5	
葯	jɔ7	
葵	kʰwe̞ɪ̯2	
葷	xwə̞n1	
葺	t͡ɕʰi̯e̞7	
蒐	sə̞ʊ̯1	
蒓	swə̞n2	
蒗	l̃ɑŋ5	
蒙	mᵇɔŋ1	
蒙	mᵇɔŋ2	
蒚	xɐ̝7	
蒚	l̃i̯e̞7	
蒛	t͡ɕʰy̑e̞7	
蒜	swɑ̟n5	
蒠	ɕi̯e̞7	
蒨	t͡ɕʰi̯ɐ̝n5	
蒪	pʰɔ7	
蒮	jɔ7	
蒯	kʰwɑɪ̯3	
蒲	pʰu̜2	
蒳	l̃ɑ7	
蒴	sɔ7	
蒸	t͡sə̞n1	
蒹	t͡ɕi̯ɐ̝n1	
蒺	t͡ɕi̯e̞7	
蒻	zɔ7	荷莖入泥之處又菜名
蒼	t͡sʰɑŋ1	
蒿	xɑʊ̯1	
蓂	mᵇi̯e̞7	
蓄	ɕi̯ɔ7	
蓆	ɕi̯e̞7	
蓇	kɔ7	
蓋	kɑɪ̯5	
蓐	zɔ7	
蓑	sɔ1	
蓧	ti̯e̞7	
蓨	tʰi̯e̞7	
蓩	mᵇɔ7	
蓫	t͡sɔ7	
蓬	pʰɔŋ2	
蓮	l̃i̯ɐ̝n2	
蓴	swə̞n2	
蓻	t͡ɕi̯e̞7	
蓼	l̃ɔ7	
蓽	pi̯e̞7	
蓿	ɕy̑e̞7	
蔈	pi̯ɑʊ̯1	
蔋	ti̯e̞7	
蔌	sɔ7	
蔍	l̃ɔ7	
蔎	sɐ̝7	
蔑	mᵇi̯e̞7	
蔔	pu̜5	
蔗	t͡szᵚ3	甘蔗杆
蔗	t͡sʰe̞ɪ̯5	
蔟	t͡ɕʰi̯ɔ7	
蔡	t͡sʰɑɪ̯5	
蔣	t͡ɕi̯ɑŋ3	
蔤	mᵇi̯e̞7	
蔥	t͡sʰɔŋ1	
蔫	jɐ̝n1	
蔬	su̜1	
蔭	jin1	
蔭	jin5	
蔱	sɑ7	
蔸	tə̞ʊ̯1	
蔻	kʰə̞ʊ̯5	
蔽	pi5	
蕀	t͡ɕi̯e̞7	
蕈	ɕin5	
蕊	zwe̞ɪ̯3	
蕚	ŋɔ7	
蕝	t͡ɕy̑e̞7	
蕞	t͡swɐ̝7	
蕤	zwe̞ɪ̯2	
蕧	fɔ7	
蕨	t͡ɕy̑e̞7	
蕩	tɑŋ5	蕩街
蕭	ɕi̯ɑʊ̯1	
蕭	ɕi̯ɑʊ̯1	姓氏簡化字作肖
蕮	ɕi̯e̞7	
蕺	t͡sɐ̝7	莊三
薁	jɔ7	
薂	ɕi̯e̞7	
薄	pɔ7	
薄	pɔ5	薄荷
薅	xɑʊ̯1	
薇	we̞ɪ̯2	
薑	t͡ɕi̯ɑŋ1	
薔	sɐ̝7	
薘	tɑ7	
薛	ɕy̑e̞7	
薢	xɔ7	
薦	t͡ɕi̯ɐ̝n5	
薩	sɑ1	菩薩
薩	sɑ7	
薪	ɕin1	
薯	su̜3	蕃薯
薰	ɕyn1	
薺	t͡ɕʰi2	
薺	t͡ɕi1	荸～兒
薿	l̃i̯e̞7	
藅	fɑ7	
藉	t͡ɕi5	
藉	t͡ɕi̯e̞7	
藍	l̃ɑ̟n2	
藏	t͡sʰɑŋ2	
藏	t͡sɑŋ5	
藐	mᵇi̯ɑʊ̯3	
藑	t͡ɕʰyn2	
藒	t͡ɕʰi̯e̞7	
藕	ŋə̞ʊ̯3	
藗	sɔ7	
藚	ɕi̯ɔ7	
藝	l̃i5	
藤	tʰə̞n2	
藥	jɔ7	
藩	fɑ̟n1	
藩	fɑ̟n2	
藶	l̃i̯e̞7	
藹	ŋɑɪ̯3	
藿	xɔ7	
蘀	tʰɔ7	
蘂	zwe̞ɪ̯3	
蘅	xə̞n2	
蘇	su̜1	
蘊	jyn5	
蘛	jɔ7	
蘜	t͡ɕi̯ɔ7	
蘣	tʰə̞ʊ̯3	
蘥	jɔ7	
蘭	l̃ɑ̟n2	
蘸	t͡sɑ̟n5	
虂	l̃u̜5	
虉	l̃i̯e̞7	
虋	mᵇə̞n2	
虌	pi̯e̞7	
虎	fʋ̩3	
虐	jɔ7	
虔	t͡ɕʰi̯ɐ̝n2	
處	t͡sʰu̜3	
處	t͡sʰu̜5	
虙	fɔ7	
虛	ɕy1	
虜	l̃u̜3	
虞	jy2	
號	xɑʊ̯2	
號	xɑʊ̯5	
虢	kwɐ̝7	
虧	kʰwe̞ɪ̯1	
虩	ɕi̯e̞7	
虪	sɔ7	
虴	t͡sɐ̝7	
虸	t͡szᵚ3	
虹	kɑŋ5	白讀，如：～吃水
虹	xɔŋ2	
虼	kɐ̝7	～蚤
蚅	ŋɐ̝7	
蚇	t͡sʰe̞7	
蚊	wə̞n2	
蚌	pɑ̟n5	白讀1，如：～殼
蚌	pɑŋ5	
蚍	pʰi2	
蚏	ɥe̞7	
蚖	ɥɐ̝n2	
蚗	t͡ɕy̑e̞7	
蚚	t͡ɕʰi2	
蚞	mᵇɔ7	
蚤	t͡sɑʊ̯3	
蚩	t͡sʰzᵚ1	
蚱	t͡sɑ7	
蚱	t͡swɑ7	又音
蚶	xɑ̟n1	
蚻	t͡sɑ7	
蛂	pi̯e̞7	
蛆	t͡ɕʰy1	
蛇	se̞ɪ̯2	
蛈	tʰi̯e̞7	
蛋	tɑ̟n5	
蛒	kɐ̝7	
蛘	jɑŋ2	
蛙	wɑ1	
蛚	l̃i̯e̞7	
蛛	t͡su̜1	
蛞	kwɑ7	
蛟	t͡ɕi̯ɑʊ̯1	
蛡	je̞7	
蛣	t͡ɕʰi̯e̞7	
蛤	kɔ7	
蛥	sɐ̝7	
蛧	wɑŋ3	
蛨	mᵇɐ̝7	
蛭	t͡se̞7	
蛶	l̃ɐ̝7	
蛺	t͡ɕi̯ɑ7	
蛻	tʰwe̞ɪ̯5	
蛾	ŋɔ2	
蜀	sɔ7	
蜂	fɔŋ1	
蜇	t͡sɐ̝7	
蜉	fə̞ʊ̯2	
蜐	t͡ɕi̯e̞7	
蜒	jɑɪ̯2	
蜓	tʰin2	
蜜	mᵇi̯e̞7	
蜟	jɔ7	
蜥	ɕi̯e̞7	
蜨	ɕi̯e̞7	
蜮	xwɐ̝7	
蜮	jɔ7	
蜴	je̞7	
蜶	sɔ7	
蜹	zwe̞ɪ̯5	
蜻	t͡ɕʰin1	
蜿	wɑ̟n1	
蜿	wɑ̟n3	
蝁	ŋɔ7	
蝃	t͡se̞7	蝃蛛
蝍	t͡ɕi̯e̞7	
蝕	se̞7	
蝗	xwɑŋ2	
蝙	pi̯ɐ̝n3	
蝟	we̞ɪ̯5	
蝠	fɔ7	
蝣	jə̞ʊ̯2	
蝦	ɕi̯ɑ1	
蝨	sɐ̝7	
蝮	fɔ7	
蝲	l̃ɑ7	
蝳	tɔ7	
蝶	ti̯e̞7	
蝷	l̃i̯e̞7	
蝸	ɔ1	
螂	l̃ɑŋ2	
螈	ɥɐ̝n2	
融	jɔŋ2	
螖	xwɑ7	
螜	xɔ7	
螞	mᵇɑ3	
螢	jyn2	
螣	tʰɐ̝7	
螪	sɑŋ1	
螫	se̞7	
螲	t͡se̞7	
螳	tʰɑŋ2	
螺	l̃ɔ2	
蟀	sɔ7	
蟄	t͡se̞7	
蟆	mᵇɑ1	
蟈	kwɐ̝7	
蟊	mᵇɑʊ̯2	
蟋	ɕi̯e̞7	
蟑	t͡sɑŋ1	
蟙	t͡se̞7	
蟝	t͡ɕʰy2	～蟆指青蛙
蟢	ɕi3	
蟨	t͡ɕy̑e̞7	
蟩	t͡ɕy̑e̞7	
蟬	sɑ̟n2	
蟰	ɕi̯ɔ7	
蟲	t͡sʰɔŋ2	
蟶	t͡sə̞n1	
蟹	xɑɪ̯3	白讀
蟹	ɕi̯ɑɪ̯5	
蟻	ji3	
蟻	l̃i5	文讀
蟾	sɑ̟n2	
蠅	jin1	
蠈	t͡sɐ̝7	
蠋	t͡sɔ7	
蠌	t͡sʰɐ̝7	
蠍	ɕi̯e̞7	
蠑	jyn2	
蠓	mᵇɔŋ2	
蠖	ɔ7	
蠗	t͡sɔ7	
蠚	xɔ7	1.～蔴：一种植物 2.作動詞，表示使身上發癢
蠚	t͡sʰɔ7	
蠛	mᵇi̯e̞7	
蠞	t͡ɕi̯e̞7	
蠟	l̃ɑ7	
蠡	l̃i3	1.用於人名，范蠡，春秋時代人物 2.蠡縣，地名，在河北。
蠡	l̃i2	瓢或貝殼
蠢	t͡sʰwə̞n3	
蠣	l̃i5	
蠥	l̃i̯e̞7	
蠮	je̞7	
蠱	ku̜3	
蠶	t͡sʰɑ̟n2	
蠹	tu̜5	
蠻	mᵇɑ̟n2	
蠽	t͡ɕi̯e̞7	
蠾	t͡sɔ7	
血	ɕy̑e̞7	
衄	l̃ɔ7	
衇	mᵇɐ̝7	
衊	mᵇi̯e̞7	
行	xɑŋ2	
行	ɕin2	
衍	jɐ̝n3	
術	sɔ7	
街	kɑɪ̯1	
衙	jɑ2	
衛	we̞ɪ̯5	
衝	t͡sʰɔŋ1	
衝	t͡sʰɔŋ5	
衡	xə̞n2	
衣	ji1	
表	pi̯ɑʊ̯3	
衩	t͡sʰɑ3	衩～褲
衫	sɑ̟n1	
衰	swɑɪ̯1	
衱	t͡ɕi̯e̞7	
衲	l̃ɑ7	
衵	ze̞7	
衷	t͡sɔŋ1	
衹	t͡szᵚ3	
衼	t͡szᵚ1	
袁	ɥɐ̝n2	
袋	tɑɪ̯5	
袍	pʰɑʊ̯2	
袐	pi̯e̞7	
袕	ɕy̑e̞7	
袖	ɕi̯ə̞ʊ̯5	
袚	pɔ7	
袜	mᵇɔ7	
袠	t͡sʰe̞7	
袥	tʰɔ7	
袦	l̃ɑ7	
被	pi5	
袱	fɔ7	
袷	t͡ɕi̯ɑ7	
袹	mᵇɐ̝7	
袺	t͡ɕi̯e̞7	
袼	kɔ7	
裁	t͡sʰɑɪ̯2	
裂	l̃i̯e̞7	
裌	t͡ɕi̯ɑ7	
裏	l̃e̞1	白讀表示方位如哪裏這裏
裏	l̃i3	
裓	kɐ̝7	
裕	jy5	
裙	t͡ɕʰyn2	
裛	je̞7	
補	pu̜3	
裝	t͡swɑŋ1	
裨	pi5	
裰	tɔ7	
裳	sɑŋ2	
裹	kɔ3	
裻	tɔ7	
裻	sɔ7	
裼	ɕi̯e̞7	
製	t͡szᵚ5	
褂	kwɑ5	文讀
褂	kʰwɑ5	白讀
複	fɔ7	
褉	ɕi̯e̞7	
褋	ti̯e̞7	
褐	xɔ7	
褑	ɥɐ̝n5	
褒	pə̞ʊ̯1	最老派白讀如～貶
褒	pɑʊ̯1	
褓	pɑʊ̯3	
褚	t͡sʰu̜2	
褡	tɑ7	
褥	zɔ7	
褧	t͡ɕyn3	
褪	tʰwe̞ɪ̯5	
褫	t͡sʰzᵚ3	
褬	sɑŋ3	
褮	jyn2	
褯	t͡ɕi5	
褲	kʰu̜5	
褵	l̃i2	
褶	t͡se̞7	
褺	ti̯e̞7	
褻	ɕi̯e̞7	
襀	t͡ɕi̯e̞7	
襁	t͡ɕʰi̯ɑŋ2	
襁	t͡ɕʰi̯ɑŋ3	
襄	ɕi̯ɑŋ1	
襆	pʰɔ7	
襆	fɔ7	
襊	t͡sʰɔ7	
襋	t͡ɕi̯e̞7	
襏	pɔ7	
襒	pi̯e̞7	
襖	ŋɑʊ̯3	
襗	tɔ7	
襗	t͡sʰɐ̝7	
襗	je̞7	
襞	pi̯e̞7	
襟	t͡ɕin1	
襡	sɔ7	
襩	sɔ7	
襪	wɑ7	
襫	se̞7	
襭	ɕi̯e̞7	
襮	pɔ7	
襮	pɔ7	黼領博沃切三
襯	t͡sʰə̞n5	
襲	ɕi̯e̞7	
襴	l̃ɑ̟n2	
襵	t͡sɐ̝7	
襻	pʰɑ̟n5	
西	ɕi1	
要	jɑʊ̯1	
要	jɑʊ̯5	
覃	tʰɑ̟n2	
覃	t͡ɕʰin2	姓氏讀音主要分在在廣西
覆	fɔ7	
覈	xɐ̝7	
見	t͡ɕi̯ɐ̝n5	
規	kwe̞ɪ̯1	
覓	mᵇi̯e̞7	
覕	mᵇi̯e̞7	
視	szᵚ5	
覛	mᵇɐ̝7	
覛	mᵇi̯e̞7	
覡	ɕi̯e̞7	
覦	jy2	
親	t͡ɕʰin1	
覬	t͡ɕi5	
覭	mᵇi̯e̞7	
覺	t͡ɕi̯ɑʊ̯5	
覺	kɔ7	白讀，如：不緊～
覺	t͡ɕi̯ɔ7	
覽	l̃ɑ̟n3	
覿	ti̯e̞7	
觀	kwɑ̟n1	
觀	kwɑ̟n5	
角	t͡ɕi̯ɔ7	角色
角	kɔ7	
觕	t͡sʰɔ7	
觖	t͡ɕy̑e̞7	
觡	kɐ̝7	
解	kɑɪ̯3	
解	t͡ɕi̯ɑɪ̯3	文讀
解	ɕi̯ɑɪ̯5	姓氏
觪	ɕyn1	
觬	l̃i2	
觱	pi̯e̞7	
觲	ɕyn1	
觳	xɔ7	
觴	sɑŋ1	
觷	jɔ7	
觷	ɕi̯ɔ7	把獸角加工成器具
觸	t͡sɔ7	
觺	l̃i̯e̞7	
觻	l̃ɔ7	觻得縣名在張掖
觼	t͡ɕy̑e̞7	
言	jɐ̝n2	
訂	tin5	
訃	fʋ̩5	
訃	pʰɔ7	
計	t͡ɕi5	
訊	ɕyn5	
訌	kɔŋ5	
討	tʰɑʊ̯3	
訐	t͡ɕi̯e̞7	
訓	ɕyn5	
訕	sɑ̟n5	
訖	t͡ɕi̯e̞7	
託	tʰɔ7	
記	t͡ɕi5	
訛	ŋɔ7	
訝	jɑ5	
訟	sɔŋ5	
訣	t͡ɕy̑e̞7	
訥	l̃ɔ7	
訪	fɑŋ3	
設	sɐ̝7	
訰	t͡sə̞n5	
許	xe̞ɪ̯3	白讀1，如：許實，許起
許	xwe̞ɪ̯3	白讀2，表示許願之意
許	ɕy3	
訴	su̜5	
訶	xɔ1	
