#漢字	音標	解釋
㐴	pʰan1	
楔	ɕi̯e̞7	
楕	tʰɔ3	
楖	t͡s̻e̞7	
楖	t͡ɕi̯e̞7	
楚	t͡s̻ʰu̜3	
楞	nə̟n2	
楠	nan2	
楣	mᵇe̞ɪ̯2	
楦	ɕy̑e̞n5	
楫	t͡ɕi̯e̞7	
楬	t͡ɕi̯e̞7	
業	n̠ᶽi̯e̞7	
極	t͡ɕi̯e̞7	
楶	t͡ɕi̯e̞7	
楷	kʰaɪ̯3	
楹	j̟in2	
概	kʰaɪ̯5	
榅	o̞7	
榆	y̑i2	
榋	t͡s̻ʰu̜1	
榍	ɕi̯e̞7	
榓	mᵇi̯e̞7	
榖	ko̞7	
榙	xo̞7	
榛	t͡s̻ə̟n1	
榜	pɑŋ3	白讀
樧	s̻a7	
榤	t͡ɕi̯e̞7	
榥	xwɑŋ3	
榨	t͡s̻ɑ5	
榮	y̑in2	
榰	t͡s̻ɹ̆ᶤ̞1	
榴	ni̯əʊ̯2	石榴一詞在口語中後字會讀作陰平
榷	t͡ɕi̯o̞7	
榻	tʰa7	
榼	kʰo̞7	
榾	ko̞7	
槄	tʰɑʊ̯1	
槅	ke̞7	
槉	t͡ɕi̯e̞7	
槊	s̻o̞7	
構	kəʊ̯5	
槌	t͡s̻ʰwe̞ɪ̯2	
槍	t͡ɕʰi̯ɑŋ1	
槎	t͡s̻ʰɑ2	
槎	t͡s̻ɑ5	
槐	xwaɪ̯2	
槓	kɑŋ5	
槖	tʰo̞7	
槢	ɕi̯e̞7	
槨	ko̞7	
槭	t͡ɕi̯o̞7	
槲	xo̞7	
槳	t͡ɕi̯ɑŋ3	
槷	n̠ᶽi̯e̞7	
槽	t͡s̻ʰɑʊ̯2	
樀	ti̯e̞7	
樁	t͡s̻wɑŋ1	
樂	no̞7	
樂	j̟o̞7	
樋	tʰo̞ŋ1	
樍	t͡ɕi̯e̞7	
樎	s̻o̞7	
樒	mᵇi̯e̞7	
樓	nəʊ̯2	
樕	s̻o̞7	
標	pi̯ɑʊ̯1	
樚	no̞7	
樞	s̻u̜1	
樟	t͡s̻ɑŋ1	
模	mᵇu̜2	
樣	j̟ɑŋ5	
樧	s̻a7	
樴	t͡s̻e̞7	
樵	t͡ɕʰi̯ɑʊ̯2	
樹	s̻u̜5	
樺	xwɑ2	
樾	y̑e̞7	
橃	fa7	
橄	kan3	橄欖
橋	t͡ɕʰi̯ɑʊ̯2	
橐	tʰo̞7	
橘	t͡ɕi̯o̞7	
橙	t͡s̻ʰə̟n2	
橚	ɕi̯o̞7	
橛	t͡ɕy̑e̞7	
橜	t͡ɕy̑e̞7	
機	t͡ɕi1	
橢	tʰɔ3	
橫	xwə̟n2	
檀	tʰan2	
檍	j̟e̞7	
檗	pe̞7	
檝	t͡ɕi̯e̞7	
檡	t͡s̻ʰe̞7	
檢	t͡ɕi̯e̞n3	
檳	pin1	
檴	xo̞7	
檾	t͡ɕʰy̑in3	
櫃	kwe̞ɪ̯5	
櫍	t͡s̻e̞7	
櫓	nu̜3	
櫛	t͡s̻e̞7	
櫝	to̞7	
櫟	ni̯e̞7	
櫡	t͡s̻o̞7	
櫪	ni̯e̞7	
櫭	t͡ɕi̯e̞7	
櫱	n̠ᶽi̯e̞7	
櫻	ŋə̟n1	
櫻	j̟in1	文讀，如：～花
欂	po̞7	
欂	pe̞7	
欄	nan2	
欇	s̻e̞7	
權	t͡ɕʰy̑e̞n2	
欒	nwan2	
欖	nan3	
欘	t͡s̻o̞7	
欘	s̻o̞7	
欚	ni3	
欛	pɑ5	
欝	j̟o̞7	
欠	t͡ɕʰi̯e̞n5	
次	t͡s̻ʰɹ̆ᶤ̞5	
欣	ɕin1	
欥	j̟e̞7	
欥	j̟o̞7	
欪	ɕi̯e̞7	
欪	t͡s̻ʰo̞7	
欮	t͡ɕy̑e̞7	
欯	ɕi̯e̞7	
欰	ɕi̯o̞7	
欱	xo̞7	
欲	j̟o̞7	
欵	kʰwan3	
欶	s̻o̞7	
欺	t͡ɕʰi1	
欻	ɕi̯o̞7	
欽	t͡ɕʰin1	
款	kʰwan3	
歁	kʰo̞7	
歃	s̻a7	
歇	ɕi̯e̞7	
歉	t͡ɕʰi̯e̞n5	
歊	ɕi̯ɑʊ̯1	
歌	kɔ1	
歐	ŋəʊ̯1	
歒	ti̯e̞7	
歘	ɕi̯o̞7	
歙	s̻e̞7	
歙	ɕi̯e̞7	
歜	t͡s̻ʰo̞7	
歠	t͡s̻ʰwe̞7	
歡	xɔ1	白讀2,如:吃～皮,表示撿便宜
歡	xwaɪ̯1	
歡	xwan1	
止	t͡s̻ɹ̆ᶤ̞3	
正	t͡s̻ə̟n1	
正	t͡s̻ə̟n5	
此	t͡s̻ʰɹ̆ᶤ̞3	
步	pu̜5	
武	ʋ̩3	
歪	waɪ̯1	
歰	s̻e̞7	生三
歲	s̻we̞ɪ̯5	歲大：過輩，老了
歷	ni̯e̞7	
歸	kwe̞ɪ̯1	
歹	taɪ̯3	
歺	ŋo̞7	
死	s̻ɹ̆ᶤ̞3	
歾	mᵇo̞7	
歿	mᵇo̞7	
殁	mᵇo̞7	
殃	j̟ɑŋ1	
殆	taɪ̯5	
殈	ɕi̯o̞7	
殉	ɕy̑in5	
殊	s̻u̜1	
殍	pʰi̯ɑʊ̯3	
殐	s̻o̞7	
殕	ŋe̞7	
殖	t͡s̻e̞7	
殗	j̟e̞7	
殘	t͡s̻ʰan2	
殛	t͡ɕi̯e̞7	
殜	ti̯e̞7	
殝	t͡s̻ə̟n1	
殞	y̑in3	
殟	y̑in1	品嘗（酒等）
殟	o̞7	
殤	s̻ɑŋ1	
殧	t͡ɕi̯o̞7	
殩	t͡s̻ʰwan5	
殮	ni̯e̞n5	
殯	pin1	
殰	to̞7	
殲	t͡ɕʰi̯e̞n1	
段	twan5	
殷	j̟in1	
殺	s̻a7	
殼	t͡ɕʰi̯o̞7	地殼，殼牌
殿	ti̯e̞n5	
毀	xwe̞ɪ̯3	
毃	t͡ɕʰi̯o̞7	
毅	n̠ᶽi5	
毆	ŋəʊ̯1	
毋	ʋ̩2	
母	mᵇu̜3	
每	mᵇe̞ɪ̯3	
毒	to̞7	
毓	j̟o̞7	
比	pi3	
毗	pʰi2	
毘	pʰi2	
毛	mᵇɑʊ̯2	
毣	mᵇo̞7	
毫	xɑʊ̯2	
毯	tʰan3	
毱	t͡ɕi̯o̞7	
毳	t͡s̻ʰwe̞ɪ̯5	
毼	xo̞7	
毾	tʰa7	
氂	ni2	
氈	t͡s̻an1	
氏	s̻ɹ̆ᶤ̞5	
民	mᵇin2	
氒	t͡ɕy̑e̞7	
氓	mᵇɑŋ2	
氓	mᵇɑŋ3	白讀
氟	fo̞7	
氣	t͡ɕʰi5	
氦	xaɪ̯5	
氪	kʰe̞7	
氯	no̞7	
水	s̻we̞ɪ̯3	
氷	pin1	
永	y̑in3	
汀	tʰin1	
汁	t͡s̻e̞7	
求	t͡ɕʰi̯əʊ̯2	
汃	pʰa7	
汊	t͡s̻ʰɑ5	
汋	s̻o̞7	
汏	tʰa7	
汐	ɕi̯e̞7	
汓	ɕi̯əʊ̯2	形容詞，表示臉皮厚，粘人
汔	t͡ɕʰi̯e̞7	
汗	xan5	
汙	ʋ̩1	
汝	z̻u̜3	
汞	ko̞ŋ3	
江	t͡ɕi̯ɑŋ1	
池	t͡s̻ʰɹ̆ᶤ̞2	
汨	mᵇi̯e̞7	
汩	j̟o̞7	
汪	wɑŋ1	
汭	z̻we̞ɪ̯5	
汲	t͡ɕi̯e̞7	
汴	pi̯e̞n5	
決	t͡ɕy̑e̞7	
汽	t͡ɕʰi5	
沂	j̟i2	
沃	o̞7	
沅	y̑e̞n2	
沆	xɑŋ2	理論讀音，實際多讀去聲
沆	xɑŋ5	
沉	t͡s̻ʰə̟n2	
沌	tʰə̟n2	
沌	tə̟n5	
沏	t͡ɕʰi̯e̞7	
沐	mᵇo̞7	
沑	no̞7	
沒	mᵇo̞7	
沓	tʰa7	
沕	mᵇi5	扎入水中埋頭猛進.打～子:潜泳 ～起腦殼整:潜水專攻某事.俗字可作(㴹)
沕	o̞7	
沖	t͡s̻ʰo̞ŋ1	
沙	s̻ɑ1	
沛	pʰe̞ɪ̯5	
沞	t͡s̻a7	
沫	mᵇo̞7	
沭	s̻o̞7	
沰	tʰo̞7	
河	xɔ2	
沸	fe̞ɪ̯5	
油	j̟əʊ̯2	
沺	tʰi̯e̞n2	
治	t͡s̻ɹ̆ᶤ̞5	
沼	t͡s̻ɑʊ̯1	
沾	t͡s̻an1	
沿	y̑e̞n2	
況	kʰwɑŋ5	
泄	ɕi5	
泅	ɕi̯əʊ̯2	最老派
泆	j̟e̞7	
泉	t͡ɕʰy̑e̞n2	
泊	pʰo̞7	
泌	mᵇi̯e̞7	
泎	t͡s̻e̞7	
泏	t͡s̻o̞7	
泐	ne̞7	
泔	kan1	
法	fa7	
泖	mᵇɑʊ̯3	
泛	fan5	
泡	pʰɑʊ̯1	燈～
泡	pʰɑʊ̯5	
波	pɔ1	
泣	ɕi̯e̞7	
泥	n̠ᶽi2	
泦	t͡ɕi̯o̞7	
泧	y̑e̞7	
泧	ɕy̑e̞7	
注	t͡s̻u̜5	
泬	ɕy̑e̞7	
泯	mᵇin3	
泰	tʰaɪ̯5	
泳	y̑in5	
泵	po̞ŋ5	
泵	pɑŋ5	
泹	tan3	1:～水，表示一種鹵水，用於點豆花。2.作動詞，表示用開水或鹽水短暫浸泡
洋	j̟ɑŋ2	
洌	ni̯e̞7	
洎	t͡ɕi5	
洑	fo̞7	
洓	t͡ɕʰi̯e̞7	
洗	ɕi3	
洛	no̞7	
洞	to̞ŋ5	
津	t͡ɕin1	
洦	pʰe̞7	
洧	we̞ɪ̯3	
洪	xo̞ŋ2	
洫	ɕi̯o̞7	
洮	j̟ɑʊ̯2	
洱	əɹ3	
洲	t͡s̻əʊ̯1	
活	xo̞7	
洽	t͡ɕʰi̯a7	
派	pʰaɪ̯5	
流	ni̯əʊ̯2	
浖	ne̞7	
浙	t͡s̻e̞7	
浚	t͡ɕy̑in5	
浜	pɑŋ1	
浞	t͡s̻o̞7	
浡	po̞7	
浣	kʰwan3	
浥	j̟e̞7	
浦	pʰu̜3	
浩	xɑʊ̯5	
浪	nɑŋ5	
浮	fʋ̩2	
浮	fəʊ̯2	老派文讀
浴	j̟o̞7	洗浴：洗澡
海	xaɪ̯3	
浸	t͡ɕʰin5	
浹	t͡ɕi̯a7	
浺	t͡s̻ʰo̞ŋ1	
浽	ɕy̑i1	動詞泛指噴撒液體或火花一類東西
涅	n̠ᶽi̯e̞7	
消	ɕi̯ɑʊ̯1	
涉	s̻e̞7	
涎	ɕi̯e̞n2	
涑	ɕi̯o̞7	
涓	t͡ɕy̑e̞n1	
涕	tʰi5	
涮	s̻wan5	
涯	ŋaɪ̯2	
液	j̟i5	
涸	xo̞7	
涼	ni̯ɑŋ2	
涾	tʰa7	
涿	t͡s̻o̞7	
淁	t͡ɕʰi̯e̞7	
淂	te̞7	
淄	t͡s̻ɹ̆ᶤ̞1	
淅	ɕi̯e̞7	
淆	ɕi̯ɑʊ̯2	
淈	ko̞7	
淋	nin2	
淑	s̻o̞7	
淒	t͡ɕʰi1	
淔	t͡s̻ʰe̞7	水名
淕	no̞7	
淚	nwe̞ɪ̯5	
淝	fe̞ɪ̯2	
淡	tan5	
淢	j̟o̞7	
淢	ɕi̯o̞7	
淤	y̑i1	
淥	no̞7	
淦	kan5	
淧	mᵇi̯e̞7	
淨	t͡ɕin5	
淩	nin2	
淪	nə̟n2	
淫	j̟in2	
淬	t͡s̻ʰwe̞ɪ̯5	
淮	xwaɪ̯2	
淯	j̟o̞7	
深	s̻ə̟n1	
淳	s̻wə̟n2	
淴	o̞7	
淵	y̑e̞n1	
混	xwə̟n5	
淹	ŋan1	
淹	j̟e̞n1	
淺	t͡ɕʰi̯e̞n3	
添	tʰi̯e̞n1	
淼	mᵇi̯ɑʊ̯3	
清	t͡ɕʰin1	
澀	s̻e̞7	
溪	t͡ɕʰi1	
減	t͡ɕi̯e̞n3	
渠	t͡ɕʰy̑i2	
渡	tu̜5	
渣	t͡s̻ɑ1	
渤	pʰo̞7	
渥	o̞7	
渧	ti5	滴也
渫	ɕi̯e̞7	
測	t͡s̻ʰe̞7	初三
港	kɑŋ3	
渴	kʰo̞7	
渺	mᵇi̯ɑʊ̯3	
渽	t͡s̻aɪ̯1	
渾	xwə̟n2	
渾	kʰwə̟n2	白讀，表示一整個的意思
湀	t͡ɕʰy̑e̞7	
湁	t͡s̻ʰe̞7	
湂	ŋo̞7	
湆	t͡ɕʰi̯e̞7	
湊	təʊ̯5	白讀，作動詞
湊	t͡s̻ʰəʊ̯5	
湍	tʰwan1	
湐	pe̞7	
湒	t͡ɕi̯e̞7	
湖	xu̜2	最老派文讀
湖	fʋ̩2	
湘	ɕi̯ɑŋ1	
湜	t͡s̻e̞7	
湢	pi̯e̞7	
湧	j̟o̞ŋ3	
湨	t͡ɕi̯o̞7	
湯	tʰɑŋ1	
湱	xwe̞7	
湲	y̑e̞n2	
湽	t͡s̻ɹ̆ᶤ̞1	
溂	na7	
溉	kʰaɪ̯5	
源	y̑e̞n2	
溔	j̟ɑʊ̯3	
準	t͡s̻wə̟n3	
溗	s̻ə̟n2	
溘	kʰo̞7	
溜	ni̯əʊ̯1	
溜	ni̯əʊ̯5	
溝	kəʊ̯1	
溢	j̟e̞7	
溥	pʰu̜3	溥儀
溥	po̞7	水名
溦	we̞ɪ̯2	
溧	ni̯e̞7	
溪	t͡ɕʰi1	
溫	wə̟n1	
溭	t͡s̻e̞7	崇三
溶	j̟o̞ŋ2	
溹	s̻o̞7	
溺	z̻o̞7	又音，老派有此音
溺	z̻o̞7	
溺	n̠ᶽi̯e̞7	
溼	s̻e̞7	
溽	z̻o̞7	
滀	t͡s̻ʰo̞7	
滂	pʰɑŋ2	
滃	o̞ŋ5	沉沒於溶液或水中
滅	mᵇi̯e̞7	
滆	xe̞7	
滇	ti̯e̞n1	
滈	ɕi̯o̞7	
滋	t͡s̻ɹ̆ᶤ̞1	
滌	ti̯e̞7	
滎	y̑in2	滎經，在雅安
滐	t͡ɕi̯e̞7	
滑	xwa7	
滔	tʰɑʊ̯1	罵，也作（謟）（𰵽）（弢）通常講（日～）
滔	tʰɑʊ̯1	
滬	xu̜5	最老派文讀
滬	fʋ̩5	
滭	pi̯e̞7	
滯	t͡s̻ʰɹ̆ᶤ̞5	最老派
滲	s̻ə̟n5	
滴	ti̯e̞7	
滵	mᵇi̯e̞7	
滸	xu̜3	最老派文讀
滸	fʋ̩3	
滾	kwə̟n3	
滿	mᵇan3	
滿	mᵇə̟n3	白讀
漁	y̑i2	
漂	pʰi̯ɑʊ̯1	
漂	pʰi̯ɑʊ̯5	
漆	t͡ɕʰi̯e̞7	
漉	no̞7	
漍	kwe̞7	
漏	nəʊ̯5	
漐	t͡s̻ʰe̞7	
漑	kʰaɪ̯5	
漓	ni2	
演	j̟e̞n3	
漚	ŋəʊ̯1	
漚	ŋəʊ̯5	
漞	mᵇi̯e̞7	
漠	mᵇo̞7	
漢	xan5	
漤	nan3	作動詞，表示用鹽漬，以利於保存。又作（灠)（𰜐)
漫	mᵇan5	
漬	t͡s̻ɹ̆ᶤ̞5	
漯	tʰa7	
漱	s̻u̜5	
漲	t͡s̻ɑŋ3	
漳	t͡s̻ɑŋ1	
漷	kʰo̞7	水名在魯又許虢切
漷	xwe̞7	
漸	t͡ɕi̯e̞n5	
漿	t͡ɕi̯ɑŋ1	
潁	y̑in3	
潄	s̻u̜5	
潎	pʰi̯e̞7	
潏	t͡ɕy̑e̞7	
潑	po̞7	活潑
潑	pʰo̞7	潑水
潔	t͡ɕi̯e̞7	
潗	t͡ɕi̯e̞7	
潘	pʰan1	
潚	ɕi̯o̞7	
潛	t͡ɕʰi̯e̞n2	
潝	ɕi̯e̞7	
潞	nu̜5	
潟	ɕi̯e̞7	
潤	z̻wə̟n5	
潦	ni̯ɑʊ̯2	
潩	j̟e̞7	
潪	t͡s̻e̞7	
潭	tʰan2	
潮	t͡s̻ʰɑʊ̯2	
潯	ɕy̑in2	
潰	kʰwe̞ɪ̯5	
潲	s̻ɑʊ̯5	
潶	xe̞7	
潷	pi̯e̞7	
潸	s̻an1	
潺	t͡s̻ʰan2	
澀	s̻e̞7	生三
澁	s̻e̞7	生三
澄	t͡s̻ʰə̟n2	
澄	t͡s̻ə̟n5	作動詞～清：把～變清澈
澆	t͡ɕi̯ɑʊ̯1	
澇	nɑʊ̯2	
澈	t͡s̻ʰe̞7	
澓	fo̞7	
澗	t͡ɕi̯e̞n5	
澠	mᵇi̯e̞n3	
澠	s̻ə̟n2	
澡	t͡s̻ɑʊ̯3	
澤	t͡s̻ʰe̞7	
澧	ni3	
澩	t͡s̻o̞7	
澩	ɕi̯o̞7	
澲	n̠ᶽi̯e̞7	
澶	tan5	
澶	s̻an2	
澺	j̟e̞7	
澼	pʰi̯e̞7	
澾	tʰa7	
激	t͡ɕi̯e̞7	
濁	t͡s̻ʰo̞7	
濃	no̞ŋ2	
濇	s̻e̞7	生三
濈	t͡s̻e̞7	莊三
濊	xo̞7	水聲
濋	t͡s̻ʰu̜3	
濌	tʰa7	
濏	s̻e̞7	
濕	s̻e̞7	
濗	mᵇi̯e̞7	
濙	y̑in2	
濙	y̑in3	
濞	pʰi5	
濟	t͡ɕi5	
濤	tʰɑʊ̯1	文讀音，主要用作人名
濤	tʰɑʊ̯2	
濩	xo̞7	
濫	nan5	
濮	pʰo̞7	
濯	t͡s̻o̞7	
濲	ko̞7	
濴	y̑in2	
濺	t͡ɕi̯e̞n5	
濼	pʰo̞7	
濼	no̞7	
濾	nwe̞ɪ̯5	
瀄	t͡s̻e̞7	
瀅	y̑in2	
瀆	to̞7	
瀉	ɕi3	
瀋	s̻ə̟n3	
瀎	mᵇi̯e̞7	
瀏	ni̯əʊ̯2	
瀑	pʰo̞7	
瀖	xo̞7	
瀝	ni̯e̞7	
瀣	ɕi̯ɛɪ̯5	
瀥	ɕi̯o̞7	
瀨	naɪ̯5	
瀷	j̟e̞7	
瀹	j̟o̞7	
瀾	nan2	
灂	t͡s̻o̞7	
灄	s̻e̞7	
灋	fa7	
灌	kwan5	
灑	s̻ɑ3	
灑	s̻a1	
灕	ni2	
灘	tʰan1	
灝	xɑʊ̯5	
灠	nan3	作動詞，表示用鹽漬，以利於保存。又作（漤)（𰜐)
灣	wan1	
灤	nwan2	
灨	kan5	
灪	j̟o̞7	
火	xɔ3	
灰	xwe̞ɪ̯1	
灶	t͡s̻ɑʊ̯5	
灸	t͡ɕi̯əʊ̯1	
灼	t͡s̻o̞7	
災	t͡s̻aɪ̯1	
炅	t͡ɕy̑in3	
炈	j̟o̞7	
炊	t͡s̻ʰwe̞ɪ̯1	
炎	j̟e̞n1	
炒	t͡s̻ʰɑʊ̯3	
炔	t͡ɕʰy̑e̞7	
炕	kʰɑŋ5	
炘	ɕin1	
炙	t͡s̻ɹ̆ᶤ̞5	
炙	t͡s̻e̞7	理論讀音，實際讀麻韻
炟	ta7	
炠	ɕi̯a7	
炢	t͡s̻o̞7	
炥	fo̞7	
炦	pʰa7	
炪	t͡s̻we̞7	
炪	t͡s̻ʰo̞7	
炭	tʰan5	
炮	pʰɑʊ̯5	
炯	t͡ɕy̑in3	
炳	pin3	
炸	t͡s̻ɑ5	
爲	we̞ɪ̯2	
爲	we̞ɪ̯5	
烈	ni̯e̞7	
烊	j̟ɑŋ2	
烏	ʋ̩1	
烑	j̟ɑʊ̯2	
烒	s̻e̞7	
烕	ɕy̑e̞7	
烖	t͡s̻aɪ̯1	
烘	xo̞ŋ1	
烙	no̞7	
烚	ɕi̯a7	
烤	kʰɑʊ̯3	
烰	fəʊ̯2	
烹	pʰə̟n1	
烼	ɕi̯o̞7	
烾	t͡s̻ʰe̞7	
焀	xo̞7	
焃	xwe̞7	
焅	kʰo̞7	
焆	j̟e̞7	
焆	y̑e̞7	
焇	ɕi̯ɑʊ̯1	
焈	ɕi1	
焉	j̟e̞n1	
焌	t͡ɕʰi̯o̞7	
焎	ɕi̯e̞7	
焚	fə̟n2	
焞	tə̟n1	
焞	s̻wə̟n2	
焟	ɕi̯e̞7	
無	ʋ̩2	
焥	o̞7	
焦	t͡ɕi̯ɑʊ̯1	
焫	z̻we̞7	
焭	t͡ɕʰy̑in2	
焯	t͡s̻o̞7	明顯，明白
焯	t͡s̻ʰo̞7	焯水
焰	j̟e̞n5	
焱	ɕi̯o̞7	
焲	j̟e̞7	
焴	j̟o̞7	
然	z̻an2	
煉	ni̯e̞n5	
煍	t͡ɕʰi̯əʊ̯1	表示煙霧繚繞，熏的樣子
煎	t͡ɕi̯e̞n1	
煙	j̟e̞n1	
煚	t͡ɕy̑in3	
煛	t͡ɕy̑in3	
煜	j̟o̞7	
煞	s̻a7	
煠	t͡s̻a7	
煠	j̟e̞7	
煢	t͡ɕʰy̑in2	
煥	xwan5	
煦	ɕy̑i5	
照	t͡s̻ɑʊ̯5	
煨	we̞ɪ̯1	
煩	fan2	
煬	j̟ɑŋ2	
煮	t͡s̻u̜3	
煵	nan2	
煽	s̻an1	～風點火
煽	s̻an5	
熁	ɕi̯e̞7	
熄	ɕi̯e̞7	
熆	xo̞7	
熇	xo̞7	
熊	ɕi̯o̞ŋ2	
熏	ɕy̑in1	
熒	y̑in2	
熔	j̟o̞ŋ2	
熗	t͡ɕʰi̯ɑŋ5	
熘	ni̯əʊ̯2	
熙	ɕi1	
熚	pi̯e̞7	
熝	no̞7	
熟	s̻o̞7	
熠	j̟e̞7	
熨	y̑in5	
熬	ŋɑʊ̯2	
熭	y̑e̞7	
熱	z̻a7	發熱
熱	z̻e̞7	
熲	t͡ɕy̑in3	
熵	s̻ɑŋ1	
熻	ɕi̯e̞7	
熼	j̟e̞7	
燁	j̟e̞7	
燃	z̻an2	
燈	tə̟n1	
燉	tə̟n5	
燊	s̻ə̟n1	
燋	t͡ɕi̯ɑʊ̯1	
燎	ni̯ɑʊ̯2	
燎	ni̯ɑʊ̯3	
燏	j̟o̞7	
燐	nin2	
燒	s̻ɑʊ̯1	
燕	j̟e̞n1	地名
燕	j̟e̞n5	
燙	tʰɑŋ5	
燚	j̟e̞7	
營	y̑in2	
燡	j̟e̞7	
燥	t͡s̻ʰɑʊ̯5	
燦	t͡s̻ʰan5	
燩	t͡ɕʰi̯e̞7	
燭	t͡s̻o̞7	
燮	ɕi̯e̞7	
燹	ɕi̯e̞n3	
爀	xe̞7	
爃	y̑in2	
爆	pɑʊ̯5	
爇	z̻we̞7	
爊	ŋɑʊ̯1	油鏖
爊	ŋɑʊ̯1	
爍	s̻o̞7	
爐	nu̜2	
爕	ɕi̯e̞7	
爗	j̟e̞7	
爚	j̟o̞7	
爛	nan5	
爝	t͡ɕi̯o̞7	
爨	t͡s̻ʰwan5	
爩	j̟o̞7	
爪	t͡s̻ɑʊ̯3	
爪	t͡s̻wɑ3	白讀，表示手腳僵硬。如：爪起個手
爬	pɑ1	白讀
爬	pʰɑ2	
爭	t͡s̻ə̟n1	
爯	t͡s̻ʰə̟n1	
爰	y̑e̞n2	
爵	t͡ɕi̯o̞7	
父	fʋ̩5	
爸	pɑ2	
爹	ti1	
爺	j̟i2	
爻	ɕi̯ɑʊ̯2	最老派
爽	s̻wɑŋ3	又音
爾	əɹ3	
牀	t͡s̻ʰwɑŋ2	
牃	ti̯e̞7	
牄	t͡ɕʰi̯ɑŋ1	
牆	t͡ɕʰi̯ɑŋ2	
片	pʰi̯e̞n5	
版	pan3	
牌	pʰaɪ̯2	
牏	y̑i2	
牐	t͡s̻a7	
牒	ti̯e̞7	
牘	to̞7	
牙	j̟ɑ2	
牛	n̠ᶽi̯əʊ̯2	
牝	pin5	
牟	mᵇu̜2	
牡	mᵇɑʊ̯3	
牢	nɑʊ̯2	
牧	mᵇo̞7	
物	o̞7	
牯	ku̜3	1.表示公牛。2.形容人犟，固執
牲	s̻ə̟n1	
特	tʰe̞7	
牽	t͡ɕʰi̯e̞n1	
牿	ko̞7	
犀	ɕi1	
犁	ni2	
犆	t͡s̻e̞7	
犍	t͡ɕʰi̯e̞n2	～為縣地名在川西
犍	t͡ɕi̯e̞n5	
犑	t͡ɕi̯o̞7	
犒	kʰɑʊ̯5	
犖	no̞7	
犛	ni2	
犛	mᵇɑʊ̯2	～牛
犟	t͡ɕi̯ɑŋ5	
犢	to̞7	
犣	ni̯e̞7	
犦	po̞7	
犧	ɕi1	
犬	t͡ɕʰy̑e̞n3	
犮	pʰa7	
犯	fan5	
犳	t͡s̻o̞7	
犺	kʰɑŋ5	
狀	t͡s̻wɑŋ5	
狂	kʰwɑŋ2	
狃	n̠ᶽi̯əʊ̯5	動
狄	ti̯e̞7	
狊	t͡ɕi̯o̞7	
狎	ɕi̯a7	
狐	xu̜2	最老派文讀
狐	fʋ̩2	
狒	fe̞ɪ̯5	
狗	kəʊ̯3	
狘	ɕy̑e̞7	
狚	ta7	
狠	xə̟n3	
狡	t͡ɕi̯ɑʊ̯2	白讀，口齒伶俐，說話厲害
狡	t͡ɕi̯ɑʊ̯3	
狢	xo̞7	
狤	t͡ɕi̯e̞7	
狧	tʰa7	
狩	s̻əʊ̯5	
狸	ni2	
狹	ɕi̯a7	
狺	n̠ᶽin2	
狼	nɑŋ2	
猁	ni5	猞～
猋	pi̯ɑʊ̯1	作動詞, 表示噴出,如:～槍，又作（飈）
猙	t͡s̻ə̟n1	
猛	mᵇo̞ŋ3	
猜	t͡s̻ʰaɪ̯1	
猝	t͡s̻ʰo̞7	
猞	s̻e̞ɪ̯5	～猁
猰	j̟a7	
猲	xo̞7	
猲	t͡ɕi̯e̞7	
猲	ɕi̯e̞7	
猴	xəʊ̯2	
猶	j̟əʊ̯2	
猷	j̟əʊ̯2	
猼	po̞7	
猾	xwa7	
獃	ŋaɪ̯2	
獄	j̟o̞7	
獅	s̻ɹ̆ᶤ̞1	
獎	t͡ɕi̯ɑŋ3	
獛	pʰo̞7	
獝	ɕi̯o̞7	
獠	ni̯ɑʊ̯2	
獡	s̻o̞7	
獥	ɕi̯e̞7	
獥	t͡ɕi̯e̞7	
獦	ni̯e̞7	戎姓俗作田獦字非
獦	ko̞7	
獨	to̞7	
獰	nin2	
獲	xwe̞7	
獴	mᵇo̞ŋ2	
獵	ni̯e̞7	
獷	kwɑŋ3	
獸	s̻əʊ̯5	
獺	tʰa7	
獻	ɕi̯e̞n5	
玃	t͡ɕi̯o̞7	
玄	ɕy̑e̞n2	
率	s̻waɪ̯5	
率	no̞7	
率	s̻o̞7	老派文讀，如效率
玉	y̑i5	
玊	ɕi̯o̞7	
王	wɑŋ2	
玏	ne̞7	
玐	pa7	
玓	ti̯e̞7	
玠	kaɪ̯5	
玥	y̑e̞7	
玦	t͡ɕy̑e̞7	
玩	wan2	
玫	mᵇe̞ɪ̯2	
玻	pɔ1	
玾	t͡ɕi̯a7	
珀	pe̞7	
珄	s̻ə̟n1	
珉	mᵇin2	
珊	s̻wan1	
珌	pi̯e̞7	
珍	t͡s̻ə̟n1	
珏	t͡ɕi̯o̞7	
珞	no̞7	
珠	t͡s̻u̜1	
珧	j̟ɑʊ̯2	
珨	ɕi̯a7	
珩	xə̟n2	
珬	ɕi̯o̞7	
班	pan1	
現	ɕi̯e̞n5	
珿	t͡s̻ʰo̞7	
球	t͡ɕʰi̯əʊ̯2	
理	ni3	
琈	fəʊ̯2	
琉	ni̯əʊ̯2	
琙	j̟o̞7	
琛	t͡s̻ʰə̟n1	
琡	t͡s̻o̞7	
琢	t͡s̻o̞7	
琥	xu̜3	最老派文讀
琥	fʋ̩3	
琴	t͡ɕʰin2	
琵	pʰi2	
琶	pɑ1	琵琶
