#漢字	音標	解釋
一	il	
楬	heup	
業	eop	
楮	jeo	
楯	sun	
楯	jun	
楰	yu	
楱	ju	
楲	wi	
楳	mae	
楴	che	
楴	je	
極	geuk	
楶	jeol	
楷	hae	
楸	chu	
楹	yeong	
楺	yu	
楻	hwang	
樓	ru(nu)	
樂	ak	
樂	rak(nak)	
樂	yo	
楾	cheon	
楿	hyang	
榀	pum	
榁	sil	
概	gae	
榃	heom	
榃	dam	
欖	ram(nam)	
榅	on	
榆	yu	
櫬	chin	
櫬	cheun	
櫚	ryeo(yeo)	
櫸	geo	
榊	sin	
榋	chu	
榌	bi	
榍	seol	
榎	ga	
榏	ik	
榐	jeon	
榑	bu	
榒	nyeok(yeok)	
榓	pil	
榔	rang(nang)	
榕	yong	
榖	gok	
榗	jin	
榘	gu	
榙	dap	
榚	yo	
榛	jin	
榜	bang	
榜	byeong	
樧	sal	
樧	seol	
榞	won	
榟	jae	
榟	ja	
榠	myeong	
榡	so	
榢	ga	
榣	yo	
榤	geol	
榥	hwang	
榦	gan	
榦	gwan	
榦	han	
榧	bi	
榨	ja	
榨	chak	
榩	geon	
榪	ma	
榫	sun	
榬	won	
榭	sa	
榮	yeong	
榯	si	
榰	ji	
榱	choe	
榲	on	
榲	ol	
榳	jeong	
榴	ryu(yu)	
榵	yong	
榶	dang	
榷	gyo	
榷	gak	
榸	chae	
榹	sa	
榹	che	
榺	seung	
榻	tap	
榼	hap	
榽	hye	
榾	gol	
榿	gi	
槀	go	
槀	ho	
槁	go	
槁	ho	
槂	son	
槃	ban	
槄	do	
槅	do	
槅	gyeok	
槅	haek	
槆	sun	
槆	chun	
槇	jeon	
槇	jin	
槈	nu	
槉	jil	
槊	sak	
槊	so	
構	gu	
槌	toe	
槌	chu	
槍	chang	
槍	chu	
槎	cha	
槎	sa	
槏	gyeom	
槏	ryeom(yeom)	
槐	goe	
槑	mae	
槑	mo	
槒	hyuk	
槓	gong	
槔	go	
槕	tak	
槖	tak	
槗	gyo	
樣	yang	
槙	jeon	
槙	jin	
檟	ga	
檻	ham	
槜	chwi	
槝	do	
槞	rong(nong)	
檳	bin	
櫧	jeo	
槡	sang	
槢	seup	
槣	gi	
槤	ryeon(yeon)	
槥	hye	
槥	wi	
槥	se	
槦	yong	
槧	cham	
槧	cheom	
槨	gwak	
槩	gae	
槪	gae	
槫	dan	
槬	hwa	
槭	saek	
槭	chuk	
槭	cheok	
槮	sam	
槯	choe	
槰	bong	
槱	yu	
槲	gok	
槳	jang	
槴	ho	
槵	hwan	
槶	gwi	
槶	goe	
槷	eol	
槸	ye	
槹	go	
槺	gang	
槻	gyu	
槼	gyu	
槽	jo	
槾	man	
槿	geun	
樀	jeok	
樁	jang	
樁	yong	
樂	ak	
樂	rak(nak)	
樂	yo	
樃	rang(nang)	
樄	jin	
樅	jong	
樆	ri(i)	
樇	su	
樈	gyeong	
樉	sang	
樊	beon	
樋	tong	
樌	gwan	
樍	jeok	
樎	chul	
樏	ryu(yu)	
樐	ro(no)	
樑	ryang(yang)	
樒	mil	
樓	ru(nu)	
樔	so	
樔	cho	
樕	sok	
樖	ga	
樗	jeo	
樘	taeng	
標	pyo	
樚	rok(nok)	
樛	gyu	
樜	ja	
樝	sa	
樞	chu	
樞	u	
樟	jang	
樠	man	
模	mo	
樢	jo	
樣	yang	
樣	sang	
樤	jo	
樥	bong	
樦	ju	
樧	sal	
樧	seol	
樨	seo	
權	gwon	
橫	hoeng	
橫	gwang	
樫	gyeon	
樬	chong	
樭	gi	
樮	yeon	
樮	pyo	
檣	jang	
樰	seol	
櫻	aeng	
樲	i	
樳	sim	
樴	jik	
樵	cho	
樶	choe	
樷	chong	
樸	bak	
樸	bok	
樹	su	
樺	hwa	
樻	gwe	
樼	jin	
樽	jun	
樾	wol	
樿	jeon	
樿	seon	
橀	hye	
橁	chun	
橂	jon	
橃	beol	
橃	bal	
橄	gam	
橅	mo	
橅	mu	
橆	mu	
橇	chwi	
橇	gyo	
橈	nyo(yo)	
橉	rin(in)	
橊	ryu(yu)	
橋	gyo	
橋	go	
橌	han	
橍	yun	
橎	beon	
橏	jeon	
橐	tak	
橑	ryo(yo)	
橒	un	
橓	sun	
橔	don	
橕	taeng	
橖	taeng	
橖	taek	
橖	dang	
橗	maeng	
橘	gyul	
橙	deung	
橚	suk	
橛	gwol	
橜	gwol	
橝	dam	
橞	hye	
機	gi	
橠	na	
橡	sang	
橢	ta	
橢	wa	
橣	nyeong(yeong)	
橤	ye	
橥	jeo	
橦	dong	
橦	chung	
橦	jang	
橧	jeung	
橨	bun	
橨	bi	
橩	gyeong	
橪	yeon	
橫	hoeng	
橫	gwang	
橬	sim	
橭	go	
橮	ryu(yu)	
橯	ro(no)	
橰	go	
櫥	ju	
橲	hui	
橳	seung	
橴	ja	
橵	san	
橶	geuk	
橷	du	
橸	jeong	
櫓	ro(no)	
橺	han	
橻	chu	
櫞	yeon	
橽	dal	
橾	su	
橿	gang	
檀	dan	
檁	reum(neum)	
檂	nong	
檃	eun	
檄	gyeok	
檄	hyeok	
檅	se	
檆	sam	
檇	chwi	
檇	chu	
檈	seon	
檈	sun	
檉	jeong	
檊	gan	
檋	guk	
檌	joe	
檍	eok	
檎	geum	
檏	bak	
檏	bok	
檐	cheom	
檐	dam	
檑	roe(noe)	
檒	pung	
檓	hwe	
檔	dang	
檕	gye	
檖	su	
檗	byeok	
檗	baek	
檘	byeok	
檘	baek	
檙	jeong	
檚	cho	
檛	gwa	
檜	hoe	
檝	jeup	
檝	jip	
檞	hae	
檟	ga	
檠	gyeong	
檡	seok	
檢	geom	
檣	jang	
檤	do	
檥	ui	
檦	pyo	
檧	song	
檧	chong	
檨	yang	
檨	sang	
檁	reum(neum)	
檪	ryeok(yeok)	
檪	ro(no)	
檪	yak	
檪	jo	
檫	chal	
檬	mong	
檭	eun	
檮	do	
檯	dae	
檰	myeon	
檱	gi	
檲	dan	
檳	bin	
檴	hwak	
檵	gye	
檶	yeom	
檷	ni(i)	
檸	nyeong(yeong)	
檹	ui	
檺	go	
檻	ham	
檼	eun	
檽	nu	
檽	yeon	
檾	gyeong	
檿	yeom	
櫀	gi	
櫁	mil	
櫂	do	
櫃	gwe	
櫃	geo	
櫄	chun	
櫅	je	
櫆	goe	
櫇	pa	
櫈	deung	
櫉	ju	
櫊	gak	
櫋	myeon	
櫌	u	
櫍	jil	
櫎	hwang	
櫏	cheon	
櫐	ru(nu)	
櫑	roe(noe)	
櫒	chal	
櫓	ro(no)	
櫔	rye(ye)	
櫕	chan	
櫖	ryeo(yeo)	
櫗	myeol	
櫗	mye	
櫘	hye	
櫙	u	
櫚	ryeo(yeo)	
櫛	jeul	
櫜	go	
櫝	dok	
櫞	yeon	
櫟	ryeok(yeok)	
櫟	ro(no)	
櫟	yak	
櫟	jo	
櫠	pye	
櫡	jeo	
櫢	su	
櫣	ryeon(yeon)	
櫤	jeon	
櫥	ju	
櫦	gyeong	
櫧	jeo	
櫨	ro(no)	
櫩	yeom	
櫪	ryeok(yeok)	
櫫	jeo	
櫬	chin	
櫬	cheun	
櫭	geol	
櫮	ak	
櫯	so	
櫰	hoe	
櫰	goe	
櫱	eol	
櫱	byeok	
櫱	pye	
櫲	yeo	
櫳	rong(nong)	
櫴	roe(noe)	
櫵	cho	
櫶	heon	
櫷	gwi	
櫸	geo	
櫹	so	
櫹	suk	
櫹	chu	
櫺	ryeong(yeong)	
櫻	aeng	
櫼	cheom	
櫼	sam	
櫽	eun	
櫾	yu	
櫿	yeong	
欀	yang	
欁	nong	
欂	bak	
欂	byeok	
欃	cham	
欄	ran(nan)	
欄	ryeon(yeon)	
欅	geo	
欆	ssang	
欇	seop	
欈	chwi	
欈	chu	
欉	chong	
權	gwon	
欋	gu	
欌	jang	
欍	gu	
欎	ul	
欏	ra(na)	
欐	ryeo(yeo)	
欑	chan	
欒	ran(nan)	
欓	dang	
欔	gwak	
欕	eom	
欖	ram(nam)	
欗	ran(nan)	
欘	chok	
欙	ryu(yu)	
欚	rye(ye)	
欛	pa	
欜	nang	
欝	ul	
欞	ryeong(yeong)	
欟	gwan	
欠	heum	
欠	gyeol	
次	cha	
歡	hwan	
欣	heun	
欤	yeo	
欥	il	
欦	ham	
歐	gu	
欨	gu	
欩	cho	
欪	chul	
欪	hul	
欫	gyeok	
欬	hae	
欭	in	
欭	ui	
欭	i	
欮	gwol	
欯	hil	
欰	sul	
欱	hap	
欲	yok	
欳	goe	
欳	wi	
欴	rang(nang)	
欵	gwan	
欶	su	
欶	sak	
欷	hui	
欸	ae	
欸	ye	
欸	hae	
欹	ui	
欹	gi	
欺	gi	
欻	hul	
欼	choe	
欼	chi	
欽	heum	
欽	eum	
款	gwan	
欿	gam	
欿	ham	
歀	gwan	
歁	gam	
歂	cheon	
歃	sap	
歃	heup	
歄	gwa	
歅	in	
歆	heum	
歇	heol	
歇	gal	
歇	al	
歈	yu	
歉	gyeom	
歊	hyo	
歋	i	
歌	ga	
歍	o	
歎	tan	
歏	geun	
歐	gu	
歑	ho	
歒	jeok	
歡	hwan	
歔	heo	
歕	bun	
歖	hui	
歗	so	
歘	hul	
歙	heup	
歚	seon	
歛	gam	
歛	ham	
歛	ryeom(yeom)	
歜	chok	
歝	yeok	
歝	du	
歝	do	
歞	eup	
歟	yeo	
歠	cheol	
歡	hwan	
止	ji	
正	jeong	
此	cha	
步	bo	
武	mu	
歧	gi	
歨	bo	
步	bo	
歪	wae	
歪	oe	
歫	geo	
歬	jeon	
歭	chi	
歮	saek	
歮	sap	
齒	chi	
歰	sap	
歱	jong	
歲	se	
歲	se	
歷	ryeok(yeok)	
歵	saek	
歶	u	
歷	ryeok(yeok)	
歸	gwi	
歹	al	
歹	dae	
歺	al	
歺	dae	
死	sa	
殲	seom	
歽	mol	
歾	mol	
歾	mun	
歿	mol	
歿	mun	
殀	yo	
殁	mol	
殂	jo	
殃	ang	
殄	jin	
殅	saeng	
殅	cheong	
殆	tae	
殤	sang	
殈	hyeok	
殉	sun	
殊	su	
殘	jan	
殌	gyeong	
殍	pyo	
殎	gyeop	
殏	gu	
殐	sok	
殑	geung	
殞	un	
殮	ryeom(yeom)	
殔	i	
殕	bu	
殖	sik	
殗	eop	
殘	jan	
殙	hon	
殙	min	
殫	tan	
殛	geuk	
殜	yeop	
殝	jin	
殞	un	
殟	ol	
殠	chu	
殯	bin	
殢	che	
殢	hye	
殣	geun	
殤	sang	
殥	in	
殦	jo	
殦	chi	
殧	chuk	
殨	gwe	
殩	chan	
殪	e	
殫	tan	
殬	du	
殭	gang	
殮	ryeom(yeom)	
殯	bin	
殰	dok	
殱	seom	
殲	seom	
殳	su	
毆	gu	
段	dan	
殶	ju	
殷	eun	
殷	an	
殸	seong	
殹	ye	
殺	sal	
殺	swae	
殺	seol	
殺	si	
殼	gak	
殼	gak	
殽	hyo	
殾	jun	
殿	jeon	
毀	hwe	
毁	hwe	
轂	gok	
毃	gak	
毄	gyeok	
毄	gye	
毅	ui	
毆	gu	
毇	hwe	
毈	dan	
毉	ui	
毊	hyo	
毋	mu	
毋	mo	
毌	gwan	
母	mo	
每	mae	
每	mae	
毐	ae	
毑	ja	
毒	dok	
毒	dae	
毓	yuk	
比	bi	
畢	pil	
毖	bi	
毗	bi	
毘	bi	
斃	pye	
毚	cham	
毛	mo	
毜	so	
毝	sam	
毞	bi	
毟	mo	
毠	ga	
毡	jeon	
毢	si	
毣	mok	
毤	ta	
毥	sun	
毦	i	
毧	yung	
毨	seon	
毩	guk	
毪	mo	
毫	ho	
毬	gu	
毭	du	
毭	nak	
毮	mo	
毯	dam	
毰	bae	
毱	guk	
毲	tal	
毳	chwi	
毴	bi	
毿	san	
毿	sam	
𣯶	cham	
𣯶	sam	
毷	mo	
毸	si	
毹	yu	
毺	yu	
毻	ta	
毼	gal	
毽	geon	
毾	tap	
毿	san	
毿	sam	
氀	ru(nu)	
氁	mo	
氂	ri(i)	
氂	mo	
氃	dong	
氄	yong	
氄	mo	
氅	chang	
氆	bang	
氌	ro(no)	
氈	jeon	
氉	so	
氊	jeon	
氋	mong	
氌	ro(no)	
氍	gu	
氎	cheop	
氏	ssi	
氏	ji	
氐	jeo	
氐	ji	
民	min	
氒	gwol	
氓	maeng	
气	gi	
气	hui	
气	geol	
氕	pi	
氖	nae	
氣	gi	
氣	hui	
氘	do	
氙	seon	
氚	cheon	
氛	bun	
氜	yang	
氝	nae	
氞	byeong	
氟	bul	
氠	sin	
氡	dong	
氫	gyeong	
氣	gi	
氣	hui	
氤	in	
氥	seo	
氦	yang	
氧	yang	
氨	an	
氬	a	
氪	geuk	
氫	gyeong	
氬	a	
氭	dong	
氮	dam	
氯	rok(nok)	
氰	cheong	
氱	yeok	
氳	on	
氳	on	
水	su	
氵	su	
氶	seung	
氶	jeung	
氷	bing	
氷	eung	
永	yeong	
氹	gam	
氺	su	
氻	reuk(neuk)	
氼	nik(ik)	
氽	tan	
氾	beom	
氿	gwe	
氿	gu	
汀	jeong	
汁	jeup	
汁	hyeop	
汁	sip	
汁	jip	
求	gu	
汃	pal	
汄	cheuk	
汅	myeon	
汆	tan	
汇	hwi	
汇	hoe	
汈	jo	
漢	han	
漢	tan	
汊	cha	
汋	jak	
汋	yak	
汌	cheon	
汍	hwan	
汎	beom	
汎	pip	
汎	pung	
汏	dae	
汐	seok	
汐	gye	
汐	hyeol	
汑	tak	
汒	mang	
汓	su	
汔	heul	
汔	gi	
汔	heol	
汕	san	
汖	pa	
汗	han	
汗	gan	
汘	cheon	
汙	o	
汙	u	
汙	wa	
污	o	
污	u	
污	wa	
汛	sin	
汜	sa	
汝	yeo	
汞	hong	
江	gang	
池	ji	
池	ta	
池	cheol	
污	o	
污	u	
污	wa	
汢	to	
汣	gu	
湯	tang	
湯	sang	
湯	yang	
汥	ji	
汦	ji	
汧	gyeon	
汨	gol	
汨	myeok	
汩	yul	
汩	gol	
汪	wang	
汫	jeong	
汬	jeong	
汭	ye	
汭	don	
汮	gyun	
汯	goeng	
汰	tae	
汱	gyeon	
汲	geup	
汳	byeon	
汴	pan	
汴	byeon	
汵	gam	
汶	mun	
汶	min	
汷	jong	
汸	bang	
汹	hyung	
決	gyeol	
決	hyeol	
汻	o	
汼	u	
汽	gi	
汽	heul	
汽	heol	
汾	bun	
汿	seo	
沀	seo	
沁	sim	
沂	gi	
沂	eun	
沃	ok	
沄	un	
沅	won	
沆	hang	
沇	yeon	
沇	yu	
沈	chim	
沈	sim	
沉	chim	
沉	sim	
沊	tam	
沋	u	
沌	don	
沌	jeon	
沍	ho	
沎	hwa	
沏	jeol	
沐	mok	
沑	nyu(yu)	
沑	yuk	
沒	mol	
沓	dap	
沔	myeon	
沕	mul	
沕	mae	
沕	mil	
沖	chung	
沗	cheom	
沘	bi	
沙	sa	
沚	ji	
沛	pae	
沜	ban	
沝	chu	
沞	jap	
沟	gu	
沠	jo	
沠	ryu(yu)	
沠	pa	
沒	mol	
澤	taek	
澤	seok	
澤	yeok	
澤	tak	
灃	pung	
漚	gu	
瀝	ryeok(yeok)	
淪	ryun(yun)	
淪	ron(non)	
滄	chang	
渢	pung	
渢	beom	
潙	gyu	
潙	wi	
滬	ho	
沫	mal	
沬	mae	
沬	hoe	
沭	sul	
沮	jeo	
沯	seok	
沰	tak	
沱	ta	
沲	ta	
河	ha	
沴	ryeo(yeo)	
沴	jeon	
沵	ryeo(yeo)	
沵	ni(i)	
沵	mi	
沶	si	
沷	bal	
沸	bi	
沸	bul	
沸	bae	
油	yu	
沺	jeon	
治	chi	
治	i	
沼	so	
沽	go	
沾	cheom	
沾	jeom	
沾	jeop	
沿	yeon	
泀	sa	
況	hwang	
泂	hyeong	
泃	gu	
泄	seol	
泄	ye	
泅	su	
泆	il	
泇	ga	
泈	jong	
泉	cheon	
泊	bak	
泊	baek	
泋	hwi	
泌	pil	
泌	bi	
泍	bun	
泎	saek	
泏	chul	
泐	reuk(neuk)	
泑	yu	
泑	yo	
泒	go	
泒	pa	
泓	hong	
泔	gam	
泔	ham	
法	beop	
泖	myo	
泗	sa	
泘	ho	
泙	pyeong	
泚	ja	
泚	che	
泛	beom	
泛	pip	
泛	bong	
泜	ji	
泜	je	
泜	chi	
泝	so	
泞	jeo	
泞	nyeong(yeong)	
泟	jeong	
泠	ryeong(yeong)	
泡	po	
波	pa	
波	pi	
泣	eup	
泣	rip(ip)	
泣	sap	
泤	sa	
泥	ni(i)	
泥	nyeol(yeol)	
泦	guk	
泧	wol	
注	ju	
泩	saeng	
泩	wang	
淚	ru(nu)	
泫	hyeon	
泫	gyeon	
泬	hyeol	
泭	bu	
泮	ban	
泯	min	
泯	myeon	
泰	tae	
泱	ang	
泱	yeong	
泲	je	
泳	yeong	
泴	gwan	
泵	bing	
澩	hyeong	
澩	hak	
瀧	rong(nong)	
瀧	rang(nang)	
瀧	sang	
瀘	ro(no)	
泹	dan	
濼	rak(nak)	
濼	bak	
濼	ryeok(yeok)	
瀉	sa	
潑	bal	
澤	taek	
澤	seok	
澤	yeok	
澤	tak	
涇	gyeong	
泿	eun	
洀	ju	
洁	gil	
洁	gyeol	
洂	yak	
洂	aek	
洃	hoe	
洄	hoe	
洅	jae	
洆	seung	
洇	in	
洇	yeon	
洈	wi	
洉	hu	
洊	cheon	
洋	yang	
洌	ryeol(yeol)	
洌	rye(ye)	
洍	sa	
洎	gye	
洎	ge	
洎	gi	
洏	i	
洐	haeng	
洑	bo	
洑	bok	
洒	se	
洒	swae	
洒	seon	
洒	choe	
洓	saek	
洓	ji	
洔	ji	
洕	in	
洖	o	
洗	se	
洗	seon	
洘	go	
洙	su	
洚	hong	
洚	gang	
洛	rak(nak)	
洜	ryak(yak)	
洜	rak(nak)	
洝	an	
洞	dong	
洞	tong	
洟	i	
洟	che	
洠	mo	
洡	roe(noe)	
洢	i	
洣	mi	
洤	cheon	
津	jin	
洦	baek	
洧	yu	
洨	hyo	
洩	seol	
洩	ye	
洪	hong	
洫	hyeok	
洫	il	
洬	sok	
洭	gwang	
洮	do	
洮	jo	
洯	gyeol	
洰	geo	
洱	i	
洲	ju	
洳	yeo	
洴	byeong	
洵	sun	
洵	hyeon	
洶	hyung	
洷	jil	
洸	gwang	
洸	hwang	
洹	won	
洹	hwan	
洺	myeong	
活	hwal	
活	gwal	
洼	wa	
洼	wae	
洼	oe	
洼	gyu	
洽	heup	
洽	hap	
派	pa	
洿	o	
浀	gok	
流	ryu(yu)	
浂	il	
浹	hyeop	
淨	jeong	
淺	cheon	
淺	jeon	
漿	jang	
澆	yo	
澆	eum	
澆	sim	
湞	jeong	
溮	sa	
濁	tak	
測	cheuk	
浌	beol	
澮	hoe	
濟	je	
瀏	ryu(yu)	
滻	san	
渾	hon	
滸	heo	
滸	ho	
濃	nong	
潯	sim	
潯	eum	
濜	jin	
濜	sin	
浖	ryeol(yeol)	
浗	gu	
浘	mi	
浙	jeol	
浙	seok	
浚	jun	
浛	ham	
浛	gam	
浜	bin	
浜	byeong	
浝	bang	
浞	chak	
浟	yu	
浠	hui	
浡	bal	
浢	du	
浣	wan	
浣	gwan	
浤	goeng	
浥	eup	
浥	ap	
浦	po	
浧	yeong	
浧	jeong	
浨	ram(nam)	
浩	ho	
浩	go	
浪	rang(nang)	
浫	han	
浬	ri(i)	
浭	gyeong	
浮	bu	
浯	o	
浰	ri(i)	
浱	sun	
浲	bong	
浳	ik	
浴	yok	
浵	dong	
浶	ro(no)	
海	hae	
浸	chim	
浹	hyeop	
浺	chung	
浻	hyeong	
浼	mae	
浽	su	
浾	jeok	
浾	jeong	
浿	pae	
涀	gyeon	
涁	sam	
涂	do	
涃	gon	
涄	bing	
涅	nyeol(yeol)	
涅	nal	
涆	gan	
涇	gyeong	
消	so	
涉	seop	
涉	cheop	
涊	nyeon(yeon)	
涋	dok	
涌	yong	
涍	hyo	
涎	yeon	
涏	jeong	
涐	a	
涑	sok	
涒	gun	
涓	yeon	
涓	hyeon	
涔	jam	
涕	che	
涖	ri(i)	
涗	se	
涘	sa	
淚	ru(nu)	
涗	se	
濤	do	
濤	ju	
涜	dok	
涜	du	
澇	ro(no)	
淶	rae(nae)	
漣	ryeon(yeon)	
潿	wi	
渦	wa	
渦	gwa	
溳	un	
溳	in	
渙	hwan	
渙	hoe	
滌	jo	
滌	cheok	
涥	hyeong	
潤	yun	
澗	gan	
漲	chang	
澀	sap	
涪	bu	
涫	gwan	
涬	haeng	
涭	su	
涮	swae	
涯	ae	
涰	cheol	
涱	aek	
涱	chang	
液	aek	
液	seok	
涳	gong	
涴	wan	
涴	wa	
涴	won	
涵	ham	
涶	ta	
涷	dong	
涸	hu	
涸	hak	
涹	wa	
涺	geo	
涻	sa	
涼	ryang(yang)	
涽	hon	
涾	dap	
涿	tak	
淀	jeong	
淀	jeon	
淁	cheop	
淂	deuk	
淃	gwon	
淄	chi	
淅	seok	
淆	hyo	
淇	gi	
淈	gul	
淉	gwa	
淊	ham	
淊	yeom	
淋	rim(im)	
淌	chang	
淍	ju	
淎	bong	
淏	ho	
淐	chang	
淑	suk	
淒	cheo	
淓	bang	
淔	chik	
淕	ryuk(yuk)	
淖	nyo(yo)	
淖	jak	
淗	guk	
淘	do	
淙	jong	
淙	sang	
淚	ru(nu)	
淚	ryeo(yeo)	
淛	je	
淜	bing	
淝	bi	
淞	song	
淟	jeon	
淠	bi	
淠	pae	
淡	dam	
淡	yeom	
淢	yeok	
淢	hyeok	
淣	ye	
淤	eo	
淥	rok(nok)	
淦	gam	
淦	ham	
淧	mil	
淨	jeong	
淩	reung(neung)	
淪	ryun(yun)	
淪	ron(non)	
淫	eum	
淫	yo	
淫	yeom	
淬	swi	
淬	jul	
淭	geo	
淮	hoe	
淯	yuk	
淰	sim	
深	sim	
淲	pyo	
淲	ho	
淳	sun	
淳	jun	
淴	ol	
淴	hol	
淵	yeon	
淶	rae(nae)	
混	hon	
混	gon	
淸	cheong	
淹	eom	
淺	cheon	
淺	jeon	
添	cheom	
淼	myo	
淽	ji	
淾	eum	
淿	myeok	
渀	bun	
渁	yeon	
渂	mun	
渂	min	
渃	yak	
渄	bi	
清	cheong	
渆	yeon	
渴	gal	
渴	geol	
渴	hal	
濟	je	
涉	seop	
淵	yeon	
澀	sap	
渌	rok(nok)	
漬	ji	
瀆	dok	
瀆	du	
渏	gi	
漸	jeom	
澠	min	
澠	seung	
渒	bi	
溪	bu	
溪	gye	
漁	eo	
渕	yeon	
瀋	sim	
滲	sam	
滲	rim	
渘	yu	
渙	hwan	
渙	hoe	
渚	jeo	
減	gam	
渜	nan	
渝	tu	
渝	yu	
渞	chu	
渟	jeong	
渠	geo	
渡	do	
渢	pung	
渢	beom	
渣	sa	
渤	bal	
渥	ak	
渥	u	
渦	wa	
渦	gwa	
渧	je	
渨	oe	
渨	wi	
溫	on	
渪	yu	
渫	seol	
渫	jeop	
渫	jap	
測	cheuk	
渭	wi	
渮	ga	
港	hang	
港	hong	
渰	eom	
渱	hong	
渲	seon	
渳	mi	
渴	gal	
渴	geol	
渴	hal	
渵	myo	
渶	yeong	
渷	yeon	
渷	yu	
游	yu	
游	ryu(yu)	
渹	goeng	
渺	myo	
渻	seong	
渼	mi	
渽	jae	
渾	hon	
渿	nae	
湀	gyu	
湁	rip(ip)	
湂	ak	
湃	bae	
湄	mi	
湄	nan	
湅	ryeon(yeon)	
湆	eup	
湇	eup	
湈	mae	
湉	cheom	
湊	ju	
湋	wi	
湌	chan	
湌	son	
湍	dan	
湎	myeon	
湏	hoe	
湏	su	
湐	baek	
湑	seo	
湒	jeup	
湒	jip	
湓	bun	
湔	jeon	
湕	geon	
湖	ho	
湗	bong	
湘	sang	
湙	yeok	
湚	in	
湛	dam	
湛	chim	
湛	jam	
湛	jeom	
湛	eum	
湜	sik	
湝	gae	
湞	jeong	
湟	hwang	
湠	tan	
湡	u	
湢	byeok	
湣	min	
湣	hon	
湣	myeon	
湤	si	
湥	dol	
湦	saeng	
湧	yong	
湨	gyeok	
湩	dong	
湪	dan	
湪	nan	
湫	chu	
湫	cho	
湬	chu	
湬	cho	
湭	chu	
湭	su	
湮	in	
湮	yeon	
湯	tang	
湯	sang	
湯	yang	
湰	ryung(yung)	
湱	hoek	
湲	won	
湳	nam	
湴	bam	
湵	yu	
湶	cheon	
湷	chun	
湸	ryang(yang)	
湹	jeon	
湺	bo	
湻	sun	
湻	jun	
湼	nyeol(yeol)	
湼	nal	
湽	chi	
灣	man	
灣	tan	
溼	seup	
溼	hap	
溼	dap	
滿	man	
濚	yeong	
溂	ja	
潰	gwe	
潰	hae	
溄	bong	
濺	cheon	
濺	chan	
漵	seo	
漊	ru(nu)	
溈	gyu	
溉	gae	
溉	gi	
溊	ga	
溋	yeong	
潑	bal	
溍	jin	
溎	yeon	
溏	dang	
源	won	
溑	swae	
溒	won	
溓	ryeom(yeom)	
溔	yo	
溕	mong	
準	jun	
準	jeol	
溗	seung	
溘	hap	
溘	gae	
溙	tae	
溚	dap	
溚	tap	
溛	wa	
溜	ryu(yu)	
溝	gu	
溞	so	
溟	myeong	
溟	myeok	
溠	ja	
溠	sa	
溠	cha	
溡	si	
溢	il	
溣	ron(non)	
溤	ma	
溥	bu	
溥	bo	
溥	bak	
溦	mi	
溧	ryul(yul)	
溨	jae	
溩	o	
溪	gye	
溫	on	
溬	gang	
溭	jik	
溮	sa	
溯	so	
溯	sak	
溰	gi	
溱	jin	
溲	su	
溳	un	
溴	chu	
溴	chwi	
溵	eun	
溶	yong	
溷	hon	
溸	so	
溸	chaek	
溹	sak	
溹	saek	
溺	nik(ik)	
溺	nyo(yo)	
溺	yak	
溻	tap	
溼	seup	
溼	hap	
溼	dap	
溽	yok	
溾	oe	
溿	ban	
滀	chuk	
滁	jeo	
滂	bang	
滃	ong	
滄	chang	
滅	myeol	
滆	gyeok	
滇	jeon	
滈	ho	
滉	hwang	
滊	heol	
滊	gi	
滊	heul	
滋	ja	
滌	cheok	
滌	jo	
滍	chi	
滎	hyeong	
滏	bu	
滐	geol	
滑	hwal	
滑	gol	
滒	ga	
滓	jae	
滓	ja	
滓	chi	
滔	do	
滕	deung	
滖	su	
滗	pil	
滘	gong	
滙	hoe	
滾	gon	
滛	je	
滛	eum	
滜	go	
瀧	rong(nong)	
瀧	rang(nang)	
瀧	sang	
滯	che	
滟	yeom	
灄	seop	
滿	man	
滿	mun	
瀅	hyeong	
瀅	yeong	
瀅	gyeong	
滣	sun	
濾	ryeo(yeo)	
濫	ram(nam)	
濫	ham	
灤	ran(nan)	
滧	hyo	
濱	bin	
灘	tan	
澦	yeo	
澦	ye	
滫	su	
滬	ho	
滭	pil	
滮	pyo	
滯	che	
滰	gyeong	
滱	gu	
滲	sam	
滲	rim	
滳	sang	
滴	jeok	
滵	mil	
滶	o	
滷	ro(no)	
滸	ho	
滸	heo	
滹	ho	
滺	yu	
滻	san	
滼	beom	
滽	yong	
滾	gon	
滿	man	
漀	gyeong	
漁	eo	
漂	pyo	
漃	jeok	
漄	ae	
漅	so	
漆	chil	
漆	cheol	
漇	sa	
漈	je	
漉	rok(nok)	
漊	ru(nu)	
漋	ryung(yung)	
漌	geun	
漍	goek	
漎	chong	
漏	ru(nu)	
漐	chip	
漑	gae	
漑	gi	
漒	gang	
漓	ri(i)	
演	yeon	
漕	jo	
漖	gyo	
漗	chong	
漘	sun	
漙	dan	
漚	gu	
漛	deung	
漜	ya	
漝	seup	
漞	myeok	
漟	dang	
漠	mak	
漡	sang	
漢	han	
漢	tan	
漣	ryeon(yeon)	
漤	ram(nam)	
漥	wa	
漦	si	
漧	geon	
漨	bong	
漩	seon	
漪	ui	
漫	man	
漬	ji	
漭	mang	
漮	gang	
漯	tap	
漯	ru	
漰	bung	
漱	su	
漲	chang	
漳	jang	
漴	chung	
漵	seo	
漶	hwan	
漷	gwak	
