#漢字	音標	解釋
㐴	pʰɐ̞n1	
用	jɔŋ5	
甫	pʰu3	
甬	jɔŋ3	
甯	n̠ʲin2	
甯	n̠ʲin5	
田	tʰi̯ɐ̟n2	
由	jɜ̟ʊ̯2	
甲	t͡ɕi̯ɑ7	
申	sɛn1	
甶	fe7	
男	nɐ̞n2	
甸	ti̯ɐ̟n5	
甾	t͡sɹe̠ᶦ1	
界	kɐ̞ɪ̯5	
畏	wɛ̝ɪ̯5	
畐	fe7	
畑	tʰi̯ɐ̟n2	
留	ni̯ɜ̟ʊ̯2	
畚	pɛn3	
畜	ɕy̑ɛ7	畜牧業
畜	t͡sʰwɛ7	畜牲
畝	mᵇɔŋ3	
畟	t͡sʰɐ̟7	
畟	t͡ɕi̯e7	
畢	pi̯e7	
畣	tɑ7	
略	ni̯ɔ7	
番	fɐ̞n1	
畫	xwɑ5	
異	ji5	
畲	sɛ̝ɪ̯1	
畲	ɕi1	最老派白讀
當	tɑŋ1	
當	tɑŋ5	
畷	t͡swɛ7	
畿	t͡ɕi1	
畿	t͡ɕʰi2	
疀	t͡sʰɑ7	
疆	t͡ɕi̯ɑŋ1	
疇	t͡sʰɜ̟ʊ̯2	
疊	ti̯e7	
疏	su1	
疑	n̠ʲi2	
疒	nɐ̟7	
疙	kɐ̟7	～瘩(㾑)，表示身上隆起的小包
疙	n̠ʲi̯e7	形容詞，用來形容人癡呆的樣子
疝	sɐ̞n5	
疤	pɑ1	
疥	kɐ̞ɪ̯5	
疦	t͡ɕy̑ɛ7	
疦	ɕy̑ɛ7	
疫	ɥɛ7	
疲	pʰi2	
疵	t͡sʰɹe̠ᶦ1	
疶	ɕi̯e7	
疹	t͡sɛn1	濕～
疼	tʰɛn2	
疽	t͡ɕy1	
疾	t͡ɕi̯e7	
痁	ti̯ɐ̟n5	
痄	t͡sɑ3	
病	pin5	
痆	nɑ7	
症	t͡sɛn5	
痊	t͡ɕʰy̑ɐ̟n2	
痏	wɛ̝ɪ̯3	
痔	t͡sɹe̠ᶦ5	
痕	xɛn2	
痛	tʰɔŋ5	
痞	pʰi3	
痢	ni5	
痣	t͡sɹe̠ᶦ5	
痥	tɔ7	
痬	je7	
痰	tʰɐ̞n2	
痱	fɛ̝ɪ̯5	
痹	pʰi2	
瘁	t͡sʰwɛ̝ɪ̯5	
瘃	t͡swɛ7	
瘋	fɔŋ1	
瘌	nɑ7	
瘍	jɑŋ2	
瘚	t͡ɕy̑ɛ7	
瘛	t͡sʰɐ̟7	
瘜	ɕi̯e7	
瘟	wɛn1	
瘠	t͡ɕi̯e7	
瘡	t͡sʰwɑŋ1	
瘤	ni̯ɜ̟ʊ̯2	
瘦	sɜ̟ʊ̯5	
瘧	jɔ7	
瘩	tɑ7	疙～(㾑)，表示身上隆起的小包
瘴	t͡sɑŋ5	
瘸	t͡ɕʰy2	
瘼	mᵇɔ7	
療	ni̯ɑʊ̯2	
癅	ni̯ɜ̟ʊ̯2	
癆	nɑʊ̯5	
癖	pʰi̯e7	
癟	pi̯ɑ3	白讀，一說本字為（扁）
癟	pʰi̯e7	
癡	t͡sʰɹe̠ᶦ1	
癢	jɑŋ3	
癤	t͡ɕi̯e7	
癧	ni̯e7	
癨	xɔ7	
癩	nɐ̞ɪ̯5	
癬	ɕy̑ɐ̟n3	
癯	t͡ɕʰy2	
癶	pɔ7	
癸	kʰwɛ̝ɪ̯2	
癹	pʰɑ7	
登	tɛn1	
發	fɑ7	
白	pɐ̟7	
百	pɐ̟7	
皀	pi̯e7	
皂	t͡sɑʊ̯5	
皃	mᵇɔ7	
的	ti̯e7	
皆	kɐ̞ɪ̯1	
皇	xwɑŋ2	
皋	kɑʊ̯1	
皋	kɑʊ̯1	
皓	xɑʊ̯5	
皕	pi̯e7	
皖	kʰwɐ̞n3	
皚	ŋɐ̞ɪ̯3	
皟	t͡sʰɐ̟7	
皣	je7	
皪	ni̯e7	
皭	t͡ɕi̯ɔ7	
皮	pʰi2	
皳	t͡ɕʰi̯ɜ̟ʊ̯2	
皴	t͡sɛn1	～裂或作（皸）裂
皴	t͡ɕy̑in1	
皵	t͡ɕʰi̯ɔ7	
皵	t͡ɕʰi̯e7	
皸	t͡sʰɛn1	～裂或作（皴）裂
皺	t͡sɔŋ5	
皾	twɛ7	
皿	mᵇin3	
盂	jy1	
盅	t͡sɔŋ1	
盆	pʰɛn1	茶～
盆	pʰɛn2	
盈	jin2	
益	je7	
盋	pɔ7	
盍	xɔ7	
盒	xɔ7	
盔	kʰwɛ̝ɪ̯1	
盛	t͡sʰɛn2	
盛	sɛn5	
盜	tɑʊ̯5	
盝	nwɛ7	
盞	t͡sɐ̞n3	
盟	mᵇɔŋ2	
盡	t͡ɕin5	
盢	ɕy̑ɛ7	
監	t͡ɕi̯ɐ̟n1	
盤	pʰɐ̞n2	
盦	ɔ7	
盧	nu2	
目	mᵇe7	
盯	tin1	
盯	tin2	白讀
盱	ɕy1	
盲	mᵇɑŋ2	
直	t͡se7	
相	ɕi̯ɑŋ1	
相	ɕi̯ɑŋ5	
盼	pʰɐ̞n5	
盾	tɛn5	
盿	mᵇin2	
省	sɛn3	
省	ɕin3	
眇	mᵇi̯ɑʊ̯3	
眉	mᵇi2	
眉	mᵇɛ̝ɪ̯2	文讀
眊	mᵇɑʊ̯5	
看	kʰɐ̞n1	
看	kʰɐ̞n5	
眓	xɔ7	
眔	tʰɑ7	
眙	ji2	
眜	mᵇɔ7	
真	t͡sɛn1	
眠	mᵇi̯ɐ̟n2	
眢	wɐ̞n1	
眣	t͡sʰe7	
眨	t͡sɑ7	
眩	ɕy̑ɐ̟n2	最老派文讀
眩	ɕy̑ɐ̟n5	
眯	mᵇi3	文讀如播糠眯目
眯	mᵇi1	
眲	nɐ̟7	
眵	t͡sʰɹe̠ᶦ1	
眶	t͡ɕʰi̯ɑŋ1	最老派白讀
眶	kʰwɑŋ1	
眷	t͡ɕy̑ɐ̟n5	
眸	mᵇɔŋ2	
眺	tʰi̯ɑʊ̯5	
眼	jɐ̟n3	
眽	mᵇɐ̟7	
眾	t͡sɔŋ5	
睃	sɔ2	
睌	mᵇi̯ɑ3	～起不干=拖延不干
睏	kʰwɛn5	睡覺
睕	ɔ7	
睖	nɛn2	動詞表示瞪，瞟之意
睗	se7	
睘	t͡ɕʰy̑in2	
睛	t͡ɕin1	
睜	t͡sʰɛn1	
睜	t͡sɛn1	
睡	swɛ̝ɪ̯5	
督	twɛ7	
睥	pʰi5	
睦	mᵇe7	
睨	n̠ʲi2	
睩	nwɛ7	
睫	t͡ɕi̯e7	
睬	t͡sʰɐ̞ɪ̯3	
睰	mᵇɑ7	
睾	kʰɑʊ̯1	
睿	zwɛ̝ɪ̯5	
瞀	mᵇɔ7	
瞁	ɕy̑ɛ7	
瞂	fɑ7	
瞄	mᵇi̯ɑʊ̯2	
瞊	tɑŋ5	瞙瞊：眼部殘疾者
瞎	ɕi̯ɑ7	
瞐	mᵇɔ7	
瞖	ji5	
瞘	ŋɜ̟ʊ̯1	
瞙	mᵇɔ7	瞙瞊：眼部殘疾者
瞞	mᵇɐ̞n2	
瞟	pʰi̯ɑʊ̯3	白讀，作動詞
瞟	pʰi̯ɑʊ̯2	
瞥	pʰi̯e7	
瞧	t͡ɕʰi̯ɑʊ̯2	
瞨	pʰe7	
瞪	tɛn5	
瞬	sɔŋ3	白讀，如：一～間
瞬	swɛn5	
瞭	ni̯ɑʊ̯2	～望
瞭	ni̯ɑʊ̯3	
瞰	kʰɐ̞n5	
瞱	je7	
瞲	ɕy̑ɛ7	
瞳	tʰɔŋ2	
瞻	t͡sɐ̞n1	
瞼	t͡ɕi̯ɐ̟n3	
瞿	t͡ɕʰy2	
矆	ɕi̯ɔ7	
矇	mᵇɔŋ2	
矍	t͡ɕi̯ɔ7	
矎	ɕy̑in5	
矐	xɔ7	
矗	t͡sʰwɛ7	
矚	t͡swɛ7	
矛	mᵇɑʊ̯2	
矜	t͡ɕin1	
矝	t͡ɕin1	
矞	ɥɛ7	
矟	sɔ7	
矠	t͡sɐ̟7	
矠	t͡sʰɐ̟7	
矢	sɹe̠ᶦ3	
矣	ji3	
知	t͡sɹe̠ᶦ1	
矩	t͡ɕy3	
矬	t͡sʰɔ2	
短	twɐ̞n3	
矮	ŋɐ̞ɪ̯3	
矯	t͡ɕi̯ɑʊ̯3	
矱	jɔ7	
矱	xwɛ7	
石	se7	
矹	wɛ7	
矺	tɑ7	
矺	tʰɔ7	
矺	t͡sɐ̟7	
矻	kʰwɛ7	
砉	xwɛ7	
砉	ɕy̑ɛ7	
砌	t͡ɕʰi5	
砎	kɐ̞ɪ̯5	
砐	ŋɔ7	
砒	pʰɛ̝ɪ̯1	
研	n̠ʲi̯ɐ̟n1	
砘	tʰɛn5	梯砍, 砍級, 梯级級, 台階
砝	fɑ7	
砟	t͡sɑ7	道砟
砡	ɥɛ7	
砧	t͡sɛn1	
砬	ni̯e7	
砰	pʰɑŋ1	
砲	pʰɑʊ̯5	
砳	nɐ̟7	
破	pʰɔ5	
砵	pɔ7	
砸	t͡sɑŋ2	白讀
砸	t͡sɑ7	
硅	kwɛ̝ɪ̯1	
硈	t͡ɕʰi̯ɑ7	
硉	nwɛ7	
硌	nɔ7	
硒	ɕi1	
硝	ɕi̯ɑʊ̯1	
硞	t͡ɕʰi̯ɔ7	1.石聲。2.堅固
硞	kʰɔ7	[礐～]：水激石險峻不平的樣子
硞	kʰwɛ7	[碌～]: 石不平的樣子
硤	ɕi̯ɑ7	
硦	nɔ7	
硩	t͡sʰɐ̟7	
硩	tʰi̯e7	
硫	ni̯ɜ̟ʊ̯2	
硬	ŋɛn5	
硯	n̠ʲi̯ɐ̟n5	
硺	t͡sɔ7	
碌	nwɛ7	
碎	t͡sʰwɛ̝ɪ̯5	白讀，文讀1，作動詞。如：粉碎
碎	swɛ̝ɪ̯5	文讀，名詞。如：碎片
碏	t͡ɕʰi̯ɔ7	
碑	pɛ̝ɪ̯1	
碕	t͡ɕʰi2	
碗	wɐ̞n3	
碟	ti̯e7	
碡	twɛ7	
碣	t͡ɕi̯e7	
碧	pi̯e7	
碩	sɔ7	
碩	se7	通（石）
碪	t͡sɛn1	
碰	pʰɑŋ3	白讀，如：～著就⋯
碰	pʰɔŋ5	
確	t͡ɕʰi̯ɔ7	
碻	t͡ɕʰi̯ɔ7	
碼	mᵇɑ3	
碾	n̠ʲi̯ɐ̟n3	
磁	t͡sʰɹe̠ᶦ2	
磂	ni̯ɜ̟ʊ̯2	
磆	xwɑ7	
磉	sɑŋ3	
磍	ɕi̯ɑ7	
磔	t͡sɐ̟7	
磕	kʰɔ7	
磚	t͡swɐ̞n1	
磟	nwɛ7	
磧	t͡ɕʰi̯e7	
磨	mᵇɔ2	
磨	mᵇɔ5	
磬	t͡ɕʰin5	
磭	t͡sʰɔ7	
磭	jɔ7	
磶	ɕi̯e7	
磷	nin2	
磼	t͡sɑ7	
磿	ni̯e7	
礊	kʰɐ̟7	
礊	xwɛ7	
礍	t͡ɕi̯e7	
礎	t͡sʰu3	
礏	ŋɔ7	
礐	t͡ɕʰi̯ɔ7	
礐	xwɛ7	
礐	xwɛ7	玉石
礘	ŋɔ7	
礙	ŋɐ̞ɪ̯5	
礡	pɔ7	
礣	mᵇɑ7	
礤	t͡sʰɑ7	
礦	kʰwɑŋ5	
礪	ni5	
礫	ni̯e7	
礬	fɐ̞n2	
示	sɹe̠ᶦ5	
社	sɛ̝ɪ̯5	
社	ɕi5	最老派白讀
礿	jɔ7	
祀	sɹe̠ᶦ5	
祈	t͡ɕʰi2	
祉	t͡sɹe̠ᶦ3	
祋	tɔ7	
祏	se7	
祐	jɜ̟ʊ̯5	
祓	fe7	
祕	pɛ̝ɪ̯5	最老派
祕	mᵇi̯e7	
祖	t͡su3	
祜	fv̩5	
祝	t͡swɛ7	
神	sɛn2	
祠	t͡sʰɹe̠ᶦ2	
祥	ɕi̯ɑŋ2	
票	pʰi̯ɑʊ̯5	
祫	ɕi̯ɑ7	
祭	t͡ɕi5	
祰	kwɛ7	
祴	kɐ̞ɪ̯1	
祿	nwɛ7	
禁	t͡ɕin5	
禃	t͡se7	
禍	xɔ5	
福	fe7	
禚	t͡sɔ7	
禜	ɥin2	
禜	ɥin5	
禦	jy5	
禧	ɕi1	
禪	sɐ̞n2	
禪	sɐ̞n5	禪讓
禮	ni3	
禱	tɑʊ̯3	
禴	jɔ7	
禹	jy3	
禼	ɕi̯e7	
禽	t͡ɕʰin2	
禾	xɔ2	
禿	tʰwɛ7	
秀	ɕi̯ɜ̟ʊ̯5	
私	sɹe̠ᶦ1	
秄	t͡sɹe̠ᶦ3	
秈	ɕi̯ɐ̟n1	
秉	pin3	
秋	t͡ɕʰi̯ɜ̟ʊ̯1	
科	kʰɔ1	
秒	mᵇi̯ɑʊ̯3	
秕	pʰi3	
秘	pɛ̝ɪ̯5	最老派
秘	mᵇi̯e7	
秝	ni̯e7	
租	t͡su1	
秣	mᵇɔ7	
秤	t͡sʰɛn5	
秦	t͡ɕʰin2	
秧	jɑŋ1	
秨	t͡sɔ7	
秩	t͡sʰe7	
秫	swɛ7	
秳	xɔ7	秳蔴
秷	t͡se7	
秸	t͡ɕi̯e7	
移	ji2	
稀	ɕi1	
稄	t͡sɐ̟7	
稅	swɛ̝ɪ̯5	
稈	kɐ̞n3	
程	t͡sʰɛn2	
稍	sɑʊ̯1	
稑	nwɛ7	
稗	pɐ̞ɪ̯5	
稙	t͡se7	
稚	t͡sɹe̠ᶦ5	
稜	nɛn2	
稟	pin3	
稠	t͡sʰɜ̟ʊ̯2	
稡	t͡swɛ7	
稭	kɐ̞ɪ̯1	
種	t͡sɔŋ3	
種	t͡sɔŋ5	
稱	t͡sʰɛn1	
稱	t͡sʰɛn5	
稶	ɥɛ7	
稷	t͡ɕi̯e7	
稸	ɕy̑ɛ7	
稸	t͡sʰwɛ7	
稻	tɑʊ̯5	
稼	t͡ɕi̯ɑ5	
稽	t͡ɕʰi1	蘇稽
稽	t͡ɕi1	
稿	kɑʊ̯3	
穀	kwɛ7	
穄	t͡ɕi5	
穆	mᵇe7	
穇	sɐ̞n1	
穈	mᵇɛn2	
穊	t͡ɕi5	
穋	nwɛ7	
積	t͡ɕi̯e7	
穎	jin3	
穕	t͡ɕʰi̯e7	
穗	xwɛ̝ɪ̯5	
穗	swɛ̝ɪ̯5	
穙	pʰe7	
穛	t͡sɔ7	
穡	sɐ̟7	
穢	xwɛ̝ɪ̯5	
穩	wɛn3	
穫	xɔ7	收穫
穱	t͡sɔ7	
穲	ni2	
穴	ɕi̯e7	
穵	jɑ7	
穵	wɑ7	
究	t͡ɕi̯ɜ̟ʊ̯5	
穸	ɕi̯e7	
穹	t͡ɕʰi̯ɔŋ2	
空	kʰɔŋ1	
空	kʰɔŋ5	
穿	t͡sʰwɐ̞n1	
突	tʰwɛ7	
窄	t͡sɐ̟7	
窇	pɔ7	
窈	jɑʊ̯3	
窋	t͡swɛ7	
窒	t͡se7	
窕	tʰi̯ɑʊ̯3	
窖	kɑʊ̯5	
窗	t͡sʰɑŋ1	
窘	t͡ɕy̑in3	
窟	kʰwɛ7	
窠	kʰɔ3	
窡	t͡swɑ7	
窣	swɛ7	
窨	jin5	
窩	ɔ1	
窪	wɑ1	
窫	jɑ7	
窮	t͡ɕʰi̯ɔŋ2	
窯	jɑʊ̯2	
窰	jɑʊ̯2	
窸	ɕi̯e7	
窺	kʰwɛ̝ɪ̯1	
竁	t͡sʰwɛ̝ɪ̯5	
竄	t͡sʰwɐ̞n5	
竅	t͡ɕʰi̯ɑʊ̯5	
竇	tɜ̟ʊ̯5	
竊	t͡ɕʰi̯e7	
立	ni̯e7	
站	t͡sɐ̞n5	車站
竟	t͡ɕin5	
章	t͡sɑŋ1	
竣	t͡ɕy̑in5	
童	tʰɔŋ2	
竦	sɔŋ3	
竭	t͡ɕi̯e7	
端	twɐ̞n1	
競	t͡ɕin5	
竹	t͡swɛ7	
竺	t͡swɛ7	
竿	kɐ̞n1	
笆	pɑ1	
笈	t͡ɕi̯e7	
笊	t͡sɑʊ̯5	
笑	ɕi̯ɑʊ̯5	
笘	ti̯e7	
笙	sɛn1	
笚	tɑ7	
笚	ɕi̯ɑ7	
笛	ti̯e7	
笝	nɑ7	
笠	ni̯e7	
笢	mᵇin3	
笣	pɑʊ̯1	
符	fv̩2	
笧	t͡sʰɐ̟7	
笨	pɛn5	
笪	tɑ7	
第	ti5	
笮	t͡sɔ7	
笮	t͡sɐ̟7	
笰	fe7	
笿	nɔ7	
筆	pi̯e7	
筈	kwɑ7	
等	tɛn3	
筋	t͡ɕin1	
筌	t͡ɕʰy̑ɐ̟n2	
筍	sɛn3	
筏	fɑ7	
筐	t͡ɕʰi̯ɑŋ1	最老派白讀
筐	kʰwɑŋ1	
筒	tʰɔŋ2	
答	tɑ7	
答	tɐ̟7	白讀，表示應答如：～應
策	t͡sʰɐ̟7	
筠	t͡ɕy̑in1	地名如：～連
筨	xɐ̞n2	
筰	t͡sɔ7	
筲	sɑʊ̯1	
筴	t͡ɕi̯ɑ7	
筵	jɐ̟n2	
筶	kɑʊ̯5	
筷	kʰwɐ̞ɪ̯5	
箅	pi5	
箋	t͡ɕi̯ɐ̟n1	
箍	kʰu1	
箏	t͡sɛn1	
箐	t͡ɕʰin1	
箑	sɑ7	
箔	pɔ7	
算	swɐ̞n5	
箙	fe7	
箚	t͡sɑ7	
管	kwɐ̞n3	
箢	ɥɐ̟n1	～箕：竹篾編成的畚箕
箤	t͡ɕy̑ɛ7	
箬	zɔ7	粽箬
箭	t͡ɕi̯ɐ̟n5	
箱	ɕi̯ɑŋ1	
箸	t͡su5	筷子
箹	jɔ7	
箾	sɔ7	
箿	t͡ɕi̯e7	
節	t͡ɕi̯e7	
範	fɐ̞n5	
篆	t͡swɐ̞n5	
篇	pʰi̯ɐ̟n1	
築	t͡swɛ7	
篋	t͡ɕʰi̯e7	
篕	xɔ7	
篞	n̠ʲi̯e7	
篡	t͡sʰwɐ̞n5	
篤	twɛ7	
篥	ni̯e7	
篦	pi5	
篧	t͡sɔ7	
篩	sɐ̞ɪ̯1	
篲	t͡sʰwɛ̝ɪ̯3	形容詞，表不結實
篳	pi̯e7	
篴	ti̯e7	通（笛）
篴	t͡swɛ7	
篷	pʰɔŋ2	
篹	swɐ̞n3	
篼	tɜ̟ʊ̯1	
篾	mᵇi̯e7	
簀	t͡sɐ̟7	
簇	t͡ɕʰy̑ɛ7	
簍	nɜ̟ʊ̯3	
簎	t͡sʰɔ7	
簎	t͡sʰɐ̟7	初三
簎	t͡ɕi̯e7	
簏	nwɛ7	
簙	pɔ7	
簡	t͡ɕi̯ɐ̟n3	
簪	t͡sɐ̞n1	
簫	ɕi̯ɑʊ̯1	
簬	nu5	
簶	nwɛ7	
簷	jɐ̟n2	
簸	pɔ3	
簸	pɔ5	
簽	t͡ɕʰi̯ɐ̟n1	
簾	ni̯ɐ̟n2	
簿	pu5	
簿	pɔ7	
籃	nɐ̞n2	
籊	tʰi̯e7	
籊	ti̯e7	
籋	n̠ʲi̯e7	
籌	t͡sʰɜ̟ʊ̯2	
籍	t͡ɕi̯e7	
籗	kʰɔ7	
籙	nwɛ7	
籜	tʰɔ7	
籠	nɔŋ2	
籤	t͡ɕʰi̯ɐ̟n1	
籥	jɔ7	
籬	ni2	
籮	nɔ2	
籰	jɔ7	
籲	jy5	
米	mᵇi3	
籺	xɐ̟7	
籽	t͡sɹe̠ᶦ3	～訾：表示身上隆起的小疙瘩
粉	fɛn3	
粑	pɑ1	陰平表示糕點之意
粑	pɑ3	上聲作排泄物之意
粒	ni̯e7	
粕	pʰɔ7	
粖	mᵇi̯e7	
粖	mᵇɔ7	
粗	t͡sʰu1	
粘	t͡sɐ̞n1	
粘	n̠ʲi̯ɐ̟n2	
粘	n̠ʲi̯ɑ1	白讀，俗字作（𪐀）
粟	swɛ7	
粥	t͡ɕy̑ɛ7	
粦	nin2	
粰	fɜ̟ʊ̯2	
粱	ni̯ɑŋ2	
粵	ɥɛ7	
粹	t͡sʰwɛ̝ɪ̯5	
糉	t͡sɔŋ5	
精	t͡ɕin1	
糅	zɜ̟ʊ̯2	
糆	mᵇi̯ɐ̟n5	1.表示液體（等）濃綢2.也指人做事拖沓，慢，不果斷
糌	t͡sɐ̞n1	
糍	t͡sʰɹe̠ᶦ2	
糏	ɕi̯e7	
糓	kwɛ7	
糕	kɑʊ̯1	
糖	tʰɑŋ2	
糙	t͡sʰɑʊ̯5	
糜	mᵇi2	
糜	mᵇɛ̝ɪ̯2	
糝	sɑ7	
糞	fɛn5	
糟	t͡sɑʊ̯1	
糠	kʰɑŋ1	
糧	ni̯ɑŋ2	
糪	pɐ̟7	
糪	pʰɐ̟7	
糯	nɔ5	糯米
糱	n̠ʲi̯e7	
糲	ni̯e7	糲米飯
糳	t͡sɔ7	
糴	ti̯e7	
糶	tʰi̯ɑʊ̯5	
系	t͡ɕi5	
系	ɕi5	
糾	t͡ɕi̯ɜ̟ʊ̯1	
紀	t͡ɕi3	白讀，如：年～紀紀律
紀	t͡ɕi5	文讀如紀錄片紀元世紀
紂	t͡sɜ̟ʊ̯5	
約	jɔ7	
紅	xɔŋ2	
紇	xɐ̟7	回紇
紈	wɐ̞n2	
紉	zɛn3	
紉	zɛn5	又音
紋	wɛn2	
納	nɑ7	
紐	n̠ʲi̯ɜ̟ʊ̯3	
純	swɛn2	
紕	pʰi5	
紗	sɑ1	
紙	t͡sɹe̠ᶦ3	
級	t͡ɕi̯e7	
紛	fɛn1	
紜	ɥin2	
素	su5	
紡	fɑŋ3	
索	sɔ7	
紩	t͡sʰe7	
紫	t͡sɹe̠ᶦ3	
紮	t͡sɑ7	
累	nwɛ̝ɪ̯3	積～,～計
累	nwɛ̝ɪ̯5	
細	ɕi5	
紱	fe7	
紹	sɑʊ̯5	
紺	kɐ̞n5	
紼	fe7	
絀	t͡swɛ7	
終	t͡sɔŋ1	
組	t͡su3	
絅	t͡ɕy̑in1	
絅	t͡ɕy̑in3	
絆	pɐ̞n5	
結	t͡ɕi̯e7	
絕	t͡ɕy̑ɛ7	
絜	ɕi̯e7	
絜	t͡ɕi̯e7	
絞	t͡ɕi̯ɑʊ̯3	
絟	t͡ɕʰy̑ɛ7	
絡	nɔ7	
絥	fe7	
給	ki1	白讀
給	t͡ɕi̯e7	文讀
絨	zɔŋ2	
絬	ɕi̯e7	
絭	t͡ɕy̑ɛ7	
絮	swɛ̝ɪ̯5	
絰	ti̯e7	
統	tʰɔŋ3	
絲	sɹe̠ᶦ1	
絹	t͡ɕy̑ɐ̟n1	
綁	pɑŋ3	
綌	t͡ɕʰi̯e7	
綍	fe7	
綏	ɕy1	
經	t͡ɕin1	
綛	zɛn3	
綟	ni̯e7	
綠	nwɛ7	
綢	t͡sʰɜ̟ʊ̯2	
綦	t͡ɕʰi2	
維	wɛ̝ɪ̯2	
綱	kɑŋ1	
網	wɑŋ3	
綴	t͡swɛ7	
綴	t͡swɛ̝ɪ̯5	
綵	t͡sʰɐ̞ɪ̯3	
綸	nɛn1	白讀，表示用手搓
綸	nɛn2	
綺	t͡ɕʰi3	
綻	t͡sɐ̞n5	
綼	pi̯e7	
綽	t͡sʰɔ7	
綾	nin2	
綿	mᵇi̯ɐ̟n2	
緁	t͡ɕʰi̯e7	
緆	ɕi̯e7	
緇	t͡sɹe̠ᶦ1	
緊	t͡ɕin3	
緌	zwɛ̝ɪ̯2	
緎	ɥɛ7	
緎	ɕy̑ɛ7	
緖	ɕy5	
緙	kʰɐ̟7	
線	ɕi̯ɐ̟n5	
緝	t͡ɕʰi̯e7	一種縫紉方法，一針連著一針密密地縫
緝	t͡ɕi̯e7	
緞	twɐ̞n5	
緡	mᵇin2	
緣	ɥɐ̟n2	
緤	ɕi̯e7	
緥	pɑʊ̯3	
編	pi̯ɐ̟n1	
緩	xwɐ̞n3	
緬	mᵇi̯ɐ̟n3	
緯	wɛ̝ɪ̯3	
練	ni̯ɐ̟n5	
縈	ɥin2	
縊	ji5	
縌	n̠ʲi̯e7	
縎	kwɛ7	
縐	t͡sɔŋ5	
縒	t͡sʰɔ7	
縖	ɕi̯ɑ7	
縛	pɔ7	
縝	t͡sɛn3	
縞	kɑʊ̯3	
縟	zwɛ7	
縠	xwɛ7	
縣	ɕi̯ɐ̟n5	
縪	pi̯e7	
縫	fɔŋ2	
縫	fɔŋ5	
縬	t͡ɕy̑ɛ7	
縮	sɔ7	
縱	t͡sɔŋ5	
縴	t͡ɕʰi̯ɐ̟n1	
縶	t͡se7	
縷	nwɛ̝ɪ̯3	
縷	nɜ̟ʊ̯3	
總	t͡sɔŋ3	
績	t͡ɕi̯e7	
縿	sɐ̞n1	
繁	fɐ̞n2	
繂	nwɛ7	
繃	pɛn1	白讀，表示（褲腰帶等）約束過緊。如：～爛了
繃	pɔŋ1	文讀
繈	t͡ɕʰi̯ɑŋ3	
繫	t͡ɕi5	
繓	t͡sɔ7	一撮
織	t͡se7	
繘	t͡ɕy̑ɛ7	
繘	ɥɛ7	
繚	ni̯ɑʊ̯2	
繛	t͡sʰɔ7	
繞	zɑʊ̯3	
繞	zɑʊ̯5	
繠	zwɛ̝ɪ̯3	
繡	ɕi̯ɜ̟ʊ̯5	
繦	t͡ɕʰi̯ɑŋ3	
繧	ɥin2	
繩	swɛn2	
繪	xwɛ̝ɪ̯5	
繫	ɕi5	
繬	sɐ̟7	
繭	t͡ɕi̯ɐ̟n3	
繰	t͡ɕʰi̯ɑʊ̯1	
繳	t͡ɕi̯ɑʊ̯3	
繴	pɐ̟7	
繴	pi̯e7	
繶	je7	
繹	je7	
繼	t͡ɕi5	
纀	pʰe7	
纂	t͡swɐ̞n5	
纅	jɔ7	
纆	mᵇɐ̟7	
纈	ɕi̯e7	
續	ɕy̑ɛ7	
纏	t͡sʰɐ̞n2	
纓	jin1	
纔	tʰɐ̞ɪ̯2	白讀
纔	t͡sʰɐ̞ɪ̯2	
纖	t͡ɕʰi̯ɐ̟n1	
纛	twɛ7	
纜	nɐ̞n3	
缶	fɜ̟ʊ̯3	
缸	kɑŋ1	
缺	t͡ɕʰy̑ɛ7	
缽	pɔ7	
罊	kʰɐ̟7	
罐	kwɐ̞n5	
罔	wɑŋ3	
罕	xɐ̞n3	
罘	fɜ̟ʊ̯2	
罞	mᵇɑʊ̯2	
罠	mᵇin2	
罣	twɛ7	
罦	fɜ̟ʊ̯2	
罩	t͡sɑʊ̯5	
罪	t͡swɛ̝ɪ̯5	
罬	t͡swɛ7	
罭	ɥɛ7	
置	t͡sɹe̠ᶦ5	
罯	ɔ7	動詞表示把一樣東西嚴實包裹住使其發霉或溫暖手腳等
罰	fɑ7	
署	su3	
罵	mᵇɑ5	
罷	pɑ5	
罹	ni2	
罼	pi̯e7	
羅	nɔ2	
羈	t͡ɕi1	
羊	jɑŋ2	
羌	t͡ɕʰi̯ɑŋ1	
羍	tʰɑ7	
美	mᵇɛ̝ɪ̯3	
羔	kɑʊ̯1	
羞	ɕi̯ɜ̟ʊ̯1	
羣	t͡ɕʰy̑in2	
羨	ɕi̯ɐ̟n5	
義	n̠ʲi5	
羯	t͡ɕi̯e7	
羴	sɐ̞n1	
羶	sɐ̞n1	
羸	nwɛ̝ɪ̯2	
羹	kɛn1	
羻	t͡ɕʰi̯ɑŋ5	
羽	jy3	
羽	jy5	
翁	ɔŋ1	
翁	ɔŋ5	姓氏
翅	t͡sɹe̠ᶦ5	翅膀
翇	fe7	
翈	ɕi̯ɑ7	
翉	pʰɛn3	
翊	je7	
翌	je7	
翐	t͡sʰe7	
習	ɕi̯e7	
翓	ɕi̯e7	
翕	ɕi̯e7	
翖	ɕi̯e7	
翛	swɛ7	
翜	t͡sɑ7	
