	字	IPA	吴拼	注释	声母	韵母	调值	吴拼声	吴拼韵	调类	原注	校注	多音字
377	腑	fʋ³⁵			f	ʋ	³⁵			3			
378	俯	fʋ³⁵			f	ʋ	³⁵			3			
379	甫	fʋ³⁵			f	ʋ	³⁵			3			
380	脯	fʋ³⁵		杏~	f	ʋ	³⁵			3	杏~		2
381	斧	fʋ³⁵			f	ʋ	³⁵			3			
382	殕	fʋ³⁵		食物上生白毛	f	ʋ	³⁵			3	食物上生白毛		
383	釜	fʋ³⁵			f	ʋ	³⁵			3			
384	勿	fʋ³⁵		1	f	ʋ	³⁵			3	1		2
385	货	fʋ⁵³			f	ʋ	⁵³			5			
386	戽	fʋ⁵³			f	ʋ	⁵³			5			
387	付	fʋ⁵³			f	ʋ	⁵³			5			
388	赋	fʋ⁵³			f	ʋ	⁵³			5			
389	傅	fʋ⁵³			f	ʋ	⁵³			5			
390	赴	fʋ⁵³			f	ʋ	⁵³			5			
391	讣	fʋ⁵³			f	ʋ	⁵³			5			
392	富	fʋ⁵³			f	ʋ	⁵³			5			
393	副	fʋ⁵³			f	ʋ	⁵³			5			
394	辅	fʋ⁵³			f	ʋ	⁵³			5			
395	复	fʋ⁴²⁴			f	ʋ	⁴²⁴			7			
396	福	fʋ⁴²⁴			f	ʋ	⁴²⁴			7			
397	幅	fʋ⁴²⁴			f	ʋ	⁴²⁴			7			
398	蝠	fʋ⁴²⁴		2	f	ʋ	⁴²⁴			7	2		2
399	腹	fʋ⁴²⁴			f	ʋ	⁴²⁴			7			
400	覆	fʋ⁴²⁴			f	ʋ	⁴²⁴			7			
401	歌	kʋ⁴⁴			k	ʋ	⁴⁴			1			
402	哥	kʋ⁴⁴			k	ʋ	⁴⁴			1			
403	锅	kʋ⁴⁴			k	ʋ	⁴⁴			1			
404	戈	kʋ⁴⁴			k	ʋ	⁴⁴			1			
405	裹	kʋ⁴⁴			k	ʋ	⁴⁴			1			
406	姑	kʋ⁴⁴			k	ʋ	⁴⁴			1			
407	孤	kʋ⁴⁴			k	ʋ	⁴⁴			1			
408	估	kʋ⁴⁴			k	ʋ	⁴⁴			1			
409	果	kʋ³⁵			k	ʋ	³⁵			3			
410	锞	kʋ³⁵		1	k	ʋ	³⁵			3	1		
411	古	kʋ³⁵			k	ʋ	³⁵			3			
412	牯	kʋ³⁵			k	ʋ	³⁵			3			
413	股	kʋ³⁵			k	ʋ	³⁵			3			
414	鼓	kʋ³⁵			k	ʋ	³⁵			3			
415	过	kʋ⁵³			k	ʋ	⁵³			5			
416	故	kʋ⁵³			k	ʋ	⁵³			5			
417	固	kʋ⁵³			k	ʋ	⁵³			5			
418	锢	kʋ⁵³			k	ʋ	⁵³			5			
419	雇	kʋ⁵³			k	ʋ	⁵³			5			
420	顾	kʋ⁵³			k	ʋ	⁵³			5			
421	锯	kʋ⁵³			k	ʋ	⁵³			5			2
422	谷	kʋ⁴²⁴			k	ʋ	⁴²⁴			7			
423	科	kʰʋ⁴⁴			kʰ	ʋ	⁴⁴			1			
424	窠	kʰʋ⁴⁴			kʰ	ʋ	⁴⁴			1			
425	棵	kʰʋ⁴⁴			kʰ	ʋ	⁴⁴			1			
426	颗	kʰʋ⁴⁴			kʰ	ʋ	⁴⁴			1			
427	枯	kʰʋ⁴⁴			kʰ	ʋ	⁴⁴			1			
428	□	kʰʋ⁴⁴		割：~草	kʰ	ʋ	⁴⁴			1	割：~草		127
429	苦	kʰʋ³⁵			kʰ	ʋ	³⁵			3			
430	课	kʰʋ⁵³			kʰ	ʋ	⁵³			5			
431	库	kʰʋ⁵³			kʰ	ʋ	⁵³			5			
432	裤	kʰʋ⁵³			kʰ	ʋ	⁵³			5			
433	哭	kʰʋ⁴²⁴			kʰ	ʋ	⁴²⁴			7			
434	酷	kʰʋ⁴²⁴			kʰ	ʋ	⁴²⁴			7			
435	阿	ʋ⁴⁴		~胶，~房宫		ʋ	⁴⁴			1	~胶，~房宫		3
436	蜗	ʋ⁴⁴				ʋ	⁴⁴			1			
437	乌	ʋ⁴⁴				ʋ	⁴⁴			1			
438	污	ʋ⁴⁴				ʋ	⁴⁴			1			
439	坞	ʋ⁴⁴				ʋ	⁴⁴			1			
440	握	ʋ⁴⁴				ʋ	⁴⁴			1			
441	武	ʋ³⁵		1		ʋ	³⁵			3	1		2
442	舞	ʋ³⁵		1		ʋ	³⁵			3	1		2
443	侮	ʋ³⁵		1		ʋ	³⁵			3	1		2
444	鹉	ʋ³⁵		1		ʋ	³⁵			3	1		2
445	屙	ʋ⁵³				ʋ	⁵³			5			2
446	屋	ʋ⁴²⁴				ʋ	⁴²⁴			7			
447	河	ɦʋ³¹			ɦ	ʋ	³¹			2			
448	何	ɦʋ³¹			ɦ	ʋ	³¹			2			
449	荷	ɦʋ³¹			ɦ	ʋ	³¹			2			
450	和	ɦʋ³¹			ɦ	ʋ	³¹			2			
451	禾	ɦʋ³¹			ɦ	ʋ	³¹			2			
452	胡	ɦʋ³¹			ɦ	ʋ	³¹			2			
453	湖	ɦʋ³¹			ɦ	ʋ	³¹			2			
454	狐	ɦʋ³¹			ɦ	ʋ	³¹			2			
455	壶	ɦʋ³¹			ɦ	ʋ	³¹			2			
456	乎	ɦʋ³¹			ɦ	ʋ	³¹			2			
457	葫	ɦʋ³¹			ɦ	ʋ	³¹			2			
458	符	ɦʋ³¹			ɦ	ʋ	³¹			2			
459	扶	ɦʋ³¹			ɦ	ʋ	³¹			2			
460	芙	ɦʋ³¹			ɦ	ʋ	³¹			2			
461	无	ɦʋ³¹			ɦ	ʋ	³¹			2			
462	糊	ɦʋ³¹			ɦ	ʋ	³¹			2			
463	抚	ɦʋ³¹			ɦ	ʋ	³¹			2			
464	祸	ɦʋ¹³			ɦ	ʋ	¹³			4			
465	户	ɦʋ¹³			ɦ	ʋ	¹³			4			
466	沪	ɦʋ¹³			ɦ	ʋ	¹³			4			
467	父	ɦʋ¹³			ɦ	ʋ	¹³			4			
468	妇	ɦʋ¹³			ɦ	ʋ	¹³			4			
469	负	ɦʋ¹³			ɦ	ʋ	¹³			4			
470	武	ɦʋ¹³		2	ɦ	ʋ	¹³			4	2		2
471	舞	ɦʋ¹³		2	ɦ	ʋ	¹³			4	2		2
472	侮	ɦʋ¹³		2	ɦ	ʋ	¹³			4	2		2
473	鹉	ɦʋ¹³		2	ɦ	ʋ	¹³			4	2		2
474	贺	ɦʋ²¹²			ɦ	ʋ	²¹²			6			
475	互	ɦʋ²¹²			ɦ	ʋ	²¹²			6			
476	护	ɦʋ²¹²			ɦ	ʋ	²¹²			6			
477	瓠	ɦʋ²¹²		瓠子，瓠瓜	ɦ	ʋ	²¹²			6	瓠子，瓠瓜		
478	务	ɦʋ²¹²			ɦ	ʋ	²¹²			6			
479	雾	ɦʋ²¹²			ɦ	ʋ	²¹²			6			
480	附	ɦʋ²¹²			ɦ	ʋ	²¹²			6			
481	斛	ɦʋ³¹³			ɦ	ʋ	³¹³			8			
482	服	ɦʋ³¹³			ɦ	ʋ	³¹³			8			
483	伏	ɦʋ³¹³			ɦ	ʋ	³¹³			8			
484	栿	ɦʋ³¹³			ɦ	ʋ	³¹³			8			
485	威	vʮ⁴⁴			v	ʮ	⁴⁴			1			
486	倭	vʮ³⁵			v	ʮ	³⁵			3			
487	雨	vʮ³⁵			v	ʮ	³⁵			3			
488	宇	vʮ³⁵			v	ʮ	³⁵			3			
489	禹	vʮ³⁵			v	ʮ	³⁵			3			
490	羽	vʮ³⁵			v	ʮ	³⁵			3			
491	萎	vʮ³⁵			v	ʮ	³⁵			3			
492	委	vʮ³⁵			v	ʮ	³⁵			3			
493	畏	vʮ³⁵			v	ʮ	³⁵			3			
494	慰	vʮ³⁵			v	ʮ	³⁵			3			
495	余	vɦʮ³¹			vɦ	ʮ	³¹			2			2
496	巫	vɦʮ³¹			vɦ	ʮ	³¹			2			
497	诬	vɦʮ³¹			vɦ	ʮ	³¹			2			
498	于	vɦʮ³¹			vɦ	ʮ	³¹			2			
499	盂	vɦʮ³¹			vɦ	ʮ	³¹			2			
500	榆	vɦʮ³¹			vɦ	ʮ	³¹			2			
501	逾	vɦʮ³¹			vɦ	ʮ	³¹			2			
502	愉	vɦʮ³¹			vɦ	ʮ	³¹			2			
503	违	vɦʮ³¹			vɦ	ʮ	³¹			2			
504	围	vɦʮ³¹			vɦ	ʮ	³¹			2			
505	浮	vɦʮ³¹		1	vɦ	ʮ	³¹			2	1		2
506	愈	vɦʮ³¹			vɦ	ʮ	³¹			2			
507	惠	vɦʮ³¹			vɦ	ʮ	³¹			2			
508	慧	vɦʮ³¹			vɦ	ʮ	³¹			2			
509	与	vɦʮ³¹			vɦ	ʮ	³¹			2			
510	誉	vɦʮ³¹			vɦ	ʮ	³¹			2			
511	预	vɦʮ³¹			vɦ	ʮ	³¹			2			
512	豫	vɦʮ³¹			vɦ	ʮ	³¹			2			
513	伟	vɦʮ³¹			vɦ	ʮ	³¹			2			
514	苇	vɦʮ³¹			vɦ	ʮ	³¹			2			
515	纬	vɦʮ³¹		1	vɦ	ʮ	³¹			2	1		2
516	吁	vɦʮ³¹			vɦ	ʮ	³¹			2			
517	迂	vɦʮ³¹			vɦ	ʮ	³¹			2			
518	为	vɦʮ³¹		难~情	vɦ	ʮ	³¹			2	难~情		2
519	於	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
520	淤	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
521	腐	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
522	芋	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
523	喻	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
524	裕	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
525	秽	vɦʮ²¹²		1	vɦ	ʮ	²¹²			6	1		2
526	为	vɦʮ²¹²		作为，为什么	vɦ	ʮ	²¹²			6	作为，为什么		2
527	维	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
528	惟	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
529	遗	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
530	唯	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
531	位	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
532	胃	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
533	谓	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
534	猬	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
535	卫	vɦʮ²¹²			vɦ	ʮ	²¹²			6			
536	域	vɦʮ³¹³			vɦ	ʮ	³¹³			8			
537	疫	vɦʮ³¹³			vɦ	ʮ	³¹³			8			
538	役	vɦʮ³¹³			vɦ	ʮ	³¹³			8			
539	诸	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
540	居	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
541	车	tʃʮ⁴⁴		~马炮	tʃ	ʮ	⁴⁴			1	~马炮		3
542	诛	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
543	蛛	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
544	株	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			2
545	朱	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
546	硃	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
547	珠	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
548	租	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
549	拘	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
550	驹	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
551	圭	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
552	规	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
553	龟	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
554	追	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
555	锥	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
556	褚	tʃʮ⁴⁴		姓	tʃ	ʮ	⁴⁴			1	姓		
557	轨	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
558	钁	tʃʮ⁴⁴			tʃ	ʮ	⁴⁴			1			
559	举	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
560	主	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
561	祖	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
562	嘴	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
563	诡	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
564	癸	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
565	鬼	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
566	愧	tʃʮ³⁵			tʃ	ʮ	³⁵			3			
567	□	tʃʮ³⁵		~□ɲiɛ³¹：为什么	tʃ	ʮ	³⁵			3	~□ɲiɛ³¹：为什么		127
568	著	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
569	据	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
570	锯	tʃʮ⁵³			tʃ	ʮ	⁵³			5			2
571	拄	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
572	驻	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
573	注	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
574	蛀	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
575	铸	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
576	句	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
577	赘	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
578	桂	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
579	季	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
580	贵	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
581	醉	tʃʮ⁵³		1	tʃ	ʮ	⁵³			5	1		2
582	鳜	tʃʮ⁵³			tʃ	ʮ	⁵³			5			2
583	缀	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
584	闺	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
585	蛆	tʃʮ⁵³			tʃ	ʮ	⁵³			5			
586	枢	tʃʰʮ⁴⁴			tʃʰ	ʮ	⁴⁴			1			
587	粗	tʃʰʮ⁴⁴			tʃʰ	ʮ	⁴⁴			1			
588	区	tʃʰʮ⁴⁴			tʃʰ	ʮ	⁴⁴			1			
589	驱	tʃʰʮ⁴⁴			tʃʰ	ʮ	⁴⁴			1			
590	吹	tʃʰʮ⁴⁴			tʃʰ	ʮ	⁴⁴			1			
591	炊	tʃʰʮ⁴⁴			tʃʰ	ʮ	⁴⁴			1			
592	取	tʃʰʮ³⁵			tʃʰ	ʮ	³⁵			3			
593	娶	tʃʰʮ³⁵		1	tʃʰ	ʮ	³⁵			3	1		2
594	处	tʃʰʮ⁵³			tʃʰ	ʮ	⁵³			5			
595	去	tʃʰʮ⁵³		1	tʃʰ	ʮ	⁵³			5	1		2
596	醋	tʃʰʮ⁵³			tʃʰ	ʮ	⁵³			5			
597	趣	tʃʰʮ⁵³			tʃʰ	ʮ	⁵³			5			
598	除	dʒɦʮ³¹			dʒɦ	ʮ	³¹			2			
599	储	dʒɦʮ³¹			dʒɦ	ʮ	³¹			2			
600	厨	dʒɦʮ³¹			dʒɦ	ʮ	³¹			2			
601	槌	dʒɦʮ³¹			dʒɦ	ʮ	³¹			2			
602	锤	dʒɦʮ³¹			dʒɦ	ʮ	³¹			2			
603	垂	dʒɦʮ³¹			dʒɦ	ʮ	³¹			2			2
604	柱	dʒɦʮ¹³			dʒɦ	ʮ	¹³			4			
605	跪	dʒɦʮ¹³			dʒɦ	ʮ	¹³			4			
606	巨	dʒɦʮ¹³			dʒɦ	ʮ	¹³			4			
607	拒	dʒɦʮ¹³			dʒɦ	ʮ	¹³			4			
608	距	dʒɦʮ¹³			dʒɦ	ʮ	¹³			4			
609	矩	dʒɦʮ¹³			dʒɦ	ʮ	¹³			4			
610	署	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
611	薯	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
612	住	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
613	具	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
614	惧	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
615	俱	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
616	穗	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
617	柜	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
618	垂	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			2
619	渠	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
620	瞿	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
621	逵	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
622	葵	dʒɦʮ²¹²			dʒɦ	ʮ	²¹²			6			
623	书	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
624	舒	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
625	虚	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
626	嘘	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
627	苏	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
628	酥	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
629	须	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
630	需	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
631	输	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
632	挥	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
633	辉	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
634	尿	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			2
635	墟	ʃʮ⁴⁴			ʃ	ʮ	⁴⁴			1			
636	许	ʃʮ³⁵			ʃ	ʮ	³⁵			3			
637	水	ʃʮ³⁵			ʃ	ʮ	³⁵			3			
638	数	ʃʮ³⁵		动词	ʃ	ʮ	³⁵			3	动词		2
639	□	ʃʮ³⁵		~略=：夸	ʃ	ʮ	³⁵			3	~略=：夸		127
640	毁	ʃʮ³⁵			ʃ	ʮ	³⁵			3			
641	絮	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
642	暑	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
643	黍	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
644	庶	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
645	恕	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
646	诉	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
647	塑	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
648	岁	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
649	税	ʃʮ⁵³			ʃ	ʮ	⁵³			5			
650	纬	ʃʮ⁵³		2	ʃ	ʮ	⁵³			5	2		2
651	朔	ʃʮ⁵³		2	ʃ	ʮ	⁵³			5	2		2
652	秽	ʃʮ⁵³		2	ʃ	ʮ	⁵³			5	2		2
653	殊	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
654	儒	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
655	随	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
656	如	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
657	谁	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
658	瑞	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
659	遂	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
660	隧	ʒɦʮ³¹			ʒɦ	ʮ	³¹			2			
661	序	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
662	叙	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
663	绪	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
664	聚	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
665	竖	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
666	乳	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
667	蕊	ʒɦʮ¹³			ʒɦ	ʮ	¹³			4			
668	树	ʒɦʮ²¹²			ʒɦ	ʮ	²¹²			6			
669	女	ɲʮ³⁵			ɲ	ʮ	³⁵			3			
670	语	ɲʮ³⁵			ɲ	ʮ	³⁵			3			
671	鱼	ɲɦʮ³¹			ɲɦ	ʮ	³¹			2			
672	渔	ɲɦʮ³¹			ɲɦ	ʮ	³¹			2			
673	危	ɲɦʮ³¹			ɲɦ	ʮ	³¹			2			
674	伪	ɲɦʮ³¹			ɲɦ	ʮ	³¹			2			
675	御	ɲɦʮ²¹²			ɲɦ	ʮ	²¹²			6			
676	遇	ɲɦʮ²¹²			ɲɦ	ʮ	²¹²			6			
677	寓	ɲɦʮ²¹²			ɲɦ	ʮ	²¹²			6			
678	愚	ɲɦʮ²¹²			ɲɦ	ʮ	²¹²			6			
679	虞	ɲɦʮ²¹²			ɲɦ	ʮ	²¹²			6			
680	爸	pa⁴⁴			p	a	⁴⁴			1			
681	浜	pa⁴⁴			p	a	⁴⁴			1			
682	□	pa⁴⁴		睁：眼珠~开	p	a	⁴⁴			1	睁：眼珠~开		127
683	摆	pa³⁵			p	a	³⁵			3			
684	拜	pa⁵³			p	a	⁵³			5			
685	不	pa⁴²⁴			p	a	⁴²⁴			7			
686	百	pa⁴²⁴			p	a	⁴²⁴			7			
687	柏	pa⁴²⁴			p	a	⁴²⁴			7			
688	伯	pa⁴²⁴			p	a	⁴²⁴			7			
689	迫	pa⁴²⁴			p	a	⁴²⁴			7			
690	檗	pa⁴²⁴		黄~	p	a	⁴²⁴			7	黄~		
691	菠	pa⁴²⁴			p	a	⁴²⁴			7			2
692	□	pa⁴²⁴		粘	p	a	⁴²⁴			7	粘		127
693	烹	pʰa⁴⁴			pʰ	a	⁴⁴			1			
694	□	pʰa⁴⁴		柚子	pʰ	a	⁴⁴			1	柚子		127
695	派	pʰa³⁵			pʰ	a	³⁵			3			
696	破	pʰa³⁵		1	pʰ	a	³⁵			3	1		2
697	拍	pʰa⁴²⁴			pʰ	a	⁴²⁴			7			
698	魄	pʰa⁴²⁴			pʰ	a	⁴²⁴			7			
699	掰	pʰa⁴²⁴			pʰ	a	⁴²⁴			7			
700	排	bɦa³¹			bɦ	a	³¹			2			
701	牌	bɦa³¹			bɦ	a	³¹			2			
702	𥱼	bɦa³¹		筏	bɦ	a	³¹			2	筏		
703	彭	bɦa³¹			bɦ	a	³¹			2			
704	膨	bɦa³¹			bɦ	a	³¹			2			
705	□	bɦa³¹		跨，跳	bɦ	a	³¹			2	跨，跳		127
706	蝙	bɦa³¹		1	bɦ	a	³¹			2	1		2
707	蚌	bɦa¹³			bɦ	a	¹³			4			
708	败	bɦa²¹²			bɦ	a	²¹²			6			
709	白	bɦa³¹³			bɦ	a	³¹³			8			
710	帛	bɦa³¹³			bɦ	a	³¹³			8			
711	买	ma³⁵			m	a	³⁵			3			
712	猛	ma³⁵			m	a	³⁵			3			
713	孟	ma³⁵			m	a	³⁵			3			
714	蜢	ma³⁵			m	a	³⁵			3			
715	晚	ma³⁵		~界，~日	m	a	³⁵			3	~界，~日		2
716	陌	ma⁴²⁴		1	m	a	⁴²⁴			7	1		2
717	麦	ma⁴²⁴		1	m	a	⁴²⁴			7	1		2
718	脉	ma⁴²⁴		1	m	a	⁴²⁴			7	1		2
719	埋	ma⁴²⁴			m	a	⁴²⁴			7			2
720	迈	mɦa³¹			mɦ	a	³¹			2			
721	盲	mɦa³¹			mɦ	a	³¹			2			
722	虻	mɦa³¹			mɦ	a	³¹			2			
723	萌	mɦa³¹			mɦ	a	³¹			2			
724	□	mɦa³¹		大拇指和食指或中指伸张的长度	mɦ	a	³¹			2	大拇指和食指或中指伸张的长度		127
725	卖	mɦa²¹²			mɦ	a	²¹²			6			
726	陌	mɦa³¹³		2	mɦ	a	³¹³			8	2		2
727	麦	mɦa³¹³		2	mɦ	a	³¹³			8	2		2
728	脉	mɦa³¹³		2	mɦ	a	³¹³			8	2		2
729	埋	mɦa³¹³			mɦ	a	³¹³			8			2
730	□	fa⁴⁴		勿啊合音	f	a	⁴⁴			1	勿啊合音		127
731	划	fa⁵³		~拳	f	a	⁵³			5	~拳		2
732	歪	ʋa⁴⁴			ʋ	a	⁴⁴			1			
733	怀	ʋɦa³¹			ʋɦ	a	³¹			2			
734	槐	ʋɦa³¹			ʋɦ	a	³¹			2			
735	淮	ʋɦa³¹			ʋɦ	a	³¹			2			
736	横	ʋɦa³¹			ʋɦ	a	³¹			2			
737	衡	ʋɦa³¹			ʋɦ	a	³¹			2			
738	坏	ʋɦa²¹²			ʋɦ	a	²¹²			6			
739	外	ʋɦa²¹²			ʋɦ	a	²¹²			6			
740	或	ʋɦa²¹²			ʋɦ	a	²¹²			6			
741	获	ʋɦa³¹³			ʋɦ	a	³¹³			8			
742	划	ʋɦa³¹³			ʋɦ	a	³¹³			8			2
743	惑	ʋɦa³¹³			ʋɦ	a	³¹³			8			
744	打	ta³⁵			t	a	³⁵			3			
745	带	ta⁵³			t	a	⁵³			5			
746	□	tʰa⁴⁴		刁，捉【按】“刁”或应作“叼”	tʰ	a	⁴⁴			1	刁，捉	【按】“刁”或应作“叼”	127
747	太	tʰa⁵³			tʰ	a	⁵³			5			
748	泰	tʰa⁵³			tʰ	a	⁵³			5			
749	大	dɦa²¹²		1	dɦ	a	²¹²			6	1		3
750	□	dɦa²¹²		量词，间：一~屋。趟：□dyœ³¹一~【按】“间”误，应解作“条，排”。俗作“𡉑”，北吴亦作“埭”。	dɦ	a	²¹²			6	量词，间：一~屋。趟：□dyœ³¹一~	【按】“间”误，应解作“条，排”。俗作“𡉑”，北吴亦作“埭”。	127
751	那	na³⁵		1	n	a	³⁵			3	1		2
752	乃	na³⁵			n	a	³⁵			3			
753	奶	na³⁵			n	a	³⁵			3			
754	囡	na⁵³		~儿：女孩	n	a	⁵³			5	~儿：女孩		
755	挪	na⁴²⁴		1	n	a	⁴²⁴			7	1		2
756	奈	nɦa²¹²		1	nɦ	a	²¹²			6	1		2
757	挪	nɦa³¹³		2	nɦ	a	³¹³			8	2		2
758	拉	la⁴⁴		~屎，~尿	l	a	⁴⁴			1	~屎，~尿		2
759	冷	la³⁵			l	a	³⁵			3			
760	赖	lɦa²¹²			lɦ	a	²¹²			6			
761	斋	tsa⁴⁴			ts	a	⁴⁴			1			
762	争	tsa⁴⁴			ts	a	⁴⁴			1			
763	筝	tsa⁴⁴			ts	a	⁴⁴			1			
764	睁	tsa⁴⁴			ts	a	⁴⁴			1			
765	姐	tsa⁴⁴		阿~：姐姐	ts	a	⁴⁴			1	阿~：姐姐		2
766	债	tsa⁵³			ts	a	⁵³			5			
767	摘	tsa⁴²⁴			ts	a	⁴²⁴			7			
768	责	tsa⁴²⁴			ts	a	⁴²⁴			7			
769	差	tsʰa⁴⁴			tsʰ	a	⁴⁴			1			
770	钗	tsʰa⁴⁴			tsʰ	a	⁴⁴			1			
771	撑	tsʰa⁴⁴			tsʰ	a	⁴⁴			1			
772	蔡	tsʰa⁵³			tsʰ	a	⁵³			5			
773	牚	tsʰa⁵³			tsʰ	a	⁵³			5			
774	拆	tsʰa⁴²⁴			tsʰ	a	⁴²⁴			7			
775	策	tsʰa⁴²⁴			tsʰ	a	⁴²⁴			7			
776	册	tsʰa⁴²⁴			tsʰ	a	⁴²⁴			7			
777	橙	dzɦa³¹			dzɦ	a	³¹			2			
778	泽	dzɦa³¹³			dzɦ	a	³¹³			8			
779	择	dzɦa³¹³			dzɦ	a	³¹³			8			
780	宅	dzɦa³¹³			dzɦ	a	³¹³			8			
781	生	sa⁴⁴			s	a	⁴⁴			1			
782	牲	sa⁴⁴			s	a	⁴⁴			1			
