繁體	简体	聲韻調	註釋	聲	韻	調							
型	型	ɕin21		ɕ	in	21							
形	形	ɕin21		ɕ	in	21							
廉	廉	lin21		l	in	21							
鐮	镰	lin21		l	in	21							
簾	帘	lin21		l	in	21							
斂	敛	lin42		l	in	42							
殮	殓	lin214		l	in	214							
臉	脸	lin42		l	in	42							
驗	验	lin214		l	in	214							
嚴	严	ȵin21		ȵ	in	21							
連	连	lin21		l	in	21							
聯	联	lin21		l	in	21							
輦	辇	lin42		l	in	42							
鏈	链	lin214		l	in	214							
諺	谚	øin214		ø	in	214							
戀	恋	lin214		l	in	214							
鄰	邻	lin21		l	in	21							
鱗	鳞	lin21		l	in	21							
磷	磷	lin21		l	in	21							
吝	吝	lin214		l	in	214							
菱	菱	lin21		l	in	21							
陵	陵	lin21		l	in	21							
凝	凝	lin21		l	in	21							
領	领	lin42		l	in	42							
嶺	岭	lin42		l	in	42							
拎	拎	lin45		l	in	45							
令	令	lin214		l	in	214							
伶	伶	lin21		l	in	21							
賃	赁	lin214		l	in	214							
林	林	lin21		l	in	21							
淋	淋	lin21		l	in	21							
臨	临	lin21		l	in	21							
凜	凛	lin42		l	in	42							
廩	廪	lin42		l	in	42							
綿	绵	min21		m	in	21							
棉	棉	min21		m	in	21							
免	免	min42		m	in	42							
勉	勉	min42		m	in	42							
娩	娩	min42		m	in	42							
緬	缅	min42		m	in	42							
面	面	min214	上面，下麵	m	in	214							
眠	眠	min21		m	in	21							
麵	面	min214		m	in	214							
閩	闽	min42		m	in	42							
民	民	min21		m	in	21							
泯	泯	min42		m	in	42							
呡	呡	min42	動詞，表示用嘴略舔	m	in	42							
敏	敏	min42		m	in	42							
憫	悯	min42		m	in	42							
明	明	min21		m	in	21							
鳴	鸣	min21		m	in	21							
皿	皿	min42		m	in	42							
命	命	min214		m	in	214							
名	名	min21		m	in	21							
銘	铭	min21		m	in	21							
冥	冥	min21		m	in	21							
碾	碾	ȵin42		ȵ	in	42							
寧	宁	ȵin21		ȵ	in	21							
佞	佞	ȵin214		ȵ	in	214							
靈	灵	ȵin21		ȵ	in	21							
零	零	ȵin21		ȵ	in	21							
鈴	铃	ȵin21		ȵ	in	21							
鈴	铃	ȵin21		ȵ	in	21							
伶	伶	ȵin21		ȵ	in	21							
另	另	lin214		l	in	214							
黏	黏	ȵin21		ȵ	in	21							
粘	粘	ȵin21		ȵ	in	21							
拈	拈	ȵin45		ȵ	in	45							
鮎	鮎	ȵin21		ȵ	in	21							
鯰	鲶	ȵin21		ȵ	in	21							
念	念	ȵin214		ȵ	in	214							
年	年	ȵin21		ȵ	in	21							
攆	撵	ȵin42		ȵ	in	42							
撚	捻	ȵin42		ȵ	in	42							
憐	怜	ȵin21		ȵ	in	21							
蓮	莲	ȵin21		ȵ	in	21							
練	练	ȵin214		ȵ	in	214							
煉	炼	ȵin214		ȵ	in	214							
研	研	ȵin45或21		ȵ	in	45或21							
硯	砚	øin214		ø	in	214							
硯	砚	ȵin214		ȵ	in	214							
淹	淹	øin45		ø	in	45							
閹	阉	øin45		ø	in	45							
掩	掩	øin42		ø	in	42							
厭	厌	øin214		ø	in	214							
炎	炎	øin45		ø	in	45							
鹽	盐	øin21		ø	in	21							
閻	阎	øin21		ø	in	21							
簷	檐	øin21		ø	in	21							
艷	艷	øin214		ø	in	214							
焰	焰	øin214		ø	in	214							
儼	俨	øin42		ø	in	42							
釅	酽	øin214		ø	in	214							
吟	吟	øin214		ø	in	214							
音	音	øin45		ø	in	45							
陰	阴	øin45		ø	in	45							
飲	饮	øin42		ø	in	42							
蔭	荫	øin45		ø	in	45							
蔭	荫	øin214		ø	in	214							
窨	窨	øin214		ø	in	214							
飲	饮	øin214	動詞，澆水,如：饮花	ø	in	214							
淫	淫	øin21		ø	in	21							
眼	眼	øin42		ø	in	42							
顏	颜	øin21		ø	in	21							
焉	焉	øin45		ø	in	45							
延	延	øin21		ø	in	21							
筵	筵	øin21		ø	in	21							
蜒	蜒	øin21		ø	in	21							
演	演	øin42		ø	in	42							
言	言	øin21		ø	in	21							
蔫	蔫	øin45		ø	in	45							
堰	堰	øin214		ø	in	214							
煙	烟	øin45		ø	in	45							
嚥	咽	øin45		ø	in	45							
燕	燕	øin214		ø	in	214							
宴	宴	øin214		ø	in	214							
齦	龈	øin21		ø	in	21							
銀	银	øin21		ø	in	21							
因	因	øin45		ø	in	45							
姻	姻	øin45		ø	in	45							
印	印	øin214		ø	in	214							
寅	寅	øin21		ø	in	21							
引	引	øin45		ø	in	45							
殷	殷	øin45		ø	in	45							
隱	隐	øin42		ø	in	42							
鷹	鹰	øin45		ø	in	45							
應	应	øin214		ø	in	214							
蠅	蝇	øin21		ø	in	21							
鶯	莺	øin45		ø	in	45							
鸚	鹦	øin45		ø	in	45							
櫻	樱	øin45		ø	in	45							
迎	迎	øin21		ø	in	21							
英	英	øin45		ø	in	45							
影	影	øin42		ø	in	42							
映	映	øin214		ø	in	214							
嬰	婴	øin45		ø	in	45							
纓	缨	øin45		ø	in	45							
盈	盈	øin21		ø	in	21							
贏	赢	øin21		ø	in	21							
穎	颖	øin42		ø	in	42							
熒	荧	øin21		ø	in	21							
褮	褮	øin21		ø	in	21							
滎	滎	øin21		ø	in	21							
瀅	滢	øin21		ø	in	21							
濙	濙	øin21		ø	in	21							
濙	濙	øin42		ø	in	42							
貶	贬	pin45		p	in	45							
稟	禀	pin42		p	in	42							
編	编	pin45		p	in	45							
鞭	鞭	pin45		p	in	45							
變	变	pin214		p	in	214							
便	便	pʰin214	便宜	pʰ	in	214							
便	便	pin214或45		p	in	214或45							
辨	辨	pin214		p	in	214							
辯	辩	pin214		p	in	214							
汴	汴	pin214		p	in	214							
邊	边	pin45		p	in	45							
蝙	蝙	pin42		p	in	42							
扁	扁	pin42		p	in	42							
匾	匾	pin42		p	in	42							
遍	遍	pʰin214		pʰ	in	214							
辮	辫	pin214		p	in	214							
彬	彬	pin45		p	in	45							
賓	宾	pin45		p	in	45							
檳	槟	pin45		p	in	45							
殯	殡	pin45		p	in	45							
牝	牝	pin214		p	in	214							
冰	冰	pin45		p	in	45							
兵	兵	pin45		p	in	45							
丙	丙	pin42		p	in	42							
秉	秉	pin42		p	in	42							
柄	柄	pin42		p	in	42							
病	病	pin214		p	in	214							
餅	饼	pin42		p	in	42							
並	并	pin214		p	in	214							
品	品	pʰin42		pʰ	in	42							
篇	篇	pʰin45		pʰ	in	45							
偏	偏	pʰin45		pʰ	in	45							
扸	扸	pʰin42	動詞，表示用斧頭削木頭皮	pʰ	in	42							
𥯻	𥯻	pʰin42	一種竹做成的長方形條狀物體	pʰ	in	42							
騙	骗	pʰin214		pʰ	in	214							
㛹	㛹	pʰin21		pʰ	in	21							
片	片	pʰin214		pʰ	in	214							
駢	骈	pʰin21		pʰ	in	21							
貧	贫	pʰin21		pʰ	in	21							
頻	频	pʰin21		pʰ	in	21							
憑	凭	pʰin21		pʰ	in	21							
平	平	pʰin21		pʰ	in	21							
評	评	pʰin21		pʰ	in	21							
聘	聘	pʰin214		pʰ	in	214							
姘	姘	pʰin45		pʰ	in	45							
拼	拼	pʰin45		pʰ	in	45							
瓶	瓶	pʰin21		pʰ	in	21							
屏	屏	pʰin21		pʰ	in	21							
掂	掂	tin214		t	in	214							
點	点	tin42		t	in	42							
墊	垫	tin214		t	in	214							
店	店	tin214		t	in	214							
鈿	钿	tin214	錢	t	in	214							
顛	颠	tin45		t	in	45							
典	典	tin45		t	in	45							
電	电	tin214		t	in	214							
殿	殿	tin214		t	in	214							
奠	奠	tin214		t	in	214							
佃	佃	tin214		t	in	214							
丁	丁	tin45		t	in	45							
釘	钉	tin45		t	in	45							
頂	顶	tin42		t	in	42							
鼎	鼎	tin42		t	in	42							
釘	钉	tin214		t	in	214							
訂	订	tin214		t	in	214							
錠	锭	tin214		t	in	214							
定	定	tin214		t	in	214							
鑒	鉴	tɕin214		tɕ	in	214							
減	减	tɕin42		tɕ	in	42							
鹻	鹻	tɕin42		tɕ	in	42							
監	监	tɕin45		tɕ	in	45							
艦	舰	tɕin214		tɕ	in	214							
尖	尖	tɕin45		tɕ	in	45							
殲	歼	tɕʰin45		tɕʰ	in	45							
漸	渐	tɕin214		tɕ	in	214							
檢	检	tɕin42		tɕ	in	42							
儉	俭	tɕin42		tɕ	in	42							
劍	剑	tɕin214		tɕ	in	214							
僭	僭	tɕin214		tɕ	in	214							
蒹	蒹	tɕin45		tɕ	in	45							
今	今	tɕin45		tɕ	in	45							
金	金	tɕin45		tɕ	in	45							
襟	襟	tɕin45		tɕ	in	45							
錦	锦	tɕin42		tɕ	in	42							
禁	禁	tɕin214		tɕ	in	214							
艱	艰	tɕin45		tɕ	in	45							
間	间	tɕin45		tɕ	in	45							
簡	简	tɕin42		tɕ	in	42							
揀	拣	tɕin42		tɕ	in	42							
柬	柬	tɕin42		tɕ	in	42							
間	间	tɕin214		tɕ	in	214							
奸	奸	tɕin45		tɕ	in	45							
姦	奸	tɕin45		tɕ	in	45							
諫	谏	tɕin214		tɕ	in	214							
煎	煎	tɕin45		tɕ	in	45							
剪	剪	tɕin42		tɕ	in	42							
箭	箭	tɕin214		tɕ	in	214							
濺	溅	tɕin214		tɕ	in	214							
踐	践	tɕin214		tɕ	in	214							
賤	贱	tɕin214		tɕ	in	214							
件	件	tɕin214或45		tɕ	in	214或45							
建	建	tɕin214		tɕ	in	214							
鍵	键	tɕin214		tɕ	in	214							
健	健	tɕin214或45		tɕ	in	214或45							
腱	腱	tɕin214		tɕ	in	214							
箋	笺	tɕin45		tɕ	in	45							
薦	荐	tɕin214		tɕ	in	214							
肩	肩	tɕin45		tɕ	in	45							
堅	坚	tɕin45		tɕ	in	45							
繭	茧	tɕin42		tɕ	in	42							
見	见	tɕin214		tɕ	in	214							
津	津	tɕin45		tɕ	in	45							
盡	尽	tɕin214		tɕ	in	214							
進	进	tɕin214		tɕ	in	214							
晉	晋	tɕin214		tɕ	in	214							
巾	巾	tɕin45		tɕ	in	45							
緊	紧	tɕin42		tɕ	in	42							
僅	仅	tɕin42		tɕ	in	42							
斤	斤	tɕin45		tɕ	in	45							
筋	筋	tɕin214	筋道	tɕ	in	214							
筋	筋	tɕin45		tɕ	in	45							
謹	谨	tɕin42		tɕ	in	42							
勁	劲	tɕin214		tɕ	in	214							
近	近	tɕin214或45		tɕ	in	214或45							
兢	兢	tɕin45		tɕ	in	45							
莖	茎	tɕin45		tɕ	in	45							
京	京	tɕin45		tɕ	in	45							
荊	荆	tɕin45		tɕ	in	45							
驚	惊	tɕin45		tɕ	in	45							
境	境	tɕin42		tɕ	in	42							
景	景	tɕin42		tɕ	in	42							
警	警	tɕin42		tɕ	in	42							
敬	敬	tɕin214		tɕ	in	214							
竟	竟	tɕin214		tɕ	in	214							
鏡	镜	tɕin214		tɕ	in	214							
鯨	鲸	tɕin45		tɕ	in	45							
競	竞	tɕin214		tɕ	in	214							
精	精	tɕin45		tɕ	in	45							
晶	晶	tɕin45		tɕ	in	45							
旌	旌	tɕin45		tɕ	in	45							
睛	睛	tɕin45		tɕ	in	45							
井	井	tɕin42		tɕ	in	42							
靜	静	tɕin214		tɕ	in	214							
淨	净	tɕin214		tɕ	in	214							
頸	颈	tɕin42		tɕ	in	42							
勁	劲	tɕin214		tɕ	in	214							
經	经	tɕin45		tɕ	in	45							
徑	径	tɕin214		tɕ	in	214							
嵌	嵌	tɕʰin214		tɕʰ	in	214							
籤	签	tɕʰin45		tɕʰ	in	45							
簽	签	tɕʰin45		tɕʰ	in	45							
僉	佥	tɕʰin45		tɕʰ	in	45							
潛	潜	tɕʰin21		tɕʰ	in	21							
纖	纤	tɕʰin45		tɕʰ	in	45							
纖	纤	tɕʰin45		tɕʰ	in	45							
鉗	钳	tɕʰin21		tɕʰ	in	21							
欠	欠	tɕʰin214		tɕʰ	in	214							
謙	谦	tɕʰin45		tɕʰ	in	45							
歉	歉	tɕʰin214		tɕʰ	in	214							
浸	浸	tɕʰin214		tɕʰ	in	214							
侵	侵	tɕʰin45		tɕʰ	in	45							
寢	寝	tɕʰin42		tɕʰ	in	42							
欽	钦	tɕʰin45		tɕʰ	in	45							
琴	琴	tɕʰin21		tɕʰ	in	21							
禽	禽	tɕʰin21		tɕʰ	in	21							
擒	擒	tɕʰin21		tɕʰ	in	21							
遷	迁	tɕʰin45		tɕʰ	in	45							
淺	浅	tɕʰin42		tɕʰ	in	42							
錢	钱	tɕʰin21		tɕʰ	in	21							
遣	遣	tɕʰin42		tɕʰ	in	42							
虔	虔	tɕʰin21		tɕʰ	in	21							
千	千	tɕʰin45		tɕʰ	in	45							
前	前	tɕʰin21		tɕʰ	in	21							
牽	牵	tɕʰin45		tɕʰ	in	45							
鉛	铅	tɕʰin45		tɕʰ	in	45							
親	亲	tɕʰin45		tɕʰ	in	45							
秦	秦	tɕʰin21		tɕʰ	in	21							
勤	勤	tɕʰin21		tɕʰ	in	21							
芹	芹	tɕʰin21		tɕʰ	in	21							
忻	忻	ɕin45	忻州	ɕ	in	45							
欣	欣	ɕin45		ɕ	in	45							
卿	卿	tɕʰin45		tɕʰ	in	45							
慶	庆	tɕʰin214		tɕʰ	in	214							
擎	擎	tɕʰin21		tɕʰ	in	21							
清	清	tɕʰin45		tɕʰ	in	45							
請	请	tɕʰin42		tɕʰ	in	42							
情	情	tɕʰin21		tɕʰ	in	21							
晴	晴	tɕʰin21		tɕʰ	in	21							
輕	轻	tɕʰin45		tɕʰ	in	45							
青	青	tɕʰin45		tɕʰ	in	45							
蜻	蜻	tɕʰin45		tɕʰ	in	45							
磬	磬	tɕʰin214		tɕʰ	in	214							
添	添	tʰin45		tʰ	in	45							
忝	忝	tʰin42		tʰ	in	42							
舔	舔	tʰin42		tʰ	in	42							
㮇	㮇	tʰin214		tʰ	in	214							
甜	甜	tʰin21		tʰ	in	21							
天	天	tʰin45		tʰ	in	45							
田	田	tʰin21		tʰ	in	21							
填	填	tʰin21		tʰ	in	21							
佃	佃	tʰin21	罕用	tʰ	in	21							
汀	汀	tʰin45		tʰ	in	45							
廳	厅	tʰin45		tʰ	in	45							
聽	听	tʰin214		tʰ	in	214							
廷	廷	tʰin21		tʰ	in	21							
停	停	tʰin21		tʰ	in	21							
亭	亭	tʰin21		tʰ	in	21							
庭	庭	tʰin21		tʰ	in	21							
蜓	蜓	tʰin21		tʰ	in	21							
挺	挺	tʰin42		tʰ	in	42							
艇	艇	tʰin42		tʰ	in	42							
沾	沾	tsin45		ts	in	45							
盯	盯	tin45	文读	t	in	45							
盯	盯	tin21	白读，疑不是本字	t	in	21							
沿	沿	øin21	如，沿滩区	ø	in	21							
膜	膜	mong21		m	ong	21							
猛	猛	moŋ42		m	oŋ	42							
孟	孟	moŋ214		m	oŋ	214							
盟	盟	moŋ21		m	oŋ	21							
暮	暮	moŋ214		m	oŋ	214							
慕	慕	moŋ214		m	oŋ	214							
募	募	moŋ214		m	oŋ	214							
幕	幕	moŋ214		m	oŋ	214							
壅	壅	øoŋ45		ø	oŋ	45							
否	否	foŋ42		f	oŋ	42							
缶	缶	foŋ42		f	oŋ	42							
浮	浮	foŋ21		f	oŋ	21							
風	风	foŋ45		f	oŋ	45							
瘋	疯	foŋ45		f	oŋ	45							
諷	讽	foŋ42		f	oŋ	42							
豐	丰	foŋ45		f	oŋ	45							
酆	丰	foŋ45		f	oŋ	45							
馮	冯	foŋ21		f	oŋ	21							
鳳	凤	foŋ214		f	oŋ	214							
封	封	foŋ45		f	oŋ	45							
峰	峰	foŋ45		f	oŋ	45							
蜂	蜂	foŋ45		f	oŋ	45							
鋒	锋	foŋ45		f	oŋ	45							
逢	逢	foŋ21		f	oŋ	21							
縫	缝	foŋ21		f	oŋ	21							
奉	奉	foŋ214		f	oŋ	214							
俸	俸	foŋ214		f	oŋ	214							
俸	俸	foŋ214		f	oŋ	214							
縫	缝	foŋ214		f	oŋ	214							
公	公	koŋ45		k	oŋ	45							
工	工	koŋ45		k	oŋ	45							
功	功	koŋ45		k	oŋ	45							
攻	攻	koŋ45		k	oŋ	45							
貢	贡	koŋ214		k	oŋ	214							
汞	汞	koŋ42		k	oŋ	42							
弓	弓	koŋ45		k	oŋ	45							
躬	躬	koŋ45		k	oŋ	45							
宮	宫	koŋ45		k	oŋ	45							
恭	恭	koŋ45		k	oŋ	45							
供	供	koŋ214		k	oŋ	214							
拱	拱	koŋ42		k	oŋ	42							
拱	拱	koŋ214		k	oŋ	214							
鞏	巩	koŋ42		k	oŋ	42							
共	共	koŋ214		k	oŋ	214							
空	空	kʰoŋ45		kʰ	oŋ	45							
孔	孔	kʰoŋ42		kʰ	oŋ	42							
控	控	kʰoŋ214		kʰ	oŋ	214							
空	空	kʰoŋ214		kʰ	oŋ	214							
恐	恐	kʰoŋ42		kʰ	oŋ	42							
籠	笼	loŋ21		l	oŋ	21							
聾	聋	loŋ45		l	oŋ	45							
攏	拢	loŋ42		l	oŋ	42							
弄	弄	loŋ45		l	oŋ	45							
隆	隆	loŋ21		l	oŋ	21							
濃	浓	loŋ21		l	oŋ	21							
嚨	咙	loŋ21		l	oŋ	21							
龍	龙	loŋ21		l	oŋ	21							
隴	陇	loŋ42		l	oŋ	42							
壟	垄	loŋ42		l	oŋ	42							
某	某	moŋ42		m	oŋ	42							
畝	亩	moŋ42		m	oŋ	42							
牡	牡	moŋ42		m	oŋ	42							
茂	茂	moŋ214		m	oŋ	214							
貿	贸	moŋ214		m	oŋ	214							
謀	谋	moŋ21		m	oŋ	21							
牟	牟	moŋ21	牟利	m	oŋ	21							
眸	眸	moŋ21		m	oŋ	21							
蒙	蒙	moŋ45		m	oŋ	45							
蒙	蒙	moŋ21		m	oŋ	21							
懵	懵	moŋ45		m	oŋ	45							
夢	梦	moŋ214或45		m	oŋ	214或45							
農	农	noŋ21		n	oŋ	21							
膿	脓	noŋ21		n	oŋ	21							
繃	绷	poŋ45		p	oŋ	45							
蹦	蹦	poŋ214		p	oŋ	214							
迸	迸	poŋ214		p	oŋ	214							
朋	朋	pʰoŋ21		pʰ	oŋ	21							
碰	碰	poŋ214		p	oŋ	214							
碰	碰	pʰoŋ214		pʰ	oŋ	214							
棚	棚	pʰoŋ21		pʰ	oŋ	21							
篷	篷	pʰoŋ21		pʰ	oŋ	21							
蓬	蓬	pʰoŋ21		pʰ	oŋ	21							
捧	捧	pʰoŋ42		pʰ	oŋ	42							
送	送	soŋ214		s	oŋ	214							
鬆	松	soŋ45		s	oŋ	45							
宋	宋	soŋ214		s	oŋ	214							
嵩	嵩	soŋ45		s	oŋ	45							
㞞	㞞	soŋ21		s	oŋ	21							
慫	怂	soŋ42		s	oŋ	42							
誦	诵	soŋ214		s	oŋ	214							
頌	颂	soŋ214		s	oŋ	214							
訟	讼	soŋ214		s	oŋ	214							
東	东	toŋ45		t	oŋ	45							
董	董	toŋ42		t	oŋ	42							
懂	懂	toŋ42		t	oŋ	42							
棟	栋	toŋ214		t	oŋ	214							
凍	冻	toŋ214		t	oŋ	214							
動	动	toŋ214或45		t	oŋ	214或45							
洞	洞	toŋ214或45		t	oŋ	214或45							
冬	冬	toŋ45		t	oŋ	45							
通	通	tʰoŋ45		tʰ	oŋ	45							
桶	桶	tʰoŋ42		tʰ	oŋ	42							
捅	捅	tʰoŋ42		tʰ	oŋ	42							
痛	痛	tʰoŋ214		tʰ	oŋ	214							
同	同	tʰoŋ21		tʰ	oŋ	21							
銅	铜	tʰoŋ21		tʰ	oŋ	21							
桐	桐	tʰoŋ21		tʰ	oŋ	21							
筒	筒	tʰoŋ21		tʰ	oŋ	21							
童	童	tʰoŋ21		tʰ	oŋ	21							
瞳	瞳	tʰoŋ21		tʰ	oŋ	21							
統	统	tʰoŋ42		tʰ	oŋ	42							
皺	皱	tsoŋ214		ts	oŋ	214							
縐	绉	tsoŋ214		ts	oŋ	214							
棕	棕	tsoŋ45		ts	oŋ	45							
鬃	鬃	tsoŋ45		ts	oŋ	45							
總	总	tsoŋ42		ts	oŋ	42							
粽	粽	tsoŋ214		ts	oŋ	214							
宗	宗	tsoŋ45		ts	oŋ	45							
中	中	tsoŋ45		ts	oŋ	45							
忠	忠	tsoŋ45		ts	oŋ	45							
中	中	tsoŋ214		ts	oŋ	214							
仲	仲	tsoŋ214		ts	oŋ	214							
終	终	tsoŋ45		ts	oŋ	45							
眾	众	tsoŋ214		ts	oŋ	214							
蹤	踪	tsoŋ45		ts	oŋ	45							
縱	纵	tsoŋ214		ts	oŋ	214							
塚	冢	tsoŋ42		ts	oŋ	42							
重	重	tsoŋ214		ts	oŋ	214							
鐘	钟	tsoŋ45		ts	oŋ	45							
摏	摏	tsoŋ45	動詞，表示用棍等物體向下捅	ts	oŋ	45							
盅	盅	tsoŋ45		ts	oŋ	45							
種	种	tsoŋ42		ts	oŋ	42							
腫	肿	tsoŋ42		ts	oŋ	42							
種	种	tsoŋ214		ts	oŋ	214							
重	重	tsoŋ214或45		ts	oŋ	214或45							
重	重	tsʰoŋ21		tsʰ	oŋ	21							
聰	聪	tsʰoŋ45		tsʰ	oŋ	45							
匆	匆	tsʰoŋ45		tsʰ	oŋ	45							
蔥	葱	tsʰoŋ45		tsʰ	oŋ	45							
囪	囱	tsʰoŋ45		tsʰ	oŋ	45							
叢	丛	tsʰoŋ21		tsʰ	oŋ	21							
蟲	虫	tsʰoŋ21		tsʰ	oŋ	21							
崇	崇	tsʰoŋ21		tsʰ	oŋ	21							
充	充	tsʰoŋ45		tsʰ	oŋ	45							
銃	铳	tsʰoŋ214		tsʰ	oŋ	214							
從	从	tsʰoŋ21		tsʰ	oŋ	21							
寵	宠	tsʰoŋ42		tsʰ	oŋ	42							
重	重	tsʰoŋ21		tsʰ	oŋ	21							
衝	冲	tsʰoŋ45		tsʰ	oŋ	45							
舂	舂	tsʰoŋ45		tsʰ	oŋ	45							
沖	冲	tsʰoŋ45		tsʰ	oŋ	45							
衝	冲	tsʰoŋ214		tsʰ	oŋ	214							
虹	虹	xoŋ21		x	oŋ	21							
弘	弘	xoŋ21		x	oŋ	21							
轟	轰	xoŋ45		x	oŋ	45							
宏	宏	xoŋ21		x	oŋ	21							
烘	烘	xoŋ45		x	oŋ	45							
喉	喉	xoŋ21	仅用于“喉杆”	x	oŋ	21							
哄	哄	xoŋ42		x	oŋ	42							
紅	红	xoŋ21		x	oŋ	21							
洪	洪	xoŋ21		x	oŋ	21							
鴻	鸿	xoŋ21		x	oŋ	21							
絨	绒	zoŋ21		z	oŋ	21							
戎	戎	zoŋ21		z	oŋ	21							
茸	茸	zoŋ21		z	oŋ	21							
冗	冗	zoŋ42		z	oŋ	42							
𩉪	𩉪	zoŋ214		z	oŋ	214							
龚	龚	koŋ45		k	oŋ	45							
墓	墓	moŋ214		m	oŋ	214							
撫	抚	foŋ42		f	oŋ	42							
吃	吃	tsʰɿ214	口吃、吃饭	tsʰ	ɿ	214							
豉	豉	sɿ214		s	ɿ	214							
璽	玺	ɕɿ42		ɕ	ɿ	42							
徙	徙	ɕɿ42		ɕ	ɿ	42							
勢	势	sɿ214		s	ɿ	214							
世	世	sɿ214		s	ɿ	214							
誓	誓	sɿ214		s	ɿ	214							
逝	逝	sɿ214		s	ɿ	214							
斯	斯	sɿ45		s	ɿ	45							
撕	撕	sɿ45		s	ɿ	45							
廝	厮	sɿ45		s	ɿ	45							
施	施	sɿ45		s	ɿ	45							
豕	豕	sɿ42		s	ɿ	42							
啻	啻	sɿ214		s	ɿ	214							
匙	匙	sɿ21		s	ɿ	21							
是	是	sɿ45		s	ɿ	45							
氏	氏	sɿ214		s	ɿ	214							
豉	豉	sɿ214		s	ɿ	214							
私	私	sɿ45		s	ɿ	45							
死	死	sɿ42		s	ɿ	42							
四	四	sɿ214		s	ɿ	214							
肆	肆	sɿ214		s	ɿ	214							
師	师	sɿ45		s	ɿ	45							
獅	狮	sɿ45		s	ɿ	45							
示	示	sɿ214		s	ɿ	214							
屍	尸	sɿ45		s	ɿ	45							
矢	矢	sɿ42		s	ɿ	42							
屎	屎	sɿ42		s	ɿ	42							
嗜	嗜	sɿ214		s	ɿ	214							
視	视	sɿ214		s	ɿ	214							
司	司	sɿ45		s	ɿ	45							
絲	丝	sɿ45		s	ɿ	45							
思	思	sɿ45		s	ɿ	45							
伺	伺	sɿ214		s	ɿ	214							
巳	巳	sɿ214		s	ɿ	214							
祀	祀	sɿ214		s	ɿ	214							
似	似	sɿ214		s	ɿ	214							
寺	寺	sɿ214		s	ɿ	214							
嗣	嗣	sɿ214		s	ɿ	214							
飼	饲	sɿ214		s	ɿ	214							
俟	俟	sɿ214		s	ɿ	214							
士	士	sɿ214或45		s	ɿ	214或45							
事	事	sɿ214或45		s	ɿ	214或45							
史	史	sɿ42		s	ɿ	42							
使	使	sɿ42		s	ɿ	42							
駛	驶	sɿ42		s	ɿ	42							
詩	诗	sɿ45		s	ɿ	45							
始	始	sɿ42		s	ɿ	42							
試	试	sɿ214		s	ɿ	214							
時	时	sɿ21		s	ɿ	21							
鰣	鲥	sɿ21		s	ɿ	21							
市	市	sɿ214		s	ɿ	214							
恃	恃	sɿ214		s	ɿ	214							
侍	侍	sɿ214		s	ɿ	214							
溼	湿	sɿ214		s	ɿ	214							
䏉	䏉	sɿ214		s	ɿ	214							
濕	湿	sɿ214		s	ɿ	214							
十	十	sɿ214	在不和四发生意义上的混淆的情况下有些人会使用这读音，例如：二十块钱	s	ɿ	214							
十	十	sɿ45	一般来说是白读，基本上只作数词时使用，例如：十块钱，十分钟	s	ɿ	45							
十	十	sɿ21	不作数词讲的时候多用这个读音，例如十陵镇（地名，在成都），在作数词时有时也用这个读音（尤其是新派），如十八	s	ɿ	21							
什	什	sɿ214	什邡市	s	ɿ	214							
拾	拾	sɿ214		s	ɿ	214							
實	实	sɿ214		s	ɿ	214							
失	失	sɿ214		s	ɿ	214							
室	室	sɿ214		s	ɿ	214							
食	食	sɿ214或45		s	ɿ	214或45							
蝕	蚀	sɿ214		s	ɿ	214							
識	识	sɿ214		s	ɿ	214							
拭	拭	sɿ214		s	ɿ	214							
軾	轼	sɿ214		s	ɿ	214							
式	式	sɿ214		s	ɿ	214							
飾	饰	sɿ214		s	ɿ	214							
適	适	sɿ214		s	ɿ	214							
釋	释	sɿ214		s	ɿ	214							
石	石	sɿ214或45		s	ɿ	214或45							
雞	鸡	tɕɿ214		tɕ	ɿ	214							
滯	滞	tsɿ214		ts	ɿ	214							
制	制	tsɿ214		ts	ɿ	214							
製	制	tsɿ214		ts	ɿ	214							
紫	紫	tsɿ42		ts	ɿ	42							
知	知	tsɿ45		ts	ɿ	45							
智	智	tsɿ214		ts	ɿ	214							
支	支	tsɿ45		ts	ɿ	45							
枝	枝	tsɿ45		ts	ɿ	45							
肢	肢	tsɿ45		ts	ɿ	45							
衹	只	tsɿ42		ts	ɿ	42							
紙	纸	tsɿ42		ts	ɿ	42							
翅	翅	tsɿ214	白	ts	ɿ	214							
咨	咨	tsɿ45		ts	ɿ	45							
資	资	tsɿ45		ts	ɿ	45							
姿	姿	tsɿ45		ts	ɿ	45							
姊	姊	tsɿ42		ts	ɿ	42							
自	自	tsɿ214		ts	ɿ	214							
致	致	tsɿ214		ts	ɿ	214							
雉	雉	tsɿ214		ts	ɿ	214							
稚	稚	tsɿ214		ts	ɿ	214							
脂	脂	tsɿ45		ts	ɿ	45							
指	指	tsɿ42		ts	ɿ	42							
旨	旨	tsɿ42		ts	ɿ	42							
至	至	tsɿ214		ts	ɿ	214							
滋	滋	tsɿ45		ts	ɿ	45							
子	子	tsɿ42		ts	ɿ	42							
梓	梓	tsɿ42		ts	ɿ	42							
字	字	tsɿ214		ts	ɿ	214							
置	置	tsɿ214		ts	ɿ	214							
痔	痔	tsɿ214		ts	ɿ	214							
治	治	tsɿ214		ts	ɿ	214							
