繁	简	国际音标	吴语拼音	备注	调类	调值
鵑	鹃	tɕyø53	cioe1		1	53
饊	馓	sɛ44	sae3	油~子。	3	44
您	您	nin22	nin2	北语。	2	22
佢	佢	ɦi22	yi2	同“渠”。	2	22
矩	矩	tɕy44	ciu3		3	44
鉅	钜	dʑy213	jiu4		4	213
炬	炬	dʑy213	jiu4		4	213
矯	矫	tɕiɔ44	ciau3		3	44
沁	沁	tsʰin35	tshin5		5	35
芯	芯	sin53	sin1		1	53
蕊	蕊	zø213	zoe4		4	213
忐	忐	tʰe44	the3		3	44
忑	忑	tʰʌk5	theoq7		7	5
揍	揍	tsɤ35	tseu5		5	35
蘑	蘑	mo22	mo2		2	22
虹	虹	kɒ̃35	kaon5		5	35
戟	戟	tɕiʌk5	cieoq7		7	5
擿	擿	ɗiɪʔ5	tiq7		7	5
扚	扚	ɗiɪʔ5	tiq7		7	5
癤	疖	tsiɪʔ5	tsiq7		7	5
糝	糁	se44	se3		3	44
褯	褯	ziɪʔ23	ziq8		8	23
靨	靥	iɪʔ5	iq7		7	5
拽	拽	iɪʔ5	iq7		7	5
撅	撅	tɕyœʔ5	cioeq7		7	5
廷	廷	din22	din2		2	22
綰	绾	βɛ44	vae3		3	44
宦	宦	βɛ13	vae6		6	13
蔻	蔻	kʰɤ35	kheu5		5	35
璞	璞	pʰɒk5	phaoq7		7	5
蹼	蹼	pʰok5	phoq7		7	5
饋	馈	gue13	gue6		6	13
迴	回	βe22	ve2	~避。	2	22
倌	倌	kue53	kue1		1	53
凝	凝	ȵiʌŋ22	gnieon2		2	22
涸	涸	ɦɒk23	ghaoq8		8	23
貉	貉	ɦɒk23	ghaoq8		8	23
孰	孰	zok23	zoq8		8	23
塾	塾	zok23	zoq8		8	23
寢	寝	tsʰin44	tshin3		3	44
釁	衅	ɕin35	shin5		5	35
蠱	蛊	ku44	ku3		3	44
惑	惑	ɦok23	ghoq8		8	23
孑	孑	tɕiɪʔ5	ciq7		7	5
孓	孓	tɕyœʔ5	cioeq7		7	5
盅	盅	tsoŋ53	tson1		1	53
悤	怱	tsʰoŋ53	tshon1		1	53
匆	匆	tsʰoŋ53	tshon1		1	53
恭	恭	koŋ53	kon1		1	53
蚣	蚣	koŋ53	kon1		1	53
甕	瓮	oŋ35	on5		5	35
疘	疘	koŋ53	kon1		1	53
洶	汹	ɕioŋ53	shion1		1	53
匈	匈	ɕioŋ53	shion1		1	53
踴	踊	ioŋ44	ion3		3	44
恿	恿	ioŋ44	ion3		3	44
融	融	ɦioŋ22	yon2		2	22
熔	熔	ɦioŋ22	yon2		2	22
迥	迥	tɕioŋ44	cion3		3	44
洇	洇	in53	in1		1	53
耘	耘	ɦioŋ22	yon2		2	22
窨	窨	in35	in5		5	35
纓	缨	iʌŋ53	ieon1		1	53
瘙	瘙	sɔ35	sau5		5	35
唑	唑	zu13	zu6		6	13
櫞	橼	ɦyø22	yioe2		2	22
掰	掰	ɓɑk5	paq7		7	5
擘	擘	ɓɑk5	paq7		7	5
拓	拓	tʰɒk5	thaoq7		7	5
庶	庶	sy35	siu5		5	35
噬	噬	zɿ13	zy6		6	13
豕	豕	sɿ44	sy3		3	44
胳	胳	kɒk5	kaoq7		7	5
骼	骼	kɑk5	kaq7		7	5
眨	眨	sæʔ5	saeq7		7	5
匝	匝	tsæʔ5	tsaeq7		7	5
鋮	铖	zəŋ22	zen2		2	22
氫	氢	tɕʰiʌŋ53	chieon1		1	53
瘧	疟	ŋɒk23	ngaoq8	【白读】~子（疟疾）。	8	23
瘧	疟	ȵiɑk23	gniaq8	【文读】	8	23
琥	琥	ɸu44	fu3		3	44
珀	珀	pʰɑk5	phaq7		7	5
鉢	鉢	ɓəʔ5	peq7		7	5
狒	狒	βi13	vi6		6	13
菲	菲	ɸi53	fi1	芳~；~律宾。	1	53
菲	菲	ɸi35	fi5	~薄。	5	35
斐	斐	ɸi44	fi3		3	44
裴	裴	be22	be2		2	22
鯗	鲞	siã44	sian3		3	44
轍	辙	zəʔ23	zeq8		8	23
蜇	蜇	tsəʔ5	tseq7		7	5
佮	佮	kəʔ5	keq7		7	5
蝕	蚀	zʌk23	zeoq8		8	23
搿	搿	gəʔ23	geq8		8	23
鎂	镁	me44	me3		3	44
呆	呆	ŋe22	nge2	~头~脑；~板。	2	22
呆	呆	ɗe53	te1	痴~。	1	53
噱	噱	ɕyœʔ5	shioeq7		7	5
渭	渭	βe13	ve6		6	13
猬	猬	βe13	ve6		6	13
鞠	鞠	tɕiok5	cioq7		7	5
訣	诀	tɕyœʔ5	cioeq7		7	5
窟	窟	kʰuəʔ5	khueq7		7	5
窿	窿	loŋ22	lon2		2	22
嗟	嗟	tsiɑ53	tsia1		1	53
琢	琢	tsɒk5	tsaoq7		7	5
涿	涿	tsɒk5	tsaoq7		7	5
擉	擉	tsʰɒk5	tshaoq7		7	5
掇	掇	ɗœʔ5	toeq7		7	5
跺	跺	ɗu35	tu5		5	35
垛	垛	ɗu44	tu3		3	44
剁	剁	ɗu35	tu5		5	35
沐	沐	mɒk23	maoq8		8	23
膜	膜	mɒk23	maoq8		8	23
茯	茯	ɦok23	ghoq8		8	23
帕	帕	pʰo35	pho5	符合《集韵》普驾切。	5	35
帕	帕	pʰɑ35	pha5	~斯卡。	5	35
袱	袱	ɦok23	ghoq8		8	23
洑	洑	ɦok23	ghoq8		8	23
駁	驳	ɓɒk5	paoq7		7	5
鐸	铎	dɒk23	daoq8		8	23
窄	窄	tsɑk5	tsaq7		7	5
坼	坼	tsʰɑk5	tshaq7		7	5
斥	斥	tsʰɑk5	tshaq7		7	5
呐	呐	nəʔ23	neq8		8	23
鈉	钠	nəʔ23	neq8		8	23
捺	捺	næʔ23	naeq8		8	23
撇	撇	pʰiɪʔ5	phiq7		7	5
霹	霹	pʰiɪʔ5	phiq7		7	5
靂	雳	liɪʔ23	liq8		8	23
蹩	蹩	ɓiɪʔ5	piq7		7	5
蔑	蔑	miɪʔ23	miq8		8	23
篾	篾	miɪʔ23	miq8		8	23
衊	蔑	miɪʔ23	miq8		8	23
嫡	嫡	ɗiɪʔ5	tiq7		7	5
竊	窃	tsʰiɪʔ5	tshiq7		7	5
睫	睫	tsiɪʔ5	tsiq7		7	5
藉	藉	ziɪʔ23	ziq8		8	23
籍	籍	ziɪʔ23	ziq8		8	23
紮	扎	tsæʔ5	tsaeq7		7	5
劫	劫	tɕiɪʔ5	ciq7		7	5
莢	荚	tɕiɪʔ5	ciq7		7	5
脅	胁	ɕiɪʔ5	shiq7		7	5
腋	腋	ɦiɪʔ23	yiq8		8	23
弋	弋	ɦiɪʔ23	yiq8		8	23
曳	曳	ɦi13	yi6		6	13
繹	绎	ɦiʌk23	yeoq8		8	23
绛	绛	tɕiã35	cian5	【文读】	5	35
蕨	蕨	tɕyœʔ5	cioeq7		7	5
厥	厥	tɕyœʔ5	cioeq7		7	5
蹶	蹶	tɕyœʔ5	cioeq7		7	5
噘	噘	tɕyœʔ5	cioeq7		7	5
崛	崛	dʑyœʔ23	jioeq8		8	23
趴	趴	pʰɑ53	pha1	北语俗字。	1	53
扒	扒	bo22	bo2		2	22
膊	膊	ɓɒk5	paoq7		7	5
搏	搏	ɓɒk5	paoq7		7	5
漠	漠	mɒk23	maoq8		8	23
恰	恰	kʰæʔ5	khaeq7	【白读】~~（刚才）。	7	5
恰	恰	hæʔ5	haeq7	【白读】~好（正好）。	7	5
恰	恰	tɕʰiæʔ5	chiaeq7	【文读】~当。	7	5
洽	洽	ɦiæʔ23	yaeq8	【文读】	8	23
荊	荆	tɕiʌŋ53	cieon1		1	53
棘	棘	tɕiʌk5	cieoq7		7	5
峭	峭	tsʰiɔ35	tshiau5		5	35
饃	馍	mu22	mu2		2	22
謨	谟	mu22	mu2		2	22
圳	圳	tsəŋ35	tsen5		5	35
荇	荇	ɦã213	ghan4	【白读】	4	213
荇	荇	ɦiʌŋ213	yeon4	【文读】	4	213
莆	莆	pʰu44	phu3		3	44
蛐	蛐	tɕʰiok5	chioq7		7	5
鱔	鳝	ze213	ze4		4	213
剡	剡	ze213	ze4		4	213
埝	埝	ȵi13	gni6		6	13
堰	堰	i35	i5		5	35
衍	衍	ɦi213	yi4		4	213
閆	闫	ɦi22	yi2		2	22
鼴	鼹	i44	i3		3	44
奄	奄	i44	i3		3	44
琰	琰	ɦi213	yi4		4	213
郯	郯	dɛ22	dae2		2	22
焉	焉	i53	i1		1	53
蔫	蔫	i53	i1		1	53
嫣	嫣	i53	i1		1	53
墕	墕	i35	i5		5	35
鄢	鄢	i53	i1		1	53
蜒	蜒	ɦi22	yi2		2	22
贗	赝	ɦi13	yi6	【文读】	6	13
湮	湮	i53	i1		1	53
灔	滟	ɦi13	yi6		6	13
儼	俨	ȵi213	gni4		4	213
釅	酽	ȵi13	gni6		6	13
筵	筵	ɦi22	yi2		2	22
偃	偃	i44	i3		3	44
罄	罄	tɕʰiʌŋ35	chieon5		5	35
罌	罂	ã53	an1	【白读】~粟花。	1	53
衢	衢	dʑy22	jiu2		2	22
諛	谀	ɦy22	yiu2		2	22
輿	舆	ɦy22	yiu2		2	22
於	於	ɦy22	yiu2	~潜（浙江地名）。	2	22
余	余	ɦy22	yiu2	姓。	2	22
予	予	ɦy22	yiu2	古文中的第一人称。	2	22
予	予	ɦy213	yiu4	赋~；给~。	4	213
褸	褛	ly213	liu4		4	213
抒	抒	sy53	siu1		1	53
掙	挣	tsəŋ53	tsen1		1	53
猙	狰	tsəŋ53	tsen1		1	53
獰	狞	ȵin22	gnin2		2	22
擰	拧	ȵin22	gnin2		2	22
皋	皋	kɔ53	kau1		1	53
嗥	嗥	ɦɔ22	ghau2		2	22
嚎	嚎	ɦɔ22	ghau2		2	22
裱	裱	ɓiɔ44	piau3		3	44
嘯	啸	siɔ35	siau5		5	35
梟	枭	ɕiɔ53	shiau1		1	53
裊	袅	ȵiɔ44	gniau3		3	44
卞	卞	bi13	bi6		6	13
錠	锭	di13	di6		6	13
腚	腚	di13	di6		6	13
綻	绽	zɛ13	zae6		6	13
嵐	岚	le22	le2		2	22
婪	婪	le22	le2		2	22
襤	褴	lɛ22	lae2		2	22
冉	冉	ze213	ze4		4	213
阮	阮	ȵyø213	gnioe4		4	213
胼	胼	bi22	bi2		2	22
謅	诌	tsɤ53	tseu1		1	53
諏	诹	tsɤ53	tseu1		1	53
諏	诹	tsy53	tsiu1		1	53
芻	刍	tsʰu53	tshu1		1	53
雛	雏	zu22	zu2		2	22
玥	玥	ȵyœʔ23	gnioeq8		8	23
抈	抈	yœʔ5	ioeq7		7	5
溴	溴	ɕiɤ35	shieu5		5	35
熠	熠	ɦiɪʔ23	yiq8		8	23
褶	褶	tsəʔ5	tseq7		7	5
翊	翊	ɦiʌk23	yeoq8		8	23
詡	诩	ɕy44	shiu3		3	44
栩	栩	ɕy44	shiu3		3	44
囟	囟	sin35	sin5		5	35
眩	眩	ɦyø13	yioe6		6	13
邑	邑	iɪʔ5	iq7		7	5
悒	悒	iɪʔ5	iq7		7	5
鎧	铠	kʰe44	khe3		3	44
愷	恺	kʰe44	khe3		3	44
凱	凯	kʰe44	khe3		3	44
覬	觊	tɕi35	ci5		5	35
覦	觎	ɦy22	yiu2		2	22
靚	靓	zin13	zin6	~妆。	6	13
靚	靓	liã13	lian6	~妹。粤语俗字。	6	13
蜆	蚬	ɕi44	shi3		3	44
粯	粯	ɦɛ13	ghae6	~子（青稞磨成的粗粉，靖江、泰兴、如皋、南通等地称“粯子”，江南称“麦粞”）。	6	13
鄔	邬	βu53	vu1		1	53
滹	滹	ɸu53	fu1		1	53
殤	殇	sɒ̃53	saon1		1	53
觴	觞	sɒ̃53	saon1		1	53
碭	砀	dɒ̃13	daon6		6	13
碣	碣	dʑiɪʔ23	jiq8		8	23
踞	踞	tɕy35	ciu5		5	35
皴	皴	tsʰəŋ53	tshen1		1	53
魨	鲀	dəŋ22	den2		2	22
炖	炖	ɗəŋ35	ten5		5	35
吨	吨	ɗəŋ53	ten1	质量单位。	1	53
吨	吨	tʰəŋ53	then1	烟、气味袭人。	1	53
㨃	㨃	ɗe44	te3		3	44
瑟	瑟	səʔ5	seq7		7	5
蛭	蛭	tsəʔ5	tseq7		7	5
胝	胝	tsɿ53	tsy1		1	53
斛	斛	ɦok23	ghoq8		8	23
鈺	钰	ȵiok23	gnioq8		8	23
珏	珏	tɕiɑk5	ciaq7	【文读】	7	5
讒	谗	zɛ22	zae2		2	22
涎	涎	zɛ22	zae2	~唾（口水）。	2	22
涎	涎	zi22	zi2	垂~三尺。	2	22
涎	涎	ɦi22	yi2	湎~（水流貌）。	2	22
朕	朕	zəŋ213	zen4		4	213
脘	脘	kue44	kue3		3	44
烷	烷	βe22	ve2		2	22
浣	浣	βe213	ve4		4	213
煥	焕	ɸe35	fe5		5	35
渙	涣	ɸe35	fe5		5	35
湎	湎	mi213	mi4		4	213
緬	缅	mi213	mi4		4	213
腼	腼	mi213	mi4		4	213
逦	逦	li213	li4		4	213
覷	觑	tsʰi35	tshi5	迷~眼（近视）。	5	35
埡	垭	iɑ53	ia1		1	53
啊	啊	ɑ53	a1		1	53
啊	啊	æʔ5	aeq7		7	5
婀	婀	βu53	vu1		1	53
娜	娜	nu22	nu2	婀~。	2	22
娜	娜	nɑ13	na6		6	13
圮	圮	pʰi44	phi3		3	44
圯	圯	ɦi22	yi2		2	22
汜	汜	zɿ213	zy4		4	213
冢	冢	tsoŋ44	tson3		3	44
塚	塚	tsoŋ44	tson3		3	44
唧	唧	tsiɪʔ5	tsiq7		7	5
晰	晰	siɪʔ5	siq7		7	5
皙	皙	siɪʔ5	siq7		7	5
晢	晢	tsəʔ5	tseq7		7	5
緹	缇	di22	di2		2	22
謳	讴	ɤ53	eu1		1	53
嘔	呕	ɤ53	eu1	~哑嘲哳。	1	53
啞	哑	iɑ53	ia1	呕~嘲哳。	1	53
搲	搲	βo53	vo1		1	53
窊	窊	βo53	vo1		1	53
汐	汐	ziɪʔ23	ziq8		8	23
矽	矽	ziɪʔ23	ziq8		8	23
硒	硒	si53	si1		1	53
宸	宸	zəŋ22	zen2		2	22
檀	檀	dɛ22	dae2		2	22
擅	擅	ze13	ze6		6	13
顫	颤	tse35	tse5		5	35
誕	诞	dɛ213	dae4		4	213
粤	粤	ɦyœʔ23	yoeq8		8	23
浹	浃	tsiɪʔ5	tsiq7		7	5
浹	浃	kæʔ5	kaeq7		7	5
淝	淝	βi22	vi2		2	22
嘈	嘈	zɔ22	zau2		2	22
漕	漕	zɔ22	zau2		2	22
驛	驿	ɦiʌk23	yeoq8		8	23
嘲	嘲	tsɔ53	tsau1	呕哑~哳。	1	53
哳	哳	tsæʔ5	tsaeq7		7	5
孜	孜	tsɿ44	tsy3		3	44
粢	粢	tsʰɿ53	tshy1	~饭。	1	53
糍	糍	zɿ22	zy2		2	22
疵	疵	zɿ22	zy2		2	22
茹	茹	zy22	ziu2		2	22
假	假	tɕiɑ44	cia3	【文读】~使。	3	44
暇	暇	iɑ53	ia1		1	53
瑕	瑕	iɑ53	ia1		1	53
菉	菉	lok23	loq8		8	23
葭	葭	kɑ53	ka1	【白读】菉~浜（江苏昆山地名）；菉~巷（江苏苏州地名）。	1	53
葭	葭	tɕiɑ53	cia1	【文读】	1	53
蒹	蒹	tɕi53	ci1		1	53
稷	稷	tsiɪʔ5	tsiq7		7	5
㽹	㽹	ɸɛ35	fae5	恶心呕吐。	5	35
瀴	瀴	iʌŋ35	ieon5	凉，冷。	5	35
鵡	鹉	βu213	vu4		4	213
鶉	鹑	zəŋ22	zen2		2	22
鷯	鹩	liɔ22	liau2		2	22
鸚	鹦	ã53	an1	【白读】~哥（鹦鹉）。	1	53
鸚	鹦	iʌŋ53	ieon1	【文读】~鹉。	1	53
鵪	鹌	e53	e1		1	53
鷗	鸥	ɤ53	eu1		1	53
嗨	嗨	he53	he1		1	53
咍	咍	he53	he1		1	53
妳	妳	ni53	ni1		1	53
她	她	tʰɑ53	tha1		1	53
它	它	tʰɑ53	tha1		1	53
覅	覅	βiɔ35	viau5	不要。“弗”、“要”的合音。	5	35
脬	脬	pʰɔ53	phau1		1	53
篦	篦	ɓi53	pi1		1	53
蓖	蓖	ɓi53	pi1		1	53
砒	砒	pʰi53	phi1		1	53
翡	翡	ɸi53	fi1		1	53
嵇	嵇	tɕi53	ci1		1	53
茱	茱	tsy53	tsiu1		1	53
銖	铢	tsy53	tsiu1		1	53
摧	摧	tsʰø53	tshoe1		1	53
苛	苛	kʰu53	khu1		1	53
瘢	瘢	ɓɛ53	pae1		1	53
杈	杈	tsʰiɔ53	tshiau1		1	53
扇	扇	se53	se1	~风；~扇子。动词。	1	53
蔭	荫	in53	in1	树~。	1	53
蚍	蚍	bi22	bi2		2	22
萸	萸	ɦy22	yiu2		2	22
蜉	蜉	βɤ22	veu2		2	22
蝣	蝣	ɦiɤ22	yeu2		2	22
攆	撵	ȵi44	gni3		3	44
悄	悄	tsʰiɔ44	tshiau3	~然无声。	3	44
岢	岢	kʰu44	khu3		3	44
輦	辇	li213	li4		4	213
牝	牝	bin213	bin4		4	213
沸	沸	ɸi35	fi5		5	35
汊	汊	tsʰiɔ35	tshiau5		5	35
疏	疏	su35	su5	注~。	5	35
芥	芥	kɑ35	ka5		5	35
蔭	荫	in35	in5	~庇；~凉。	5	35
巳	巳	zɿ213	zy4		4	213
茨	茨	zɿ22	zy2		2	22
杖	杖	zã13	zan6	炮~；仪~；依~；~势。	6	13
賂	赂	lu13	lu6		6	13
痱	痱	be13	be6	~子。	6	13
閨	闺	kue53	kue1		1	53
鰥	鳏	kuɛ53	kuae1		1	53
鈔	钞	tsʰɔ53	tshau1	现~。	1	53
鈔	钞	tsʰɔ44	tshau3	~票。	3	44
遐	遐	iɑ53	ia1		1	53
否	否	bi213	bi4	臧~；~极泰来。	4	213
迂	迂	y53	iu1		1	53
苡	苡	i44	i3		3	44
迓	迓	iɑ44	ia3		3	44
訝	讶	iɑ35	ia5		5	35
垯	垯	ɗæʔ5	taeq7		7	5
撻	挞	dæʔ23	daeq8		8	23
闥	闼	dæʔ23	daeq8	窗~（上为窗，下为闼）。	8	23
擱	搁	gɒk23	gaoq8	~浅。	8	23
䃙	䃙	lok23	loq8	~砖（砖）。	8	23
穹	穹	tɕʰioŋ53	chion1		1	53
穹	穹	tsʰoŋ53	tshon1	~窿山。	1	53
憋	憋	ɓiɪʔ5	piq7		7	5
諱	讳	ɸe35	fe5		5	35
袆	袆	ɸe53	fe1		1	53
祎	祎	i53	i1		1	53
啄	啄	tsɒk5	tsaoq7		7	5
啄	啄	ɗok5	toq7		7	5
慚	惭	zɛ22	zae2		2	22
愧	愧	gue13	gue6		6	13
剿	剿	tsiɔ44	tsiau3		3	44
馥	馥	ɦok23	ghoq8		8	23
坂	坂	ɓɛ44	pae3		3	44
阪	阪	ɓɛ44	pae3		3	44
搪	搪	dɒ̃22	daon2		2	22
謔	谑	ɕiɑk5	shiaq7		7	5
孃	孃	ȵiã53	gnian1		1	53
鰭	鳍	dʑi22	ji2		2	22
楫	楫	tsiɪʔ5	tsiq7		7	5
揖	揖	iɪʔ5	iq7		7	5
憩	憩	tɕʰi35	chi5		5	35
褙	褙	ɓe35	pe5		5	35
苯	苯	ɓəŋ44	pen3		3	44
贲	贲	ɓəŋ53	pen1		1	53
錛	锛	ɓəŋ53	pen1		1	53
酚	酚	ɸəŋ53	fen1		1	53
冼	冼	si44	si3		3	44
洗	洗	si44	si3		3	44
荃	荃	tsʰi53	tshi1		1	53
拴	拴	se53	se1		1	53
栓	栓	se53	se1		1	53
飪	饪	zəŋ13	zen6		6	13
衽	衽	zəŋ13	zen6		6	13
攥	攥	zø13	zoe6		6	13
攢	攒	tsɛ44	tsae3	积~。	3	44
攢	攒	zø22	zoe2	~聚。	2	22
煨	煨	βe53	ve1		1	53
贅	赘	tsø35	tsoe5		5	35
墜	坠	zɿ13	zy6	【白读】下落，下垂。	6	13
墜	坠	zø13	zoe6	【文读】	6	13
墮	堕	du213	du4		4	213
卉	卉	ɸe35	fe5		5	35
捶	捶	zɿ22	zy2	【白读】	2	22
捶	捶	zø22	zoe2	【文读】	2	22
鈕	钮	ȵiɤ213	gnieu4		4	213
紐	纽	ȵiɤ213	gnieu4		4	213
靶	靶	ɓo44	po3		3	44
鄞	鄞	ȵin22	gnin2		2	22
叩	叩	kʰɤ35	kheu5		5	35
牮	牮	tsi35	tsi5		5	35
刬	刬	tsʰɛ44	tshae3		3	44
綬	绶	zɤ13	zeu6		6	13
癉	瘅	ɗɛ53	tae1		1	53
框	框	kʰuɒ̃53	khuaon1		1	53
諄	谆	tsəŋ53	tsen1		1	53
邇	迩	əl213	er4		4	213
浥	浥	iɪʔ5	iq7		7	5
姊	姊	tsi44	tsi3	【白读】	3	44
毘	毘	bi22	bi2		2	22
毗	毗	bi22	bi2		2	22
娣	娣	di213	di4		4	213
潽	潽	pʰu53	phu1	因沸而溢。	1	53
圃	圃	pʰu44	phu3		3	44
埔	埔	ɓu35	pu5	黄~，大~（广东地名）。广东、福建、台湾一带的地名用字。“黄埔”的“埔”本应读此音，但常被误读为“浦”。	5	35
埔	埔	pʰu44	phu3	柬~寨。	3	44
逋	逋	ɓu53	pu1		1	53
蠹	蠹	ɗu35	tu5		5	35
詛	诅	tsu35	tsu5		5	35
詛	诅	tsu44	tsu3		3	44
葫	葫	βu22	vu2		2	22
焐	焐	βu35	vu5		5	35
晤	晤	ŋu13	ngu6		6	13
捂	捂	βu53	vu1		1	53
唔	唔	ŋ̍	ng	应答声。		
嶗	崂	lɔ22	lau2		2	22
糶	粜	tʰiɔ35	thiau5		5	35
斢	斢	tʰɤ44	theu3		3	44
斢	斢	tʰiɔ44	thiau3		3	44
碉	碉	ɗiɔ53	tiau1		1	53
撂	撂	liɑk23	liaq8		8	23
撂	撂	liɔ13	liau6		6	13
牟	牟	mɤ22	meu2		2	22
么	么	iɔ53	iau1	“幺”俗字。	1	53
麼	么	mu213	mu4		4	213
堍	堍	tʰu35	thu5		5	35
耙	耙	bo22	bo2		2	22
粑	粑	ɓo53	po1		1	53
剮	剐	kuo44	kuo3		3	44
堊	垩	ɔ35	au5	~壅（肥料）。	5	35
漚	沤	ɤ35	eu5		5	35
寰	寰	guɛ22	guae2		2	22
鬟	鬟	guɛ22	guae2		2	22
逵	逵	gue22	gue2		2	22
夔	夔	gue22	gue2		2	22
睽	睽	gue22	gue2		2	22
馗	馗	dʑy22	jiu2	【白读】钟~。	2	22
溲	溲	sɤ53	seu1		1	53
遝	沓	dəʔ23	deq8		8	23
舜	舜	səŋ35	sen5		5	35
瞬	瞬	səŋ35	sen5		5	35
甓	甓	biɪʔ23	biq8		8	23
埤	埤	bi22	bi2		2	22
諫	谏	kɛ35	kae5	【白读】	5	35
諫	谏	tɕi35	ci5	【文读】	5	35
煒	炜	βe213	ve4		4	213
鶴	鹤	βu22	vu2	白~江（上海青浦地名）。	2	22
茗	茗	min22	min2		2	22
鰓	鳃	se53	se1		1	53
廡	庑	βu213	vu4		4	213
圌	圌	ze22	ze2		2	22
圌	圌	zø22	zoe2		2	22
烹	烹	pʰã53	phan1	【白读】菜在用油略炒后加酒、酱油或水煮。	1	53
烹	烹	pʰəŋ53	phen1	【文读】~饪。	1	53
那	那	nɑ53	na1		1	53
鄺	邝	kuɒ̃35	kuaon5		5	35
崖	崖	ŋɑ22	nga2	【白读】	2	22
崖	崖	ɦiɑ22	ya2	【文读】	2	22
刎	刎	βəŋ213	ven4		4	213
旻	旻	min22	min2		2	22
昊	昊	ɦɔ213	ghau4		4	213
兲	兲	tʰi53	thi1		1	53
呲	呲	tsʰɿ53	tshy1		1	53
硤	硖	ɦæʔ23	ghaeq8		8	23
驍	骁	ɕiɔ53	shiau1		1	53
泓	泓	ɦoŋ22	ghon2		2	22
煞	煞	sæʔ5	saeq7		7	5
刹	刹	tsʰæʔ5	tshaeq7	古~。	7	5
刹	刹	sæʔ5	saeq7	~车。	7	5
霎	霎	sæʔ5	saeq7		7	5
燏	燏	ɦyœʔ23	yoeq8		8	23
旭	旭	ɕiok5	shioq7		7	5
邳	邳	pʰi53	phi1		1	53
鰣	鲥	zɿ22	zy2		2	22
廝	厮	sɿ53	sy1		1	53
駟	驷	sɿ35	sy5		5	35
伎	伎	dʑi213	ji4		4	213
倆	俩	liã213	lian4		4	213
銥	铱	i53	i1		1	53
臆	臆	iʌk5	ieoq7		7	5
癔	癔	iʌk5	ieoq7		7	5
驥	骥	tɕi35	ci5		5	35
騏	骐	dʑi22	ji2		2	22
椿	椿	tsʰəŋ53	tshen1		1	53
摁	摁	əŋ35	en5		5	35
緄	绲	kuəŋ44	kuen3		3	44
輥	辊	kuəŋ44	kuen3		3	44
禎	祯	tsəŋ53	tsen1		1	53
楨	桢	tsəŋ53	tsen1		1	53
幀	帧	tsəŋ35	tsen5		5	35
㡧	帧	tsəŋ35	tsen5		5	35
嬋	婵	ze22	ze2		2	22
塍	塍	zã22	zan2	【白读】堤岸。	2	22
塍	塍	zəŋ22	zen2	【文读】	2	22
蕹	蕹	oŋ53	on1		1	53
薪	薪	sin53	sin1		1	53
臿	臿	tsʰæʔ5	tshaeq7		7	5
嚓	嚓	tsʰæʔ5	tshaeq7		7	5
弧	弧	βu22	vu2		2	22
尷	尴	kɛ53	kae1		1	53
尬	尬	kɑ35	ka5		5	35
喇	喇	lɑ22	la2		2	22
叭	叭	ɓɑ53	pa1		1	53
梓	梓	tsɿ44	tsy3		3	44
籽	籽	tsɿ44	tsy3		3	44
蚩	蚩	tsʰɿ53	tshy1		1	53
嗤	嗤	tsʰɿ53	tshy1		1	53
眵	眵	tsʰɿ53	tshy1		1	53
艮	艮	kəŋ35	ken5		5	35
桁	桁	ɦã22	ghan2		2	22
薅	薅	hɔ53	hau1		1	53
藐	藐	miɔ213	miau4		4	213
蚤	蚤	tsɔ44	tsau3		3	44
枵	枵	ɕiɔ53	shiau1		1	53
吁	吁	ɕy53	shiu1	气喘~~；长~短叹。	1	53
籲	吁	ɦy13	yiu6	呼~。	6	13
馭	驭	ȵy13	gniu6		6	13
戽	戽	ɸu35	fu5		5	35
咩	咩	mɛ44	mae3		3	44
沕	沕	miɪʔ23	miq8		8	23
虢	虢	kuɑk5	kuaq7		7	5
萼	萼	ŋɒk23	ngaoq8		8	23
噩	噩	ŋɒk23	ngaoq8		8	23
褪	褪	tʰe35	the5		5	35
頹	颓	de22	de2		2	22
狽	狈	ɓe35	pe5		5	35
擓	㧟	kʰuɑ44	khua3		3	44
釙	钋	pʰok5	phoq7		7	5
閿	阌	βəŋ22	ven2		2	22
闔	阖	ɦəʔ23	gheq8		8	23
閭	闾	li22	li2	【白读】阖~（古地名）。	2	22
攫	攫	tɕiɒk5	ciaoq7		7	5
鑊	䦆	tɕiɒk5	ciaoq7		7	5
藁	藁	kɔ44	kau3		3	44
鮫	鲛	kɔ53	kau1		1	53
鯪	鲮	lin22	lin2		2	22
鮁	鲅	ɓəʔ5	peq7		7	5
鮁	鲅	bæʔ23	baeq8		8	23
祚	祚	zu13	zu6		6	13
觕	觕	tsʰu53	tshu1		1	53
徂	徂	zu22	zu2		2	22
殂	殂	zu22	zu2		2	22
伹	伹	tsʰy53	tshiu1		1	53
梏	梏	kok5	koq7		7	5
滎	荥	ɦioŋ22	yon2		2	22
灞	灞	ɓo35	po5		5	35
鶥	鹛	me22	me2		2	22
珂	珂	kʰu53	khu1		1	53
鈳	钶	kʰu53	khu1		1	53
檣	樯	ziã22	zian2		2	22
嬙	嫱	ziã22	zian2		2	22
槎	槎	ziɔ22	ziau2		2	22
貊	貊	mɑk23	maq8		8	23
㿳	㿳	tsʰɿ53	tshy1		1	53
趑	趑	tsʰɿ53	tshy1		1	53
痔	痔	zɿ213	zy4		4	213
