繁体	简体	声母	韵母	声调	拼音無調	拼音	IPA	备注
俗	俗	z	uk	8	zuk	zuk8	tsʊk²²	
族	族	z	uk	8	zuk	zuk8	tsʊk²²	
濁	浊	z	uk	8	zuk	zuk8	tsʊk²²	
續	续	z	uk	8	zuk	zuk8	tsʊk²²	
蜀	蜀	z	uk	8	zuk	zuk8	tsʊk²²	
畜	畜	c	uk	7	cuk	cuk7	tsʰʊk⁵⁵	
束	束	c	uk	7	cuk	cuk7	tsʰʊk⁵⁵	
速	速	c	uk	7	cuk	cuk7	tsʰʊk⁵⁵	
促	促	c	uk	7	cuk	cuk7	tsʰʊk⁵⁵	
觸	触	c	uk	7	cuk	cuk7	tsʰʊk⁵⁵	
逐	逐	c	uk	8	cuk	cuk8	tsʰʊk²²	
軸	轴	c	uk	8	cuk	cuk8	tsʰʊk²²	
熟	熟	s	uk	7	suk	suk7	sʊk⁵⁵	
叔	叔	s	uk	8	suk	suk8	sʊk²²	
淑	淑	s	uk	8	suk	suk8	sʊk²²	
宿	宿	s	uk	8	suk	suk8	sʊk²²	
縮	缩	s	uk	8	suk	suk8	sʊk²²	
粟	粟	s	uk	8	suk	suk8	sʊk²²	
屬	属	s	uk	8	suk	suk8	sʊk²²	
贖	赎	s	uk	8	suk	suk8	sʊk²²	
肅	肃	s	uk	8	suk	suk8	sʊk²²	
菊	菊	g	uk	7	guk	guk7	kʊk⁵⁵	
穀	谷	g	uk	7	guk	guk7	kʊk⁵⁵	
谷	谷	g	uk	7	guk	guk7	kʊk⁵⁵	
局	局	g	uk	8	guk	guk8	kʊk²²	
焗	焗	g	uk	8	guk	guk8	kʊk²²	
曲	曲	k	uk	7	kuk	kuk7	kʰʊk⁵⁵	
麯	曲	k	uk	7	kuk	kuk7	kʰʊk⁵⁵	
哭	哭	h	uk	7	huk	huk7	hʊk⁵⁵	
酷	酷	h	uk	7	huk	huk7	hʊk⁵⁵	
斛	斛	h	uk	7	huk	huk7	hʊk⁵⁵	
沃	沃	j	uk	7	juk	juk7	jʊk⁵⁵	
旭	旭	j	uk	7	juk	juk7	jʊk⁵⁵	
郁	郁	j	uk	7	juk	juk7	jʊk⁵⁵	
肉	肉	j	uk	8	juk	juk8	jʊk²²	
玉	玉	j	uk	8	juk	juk8	jʊk²²	
育	育	j	uk	8	juk	juk8	jʊk²²	
浴	浴	j	uk	8	juk	juk8	jʊk²²	
欲	欲	j	uk	8	juk	juk8	jʊk²²	
辱	辱	j	uk	8	juk	juk8	jʊk²²	
褥	褥	j	uk	8	juk	juk8	jʊk²²	
獄	狱	j	uk	8	juk	juk8	jʊk²²	
豁	豁	w	uk	7	wuk	wuk7	wʊk⁵⁵	
屋	屋	x	uk	7	uk	uk7	ʊk⁵⁵	
瓜	瓜	gw	aa	1	gwaa	gwaa1	kʷa⁵⁵	
剮	剐	gw	aa	3	gwaa	gwaa3	kʷa³⁵	
寡	寡	gw	aa	3	gwaa	gwaa3	kʷa³⁵	
卦	卦	gw	aa	5	gwaa	gwaa5	kʷa⁴⁴	
掛	挂	gw	aa	5	gwaa	gwaa5	kʷa⁴⁴	
誇	夸	kw	aa	1	kwaa	kwaa1	kʷʰa⁵⁵	
夸	夸	kw	aa	1	kwaa	kwaa1	kʷʰa⁵⁵	
垮	垮	kw	aa	3	kwaa	kwaa3	kʷʰa³⁵	
跨	跨	kw	aa	5	kwaa	kwaa5	kʷʰa⁴⁴	
乖	乖	gw	aai	1	gwaai	gwaai1	kʷai⁵⁵	
拐	拐	gw	aai	3	gwaai	gwaai3	kʷai³⁵	
怪	怪	gw	aai	5	gwaai	gwaai5	kʷai⁴⁴	
虧	亏	kw	aai	1	kwaai	kwaai1	kʷʰai⁵⁵	
規	规	kw	aai	1	kwaai	kwaai1	kʷʰai⁵⁵	
窺	窥	kw	aai	1	kwaai	kwaai1	kʷʰai⁵⁵	
逵	逵	kw	aai	2	kwaai	kwaai2	kʷʰai²¹	
葵	葵	kw	aai	2	kwaai	kwaai2	kʷʰai²¹	
癸	癸	kw	aai	4	kwaai	kwaai4	kʷʰai³³	
劊	刽	kw	aai	5	kwaai	kwaai5	kʷʰai⁴⁴	
檜	桧	kw	aai	5	kwaai	kwaai5	kʷʰai⁴⁴	
繪	绘	kw	aai	5	kwaai	kwaai5	kʷʰai⁴⁴	
潰	溃	kw	aai	5	kwaai	kwaai5	kʷʰai⁴⁴	
愧	愧	kw	aai	6	kwaai	kwaai6	kʷʰai²²	
坤	坤	kw	an	1	kwan	kwan1	kʷʰɐn⁵⁵	
昆	昆	kw	an	1	kwan	kwan1	kʷʰɐn⁵⁵	
群	群	kw	an	2	kwan	kwan2	kʷʰɐn²¹	
裙	裙	kw	an	2	kwan	kwan2	kʷʰɐn²¹	
捆	捆	kw	an	3	kwan	kwan3	kʷʰɐn³⁵	
菌	菌	kw	an	3	kwan	kwan3	kʷʰɐn³⁵	
困	困	kw	an	5	kwan	kwan5	kʷʰɐn⁴⁴	
睏	困	kw	an	5	kwan	kwan5	kʷʰɐn⁴⁴	
窘	窘	kw	an	5	kwan	kwan5	kʷʰɐn⁴⁴	
骨	骨	gw	at	7	gwat	gwat7	kʷɐt⁵⁵	
橘	橘	gw	at	7	gwat	gwat7	kʷɐt⁵⁵	
掘	掘	gw	at	8	gwat	gwat8	kʷɐt²²	
隙	隙	kw	at	7	kwat	kwat7	kʷʰɐt⁵⁵	
君	君	gw	an	1	gwan	gwan1	kʷɐn⁵⁵	
均	均	gw	an	1	gwan	gwan1	kʷɐn⁵⁵	
鈞	钧	gw	an	1	gwan	gwan1	kʷɐn⁵⁵	
軍	军	gw	an	1	gwan	gwan1	kʷɐn⁵⁵	
轟	轰	gw	an	1	gwan	gwan1	kʷɐn⁵⁵	
滾	滚	gw	an	3	gwan	gwan3	kʷɐn³⁵	
棍	棍	gw	an	5	gwan	gwan5	kʷɐn⁴⁴	
郡	郡	gw	an	6	gwan	gwan6	kʷɐn²²	
關	关	gw	aang	1	gwaang	gwaang1	kʷaŋ⁵⁵	
鰥	鳏	gw	aang	1	gwaang	gwaang1	kʷaŋ⁵⁵	
慣	惯	gw	aang	6	gwaang	gwaang6	kʷaŋ²²	
