%	又音
？	存疑
ioŋ5	雍（於用反）邕（雍）壅㙲灉用𤰆（用）𠛁（用）
pɔk7	北𧉥𢫯𧟱僰䞳踣䵗垘菔匐𠣵仆菩掰辟（博厄切）薜檗擘糪蘗𤖟百𦣻（百）佰柏栢伯㼟𦯉湐敀白𦣺𤼽帛𦰬舶鮊𦌠繴䌟欂卜𠁡（卜）轐鳪𡡐䪁𩯏𪇰襆䧤獛濮纀樸蹼暴𣋴（暴）𡕡菐僕㲫𥐁穙䑑䗱樸瀑（飛泉懸水也）曝犦襮𧟊（襮）𪇰轐僕瞨䑑䗱鏷䴆爆（灼也）
pʰɔk7	𠣾覆𧕡糪𢶉𠓗𧻙啪怕拍珀敀洦𤖼魄迫廹霸（魄）皛釽骲醭攵濼攴扑𪐙撲噗𪔿墣𥣜䴆曝副帕幞白
mɔk7	冒（密北切 貪也 +犯也 人名）𡈘（冒）𡇾（冒）𤲰䁇𢄏墨嘿默𡣫䘃䁿纆艒万百𦣻（百）佰𡠜陌伯帞㹮袹蛨+𧻙𡖶𧕥嗼貊貉㱳銆𩢷貘驀𢫦洦脉（脈俗字）脈麥衇𧖴嘜霢𧡒覛𧠨眽朷蓩木沐蚞毣楘霂艒𨍎鞪㡔鶩媢瑁㺺（瑁）𤣽（瑁）𣔺萺艒㙁繆坶目𡇡（目）𥃦（目）𥆤（目）苜牧㾇𦱒㣎萺睦𡻲（睦）𡍬鉬穆𢿬（穆）𢿉（穆）𢾓（穆）𥟟（穆）帕（集韻莫白切 帕腹）
fɔk7	愎偪楅葍幅福畗（福）蝠輻踾𦿁鶝𠋩腹複輹鍑𥳇菐䪁㙏蕧䔰蝮𥨍覆𩯅鞴𨋩伏𦨈𠬝服𣍞（服）茯畐洑栿菔虙匐棴絥𥪋箙𨌥𩊙澓𩎧𩢰𩋟鵩𪃃复㚆𠰞（㚆）復（房六切 方六切）𢕛（復）𠣸（復）𡕴𡕨㚆𠣾椱𤸑蕧輹𥨍馥鰒袱襆蔔（菔俗字）目？
tɔk7	啄濁豰剢𣫔𡰪竺啄𢽴䐁𧞐𪇆㾄𤟩騳獨匵𨽍䢱瀆嬻瓄櫝殰𦢌（殰）犢牘皾䫳髑豄贕讀韣䮷韇黷讟㒔襡儥碡罜督𥓍裻𧛔錖𧝴𧞶𤬂篤焯𡰪竺瑇𢃶纛毒𦸕（毒）𧉉（毒）𡹆𡴛𦺇蝳碡豰？椓
tʰɔk7	𣬜禿秃𢬳䛢鵚
lɔk7	犖䮽𨞻鄜𥪋谷𧢲角（盧谷切）龣𪛓磟甪录彔鹿渌淥娽琭禄祿㪖碌睩𤽺盝𣿍摝蔍𧌍箓廘漉䎑趢𨌠㼾𥛞䚄㯟𥉶䍡𥂖螰𦌟簏𦪇轆簶麓𩅄鏕騼𨏔觻濼𥂇耨傉搙褥濼肭朒沑忸䂇恧䖡衄𦗂蓼六磟𡴆坴陸𤱒（陸）淕𥚊𦸐稑僇剹勠𠝧（勠）𧌉䡜踛戮𡠢（戮）𦐱（戮）穋𦾷𩣱鵱鯥菉渌淥逯娽㫽㪖碌趢醁䟿𧨹䚄録錄騄䱚籙氯緑綠鮞衄朒肉（如六切）𡧢宍（肉）辱𢟲（辱）鄏𪑾蓐嗕溽媷㦺褥縟𩱜入
kɔk7	蟈國囗（國）囶（國）圀（國）𢧌（國）䆐（國）馘膕𢼛虢㶁𧭣唬嘓蟈䂸摑聝幗𧖻漍慖䬎馘𢹖𩪐膕讗埻𧾛唂轂𨍔（轂）䜼谷𣨍䀰𧣡榖䐨穀糓濲瀔𪕸𪇗𥆌瑴𤞞吿+告+郜祰䧼䶜梏牿䧊䅵鵠（姑沃切 ？胡沃切）骨𧢲角（古祿切）公？
kʰɔk7	𧍕𠠎䍍䧊哭㲄𪍠𣫓䵈㲉𡷥告吿焅𥞴酷嚳硞縠觳
xɔk7	斡𢃤𥇙或𢈿（或）𡿿𢃎惑䰥蜮硅諕砉漷湱𢝇謋𦒧焃劃𠟱（劃）𢄶繣㩇剨䦝捇掝㖪湱𦑌㦎䐸䬉𥊮𤁹𨐶礊𠜻𤷇鱯畫𤱪（畫）𨽶（畫）𤲯（畫）劃𠟱（劃）嫿咟㗲獲彠嚄濩𡄴豰𦞦熇㷤𣪥𧹲鍙嚛嗀䶜斛焀𣹬蔛槲𣫈螜䈸㽇𧂔礐滈熇嚛臛歊翯㿥𤌍𨴬頶？鵠隺（胡沃切）礐
ʔɔk7	䪝蒦擭矆握𦥆（握）齷喔屋𦤿（屋）𦤼𡲃剭𪑱䑁𨜘鱟䁷沃䮸鋈䑁觷
tsɔk7	㩇䟄䞰鎐鏃傶𣪻錊𢒔瘃𤷚孎欘斸钃𥴁竹⺮竺茿筑築蠋躅𨄃（躅）蠾䠱䙘㗤踧噈𦟠縬蹙蜡蹴顣𥷛𠴫殧槭摵𣢰𧑙𣤶足疋（足）𤴕（足）哫𣤶縬𡎺琡喌+粥柷祝𥘱（祝）韣属屬鸀㰲噣燭蠋䟉蠾䌵矚蜀？卒（俗又音）蓫篴柚妯軸碡逐𢄘（逐）舳蓫𧏿䮱鱁筑
tsʰɔk7	趗蔟䃚瘯簇梀銼鑿𨰒（鑿）族㞺（族）𥎩（族）𥎼（族）𥏁（族）𧼙亍豖㙇𢒔𥹵梀畜嘼（畜）傗鄐搐滀竹矗苖荲敊諔蓄稸㹱促數趣趨𤗁趗誎𦠁鼀蹴殧珿䎌𧯩𨴖矗𪘏觕歜臅觸𧢻（觸）齪俶埱琡𣥹柷
sɔk7	𢷾棴𨄞嗽㑛速涑梀殐𡖯蔌遬數僳觫樕餗𧐒𣫎藗簌𧫣𪋝𩱖裻洬玊夙𣦽（夙）𠈇㑉𠉦㓘𤥔肅𦘡（肅）䏋（肅）𢙻（肅）㩋潚璛橚䑿㪩䃤䎘𪂸𪄑𩘹驌鱐鷫蟰宿（㝛俗字）㝛蓿玊涑粟𥾄（粟）𥸫（粟）𥹟（粟）𠧼（粟）䅇（粟）㔄𥻆憟𣯼俗圱（俗）藚𩌮續賡（續）摵嗖𧽏謏樎𧼭㩋𧐴謖蹜䎘𩘹摍𦄲縮莤襩韣㒔㯮属蜀㻿襡屬䙱欘蠾鐲淑孰婌塾熟𡒒（熟）䃞璹𠩱（璹）𨷙尗叔𡭫（叔）𠁮（叔）𢆑（叔）倏倐掓菽𨁀跾𢞣鮛㶖虪儵透翛束㑛䴰贖𩌮囑
ʔɔk7	𤛹
tɕiɔk7	橘拲挶梮𦥑㮂輂䋰䡞鋦𨦴（鋦）𧤑𦅽絭臼匊掬拘𡙳踘諊𥲩鞠鬻𠮑（鞠）告吿鞫𡫬𥩁𥷤𦥑𨸰㘲泦菊㹼㥌椈𧿻𦶗㽤閰𩬜趜𩛺䳔䱡鵴蘜𧃓巈𪈓𣐊踘𠤄鞠𠮑（鞠）毱䗇趜䜯𪁁𩣽䱡鵴驧拱局侷焗䎤跼駶𩭊垢
tɕʰiɔk7	𠤄鞠𠮑（鞠）𩍔麯麴𥶶䱡匤䒼蛐髷曲筁促
ɕiɔk7	畜嘼（畜）鄐荲𥈆蓄慉㜅𤲸稸蓫頊旭旮勖勗𩪉𩔴續（舊 又）
iɔk7	頊（人頊䪴）王𤣩玉𤣪（玉）鈺獄𡈭（獄）鳿琟砡澳澚（澳之譌）懊䐿噢𣢜㰲𠸹𪑝郁栯拗彧戫𨞓奧隩墺𡋮（墺）𡋸（墺）圫（墺）𡌱（墺）薁稶燠灹（燠）𤈰（燠）䉛𨪎哊囿谷峪𤞞浴欲輍鋊慾𩀑鵒𧷗唷蘛𢌻育昱堉𦱀逳淯棛喅焴蒮煜蜟毓䋭𥉑錥儥𤳕鬻𩱱粥𧶠𧷏
paŋ1	㨍幫𨢐鞤縍邦𨚚（邦）邫（邦）垹𤰫梆傍（又 近也 ~黑）方𤙗（方）
paŋ2	□（瓷器碎音）
paŋ3	𣮧榜㮄牓蒡螃䰃氆紡？縛？綁（俗字）𦂌膊？
paŋ5	謗舫螃搒傍徬𢗒玤㭋蚌棒棓䎧蜯
pʰaŋ1	磅鎊雱滂𣂆膀䨦霶芳𤵸肨胮𩐨𪐿𪔔汎
pʰaŋ2	傍趽方𤙗（方）房彷旁𣃟（旁）𣃙（旁）㝑（旁）𨜷膀䅭螃篣䠙髈騯房舽胮𩐨逢逄
pʰaŋ3	髈耪（俗字）䒍龐
pʰaŋ5	肨炐
maŋ2	䀮邙芒吂汒忙杗𥐞茫𨛌恾朚𡩩蘉尨厖哤㟌狵浝娏牻𥆙痝蛖駹䵨𠈵盲（此音不正 當呼如萌）蝱（~牛子）邙芒杗𨛌硭朚鋩
maŋ3	忙㟐孟莽茻壾漭㬒䁳䒎蟒蠎䥈𠈵𪁪猛
maŋ5	吂𥁃㟐漭孟
faŋ1	匚𠤬（匚）方𤙗邡坊汸枋牥䄱舫蚄趽鈁鴋肪芳淓妨望𦣠（望）
faŋ2	方𤙗（方）坊鴋防肪房魴妨亡（鄉又）
faŋ3	方昉昞（昉）瓬倣放匸（放）仿紡髣䲱鶭彷訪
faŋ5	坊趽舫放匸（放）𨾔邡妨+𩦠犯𤝑（犯）𢒿（犯）防
taŋ1	當𤱭（當）噹璫𦡁㼕襠蟷簹𨎴鐺檔儅？凙樁唐（，音 巷~）啺（唐）𣉺（唐）𡃯（唐）
taŋ3	党擋黨䣣攩𧅗灙欓𥤗讜瓽蕩儻
taŋ5	當𤱭（當）擋瓽儅譡闣愓婸𢠽蕩𥯕䑗璗盪簜嵣潒崵𡇈宕菪逿碭𦿆嵣踼圵
tʰaŋ1	盪簜𦳝湯蝪羰𧼮薚闛鼞踼鏜倀
tʰaŋ2	碭闛坣唐𣉺（唐）𡃯（唐）堂㙶（堂）棠啺逿傏嵣䧜塘搪蓎䣘溏隚瑭榶𥏬𤚫㼺㲥煻樘磄𤛋膛橖踼螗篖糖赯𨍴醣螳餳糛𨶈䉎鎕餹𩹶鶶𪕹場徜
tʰaŋ3	惝攩𥯕耥踼帑倘偒㼒黨儻戃曭𣎲爣矘㿩？逿
tʰaŋ5	蕩盪湯儻燙𨫖鐋摥
laŋ1	狼浪穰
laŋ2	囔囊𢑿（囊）蠰饢啷郎㟍狼㝗欴琅𤨜（琅）𤦴（琅）蓈桹廊瑯榔硠稂𥍫𦵧筤艆䡙螂（蜋俗字）躴閬鋃䯖駺𪁜𩷕浪莨蜋哴踉𨟚獽瀼孃禳穰瓤䉴躟𩆶鬤攘𣀮儴勷蘘𧅍（蘘）鑲涳𣰊䁸𦗳譨鬞噥𩟊𪆯瀧䮾蘭（限又 馬~頭子）
laŋ3	曩㶞灢㝗榔朗𥇑（朗）脼（朗）朖誏崀俍蠰䖆穰躟壤瀼𦦶（壤）攘𣀮（攘）嚷䑋𥗝盪
laŋ5	灢儾㚂閬埌浪蒗䕞攘𣀮（攘）懹讓𧮨𦦬（讓）欀
kaŋ1	岡𠆼（岡）𡶬牨杭缸罡剛𠜛（剛）𠇝（剛）𠇙（剛）堈崗㓻𤭛犅堽綱㭃（綱）𣓡（綱）鋼掆苀迒笐魧亢肛矼𧢸釭杠玒江茳豇䜫扛𢴦
kaŋ2	抗
kaŋ3	㽘𨟼䴚䟘港傋耩講𧪸
kaŋ5	鋼掆槓（俗字）虹（古巷切）洚𡲣降（古巷切）絳行
kʰaŋ1	康𠭳（康）㼹𨻷漮㝩槺𤮊㱂𥉽穅𥹺（穅）䗧糠躿炕（灼也）邟㼹崆涳悾控𤟄椌腔羫𩩝㾤跫鏗
kʰaŋ2	扛
kʰaŋ3	骯慷㝩䡉𡻚忼炕（又音 灼也）懬
kʰaŋ5	蚢頏亢伉邟抗犺炕砊閌鈧𪎵阬囥
xaŋ1	夯㰠䐠忼炕舡肛谾啌𨋪
xaŋ2	肮行苀迒杭斻蚢航𦐄筕頏𨁈魧沆桁胻邟抗亢（抗）吭缻缸夅洚扛栙䜶跭降（戶江反 ~婁）
xaŋ3	酐𤰟汻骯蚢沆䟘𡕬吭傋夯𢞡
xaŋ5	笐吭項缿閧衖巷䣈鬨桁（椸也）行
ʔaŋ1	咉㹧姎眏𧲱佒泱殃𥙏（殃）胦䄃鉠霙胦䱀ㄤ
ʔaŋ2	㟅？䒢枊昂㭿䩕䭹卬
ʔaŋ3	䇦盎醠咉泱姎坱軮駚映秧鞅岟炴紻𧵌駚怏柍詇䬬慃䭹
ʔaŋ5	盎醠怏㿮詇䬬枊䭹𡵙
tsaŋ1	匨戕样䍧臧藏贓張弡（張）粻餦漲商（諸良切）章鄣蔁獐彰漳慞嫜璋樟暲蟑𩌬麞𪅂障墇箏葬
tsaŋ3	驡髒駔長镸（長）𨱗（長）𠤐（長）𠑷（長）𠔊（長）𠑻（長）𠑿（長）𡕣（長）𤓯仉掌牚撐鞝黨
tsaŋ5	奘弉臧藏匨（藏）奘𨌄臟張弡（張）漲帳脹痮賬丈仗杖㽴長镸（長）𨱗（長）𠤐（長）𠑷（長）𠔊（長）𠑻（長）𠑿（長）𡕣（長）瓺仗障墇嶂幛㢓瞕瘴葬𦽱（葬）𦱼（葬）𧂥（葬）𦿑（葬）
tsʰaŋ1	倉仺（倉）𠥐凔𠖸（凔）蒼𡶍（蒼）𦭆（蒼）滄𣶟（滄）𣳁（滄）艙𩀞鶬傖倀鼚𦳝昌菖猖娼琩裮閶錩鯧倡
tsʰaŋ2	臧藏匨（藏）長镸（長）𨱗（長）𠤐（長）𠑷（長）𠔊（長）𠑻（長）𠑿（長）𡕣（長）瓺㙊萇場腸脹痮䗅䠆常㦂甞嘗嫦鋿嚐償𪄹𩼝？尚？尙
tsʰaŋ3	蒼𡶍（蒼）𦭆（蒼）昶鋹惝敞僘廠𢠵氅𪅶䟫場（俗又音）
tsʰaŋ5	昶鬯悵𥇔暢畼𥠴䩨𧀄韔廠昌倡唱𪛋淌
saŋ1	桒桑𣕐（桑）𠭌（桑）喪𡂤（喪）𡴧（喪）𡂧（喪）𦦦（喪）𡚏（喪）𠸶𦅇𩦌塲𤳈㲽商𡅟（商）𠾃（商）𡂦（商）𠿧（商）𡃬（商）𡄚（商）𠹧（商）傷蔏慯殤𧶜熵𥏻螪觴𪄲䵼湯饟禓䵮𣝻鬺𩰱
saŋ2	腸脹痮裳
saŋ3	搡嗓磉𣞙顙𣡆上？𠄞（上）？丄？償（集韻又音）晌（俗字）賞扄𩞃𩞧饟曏
saŋ5	喪𡂤（喪）𡴧（喪）𡂧（喪）𦦦（喪）𡚏（喪）𠷔𠸶償丄上𠄞（上）尙尚緔蠰傷慯𤵼餉𩜋（餉）饟向珦曏蟓搡
zaŋ2	裳%
niaŋ1	孃
niaŋ2	娘孃瓤鑲良𡰩（良）𥭣（良）𡆨（良）凉惊涼梁𣹷（梁）渿（梁）椋㹁𥹭蜋粮粱墚綡樑輬䣼䝶𩗬糧𣄴量𨤦（量）𨤥（量）踉蘭（限又 馬~頭子）
niaŋ3	䒢卬𠨐仰𠓜両㒳兩㔝倆掚䓣𣓈脼裲蜽緉魎輛匁（め　もんめ）
niaŋ5	讓𥽬釀䖆仰𨋕悢涼惊㹁𩗬兩㒳（兩）緉亮哴量𨤦（量）𨤥（量）䀶晾喨𣄵湸䁁踉輛諒掠
tɕiaŋ1	𢪇將摪漿𤕯（漿）螿鱂蔣姜畕僵壃薑橿殭㹔礓䗵疆繮韁𧅁畺江
tɕiaŋ3	蔣㢡㯍槳獎䉃膙憼襁繈繦鏹勥講𧪸
tɕiaŋ5	將𢪇（將）𨟻𨡰醬匠䞪𪀘彊彊弜滰誩𧮣（誩）弶糨雀（吳音）
tɕʰiaŋ1	鶬將𢪇（將）斨搶瑲槍嶈牄篬錆謒𨶆蹡𨄚鏘𢐓（鏘）𪙝搶嗆蹌熗（俗字）𥏻羌𡹽猐𡸓蜣
tɕʰiaŋ2	爿𤕪（爿）戕墻薔廧𢋾（廧）嬙檣牆𤖧（牆）蘠佯𤞛庠𦍙祥翔𨀘詳洋痒彊䲔強腸
tɕʰiaŋ3	搶摤勥𠣀𠣃
tɕʰiaŋ5	蹡𥇉唴羻
ɕiaŋ1	相葙廂湘箱緗襄𡣿（襄）𠆝（襄）𧞜（襄）忀瀼瓖欀纕鑲驤皀𪏽香（𪏽之省）㿝（香）郷鄉薌膷霜
ɕiaŋ3	想鯗亨𠅖（亨）享𠅠（享）亯䖮蠁饗響𡪥（響）𡪆（響）曏嚮向（嚮）𡩉（嚮）𡪥（嚮）
ɕiaŋ5	相象𤉢（象）像勨𦺨嶑𨖶潒橡襐蟓鱌蠁向珦萫曏嚮𡩉（嚮）𡪥（嚮）𧬰䦳項
iaŋ1	央秧鴦
iaŋ2	詳羊佯𦭵昜徉洋眻陽𨼘（陽）𨽐（陽）𣆄（陽）揚𠭲（揚）蛘崵𦍹瑒楊敭暘煬湯禓瘍輰諹鍚鴹𩋬𥂸颺鰑鸉样烊
iaŋ3	勨蛘蝆氧痒養䍩（養）𢼝（養）瀁癢𧓲䑆
iaŋ5	像㑰眻煬諹颺痒養䍩（養）𢼝（養）瀁恙羕𠍵㺊㨾漾𡡂樣䭐𩞭𧫛䵮
kuaŋ1	光炗（光）𤎫（光）𠈑（光）𤉭（光）灮侊垙茪洸珖胱輄僙𨎩𩧉桄橫（姑黃切 漢門名）恍
kuaŋ3	廣鄺𠏤獷臩逛迋
kuaŋ5	光炗（光）𤎫（光）𠈑（光）𤉭（光）桄橫（古曠切）𠉫㤮臦誑俇誆狂𢚇（狂）行？
kʰuaŋ1	䯑匡邼劻䒰哐洭恇䖱筐軭𩬹𩢼框眶硄
kʰuaŋ2	㞷呈（㞷）𡴍（㞷）軭狂𢚇（狂）𤝶𢙌軖鵟皇
kʰuaŋ3	䡉夼懬爌
kʰuaŋ5	壙懭曠𣊥（曠）爌矌纊礦况況𡶢（況）
xuaŋ1	㠵巟肓荒𠃤（荒）𠯚（荒）㡆衁𣆖䀮𣺬𥿼𥡃𩣐𧧢𧧮鄺惶
xuaŋ2	撗皇𦤍（皇）𦤐（皇）𤽙（皇）𤽚（皇）𤽧（皇）䍿偟𨜔凰隍堭黃𡕛（黃）皇𦤍（皇）𦤐（皇）𤽙（皇）𤽚（皇）𤽧（皇）葟崲遑徨湟惶媓𨝴煌䅣獚潢璜蝗篁艎磺卝（磺）癀蟥簧𤯷𤰀（𤯷）餭趪韹騜鰉鱑亡
xuaŋ3	𣆖忙㤺慌㬻𡧽詤𧧢謊䁜爌怳詤𧧢𧧮謊
xuaŋ5	荒𠃤（荒）𠯚（荒）攩晃幌櫎滉榥皝攩潢擴暀𣍦貺𧵮（貺）軦況𡶢（況）□（閒步）
tsuaŋ1	妝㽵莊𤖄𤖈𦻊𠗎𤕶粧䊋裝𧚌𣻛樁
tsuaŋ5	䊋莊（篇海謂側亮切 恭也）𤖄𤖈𦻊𠗎𤕶裝𧚌壯𣴣狀戇憧艟䡴僮撞幢𢤤漴
tsʰuaŋ1	𠛂瘡創𠝀（創）𠛲（創）戧憃䄝𥡟𧜧䚎窓窗𡆧（窗）牎摐䆫䎫囪囱𥍷鏦堫
tsʰuaŋ2	疒牀𣃘𩪘橦撞幢𩞐淙㼻鬃
tsʰuaŋ3	搶𠞮傸㼽磢愴搶漺䫪噇䭚
tsʰuaŋ5	滄𣶟（滄）𣳁（滄）刱剏創戧（創）𠝀（創）𠛲（創）愴䚎𥈄䎫
suaŋ1	蠰霜孀騻鷞驦鸘瀧雙䉶艭䝄𨇯𢥠緗
suaŋ2	雙□（瀝也）
suaŋ3	㼽鷞爽𠙠（爽）𡙁𤕤塽漺樉𦄍䫪
suaŋ5	淙㦼霜
uaŋ1	洸尪𡯪汪𪁘𡯁尣
uaŋ2	亾亡莣忘（武方切）朢？王彺蚟𩵭橫（，戸盲切）
uaŋ3	㳹瀇网罒𠕃（网）𦉽（网）𦋟（网）𦉮（网）𤣴𡔞罔𡦽（罔）𡧏（罔）菵惘棢蛧𦖉網輞誷魍𤙗方（方）汪枉𣒈（枉）𢼟𣢫𢽃往𢔎（往）𨓹（往）暀
uaŋ5	汪䤑汒𡚶妄忘（巫放切）望𦣠（望）朢𧫢㤮王暀迋𣈧𣇭旺（𣇭俗字）往𢔎（往）𨓹（往）
pak7	博搏㗘猼愽䙏䗚䍸簙鎛餺𩌏髆𥴮欂襮𧟊（襮）䶈鑮𪙍溥薄（傍各切 迫各切）礴礡䭦蒲亳鉑箔鑮𩍿𩽛踄簿縛𦢊㿺趵爆𧭤謈剥剝𠚪（剝）𣀛𣀛𥭖駁𩐟駮髉䑈𪇰肑嚗柏（~油又音 源，）雹%𩅟%（雹）𩆗%（雹）𩇌%（雹）薜（弼角切）彴
pʰak7	𦢸胉薄（匹各切）搏膊𥴮濼粕䨣奤𦥭𦐦蒪𦿍𩔈䪙䨰𩅿颮㩧鞄攴𢪊釙謈𧴤𤆝圤㺪墣璞朴𥛟樸㹒窇雹𩆗（雹）𩇌（雹）𥭓䈏𦢊𩅟骲瓝瓟㼎䮀𩣡豰㩧懪犦𩺽跑謈泊𢷏怕（白各切 通泊 憺怕）杷（限 枇~）
mak7	鄚摸膜莫𦮅（莫）䒬（莫）𦱴（莫）𠢓塻嗼𡈗𢊗漠寞𣩎瞙瘼鏌幕皃眊𥉗瞀𢷕藐邈㦝瞐𦋹毣沫湏（沬）脈（來龍去脈）
fak7	縛%？
tak7	㤞度𡧪（度）㡯（度）仛剫喥𩑒𢜬凙𨍏踱𧩧澤（達各切）䐾鐸𩍜襗拓？摕（拓）？涿（說文流下滴也  一~水）特
tʰak7	魄霸（魄）舄舃乇托侂𠊴斥沰託袥飥馲魠𩧐橐𡇈（橐）庹拓摕（拓）柝𦚈𣔳𨂫𣟄籜蘀矺？喥
lak7	諾喏（諾）鍩袼挌硌鉻䶅駱烙酪咯詻橐轢𤻲㓢各洛格洜（洛）珞𣧳䀩𤽥路落笿絡𤽼𩂣雒𩊚𣛗鮥鵅濼𨏒𧭥𪇱馲𩧐樂爍躒餎溺（奴歷切 昵角切 而灼切）㲻（溺 奴歷切 昵角切 而灼切）惹叒若𦱡（若）𦱶（若）𧁇（若）鄀弱楉搦蒻𨀝箬䐞掉搙𧢺𧣺䚥䃕犖𡁆貉日
kak7	咯胳袼擱格（樹枝也）閣各腳（限 新 ~色）梏䮤角𧢲較斠玨珏𤤴捔桷䡈傕瑴䁷覺覐（覺）𧠭（覺）壆龣𪛓搉榷（古岳切）𣙜䮸䚫
kʰak7	恪㤩愙𥯚觳毃殼𡇱𡴊埆硞𤿩塙搉愨𢢢慤（愨之俗）𣤇碻隺（克角切）榷（克角切）𣙜確+䐨（五音集韻苦角切 皮甲也 又从上擊下也 一曰素也）㲉燩礐㱿嶨𠕓
xak7	狢䅂涸貈䶅䮤佫𠗂沍鶴貉𥉑豿𩌥滈（許角切 黑各切）翯嗀謞㕰𦰾𩌊瀥𤀰䤕翯㿥确嶨澩𥀣觷鷽壆郝鄗鰝蠚嗃㕡𧮸𦞦熇壑矐謞隺（曷各切）
ʔak7	𢙣堊惡悪亞（惡）啞蝁噁（噁噁）䛩龏𦯏偓幄渥媉楃腛𠿟䮸𪑱鷽葯箹咢㖾鄂偔堮萼蕚𦹛蘁𧊜遌㗁崿湂愕㮙𠟎𧍞噩諤鍔顎𡓐𡾙鶚鰐𡅡齶鑩鱷𧍞𧊜
tsak7	鑿𨰒（鑿）迮柞作胙（作）𢓓（作）㘀糳𣫞鑿𨰒（鑿）笮砟柞𢂃㸲莋秨筰鈼𥯭𦁎䎰岝怍葃酢飵醋芍着著鐯擆𣃈𥖛櫡𥗁着著（陟略切 直略切）焯繳勺妁彴犳㣿𧘑斫酌禚䅵𥯩䶂謶摭
tsʰak7	縒剒莡厝逪錯䥘（錯）䱜昨𤟭逴辵⻍辶㲋蠚婼鄀踢繛婥淖綽焯（尺約切 魯有孟公焯 非湯中小熱者）斫磭𦁎
sak7	索（蘇各切 %！山戟切）𢱢𦵫㮦𩌈溹仢勺芍杓妁汋䟏舃舄獡爍䁻鑠㜰藥𤄶爚踢碩灼
niak7	逽蹃𨵫磭虐𧆱（虐）𣑅（虐）瘧婩硸詻撂掠擽䀩㨼䂮略畧㗉䛚𧎾𪀡䌎藥+
tɕiak7	燋爵𥥼（爵）𩰧（爵）𣡫（爵）𠙘（爵）㩱𩰥爝䶂嚼皭爝脚腳屩繑蹻卻醵𧮫𠊬𠶸䐘𧍕臄蹻噱覺覐（覺）𧠭（覺）著（直略切）
tɕʰiak7	恪㤩愙㹱䱜踖𨅦（踖）皵碏䇎趞鵲錯（七約切 物理麤也）芍舄却卻𤷽𨟠玨珏恰雀確嚼？
ɕiak7	削學
iak7	葯約䋤蒦𦆗𠨲敫櫟爍鑠藥㿑𢅹𤄶纅𥌺𧢢鑰礿𠩃䋤龠㜰蘥𤒀瀹𤅰躍趯爚禴𧕋籥𤅢䟑䖃䠯𨷲鸙𨈋𩱲彠觷岳捳㹊樂嶽𡶓（嶽）𡶳（嶽）𡴳（嶽）𩓥鸑曰
luak7	硦
kuak7	郭崞𩫏𨟍𦘅椁㗥槨廓𢌓（廓）彉彍埻䣤𡚠戄𧾵貜
kʰuak7	漷㗥噋𠠎擴鞟鞹𩌒（鞹）籗籱𢖦躩
xuak7	劐䁨隺（忽郭切）霍攉搉藿𧆑瀖矐癨靃彉彍霩擭濩𩆀𢋒𤻙㦜檴𤐰䨥穫+鑊矍攫𡚠玃彏𧾵𨏹躩貜钁𪈴蠼矆䂄戄彏謔𧫪嚯畫（又）𤱪（畫）𨽶（畫）𤲯（畫）□（水激蕩）
tsuak7	㘀斮𢧉（斮）菿噣孎桌倬涿卓𠤞（卓）𠤚（卓）𠤟（卓）𢂚（卓）㧻𢁁啄（+書又）啅焯趠琢𢽚晫䐁斲+諑斀𥢔椓㪬鸐鸀嬥濁𢢗擢㺟濯鵫𧃔蠗鐲𩑂𢺡𩆸捉穛𥼚穱斮𢧉（斮）篧𧂒簎捔澩汋丵浞𤉐𨖮鋜篧𢋱灂鷟齺棹櫂
tsʰuak7	㪬逴踔戳趠晫𥭓䃗娕娖擉齪𪘏齱
suak7	數朔𣍮（朔）矟搠蒴㮶𦋞槊𦂗欶嗽嗍揱箾
uak7	瓁鸌雘蠖臒𩟓嬳臒嬳濩𡤬𧤽𧅚䢲籰𥸘齷
pən1	奔賁犇錛䴅
pən3	本楍（本）㮺（本）𡴡（本）苯㡷畚𤲙笨
pən5	奔犇（奔）逩笨㨧獖夯体坌𣴞糞（非問切）𥼇（糞）𥼈（糞）𥻔𥻎𡐢𡏙坋𡓴𣀰𡏰粪𢹔拚𡊄𥼢𥻪𥼯𣀰𡊅
pʰən1	噴濆歕
pʰən2	盆葐湓𪂽
pʰən3	翉
pʰən5	噴+湓歕+
mən1	悶
mən2	樠䟂𪈿門捫璊𣯩鍆䫒䊟𤅣虋們怋亹文？
mən3	懣本楍（本）㮺（本）𡴡（本）
mən5	悶燜懣璺物（每作輕聲）？面莫
fən1	扮分匪吩𣯻餴饙𡊄砏芬𢁥㞣氛𣬩衯敃紛棻酚雰𨷹錀𦐈
fən2	頒賁䫶㞣妢氛棻𣱦汾枌盼朌肦蚡羒梤𧮱棼焚燔（焚）𦶁馚蕡鳻魵燌鼢鼖羵轒豶鐼䩿馩䴅墳𡏶（墳）橨𪔵濆葐
fən3	扮粉黺魵忿
fən5	𡊅僨𥻔奮㱵糞（方問切）𥼇（糞）𥼈（糞）𥽒瀵拚魵忿瀵湓扮蚡魵鼢轒坋弅墳𡏶（墳）憤膹㿎𢅯𢤬鱝分份坋秎㿎𢅯粉（+飾也）𥻎𡐢𡏙坋𡓴𣀰𡏰粪𢹔𡊄𥼢𥻪𥼯𣀰
