單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
吏		l	ai	6		l	ɐi	32	
麗		l	ai	6		l	ɐi	32	
邐		l	ai	6		l	ɐi	32	
利		l	ai	6		l	ɐi	32	
痢		l	ai	6		l	ɐi	32	
莉		l	ai	6		l	ɐi	32	
俐		l	ai	6		l	ɐi	32	
勒		l	ak	8		l	ɐk	32	
簕		l	ak	8		l	ɐk	32	植物的刺
肋		l	ak	8		l	ɐk	32	
簕		l	ak	7A		l	ɐk	45	簕菜茶
凜		l	am	1		l	ɐm	23	
林		l	am	4		l	ɐm	21	
淋		l	am	4		l	ɐm	21	
琳		l	am	4		l	ɐm	21	
霖		l	am	4		l	ɐm	21	
臨		l	am	4		l	ɐm	21	
懍		l	am	4		l	ɐm	21	
廩		l	am	4		l	ɐm	21	
卵		l	an	2		l	ɐn	45	
掄		l	an	4		l	ɐn	21	
倫		l	an	4		l	ɐn	21	
淪		l	an	4		l	ɐn	21	
綸		l	an	4		l	ɐn	21	垂綸
輪		l	an	4		l	ɐn	21	
鄰		l	an	4		l	ɐn	21	
磷		l	an	4		l	ɐn	21	
鱗		l	an	4		l	ɐn	21	
麟		l	an	4		l	ɐn	21	
遴		l	an	4		l	ɐn	21	
論		l	an	4		l	ɐn	21	論語
崙		l	an	4		l	ɐn	21	
圇		l	an	4		l	ɐn	21	
吝		l	an	6		l	ɐn	32	
藺		l	an	6		l	ɐn	32	
論		l	an	6		l	ɐn	32	討論
唥		l	ang	1		l	ɐŋ	23	唥衫，羊毛衫
冷		l	ang	1		l	ɐŋ	23	
冷		l	ang	4		l	ɐŋ	21	東區音
唥		l	ang	6		l	ɐŋ	32	
立		l	ap	8		l	ɐp	32	
笠		l	ap	7A		l	ɐp	45	
苙		l	ap	7A		l	ɐp	45	
律		l	at	8		l	ɐt	32	效率
栗		l	at	8		l	ɐt	32	
慄		l	at	8		l	ɐt	32	
壘		l	at	8		l	ɐt	32	神荼鬱壘
率		l	at	8		l	ɐt	32	
甩		l	at	7A		l	ɐt	45	
摟		l	au	2		l	ɐu	45	
留		l	au	4		l	ɐu	21	
流		l	au	4		l	ɐu	21	
硫		l	au	4		l	ɐu	21	
榴		l	au	4		l	ɐu	21	
劉		l	au	4		l	ɐu	21	
瘤		l	au	4		l	ɐu	21	
瀏		l	au	4		l	ɐu	21	
柳		l	au	4		l	ɐu	21	
摟		l	au	4		l	ɐu	21	摟抱
嘍		l	au	4		l	ɐu	21	
樓		l	au	4		l	ɐu	21	
髏		l	au	4		l	ɐu	21	
簍		l	au	4		l	ɐu	21	
琉		l	au	4		l	ɐu	21	
溜		l	au	6		l	ɐu	32	
鏤		l	au	6		l	ɐu	32	
陋		l	au	6		l	ɐu	32	
漏		l	au	6		l	ɐu	32	
璃		l	ei	1		l	ei	23	玻璃
哩		l	ei	1		l	ei	23	哩嚕
李		l	ei	2		l	ei	45	姓氏
裏		l	ei	2		l	ei	45	裏村，地名
裡		l	ei	2		l	ei	45	裡村，地名
狸		l	ei	4		l	ei	21	
釐		l	ei	4		l	ei	21	釐定
里		l	ei	4		l	ei	21	
理		l	ei	4		l	ei	21	
裏		l	ei	4		l	ei	21	衣裏
鯉		l	ei	4		l	ei	21	
漓		l	ei	4		l	ei	21	
璃		l	ei	4		l	ei	21	琉璃
罹		l	ei	4		l	ei	21	
離		l	ei	4		l	ei	21	
籬		l	ei	4		l	ei	21	
驪		l	ei	4		l	ei	21	
鸝		l	ei	4		l	ei	21	
梨		l	ei	4		l	ei	21	
哩		l	ei	4		l	ei	21	
厘		l	ei	4		l	ei	21	
嚟		l	ei	4		l	ei	21	
裡		l	ei	4		l	ei	21	衣裡
吏		l	ei	6		l	ei	32	
利		l	ei	6		l	ei	32	
痢		l	ei	6		l	ei	32	
莉		l	ei	6		l	ei	32	
俐		l	ei	6		l	ei	32	
瀝		l	iak	8		l	iɐk	32	大瀝，地名
叻		l	iak	7A		l	iɐk	45	聰明
瀝		l	iak	7B		l	iɐk	23	瀝乾
凌		l	iang	4		l	iɐŋ	21	雪凌，冰錐
零		l	iang	4		l	iɐŋ	21	廿零、卅零
靈		l	iang	4		l	iɐŋ	21	靈驗，白讀
領		l	iang	4		l	iɐŋ	21	白領，白讀
嶺		l	iang	4		l	iɐŋ	21	南嶺，白讀
令		l	iang	6		l	iɐŋ	32	白讀
歷		l	ik	8		l	ɪk	32	
曆		l	ik	8		l	ɪk	32	
瀝		l	ik	8		l	ɪk	32	瀝乾
力		l	ik	8		l	ɪk	32	
礫		l	ik	7A		l	ɪk	45	
靂		l	ik	7A		l	ɪk	45	
斂		l	im	1		l	im	23	
臉		l	im	1		l	im	23	
廉		l	im	4		l	im	21	
簾		l	im	4		l	im	21	
鐮		l	im	4		l	im	21	
殮		l	im	6		l	im	32	
卵		l	in	2		l	in	45	
戀		l	in	2		l	in	45	
巒		l	in	4		l	in	21	
蓮		l	in	4		l	in	21	
憐		l	in	4		l	in	21	
連		l	in	4		l	in	21	
漣		l	in	4		l	in	21	
聯		l	in	4		l	in	21	
亂		l	in	6		l	in	32	
練		l	in	6		l	in	32	
鍊		l	in	6		l	in	32	
鏈		l	in	6		l	in	32	
煉		l	in	6		l	in	32	
拎		l	ing	1		l	ɪŋ	23	
領		l	ing	1		l	ɪŋ	23	領會
嶺		l	ing	1		l	ɪŋ	23	嶺澳
令		l	ing	1		l	ɪŋ	23	一令紙
伶		l	ing	4		l	ɪŋ	21	
玲		l	ing	4		l	ɪŋ	21	
聆		l	ing	4		l	ɪŋ	21	
蛉		l	ing	4		l	ɪŋ	21	
羚		l	ing	4		l	ɪŋ	21	
鈴		l	ing	4		l	ɪŋ	21	
齡		l	ing	4		l	ɪŋ	21	
靈		l	ing	4		l	ɪŋ	21	
令		l	ing	4		l	ɪŋ	21	令狐
零		l	ing	4		l	ɪŋ	21	
領		l	ing	4		l	ɪŋ	21	領導
嶺		l	ing	4		l	ɪŋ	21	嶺南
凌		l	ing	4		l	ɪŋ	21	
陵		l	ing	4		l	ɪŋ	21	
菱		l	ing	4		l	ɪŋ	21	
楞		l	ing	4		l	ɪŋ	21	楞角
稜		l	ing	4		l	ɪŋ	21	
令		l	ing	6		l	ɪŋ	32	命令
愣		l	ing	6		l	ɪŋ	32	
另		l	ing	6		l	ɪŋ	32	
楞		l	ing	6		l	ɪŋ	32	發楞
掠		l	iok	8		l	iɔk	32	
略		l	iok	8		l	iɔk	32	
兩		l	iong	2		l	iɔŋ	45	
倆		l	iong	2		l	iɔŋ	45	姓氏
良		l	iong	4		l	iɔŋ	21	
涼		l	iong	4		l	iɔŋ	21	
梁		l	iong	4		l	iɔŋ	21	
粱		l	iong	4		l	iɔŋ	21	
糧		l	iong	4		l	iɔŋ	21	
量		l	iong	4		l	iɔŋ	21	測量
亮		l	iong	6		l	iɔŋ	32	
量		l	iong	6		l	iɔŋ	32	重量
諒		l	iong	6		l	iɔŋ	32	
輛		l	iong	6		l	iɔŋ	32	
獵		l	ip	8		l	ip	32	
捩		l	it	8		l	it	32	捩手
劣		l	it	8		l	it	32	
冽		l	it	8		l	it	32	
烈		l	it	8		l	it	32	
裂		l	it	8		l	it	32	
列		l	it	8		l	it	32	
了		l	iu	1		l	iu	23	了結
撩		l	iu	2		l	iu	45	撩開
撩		l	iu	4		l	iu	21	撩動
聊		l	iu	4		l	iu	21	
僚		l	iu	4		l	iu	21	
寥		l	iu	4		l	iu	21	
遼		l	iu	4		l	iu	21	
嘹		l	iu	4		l	iu	21	
寮		l	iu	4		l	iu	21	
繚		l	iu	4		l	iu	21	
了		l	iu	4		l	iu	21	了解
瞭		l	iu	4		l	iu	21	瞭解
燎		l	iu	4		l	iu	21	
療		l	iu	4		l	iu	21	
潦		l	iu	4		l	iu	21	
料		l	iu	6		l	iu	32	
廖		l	iu	6		l	iu	32	
瞭		l	iu	6		l	iu	32	瞭望
瞭		l	iu	6		l	iu	32	明瞭
囉		l	o	1		l	ɔ	23	囉嗦
咯		l	o	1		l	ɔ	23	
裸		l	o	2		l	ɔ	45	
螺		l	o	4		l	ɔ	21	
騾		l	o	4		l	ɔ	21	
羅		l	o	4		l	ɔ	21	
儸		l	o	4		l	ɔ	21	
蘿		l	o	4		l	ɔ	21	
籮		l	o	4		l	ɔ	21	
鑼		l	o	4		l	ɔ	21	
邏		l	o	4		l	ɔ	21	
囉		l	o	4		l	ɔ	21	嘍囉
來		l	oi	4		l	ɔi	21	
萊		l	oi	4		l	ɔi	21	
睞		l	oi	6		l	ɔi	32	
骼		l	ok	8		l	ɔk	32	
酪		l	ok	8		l	ɔk	32	乳酪
落		l	ok	8		l	ɔk	32	上落、落下
樂		l	ok	8		l	ɔk	32	快樂
絡		l	ok	8		l	ɔk	32	
落		l	ok	7A		l	ɔk	45	角落
駱		l	ok	7B		l	ɔk	23	
烙		l	ok	7B		l	ɔk	23	
洛		l	ok	7B		l	ɔk	23	
蜋		l	ong	4		l	ɔŋ	21	
郎		l	ong	4		l	ɔŋ	21	
狼		l	ong	4		l	ɔŋ	21	
琅		l	ong	4		l	ɔŋ	21	
廊		l	ong	4		l	ɔŋ	21	
瑯		l	ong	4		l	ɔŋ	21	
榔		l	ong	4		l	ɔŋ	21	
浪		l	ong	4		l	ɔŋ	21	滄浪
朗		l	ong	4		l	ɔŋ	21	
螂		l	ong	4		l	ɔŋ	21	
晾		l	ong	6		l	ɔŋ	32	
浪		l	ong	6		l	ɔŋ	32	波浪
虜		l	ou	1		l	ou	23	
滷		l	ou	1		l	ou	23	
魯		l	ou	1		l	ou	23	
擄		l	ou	1		l	ou	23	
櫓		l	ou	1		l	ou	23	
嚕		l	ou	1		l	ou	23	
老		l	ou	2		l	ou	45	
硓		l	ou	2		l	ou	45	
蘆		l	ou	4		l	ou	21	
廬		l	ou	4		l	ou	21	
驢		l	ou	4		l	ou	21	
盧		l	ou	4		l	ou	21	
爐		l	ou	4		l	ou	21	
顱		l	ou	4		l	ou	21	
嘮		l	ou	4		l	ou	21	
牢		l	ou	4		l	ou	21	
勞		l	ou	4		l	ou	21	
賂		l	ou	6		l	ou	32	
路		l	ou	6		l	ou	32	
露		l	ou	6		l	ou	32	
鷺		l	ou	6		l	ou	32	
酪		l	ou	6		l	ou	32	杏仁酪
屢		l	ui	1		l	ui	23	
縷		l	ui	1		l	ui	23	
儡		l	ui	1		l	ui	23	
𧒽		l	ui	2		l	ui	45	一種貝類、𧒽步，地名
呂		l	ui	2		l	ui	45	
䉪		l	ui	2		l	ui	45	一種捕魚工具、深䉪，地名
壘		l	ui	2		l	ui	45	深壘，地名
裏		l	ui	4		l	ui	21	夜裏
累		l	ui	4		l	ui	21	果實累累，同“纍”
耒		l	ui	4		l	ui	21	
壘		l	ui	4		l	ui	21	堡壘
履		l	ui	4		l	ui	21	
櫚		l	ui	4		l	ui	21	
呂		l	ui	4		l	ui	21	
侶		l	ui	4		l	ui	21	
旅		l	ui	4		l	ui	21	
雷		l	ui	4		l	ui	21	
鐳		l	ui	4		l	ui	21	
蕾		l	ui	4		l	ui	21	
擂		l	ui	4		l	ui	21	
裡		l	ui	4		l	ui	21	夜裡
鋁		l	ui	4		l	ui	21	
戾		l	ui	6		l	ui	32	
累		l	ui	6		l	ui	32	累積
纍		l	ui	6		l	ui	32	
淚		l	ui	6		l	ui	32	
類		l	ui	6		l	ui	32	
慮		l	ui	6		l	ui	32	
濾		l	ui	6		l	ui	32	
六		l	uk	8		l	ʊk	32	
陸		l	uk	8		l	ʊk	32	
錄		l	uk	8		l	ʊk	32	
綠		l	uk	8		l	ʊk	32	
谷		l	uk	8		l	ʊk	32	谷蠡王
鹿		l	uk	8		l	ʊk	32	
祿		l	uk	8		l	ʊk	32	
氯		l	uk	8		l	ʊk	32	
碌		l	uk	7A		l	ʊk	45	
漉		l	uk	7A		l	ʊk	45	
麓		l	uk	7A		l	ʊk	45	
窿		l	ung	1		l	ʊŋ	23	
隆		l	ung	4		l	ʊŋ	21	
龍		l	ung	4		l	ʊŋ	21	
隴		l	ung	4		l	ʊŋ	21	
嚨		l	ung	4		l	ʊŋ	21	
瓏		l	ung	4		l	ʊŋ	21	
朧		l	ung	4		l	ʊŋ	21	
籠		l	ung	4		l	ʊŋ	21	
聾		l	ung	4		l	ʊŋ	21	
攏		l	ung	4		l	ʊŋ	21	
壟		l	ung	4		l	ʊŋ	21	
嗯		m		1		m		23	
五		m		2		m		45	
午		m		2		m		45	
伍		m		2		m		45	
嗯		m		2		m		45	
蜈		m		4		m		21	
吾		m		4		m		21	
吳		m		4		m		21	
梧		m		4		m		21	
唔		m		4		m		21	
悟		m		6		m		32	
晤		m		6		m		32	
誤		m		6		m		32	
寤		m		6		m		32	
媽		m	aa	1		m	a	23	
嗎		m	aa	1		m	a	23	是嗎
瑪		m	aa	1		m	a	23	
嬤		m	aa	1		m	a	23	
螞		m	aa	1		m	a	23	螞螂
媽		m	aa	2		m	a	45	
螞		m	aa	2		m	a	45	螞蟻
麻		m	aa	4		m	a	21	
痲		m	aa	4		m	a	21	
蟆		m	aa	4		m	a	21	
馬		m	aa	4		m	a	21	喇嘛
碼		m	aa	4		m	a	21	
嘛		m	aa	4		m	a	21	嗎啡
嗎		m	aa	4		m	a	21	
罵		m	aa	6		m	a	32	
螞		m	aa	6		m	a	32	螞蚱
買		m	aai	1		m	ai	23	
買		m	aai	4		m	ai	21	東區音
埋		m	aai	4		m	ai	21	
霾		m	aai	4		m	ai	21	
邁		m	aai	6		m	ai	32	
賣		m	aai	6		m	ai	32	
晚		m	aan	4		m	an	21	
蠻		m	aan	4		m	an	21	
蔓		m	aan	4		m	an	21	蔓菁
蔓		m	aan	6		m	an	32	藤蔓
萬		m	aan	6		m	an	32	
慢		m	aan	6		m	an	32	
饅		m	aan	6		m	an	32	
鰻		m	aan	6		m	an	32	
曼		m	aan	6		m	an	32	
幔		m	aan	6		m	an	32	
漫		m	aan	6		m	an	32	
抹		m	aat	7B		m	at	23	抹檯
卯		m	aau	1		m	au	23	
貓		m	aau	2		m	au	45	
矛		m	aau	4		m	au	21	
茅		m	aau	4		m	au	21	
牡		m	aau	4		m	au	21	
錨		m	aau	4		m	au	21	
貌		m	aau	6		m	au	32	
米		m	ai	2		m	ɐi	45	
迷		m	ai	4		m	ɐi	21	
謎		m	ai	4		m	ɐi	21	
陌		m	ak	8		m	ɐk	32	
驀		m	ak	8		m	ɐk	32	
脈		m	ak	8		m	ɐk	32	
麥		m	ak	8		m	ɐk	32	
冒		m	ak	8		m	ɐk	32	冒頓
墨		m	ak	8		m	ɐk	32	
默		m	ak	8		m	ɐk	32	
嘿		m	ak	8		m	ɐk	32	通「默」
閩		m	an	1		m	ɐn	23	
敏		m	an	1		m	ɐn	23	
憫		m	an	1		m	ɐn	23	
蚊		m	an	1		m	ɐn	23	蚊赧
紊		m	an	1		m	ɐn	23	
刎		m	an	1		m	ɐn	23	
吻		m	an	1		m	ɐn	23	
憫		m	an	2		m	ɐn	45	
閩		m	an	4		m	ɐn	21	又音
蚊		m	an	4		m	ɐn	21	本調
民		m	an	4		m	ɐn	21	
岷		m	an	4		m	ɐn	21	
文		m	an	4		m	ɐn	21	
蚊		m	an	4		m	ɐn	21	
紋		m	an	4		m	ɐn	21	
聞		m	an	4		m	ɐn	21	
緡		m	an	4		m	ɐn	21	
問		m	an	6		m	ɐn	32	
猛		m	ang	2		m	ɐŋ	45	發猛（發脾氣）
蜢		m	ang	2		m	ɐŋ	45	
盟		m	ang	4		m	ɐŋ	21	
盲		m	ang	4		m	ɐŋ	21	
猛		m	ang	4		m	ɐŋ	21	
艋		m	ang	4		m	ɐŋ	21	
萌		m	ang	4		m	ɐŋ	21	
錳		m	ang	4		m	ɐŋ	21	
孟		m	ang	6		m	ɐŋ	32	
蜜		m	at	8		m	ɐt	32	
謐		m	at	8		m	ɐt	32	
密		m	at	8		m	ɐt	32	
勿		m	at	8		m	ɐt	32	
物		m	at	8		m	ɐt	32	
襪		m	at	8		m	ɐt	32	
某		m	au	1		m	ɐu	23	
繆		m	au	4		m	ɐu	21	未雨綢繆
牟		m	au	4		m	ɐu	21	
謀		m	au	4		m	ɐu	21	
畝		m	au	4		m	ɐu	21	
哞		m	au	4		m	ɐu	21	
繆		m	au	6		m	ɐu	32	繆論
謬		m	au	6		m	ɐu	32	
茂		m	au	6		m	ɐu	32	
貿		m	au	6		m	ɐu	32	
咩		m	e	1		m	ɛ	23	
咪		m	ei	1		m	ei	23	
瞇		m	ei	1		m	ei	23	
美		m	ei	2		m	ei	45	
尾		m	ei	2		m	ei	45	
娓		m	ei	2		m	ei	45	
獼		m	ei	4		m	ei	21	
瀰		m	ei	4		m	ei	21	
糜		m	ei	4		m	ei	21	
靡		m	ei	4		m	ei	21	
眉		m	ei	4		m	ei	21	
楣		m	ei	4		m	ei	21	
麋		m	ei	4		m	ei	21	
薇		m	ei	4		m	ei	21	
美		m	ei	4		m	ei	21	
微		m	ei	4		m	ei	21	
彌		m	ei	4		m	ei	21	
寐		m	ei	6		m	ei	32	
媚		m	ei	6		m	ei	32	
魅		m	ei	6		m	ei	32	
未		m	ei	6		m	ei	32	
味		m	ei	6		m	ei	32	
名		m	iang	2		m	iɐŋ	45	你叫乜名？
名		m	iang	4		m	iɐŋ	21	名聲，白讀
明		m	iang	4		m	iɐŋ	21	明解，白讀
命		m	iang	6		m	iɐŋ	32	一條命
覓		m	ik	8		m	ɪk	32	
緬		m	in	1		m	in	23	
勉		m	in	1		m	in	23	
免		m	in	2		m	in	45	
冕		m	in	2		m	in	45	
靦		m	in	2		m	in	45	靦腆
眠		m	in	4		m	in	21	
棉		m	in	4		m	in	21	
綿		m	in	4		m	in	21	
麵		m	in	6		m	in	32	
面		m	in	6		m	in	32	
皿		m	ing	1		m	ɪŋ	23	
冥		m	ing	4		m	ɪŋ	21	
銘		m	ing	4		m	ɪŋ	21	
螟		m	ing	4		m	ɪŋ	21	
明		m	ing	4		m	ɪŋ	21	
鳴		m	ing	4		m	ɪŋ	21	
皿		m	ing	4		m	ɪŋ	21	
名		m	ing	4		m	ɪŋ	21	
命		m	ing	6		m	ɪŋ	32	
蔑		m	it	8		m	it	32	
篾		m	it	8		m	it	32	
滅		m	it	8		m	it	32	
杳		m	iu	1		m	iu	23	
喵		m	iu	1		m	iu	23	
眇		m	iu	4		m	iu	21	
秒		m	iu	4		m	iu	21	
渺		m	iu	4		m	iu	21	
苗		m	iu	4		m	iu	21	
描		m	iu	4		m	iu	21	
瞄		m	iu	4		m	iu	21	
妙		m	iu	6		m	iu	32	
廟		m	iu	6		m	iu	32	
摩		m	o	1		m	ɔ	23	
魔		m	o	1		m	ɔ	23	
麼		m	o	1		m	ɔ	23	
摸		m	o	2		m	ɔ	45	
磨		m	o	4		m	ɔ	21	
磨		m	o	6		m	ɔ	32	
膜		m	ok	8		m	ɔk	32	薄膜
莫		m	ok	8		m	ɔk	32	
漠		m	ok	8		m	ɔk	32	
寞		m	ok	8		m	ɔk	32	
幕		m	ok	8		m	ɔk	32	
剝		m	ok	7A		m	ɔk	45	
芒		m	ong	1		m	ɔŋ	23	芒果
惘		m	ong	2		m	ɔŋ	45	
網		m	ong	2		m	ɔŋ	45	
莽		m	ong	2		m	ɔŋ	45	
蟒		m	ong	2		m	ɔŋ	45	
芒		m	ong	4		m	ɔŋ	21	光芒
亡		m	ong	4		m	ɔŋ	21	
忘		m	ong	4		m	ɔŋ	21	
忙		m	ong	4		m	ɔŋ	21	
茫		m	ong	4		m	ɔŋ	21	
望		m	ong	6		m	ɔŋ	32	
妄		m	ong	6		m	ɔŋ	32	
舞		m	ou	2		m	ou	45	
母		m	ou	2		m	ou	45	
巫		m	ou	4		m	ou	21	
誣		m	ou	4		m	ou	21	
毋		m	ou	4		m	ou	21	
無		m	ou	4		m	ou	21	
蕪		m	ou	4		m	ou	21	
武		m	ou	4		m	ou	21	
侮		m	ou	4		m	ou	21	
舞		m	ou	4		m	ou	21	
鵡		m	ou	4		m	ou	21	
模		m	ou	4		m	ou	21	
膜		m	ou	4		m	ou	21	膜拜
姆		m	ou	4		m	ou	21	
母		m	ou	4		m	ou	21	
拇		m	ou	4		m	ou	21	
摹		m	ou	4		m	ou	21	
毛		m	ou	4		m	ou	21	
髦		m	ou	4		m	ou	21	
務		m	ou	6		m	ou	32	
婺		m	ou	6		m	ou	32	
霧		m	ou	6		m	ou	32	
募		m	ou	6		m	ou	32	
墓		m	ou	6		m	ou	32	
慕		m	ou	6		m	ou	32	
暮		m	ou	6		m	ou	32	
戊		m	ou	6		m	ou	32	
冒		m	ou	6		m	ou	32	冒犯
帽		m	ou	6		m	ou	32	
每		m	ui	1		m	ui	23	
每		m	ui	2		m	ui	45	
黴		m	ui	4		m	ui	21	
枚		m	ui	4		m	ui	21	
莓		m	ui	4		m	ui	21	
梅		m	ui	4		m	ui	21	
媒		m	ui	4		m	ui	21	
煤		m	ui	4		m	ui	21	
每		m	ui	4		m	ui	21	
玫		m	ui	4		m	ui	21	
霉		m	ui	4		m	ui	21	
妹		m	ui	6		m	ui	32	
昧		m	ui	6		m	ui	32	
目		m	uk	8		m	ʊk	32	
牧		m	uk	8		m	ʊk	32	
睦		m	uk	8		m	ʊk	32	
穆		m	uk	8		m	ʊk	32	
木		m	uk	8		m	ʊk	32	
沐		m	uk	8		m	ʊk	32	
木		m	uk	9		m	ʊk	21	變調
滿		m	un	2		m	un	45	
瞞		m	un	4		m	un	21	
門		m	un	4		m	un	21	
們		m	un	4		m	un	21	
悶		m	un	6		m	un	32	
燜		m	un	6		m	un	32	
檬		m	ung	1		m	ʊŋ	23	
懵		m	ung	2		m	ʊŋ	45	
蒙		m	ung	4		m	ʊŋ	21	
濛		m	ung	4		m	ʊŋ	21	
朦		m	ung	4		m	ʊŋ	21	
矇		m	ung	4		m	ʊŋ	21	
夢		m	ung	6		m	ʊŋ	32	
沫		m	ut	8		m	ut	32	
末		m	ut	8		m	ut	32	
沒		m	ut	8		m	ut	32	
茉		m	ut	8		m	ut	32	
抹		m	ut	7B		m	ut	23	
哪		n	aa	1		n	a	23	天哪
那		n	aa	4		n	a	21	姓那
拿		n	aa	4		n	a	21	
哪		n	aa	4		n	a	21	哪吒
娜		n	aa	4		n	a	21	
那		n	aa	6		n	a	32	地名
乃		n	aai	4		n	ai	21	
迺		n	aai	4		n	ai	21	
奶		n	aai	4		n	ai	21	
喃		n	aam	4		n	am	21	
男		n	aam	4		n	am	21	
南		n	aam	4		n	am	21	
楠		n	aam	4		n	am	21	
囡		n	aam	4		n	am	21	困難
腩		n	aam	4		n	am	21	牛腩
難		n	aan	4		n	an	21	難民
難		n	aan	6		n	an	32	
鈉		n	aap	6		n	ap	32	
吶		n	aap	8		n	ap	32	
納		n	aap	8		n	ap	32	
捺		n	aat	8		n	at	32	
暱		n	aat	7B		n	at	23	暱埋，躲藏
撓		n	aau	4		n	au	21	
鬧		n	aau	6		n	au	32	
泥		n	ai	4		n	ɐi	21	泥土
稔		n	am	4		n	ɐm	21	
腩		n	am	4		n	ɐm	21	肚腩
能		n	ang	4		n	ɐŋ	21	
粒		n	ap	7A		n	ɐp	45	
凹		n	ap	7A		n	ɐp	45	
扭		n	au	2		n	ɐu	45	
紐		n	au	2		n	ɐu	45	
鈕		n	au	2		n	ɐu	45	
朽		n	au	2		n	ɐu	45	
妞		n	au	2		n	ɐu	45	
呢		n	e	1		n	ɛ	23	語氣助詞
呢		n	e	4		n	ɛ	21	語氣助詞
你		n	ei	1		n	ei	23	
妳		n	ei	1		n	ei	23	
您		n	ei	1		n	ei	23	
洱		n	ei	2		n	ei	45	
匿		n	ei	2		n	ei	45	
坭		n	ei	4		n	ei	21	紫坭，地名
獼		n	ei	4		n	ei	21	
瀰		n	ei	4		n	ei	21	
彌		n	ei	4		n	ei	21	
呢		n	ei	4		n	ei	21	呢喃
尼		n	ei	4		n	ei	21	
妮		n	ei	4		n	ei	21	
泥		n	ei	6		n	ei	32	拘泥
餌		n	ei	6		n	ei	32	
膩		n	ei	6		n	ei	32	
洱		n	ei	6		n	ei	32	
若		n	iak	9		n	iɐk	21	你哋
溺		n	ik	8		n	ɪk	32	溺死
暱		n	ik	7A		n	ɪk	45	
匿		n	ik	7A		n	ɪk	45	躲藏
匿		n	ik	7A		n	ɪk	45	匿名
暱		n	ik	7A		n	ɪk	45	暱名
拈		n	im	1		n	im	23	拈花惹草
黏		n	im	1		n	im	23	
拈		n	im	2		n	im	45	拈線
黏		n	im	4		n	im	21	
念		n	im	6		n	im	32	
唸		n	im	6		n	im	32	吟誦
暖		n	in	1		n	in	23	
碾		n	in	2		n	in	45	
輾		n	in	2		n	in	45	輾穀
年		n	in	4		n	in	21	
嫩		n	in	6		n	in	32	
寧		n	ing	4		n	ɪŋ	21	
嚀		n	ing	4		n	ɪŋ	21	
恁		n	ing	4		n	ɪŋ	21	
獰		n	ing	4		n	ɪŋ	21	
檸		n	ing	4		n	ɪŋ	21	
濘		n	ing	6		n	ɪŋ	32	
娘		n	iong	4		n	iɔŋ	21	
捏		n	ip	8		n	ip	32	
鑷		n	ip	8		n	ip	32	
聶		n	ip	8		n	ip	32	
躡		n	ip	8		n	ip	32	
聶		n	ip	7A		n	ip	45	姓氏
啲		n	it	7A		n	it	45	一些
鳥		n	iu	1		n	iu	23	
鳥		n	iu	4		n	iu	21	
尿		n	iu	6		n	iu	32	
溺		n	iu	6		n	iu	32	便溺
那		n	o	1		n	ɔ	23	婀娜
挪		n	o	4		n	ɔ	21	
娜		n	o	4		n	ɔ	21	
懦		n	o	6		n	ɔ	32	
糯		n	o	6		n	ɔ	32	
奈		n	oi	6		n	ɔi	32	
耐		n	oi	6		n	ɔi	32	
內		n	oi	6		n	ɔi	32	
諾		n	ok	8		n	ɔk	32	
囊		n	ong	4		n	ɔŋ	21	
浪		n	ong	6		n	ɔŋ	32	
浪		n	ong	6		n	ɔŋ	32	波浪（又音）
浪		n	ong	6		n	ɔŋ	32	
努		n	ou	2		n	ou	45	
惱		n	ou	2		n	ou	45	
腦		n	ou	2		n	ou	45	
瑙		n	ou	2		n	ou	45	
奴		n	ou	4		n	ou	21	
弩		n	ou	4		n	ou	21	
怒		n	ou	6		n	ou	32	
女		n	ui	2		n	ui	45	
餒		n	ui	4		n	ui	21	
濃		n	ung	4		n	ʊŋ	21	
農		n	ung	4		n	ʊŋ	21	
膿		n	ung	4		n	ʊŋ	21	
弄		n	ung	6		n	ʊŋ	32	
雅		ng	aa	1		ŋ	a	23	
呀		ng	aa	1		ŋ	a	23	
丫		ng	aa	1		ŋ	a	23	
椏		ng	aa	1		ŋ	a	23	
鴉		ng	aa	1		ŋ	a	23	
啞		ng	aa	1		ŋ	a	23	嘔啞
亞		ng	aa	1		ŋ	a	23	
埡		ng	aa	1		ŋ	a	23	
雅		ng	aa	2		ŋ	a	45	
啞		ng	aa	2		ŋ	a	45	聾啞
衙		ng	aa	4		ŋ	a	21	
瓦		ng	aa	4		ŋ	a	21	
牙		ng	aa	4		ŋ	a	21	
芽		ng	aa	4		ŋ	a	21	
枒		ng	aa	4		ŋ	a	21	
蚜		ng	aa	4		ŋ	a	21	
訝		ng	aa	6		ŋ	a	32	
崖		ng	aai	4		ŋ	ai	21	
涯		ng	aai	4		ŋ	ai	21	
挨		ng	aai	4		ŋ	ai	21	
捱		ng	aai	4		ŋ	ai	21	
艾		ng	aai	6		ŋ	ai	32	
巖		ng	aam	4		ŋ	am	21	
癌		ng	aam	4		ŋ	am	21	
岩		ng	aam	4		ŋ	am	21	
晏		ng	aan	1		ŋ	an	23	
眼		ng	aan	2		ŋ	an	45	
顏		ng	aan	4		ŋ	an	21	
頑		ng	aan	4		ŋ	an	21	頑皮
雁		ng	aan	6		ŋ	an	32	
鴨		ng	aap	7B		ŋ	ap	23	
