繁	簡	IPA	IPA無調	拼音	調值	解釋																																											
締	缔	diⱼ¹¹³	diⱼ	di2A	113																																												
蹄	蹄	diⱼ¹¹³	diⱼ	di2A	113																																												
蹏	蹄	diⱼ¹¹³	diⱼ	di2A	113																																												
啼	啼	diⱼ¹¹³	diⱼ	di2A	113																																												
嗁	啼	diⱼ¹¹³	diⱼ	di2A	113																																												
粒	粒	diⱼ¹¹³	diⱼ	di2A	113	幾~寒豆，破讀																																											
弟	弟	diⱼ²¹³	diⱼ	di6	213																																												
悌	悌	diⱼ²¹³	diⱼ	di6	213																																												
第	第	diⱼ²¹³	diⱼ	di6	213																																												
遞	递	diⱼ²¹³	diⱼ	di6	213																																												
地	地	diⱼ²¹³	diⱼ	di6	213																																												
地	地	dia²¹³	dia	dia6	213	應爲地下合音																																											
棣	棣	diⱼ²¹³	diⱼ	di6	213																																												
□		liⱼ⁴⁴	liⱼ	li1	44	提（物）																																											
呂	吕	liⱼ⁵¹	liⱼ	li3	51	~四																																											
禮	礼	liⱼ⁵¹	liⱼ	li3	51																																												
豊	礼	liⱼ⁵¹	liⱼ	li3	51																																												
鱧	鳢	liⱼ⁵¹	liⱼ	li3	51																																												
醴	醴	liⱼ⁵¹	liⱼ	li3	51																																												
澧	澧	liⱼ⁵¹	liⱼ	li3	51																																												
李	李	liⱼ⁵¹	liⱼ	li3	51																																												
理	理	liⱼ⁵¹	liⱼ	li3	51																																												
娌	娌	liⱼ⁵¹	liⱼ	li3	51																																												
鯉	鲤	liⱼ⁵¹	liⱼ	li3	51																																												
俚	俚	liⱼ⁵¹	liⱼ	li3	51																																												
里	里	liⱼ⁵¹	liⱼ	li3	51	幾~																																											
娌	娌	liⱼ⁵¹	liⱼ	li3	51																																												
裡	里	liⱼ⁵¹	liⱼ	li3	51																																												
裏	里	liⱼ⁵¹	liⱼ	li3	51	~頭																																											
哩	哩	liⱼ⁵¹	liⱼ	li3	51																																												
履	履	liⱼ⁵¹	liⱼ	li3	51																																												
鋰	锂	liⱼ⁵¹	liⱼ	li3	51																																												
犁	犁	liⱼ³⁴	liⱼ	li2B	34																																												
犂	犁	liⱼ³⁴	liⱼ	li2B	34																																												
犛	犛	liⱼ³⁴	liⱼ	li2B	34																																												
黎	黎	liⱼ³⁴	liⱼ	li2B	34																																												
離	离	liⱼ³⁴	liⱼ	li2B	34	~開																																											
罹	罹	liⱼ³⁴	liⱼ	li2B	34																																												
驪	骊	liⱼ³⁴	liⱼ	li2B	34																																												
藜	藜	liⱼ³⁴	liⱼ	li2B	34																																												
篱	篱	liⱼ³⁴	liⱼ	li2B	34	笊~子																																											
籬	篱	liⱼ³⁴	liⱼ	li2B	34	~笆																																											
漓	漓	liⱼ³⁴	liⱼ	li2B	34																																												
灕	漓	liⱼ³⁴	liⱼ	li2B	34																																												
璃	璃	liⱼ³⁴	liⱼ	li2B	34	琉~																																											
瓈	璃	liⱼ³⁴	liⱼ	li2B	34	玻~																																											
梨	梨	liⱼ³⁴	liⱼ	li2B	34																																												
棃	梨	liⱼ³⁴	liⱼ	li2B	34																																												
釐	厘	liⱼ³⁴	liⱼ	li2B	34	~米																																											
釐	厘	ɕiⱼ⁴⁴	ɕiⱼ⁴	shi1	44																																												
喱	喱	liⱼ³⁴	liⱼ	li2B	34																																												
鱺	鲡	liⱼ³⁴	liⱼ	li2B	34																																												
鸝	鹂	liⱼ³⁴	liⱼ	li2B	34																																												
狸	狸	liⱼ³⁴	liⱼ	li2B	34																																												
蜊	蜊	liⱼ³⁴	liⱼ	li2B	34	蛤~																																											
例	例	liⱼ²¹³	liⱼ	li6	213																																												
厲	厉	liⱼ²¹³	liⱼ	li6	213																																												
勵	励	liⱼ²¹³	liⱼ	li6	213																																												
蠣	蛎	liⱼ²¹³	liⱼ	li6	213																																												
礪	砺	liⱼ²¹³	liⱼ	li6	213																																												
麗	丽	liⱼ³⁴	liⱼ	li2B	34	~水，高~																																											
麗	丽	liⱼ²¹³	liⱼ	li6	213	美~																																											
丽	丽	liⱼ²¹³	liⱼ	li6	213																																												
儷	俪	liⱼ²¹³	liⱼ	li6	213																																												
離	离	liⱼ²¹³	liⱼ	li6	213	~…有多遠																																											
隸	隶	liⱼ²¹³	liⱼ	li6	213																																												
隷	隶	liⱼ²¹³	liⱼ	li6	213																																												
利	利	liⱼ²¹³	liⱼ	li6	213																																												
俐	俐	liⱼ²¹³	liⱼ	li6	213																																												
莉	莉	liⱼ²¹³	liⱼ	li6	213																																												
痢	痢	liⱼ²¹³	liⱼ	li6	213																																												
淚	泪	liⱼ²¹³	liⱼ	li6	213																																												
戾	戾	liⱼ²¹³	liⱼ	li6	213																																												
荔	荔	liⱼ²¹³	liⱼ	li6	213																																												
吏	吏	liⱼ²¹³	liⱼ	li6	213																																												
蒞	莅	liⱼ²¹³	liⱼ	li6	213																																												
莅	莅	liⱼ²¹³	liⱼ	li6	213																																												
䇐	䇐	liⱼ²¹³	liⱼ	li6	213																																												
涖	莅	liⱼ²¹³	liⱼ	li6	213																																												
詈	詈	liⱼ²¹³	liⱼ	li6	213																																												
𤃀		liⱼ²¹³	liⱼ	li6	213																																												
𭳬		liⱼ²¹³	liⱼ	li6	213	拏水~~乾																																											
雞	鸡	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
鷄	鸡	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
稽	稽	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	滑~																																											
稽	稽	tɕʰiⱼ⁵¹	tɕʰiⱼ	chi3	51	~首																																											
嵇	嵇	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	出韻字																																											
丌	丌	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
屐	屐	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
朞	期	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~過；嬰兒週歲																																											
肌	肌	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
飢	饥	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~餓																																											
饑	饥	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~荒																																											
機	机	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~器																																											
譏	讥	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
嘰	叽	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~~咕咕																																											
基	基	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
奇	奇	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~數																																											
畸	畸	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~形																																											
犄	犄	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
姬	姬	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
箕	箕	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	畚~																																											
羈	羁	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
躋	跻	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
乩	乩	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	扶~																																											
䇫	䇫	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	篦~；~頭																																											
幾	几	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~乎																																											
畿	畿	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
磯	矶	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
璣	玑	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
䪢	齑	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
齏	齑	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	~花																																											
笄	笄	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44																																												
穄	穄	tɕiⱼ⁴⁴	tɕiⱼ	ci1	44	又音																																											
杞	杞	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	又音																																											
擠	挤	tɕiⱼ⁵¹	tɕiⱼ	ci3	51																																												
几	几	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	~櫃																																											
紀	纪	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	綱~；~律																																											
机	几	tɕiⱼ⁵¹	tɕiⱼ	ci3	51																																												
己	己	tɕiⱼ⁵¹	tɕiⱼ	ci3	51																																												
幾	几	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	~個																																											
濟	济	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	~~																																											
䍤	𫅅	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	擰																																											
麂	麂	tɕiⱼ⁵¹	tɕiⱼ	ci3	51																																												
姐	姐	tɕiⱼ⁵¹	tɕiⱼ	ci3	51	老文讀																																											
祭	祭	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
際	际	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
穄	穄	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	蘆~																																											
濟	济	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
檵	檵	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	枸~子																																											
霽	霁	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
髻	髻	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
計	计	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
繼	继	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
寄	寄	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
冀	冀	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
紀	纪	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
記	记	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
暨	暨	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	諸~																																											
既	既	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
季	季	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
悸	悸	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
劑	剂	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	藥~																																											
鯚	𱇺	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	~鱸魚（鱖魚）																																											
驥	骥	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
蟣	虮	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	~蝨																																											
左	左	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	白																																											
薊	蓟	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
覬	觊	tɕiⱼ³²⁴	tɕiⱼ	ci5	324																																												
繫	系	tɕiⱼ³²⁴	tɕiⱼ	ci5	324	~釦；秤桿上的零件																																											
妻	妻	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44																																												
棲	栖	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	又音																																											
蹊	蹊	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44																																												
栖	栖	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44	又音																																											
悽	悽	tɕʰiⱼ⁴⁴	tɕʰiⱼ	chi1	44																																												
