ID	繁體	简体	聲韻	声母	韵母	聲調	注釋		声调：	
2361	肉	肉	ȵɤu	ȵ	ɤu	阳入				
2362	臬	臬	ȵi	ȵ	i	阳入				
2363	若	若	ȵa	ȵ	a	阳入	～個，哪個			
2364	蘖	蘖	ȵi	ȵ	i	阳入				
2365	虐	虐	ȵa	ȵ	a	阳入				
2366	逆	逆	ȵai	ȵ	ai	阳入				
2367	鈺	钰	ȵo	ȵ	o	阳入				
2368	鑷	镊	ȵa	ȵ	a	阳入	夾鑷兒			
2369	鑷	镊	ȵi	ȵ	i	阳入				
2370	闑	闑	ȵi	ȵ	i	阳入				
2371	齧	啮	ȵi	ȵ	i	阳入				
2372	兀	兀	ŋø	ŋ	ø	阳入				
2373	噩	噩	ŋo	ŋ	o	阳入				
2374	嶽	岳	ŋo	ŋ	o	阳入				
2375	愕	愕	ŋo	ŋ	o	阳入				
2376	樂	乐	ŋo	ŋ	o	阳入	音～			
2377	萼	萼	ŋo	ŋ	o	阳入				
2378	鄂	鄂	ŋo	ŋ	o	阳入				
2379	鍔	锷	ŋo	ŋ	o	阳入				
2380	額	额	ŋa	ŋ	a	阳入				
2381	顎	颚	ŋo	ŋ	o	阳入				
2382	鱷	鳄	ŋo	ŋ	o	阳入				
2383	鶚	鹗	ŋo	ŋ	o	阳入				
2384	鶴	鹤	ŋo	ŋ	o	阳入				
2385	齶	腭	ŋo	ŋ	o	阳入				
2386	齾	齾	ŋa	ŋ	a	阳入	缺口			
2387	□	□	li	l	i	阳入	<扌律>絞去水份			
2388	□	□	lo	l	o	阳入	<各刂>割下			
2389	仂	仂	le	l	e	阳入				
2390	例	例	li	l	i	阳入				
2391	六	六	lɤu	l	ɤu	阳入				
2392	冽	冽	li	l	i	阳入				
2393	凓	凓	li	l	i	阳入				
2394	列	列	li	l	i	阳入				
2395	剌	剌	la	l	a	阳入				
2396	力	力	lei	l	ei	阳入				
2397	劣	劣	le	l	e	阳入				
2398	勒	勒	le	l	e	阳入				
2399	叻	叻	le	l	e	阳入	石～，新加坡			
2400	埒	埒	le	l	e	阳入				
2401	律	律	li	l	i	阳入				
2402	戮	戮	lɤu	l	ɤu	阳入				
2403	捋	捋	lai	l	ai	阳入				
2404	掠	掠	liɛ	l	iɛ	阳入				
2405	樂	乐	lo	l	o	阳入				
2406	櫟	栎	lei	l	ei	阳入				
2407	櫪	枥	lei	l	ei	阳入				
2408	氯	氯	lo	l	o	阳入				
2409	泐	泐	le	l	e	阳入				
2410	洛	洛	lo	l	o	阳入				
2411	淥	渌	lo	l	o	阳入				
2412	漉	漉	lɤu	l	ɤu	阳入	過一過水			
2413	濼	泺	lo	l	o	阳入				
2414	瀝	沥	lei	l	ei	阳入				
2415	烈	烈	li	l	i	阳入				
2416	烙	烙	lo	l	o	阳入				
2417	犖	荦	lo	l	o	阳入				
2418	獵	猎	liɛ	l	iɛ	阳入				
2419	率	率	li	l	i	阳入				
2420	珞	珞	lo	l	o	阳入				
2421	略	略	liɛ	l	iɛ	阳入				
2422	鬁	疬	lei	l	ei	阳入				
2423	癩	癞	la	l	a	阳入				
2424	硌	硌	lo	l	o	阳入				
2425	碌	碌	lo	l	o	阳入				
2426	碌	碌	lɤu	l	ɤu	阳入				
2427	礫	砾	lei	l	ei	阳入				
2428	祿	禄	lɤu	l	ɤu	阳入				
2429	立	立	lei	l	ei	阳入	～不牢：挺不住			
2430	立	立	li	l	i	阳入				
2431	笠	笠	lei	l	ei	阳入				
2432	笠	笠	li	l	i	阳入				
2433	簏	簏	lɤu	l	ɤu	阳入				
2434	粒	粒	lø	l	ø	阳入				
2435	絡	络	lo	l	o	阳入				
2436	綠	绿	lo	l	o	阳入				
2437	肋	肋	le	l	e	阳入				
2438	臘	腊	la	l	a	阳入				
2439	落	落	lo	l	o	阳入				
2440	藶	苈	lei	l	ei	阳入				
2441	裂	裂	li	l	i	阳入				
2442	賂	赂	lo	l	o	阳入				
2443	躐	躐	liɛ	l	iɛ	阳入				
2444	轆	辘	lɤu	l	ɤu	阳入				
2445	辣	辣	la	l	a	阳入				
2446	逯	逯	lo	l	o	阳入	姓			
2447	邋	邋	la	l	a	阳入				
2448	酪	酪	lo	l	o	阳入				
2449	録	録	lo	l	o	阳入				
2450	鑞	镴	la	l	a	阳入				
2451	陸	陆	lɤu	l	ɤu	阳入				
2452	雒	雒	lo	l	o	阳入				
2453	靂	雳	lei	l	ei	阳入				
2454	駱	骆	lo	l	o	阳入				
2455	駱	骆	lɤu	l	ɤu	阳入				
2456	騄	騄	lo	l	o	阳入				
2457	骼	骼	lo	l	o	阳入				
2458	鬲	鬲	lei	l	ei	阳入				
2459	鰳	鳓	le	l	e	阳入				
2460	鹿	鹿	lɤu	l	ɤu	阳入				
2461	麓	麓	lɤu	l	ɤu	阳入				
2462	能	能	ʔnaŋ	ʔn	aŋ	阴入	尾碼「能」的近指格			
2463	□	□	o		o	阴入	全；都			
2464	偓	偓	o		o	阴入				
2465	厄	厄	a		a	阴入				
2466	呃	呃	a		a	阴入				
2467	堊	垩	o		o	阴入				
2468	壓	压	a		a	阴入				
2469	幄	幄	o		o	阴入				
2470	扼	扼	a		a	阴入				
2471	押	押	a		a	阴入				
2472	挖	挖	o		o	阴入				
2473	揠	揠	a		a	阴入				
2474	握	握	o		o	阴入				
2475	曷	曷	ø		ø	阴入				
2476	沃	沃	o		o	阴入				
2477	渥	渥	o		o	阴入				
2478	螠	螠	a		a	阴入	～兒，小蟹，見《六書故》			
2479	褐	褐	ø		ø	阴入				
2480	軋	轧	a		a	阴入				
2481	軛	轭	a		a	阴入				
2482	遏	遏	ø		ø	阴入				
2483	阿	阿	a		a	阴入	詞頭			
2484	隘	隘	a		a	阴入				
2485	鞨	鞨	ø		ø	阴入				
2486	餲	餲	ø		ø	阴入	食物腐敗			
2487	鴨	鸭	a		a	阴入				
2488	鶡	鹖	ø		ø	阴入				
2489	齷	龌	o		o	阴入				
2490	□	□	bo	b	o	阳去	<齒巴>～牙			
2491	佩	佩	bai	b	ai	阳去				
2492	便	便	bi	b	i	阳去	方～			
2493	傍	傍	buɔ	b	uɔ	阳去				
2494	備	备	bei	b	ei	阳去				
2495	叛	叛	bø	b	ø	阳去				
2496	吠	吠	bei	b	ei	阳去	郊區稱狗叫			
2497	哺	哺	bu	b	u	阳去				
2498	埠	埠	bøy	b	øy	阳去				
2499	幣	币	bei	b	ei	阳去				
2500	弊	弊	bei	b	ei	阳去				
2501	悖	悖	bai	b	ai	阳去				
2502	憊	惫	ba	b	a	阳去	力～爻			
2503	捕	捕	bu	b	u	阳去				
2504	敗	败	ba	b	a	阳去				
2505	敝	敝	bei	b	ei	阳去				
2506	斃	毙	bei	b	ei	阳去				
2507	暴	暴	bɜ	b	ɜ	阳去				
2508	步	步	bøy	b	øy	阳去				
2509	比	比	bei	b	ei	阳去	～鄰			
2510	汴	汴	bi	b	i	阳去				
2511	焙	焙	bai	b	ai	阳去				
2512	爆	爆	bɜ	b	ɜ	阳去	爆炸			
2513	畔	畔	bø	b	ø	阳去				
2514	病	病	beŋ	b	eŋ	阳去				
2515	睥	睥	bei	b	ei	阳去				
2516	碰	碰	biɛ	b	iɛ	阳去	白			
2517	稗	稗	ba	b	a	阳去				
2518	笨	笨	baŋ	b	aŋ	阳去				
2519	篦	篦	bei	b	ei	阳去				
2520	縛	缚	bøy	b	øy	阳去	用草縛的結			
2521	菢	菢	bu	b	u	阳去				
2522	辦	办	ba	b	a	阳去				
2523	避	避	bei	b	ei	阳去				
2524	鐾	鐾	bei	b	ei	阳去				
2525	铇	铇	buɔ	b	uɔ	阳去				
2526	鳳	凤	boŋ	b	oŋ	阳去				
2527	鵏	鵏	bu	b	u	阳去				
2528	代	代	de	d	e	阳去				
2529	佃	佃	di	d	i	阳去				
2530	但	但	da	d	a	阳去				
2531	兌	兑	dai	d	ai	阳去				
2532	地	地	dei	d	ei	阳去				
2533	坦	坦	da	d	a	阳去	草～			
2534	埭	埭	da	d	a	阳去	量詞，一趟一行			
2535	埭	埭	de	d	e	阳去				
2536	墊	垫	di	d	i	阳去				
2537	大	大	da	d	a	阳去				
2538	大	大	dei	d	ei	阳去	～家，婆婆			
2539	大	大	dɤu	d	ɤu	阳去				
2540	奠	奠	di	d	i	阳去				
2541	宕	宕	duɔ	d	uɔ	阳去				
2542	定	定	deŋ	d	eŋ	阳去				
2543	導	导	dɜ	d	ɜ	阳去				
2544	岱	岱	de	d	e	阳去				
2545	幬	帱	dɜ	d	ɜ	阳去				
2546	度	度	døy	d	øy	阳去				
2547	彈	弹	da	d	a	阳去	子～			
2548	恫	恫	doŋ	d	oŋ	阳去				
2549	悼	悼	dɜ	d	ɜ	阳去				
2550	慟	恸	doŋ	d	oŋ	阳去				
2551	憚	惮	da	d	a	阳去				
2552	掉	掉	diɛ	d	iɛ	阳去	～換			
2553	掏	掏	dɜ	d	ɜ	阳去				
2554	椴	椴	dø	d	ø	阳去				
2555	段	段	daŋ	d	aŋ	阳去	樹～			
2556	段	段	dø	d	ø	阳去				
2557	殿	殿	di	d	i	阳去				
2558	毒	毒	dau	d	au	阳去	～死			
2559	洞	洞	doŋ	d	oŋ	阳去				
2560	渡	渡	døy	d	øy	阳去				
2561	溏	溏	duɔ	d	uɔ	阳去	大便稀			
2562	玳	玳	de	d	e	阳去				
2563	甙	甙	de	d	e	阳去				
2564	甸	甸	di	d	i	阳去				
2565	痘	痘	dɤu	d	ɤu	阳去				
2566	盜	盗	dɜ	d	ɜ	阳去				
2567	碭	砀	duɔ	d	uɔ	阳去				
2568	竇	窦	dau	d	au	阳去				
2569	第	第	dei	d	ei	阳去				
2570	紿	绐	de	d	e	阳去	下垂			
2571	緞	缎	dø	d	ø	阳去				
2572	纛	纛	dɜ	d	ɜ	阳去				
2573	荳	荳	dɤu	d	ɤu	阳去				
2574	菪	菪	duɔ	d	uɔ	阳去				
2575	蛋	蛋	da	d	a	阳去				
2576	袋	袋	de	d	e	阳去				
2577	調	调	diɛ	d	iɛ	阳去	～動			
2578	讀	读	dau	d	au	阳去	句～			
2579	豆	豆	dɤu	d	ɤu	阳去				
2580	貸	贷	de	d	e	阳去	借～			
2581	蹈	蹈	dɜ	d	ɜ	阳去				
2582	迨	迨	de	d	e	阳去				
2583	逗	逗	dau	d	au	阳去				
2584	逮	逮	de	d	e	阳去	施事標記			
2585	遁	遁	dø	d	ø	阳去				
2586	遞	递	dei	d	ei	阳去				
2587	鄧	邓	daŋ	d	aŋ	阳去				
2588	鈍	钝	dø	d	ø	阳去				
2589	鍍	镀	døy	d	øy	阳去				
2590	隊	队	dai	d	ai	阳去				
2591	電	电	di	d	i	阳去				
2592	靆	叇	de	d	e	阳去				
2593	骰	骰	dɤu	d	ɤu	阳去				
2594	□	□	gaŋ	g	aŋ	阳去	<匚@汵>下覆貌			
2595	戤	戤	ge	g	e	阳去	冒牌得利			
2596	戤	戤	gɜ	g	ɜ	阳去	豎起			
2597	摜	掼	ga	g	a	阳去	扔			
2598	摳	抠	gau	g	au	阳去	輕刮			
2599	架	架	go	g	o	阳去	打架；一～飛機			
2600	架	架	guɔ	g	uɔ	阳去	腳～起			
2601	潰	溃	gai	g	ai	阳去	胃潰瘍			
2602	環	环	ga	g	a	阳去	門～			
2603	降	降	guɔ	g	uɔ	阳去	吃酒打～			
2604	陷	陷	ga	g	a	阳去	～牙			
2605	隑	隑	ge	g	e	阳去	豎立			
2606	餡	馅	ga	g	a	阳去	～心			
2607	互	互	vu	v	u	阳去				
2608	份	份	vaŋ	v	aŋ	阳去				
2609	位	位	vu	v	u	阳去				
2610	冱	冱	vu	v	u	阳去				
2611	務	务	vøy	v	øy	阳去				
2612	吠	吠	vei	v	ei	阳去	文			
2613	味	味	vei	v	ei	阳去	文			
2614	和	和	vu	v	u	阳去	唱～			
2615	問	问	vaŋ	v	aŋ	阳去				
2616	喻	喻	vu	v	u	阳去				
2617	壞	坏	va	v	a	阳去				
2618	外	外	va	v	a	阳去				
2619	婺	婺	vu	v	u	阳去				
2620	宦	宦	va	v	a	阳去				
2621	彗	彗	vu	v	u	阳去				
2622	患	患	va	v	a	阳去				
2623	惠	惠	vu	v	u	阳去				
2624	慧	慧	vu	v	u	阳去				
2625	換	换	va	v	a	阳去				
2626	擐	擐	va	v	a	阳去				
2627	會	会	vai	v	ai	阳去	開～			
2628	未	未	vei	v	ei	阳去	文			
2629	枑	枑	vu	v	u	阳去				
2630	梵	梵	va	v	a	阳去				
2631	混	混	vaŋ	v	aŋ	阳去				
2632	渭	渭	vu	v	u	阳去				
2633	渾	浑	vaŋ	v	aŋ	阳去				
2634	漶	漶	va	v	a	阳去				
2635	潰	溃	vai	v	ai	阳去				
2636	為	为	vu	v	u	阳去	介詞			
2637	瓠	瓠	vu	v	u	阳去				
2638	糊	糊	vu	v	u	阳去	不清			
2639	紊	紊	vaŋ	v	aŋ	阳去				
2640	胃	胃	vu	v	u	阳去				
2641	腐	腐	vøy	v	øy	阳去				
2642	與	与	vu	v	u	阳去	參～			
2643	芋	芋	vu	v	u	阳去				
2644	荷	荷	vu	v	u	阳去	負～			
2645	萬	万	va	v	a	阳去				
2646	蔧	蔧	vu	v	u	阳去				
2647	蕙	蕙	vu	v	u	阳去				
2648	蟪	蟪	vu	v	u	阳去				
2649	蠉	蠉	va	v	a	阳去				
2650	衛	卫	vu	v	u	阳去				
2651	裕	裕	vu	v	u	阳去				
2652	謂	谓	vu	v	u	阳去				
2653	護	护	vu	v	u	阳去				
2654	譽	誉	vu	v	u	阳去				
2655	豢	豢	va	v	a	阳去				
2656	豫	豫	vu	v	u	阳去				
2657	賀	贺	vu	v	u	阳去				
2658	賻	赙	vøy	v	øy	阳去	回～			
2659	轘	轘	va	v	a	阳去				
2660	逭	逭	va	v	a	阳去				
2661	逾	逾	vu	v	u	阳去				
2662	過	过	vu	v	u	阳去	～儂，傳染			
2663	遺	遗	vu	v	u	阳去	～贈			
2664	附	附	vøy	v	øy	阳去				
2665	霧	雾	vøy	v	øy	阳去				
2666	預	预	vu	v	u	阳去				
2667	飯	饭	va	v	a	阳去				
2668	魏	魏	vai	v	ai	阳去				
2669	鶩	鹜	vu	v	u	阳去				
2670	□	□	dzeŋ	dz	eŋ	阳去	<舟帣>～頭，兩頭荷物重量相稱			
2671	□	□	dziɛ	dz	iɛ	阳去	<石長>用力擠進			
2672	□	□	dzɤu	dz	ɤu	阳去	用力下捺			
2673	乍	乍	dzo	dz	o	阳去				
2674	伎	伎	dzɿ	dz	ɿ	阳去				
2675	住	住	dzɿ	dz	ɿ	阳去				
2676	剩	剩	dzeŋ	dz	eŋ	阳去				
2677	墜	坠	dzɿ	dz	ɿ	阳去				
2678	寨	寨	dza	dz	a	阳去				
2679	座	座	dzo	dz	o	阳去	一～屋宕			
2680	忌	忌	dzɿ	dz	ɿ	阳去				
2681	怍	怍	dzo	dz	o	阳去				
2682	暫	暂	dza	dz	a	阳去				
2683	栫	栫	dzø	dz	ø	阳去	瓶塞			
2684	棧	栈	dza	dz	a	阳去				
2685	棹	棹	dzuɔ	dz	uɔ	阳去				
2686	沉	沉	dzaŋ	dz	aŋ	阳去	使沉沒			
2687	治	治	dzɿ	dz	ɿ	阳去				
2688	滯	滞	dzei	dz	ei	阳去				
2689	爭	争	dziɛ	dz	iɛ	阳去	爭吵			
2690	砟	砟	dzo	dz	o	阳去				
2691	砦	砦	dza	dz	a	阳去				
2692	祚	祚	dzo	dz	o	阳去				
2693	站	站	dza	dz	a	阳去				
2694	箸	箸	dzei	dz	ei	阳去				
2695	籀	籀	dzau	dz	au	阳去				
2696	綻	绽	dza	dz	a	阳去				
2697	胄	胄	dzau	dz	au	阳去				
2698	胙	胙	dzo	dz	o	阳去				
2699	賺	赚	dza	dz	a	阳去	差錯			
2700	鄭	郑	dzeŋ	dz	eŋ	阳去				
2701	酢	酢	dzo	dz	o	阳去				
2702	鋥	锃	dziɛ	dz	iɛ	阳去				
2703	阼	阼	dzo	dz	o	阳去				
2704	陣	阵	dzaŋ	dz	aŋ	阳去				
2705	驟	骤	dzau	dz	au	阳去				
2706	齜	龇	dzɿ	dz	ɿ	阳去	～牙			
2707	□	□	za	z	a	阳去	<疒@柴>瘦			
2708	□	□	za	z	a	阳去	<扌斬>遮住			
2709	□	□	zo	z	o	阳去	<蟲宅>魚，水母			
2710	乍	乍	zo	z	o	阳去				
2711	事	事	zɿ	z	ɿ	阳去				
2712	仞	仞	zaŋ	z	aŋ	阳去				
2713	任	任	zaŋ	z	aŋ	阳去				
2714	伺	伺	zɿ	z	ɿ	阳去				
2715	侍	侍	zɿ	z	ɿ	阳去				
2716	刃	刃	zaŋ	z	aŋ	阳去				
2717	助	助	zɤu	z	ɤu	阳去				
2718	唑	唑	zo	z	o	阳去				
2719	嗜	嗜	zɿ	z	ɿ	阳去				
2720	嗣	嗣	zɿ	z	ɿ	阳去				
2721	嘈	嘈	zɜ	z	ɜ	阳去	鴨子進食的動作			
2722	噬	噬	zei	z	ei	阳去				
2723	妊	妊	zaŋ	z	aŋ	阳去				
2724	字	字	zɿ	z	ɿ	阳去				
2725	寺	寺	zɿ	z	ɿ	阳去				
2726	射	射	zei	z	ei	阳去				
2727	嵊	嵊	zeŋ	z	eŋ	阳去				
2728	座	座	zo	z	o	阳去	～位			
2729	怍	怍	zo	z	o	阳去				
2730	悴	悴	zai	z	ai	阳去				
2731	慎	慎	zaŋ	z	aŋ	阳去				
2732	枘	枘	zai	z	ai	阳去				
2733	榭	榭	zei	z	ei	阳去				
2734	樹	树	zɿ	z	ɿ	阳去				
2735	汭	汭	zai	z	ai	阳去				
2736	淨	净	zeŋ	z	eŋ	阳去				
2737	漬	渍	zɿ	z	ɿ	阳去	～麻；油～			
2738	澍	澍	zɿ	z	ɿ	阳去				
2739	燧	燧	zɿ	z	ɿ	阳去				
2740	牸	牸	zɿ	z	ɿ	阳去				
2741	瑞	瑞	zɿ	z	ɿ	阳去				
2742	瘁	瘁	zai	z	ai	阳去				
2743	盛	盛	zeŋ	z	eŋ	阳去	茂～			
2744	眥	眦	zɿ	z	ɿ	阳去				
2745	睡	睡	zai	z	ai	阳去				
2746	睿	睿	zai	z	ai	阳去				
2747	矬	矬	zo	z	o	阳去				
2748	砟	砟	zo	z	o	阳去				
2749	示	示	zɿ	z	ɿ	阳去				
2750	祚	祚	zo	z	o	阳去				
2751	粹	粹	zai	z	ai	阳去				
2752	紉	纫	zaŋ	z	aŋ	阳去				
2753	紝	纴	zaŋ	z	aŋ	阳去				
2754	胙	胙	zo	z	o	阳去				
2755	脺	脺	zai	z	ai	阳去				
2756	臓	臓	zuɔ	z	uɔ	阳去	五～			
2757	自	自	zɿ	z	ɿ	阳去				
2758	芮	芮	zai	z	ai	阳去				
2759	荏	荏	zaŋ	z	aŋ	阳去				
2760	萃	萃	zai	z	ai	阳去				
2761	藏	藏	zuɔ	z	uɔ	阳去	西～			
2762	蚋	蚋	zai	z	ai	阳去				
2763	視	视	zɿ	z	ɿ	阳去				
2764	誓	誓	zei	z	ei	阳去				
2765	諡	谥	zɿ	z	ɿ	阳去				
2766	謝	谢	zei	z	ei	阳去				
2767	賃	赁	zaŋ	z	aŋ	阳去				
2768	贈	赠	zaŋ	z	aŋ	阳去				
2769	軔	轫	zaŋ	z	aŋ	阳去				
2770	載	载	ze	z	e	阳去	重～			
2771	逝	逝	zei	z	ei	阳去				
2772	酢	酢	zo	z	o	阳去				
2773	鋭	鋭	zai	z	ai	阳去				
2774	阱	阱	zeŋ	z	eŋ	阳去				
2775	阼	阼	zo	z	o	阳去				
2776	隧	隧	zɿ	z	ɿ	阳去				
2777	食	食	zɿ	z	ɿ	阳去	使食			
2778	飪	饪	zaŋ	z	aŋ	阳去				
2779	飼	饲	zɿ	z	ɿ	阳去				
2780	麝	麝	zei	z	ei	阳去				
2781	仲	仲	dʑoŋ	dʑ	oŋ	阳去				
2782	倦	倦	dʑy	dʑ	y	阳去				
2783	健	健	dʑi	dʑ	i	阳去				
2784	傳	传	dʑy	dʑ	y	阳去	～記			
2785	僅	仅	dʑaŋ	dʑ	aŋ	阳去				
2786	共	共	dʑyɔ	dʑ	yɔ	阳去				
2787	具	具	dʑy	dʑ	y	阳去				
2788	勁	劲	dʑaŋ	dʑ	aŋ	阳去	力			
2789	匱	匮	dʑy	dʑ	y	阳去				
2790	召	召	dʑiɛ	dʑ	iɛ	阳去				
2791	噤	噤	dʑaŋ	dʑ	aŋ	阳去	牙～牢：牙噤不開			
2792	宙	宙	dʑɤu	dʑ	ɤu	阳去				
2793	巨	巨	dʑy	dʑ	y	阳去				
2794	懼	惧	dʑy	dʑ	y	阳去				
2795	撞	撞	dʑyɔ	dʑ	yɔ	阳去				
2796	櫃	柜	dʑy	dʑ	y	阳去				
2797	狀	状	dʑyɔ	dʑ	yɔ	阳去				
2798	競	竞	dʑaŋ	dʑ	aŋ	阳去				
2799	簣	篑	dʑy	dʑ	y	阳去				
2800	纏	缠	dʑi	dʑ	i	阳去				
2801	胄	胄	dʑɤu	dʑ	ɤu	阳去				
2802	腱	腱	dʑi	dʑ	i	阳去				
2803	舊	旧	dʑau	dʑ	au	阳去				
2804	蕢	蒉	dʑy	dʑ	y	阳去				
2805	覲	觐	dʑaŋ	dʑ	aŋ	阳去				
2806	轎	轿	dʑiɛ	dʑ	iɛ	阳去				
2807	遽	遽	dʑy	dʑ	y	阳去				
2808	郡	郡	dʑoŋ	dʑ	oŋ	阳去				
2809	醵	醵	dʑy	dʑ	y	阳去				
2810	重	重	dʑyɔ	dʑ	yɔ	阳去	疊起			
2811	鍵	键	dʑi	dʑ	i	阳去				
2812	颶	飓	dʑy	dʑ	y	阳去				
2813	饉	馑	dʑaŋ	dʑ	aŋ	阳去				
2814	饋	馈	dʑy	dʑ	y	阳去				
2815	上	上	ɦi	ɦ	i	阳去	～下			
2816	下	下	ɦo	ɦ	o	阳去	下沉			
2817	亙	亘	ɦaŋ	ɦ	aŋ	阳去				
2818	仗	仗	ɦi	ɦ	i	阳去	炮仗			
2819	佑	佑	ɦiau	ɦ	iau	阳去				
2820	侑	侑	ɦiau	ɦ	iau	阳去				
2821	候	候	ɦau	ɦ	au	阳去				
2822	劭	劭	ɦiɛ	ɦ	iɛ	阳去				
2823	勩	勚	ɦi	ɦ	i	阳去	摩損			
2824	匠	匠	ɦi	ɦ	i	阳去				
2825	又	又	ɦiau	ɦ	iau	阳去				
2826	召	召	ɦiɛ	ɦ	iɛ	阳去	姓			
2827	右	右	ɦiau	ɦ	iau	阳去				
2828	單	单	ɦi	ɦ	i	阳去				
2829	嚷	嚷	ɦi	ɦ	i	阳去				
2830	囿	囿	ɦiau	ɦ	iau	阳去				
2831	堠	堠	ɦau	ɦ	au	阳去				
2832	壤	壤	ɦi	ɦ	i	阳去				
2833	壽	寿	ɦiɤu	ɦ	iɤu	阳去				
2834	夏	夏	ɦo	ɦ	o	阳去				
2835	夜	夜	ɦi	ɦ	i	阳去				
2836	妄	妄	ɦuɔ	ɦ	uɔ	阳去				
2837	媛	媛	ɦy	ɦ	y	阳去				
2838	媵	媵	ɦiaŋ	ɦ	iaŋ	阳去				
2839	孕	孕	ɦiaŋ	ɦ	iaŋ	阳去				
2840	宥	宥	ɦiau	ɦ	iau	阳去				
2841	害	害	ɦe	ɦ	e	阳去				
2842	射	射	ɦi	ɦ	i	阳去	僕～			
2843	尚	尚	ɦi	ɦ	i	阳去				
2844	就	就	ɦiɤu	ɦ	iɤu	阳去				
2845	岸	岸	ɦy	ɦ	y	阳去				
2846	巷	巷	ɦuɔ	ɦ	uɔ	阳去				
2847	廈	厦	ɦo	ɦ	o	阳去				
2848	忘	忘	ɦuɔ	ɦ	uɔ	阳去				
2849	恙	恙	ɦi	ɦ	i	阳去				
2850	恨	恨	ɦaŋ	ɦ	aŋ	阳去				
2851	憾	憾	ɦø	ɦ	ø	阳去				
2852	懈	懈	ɦa	ɦ	a	阳去				
2853	懿	懿	ɦi	ɦ	i	阳去				
2854	授	授	ɦiɤu	ɦ	iɤu	阳去				
2855	擅	擅	ɦi	ɦ	i	阳去				
2856	攘	攘	ɦi	ɦ	i	阳去				
2857	旋	旋	ɦy	ɦ	y	阳去				
2858	旺	旺	ɦuɔ	ɦ	uɔ	阳去				
2859	易	易	ɦi	ɦ	i	阳去				
2860	暇	暇	ɦo	ɦ	o	阳去				
2861	暈	晕	ɦioŋ	ɦ	ioŋ	阳去				
2862	曜	曜	ɦiɛ	ɦ	iɛ	阳去				
2863	望	望	ɦuɔ	ɦ	uɔ	阳去				
2864	柚	柚	ɦiau	ɦ	iau	阳去				
2865	校	校	ɦuɔ	ɦ	uɔ	阳去				
2866	械	械	ɦa	ɦ	a	阳去				
2867	樣	样	ɦi	ɦ	i	阳去				
2868	殉	殉	ɦioŋ	ɦ	ioŋ	阳去				
2869	汗	汗	ɦy	ɦ	y	阳去				
2870	油	油	ɦiau	ɦ	iau	阳去	油漆塗物			
2871	潤	润	ɦioŋ	ɦ	ioŋ	阳去				
2872	瀣	瀣	ɦa	ɦ	a	阳去				
2873	焰	焰	ɦi	ɦ	i	阳去				
2874	王	王	ɦyɔ	ɦ	yɔ	阳去	～天下			
2875	現	现	ɦi	ɦ	i	阳去				
2876	用	用	ɦyɔ	ɦ	yɔ	阳去				
2877	畫	画	ɦo	ɦ	o	阳去				
2878	異	异	ɦi	ɦ	i	阳去				
2879	眩	眩	ɦy	ɦ	y	阳去				
2880	佑	佑	ɦiau	ɦ	iau	阳去				
2881	禪	禅	ɦi	ɦ	i	阳去				
2882	笐	笐	ɦuɔ	ɦ	uɔ	阳去	竹～			
2883	紹	绍	ɦiɛ	ɦ	iɛ	阳去				
2884	縣	县	ɦy	ɦ	y	阳去				
2885	縫	缝	ɦoŋ	ɦ	oŋ	阳去	名詞			
2886	羨	羡	ɦi	ɦ	i	阳去				
2887	翰	翰	ɦy	ɦ	y	阳去				
2888	耀	耀	ɦiɛ	ɦ	iɛ	阳去				
2889	肄	肄	ɦi	ɦ	i	阳去				
2890	胤	胤	ɦiaŋ	ɦ	iaŋ	阳去				
2891	豔	艳	ɦi	ɦ	i	阳去				
2892	華	华	ɦo	ɦ	o	阳去	姓			
2893	薤	薤	ɦa	ɦ	a	阳去				
2894	號	号	ɦɜ	ɦ	ɜ	阳去	～角；記～			
2895	行	行	ɦɛ	ɦ	ɛ	阳去	品～			
2896	袖	袖	ɦiɤu	ɦ	iɤu	阳去				
2897	訟	讼	ɦyɔ	ɦ	yɔ	阳去				
2898	話	话	ɦo	ɦ	o	阳去				
2899	誘	诱	ɦiau	ɦ	iau	阳去				
2900	誦	诵	ɦyɔ	ɦ	yɔ	阳去				
2901	賤	贱	ɦi	ɦ	i	阳去				
2902	贍	赡	ɦi	ɦ	i	阳去				
2903	踐	践	ɦi	ɦ	i	阳去				
2904	運	运	ɦioŋ	ɦ	ioŋ	阳去				
2905	邂	邂	ɦa	ɦ	a	阳去				
2906	邵	邵	ɦiɛ	ɦ	iɛ	阳去				
2907	釉	釉	ɦiau	ɦ	iau	阳去				
2908	焊	焊	ɦy	ɦ	y	阳去				
2909	旋	旋	ɦy	ɦ	y	阳去				
2910	閏	闰	ɦioŋ	ɦ	ioŋ	阳去				
2911	院	院	ɦy	ɦ	y	阳去				
2912	陷	陷	ɦa	ɦ	a	阳去				
2913	韻	韵	ɦioŋ	ɦ	ioŋ	阳去				
2914	順	顺	ɦioŋ	ɦ	ioŋ	阳去				
2915	頌	颂	ɦyɔ	ɦ	yɔ	阳去				
2916	養	养	ɦi	ɦ	i	阳去	～虱，生虱			
2917	餡	馅	ɦa	ɦ	a	阳去				
2918	鳳	凤	ɦoŋ	ɦ	oŋ	阳去				
2919	鷂	鹞	ɦiɛ	ɦ	iɛ	阳去				
