字頭	聲紐	呼	等	韻部	聲調	組	攝	聲母	韻母	聲調	備註	
鍥	溪	開	四	先	入	見	山	k	it	7		
坑	溪	開	二	庚	平	見	梗	k	ong	1	~害	
歉	溪	開	四	添	上	見	咸	k	im	2		
竅	溪	開	四	蕭	去	見	效	k	eu	3		
揭	溪	開	三	祭B	去	見	蟹	k	it	7		
慨	溪	開	一	咍	去	見	蟹	k	oi	3		
亢	溪	開	一	唐	去	見	宕	k	ong	3		
炕	溪	開	一	唐	去	影	宕	k	ong	3		
靠	溪	開	一	豪	去	見	效	k	ou	3		
軻	溪	開	一	歌	平	見	果	k	eo	1		
磕	溪	開	一	泰	去	見	蟹	k	at	8		
剋	溪	開	一	登	入	見	曾	k	ak	7		
劇	群	開	三	庚	入	見	梗	gw	ik	7	又讀：戲~|電視~	
拐	群	開	二	佳	上	見	蟹	gw	oi	2		
劑	精	合	三	支A	平	精	止	dd	ai	1		
窘	群	合	三	真B	上	見	臻	gw	an	5		
韭	見	開	三	尤	上	見	流	z	au	2		
鏗	溪	開	二	耕	平	見	梗	k	ing	1	擬擊鑼聲	
控	溪	開	一	東	去	見	通	k	ung	3		
摳	溪	合	三	虞	平	見	遇	k	au	1		
摳								ng	au	3		
叩	溪	開	一	侯	上	見	流	k	au	3		
扣	溪	開	一	侯	上	見	流	k	au	2	~除|~分	
扣								k	ou	3	~肉	
釦	溪	開	一	侯	上	見	流	k	au	3	紐~。 又《集韻》丘堠切，音𡨥。義同。	
寇	溪	開	一	侯	去	見	流	k	au	3		
枯	溪	開	一	模	平	見	遇	g	u	1	文讀	
枯	溪	開	一	模	平	見	遇	k	u	1	文讀	
骷	溪	開	一	模	平	見	遇	k	u	1		
簻	溪	合	一	戈	平	見	果	k	oe	1	量詞，表示一成塊的物体	
啟	溪	開	四	齊	上	見	蟹	k	ai	2		0
契	溪	開	四	齊	去	見	蟹	k	ai	3		
腔	溪	開	二	江	平	見	江	k	ong	1		
蹺	溪	開	三	宵A	平	見	效	k	eu	3	玉林有疊韻詞 kat7 keu3與「蹊蹺」同義	
巧	溪	開	二	肴	上	見	效	k	eu	2		
榨	莊	開	二	麻	去	莊	假	z	o	3		
怯	溪	開	三	嚴	入	見	咸	k	ip	7		
傾	溪	合	三	清A	平	見	梗	k	ing	1		
傾	溪	合	三	清A	平	見	梗	k	ing	3	又讀	
頃	溪	合	三	清A	平	見	梗	k	ing	1	~刻	
頃	溪	合	三	清A	上	見	梗	k	ing	2	公~	
區	溪	合	三	虞	平	見	遇	k	yu	1		
嶇	溪	合	三	虞	平	見	遇	k	yu	1		
軀	溪	合	三	虞	平	見	遇	k	yu	1		
麴	溪	開	三	東	入	見	通	k	uk	7	酒麯	
驅	溪	合	三	虞	平	見	遇	k	yu	1		
曲	溪	開	三	鍾	入	見	通	k	uk	7		
缺	溪	合	四	先	入	見	山	k	yut	7		
闕	溪	合	三	元	入	見	山	k	yut	7		
確	溪	開	二	江	入	見	江	k	ok	8		
溪	溪	開	四	齊	平	見	蟹	k	ai	1		
谿	溪	開	四	齊	平	見	蟹	k	ai	1		
盲	明	開	二	庚	平	幫	梗	m	aa	4		
棄	溪	開	三	脂A	去	見	止	h	i	3		
器	溪	開	三	脂B	去	見	止	h	i	3		
愾	溪	開	一	咍	去	影	蟹	k	oi	3		
禾	匣	合	一	歌	平	影	果	w	eo	4		1
煢	羣	合	三	清	平	見	梗	g	ing	4		
啓	溪	開	四	齊	上	見	蟹	k	ai	2		0
抗	溪	開	一	唐	去	見	宕	k	ong	3	~日戰爭	1
窟	溪	合	一	魂	入	見	臻	kw	at	7		
夸	溪	合	二	麻	平	見	假	kw	o	1		
誇	溪	合	二	麻	平	見	假	kw	o	1		
跨	溪	合	二	麻	平	見	假	kw	o	1		
快	溪	合	二	夬	去	見	蟹	kw	oi	3	文讀：~樂|~餐|~遞	
掘	群	合	三	文	入	見	臻	gw	at	9		
筐	溪	合	三	陽	平	見	宕	kw	ong	1		
框	溪	合	三	陽	平	見	宕	kw	ong	1		
框	溪	合	四	陽	平	見	宕	kw	ang	1	口語讀音	
眶	溪	合	三	陽	平	見	宕	kw	ong	1		
龜	見	合	三	脂B	平	見	止	gw	ai	1		
和	匣	合	一	歌	平	影	果	w	eo	4		1
核	匣	開	二	耕	入	影	梗	w	at	9	果核	1
核								0	at	9	類似核的東西：~心|~酸	
苦	溪	開	一	模	上	見	遇	k	u	2	文讀	
歸	見	合	三	微	平	見	止	gw	ai	1		
共	群	開	三	鍾	去	見	通	g	ung	6		
衷	知	開	三	東	平	知	通	c	ung	1		
軌	見	合	三	脂B	上	見	止	gw	ai	2		
極	群	開	三	蒸	入	見	曾	g	ik	9		
崎	溪	開	三	支B	平	見	止	k	i	1		
綺	溪	開	三	支B	上	見	止	k	i	2		
技	群	開	三	支B	上	見	止	g	i	6		
枷	群	開	三	歌	平	見	果	g	o	1		
儉	群	開	三	鹽B	上	見	咸	g	im	5		
件	群	開	三	仙B	上	見	山	g	in	5	文讀	
件	群	開	三	仙B	上	見	山	g	in	6	白讀	
健	群	開	三	元	去	見	山	g	in	6		
鍵	群	開	三	仙B	平	見	山	g	in	6		
轎	群	開	三	宵B	去	見	效	g	iu	6		
杰	群	開	三	仙B	入	見	山	g	et	10		
傑	群	開	三	仙B	入	見	山	g	et	10		
竭	群	開	三	元	入	見	山	g	et	10		
僅	群	開	三	真B	去	見	臻	g	an	2		
近	群	開	三	欣	上	見	臻	g	an	5		
鯨	群	開	三	庚	平	見	梗	g	ing	4		
頸	群	開	三	清A	平	見	梗	g	ing	2		
競	群	開	三	庚	去	見	梗	g	ing	6		
舊	群	開	三	尤	上	見	流	g	au	5	可能是訓讀。破舊的，破爛的，破敗的（興業指{腐朽的}）	
局	群	開	三	鍾	入	見	通	g	uk	9		
巨	群	開	三	魚	上	見	遇	g	yu	5	白讀	
巨	群	開	三	魚	上	見	遇	g	yu	6	文讀	
拒	群	開	三	魚	上	見	遇	g	yu	2		0
具	群	合	三	虞	去	見	遇	g	yu	6		
距	群	開	三	魚	上	見	遇	g	yu	2	~離	0
距	群	開	三	魚	上	見	遇	g	yu	5	雞~：雞的后趾	
鉅	群	開	三	魚	上	見	遇	g	yu	5		
劇	群	開	三	庚	入	見	梗	g	ik	7	~烈	
懼	群	合	三	虞	去	見	遇	g	yu	6		
倦	群	合	三	仙B	去	見	山	g	yun	6		
倔	群	合	三	文	入	見	臻	gw	at	9		
忌	群	開	三	之	去	見	止	g	i	6		
妓	群	開	三	支B	上	見	止	g	i	6		
期	群	開	三	之	平	見	止	g	i	4		
其	群	開	三	之	平	見	止	g	i	4		
奇	群	開	三	支B	平	見	止	g	i	4		
歧	群	開	三	支A	平	見	止	g	i	4		
祈	群	開	三	微	平	見	止	g	i	4		
祇	群	開	三	支A	平	見	止	g	i	4		
淇	群	開	三	之	平	見	止	g	i	4		
琪	群	開	三	之	平	見	止	g	i	4		
棋	群	開	三	之	平	見	止	g	i	4		
鬾	群	開	三	支B	去	見	止	g	i	6		
騎	群	開	三	支B	平	見	止	g	e	4	~樓	
旗	群	開	三	之	平	見	止	g	i	4		
拑	群	開	三	鹽B	平	見	咸	g	em	4		
虔	群	開	三	仙B	平	見	山	g	in	4		
乾	群	開	三	仙B	平	見	山	g	in	4	~坤	
鉗	群	開	三	鹽B	平	見	咸	g	em	4		
芡	群	開	三	鹽B	上	見	咸	g	im	6		
猛	明	開	二	庚	上	幫	梗	m	aa	5		
僑	群	開	三	宵B	平	見	效	g	iu	4		
橋	群	開	三	宵B	平	見	效	g	iu	4		
蜢	明	開	二	庚	上	幫	梗	m	aa	2		
艋	明	開	二	庚	上	幫	梗	m	aa	2		
茄	群	開	三	歌	平	見	果	g	e	4		
芹	群	開	三	欣	平	見	臻	g	an	4		
琴	群	開	三	侵B	平	見	深	g	am	4	異讀	
禽	群	開	三	侵B	平	見	深	g	am	4	異讀	
勤	群	開	三	欣	平	見	臻	g	an	4		
擒	群	開	三	侵B	平	見	深	g	am	4	異讀	
擎	群	開	三	庚	平	見	梗	g	ing	4		
窮	群	開	三	東	平	見	通	g	ung	4		
瓊	群	合	三	清A	平	見	梗	g	ing	4		
求	群	開	三	尤	平	見	流	g	au	4	異讀	
球	群	開	三	尤	平	見	流	g	au	4	異讀	
渠	群	開	三	魚	平	見	遇	g	yu	4		
拳	群	合	三	仙B	平	見	山	g	yun	4		
權	群	合	三	仙B	平	見	山	g	yun	4		
伽	群	開	三	歌	平	見	果	g	o	1		
菫	群	開	三	真B	平	見	臻	g	an	2		
坤	溪	合	一	魂	平	見	臻	kw	an	1		
困	溪	合	一	魂	去	見	臻	kw	an	3		
廓	溪	合	一	唐	入	見	宕	kw	ok	8		
隙	溪	開	三	庚	入	見	梗	kw	ik	7	或訓讀自「緎」	
菌	群	合	三	真B	上	見	臻	gw	an	5		
郡	群	合	三	文	去	見	臻	gw	an	6		
狂	群	合	三	陽	平	見	宕	gw	ong	4		
鬼	見	合	三	微	上	見	止	gw	ai	2		
癸	見	合	三	脂A	上	見	止	gw	ai	4		
詭	見	合	三	支B	上	見	止	gw	ai	2		
貴	見	合	三	微	去	見	止	gw	ai	3		
裙	群	合	三	文	平	見	臻	gw	an	4		1
群	群	合	三	文	平	見	臻	gw	an	4		1
羣	群	合	三	文	平	見	臻	gw	an	4		1
季	見	合	三	脂A	去	見	止	gw	ai	3		
崛	群	合	三	文	入	見	臻	gw	at	9		
晷	見	合	三	脂B	上	見	止	gw	ai	2		
規	見	合	三	支A	平	見	止	kw	ai	1		
愧	見	合	三	脂B	去	見	止	kw	ai	3		
齋	莊	開	二	皆	平	莊	蟹	z	oi	1		
窄	莊	開	二	庚	入	莊	梗	z	o	3		
債	莊	開	二	佳	去	莊	蟹	z	oi	3		
斬	莊	開	二	咸	上	莊	咸	z	om	2		
盞	莊	開	二	山	上	莊	山	z	on	2		
爪	莊	開	二	肴	上	莊	效	z	ou	2	文讀：~牙	
找	莊	開	二	肴	上	莊	效	z	ou	2		
孟	明	開	二	庚	去	幫	梗	m	aa	6		
驀	明	開	二	庚	入	幫	梗	m	aa	6		
冷	來	開	四	青	平	來	梗	l	aa	5		
皺	莊	開	三	尤	去	莊	流	z	au	3	文讀	
妝	莊	開	三	陽	平	莊	宕	z	ong	1		
瑾	群	開	三	真B	去	見	臻	g	an	6		
櫃	群	合	三	脂B	去	見	止	gw	ai	6		
炬	群	開	三	魚	上	見	遇	g	yu	5		
遽	群	開	三	魚	去	見	遇	g	yu	6		
騎	群	開	三	支B	平	見	止	g	i	4		
舔	透	開	四	添	上	端	咸	g	em	5	訓讀	
壼	溪	合	一	魂	上	見	臻	kw	an	2		
曠	溪	合	一	唐	去	見	宕	kw	ong	3		
泣	溪	開	三	侵B	入	見	深	l	ap	7		
苙	來	開	三	侵A	入	來	深	l	ap	7	豬~|雞~	
凜	來	開	三	侵A	上	來	深	l	am	5		
救	見	開	三	尤	去	見	流	z	au	3		
乎	匣	開	二	模	平	影	遇	w	u	4		1
狐	匣	開	一	模	平	影	遇	w	u	4		1
弧	匣	開	一	模	平	影	遇	w	u	4		1
胡	匣	開	一	模	平	影	遇	w	u	4		1
壺	匣	開	一	模	平	影	遇	w	u	4		1
葫	匣	開	一	模	平	影	遇	w	u	4	文讀	1
湖	匣	開	一	模	平	影	遇	w	u	4		1
瑚	匣	開	一	模	平	影	遇	w	u	4		1
蝴	匣	開	一	模	平	影	遇	w	u	4		1
糊	匣	開	一	模	平	影	遇	w	u	4		1
醐	匣	開	一	遇	平	影	遇	w	u	4		1
鬍	匣	合	一	模	平	影	遇	w	u	4		1
互	匣	開	一	模	去	影	遇	w	u	6		1
呆	疑	開	一	咍	平	見	蟹	dd	oi	1		1
曲	溪	開	三	鍾	入	見	通	ng	uk	7	白讀：拐彎；使曲折	
科	溪	合	一	歌	平	見	果	w	eo	1		
戶	匣	開	一	模	上	影	遇	w	u	5		1
怙	匣	開	一	模	上	影	遇	w	u	5		1
扈	匣	開	一	模	上	影	遇	w	u	5		1
齦	疑	開	三	欣	平	見	臻	ng	an	4		
臥	疑	合	一	歌	去	見	果	m	eo	3	又讀	1
臥	疑	合	一	歌	去	見	果	m	eo	6		1
臬	疑	開	四	屑	入	見	山	n	ep	10		
妍	疑	開	四	先	平	見	山	n	in	1		
研	疑	開	四	先	平	見	山	n	in	1	文讀：科~	1
鰭	群	開	三	脂A	平	見	止	g	i	4		
擇	澄	開	二	庚	入	知	梗	z	aa	6		
燃	日	開	三	仙A	平	日	山	nj	in	4	白讀	
冉	日	開	三	鹽A	平	日	咸	nj	im	5		
染	日	開	三	鹽A	上	日	咸	nj	im	5		
澤	澄	開	二	庚	入	知	梗	z	aa	6		
宅	澄	開	二	庚	入	知	梗	z	aa	6		
鋥	澄	開	二	庚	去	知	梗	z	aa	6		
饒	日	開	三	宵A	平	日	效	nj	iu	4		
擾	日	開	三	宵A	上	日	效	nj	iu	2		
繞	日	開	三	宵A	上	日	效	nj	iu	2		
惹	日	開	三	麻	上	日	假	nj	e	5		
熱	日	開	三	仙A	入	日	山	nj	et	10		
人	日	開	三	真A	平	日	臻	nj	an	4		
人								nj	an	1	各人，各自：各~｜~睇~｜~望~	
壬	日	開	三	侵A	平	日	深	nj	am	4		
仁	日	開	三	真A	平	日	臻	nj	an	4		
仁	日	開	三	真A	平	日	臻	ng	an	4	果核；睾丸（兒童語）	
忍	日	開	三	真A	上	日	臻	nj	an	5		
刃	日	開	三	真A	去	日	臻	nj	an	5		
研	疑	開	四	先	平	見	山	ng	en	4	白讀：~米(研磨米)	
仞	日	開	三	真A	去	日	臻	nj	an	6		
任	日	開	三	侵A	平	日	深	nj	am	6		
認	日	開	三	真A	去	日	臻	nj	an	6		
日	日	開	三	真A	入	日	臻	nj	at	9		
肉	日	開	三	東	入	日	通	nj	uk	9		
邃	心	合	三	脂A	去	精	止	sl	ui	3		
辱	日	開	三	鍾	入	日	通	nj	uk	9		
入	日	開	三	侵A	入	日	深	nj	ap	9		
褥	日	開	三	鍾	入	日	通	nj	uk	9		
驗	疑	開	三	鹽B	去	見	咸	n	im	6		1
軟	日	合	三	仙A	上	日	山	nj	yun	5		
隋	邪	合	三	支A	平	精	止	d	ui	4		
閏	日	合	三	真A	去	日	臻	nj	an	6		
潤	日	合	三	真A	去	日	臻	nj	an	6		
崢	崇	開	二	庚	平	莊	梗	z	aa	1		
賾	崇	開	二	耕	入	莊	梗	z	aa	6		
睜	從	開	三	清aa	上	精	梗	z	aa	1		
琦	群	開	三	支B	平	見	止	g	i	4		
囁	日	開	三	鹽A	入	日	咸	nj	ep	10		
鎗	初	開	二	庚	平	莊	梗	t	aa	1		
蟯	日	開	三	宵A	平	日	效	nj	iu	4		
稔	日	開	三	侵A	上	日	深	nj	am	5		
飪	日	開	三	侵A	上	日	深	nj	am	6		
韌	日	開	三	真A	去	日	臻	nj	an	6	見《玉林话研究》	
坼	徹	開	二	庚	入	知	梗	c	aa	2	裂，爆裂	
澀	生	開	三	侵B	入	莊	深	nj	op	8	白讀：粗糙	
滲	生	開	三	侵B	去	莊	深	nj	om	3	白讀	
滬	匣	開	一	模	上	影	遇	w	u	5		1
拆	徹	開	二	庚	入	知	梗	c	aa	2		
華	匣	合	二	麻	平	影	假	w	o	4		1
華	匣	合	二	麻	去	影	假	w	o	6	姓	
猾	匣	合	二	山	入	影	山	w	ot	10		
撓	曉	開	一	豪	平	影	效	nj	ou	1		
曉	曉	開	四	蕭	上	影	效	nj	iu	2		
護	匣	開	一	模	去	影	遇	w	u	6		1
撐	徹	開	二	庚	平	知	梗	c	aa	1		
貳	日	開	三	脂A	去	日	止	nj	i	6		
餌	日	開	三	之	去	日	止	nj	i	5		
擬	疑	開	三	之	上	見	止	nj	i	5		
牛	疑	開	三	尤	平	見	流	nj	au	4		
瞠	徹	開	二	庚	平	知	梗	c	aa	1		
牚	徹	開	二	庚	去	知	梗	c	aa	3	死雞~硬頸	
阮	疑	合	三	元	上	見	山	nj	yun	5		
牙	疑	開	二	麻	平	見	假	nj	o	4		
芽	疑	開	二	麻	平	見	假	nj	o	4		
捱	疑	開	二	佳	平	見	蟹	ng	oi	4		
艾	疑	開	一	泰	去	見	蟹	ng	oi	6		
礙	疑	開	一	咍	去	見	蟹	ng	oi	6		
岸	疑	開	一	寒	去	見	山	ng	on	6		
昂	疑	開	一	唐	平	見	宕	ng	ong	4		
敖	疑	開	一	豪	平	見	效	ng	eou	4		
熬	疑	開	一	豪	平	見	效	ng	eou	4		1
熬	疑	開	一	豪	平	見	效	ng	eou	6	白讀	1
傲	疑	開	一	豪	去	見	效	ng	eou	6		
俄	疑	開	一	歌	平	見	果	ng	eo	4		
峨	疑	開	一	歌	平	見	果	ng	eo	4		
娥	疑	開	一	歌	平	見	果	ng	eo	5		
訛	疑	合	一	歌	平	見	果	ng	eo	4		
蛾	疑	開	一	歌	平	見	果	ng	eo	4		
鵝	疑	開	一	歌	平	見	果	ng	eo	4		
餓	疑	開	一	歌	去	見	果	ng	eo	6		
噩	疑	開	一	唐	入	見	宕	ng	ok	10	呆	
顎	疑	開	一	唐	入	見	宕	ng	ok	10		
鱷	疑	開	一	唐	入	見	宕	ng	ok	10		
岌	疑	開	三	侵B	入	見	深	ng	ap	9		
逆	疑	開	三	庚	入	見	梗	ng	ik	9		
凝	疑	開	三	蒸	平	見	曾	ng	ang	1	白讀	
凝	疑	開	三	蒸	平	見	曾	ng	ing	4		
凝	疑	開	三	蒸	平	見	曾	ng	ing	1	白讀	
偶	疑	開	一	侯	上	見	流	ng	au	5		
藕	疑	開	一	侯	去	見	流	ng	au	5		
藕	疑	開	一	侯	去	見	流	ng	au	2	又讀	
枒	疑	開	二	麻	平	見	假	nj	o	4		
瓦	疑	合	二	麻	上	見	假	ng	o	5	白讀	
外	疑	合	一	泰	去	見	蟹	ng	oi	6		
頑	疑	合	二	刪	平	見	山	ng	on	4		
窺	溪	合	三	支A	平	見	止	kw	ai	1		
虧	溪	合	三	支B	平	見	止	kw	ai	1		
逵	群	合	三	脂B	平	見	止	gw	ai	4		
葵	群	合	三	脂A	平	見	止	gw	ai	4		
餽	群	合	三	脂B	去	見	止	gw	ai	6		
饋	群	合	三	脂B	去	見	止	gw	ai	6		
我	疑	開	一	歌	上	見	果	ng	eo	5		
嘩	匣	合	二	麻	平	見	假	w	o	4		
崖	疑	開	二	佳	平	見	蟹	ng	oi	4		
涯	疑	開	二	佳	平	見	蟹	ng	oi	4		
蟻	疑	開	三	支B	上	見	止	ng	ai	5	白讀：~子（也有的地方讀nai）	
羿	疑	開	四	齊	去	見	蟹	ng	ai	6		
詣	疑	開	四	齊	去	見	蟹	ng	ai	6		
毅	疑	開	三	微	去	見	止	ng	ai	6		
藝	疑	開	三	祭A	去	見	蟹	ng	ai	6		
吟	疑	開	三	侵B	平	見	深	ng	am	4	白讀	
銀	疑	開	三	真B	平	見	臻	ng	an	4		
迎	疑	開	三	庚	平	見	梗	ng	ing	4		
冊	初	開	二	耕	入	莊	梗	c	aa	2		
岳	疑	開	二	江	入	見	江	ng	ok	10	異讀	
莊	莊	開	三	陽	平	莊	宕	z	ong	1		
瓦	疑	合	二	麻	上	見	假	w	o	5	文讀	1
外	疑	合	一	泰	去	見	蟹	w	oi	6		1
玩	疑	合	一	寒	去	見	山	w	un	6		1
皚	疑	開	一	咍	平	見	蟹	ng	oi	4		
遨	疑	開	一	豪	平	見	效	ng	eou	4		
螯	疑	開	一	豪	平	見	效	ng	eou	4		
翱	疑	開	一	豪	平	見	效	ng	eou	4		
愕	疑	開	一	唐	入	見	宕	ng	ok	10		
蚜	疑	開	二	假	平	見	假	nj	o	4		
畫	匣	合	二	佳	去	影	蟹	w	o	6	文讀	1
悸	群	合	三	脂A	去	見	止	gw	ai	6		
衙	疑	開	三	魚	平	見	遇	nj	o	4		
垠	疑	開	三	真B	平	見	臻	ng	an	4		
雅	疑	開	二	麻	上	見	假	nj	o	5		
畫	匣	合	二	麥	入	影	梗	w	ot	10	白讀	1
話	匣	合	二	夬	去	影	蟹	w	o	6		1
樺	匣	合	二	麻	平	影	假	w	o	6		
策	初	開	二	耕	入	莊	梗	c	aa	2		
隨	邪	合	三	支A	平	精	止	d	ui	4		
淮	匣	合	二	皆	平	影	蟹	w	oi	4		1
槐	匣	合	二	皆	平	影	蟹	w	oi	4		
槐								w	oi	1	六~：地名，在容縣六王鎮	
懷	匣	合	二	皆	平	影	蟹	w	oi	4		1
桓	匣	合	一	寒	平	影	山	w	un	4		
環	匣	合	二	刪	平	影	山	w	on	4		1
海	曉	開	一	咍	上	影	蟹	h	oi	2		
憨	曉	開	一	談	平	影	咸	h	om	1		
鼾	曉	開	一	寒	平	影	山	h	on	1		
罕	曉	開	一	寒	上	影	山	h	on	2		
喊	曉	開	一	談	上	影	咸	h	om	3		
漢	曉	開	一	寒	去	影	山	h	on	3		
蒿	曉	開	一	豪	平	影	效	h	ou	1		
好	曉	開	一	豪	上	影	效	h	eou	2	良~	
好	曉	開	一	豪	去	影	效	h	eou	3	喜~	
耗	曉	開	一	豪	去	影	效	h	eou	3		
呵	曉	開	一	歌	平	影	果	h	eo	1		
傖	崇	開	二	庚	平	莊	梗	s	aa	4		
黑	曉	開	一	登	入	影	曾	h	ak	7		
生	生	開	二	庚	平	莊	梗	s	aa	1		
哼	曉	開	二	庚	平	影	梗	h	ng	3		
呼	曉	開	二	模	平	影	遇	h	eo	1	口語：嗚~(死)	
唬	曉	開	二	麻	去	影	假	h	o	1	欺	
許	曉	開	三	魚	上	影	遇	h	yu	2		
希	曉	開	三	微	平	影	止	h	i	1		
烯	曉	開	三	止	平	影	止	h	i	1		
稀	曉	開	三	微	平	影	止	h	i	1		
熙	曉	開	三	之	平	影	止	h	i	1		
嘻	曉	開	三	之	平	影	止	h	e	1		
嬉	曉	開	三	之	平	影	止	h	i	1		
熹	曉	開	三	之	平	影	止	h	i	1		
羲	曉	開	三	支B	平	影	止	h	i	1		
曦	曉	開	三	支B	平	影	止	h	i	1		
犧	曉	開	三	支B	平	影	止	h	i	1		
喜	曉	開	三	之	上	影	止	h	i	2		
禧	曉	開	三	之	平	影	止	h	i	1		
戲	曉	開	三	支B	去	影	止	h	i	3		
牲	生	開	二	庚	平	莊	梗	s	aa	1		
囂	曉	開	三	宵B	平	影	效	h	iu	1		
孝	曉	開	二	肴	去	影	效	h	ou	3		
馨	曉	開	四	青	平	影	梗	h	ing	1		
興	曉	開	三	蒸	平	影	曾	h	ing	3	名詞	
興	曉	開	三	蒸	平	影	曾	h	ing	1	動詞	
凶	曉	開	三	鍾	平	影	通	h	ung	1		
緩	匣	合	一	寒	上	影	山	w	un	5	見《玉林市志》	1
緩	匣	合	一	寒	上	影	山	w	un	6	見1959年字表及《玉林话研究》	1
幻	匣	合	二	山	去	影	山	w	on	6		
患	匣	合	二	刪	去	影	山	w	on	6		
換	匣	合	一	寒	去	影	山	w	un	6		1
皇	匣	合	一	唐	平	影	宕	w	ong	4		1
凰	匣	合	一	唐	平	影	宕	w	ong	4		1
黃	匣	合	一	唐	平	影	宕	w	ong	4		1
徨	匣	合	一	唐	平	影	宕	w	ong	4		1
惶	匣	合	一	唐	平	影	宕	w	ong	4		1
煌	匣	合	一	唐	平	影	宕	w	ong	4		1
潢	匣	合	一	唐	平	影	宕	w	ong	4		1
磺	匣	合	一	唐	平	影	宕	w	ong	4		1
簧	匣	合	一	唐	平	影	宕	w	ong	4		1
甥	生	開	二	庚	平	莊	梗	s	aa	1		
掀	曉	開	三	元	平	影	山	j	in	1		
險	曉	開	三	鹽B	上	影	咸	j	im	2		1
顯	曉	開	四	先	上	影	山	j	in	2		1
憲	曉	開	三	元	去	影	山	j	in	2		
獻	曉	開	三	元	去	影	山	j	in	3		1
笙	生	開	二	庚	平	莊	梗	s	aa	1		
革	見	開	二	耕	入	見	梗	g	aa	2		
隧	邪	合	三	脂A	去	精	止	sl	ui	6		0
蝌	溪	合	一	歌	平	見	果	w	eo	1		
顆	溪	合	一	歌	上	見	果	w	eo	2		
遂	邪	合	三	脂A	去	精	止	z	ui	6	半邊~：半身不遂	
垂	常	合	三	支A	平	章	止	s	ui	4		
課	溪	合	一	歌	去	見	果	w	eo	3		
快	溪	合	二	夬	去	見	蟹	w	oi	3	白讀	
揆	群	合	三	脂A	上	見	止	gw	ai	4		
匱	群	合	三	脂B	去	見	止	gw	ai	6		
跪	群	合	三	支B	上	見	止	gw	ai	6		
訝	疑	開	二	麻	去	見	假	nj	o	6		
言	疑	開	三	元	平	見	山	nj	in	4		
岩	疑	開	二	銜	平	見	咸	nj	om	4		
薅	曉	開	一	豪	平	影	效	ng	eou	1		
兇	曉	開	三	鍾	平	影	通	h	ung	1		
格	見	開	二	陌	入	見	梗	g	aa	2		
隔	見	開	二	耕	入	見	梗	g	aa	2		
裝	莊	開	三	陽	平	莊	宕	z	ong	1		
壯	莊	開	三	陽	去	莊	宕	z	ong	3		
築	知	開	三	東	入	知	通	c	uk	7		
呼	曉	開	一	模	平	影	遇	w	u	1		
忽	曉	合	一	魂	入	影	臻	w	at	7		1
虎	曉	開	一	模	上	影	遇	w	u	2		
琥	曉	開	一	模	上	影	遇	w	u	2		
氫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ing	1		
滸	曉	開	一	模	上	影	遇	w	u	4	水~傳	
花	曉	合	二	麻	平	影	假	w	o	1		
化	曉	合	二	麻	去	影	假	w	o	3		
歡	曉	合	一	寒	平	影	山	w	un	1		
喚	曉	合	一	寒	去	影	山	w	un	6		
渙	曉	合	一	寒	去	影	山	w	un	6		
煥	曉	合	一	寒	去	影	山	w	un	6		
荒	曉	合	一	唐	平	影	宕	w	ong	1		
慌	曉	合	一	唐	上	影	宕	w	ong	1		
謊	曉	合	三	陽	上	影	宕	w	ong	1		
瑞	常	合	三	支A	去	章	止	s	ui	6		
誰	常	合	三	脂A	平	章	止	s	ui	4		
喟	溪	合	三	脂B	去	見	止	kw	ai	3		
錐	章	合	三	脂A	平	章	止	z	ui	1		
惴	章	合	三	支A	去	章	止	z	ui	3		
危	疑	合	三	支B	平	見	止	ng	ai	4		
昏	曉	合	一	魂	平	影	臻	w	un	1		
昏	曉	合	三	文	平	影	臻	w	an	1	又讀	
婚	曉	合	一	魂	平	影	臻	w	an	1	又讀	
婚	曉	合	一	魂	平	影	臻	w	un	1		
葷	曉	合	三	文	平	影	臻	w	an	1		
豁	曉	合	一	寒	入	影	山	w	ut	7		
火	曉	合	一	歌	上	影	果	w	eo	2		
貨	曉	合	一	歌	去	影	果	w	eo	3		
譁	曉	合	二	麻	平	影	假	w	o	4		
歪	曉	合	二	卦	去	影	蟹	w	oi	1		
兄	曉	合	三	庚	平	影	梗	w	ing	1		
勛	曉	合	三	文	平	影	臻	w	an	1		
薰	曉	合	三	文	平	影	臻	w	an	1		
燻	曉	合	三	文	平	影	臻	w	an	1		
訓	曉	合	三	文	去	影	臻	w	an	3		
匈	曉	開	三	鍾	平	影	通	h	ung	1		
嘿								m	ak	9	通「默」	
洶	曉	開	三	鍾	平	影	通	h	ung	1		
惚	曉	合	一	魂	入	影	臻	w	at	7		
奐	曉	合	一	寒	去	影	山	w	un	3		
庚	見	開	二	庚	平	見	梗	g	aa	1		
揣	初	合	三	支B	上	莊	止	c	ui	2	~測	
巍	疑	合	三	微	平	見	止	ng	ai	4		
偽	疑	合	三	支B	去	見	止	ng	ai	6		
胸	曉	開	三	鍾	平	影	通	h	ung	1		
耕	見	開	二	耕	平	見	梗	g	aa	1		
吁	曉	合	三	虞	平	影	遇	h	yu	1		
羹	見	開	二	庚	平	見	梗	g	aa	1	淺勺	
阿	影	開	一	歌	平	影	果	0	o	1	譯音用：~拉伯|~根廷	1
更	見	開	二	庚	平	見	梗	g	aa	1	~替|五~	1
