						到格拉夫覈校，2022年3月更新
儉	客法辭典	kiang3	kʰiaŋ3			
翦	客法辭典	zien3	tsien3			
撿	客法辭典	giam3	kiam3			
檢	客法辭典	giam3	kiam3			
蹇	客法辭典	kian3	kʰian3			
繭	客法辭典	gian3	kian3			
簡	客法辭典	gian3	kian3			
謭	客法辭典	zien3	tsien3			
鬋	客法辭典	zien5	tsien5			
蠒	客法辭典	gian3	kian3			
鹹	客法辭典	ham2	ham2			
騫	客法辭典	kian1	kʰian1			
鹻	客法辭典	giam5	kiam5			
籛	客法辭典	cien2	tsʰien2			
譾	客法辭典	zien3	tsien3			
襺	客法辭典	gian3	kian3			
鹼	客法辭典	gian3	kian3			
鹼	客法辭典	giam5	kiam5			
件	客法辭典	kian5	kʰian5			
見	客法辭典	hien5	hien5			
見	客法辭典	gian5	kian5			
建	客法辭典	gian5	kian5			
荐	客法辭典	zien5	tsien5			
牮	客法辭典	zien5	tsien5			
栫	客法辭典	zien5	tsien5			
俴	客法辭典	cien3	tsʰien3			
健	客法辭典	kian5	kʰian5			
揵	客法辭典	kian3	kʰian3			
楗	客法辭典	kian5	kʰian5			
臶	客法辭典	zien5	tsien5			
毽	客法辭典	gian3	kian3			
腱	客法辭典	kian5	kʰian5			
僭	客法辭典	ziam5	tsiam5			
漸	客法辭典	ciam5	tsʰiam5			
趝	客法辭典	niam5	niam5			
趝	客法辭典	giam5	kiam5			
賤	客法辭典	cien5	tsʰien5			
踐	客法辭典	cien5	tsʰien5			
箭	客法辭典	zien5	tsien5			
劍	客法辭典	giam5	kiam5			
諓	客法辭典	cien3	tsʰien3			
澗	客法辭典	gian3	kian3			
薦	客法辭典	zien5	tsien5			
鍵	客法辭典	kian3	kʰian3			
餞	客法辭典	zien5	tsien5			
諫	客法辭典	gian3	kian3			
瞯	客法辭典	han2	han2			
濺	客法辭典	cien5	tsʰien5			
覵	客法辭典	han2	han2			
艦	客法辭典	gam5	kam5			
轞	客法辭典	gam5	kam5			
鑒	客法辭典	gam5	kam5			
鑑	客法辭典	gam5	kam5			
江	客法辭典	gong1	koŋ1			
姜	客法辭典	giong1	kioŋ1			
將	客法辭典	ziong1	tsioŋ1			
將	客法辭典	ziong5	tsioŋ5			
僵	客法辭典	giong1	kioŋ1			
漿	客法辭典	ziong1	tsioŋ1			
漿	客法辭典	ziong3	tsioŋ3			
薑	客法辭典	giong1	kioŋ1			
殭	客法辭典	giong1	kioŋ1			
螿	客法辭典	ziong1	tsioŋ1			
礓	客法辭典	giong1	kioŋ1			
疆	客法辭典	giong1	kioŋ1			
疆	客法辭典	kiong1	kʰioŋ1			
繮	客法辭典	giong1	kioŋ1			
韁	客法辭典	giong1	kioŋ1			
蔣	客法辭典	ziong1	tsioŋ1			
奬	客法辭典	ziong3	tsioŋ3			
獎	客法辭典	ziong3	tsioŋ3			
耩	客法辭典	gong3	koŋ3			
講	客法辭典	gong3	koŋ3			
匠	客法辭典	siong5	sioŋ5			
降	客法辭典	hong2	hoŋ2			
降	客法辭典	gong5	koŋ5			
洚	客法辭典	gong5	koŋ5			
弶	客法辭典	giong3	kioŋ3			
絳	客法辭典	gong5	koŋ5			
糡	客法辭典	kiong5	kʰioŋ5			
醬	客法辭典	ziong5	tsioŋ5			
艽	客法辭典	geu1	keu1			
交	客法辭典	gau1	kau1			
交	客法辭典	gau2	kau2			
交	客法辭典	gau5	kau5			
交	客法辭典	kau1	kʰau1			
郊	客法辭典	kau1	kʰau1			
郊	客法辭典	gau1	kau1			
茭	客法辭典	gau1	kau1			
姣	客法辭典	hau2	hau2			
姣	客法辭典	hiau2	hiau2			
椒	客法辭典	ziau1	tsiau1			
蛟	客法辭典	gau1	kau1			
焦	客法辭典	ziau1	tsiau1			
僬	客法辭典	ziau1	tsiau1			
蕉	客法辭典	ziau1	tsiau1			
嶕	客法辭典	ziau1	tsiau1			
膠	客法辭典	gau1	kau1			
澆	客法辭典	hiau1	hiau1			
憍	客法辭典	giau1	kiau1			
嬌	客法辭典	giau1	kiau1			
膲	客法辭典	ziau1	tsiau1			
燋	客法辭典	ziau1	tsiau1			
鮫	客法辭典	gau1	kau1			
轇	客法辭典	gau1	kau1			
鐎	客法辭典	ziau1	tsiau1			
驕	客法辭典	giau1	kiau1			
鷮	客法辭典	giau1	kiau1			
鷦	客法辭典	ziau2	tsiau2			
角	客法辭典	gog7	kok7			
佼	客法辭典	gau3	kau3			
狡	客法辭典	gau3	kau3			
恔	客法辭典	hau5	hau5			
晈	客法辭典	gau3	kau3			
皎	客法辭典	gau3	kau3			
脚	客法辭典	giog7	kiok7			
筊	客法辭典	gau3	kau3			
湫	客法辭典	ziu1	tsiu1			
絞	客法辭典	gau3	kau3			
敫	客法辭典	gid7	kit7			
腳	客法辭典	giog7	kiok7			
勦	客法辭典	ziau3	tsiau3			
摷	客法辭典	cau1	tsʰau1			
僥	客法辭典	hiau1	hiau1			
鉸	客法辭典	gau5	kau5			
餃	客法辭典	gau3	kau3			
撟	客法辭典	giau3	kiau3			
劋	客法辭典	ziau3	tsiau3			
儌	客法辭典	hiau1	hiau1			
敽	客法辭典	giau3	kiau3			
徼	客法辭典	giau1	kiau1			
曒	客法辭典	gau3	kau3			
矯	客法辭典	giau3	kiau3			
蟜	客法辭典	giau3	kiau3			
皦	客法辭典	giau3	kiau3			
譑	客法辭典	giau3	kiau3			
繳	客法辭典	giau3	kiau3			
攪	客法辭典	gau3	kau3			
攪	客法辭典	giau3	kiau3			
叫	客法辭典	giau5	kiau5			
呌	客法辭典	giau5	kiau5			
挍	客法辭典	gau3	kau3			
訆	客法辭典	giau5	kiau5			
珓	客法辭典	gau5	kau5			
教	客法辭典	gau1	kau1			
教	客法辭典	gau5	kau5			
窖	客法辭典	gau5	kau5			
較	客法辭典	gau3	kau3			
酵	客法辭典	gau5	kau5			
噭	客法辭典	giau3	kiau3			
藠	客法辭典	kiau1	kʰiau1			
轎	客法辭典	kiau5	kʰiau5			
醮	客法辭典	ziau5	tsiau5			
皭	客法辭典	ziog7	tsiok7			
釂	客法辭典	ziau5	tsiau5			
皆	客法辭典	giai1	kiai1			
接	客法辭典	ziab7	tsiap7			
秸	客法辭典	kad7	kʰat7			
痎	客法辭典	goi1	koi1			
階	客法辭典	giai1	kiai1			
堦	客法辭典	giai1	kiai1			
揭	客法辭典	iad7	iat7			
椄	客法辭典	ziab7	tsiap7			
嗟	客法辭典	zia1	tsia1			
嗟	客法辭典	zia2	tsia2			
街	客法辭典	ke1	kʰe1			
街	客法辭典	gai1	kai1			
街	客法辭典	giai1	kiai1			
稭	客法辭典	kad7	kʰat7			
嚌	客法辭典	zi1	tsi1			
嚌	客法辭典	ci2	tsʰi2			
癤	客法辭典	zied7	tsiet7			
鶛	客法辭典	giai1	kiai1			
孑	客法辭典	gied7	kiet7			
刦	客法辭典	giab7	kiap7			
刧	客法辭典	giab7	kiap7			
劫	客法辭典	giab7	kiap7			
岊	客法辭典	zied7	tsiet7			
杰	客法辭典	kied8	kʰiet8			
拮	客法辭典	gied7	kiet7			
狤	客法辭典	gid7	kit7			
桀	客法辭典	kied8	kʰiet8			
訐	客法辭典	gied7	kiet7			
捷	客法辭典	ciab8	tsʰiap8			
袺	客法辭典	gied7	kiet7			
婕	客法辭典	ciab8	tsʰiap8			
絜	客法辭典	gied7	kiet7			
傑	客法辭典	kied8	kʰiet8			
結	客法辭典	gied7	kiet7			
結	客法辭典	ged7	ket7			
楬	客法辭典	gied7	kiet7			
睫	客法辭典	ciab8	tsʰiap8			
節	客法辭典	zied7	tsiet7			
詰	客法辭典	gied7	kiet7			
截	客法辭典	cied7	tsʰiet7			
榤	客法辭典	kied8	kʰiet8			
碣	客法辭典	gied7	kiet7			
竭	客法辭典	kied8	kʰiet8			
踕	客法辭典	diag7	tiak7			
踕	客法辭典	ciag7	tsʰiak7			
羯	客法辭典	gied7	kiet7			
潔	客法辭典	gied7	kiet7			
擳	客法辭典	zied8	tsiet8			
姐	客法辭典	ze1	tse1			
姐	客法辭典	zia3	tsia3			
姐	客法辭典	cia1	tsʰia1			
解	客法辭典	ke3	kʰe3			
解	客法辭典	giai3	kiai3			
解	客法辭典	giai5	kiai5			
介	客法辭典	giai5	kiai5			
戒	客法辭典	giai5	kiai5			
芥	客法辭典	ke5	kʰe5			
芥	客法辭典	giai5	kiai5			
芥	客法辭典	gai5	kai5			
玠	客法辭典	giai5	kiai5			
屆	客法辭典	giai5	kiai5			
砎	客法辭典	giai5	kiai5			
界	客法辭典	giai5	kiai5			
畍	客法辭典	giai5	kiai5			
疥	客法辭典	giai5	kiai5			
蚧	客法辭典	giai5	kiai5			
蚧	客法辭典	ke3	kʰe3			
借	客法辭典	zia5	tsia5			
悈	客法辭典	giai5	kiai5			
堺	客法辭典	giai5	kiai5			
犗	客法辭典	giai5	kiai5			
誡	客法辭典	giai5	kiai5			
魪	客法辭典	giai5	kiai5			
曁	客法辭典	koi3	kʰoi3			
巾	客法辭典	gin1	kin1			
斤	客法辭典	gin1	kin1			
今	客法辭典	gin1	kin1			
金	客法辭典	gim1	kim1			
津	客法辭典	zin1	tsin1			
衿	客法辭典	kim1	kʰim1			
矜	客法辭典	kim1	kʰim1			
紟	客法辭典	kim1	kʰim1			
筋	客法辭典	gin1	kin1			
襟	客法辭典	kim1	kʰim1			
卺	客法辭典	giun3	kiun3			
堇	客法辭典	giun3	kiun3			
菫	客法辭典	giun3	kiun3			
僅	客法辭典	giun3	kiun3			
蓳	客法辭典	giun3	kiun3			
緊	客法辭典	gin3	kin3			
儘	客法辭典	zin3	tsin3			
錦	客法辭典	gim3	kim3			
謹	客法辭典	giun3	kiun3			
饉	客法辭典	giun3	kiun3			
劤	客法辭典	gin5	kin5			
近	客法辭典	kiun1	kʰiun1			
近	客法辭典	kiun3	kʰiun3			
妗	客法辭典	kim1	kʰim1			
勁	客法辭典	gin5	kin5			
晋	客法辭典	zin5	tsin5			
晉	客法辭典	zin5	tsin5			
浸	客法辭典	zim5	tsim5			
進	客法辭典	zin5	tsin5			
搢	客法辭典	zin5	tsin5			
靳	客法辭典	giun3	kiun3			
禁	客法辭典	gim5	kim5			
寖	客法辭典	zim5	tsim5			
瑨	客法辭典	zin5	tsin5			
墐	客法辭典	giun3	kiun3			
盡	客法辭典	ziang5	tsiaŋ5			
盡	客法辭典	cin5	tsʰin5			
殣	客法辭典	giun3	kiun3			
凚	客法辭典	gim5	kim5			
噤	客法辭典	gim5	kim5			
縉	客法辭典	zin5	tsin5			
藎	客法辭典	zin5	tsin5			
濜	客法辭典	cin5	tsʰin5			
璶	客法辭典	zin5	tsin5			
覲	客法辭典	giun3	kiun3			
燼	客法辭典	zin5	tsin5			
贐	客法辭典	zin5	tsin5			
巠	客法辭典	gin1	kin1			
京	客法辭典	gin1	kin1			
荊	客法辭典	gin1	kin1			
莖	客法辭典	gin1	kin1			
莖	客法辭典	guang1	kuaŋ1			
莖	客法辭典	guang3	kuaŋ3			
涇	客法辭典	gin1	kin1			
菁	客法辭典	ziang1	tsiaŋ1			
旌	客法辭典	zin1	tsin1			
晶	客法辭典	zin1	tsin1			
腈	客法辭典	ziang1	tsiaŋ1			
經	客法辭典	gang1	kaŋ1			
經	客法辭典	gen1	ken1			
經	客法辭典	gin1	kin1			
精	客法辭典	zin1	tsin1			
鯨	客法辭典	gin1	kin1			
麖	客法辭典	giang1	kiaŋ1			
驚	客法辭典	giang1	kiaŋ1			
井	客法辭典	ziang3	tsiaŋ3			
阱	客法辭典	ziang3	tsiaŋ3			
坓	客法辭典	hin2	hin2			
剄	客法辭典	gin5	kin5			
穽	客法辭典	ziang3	tsiaŋ3			
景	客法辭典	gin3	kin3			
儆	客法辭典	gin3	kin3			
璄	客法辭典	gin3	kin3			
憬	客法辭典	gin3	kin3			
璟	客法辭典	gin3	kin3			
頸	客法辭典	giang3	kiaŋ3			
警	客法辭典	gin3	kin3			
俓	客法辭典	gang5	kaŋ5			
陘	客法辭典	hin2	hin2			
逕	客法辭典	gang3	kaŋ3			
逕	客法辭典	gang5	kaŋ5			
逕	客法辭典	kang5	kʰaŋ5			
倞	客法辭典	liong5	lioŋ5			
徑	客法辭典	gang5	kaŋ5			
凈	客法辭典	ciang5	tsʰiaŋ5			
脛	客法辭典	gin1	kin1			
脛	客法辭典	kin1	kʰin1			
竟	客法辭典	gin3	kin3			
竟	客法辭典	gin5	kin5			
竫	客法辭典	cin5	tsʰin5			
淨	客法辭典	ciang5	tsʰiaŋ5			
婧	客法辭典	ciang5	tsʰiaŋ5			
敬	客法辭典	gin5	kin5			
靖	客法辭典	cin5	tsʰin5			
境	客法辭典	gin5	kin5			
獍	客法辭典	gin5	kin5			
靜	客法辭典	cin5	tsʰin5			
鏡	客法辭典	giang5	kiaŋ5			
競	客法辭典	kin5	kʰin5			
競	客法辭典	kin1	kʰin1			
竸	客法辭典	kin5	kʰin5			
坰	客法辭典	guen3	kuen3			
扃	客法辭典	guen1	kuen1			
扄	客法辭典	shong3	ʃoŋ3			
迥	客法辭典	guen3	kuen3			
泂	客法辭典	guen3	kuen3			
侰	客法辭典	kiun2	kʰiun2			
侰	客法辭典	kiung2	kʰiuŋ2			
逈	客法辭典	guen3	kuen3			
炯	客法辭典	guen3	kuen3			
窘	客法辭典	kiun2	kʰiun2			
窘	客法辭典	kiung2	kʰiuŋ2			
僒	客法辭典	kiun2	kʰiun2			
僒	客法辭典	kiung2	kʰiuŋ2			
究	客法辭典	giu5	kiu5			
糺	客法辭典	giu5	kiu5			
糾	客法辭典	giu5	kiu5			
赳	客法辭典	giu5	kiu5			
揪	客法辭典	ziu1	tsiu1			
揪	客法辭典	ziu3	tsiu3			
揂	客法辭典	ziu3	tsiu3			
啾	客法辭典	ziu1	tsiu1			
揫	客法辭典	ziu3	tsiu3			
鳩	客法辭典	geu1	keu1			
摎	客法辭典	geu1	keu1			
樛	客法辭典	geu1	keu1			
鬮	客法辭典	keu1	kʰeu1			
鬮	客法辭典	geu1	keu1			
九	客法辭典	giu3	kiu3			
久	客法辭典	giu3	kiu3			
玖	客法辭典	giu3	kiu3			
灸	客法辭典	giu5	kiu5			
韭	客法辭典	giu3	kiu3			
酒	客法辭典	ziu3	tsiu3			
韮	客法辭典	giu3	kiu3			
臼	客法辭典	kiu1	kʰiu1			
咎	客法辭典	giu5	kiu5			
疚	客法辭典	giu5	kiu5			
柩	客法辭典	giu5	kiu5			
桕	客法辭典	kiu1	kʰiu1			
倃	客法辭典	giu5	kiu5			
救	客法辭典	giu5	kiu5			
就	客法辭典	ciu5	tsʰiu5			
廐	客法辭典	giu5	kiu5			
舅	客法辭典	kiu1	kʰiu1			
僦	客法辭典	ciu5	tsʰiu5			
廏	客法辭典	giu5	kiu5			
舊	客法辭典	kiu3	kʰiu3			
鷲	客法辭典	ciu5	tsʰiu5			
拘	客法辭典	gi1	ki1			
苴	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
狙	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
匊	客法辭典	kiug7	kʰiuk7			
居	客法辭典	gi1	ki1			
捄	客法辭典	gi1	ki1			
捄	客法辭典	giu2	kiu2			
罝	客法辭典	zia1	tsia1			
疽	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
痀	客法辭典	ki1	kʰi1			
掬	客法辭典	kiug7	kʰiuk7			
梮	客法辭典	kiug8	kʰiuk8			
娵	客法辭典	zeu1	tseu1			
趄	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
椐	客法辭典	gi1	ki1			
跔	客法辭典	gi1	ki1			
雎	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
裾	客法辭典	gi1	ki1			
駒	客法辭典	gi1	ki1			
踘	客法辭典	kiug7	kʰiuk7			
諊	客法辭典	kiug7	kʰiuk7			
鞠	客法辭典	kiug7	kʰiuk7			
鶋	客法辭典	gi1	ki1			
局	客法辭典	kiug8	kʰiuk8			
侷	客法辭典	kiug8	kʰiuk8			
桔	客法辭典	gid7	kit7			
菊	客法辭典	kiug7	kʰiuk7			
毱	客法辭典	kiug7	kʰiuk7			
跼	客法辭典	kiug8	kʰiuk8			
躹	客法辭典	kiug7	kʰiuk7			
鋦	客法辭典	kiug8	kʰiuk8			
橘	客法辭典	gid7	kit7			
鵴	客法辭典	kiug7	kʰiuk7			
沮	客法辭典	zii5	tsɿ5	原文作dzɿ5，與tsʰɿ作濁清對立，誤。		
矩	客法辭典	gi3	ki3			
筥	客法辭典	gi3	ki3			
踽	客法辭典	gi3	ki3			
舉	客法辭典	gi3	ki3			
齟	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
巨	客法辭典	ki3	kʰi3			
句	客法辭典	gi5	ki5			
拒	客法辭典	gi3	ki3			
具	客法辭典	ki3	kʰi3			
炬	客法辭典	gi3	ki3			
怚	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
秬	客法辭典	ki3	kʰi3			
俱	客法辭典	gi1	ki1			
倨	客法辭典	gi3	ki3			
冣	客法辭典	ci5	tsʰi5			
埧	客法辭典	ki3	kʰi3			
埾	客法辭典	ci5	tsʰi5			
距	客法辭典	ki3	kʰi3			
詎	客法辭典	ki3	kʰi3			
惧	客法辭典	ki3	kʰi3			
跙	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
鉅	客法辭典	ki3	kʰi3			
駏	客法辭典	ki3	kʰi3			
聚	客法辭典	ci5	tsʰi5			
愳	客法辭典	ki3	kʰi3			
寠	客法辭典	ki3	kʰi3			
劇	客法辭典	kiag7	kʰiak7			
據	客法辭典	gi3	ki3			
遽	客法辭典	gi3	ki3			
鋸	客法辭典	gi5	ki5			
懅	客法辭典	gi3	ki3			
窶	客法辭典	ki3	kʰi3			
颶	客法辭典	gi5	ki5			
懼	客法辭典	ki3	kʰi3			
捐	客法辭典	gian1	kian1			
涓	客法辭典	gian1	kian1			
娟	客法辭典	gian1	kian1			
脧	客法辭典	zun1	tsun1			
鋑	客法辭典	zun1	tsun1			
鞙	客法辭典	gian1	kian1			
鵑	客法辭典	gian1	kian1			
鐫	客法辭典	zun1	tsun1			
蠲	客法辭典	gian1	kian1			
卷	客法辭典	kian3	kʰian3			
巻	客法辭典	kian2	kʰian2			
埍	客法辭典	gian3	kian3			
捲	客法辭典	gian3	kian3			
捲	客法辭典	kian2	kʰian2			
菤	客法辭典	gian3	kian3			
劵	客法辭典	kian3	kʰian3			
帣	客法辭典	kian5	kʰian5			
弮	客法辭典	kian1	kʰian1			
隽	客法辭典	zun5	tsun5			
倦	客法辭典	kian3	kʰian3			
狷	客法辭典	gian5	kian5			
悁	客法辭典	gian1	kian1			
眷	客法辭典	gian5	kian5			
睊	客法辭典	gian1	kian1			
罥	客法辭典	gian1	kian1			
雋	客法辭典	zun5	tsun5			
睠	客法辭典	gian5	kian5			
絹	客法辭典	gian5	kian5			
慻	客法辭典	gian5	kian5			
羂	客法辭典	gian1	kian1			
撅	客法辭典	kied7	kʰiet7			
屩	客法辭典	giog7	kiok7			
亅	客法辭典	kied7	kʰiet7			
决	客法辭典	gied7	kiet7			
抉	客法辭典	gied7	kiet7			
決	客法辭典	gied7	kiet7			
泬	客法辭典	hied8	hiet8			
捔	客法辭典	gog7	kok7			
倔	客法辭典	kiud7	kʰiut7			
掘	客法辭典	kiud7	kʰiut7			
掘	客法辭典	kud8	kʰut8			
桷	客法辭典	gog7	kok7			
崛	客法辭典	kiud7	kʰiut7			
崛	客法辭典	kud7	kʰut7			
觖	客法辭典	gied7	kiet7			
訣	客法辭典	gied7	kiet7			
厥	客法辭典	kied7	kʰiet7			
絕	客法辭典	cied8	tsʰiet8			
劂	客法辭典	kied7	kʰiet7			
蕨	客法辭典	gied7	kiet7			
蕝	客法辭典	cied8	tsʰiet8			
獗	客法辭典	kied7	kʰiet7			
憰	客法辭典	gied7	kiet7			
鴂	客法辭典	gied7	kiet7			
爵	客法辭典	ziog7	tsiok7			
蹶	客法辭典	kied7	kʰiet7			
矍	客法辭典	kiog7	kʰiok7			
嚼	客法辭典	ciau5	tsʰiau5			
覺	客法辭典	gau5	kau5			
覺	客法辭典	gog7	kok7			
爝	客法辭典	ziog7	tsiok7			
攫	客法辭典	kiog7	kʰiok7			
玃	客法辭典	kiog7	kʰiok7			
戄	客法辭典	kiog7	kʰiok7			
躩	客法辭典	kiog7	kʰiok7			
钁	客法辭典	kiog7	kʰiok7			
均	客法辭典	giun1	kiun1			
君	客法辭典	giun1	kiun1			
軍	客法辭典	giun1	kiun1			
袀	客法辭典	giun1	kiun1			
莙	客法辭典	kiun2	kʰiun2			
菌	客法辭典	kiun2	kʰiun2			
鈞	客法辭典	giun1	kiun1			
銁	客法辭典	giun1	kiun1			
皸	客法辭典	giun1	kiun1			
麇	客法辭典	kiun2	kʰiun2			
麕	客法辭典	kiun2	kʰiun2			
俊	客法辭典	zun5	tsun5			
郡	客法辭典	kiun3	kʰiun3			
峻	客法辭典	zun5	tsun5			
浚	客法辭典	zun5	tsun5			
焌	客法辭典	zun5	tsun5			
棞	客法辭典	kun5	kʰun5			
畯	客法辭典	zun5	tsun5			
竣	客法辭典	zun5	tsun5			
箘	客法辭典	kiun2	kʰiun2			
儁	客法辭典	zun5	tsun5			
餕	客法辭典	zun5	tsun5			
懏	客法辭典	zun5	tsun5			
駿	客法辭典	zun5	tsun5			
喀	客法辭典	kag7	kʰak7			
衉	客法辭典	kag7	kʰak7			
卡	客法辭典	ka2	kʰa2			
揩	客法辭典	giai1	kiai1			
開	客法辭典	hoi1	hoi1			
開	客法辭典	koi1	kʰoi1			
剴	客法辭典	koi3	kʰoi3			
凱	客法辭典	koi3	kʰoi3			
慨	客法辭典	koi3	kʰoi3			
塏	客法辭典	koi3	kʰoi3			
楷	客法辭典	giai1	kiai1			
愷	客法辭典	koi3	kʰoi3			
闓	客法辭典	koi3	kʰoi3			
鎧	客法辭典	koi3	kʰoi3			
颽	客法辭典	koi3	kʰoi3			
嘅	客法辭典	koi3	kʰoi3			
刊	客法辭典	kan1	kʰan1			
栞	客法辭典	kan3	kʰan3			
勘	客法辭典	kam1	kʰam1			
勘	客法辭典	kam5	kʰam5			
堪	客法辭典	kam1	kʰam1			
嵁	客法辭典	kam1	kʰam1			
戡	客法辭典	kam1	kʰam1			
龕	客法辭典	kam1	kʰam1			
坎	客法辭典	kam5	kʰam5			
侃	客法辭典	kan3	kʰan3			
砍	客法辭典	kam3	kʰam3			
欿	客法辭典	kam1	kʰam1			
歁	客法辭典	kam3	kʰam3			
檻	客法辭典	gam5	kam5			
檻	客法辭典	lam3	lam3			
轗	客法辭典	kam3	kʰam3			
看	客法辭典	kon5	kʰon5			
衎	客法辭典	kan3	kʰan3			
墈	客法辭典	kiam1	kʰiam1			
瞰	客法辭典	kam3	kʰam3			
矙	客法辭典	kam3	kʰam3			
康	客法辭典	kong1	kʰoŋ1			
慷	客法辭典	kong3	kʰoŋ3			
穅	客法辭典	kong1	kʰoŋ1			
糠	客法辭典	hong1	hoŋ1			
扛	客法辭典	gong1	koŋ1			
亢	客法辭典	kong1	kʰoŋ1			
匟	客法辭典	kong5	kʰoŋ5			
伉	客法辭典	kong5	kʰoŋ5			
抗	客法辭典	kong5	kʰoŋ5			
囥	客法辭典	kong5	kʰoŋ5			
犺	客法辭典	kong3	kʰoŋ3			
忼	客法辭典	hong2	hoŋ2			
忼	客法辭典	kong3	kʰoŋ3			
炕	客法辭典	kong5	kʰoŋ5			
砊	客法辭典	kong5	kʰoŋ5			
閌	客法辭典	kong5	kʰoŋ5			
尻	客法辭典	kau1	kʰau1			
嵪	客法辭典	kiau1	kʰiau1			
丂	客法辭典	kau3	kʰau3			
考	客法辭典	kau3	kʰau3			
攷	客法辭典	kau3	kʰau3			
拷	客法辭典	kau5	kʰau5			
拷	客法辭典	kau3	kʰau3			
栲	客法辭典	kau3	kʰau3			
烤	客法辭典	kau3	kʰau3			
犒	客法辭典	kau5	kʰau5			
靠	客法辭典	kau5	kʰau5			
苛	客法辭典	ho2	ho2			
珂	客法辭典	ko1	kʰo1			
柯	客法辭典	ko1	kʰo1			
科	客法辭典	ko1	kʰo1			
牁	客法辭典	go1	ko1			
疴	客法辭典	ko1	kʰo1			
棵	客法辭典	ko3	kʰo3			
軻	客法辭典	ko2	kʰo2			
搕	客法辭典	kab8	kʰap8			
嗑	客法辭典	hab8	hap8			
窠	客法辭典	ko1	kʰo1			
薖	客法辭典	ko1	kʰo1			
榼	客法辭典	kab7	kʰap7			
磕	客法辭典	kab8	kʰap8			
磕	客法辭典	gog8	kok8			
磕	客法辭典	kog8	kʰok8			
瞌	客法辭典	kab8	kʰap8			
瞌	客法辭典	hab8	hap8			
蝌	客法辭典	ko1	kʰo1			
樖	客法辭典	po1	pʰo1			
頦	客法辭典	hoi2	hoi2			
頦	客法辭典	goi1	koi1			
顆	客法辭典	ko5	kʰo5			
髁	客法辭典	ko5	kʰo5			
揢	客法辭典	kag8	kʰak8			
可	客法辭典	ko3	kʰo3			
坷	客法辭典	ko3	kʰo3			
嵑	客法辭典	gied7	kiet7			
渴	客法辭典	had8	hat8			
渴	客法辭典	hod7	hot7			
克	客法辭典	ked7	kʰet7			
刻	客法辭典	kad7	kʰat7			
刻	客法辭典	ked7	kʰet7			
剋	客法辭典	ked7	kʰet7			
恪	客法辭典	gog7	kok7			
客	客法辭典	hag7	hak7			
客	客法辭典	kag7	kʰak7			
客	客法辭典	ked7	kʰet7			
堁	客法辭典	ko5	kʰo5			
溘	客法辭典	kab7	kʰap7			
課	客法辭典	ko5	kʰo5			
錁	客法辭典	ko5	kʰo5			
騍	客法辭典	ko5	kʰo5			
肯	客法辭典	hen3	hen3			
肯	客法辭典	ken3	kʰen3			
貇	客法辭典	ken3	kʰen3			
墾	客法辭典	ken3	kʰen3			
懇	客法辭典	ken3	kʰen3			
掯	客法辭典	ken3	kʰen3			
阬	客法辭典	hang1	haŋ1			
阬	客法辭典	gang1	kaŋ1			
坑	客法辭典	hang1	haŋ1			
坑	客法辭典	gang1	kaŋ1			
吭	客法辭典	hong2	hoŋ2			
吭	客法辭典	kong5	kʰoŋ5			
硜	客法辭典	gang1	kaŋ1			
鏗	客法辭典	kian1	kʰian1			
空	客法辭典	fung1	fuŋ1			
空	客法辭典	kung1	kʰuŋ1			
空	客法辭典	kung5	kʰuŋ5			
倥	客法辭典	kung1	kʰuŋ1			
崆	客法辭典	kung3	kʰuŋ3			
崆	客法辭典	kung5	kʰuŋ5			
悾	客法辭典	kung1	kʰuŋ1			
硿	客法辭典	kung5	kʰuŋ5			
箜	客法辭典	kung1	kʰuŋ1			
孔	客法辭典	kung3	kʰuŋ3			
恐	客法辭典	kiung3	kʰiuŋ3			
控	客法辭典	kiong5	kʰioŋ5			
控	客法辭典	kung5	kʰuŋ5			
鞚	客法辭典	kung5	kʰuŋ5			
摳	客法辭典	keu1	kʰeu1			
摳	客法辭典	keu2	kʰeu2			
彄	客法辭典	keu1	kʰeu1			
彄	客法辭典	keu2	kʰeu2			
口	客法辭典	heu5	heu5			
口	客法辭典	keu3	kʰeu3			
叩	客法辭典	keu5	kʰeu5			
扣	客法辭典	keu5	kʰeu5			
扣	客法辭典	geb7	kep7			
扣	客法辭典	keb7	kʰep7			
扣	客法辭典	kem2	kʰem2			
扣	客法辭典	gem1	kem1			
扣	客法辭典	gem3	kem3			
怐	客法辭典	keu5	kʰeu5			
宼	客法辭典	keu5	kʰeu5			
釦	客法辭典	keu5	kʰeu5			
寇	客法辭典	keu5	kʰeu5			
