汉字	拼音	IPA	注释		声调	调值	编号
率	lut8	lut35					
戌	sut7	sut5					
恤	sut7	sut5					
絀	thut7	tʰut5					
蟀	sut7	sut5					
率	sut7	sut5					
出	tshut7	tsʰut5					
術	sut8	sut35					
述	sut8	sut35					
秫	tsut8	tsut35	白				
秫	sut8	sut35	文				
橘	kiat7	kiat5					
弗	hut7	hut5					
拂	hut7	hut5					
佛	hut7	hut5					
佛	put8	put35	白				
佛	hut8	hut35	文				
佛	pit8	pit35					
物	mngh8	mŋʔ35	白				
物	but8	ᵐbut35	文				
勿	but8	ᵐbut35					
屈	kut8	kut35					
屈	khut7	kʰut5					
掘	kut8	kut35					
掘	kuat8	kuat35	又				
倔	kut8	kut35					
氯	liak8	liak35					
幫	png1	pŋ33	白				
幫	poong1	pɔŋ33	文				
幫	pang1	paŋ33	文				
榜	png3	pŋ55	白				
榜	poong3	pɔŋ55	文				
謗	poong5	pɔŋ41					
滂	phoong2	pʰɔŋ24					
旁	poong2	pɔŋ24					
傍	png6	pŋ41	白				
傍	poong6	pɔŋ41	文				
忙	bang2	ᵐbaŋ24	白				
忙	boong2	ᵐbɔŋ24	文				
芒	bang2	ᵐbaŋ24	白				
芒	boong2	ᵐbɔŋ24	文				
茫	bang2	ᵐbaŋ24	白				
茫	boong2	ᵐbɔŋ24	文				
莽	boong3	ᵐbɔŋ55					
當	tng1	tŋ33	白				
當	toong1	tɔŋ33	文				
黨	toong3	tɔŋ55					
擋	toong5	tɔŋ41					
當	tng5	tŋ41	白				
當	toong5	tɔŋ41	文				
湯	sioong1	siɔŋ33					
湯	thng1	tʰŋ33	白				
湯	thoong1	tʰɔŋ33	文				
倘	thoong3	tʰɔŋ55					
躺	thoong3	tʰɔŋ55					
燙	thng4	tʰŋ22	俗				
燙	thng5	tʰŋ41	白				
燙	thoong5	tʰɔŋ41	文				
趟	thoong5	tʰɔŋ41	旧				
趟	thang5	tʰaŋ41					
堂	tng2	tŋ24	白				
堂	toong2	tɔŋ24	文				
唐	tng2	tŋ24	白				
唐	toong2	tɔŋ24	文				
糖	thng2	tʰŋ24	白				
糖	toong2	tɔŋ24	文				
塘	tng2	tŋ24	白				
塘	toong2	tɔŋ24	文				
螳	toong2	tɔŋ24					
蕩	tng4	tŋ22	白				
蕩	toong4	tɔŋ22	文				
宕	toong6	tɔŋ41					
囊	loong2	lɔŋ24					
曩	loong3	lɔŋ55					
狼	loong2	lɔŋ24					
廊	loong2	lɔŋ24					
郎	nng2	nŋ24	白				
郎	loong2	lɔŋ24	文				
螂	loong2	lɔŋ24					
朗	loong3	lɔŋ55					
浪	nng6	nŋ41	白				
浪	loong6	lɔŋ41	文				
臧	tsoong1	tsɔŋ33					
贓	tsng1	tsŋ33	白				
贓	tsoong1	tsɔŋ33	文				
髒	tsam1	tsam33	俗				
髒	tsang1	tsaŋ33					
葬	tsoong5	tsɔŋ41					
倉	tshng1	tsʰŋ33	白				
倉	tshoong1	tsʰɔŋ33	文				
蒼	tshoong1	tsʰɔŋ33					
藏	tsoong2	tsɔŋ24					
藏	tsoong6	tsɔŋ41					
臓	tsng6	tsŋ41	白				
臓	tsoong6	tsɔŋ41	文				
桑	sng1	sŋ33	白				
桑	soong1	sɔŋ33	文				
喪	soong1	sɔŋ33					
嗓	soong3	sɔŋ55					
喪	soong5	sɔŋ41					
岡	koong1	kɔŋ33	旧				
岡	kang1	kaŋ33					
剛	koong1	kɔŋ33	旧				
剛	kang1	kaŋ33					
鋼	kng5	kŋ41	白				
鋼	koong1	kɔŋ33	文				
缸	kng1	kŋ33	白				
缸	koong1	kɔŋ33	文				
缸	hang2	haŋ24					
綱	koong1	kɔŋ33	旧				
綱	kang1	kaŋ33					
崗	koong1	kɔŋ33	旧				
崗	kang1	kaŋ33					
康	khng1	kʰŋ33	白				
康	khoong1	kʰɔŋ33	文				
糠	khng1	kʰŋ33	白				
糠	khoong1	kʰɔŋ33	文				
慷	khoong3	kʰɔŋ55					
抗	khoong5	kʰɔŋ41					
炕	khoong5	kʰɔŋ41					
昂	goong2	ᵑɡɔŋ24					
杭	hoong2	hɔŋ24	旧				
杭	hang2	haŋ24					
航	hoong2	hɔŋ24	旧				
航	hang2	haŋ24					
行	hoong2	hɔŋ24	旧				
行	hang2	haŋ24					
骯	am1	am33					
娘	niann2	niã24	俗				
娘	niunn2	niũ24	白				
娘	lioong2	liɔŋ24	文				
釀	niunn6	niũ41	白				
釀	lioong6	liɔŋ41	文				
良	lioong2	liɔŋ24					
凉	niunn2	niũ24	白				
凉	lioong2	liɔŋ24	文				
凉	liang2	liaŋ24	文				
涼	niunn2	niũ24	白				
涼	lioong2	liɔŋ24	文				
涼	liang2	liaŋ24	文				
量	niunn2	niũ24	白				
量	lioong2	liɔŋ24	文				
糧	niunn2	niũ24	白				
糧	lioong2	liɔŋ24	文				
梁	niunn2	niũ24	白				
粱	lioong2	liɔŋ24	文				
兩	nng4	nŋ22	白				
兩	niunn3	niũ55	白				
兩	lioong3	liɔŋ55	文				
亮	lioong6	liɔŋ41					
亮	liang6	liaŋ41	又				
輛	lioong6	liɔŋ41					
量	niunn6	niũ41	白				
量	lioong6	liɔŋ41	文				
諒	lioong6	liɔŋ41					
將	tsioong1	tsiɔŋ33					
漿	tsiunn1	tsiũ33	白				
漿	tsioong1	tsiɔŋ33	文				
蔣	tsiunn3	tsiũ55	白				
蔣	tsioong3	tsiɔŋ55	文				
槳	tsiunn3	tsiũ55	白				
槳	tsioong3	tsiɔŋ55	文				
獎	tsiunn3	tsiũ55	白				
獎	tsioong3	tsiɔŋ55	文				
將	tsioong5	tsiɔŋ41					
醬	tsiunn5	tsiũ41	白				
醬	tsioong5	tsiɔŋ41	文				
槍	tshiunn1	tsʰiũ33	白				
槍	tshioong1	tsʰiɔŋ33	文				
槍	tshiang1	tsʰiaŋ33	文				
搶	tshiunn3	tsʰiũ55	白				
搶	tshioong3	tsʰiɔŋ55	文				
牆	tshiunn2	tsʰiũ24	白				
牆	tshioong2	tsʰiɔŋ24	文				
戕	tshioong2	tsʰiɔŋ24					
匠	tshiunn6	tsʰiũ41	白				
匠	tshioong6	tsʰiɔŋ41	文				
相	sann1	sã33	俗				
相	sa1	sa33	俗				
相	siunn1	siũ33	白				
相	sioong1	siɔŋ33	文				
厢	siunn1	siũ33	白				
厢	sioong1	siɔŋ33	文				
鑲	siunn1	siũ33	白				
鑲	sioong1	siɔŋ33	文				
箱	siunn1	siũ33	白				
箱	sioong1	siɔŋ33	文				
襄	sioong1	siɔŋ33					
想	siunn4	siũ22	白				
想	sioong3	siɔŋ55	文				
鯗	siunn4	siũ22	白				
鯗	sioong3	siɔŋ55	文				
相	siunn6	siũ41	白				
相	sioong6	siɔŋ41	文				
詳	sioong2	siɔŋ24					
祥	sioong2	siɔŋ24					
像	tshiunn4	tsʰiũ22	白				
像	sioong4	siɔŋ22	文				
象	tshiunn4	tsʰiũ22	白				
象	sioong4	siɔŋ22	文				
張	tiunn1	tiũ33	白				
張	tioong1	tiɔŋ33	文				
漲	tng3	tŋ55	白				
漲	tiunn5	tiũ41	白				
漲	tioong5	tiɔŋ41	文				
長	tioong5	tiɔŋ41	多余				
長	tiunn3	tiũ55	白				
長	tioong3	tiɔŋ55	文				
帳	tiunn5	tiũ41	白				
帳	tioong5	tiɔŋ41	文				
賬	tioong5	tiɔŋ41					
脹	tiunn5	tiũ41	白				
脹	tioong5	tiɔŋ41	文				
暢	thioong5	tʰiɔŋ41					
悵	thioong5	tʰiɔŋ41					
長	tio2	tio24	俗，长泰				
長	tng2	tŋ24	白				
長	tioong2	tiɔŋ24	文				
腸	tng2	tŋ24	白				
腸	tioong2	tiɔŋ24	文				
腸	tshiang2	tsʰiaŋ24	又				
場	tiunn2	tiũ24	白				
場	tioong2	tiɔŋ24	文				
丈	tng4	tŋ22					
丈	tiunn4	tiũ22	白				
丈	tioong4	tiɔŋ22	文				
杖	thng4	tʰŋ22	白				
杖	tioong4	tiɔŋ22	文				
仗	tioong4	tiɔŋ22					
莊	tsng1	tsŋ33	白				
莊	tsoong1	tsɔŋ33	文				
裝	tsng1	tsŋ33	白				
裝	tsoong1	tsɔŋ33	文				
壯	tsoong5	tsɔŋ41					
瘡	tshng1	tsʰŋ33	白				
瘡	tshoong1	tsʰɔŋ33	文				
創	tshoong1	tsʰɔŋ33					
創	tshoong5	tsʰɔŋ41					
牀	sng2	sŋ24	俗				
牀	tshng2	tsʰŋ24	白				
牀	tshoong2	tsʰɔŋ24	文				
狀	tsng6	tsŋ41	白				
狀	tsoong6	tsɔŋ41	文				
狀	tsioong6	tsiɔŋ41	文，状元				
霜	sng1	sŋ33	白				
霜	soong1	sɔŋ33	文				
孀	soong1	sɔŋ33					
爽	soong3	sɔŋ55					
章	tsiunn1	tsiũ33	白				
章	tsioong1	tsiɔŋ33	文				
樟	tsiunn1	tsiũ33	白				
樟	tsioong1	tsiɔŋ33	文				
掌	tsiunn3	tsiũ55	白				
掌	tsioong3	tsiɔŋ55	文				
障	tsiunn5	tsiũ41	俗				
障	tsioong5	tsiɔŋ41					
昌	tshioong1	tsʰiɔŋ33					
倡	tshioong5	tsʰiɔŋ41					
廠	tshiunn3	tsʰiũ55	白				
廠	tshioong3	tsʰiɔŋ55	文				
唱	tshiunn5	tsʰiũ41	白				
唱	tshioong5	tsʰiɔŋ41	文				
唱	tshiang5	tsʰiaŋ41	文				
商	sioong1	siɔŋ33					
傷	siunn1	siũ33	白				
傷	sioong1	siɔŋ33	文				
賞	siunn3	siũ55	白				
賞	sioong3	siɔŋ55	文				
餉	hioong5	hiɔŋ41	旧				
餉	hioong3	hiɔŋ55					
常	siunn2	siũ24	白				
常	sioong2	siɔŋ24	文				
嘗	sioong2	siɔŋ24					
償	sioong2	siɔŋ24					
償	sioong3	siɔŋ55	又				
裳	tsiunn2	tsiũ24	白				
裳	sioong2	siɔŋ24	文				
上	tsiunn6	tsiũ41	白				
上	sioong6	siɔŋ41	文				
上	tsiunn4	tsiũ22	白				
上	tshiunn4	tsʰiũ22	文				
上	sioong4	siɔŋ22	文				
尚	siunn6	siũ41	白				
尚	sioong6	siɔŋ41	文				
瓤	nng2	nŋ24	白				
瓤	lioong2	liɔŋ24	文				
壤	lioong3	liɔŋ55					
攘	lioong3	liɔŋ55					
嚷	lioong3	liɔŋ55					
讓	niunn6	niũ41	白				
讓	lioong6	liɔŋ41	文				
疆	kioong1	kiɔŋ33					
僵	kioong1	kiɔŋ33					
姜	khiunn1	kʰiũ33	白				
姜	khioong1	kʰiɔŋ33	文				
薑	kiunn1	kiũ33	白				
薑	kioong1	kiɔŋ33	文				
羌	khioong1	kʰiɔŋ33					
強	kioong3	kiɔŋ55					
強	kiunn2	kiũ24	白				
強	kioong2	kiɔŋ24	文				
仰	gioong3	ᵑɡiɔŋ55					
香	hiunn1	hiũ33	白				
香	hioong1	hiɔŋ33	文				
鄉	hiunn1	hiũ33	白				
鄉	hioong1	hiɔŋ33	文				
享	hioong3	hiɔŋ55					
響	hiunn3	hiũ55	白				
響	hioong3	hiɔŋ55	文				
響	hiang3	hiaŋ55	文				
向	hiunn5	hiũ41	俗				
向	hioong5	hiɔŋ41	文				
央	ng1	ŋ33	白				
央	ioong1	iɔŋ33	文				
秧	ng1	ŋ33	白				
秧	ioong1	iɔŋ33	文				
殃	ioong1	iɔŋ33					
羊	iunn2	iũ24	白				
羊	ioong2	iɔŋ24	文				
洋	iunn2	iũ24	白				
洋	ioong2	iɔŋ24	文				
楊	iunn2	iũ24	白				
楊	tshiunn2	tsʰiũ24	白，杨梅				
楊	ioong2	iɔŋ24					
揚	ioong2	iɔŋ24					
陽	iunn2	iũ24	白				
陽	ioong2	iɔŋ24	文				
養	iunn3	iũ55	白				
養	ioong3	iɔŋ55	文				
癢	tsiunn4	tsiũ22	白				
癢	ioong3	iɔŋ55	文				
樣	iunn6	iũ41	白				
樣	ioong6	iɔŋ41	文				
恙	ioong6	iɔŋ41					
博	phook7	pʰɔk5					
薄	po6	po41					
薄	poo6	pɔ41					
薄	poh8	poʔ35	白				
薄	pook8	pɔk35	文				
泊	poh8	poʔ35	白				
泊	pook8	pɔk35	文				
莫	boh8	ᵐboʔ35	白				
莫	book8	ᵐbɔk35	文				
膜	booh8	ᵐbɔh35	白				
膜	boh8	ᵐboʔ35	白				
膜	book8	ᵐbɔk35	文				
摸	boo2	ᵐbɔ24					
摸	moo1	mɔ33	又				
摸	boong1	ᵐbɔŋ33	又				
寞	book8	ᵐbɔk35					
幕	boo6	ᵐbɔ41					
託	thuh7	tʰuʔ5	白				
託	thook7	tʰɔk5	文				
托	thuh7	tʰuʔ5	白				
托	thook7	tʰɔk5	文				
鐸	took8	tɔk35					
踱	took8	tɔk35					
度	took8	tɔk35					
諾	hioh8	hioʔ35	俗				
諾	look8	lɔk35					
落	lak7	lak5	俗				
落	lauh7	lauʔ5	俗				
落	loh8	loʔ35	白				
落	look8	lɔk35	文				
洛	loh8	loʔ35	白				
洛	look8	lɔk35	文				
駱	loh8	loʔ35	白				
駱	look8	lɔk35	文				
絡	look8	lɔk35					
酪	look8	lɔk35					
烙	look8	lɔk35					
樂	look8	lɔk35					
樂	gau5	ᵑɡau41					
作	tsoh7	tsoʔ5	白				
作	tsook7	tsɔk5	文				
錯	tshook7	tsʰɔk5					
鑿	tshak8	tsʰak35	白				
鑿	tshook8	tsʰɔk35	文				
昨	tsa6	tsa41	俗				
昨	tsoh8	tsoʔ35	白				
昨	tsook8	tsɔk35	文				
索	soh7	soʔ5	白				
索	sook7	sɔk5	文				
索	sak7	sak5					
各	koh7	koʔ5	白				
各	kook7	kɔk5	文				
閣	koh7	koʔ5	白				
閣	kook7	kɔk5	文				
胳	koh7	koʔ5	白				
胳	kook7	kɔk5	文				
鄂	gook8	ᵑɡɔk35					
鱷	gook8	ᵑɡɔk35					
鶴	hoh8	hoʔ35	白				
鶴	hook8	hɔk35	文				
惡	oh7	oʔ5	白				
惡	ook7	ɔk5	文				
掠	liah8	liaʔ35	俗				
掠	liook8	liɔk35					
略	lioh8	lioʔ35	白				
略	liook8	liɔk35	文				
爵	tsiook7	tsiɔk5					
雀	tsiah7	tsiaʔ5	白				
雀	tshiook7	tsʰiɔk5	文				
雀	tsiook7	tsiɔk5	文				
鵲	tshiook7	tsʰiɔk5					
嚼	tsiah8	tsiaʔ35	白				
嚼	tsiook8	tsiɔk35	文				
削	siah7	siaʔ5	白				
削	siook7	siɔk5	文				
著	toh8	toʔ35	白				
著	tioh8	tioʔ35	白				
著	tiook8	tiɔk35	文				
酌	tsiook7	tsiɔk5					
綽	tshiook7	tsʰiɔk5					
勺	sioh8	sioʔ35	白				
勺	siah8	siaʔ35	白				
勺	tsiook7	tsiɔk5	文				
芍	sioh8	sioʔ35	白				
芍	tsiook7	tsiɔk5	文				
若	lua4	lua22	俗				
若	liook8	liɔk35					
弱	lioh8	lioʔ35	白				
弱	liook8	liɔk35	文				
腳	kioh7	kioʔ5	白				
腳	kiook7	kiɔk5	文				
卻	khiook7	kʰiɔk5					
虐	giook8	ᵑɡiɔk35					
瘧	giook8	ᵑɡiɔk35					
約	ioh7	ioʔ5	白				
約	iook7	iɔk5	文				
藥	ioh8	ioʔ35	白				
藥	iook8	iɔk35	文				
鉻	kook7	kɔk5					
鑰	ioh8	ioʔ35					
鑰	iook8	iɔk35					
躍	tshiook8	tsʰiɔk35	俗				
躍	iook8	iɔk35					
光	kng1	kŋ33	白				
光	koong1	kɔŋ33	文				
廣	kng3	kŋ55	白				
廣	koong3	kɔŋ55	文				
曠	khoong5	kʰɔŋ41					
荒	hng1	hŋ33	白				
荒	hoong1	hɔŋ33	文				
慌	hoong1	hɔŋ33					
恍	hoong3	hɔŋ55					
謊	hoong3	hɔŋ55					
黃	ng2	ŋ24	白				
黃	hoong2	hɔŋ24	文				
蝗	hoong2	hɔŋ24					
皇	hoong2	hɔŋ24					
汪	ang1	aŋ33	白				
汪	oong1	ɔŋ33	文				
方	png1	pŋ33	白，姓氏				
方	hng1	hŋ33	白				
方	hoong1	hɔŋ33	文				
肪	hoong1	hɔŋ33					
仿	hoong3	hɔŋ55					
放	pang5	paŋ41	白				
放	hoong5	hɔŋ41	文				
芳	phang1	pʰaŋ33	白				
芳	hoong1	hɔŋ33	文				
妨	phng1	pʰŋ33	白				
妨	hoong1	hɔŋ33	文				
紡	phang3	pʰaŋ55	白				
紡	hoong3	hɔŋ55	文				
仿	hoong3	hɔŋ55					
彷	poong2	pɔŋ24					
訪	hoong3	hɔŋ55					
房	pang2	paŋ24	白				
房	poong2	pɔŋ24	文				
防	hoong2	hɔŋ24					
亡	boong2	ᵐbɔŋ24					
忘	boong2	ᵐbɔŋ24	旧				
忘	boong6	ᵐbɔŋ41					
網	bang4	ᵐbaŋ22	白				
網	boong3	ᵐbɔŋ55	文				
望	bang6	ᵐbaŋ41	白				
望	boong6	ᵐbɔŋ41	文				
妄	boong6	ᵐbɔŋ41					
逛	koong5	kɔŋ41					
匡	khoong1	kʰɔŋ33					
筐	khierng1	kʰiəŋ33	白				
筐	khoong1	kʰɔŋ33	文				
狂	koong2	kɔŋ24					
況	hoong3	hɔŋ55					
枉	oong3	ɔŋ55					
王	hierng2	hiəŋ24	白				
王	oong2	ɔŋ24	文				
王	oong6	ɔŋ41					
往	oong3	ɔŋ55					
旺	oong6	ɔŋ41					
郭	kerh7	kəʔ5	白				
郭	kook7	kɔk5	文				
擴	khook7	kʰɔk5					
廓	koh7	koʔ5	白				
廓	khook7	kʰɔk5	文				
霍	hook7	hɔk5					
藿	hook7	hɔk5					
鑊	hook8	hɔk35					
縛	pak8	pak35	白				
縛	pook8	pɔk35	文				
邦	pang1	paŋ33					
綁	pang3	paŋ55					
胖	phuan2	pʰuan24					
胖	phoong5	pʰɔŋ41					
龐	pang2	paŋ24					
棒	pang4	paŋ22					
蚌	pang4	paŋ22					
樁	tsng1	tsŋ33	白				
樁	tsoong1	tsɔŋ33	文				
撞	tng6	tŋ41	白				
撞	toong6	tɔŋ41	文				
撞	tsoong6	tsɔŋ41	文				
撞	loong5	lɔŋ41	训				
窗	thang1	tʰaŋ33	白				
窗	tshoong1	tsʰɔŋ33	文				
雙	sang1	saŋ33	白				
雙	soong1	sɔŋ33	文				
江	kang1	kaŋ33					
肛	kang1	kaŋ33					
扛	kng1	kŋ33	白				
扛	koong1	kɔŋ33	文				
講	kang3	kaŋ55					
港	kang3	kaŋ55					
降	kang5	kaŋ41					
虹	khierng4	kʰiəŋ22	白				
虹	hoong2	hɔŋ24	文				
腔	khiunn1	kʰiũ33	白				
腔	khang1	kʰaŋ33	文				
腔	khioong1	kʰiɔŋ33	文				
降	hang2	haŋ24					
項	hang4	haŋ22					
巷	hang6	haŋ41					
剝	pak7	pak5					
駁	pak7	pak5	白				
駁	pook7	pɔk5	文				
璞	phook7	pʰɔk5					
璞	phak7	pʰak5	又				
雹	phau5	pʰau41	俗				
雹	phak8	pʰak35	白				
雹	phook8	pʰɔk35	文				
卓	toh7	toʔ5	白				
卓	took7	tɔk5	文				
桌	toh7	toʔ5	白				
桌	took7	tɔk5	文				
琢	took7	tɔk5					
啄	terh7	təʔ5	俗				
啄	took7	tɔk5					
戳	tuh7	tuʔ5	俗				
戳	tshook8	tsʰɔk35	俗				
戳	tshak7	tsʰak5					
濁	tak8	tak35	白				
濁	took8	tɔk35	文				
濁	tsook8	tsɔk35	文				
濯	tsook8	tsɔk35					
捉	tshiook7	tsʰiɔk5					
捉	tsiook7	tsiɔk5					
鐲	soh8	soʔ35	俗				
鐲	took8	tɔk35					
朔	sook7	sɔk5					
覺	kak7	kak5					
角	kak7	kak5					
餃	kiau3	kiau55					
確	khak7	kʰak5					
殼	khak7	kʰak5					
嶽	gak8	ᵑɡak35					
岳	gak8	ᵑɡak35					
樂	gak8	ᵑɡak35					
學	oh8	oʔ35	白				
學	hak8	hak35	文				
握	ak7	ak5					
崩	pang1	paŋ33	白				
崩	png1	pŋ33	文				
崩	phng1	pʰŋ33	文				
崩	phierng1	pʰiəŋ33	文				
朋	png2	pŋ24	白				
朋	pierng2	piəŋ24	文				
登	tierng1	tiəŋ33					
登	tng1	tŋ33	又				
燈	tierng1	tiəŋ33					
等	tan3	tan55	白				
等	tng3	tŋ55	文				
凳	tierng6	tiəŋ41					
藤	tin2	tin24	白				
藤	tng2	tŋ24	文				
藤	tierng2	tiəŋ24	文				
騰	tng2	tŋ24					
騰	thng2	tʰŋ24	又				
騰	tierng2	tiəŋ24	又				
騰	thierng2	tʰiəŋ24	又				
疼	thiann5	tʰiã41	俗				
疼	toong2	tɔŋ24					
謄	tng2	tŋ24					
謄	thng2	tʰŋ24	又				
謄	tierng2	tiəŋ24	又				
鄧	tan6	tan41	白				
鄧	tierng6	tiəŋ41	文				
能	nng2	nŋ24					
能	lierng2	liəŋ24	又				
增	tsng1	tsŋ33					
憎	tsng1	tsŋ33					
曾	tsan1	tsan33	白				
曾	tsng1	tsŋ33	文				
曾	tsng2	tsŋ24					
層	tsan6	tsan41	俗				
層	tsan2	tsan24	白				
層	tsng2	tsŋ24	文				
贈	tsng6	tsŋ41					
僧	tsng1	tsŋ33					
亘	kng5	kŋ41					
肯	khng3	kʰŋ55					
恆	hierng2	hiəŋ24					
冰	pierng1	piəŋ33					
憑	pin2	pin24	白				
憑	pierng2	piəŋ24	文				
凌	lierng2	liəŋ24					
菱	lierng2	liəŋ24					
陵	lierng2	liəŋ24					
徵	tsierng1	tsiəŋ33					
徵	tierng1	tiəŋ33	又				
澄	tierng2	tiəŋ24					
懲	tierng2	tiəŋ24					
懲	tierng1	tiəŋ33	又				
橙	tshiam2	tsʰiam24	俗				
橙	tierng2	tiəŋ24					
瞪	tierng5	tiəŋ41					
蒸	tsierng1	tsiəŋ33					
拯	tsin3	tsin55					
證	tsierng5	tsiəŋ41					
症	tsierng5	tsiəŋ41					
稱	tshierng1	tsʰiəŋ33					
稱	tshin5	tsʰin41	白				
稱	tshierng5	tsʰiəŋ41	文				
秤	tshin5	tsʰin41	白				
秤	tshierng5	tsʰiəŋ41	文				
乘	sierng2	siəŋ24					
乘	sierng6	siəŋ41					
繩	tsin2	tsin24	白				
繩	sin2	sin24	白				
繩	sierng2	siəŋ24	文				
剩	sin6	sin41	白				
剩	sierng6	siəŋ41	文				
剩	tshun4	tsʰun22	训				
升	tsin1	tsin33	白				
升	sierng1	siəŋ33	文				
勝	sierng1	siəŋ33					
勝	sierng5	siəŋ41					
承	sin2	sin24	白				
承	sierng2	siəŋ24	文				
丞	sierng2	siəŋ24					
仍	nng2	nŋ24					
扔	nng2	nŋ24					
兢	kierng1	kiəŋ33					
凝	gin2	ᵑɡin24	俗				
凝	gan2	ᵑɡan24	白				
凝	gierng2	ᵑɡiəŋ24	文				
興	hierng1	hiəŋ33					
興	hierng5	hiəŋ41					
應	ierng1	iəŋ33					
鷹	ierng1	iəŋ33					
應	in5	in41	白				
應	ierng5	iəŋ41	文				
蠅	sin2	sin24	白				
蠅	ierng2	iəŋ24	文				
孕	in6	in41					
北	pak7	pak5	白				
北	pook7	pɔk5	文				
墨	bat8	ᵐbat35	白				
墨	bak8	ᵐbak35	白				
墨	biak8	ᵐbiak35	文				
默	biak8	ᵐbiak35					
德	tiak7	tiak5					
得	tit7	tit5	白				
得	tiak7	tiak5	文				
忒	thiak7	tʰiak5					
特	tiak8	tiak35					
肋	liak7	liak5					
勒	liak7	liak5					
則	tsak7	tsak5					
賊	tshat8	tsʰat35	白				
賊	tsak8	tsak35	文				
塞	sai5	sai41					
塞	sat7	sat5	白				
塞	siak7	siak5	文				
刻	khat7	kʰat5	白				
刻	khiak7	kʰiak5	文				
克	khat7	kʰat5	白				
克	khiak7	kʰiak5	文				
黑	hiak7	hiak5					
逼	piak7	piak5					
匿	liak8	liak35					
力	lat8	lat35	白				
力	liak8	liak35	文				
即	tsiah7	tsiaʔ5	俗				
即	tsit7	tsit5	白				
即	tsiak7	tsiak5	文				
鯽	tsit7	tsit5	白				
鯽	tsiak7	tsiak5	文				
稷	tsiak7	tsiak5					
息	sit7	sit5	白				
息	siak7	siak5	文				
熄	sit7	sit5	白				
熄	siak7	siak5	文				
媳	siak7	siak5					
飭	thiak7	tʰiak5					
直	tit8	tit35	白				
直	tiak8	tiak35	文				
值	tat8	tat35	白				
值	tiak8	tiak35	文				
值	ti6	ti41	又，值日				
值	tit8	tit35	又				
側	tshak7	tsʰak5					
側	tshiak7	tsʰiak5	又				
測	tshak7	tsʰak5					
測	tshiak7	tsʰiak5	又				
惻	tshak7	tsʰak5					
惻	tshiak7	tsʰiak5	又				
色	siak7	siak5					
織	tsit7	tsit5	白				
織	tsiak7	tsiak5	文				
職	tsit7	tsit5	白				
職	tsiak7	tsiak5	文				
食	tsiah8	tsiaʔ35	俗				
食	sit8	sit35					
蝕	sit8	sit35					
識	siak7	siak5					
式	siak7	siak5					
飾	siak7	siak5					
殖	siak8	siak35	旧				
殖	sit8	sit35					
植	sit8	sit35					
棘	kiak7	kiak5					
極	kiak8	kiak35					
憶	it7	it5	白				
憶	iak7	iak5	文				
億	iak7	iak5					
抑	iak7	iak5					
弋	iak8	iak35					
翼	sit8	sit35	白				
翼	iak8	iak35	文				
弘	hierng2	hiəŋ24	旧				
弘	hoong2	hɔŋ24					
國	kook7	kɔk5					
或	hiak8	hiak35					
惑	hiak8	hiak35					
域	iak8	iak35					
域	hiak8	hiak35	又				
烹	phng1	pʰŋ33					
烹	phierng1	pʰiəŋ33	又				
彭	phinn2	pʰĩ24	白				
彭	phierng2	pʰiəŋ24	文				
彭	phng2	pʰŋ24	文				
膨	phng2	pʰŋ24					
膨	phierng2	pʰiəŋ24	又				
盲	minn2	mĩ24	白				
盲	boong2	ᵐbɔŋ24	文				
盲	bierng2	ᵐbiəŋ24	文				
猛	bierng3	ᵐbiəŋ55					
孟	bierng6	ᵐbiəŋ41					
打	tann3	tã55					
冷	lierng3	liəŋ55					
撐	thng1	tʰŋ33	旧				
撐	tshng1	tsʰŋ33					
鐺	thierng1	tʰiəŋ33					
鐺	toong1	tɔŋ33					
生	sinn1	sĩ33	白				
生	tshinn1	tsʰĩ33	白				
生	sng1	sŋ33	文				
牲	sng1	sŋ33					
笙	sng1	sŋ33					
甥	sng1	sŋ33					
省	sierng3	siəŋ55					
更	kinn1	kĩ33	白				
更	kng1	kŋ33	文				
庚	kinn1	kĩ33	白				
庚	kng1	kŋ33	文				
羹	kinn1	kĩ33	白				
羹	kng1	kŋ33	文				
羹	kierng1	kiəŋ33	文				
哽	kng3	kŋ55					
更	kng5	kŋ41					
坑	khinn1	kʰĩ33	白				
坑	khng1	kʰŋ33	文				
硬	nginn4	ŋĩ22	白				
硬	gierng6	ᵑɡiəŋ41	文				
亨	hng1	hŋ33					
亨	hierng1	hiəŋ33					
行	kiann2	kiã24	白				
行	hierng2	hiəŋ24	文				
衡	hierng2	hiəŋ24					
杏	hierng4	hiəŋ22					
行	hierng6	hiəŋ41					
浜	pierng1	piəŋ33					
迸	phierng5	pʰiəŋ41	俗				
迸	pierng5	piəŋ41					
棚	pinn2	pĩ24	白				
棚	png2	pŋ24	文				
棚	pierng2	piəŋ24	文				
萌	bierng2	ᵐbiəŋ24					
爭	tsinn1	tsĩ33	白				
爭	tsng1	tsŋ33	文				
箏	tsinn1	tsĩ33	白				
箏	tsng1	tsŋ33	文				
睜	tsng1	tsŋ33					
耕	kinn1	kĩ33	白				
耕	kierng1	kiəŋ33	文				
耿	kierng3	kiəŋ55					
莖	kierng1	kiəŋ33					
幸	hierng4	hiəŋ22					
鶯	ierng1	iəŋ33					
鸚	ierng1	iəŋ33					
櫻	ierng1	iəŋ33					
兵	piann1	piã33	白				
兵	pierng1	piəŋ33	文				
丙	piann3	piã55	白				
