jiᶽan tiᶽ	trad	detail	调类	
骘	隲		tʂəʔ7	
跖	蹠		tʂəʔ7	
跖	跖		tʂəʔ7	
叱	叱		tʂʰəʔ7	
饬	飭		tʂʰəʔ7	
彻	徹		tʂʰəʔ7	
彳	彳		tʂʰəʔ7	
敕	敕		tʂʰəʔ7	
敕	勑		tʂʰəʔ7	
撤	撤		tʂʰəʔ7	
澈	澈		tʂʰəʔ7	
辙	轍		tʂʰəʔ7	
咋	咋		tsəʔ7	
侧	側	（白）～過來	tsəʔ7	
侧	側	（文）～面	tsʰəʔ7	
测	測		tsʰəʔ7	
恻	惻		tsʰəʔ7	
赤	赤	～道	tʂʰəʔ7	
掣	掣		tʂʰəʔ7	
斥	斥		tʂʰəʔ7	
辍	輟		tʂʰəʔ7	
啜	啜		tʂʰəʔ7	
啜	諁	或作啜	tʂʰəʔ7	
啜	歠	俗作啜	tʂʰəʔ7	
怵	怵		tʂʰəʔ7	
涉	涉		dʐəʔ8	
陟	陟		dʐəʔ8	
蛰	蟄	驚～	dʐəʔ8	
蜇	蜇	海～頭	dʐəʔ8	
侄	侄		dʐəʔ8	
秩	秩		dʐəʔ8	
直	直		dʐəʔ8	
值	值		dʐəʔ8	
值	値		dʐəʔ8	
殖	殖		dʐəʔ8	
植	植		dʐəʔ8	
泽	澤		dzəʔ8	
择	擇		dzəʔ8	
踯	躑		dʐəʔ8	
掷	擲	～骰子	dʐəʔ8	
撒	撒	～種子	səʔ7	
摄	攝		ʂəʔ7	
慑	攝		ʂəʔ7	
歙	歙	～縣（安徽地名）	ʂəʔ7	
设	設		ʂəʔ7	
涩	澀		səʔ7	
涩	澁	同澀	səʔ7	
湿	濕		ʂəʔ7	
湿	溼	濕本字	ʂəʔ7	
瑟	瑟		səʔ7	
虱	虱		səʔ7	
虱	蝨		səʔ7	
失	失		ʂəʔ7	
室	室		ʂəʔ7	
塞	塞	堵～	səʔ7	
窣	窣		səʔ7	
色	色		səʔ7	
啬	嗇		səʔ7	
拭	拭		ʂəʔ7	
识	識		ʂəʔ7	
式	式		ʂəʔ7	
饰	飾		ʂəʔ7	
饰	餙	同飾	ʂəʔ7	
适	適		ʂəʔ7	
释	釋		ʂəʔ7	
圾	圾	～圾	səʔ7	
率	率	～領	səʔ7	
日	日		ʐəʔ8	
舌	舌		ʐəʔ8	
折	折	～本	ʐəʔ8	
十	十		ʐəʔ8	
十	十	三～，四～（整数）	ʂəʔ7	
十	十	～五	ʂoʔ7	
什	什		ʐəʔ8	
拾	拾		ʐəʔ8	
实	實		ʐəʔ8	
贼	賊		zəʔ8	
食	食		ʐəʔ8	
蚀	蝕		ʐəʔ8	
合	合	～用用（指合用，公用），～勒一堆（指合夥）	kəʔ7	
鸽	鴿		kəʔ7	
割	割		kəʔ7	
蛤	蛤	～蜊	kəʔ7	
葛	葛		kəʔ7	
个	個		kəʔ7	
个	箇		kəʔ7	
个	个		kəʔ7	
革	革		kəʔ7	
疙	疙		kəʔ7	
叩	叩		kʰei5	
磕	磕		kʰəʔ7	
瞌	瞌		kʰəʔ7	
溘	溘		kʰəʔ7	
渴	渴		kʰəʔ7	
咳	咳	～漱	kʰəʔ7	
刻	刻		kʰəʔ7	
氪	氪		kʰəʔ7	
克	克		kʰəʔ7	
克	剋		kʰəʔ7	
克	尅		kʰəʔ7	
客	客	徐霞～	kʰəʔ7	
搿	搿	两手合抱	ɡəʔ8	
杌	杌		ŋəʔ8	
兀	兀		ŋəʔ8	
歺	歺		ŋəʔ8	
赫	赫		həʔ7	
喝	喝		həʔ7	
黑	黑		həʔ7	
曷	曷		ɦəʔ8	
褐	褐		ɦəʔ8	
颌	頜		ɦəʔ8	
合	合		ɦəʔ8	
合	閤		ɦəʔ8	
阖	閤	～家歡樂	ɦəʔ8	
阖	闔	～家歡樂	ɦəʔ8	
盍	盍	何不	ɦəʔ8	
盍	盇	何不	ɦəʔ8	
核	核	～彈，審～	ɦəʔ8	
核	覈	審～	ɦəʔ8	
核	核	吐～	ɦuəʔ8	
囫	囫	～圇	ɦuəʔ8	
鹘	鶻		ɦuəʔ8	
纥	紇		ɦuəʔ8	
遏	遏		əʔ7	
扼	扼		əʔ7	
一	一	（口）	əʔ7	
扼	㧖		əʔ7	
呃	呃		əʔ7	
厄	厄		əʔ7	
厄	戹		əʔ7	
枙	枙		əʔ7	
扼	搤		əʔ7	
扼	搹		əʔ7	
厄	阨		əʔ7	
厄	阸		əʔ7	
骨	骨		kuəʔ7	
鹘	鶻		kuəʔ7	
阔	闊		kʰuəʔ7	
忽	忽		huəʔ7	
惚	惚		huəʔ7	
寣	寣	一～覺	huəʔ7	
笏	笏		huəʔ7	
活	活		ɦuəʔ8	
获	获		ɦuəʔ8	
获	获		ɦoʔ8	
获	獲	～得，收～	ɦuəʔ8	
获	穫	收～	ɦoʔ8	
擭	擭		ɦoʔ8	
彟	彠		ɦoʔ8	
嚄	嚄		ɦoʔ8	
蒦	蒦		ɦoʔ8	
惑	惑		ɦuəʔ8	
崴	崴		uəʔ7	
捌	捌		pɑʔ7	
八	八		pɑʔ7	
八	八	僅“八百”一詞	poʔ7	
百	百		pɑʔ7	
佰	佰		pɑʔ7	
栢	栢	俗柏字	pɑʔ7	
柏	柏		pɑʔ7	
伯	伯		pɑʔ7	
珀	珀		pʰɑʔ7	
迫	迫		pʰɑʔ7	
粕	粕		pʰɑʔ7	
帕	帕		pʰɑʔ7	
泊	泊		pɑʔ7	
泊	泊		pʰɑʔ7	
拍	拍		pʰɑʔ7	
魄	魄		pʰɑʔ7	
拔	拔		bɑʔ8	
雹	雹	冰～	bɑ2	
白	白		bɑʔ8	
抹	抹	動詞，用手按著向一個方向移動	mɑʔ8	
袜	襪	洋～：襪子	mɑʔ8	
袜	袜		mɑʔ8	
陌	陌		mɑʔ8	
貘	貘		mɑʔ8	
㹮	㹮		mɑʔ8	
貊	貊		mɑʔ8	
蓦	驀		mɑʔ8	
麦	麥		mɑʔ8	
脉	脈	脉本字	mɑʔ8	
脉	脉	俗脈字	mɑʔ8	
脉	衇		mɑʔ8	
法	法		fɑʔ7	
发	發	～生	fɑʔ7	
发	髮	頭～	fɑʔ7	
乏	乏		vɑʔ8	
伐	伐		vɑʔ8	
筏	筏		vɑʔ8	
罚	罰	（白）～渠賠	bɑʔ8	
罚	罰		vɑʔ8	
阀	閥		vɑʔ8	
沓	沓	一～紙	dɑʔ8	
答	答		tɑʔ7	
搭	搭		tɑʔ7	
瘩	瘩		tɑʔ7	
搨	搨	～本	tʰɑʔ7	
塔	塔		tʰɑʔ7	
拓	拓		tʰɑʔ7	
托	托	摩～車	tʰɑʔ7	
托	托	（又）摩～車	tʰəʔ7	
挞	撻		tʰɑʔ7	
闼	闥		tʰɑʔ7	
𠉂	㒓		tʰɑʔ7	
鳎	鰨		tʰɑʔ7	
榻	榻		tʰɑʔ7	
塌	塌		tʰɑʔ7	
溻	溻		tʰɑʔ7	
遢	遢	邋～	tʰɑʔ7	
獭	獺	水～	tʰɑʔ7	
踏	踏		dɑʔ8	
龖	龖		dɑʔ8	
龘	龘		dɑʔ8	
达	逹	達字之譌	dɑʔ8	
达	達		dɑʔ8	
达	达	與達同	dɑʔ8	
达	迖	达字之譌	dɑʔ8	
达	迏	达字之譌	dɑʔ8	
纳	納		nɑʔ8	
呐	呐		nɑʔ8	
呐	吶		nɑʔ8	
捺	捺		nɑʔ8	
邋	邋	～遢	lɑʔ8	
猎	獵	（白）	lɑʔ8	
猎	獵	（文）	lɪʔ8	
瘌	瘌	～痢頭：專指頭上長有禿瘡的人	lɑʔ8	
镴	鑞	錫～紙	lɑʔ8	
辣	辣		lɑʔ8	
拦	攔		lɑʔ8	
蜡	蠟		lɑʔ8	
砸	砸		tsɑʔ7	
匝	匝		tsɑʔ7	
匝	帀	通作匝	tsɑʔ7	
匝	迊	俗譌作匝	tsɑʔ7	
茁	茁		tsɑʔ7	
窄	窄		tsɑʔ7	
扎	扎		tsɑʔ7	
札	札		tsɑʔ7	
扎	紥		tsɑʔ7	
扎	紮		tsɑʔ7	
箚	箚		tsɑʔ7	
劄	劄		tsɑʔ7	
剳	剳		tsɑʔ7	
着	著	着本字	tɕiɑʔ7	
着	着	～衣裳	tɕiɑʔ7	
酌	酌		tɕiɑʔ7	
灼	灼		tɕiɑʔ7	
摘	摘		tsɑʔ7	
只	隻		tsɑʔ7	
擦	擦		tsʰɑʔ7	
扱	扱		tsʰɑʔ7	
插	插		tsʰɑʔ7	
插	揷	俗插字	tsʰɑʔ7	
察	察		tsʰɑʔ7	
辵	辵		tɕʰiɑʔ7	
辶	辶	辵隸作辶	tɕʰiɑʔ7	
绰	綽	～號	tɕʰiɑʔ7	
焯	焯	動詞，用開水稍燙	tɕʰiɑʔ7	
拆	拆	～遷	tsʰɑʔ7	
坼	坼	迸～：開裂	tsʰɑʔ7	
策	策		tsʰɑʔ7	
册	冊		tsʰɑʔ7	
刹	剎	古～	tsʰɑʔ7	
刹	刹	古～	tsʰɑʔ7	
赤	赤	～豆	tsʰɑʔ7	
尺	尺		tsʰɑʔ7	
杂	雜		dzɑʔ8	
着	著		dʑiɑʔ8	
着	著		tsɑʔ7	
着	着	火～	dʑiɑʔ8	
着	着	～棋	tsɑʔ7	
宅	宅		zɑʔ8	
翟	翟		zɑʔ8	
萨	薩		sɑʔ7	
眨	眨		sɑʔ7	
霎	霎		sɑʔ7	
杀	殺		sɑʔ7	
喢	喢		sɑʔ7	
歃	歃		sɑʔ7	
刹	剎	～車	sɑʔ7	
刹	刹	～車	sɑʔ7	
煞	煞	～廢苦心	sɑʔ7	
刷	刷	～卡	sɑʔ7	
闸	閘	南～（江陰地名）	dzɑʔ8	
泽	澤	南～（江陰地名，南閘舊作南澤）	dzɑʔ8	
炸	炸	水煮	zɑʔ8	
煠	煠	水煮	zɑʔ8	
铡	鍘		zɑʔ8	
若	若		zɑʔ8	
蒻	蒻		zɑʔ8	
弱	弱		zɑʔ8	
石	石		zɑʔ8	
芍	芍		zɑʔ8	
勺	勺	銅～，廣～	zoʔ8	
勺	勺	～～頭	dzoʔ8	
颊	頰		kɑʔ7	
夹	夾	～子	kɑʔ7	
格	格		kɑʔ7	
胳	胳		kɑʔ7	
骼	骼		kɑʔ7	
咯	咯	咯咯笑	kɑʔ7	
膈	膈		kɑʔ7	
翮	翮		kɑʔ7	
隔	隔		kɑʔ7	
滆	滆	～湖（常州地名）	kɑʔ7	
甲	甲	節甲：指甲	kʰɑʔ7	
甲	甲		kɑʔ7	
钾	鉀		kɑʔ7	
掐	掐	～指算	kʰɑʔ7	
客	客	～人	kʰɑʔ7	
轧	軋	擁擠	ɡɑʔ8	
额	額	～角頭（指額頭）	ŋɑʔ8	
瞎	瞎		hɑʔ7	
吓	嚇	～一跳	hɑʔ7	
喝	喝	（又音）～個一口：喝一口湯、茶、粥等流質食物	hɑʔ7	
辖	轄		huɑʔ7	
盒	盒		ɦɑʔ8	
狭	狹		ɦɑʔ8	
匣	匣		ɦɑʔ8	
啊	啊		ɑ1	
阿	阿	～姨，～姆（指舅妈）	ɑ1	
阿	阿	～膠，～彌陀佛	əɯ1	
阿	阿	～哥	ɑʔ7	
鸭	鴨		ɑʔ7	
押	押		ɑʔ7	
曱	曱		ɑʔ7	
压	壓		ɑʔ7	
轭	軛		ɑʔ7	
轭	軶		ɑʔ7	
略	略		liɑʔ8	
掠	掠		liɑʔ8	
且	且		tsʰiɑʔ7	
爵	爵		tsiɑʔ7	
雀	雀		tsiɑʔ7	
雀	雀	（俗）麻～	tsiɑ5	
鹊	鵲		tsʰiɑʔ7	
削	削		siɑʔ7	
嚼	嚼		ziɑʔ8	
噍	噍	動作重複頻率高且用力較輕地嚼	ziɑʔ8	
甲	甲	～乙丙丁	tɕiɑʔ7	
钾	鉀		tɕiɑʔ7	
脚	腳	一～：一直	tɕiɑʔ7	
觉	覺	感～	tɕiɑʔ7	
怯	怯		tɕʰiɑʔ7	
恰	恰		tɕʰiɑʔ7	
洽	洽		tɕʰiɑʔ7	
却	卻		tɕʰiɑʔ7	
确	确		tɕʰiɑʔ7	
确	確	～定，～認	tɕʰiɑʔ7	
剧	劇	電視～	dʑiɑʔ8	
捏	捏		ȵiɑʔ8	
虐	虐		ȵiɑʔ8	
疟	瘧		ȵiɑʔ8	
箬	箬	粽～	ȵiɑʔ8	
陕	陜	與“陝”不同	ɦiɑʔ8	
峡	峽		ɦiɑʔ8	
侠	俠		ɦiɑʔ8	
挟	挾		ɦiɑʔ8	
药	藥		ɦiɑʔ8	
药	葯	《博雅》白芷，其葉謂之葯	ɦiɑʔ8	
钥	鑰		ɦiɑʔ8	
跃	躍		ɦiɑʔ8	
乐	樂	音～	ɦiɑʔ8	
学	學	數～	ɦiɑʔ8	
约	約		iɑʔ7	
刮	刮		kuɑʔ7	
括	括		kuɑʔ7	
适	适	唐德宗李适	kuɑʔ7	
豁	豁	～搭：豁口	huɑʔ7	
划	劃	計～	ɦuɑʔ8	
画	畫	計～	ɦuɑʔ8	
画	畵	計～	ɦuɑʔ8	
婳	嫿		ɦuɑʔ8	
滑	滑		ɦuɑʔ8	
磆	磆		ɦuɑʔ8	
猾	猾		ɦuɑʔ8	
挖	挖		uɑʔ7	
呣	呣	～媽	m1	
呒	嘸	～不（指沒有）	m2	
无	無	～不（指沒有）	m2	
无	无	～不（指沒有）	m2	
姆	姆	～媽，阿～（指舅媽）	m1	
母	母	產～	m1	
五	五		ŋ1	
午	午	五月端～	ŋ1	
哪	哪	～裏	lɑ1	
哪	哪	～吒	nəɯ2	
吒	吒	哪～	tsø5	
咤	咤		tsø5	
诧	詫		tsʰø5	
侘	侘		tsʰø5	
伍	伍	新～村（江陰地名）	ŋ1	
嗯	嗯		ŋ1	
嗯	嗯		ŋ2	
嗯	嗯		ŋ6	
唔	唔		ŋ1	
