單字	聲紐	呼	等	韻部	聲調	組	攝	聲母_定	介	韻母_定		22	备注							
猛	明	開	二	庚	上	幫	梗	m		εŋ	33									
猛	明	開	二	庚	上	幫	梗	m		εŋ	33									
蜢	明	開	二	庚	上	幫	梗	m		εŋ	55									
艋	明	開	二	庚	上	幫	梗	m		εŋ	22									
錳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		εŋ										
孟	明	開	二	庚	去	幫	梗	m		εŋ	22									
密	明	開	三	真B	入	幫	臻	m		ɐt		22								
蜜	明	開	三	真A	入	幫	臻	m		ɐt		22								
謐	明	開	三	真A	入	幫	臻	m		ɐt		22								
襪	明	合	三	元	入	幫	山	m		ɐt		22								
勿	明	合	三	文	入	幫	臻	m		ɐt		22								
物	明	合	三	文	入	幫	臻	m		ɐt		22								
茂	明	開	一	侯	去	幫	流	m		ɐu	22									
貿	明	開	一	侯	去	幫	流	m		ɐu	22									
繆	明	開	三	幽	去	幫	流	m		ɐu	22									
繆	明	合	三	尤	平	幫	流	m		ɐu		32								
謬	明	開	三	幽	去	幫	流	m		ɐu	22									
哞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ɐu										
牟	明	合	三	尤	平	幫	流	m		ɐu		32								
謀	明	合	三	尤	平	幫	流	m		ɐu		32								
某	明	開	一	侯	上	幫	流	m		ɐu	33									
畝	明	開	一	侯	上	幫	流	m		ɐu	21									
咩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ɛ										
眉	明	開	三	脂B	平	幫	止	m		ɐi		32								
楣	明	開	三	脂B	平	幫	止	m		ɐi		32								
美	明	開	三	脂B	上	幫	止	m		ɐi	21									
美	明	開	三	脂B	上	幫	止	m		ɐi	21									
寐	明	開	三	脂A	去	幫	止	m		ɐi	22									
媚	明	開	三	脂B	去	幫	止	m		ɐi	22									
魅	明	開	三	脂B	去	幫	止	m		ɐi	22									
咪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ɐi										
糜	明	開	三	支B	平	幫	止	m		ɐi		32								
麋	明	開	三	脂B	平	幫	止	m		ɐi		32								
靡	明	開	三	支B	上	幫	止	m		ɐi	21									
獼	明	開	三	支A	平	幫	止	m		ɐi		32								
瞇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ɐi										
瀰	明	開	三	支A	平	幫	止	m		ɐi		32								
微	明	合	三	微	平	幫	止	m		ɐi		32								
薇	明	開	三	脂B	平	幫	止	m		ɐi		32								
尾	明	合	三	微	上	幫	止	m		ɐi	21									
娓	明	合	三	微	上	幫	止	m		ɐi	21									
未	明	合	三	微	去	幫	止	m		ɐi	22									
味	明	合	三	微	去	幫	止	m		ɐi	22									
名	明	開	三	清A	平	幫	梗	m		ɪŋ		32								
名	明	開	三	清A	平	幫	梗	m		ɪŋ		32								
命	明	開	三	庚	去	幫	梗	m		ɪŋ	22		白读εŋ							
覓	明	開	四	青	入	幫	梗	m		ɪk		22								
眠	明	開	四	先	平	幫	山	m		in		32								
棉	明	開	三	仙A	平	幫	山	m		in		32								
綿	明	開	三	仙A	平	幫	山	m		in		32								
免	明	開	三	仙B	上	幫	山	m		in	33									
勉	明	開	三	仙B	上	幫	山	m		in	33									
冕	明	開	三	仙B	上	幫	山	m		in	33									
緬	明	開	三	仙A	上	幫	山	m		in	33									
面	明	開	三	仙A	去	幫	山	m		in	22									
麵	明	開	四	先	去	幫	山	m		in	22									
靦								m		in	32									
皿	明	開	三	庚	上	幫	梗	m		ɪŋ	33									
皿	明	開	三	庚	上	幫	梗	m		ɪŋ	33									
名	明	開	三	清A	平	幫	梗	m		ɪŋ		32								
明	明	開	三	庚	平	幫	梗	m		ɪŋ		32								
冥	明	開	四	青	平	幫	梗	m		ɪŋ		32								
鳴	明	開	三	庚	平	幫	梗	m		ɪŋ		32								
銘	明	開	四	青	平	幫	梗	m		ɪŋ		32								
螟	明	開	四	青	平	幫	梗	m		ɪŋ		32								
命	明	開	三	庚	去	幫	梗	m		ɪŋ	22									
滅	明	開	三	仙A	入	幫	山	m		it		22								
蔑	明	開	四	先	入	幫	山	m		it		22								
篾	明	開	四	先	入	幫	山	m		it		22								
喵	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		εu										
苗	明	開	三	宵B	平	幫	效	m		iu		32								
描	明	開	三	宵B	平	幫	效	m		iu		32								
瞄	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		εu										
眇	明	開	三	宵A	上	幫	效	m		iu	33									
秒	明	開	三	宵A	上	幫	效	m		iu	33									
渺	明	開	三	宵A	上	幫	效	m		iu	21									
妙	明	開	三	宵A	去	幫	效	m		iu	22									
廟	明	開	三	宵B	去	幫	效	m		iu	22									
杳	影	開	四	蕭	上	影	效	j		iu		55								
麼	明	開	一	歌	上	幫	果	m		ɔ	33									
摸	明	開	一	模	平	幫	遇	m		ɔ		32								
摩	明	開	一	歌	平	幫	果	m		ɔ		32								
磨	明	開	一	歌	平	幫	果	m		ɔ		32								
磨	明	開	一	歌	去	幫	果	m		ɔ	22									
魔	明	開	一	歌	平	幫	果	m		ɔ		32								
剝	幫	開	二	江	入	幫	江	m		œk		33								
膜	明	開	一	唐	入	幫	宕	m		œk		22								
莫	明	開	一	唐	入	幫	宕	m		œk		22								
漠	明	開	一	唐	入	幫	宕	m		œk		22								
寞	明	開	一	唐	入	幫	宕	m		œk		22								
幕	明	開	一	唐	入	幫	宕	m		œk		22								
芒	明	合	三	陽	平	幫	宕	m		œŋ		32								
芒								m		œŋ	22									
忙	明	開	一	唐	平	幫	宕	m		œŋ		32								
茫	明	開	一	唐	平	幫	宕	m		œŋ		32								
莽	明	開	一	模	上	幫	遇	m		œŋ	33									
蟒	明	開	一	唐	上	幫	宕	m		œŋ	33									
亡	明	合	三	陽	平	幫	宕	m		œŋ		32								
惘	明	合	三	陽	上	幫	宕	m		œŋ	33									
網	明	合	三	陽	上	幫	宕	m		œŋ	33									
妄	明	合	三	陽	去	幫	宕	m		œŋ	33									
忘	明	合	三	陽	去	幫	宕	m		œŋ	22									
望	明	合	三	陽	平	幫	宕	m		œŋ		32								
毛	明	開	一	豪	平	幫	效	m		a		32								
髦	明	開	一	豪	平	幫	效	m		a		32								
冒	明	開	一	豪	去	幫	效	m		a	22									
帽	明	開	一	豪	去	幫	效	m		a	22									
摹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ɐu										
模	明	開	一	模	平	幫	遇	m		ɐu		32								
膜	明	開	一	模	平	幫	遇	m		ɐu		32								
母	明	開	一	侯	上	幫	流	m		ɐu	21									
母	明	開	一	侯	上	幫	流	m		ɐu	21									
拇	明	開	一	侯	上	幫	流	m		ɐu	21									
姆	明	開	一	侯	去	幫	流	m		ɐu	22									
募	明	開	一	模	去	幫	遇	m		ɐu	22									
墓	明	開	一	模	去	幫	遇	m		ɐu	22									
慕	明	開	一	模	去	幫	遇	m		ɐu	22									
暮	明	開	一	模	去	幫	遇	m		ɐu	22									
巫	明	合	三	虞	平	幫	遇	m		ɐu		32								
誣	明	合	三	虞	平	幫	遇	m		ɐu		32								
毋	明	合	三	虞	平	幫	遇	m		ɐu		32								
無	明	合	三	虞	平	幫	遇	m		ɐu		32								
蕪	明	合	三	虞	平	幫	遇	m		ɐu		32								
武	明	合	三	虞	上	幫	遇	m		ɐu	21									
侮	明	合	三	虞	上	幫	遇	m		ɐu	33									
舞	明	合	三	虞	上	幫	遇	m		ɐu	21									
舞	明	合	三	虞	上	幫	遇	m		ɐu	21									
鵡	明	合	三	虞	上	幫	遇	m		ɐu	21									
戊	明	開	一	侯	去	幫	流	m		ɐu	22									
務	明	合	三	虞	去	幫	遇	m		ɐu	22									
婺	明	合	三	虞	去	幫	遇	m		ɐu	22									
霧	明	合	三	虞	去	幫	遇	m		ɐu	22									
玫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ui										
枚	明	合	一	灰	平	幫	蟹	m		ui		32								
莓	明	合	一	灰	平	幫	蟹	m		ui		32								
梅	明	合	一	灰	平	幫	蟹	m		ui		32								
媒	明	合	一	灰	平	幫	蟹	m		ui		32								
煤	明	合	一	灰	平	幫	蟹	m		ui		32								
霉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ui										
黴	明	開	三	脂B	平	幫	止	m		ui		32								
每	明	合	一	灰	上	幫	蟹	m		ui	21									
每	明	合	一	灰	上	幫	蟹	m		ui	33									
每	明	合	一	灰	上	幫	蟹	m		ui	21									
妹	明	合	一	灰	去	幫	蟹	m		ui	22									
昧	明	合	一	灰	去	幫	蟹	m		ui	22									
木	明	開	一	東	入	幫	通	m		ʊk		22								
目	明	合	三	東	入	幫	通	m		ʊk		22								
沐	明	開	一	東	入	幫	通	m		ʊk		22								
牧	明	合	三	東	入	幫	通	m		ʊk		22								
睦	明	合	三	東	入	幫	通	m		ʊk		22								
穆	明	合	三	東	入	幫	通	m		ʊk		22								
瞞	明	開	一	寒	平	幫	山	m		un		32								
滿	明	開	一	寒	上	幫	山	m		un	33									
門	明	合	一	魂	平	幫	臻	m		un		32								
悶	明	合	一	魂	去	幫	臻	m		un	22									
燜	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		un										
們	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		un										
蒙	明	開	一	東	平	幫	通	m		ʊŋ		32								
濛	明	開	一	東	平	幫	通	m		ʊŋ		32								
檬	明	開	一	東	平	幫	通	m		ʊŋ		32								
朦	明	開	一	東	平	幫	通	m		ʊŋ		32								
矇	明	開	一	東	平	幫	通	m		ʊŋ		32								
懵	明	開	一	東	上	幫	通	m		ʊŋ	55									
夢	明	合	三	東	平	幫	通	m		ʊŋ		32								
沒	明	合	一	魂	入	幫	臻	m		ut		22								
抹	明	開	一	寒	入	幫	山	m		ut		22								
末	明	開	一	寒	入	幫	山	m		ut		22								
茉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m		ut										
沫	明	開	一	泰	去	幫	蟹	m		ut	22									
拿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		a										
哪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		a										
哪								n		a	33									
哪								n		a	33									
那	泥	開	一	歌	上	端	果	n		a	33									
娜								n		a	32									
乃	泥	開	一	咍	上	端	蟹	n		a	33									
奶	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		a										
迺	泥	開	一	咍	上	端	蟹	n		a	33									
囡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		am										
男	泥	開	一	覃	平	端	咸	n		am		32								
南	泥	開	一	覃	平	端	咸	n		am		32								
喃	娘	開	二	咸	平	知	咸	n		am		32								
楠	泥	開	一	覃	平	端	咸	n		am		32								
難	泥	開	一	寒	平	端	山	n		an		32								
難	泥	開	一	寒	去	端	山	n		an	22									
吶	娘	合	三	仙B	入	知	山	n		ap		22								
納	泥	開	一	覃	入	端	咸	n		ap		22								
鈉	日	合	三	祭A	去	日	蟹	n		ap	22									
捺	泥	開	一	寒	入	端	山	n		at		22								
暱								n		at	33									
撓	曉	開	一	豪	平	影	效	n		a		32								
鬧	娘	開	二	肴	去	知	效	n		a	22									
泥	泥	開	四	齊	平	端	蟹	n		ε		32	又音ɐi							
若								n		εk	21									
稔	日	開	三	侵A	上	日	深	n		ɐm	22									
能	泥	開	一	咍	平	端	蟹	n		ɐŋ		32								
凹	影	開	二	咸	入	影	咸	n		ɐp		55								
粒	來	開	三	侵A	入	來	深	n		ɐp		22								
妞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		ɐu										
扭	娘	開	三	尤	上	知	流	n		ɐu	55									
紐	娘	開	三	尤	上	知	流	n		ɐu	55									
鈕	娘	開	三	尤	上	知	流	n		ɐu	55									
朽	曉	開	三	尤	上	影	流	n		ɐu		55								
呢	娘	開	三	脂B	平	知	止	n		ɛ		32								
餌	日	開	三	之	去	日	止	n		ɐi	22									
彌	明	開	三	支A	平	幫	止	n		ɐi		32								
呢	娘	開	三	脂B	平	知	止	n		ɐi		32								
妮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		ɐi										
尼	娘	開	三	脂B	平	知	止	n		ɐi		32								
泥	泥	開	四	齊	去	端	蟹	n		ε	22		又音ɐi							
你	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		ɐi										
妳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		ɐi										
膩	娘	開	三	脂B	去	知	止	n		ɐi	22									
您	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		ɐi										
洱								n		ɐi	55									
洱								n		ɐi	55									
匿								n		ɐi	22									
匿	娘	開	三	蒸	入	知	曾	n		ɪk		55								
溺	泥	開	四	青	入	端	梗	n		ɪk		22								
暱	娘	開	三	真B	入	知	臻	n		ɪk		55								
匿								n		ɪk	55									
暱								n		ɪk	55									
拈	泥	開	四	添	平	端	咸	n		εm		32								
拈								n		im	33									
黏	娘	開	三	鹽B	平	知	咸	n		im		32								
念	泥	開	四	添	去	端	咸	n		εm	22									
唸	泥	開	四	添	去	端	咸	n		εm	22									
嫩	泥	合	一	魂	去	端	臻	n		ɔn	22									
年	泥	開	四	先	平	端	山	n		εn		32								
碾	娘	開	三	仙B	去	知	山	n		in	22									
暖	泥	合	一	寒	上	端	山	n		ɔn	33									
輾								n		in	55									
恁	日	開	三	侵A	平	日	深	n		ɪŋ		32								
寧	泥	開	四	青	平	端	梗	n		ɪŋ		32								
嚀	泥	開	四	青	平	端	梗	n		ɪŋ		32								
獰	娘	開	二	庚	平	知	梗	n		ɪŋ		32								
檸	娘	開	二	庚	上	知	梗	n		ɪŋ	22									
濘	泥	開	四	青	上	端	梗	n		ɪŋ	22									
娘	娘	開	三	陽	平	知	宕	n		œŋ		32								
捏	泥	開	四	先	入	端	山	n		ip		33								
聶	娘	開	三	鹽B	入	知	咸	n		ip		33								
躡	娘	開	三	鹽B	入	知	咸	n		ip		33								
啲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t		it										
溺								n		iu	22		又音nεu							
鳥	端	開	四	蕭	上	端	效	n		εu		33	又音iu多用于文读词							
鳥	端	開	四	蕭	上	端	效	n		εu		33	又音iu多用于文读词							
尿	泥	開	四	蕭	去	端	效	n		εu	22									
那	泥	開	一	歌	平	端	果	n		ɔ		32								
娜	泥	開	一	歌	上	端	果	n		ɔ	22									
挪	泥	開	一	歌	平	端	果	n		ɔ		32								
懦	日	合	三	虞	平	日	遇	n		ɔ		32								
糯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		ɔ										
奈	泥	開	一	泰	去	端	蟹	n		ɔi	22									
耐	泥	開	一	咍	去	端	蟹	n		ɔi	22									
內	泥	合	一	灰	去	端	蟹	n		ɔi	22									
諾	泥	開	一	唐	入	端	宕	n		œk		22								
浪	來	開	一	唐	去	來	宕	n		ɔŋ	22									
浪	來	開	一	唐	去	來	宕	n		ɔŋ	22									
浪	來	開	一	唐	去	來	宕	n		ɔŋ	22									
囊	泥	開	一	唐	平	端	宕	n		œŋ		32								
惱	泥	開	一	豪	上	端	效	n		a	21									
瑙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n		a										
腦	泥	開	一	豪	上	端	效	n		a	21									
奴	泥	開	一	模	平	端	遇	n		ɐu		32								
努	泥	開	一	模	上	端	遇	n		ɐu	21									
弩	泥	開	一	模	上	端	遇	n		ɐu	22									
怒	泥	開	一	模	上	端	遇	n		ɐu	22									
餒	泥	合	一	灰	上	端	蟹	n		ɔi	22									
女	娘	開	三	魚	上	知	遇	n		ɔɪ	55									
農	泥	合	一	冬	平	端	通	n		ʊŋ		32								
濃	娘	開	三	鍾	平	知	通	n		ʊŋ		32								
膿	泥	合	一	冬	平	端	通	n		ʊŋ		32								
嗯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ			22									
嗯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ			22									
吾	疑	開	一	模	平	見	遇	ŋ				32								
吳	疑	開	一	模	平	見	遇	ŋ				32								
梧	疑	開	一	模	平	見	遇	ŋ				32								
晤	疑	開	一	模	去	見	遇	ŋ			22									
誤	疑	開	一	模	去	見	遇	ŋ			22									
寤	疑	開	一	模	去	見	遇	ŋ			22									
瓦	疑	合	二	麻	上	見	假	ŋ		a	21									
丫	影	開	二	麻	平	影	假	ŋ		a		33								
椏	影	開	二	麻	平	影	假	ŋ		a		33								
鴉	影	開	二	麻	平	影	假	ŋ		a		33								
牙	疑	開	二	麻	平	見	假	ŋ		a		32								
芽	疑	開	二	麻	平	見	假	ŋ		a		32								
枒	疑	開	二	麻	平	見	假	ŋ		a		32								
蚜	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		a										
衙	疑	開	三	魚	平	見	遇	ŋ		a		32								
啞	影	開	二	麻	上	影	假	ŋ		a		55								
啞	影	開	二	麻	去	影	假	ʔ		a		55								
雅	疑	開	二	麻	上	見	假	ŋ		a	21									
雅	疑	開	二	麻	上	見	假	ŋ		a	21									
亞	影	開	二	麻	去	影	假	ʔ		a		33								
埡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		a										
訝	疑	開	二	麻	去	見	假	ŋ		a	22									
呀	疑	開	二	麻	平	見	假	ŋ		a		32								
挨	影	開	二	皆	上	影	蟹	ŋ		ai		32								
捱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ai										
艾	疑	開	一	泰	去	見	蟹	ŋ		a	22									
崖	疑	開	三	支B	平	見	止	ŋ		a		32								
涯	疑	開	三	支B	平	見	止	ŋ		a		32								
癌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		am										
岩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		am	22									
巖	疑	開	二	銜	平	見	咸	ŋ		am		32								
顏	疑	開	二	刪	平	見	山	ŋ		an		32								
眼	疑	開	二	山	上	見	山	ŋ		εn	55									
晏	影	開	一	寒	去	影	山	ʔ		an		33	口语表示时间晚读ɔn							
雁	疑	開	二	刪	去	見	山	ŋ		an	22									
鴨	影	開	二	銜	入	影	咸	ʔ		ap		33								
遏	影	開	一	寒	入	影	山	ʔ		at		33								
押	影	開	二	銜	入	影	咸	ʔ		at		33								
壓	影	開	二	銜	入	影	咸	ʔ		at		33								
揠	影	開	二	山	入	影	山	ʔ		at		33								
淆	匣	開	二	肴	平	影	效	ŋ		au		32								
肴	匣	開	二	肴	平	影	效	ŋ		au		32								
餚	匣	開	二	肴	平	影	效	ŋ		au		32								
咬	見	開	二	肴	平	見	效	ŋ		εu		33								
樂	疑	開	二	肴	去	見	效	ŋ		au	22									
矮	影	開	二	佳	上	影	蟹	ʔ		ε		55	又音ŋɐi							
倪	疑	開	四	齊	平	見	蟹	ŋ		ɐi		32								
霓	疑	開	四	齊	平	見	蟹	ŋ		ɐi		32								
危	疑	合	三	支B	平	見	止	ŋ		ɐi		32								
巍	疑	合	三	微	平	見	止	ŋ		ɐi		32								
嵬	疑	合	一	灰	平	見	蟹	ŋ		ɐi		32								
偽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɐi	22									
魏	疑	合	三	微	去	見	止	ŋ		ɐi	22									
蟻	疑	開	三	支B	上	見	止	ŋ		ɐi	55									
羿	疑	開	四	齊	去	見	蟹	ŋ		ɐi	22									
毅	疑	開	三	微	去	見	止	ŋ		ɐi	22									
縊	影	開	三	支A	去	影	止	ʔ		ɐi		33								
藝	疑	開	三	祭A	去	見	蟹	ŋ		ɐi	22									
額	疑	開	二	庚	入	見	梗	ŋ		εk		22								
厄	影	開	二	耕	入	影	梗	ŋ		ɐk		55								
扼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɐk										
呃	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɐk										
握	影	開	二	江	入	影	江	ŋ		ɐk		55								
渥	影	開	二	江	入	影	江	ŋ		ɐk		55								
啞	影	開	二	庚	入	影	梗	ŋ		ɐk		55								
齷								ŋ		ɐk	55		也有读成零声母							
庵	影	開	一	覃	平	影	咸	ŋ		ɐm		33								
諳	影	開	一	覃	平	影	咸	ŋ		ɐm		33								
鵪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɐm										
暗	影	開	一	覃	去	影	咸	ʔ		ɐm		33								
黯	影	開	二	咸	平	影	咸	ŋ		ɐm		33								
垠	疑	開	三	真B	平	見	臻	ŋ		ɐn		32								
銀	疑	開	三	真B	平	見	臻	ŋ		ɐn		32								
齦	疑	開	三	欣	平	見	臻	ŋ		ɐn		32								
罌	影	開	二	耕	平	影	梗	ŋ		ɐŋ		33								
鶯	影	開	二	耕	平	影	梗	ŋ		ɐŋ		33								
硬	疑	開	二	耕	去	見	梗	ŋ		εŋ	22									
迄	曉	開	三	欣	入	影	臻	h		ɐt		55								
兀	疑	合	一	魂	入	見	臻	ŋ		ɐt		22								
屹	疑	開	三	欣	入	見	臻	ŋ		ɐt		22								
勾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɐu										
鉤	見	開	一	侯	平	見	流	ŋ		ɐu		33								
牛	疑	開	三	尤	平	見	流	ŋ		ɐu		32								
歐	影	開	一	侯	平	影	流	ŋ		ɐu		33								
謳	影	開	一	侯	平	影	流	ŋ		ɐu		33								
鷗	影	開	一	侯	平	影	流	ŋ		ɐu		33								
偶	疑	開	一	侯	上	見	流	ŋ		ɐu	21									
嘔	影	開	一	侯	平	影	流	ʔ		ɐu		33								
嘔	影	開	一	侯	上	影	流	ʔ		ɐu		55								
嘔	影	開	一	侯	上	影	流	ŋ		ɐu		55								
藕	疑	開	一	侯	上	見	流	ŋ		ɐu	21									
區	影	開	一	侯	平	影	流	ŋ		ɐu		33								
阿	影	開	一	歌	平	影	果	ʔ		ɔ		33								
俄	疑	開	一	歌	平	見	果	ŋ		ɔ		32								
峨	疑	開	一	歌	平	見	果	ŋ		ɔ		32								
娥	疑	開	一	歌	平	見	果	ŋ		ɔ		32								
訛	疑	合	一	歌	平	見	果	ŋ		ɔ		32								
蛾	疑	開	一	歌	平	見	果	ŋ		ɔ		32								
鵝	疑	開	一	歌	平	見	果	ŋ		ɔ		32								
餓	疑	開	一	歌	去	見	果	ŋ		ɔ	22									
柯	見	開	一	歌	平	見	果	ŋ		ɔ		33								
軻	溪	開	一	歌	平	見	果	ŋ		ɔ		33								
哦	疑	開	一	歌	平	見	果	ŋ		ɔ		32								
我	疑	開	一	歌	上	見	果	ŋ		a	33									
臥	疑	合	一	歌	去	見	果	ŋ		ɔ	22									
哀	影	開	一	咍	平	影	蟹	ŋ		ɔi		33								
埃	影	開	一	咍	平	影	蟹	ŋ		ɔi		33								
皚	疑	開	一	咍	平	見	蟹	ŋ		ɔi		32								
藹	影	開	一	泰	去	影	蟹	ʔ		ɔi		33								
愛	影	開	一	咍	去	影	蟹	ʔ		ɔi		33								
礙	疑	開	一	咍	去	見	蟹	ŋ		ɔi	22									
呆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɔi										
外	疑	合	一	泰	去	見	蟹	ŋ		ɔi	22									
堊	影	開	一	唐	入	影	宕	ʔ		œk		33								
惡	影	開	一	唐	入	影	宕	ʔ		œk		33								
惡	影	開	一	唐	入	影	宕	ʔ		œk		33								
愕	疑	開	一	唐	入	見	宕	ŋ		œk		22								
噩	疑	開	一	唐	入	見	宕	ŋ		œk		22								
顎	疑	開	一	唐	入	見	宕	ŋ		œk		22								
鱷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		œk	33									
鱷	疑	開	一	唐	入	見	宕	ŋ		œk		22								
鄂	疑	開	一	唐	入	見	宕	ŋ		œk		22								
岳	疑	開	二	江	入	見	江	ŋ		œk		22								
樂	疑	開	二	江	入	見	江	ŋ		œk		22								
嶽	疑	開	二	江	入	見	江	ŋ		œk		22								
卬								ŋ		œk	22									
安	影	開	一	寒	平	影	山	ŋ		ɔn		33								
鞍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ŋ		ɔn										
岸	疑	開	一	寒	去	見	山	ŋ		ɔn	22									
按	影	開	一	寒	去	影	山	ʔ		ɔn		33								
案	影	開	一	寒	去	影	山	ʔ		ɔn		33								
骯	匣	開	一	唐	上	影	宕	ʔ		ɔŋ		55								
昂	疑	開	一	唐	平	見	宕	ŋ		œŋ		32								
盎	影	開	一	唐	上	影	宕	ŋ		œŋ		22								
仰	疑	開	三	陽	上	見	宕	ŋ		œŋ	33									
敖	疑	開	一	豪	平	見	效	ŋ		a		32								
