繁体	简体	聲韻	聲調	注釋
懸	悬	xiŋ	22|陽平	異讀[x][ɛŋ/œŋ/iŋ][22]文讀，懸下，高
懸	悬	xœŋ	22|陽平	異讀[x][ɛŋ/œŋ/iŋ][22]文讀，懸下，高
懸	悬	xɛŋ	22|陽平	異讀[x][ɛŋ/œŋ/iŋ][22]文讀，懸下，高
戎	戎	xøŋ	22|陽平	
扶	扶	xou	22|陽平	
攜	携	xi	22|陽平	
杭	杭	xɔŋ	22|陽平	
桓	桓	xuoŋ	22|陽平	
槐	槐	xuoi	22|陽平	
橫	横	xuoŋ	22|陽平	橫直
毫	毫	xɔ	22|陽平	
洪	洪	xoŋ	22|陽平	
涵	涵	xam	22|陽平	異讀[0/x][am][22]文讀，涵洞
淮	淮	xuoi	22|陽平	
渾	浑	xoŋ	22|陽平	
湖	湖	xou	22|陽平	
熊	熊	xøŋ	22|陽平	
狐	狐	xou	22|陽平	
玄	玄	xiŋ	22|陽平	異讀[ŋ/x][uŋ/iŋ][22]
瑕	瑕	xa	22|陽平	
痕	痕	xɔŋ	22|陽平	
癀	癀	xuŋ	22|陽平	
皇	皇	xuŋ	22|陽平	
禾	禾	xu	22|陽平	
符	符	xou	22|陽平	
糊	糊	xou	22|陽平	異讀[k/x][ou][22]糊塗，米糊
紅	红	xoŋ	22|陽平	異讀[0/x][œŋ/oŋ][22]
縣	县	xiŋ	22|陽平	異讀[x][ɛŋ/œŋ/iŋ][22]文讀，懸下，高
縣	县	xœŋ	22|陽平	異讀[x][ɛŋ/œŋ/iŋ][22]文讀，懸下，高
縣	县	xɛŋ	22|陽平	異讀[x][ɛŋ/œŋ/iŋ][22]文讀，懸下，高
繁	繁	xuoŋ	22|陽平	
胡	胡	xou	22|陽平	
航	航	xɔŋ	22|陽平	
茴	茴	xui	22|陽平	
荷	荷	xɔ	22|陽平	
虹	虹	xoŋ	22|陽平	
蝗	蝗	xuŋ	22|陽平	
蝦	虾	xa	22|陽平	
諧	谐	xai	22|陽平	
豪	豪	xɔ	22|陽平	
賢	贤	xiŋ	22|陽平	
遐	遐	xa	22|陽平	
還	还	xuoŋ	22|陽平	還原
銜	衔	xam	22|陽平	異讀[k/x][am][22]
鏵	铧	xuo	22|陽平	
閑	闲	xaŋ	22|陽平	異讀[0/x][ɛŋ/aŋ][22]
防	防	xɔŋ	22|陽平	
雄	雄	xøŋ	22|陽平	
雲	云	xoŋ	22|陽平	
霞	霞	xa	22|陽平	
韓	韩	xaŋ	22|陽平	
頦	颏	xai	22|陽平	
駭	骇	xai	22|陽平	
魂	魂	xɔŋ	22|陽平	
鹹	咸	xam	22|陽平	
鼾	鼾	xaŋ	22|陽平	
仁	仁	neŋ	22|陽平	異讀[0/n][eŋ][22]文讀，目珠仁
儂	侬	nœŋ	22|陽平	人
南	南	nam	22|陽平	
囊	囊	nɔŋ	22|陽平	
奴	奴	nou	22|陽平	
娘	娘	nyŋ	22|陽平	
寧	宁	neŋ	22|陽平	
尼	尼	nɛ	22|陽平	
年	年	niŋ	22|陽平	
挪	挪	nɔ	22|陽平	
揉	揉	neu	22|陽平	
撚	捻	nɔŋ	22|陽平	
泥	泥	nɛ	22|陽平	
濃	浓	nøŋ	22|陽平	濃茶
男	男	nam	22|陽平	
能	能	nœŋ	22|陽平	
膿	脓	nœŋ	22|陽平	
農	农	nøŋ	22|陽平	
難	难	naŋ	22|陽平	
黏	黏	nim	22|陽平	
俄	俄	ŋɔ	22|陽平	
倪	倪	ŋɛ	22|陽平	
儀	仪	ŋei	22|陽平	
元	元	ŋuŋ	22|陽平	
凝	凝	ŋeŋ	22|陽平	
危	危	ŋoi	22|陽平	
原	原	ŋuŋ	22|陽平	
吟	吟	ŋem	22|陽平	
吳	吴	ŋou	22|陽平	
吾	吾	ŋou	22|陽平	
嚴	严	ŋim	22|陽平	
圓	圆	ŋuŋ	22|陽平	異讀[0/ŋ][uŋ][22]
堯	尧	ŋiu	22|陽平	
娛	娱	ŋøy	22|陽平	
宜	宜	ŋei	22|陽平	異讀[ŋ][i/ei][22]文讀，便宜
宜	宜	ŋi	22|陽平	異讀[ŋ][i/ei][22]文讀，便宜
巍	巍	ŋoi	22|陽平	
巖	岩	ŋam	22|陽平	異讀[ŋ][iɛm/am][22]
巖	岩	ŋiɛm	22|陽平	異讀[ŋ][iɛm/am][22]
愚	愚	ŋøy	22|陽平	
昂	昂	ŋɔŋ	22|陽平	
梧	梧	ŋou	22|陽平	
源	源	ŋuŋ	22|陽平	
漁	渔	ŋøy	22|陽平	
熬	熬	ŋɔ	22|陽平	
牙	牙	ŋa	22|陽平	
牛	牛	ŋeu	22|陽平	異讀[ŋ][ou/eu][22]
牛	牛	ŋou	22|陽平	異讀[ŋ][ou/eu][22]
玄	玄	ŋuŋ	22|陽平	異讀[ŋ/x][uŋ/iŋ][22]
疑	疑	ŋei	22|陽平	
芽	芽	ŋa	22|陽平	
莪	莪	ŋɔ	22|陽平	
言	言	ŋyŋ	22|陽平	
訝	讶	ŋa	22|陽平	
迎	迎	ŋeŋ	22|陽平	異讀[ŋ][iɛŋ/eŋ][22]
迎	迎	ŋiɛŋ	22|陽平	異讀[ŋ][iɛŋ/eŋ][22]
遨	遨	ŋɔ	22|陽平	
銀	银	ŋøŋ	22|陽平	
閻	阎	ŋiɛm	22|陽平	
霓	霓	ŋɛ	22|陽平	
頑	顽	ŋuoŋ	22|陽平	
顏	颜	ŋaŋ	22|陽平	
饒	饶	ŋiu	22|陽平	異讀[n/ŋ][au/iu][42/22]上饒，單字讀
魚	鱼	ŋøy	22|陽平	
鵝	鹅	ŋie	22|陽平	異讀[ŋ][ie/ɔ][22]
鵝	鹅	ŋɔ	22|陽平	異讀[ŋ][ie/ɔ][22]
伶	伶	leŋ	22|陽平	
來	来	lai	22|陽平	異讀[l][ei/ai][22]
來	来	lei	22|陽平	異讀[l][ei/ai][22]
侖	仑	loŋ	22|陽平	
倫	伦	loŋ	22|陽平	
劉	刘	lau	22|陽平	
勞	劳	lɔ	22|陽平	
厘	厘	lɛ	22|陽平	
啰	啰	lɔ	22|陽平	囉唆
囉	啰	lɔ	22|陽平	囉唆
崘	崘	loŋ	22|陽平	
廉	廉	liŋ	22|陽平	
廊	廊	lɔŋ	22|陽平	
廬	庐	lou	22|陽平	
憐	怜	leŋ	22|陽平	異讀[l][eŋ/iŋ][22]
憐	怜	liŋ	22|陽平	異讀[l][eŋ/iŋ][22]
撩	撩	lɛu	22|陽平	
攔	拦	laŋ	22|陽平	
林	林	lam	22|陽平	異讀[l][am/im][22]文讀，樹林
林	林	lim	22|陽平	異讀[l][am/im][22]文讀，樹林
梁	梁	lyŋ	22|陽平	
梨	梨	lai	22|陽平	異讀[l][ai/ei][22]
梨	梨	lei	22|陽平	異讀[l][ai/ei][22]
榴	榴	leu	22|陽平	
樓	楼	lau	22|陽平	異讀[l][au/ɛu][22]
樓	楼	lɛu	22|陽平	異讀[l][au/ɛu][22]
欄	栏	laŋ	22|陽平	
流	流	lau	22|陽平	異讀[l][au/eu][22]
流	流	leu	22|陽平	異讀[l][au/eu][22]
涼	凉	lyŋ	22|陽平	
淋	淋	lim	22|陽平	
淩	凌	leŋ	22|陽平	
淪	沦	loŋ	22|陽平	
爐	炉	lou	22|陽平	
牢	牢	lɔ	22|陽平	
狼	狼	lɔŋ	22|陽平	
瑠	瑠	leu	22|陽平	
璃	璃	lɛ	22|陽平	
留	留	lau	22|陽平	異讀[l][au/eu][22]
留	留	leu	22|陽平	異讀[l][au/eu][22]
療	疗	leu	22|陽平	
癆	痨	lɔ	22|陽平	
盧	卢	lou	22|陽平	
硫	硫	leu	22|陽平	
礱	砻	lœŋ	22|陽平	
簾	帘	liŋ	22|陽平	
籃	篮	lam	22|陽平	
籠	笼	lœŋ	22|陽平	
籬	篱	li	22|陽平	
粱	粱	lyŋ	22|陽平	
糧	粮	lyŋ	22|陽平	
繚	缭	leu	22|陽平	
羅	罗	lɔ	22|陽平	羅盤
聊	聊	leu	22|陽平	
聮	聮	liŋ	22|陽平	
聯	联	liŋ	22|陽平	
聾	聋	lœŋ	22|陽平	
臨	临	liŋ	22|陽平	
良	良	lyŋ	22|陽平	
菱	菱	leŋ	22|陽平	
蓮	莲	lɛŋ	22|陽平	
藍	蓝	lam	22|陽平	
蘭	兰	laŋ	22|陽平	
蘿	萝	lɔ	22|陽平	
螺	螺	lɔi	22|陽平	
輪	轮	loŋ	22|陽平	
連	连	liŋ	22|陽平	
遼	辽	leu	22|陽平	
郎	郎	lɔŋ	22|陽平	
鄰	邻	leŋ	22|陽平	
量	量	lyŋ	22|陽平	量布
鈴	铃	leŋ	22|陽平	
鐮	镰	liŋ	22|陽平	
鑼	锣	lɔ	22|陽平	
鑾	銮	luoŋ	22|陽平	
陵	陵	leŋ	22|陽平	
隆	隆	løŋ	22|陽平	
離	离	li	22|陽平	
零	零	leŋ	22|陽平	
雷	雷	lai	22|陽平	異讀[l][ɔi/ai][22]
雷	雷	lɔi	22|陽平	異讀[l][ɔi/ai][22]
靈	灵	leŋ	22|陽平	
騾	骡	loi	22|陽平	
驢	驴	lœ	22|陽平	
鱗	鳞	leŋ	22|陽平	
鸞	鸾	luoŋ	22|陽平	
黎	黎	lɛ	22|陽平	
龍	龙	løŋ	22|陽平	
丸	丸	uŋ	22|陽平	
亡	亡	uŋ	22|陽平	
人	人	eŋ	22|陽平	
仁	仁	eŋ	22|陽平	異讀[0/n][eŋ][22]文讀，目珠仁
俞	俞	øy	22|陽平	
儒	儒	øy	22|陽平	
兒	儿	ei	22|陽平	
勻	匀	øŋ	22|陽平	
員	员	uŋ	22|陽平	
圍	围	oi	22|陽平	
圓	圆	uŋ	22|陽平	異讀[0/ŋ][uŋ][22]
壬	壬	em	22|陽平	
夷	夷	ei	22|陽平	
如	如	øy	22|陽平	
姚	姚	iu	22|陽平	
姨	姨	ei	22|陽平	
完	完	uŋ	22|陽平	
容	容	øŋ	22|陽平	
尤	尤	eu	22|陽平	
巫	巫	ou	22|陽平	
庸	庸	øŋ	22|陽平	
延	延	im	22|陽平	
怡	怡	ei	22|陽平	
悠	悠	eu	22|陽平	
愉	愉	øy	22|陽平	
揚	扬	yŋ	22|陽平	
搖	摇	iu	22|陽平	
文	文	oŋ	22|陽平	
柔	柔	eu	22|陽平	
桅	桅	oi	22|陽平	異讀[0][ui/oi][22]
桅	桅	ui	22|陽平	異讀[0][ui/oi][22]
楊	杨	yŋ	22|陽平	
榆	榆	øy	22|陽平	
榮	荣	eŋ	22|陽平	
河	河	ɔ	22|陽平	
油	油	eu	22|陽平	
沿	沿	yŋ	22|陽平	
涎	涎	im	22|陽平	
涵	涵	am	22|陽平	異讀[0/x][am][22]文讀，涵洞
淫	淫	em	22|陽平	
溶	溶	øŋ	22|陽平	
炎	炎	im	22|陽平	
為	为	oi	22|陽平	作為
無	无	ou	22|陽平	異讀[0/m][ou/ɔ][22]
然	然	iŋ	22|陽平	
燃	燃	iŋ	22|陽平	
營	营	iɛŋ	22|陽平	
爺	爷	ie	22|陽平	
猶	犹	eu	22|陽平	
王	王	uŋ	22|陽平	
由	由	eu	22|陽平	
瘍	疡	yŋ	22|陽平	
盈	盈	eŋ	22|陽平	
移	移	i	22|陽平	
窯	窑	iu	22|陽平	
窰	窑	iu	22|陽平	
筵	筵	im	22|陽平	
紅	红	œŋ	22|陽平	異讀[0/x][œŋ/oŋ][22]
紋	纹	oŋ	22|陽平	
絨	绒	øŋ	22|陽平	
羊	羊	yŋ	22|陽平	
而	而	ei	22|陽平	
耶	耶	ie	22|陽平	
聞	闻	oŋ	22|陽平	
與	与	øy	22|陽平	異讀[0][øy/y][22/42]
茸	茸	øŋ	22|陽平	
葦	苇	oi	22|陽平	
蚊	蚊	oŋ	22|陽平	
融	融	øŋ	22|陽平	
行	行	ɔŋ	22|陽平	銀行
袁	袁	uŋ	22|陽平	
誣	诬	ou	22|陽平	
謠	谣	iu	22|陽平	
貟	贠	uŋ	22|陽平	
貽	贻	ei	22|陽平	
贏	赢	eŋ	22|陽平	異讀[0][iɛŋ/eŋ][22]
贏	赢	iɛŋ	22|陽平	異讀[0][iɛŋ/eŋ][22]
遊	游	eu	22|陽平	
違	违	oi	22|陽平	
遙	遥	iu	22|陽平	
郵	邮	eu	22|陽平	
酋	酋	eu	22|陽平	
釉	釉	eu	22|陽平	
鉛	铅	yŋ	22|陽平	
閑	闲	ɛŋ	22|陽平	異讀[0/x][ɛŋ/aŋ][22]
陽	阳	yŋ	22|陽平	
鞋	鞋	ɛ	22|陽平	
飴	饴	ei	22|陽平	
余	余	øy	22|陽平	
黃	黄	uŋ	22|陽平	
別	别	pɛk	5|陽入	離別
域	域	pik	5|陽入	聲母音讀不合規則
白	白	paʔ	5|陽入	異讀[p][aʔ/ɛk][5]
白	白	pɛk	5|陽入	異讀[p][aʔ/ɛk][5]
舶	舶	pɔʔ	5|陽入	
薄	薄	pɔʔ	5|陽入	
跋	跋	pak	5|陽入	
鈸	钹	pak	5|陽入	
鼻	鼻	pik	5|陽入	異讀[p/pʰ][ik/ei][5/35]
獲	获	pʰɛk	5|陽入	異讀[pʰ/x][ɛk/ɔk][5]後者聲母表現不合規則
奪	夺	tœk	5|陽入	
姪	侄	tik	5|陽入	
撻	挞	tak	5|陽入	
擇	择	tɛk	5|陽入	
敵	敌	tik	5|陽入	
殖	殖	tik	5|陽入	
毒	毒	tuk	5|陽入	異讀[t/tʰ][uk/au][5/42]文讀，毒魚
澤	泽	tɛk	5|陽入	
濁	浊	tœk	5|陽入	水濁
牒	牒	tɛp	5|陽入	
特	特	tɛk	5|陽入	
狄	狄	tik	5|陽入	
獨	独	tuk	5|陽入	
直	直	tik	5|陽入	
秩	秩	tɛk	5|陽入	
突	突	tɔk	5|陽入	
笛	笛	tik	5|陽入	
糴	籴	tiaʔ	5|陽入	
蝶	蝶	tɛp	5|陽入	
諜	谍	tɛp	5|陽入	
跌	跌	tɛk	5|陽入	
蹹	蹹	tap	5|陽入	原書作「踏」
軸	轴	tyk	5|陽入	
輒	辄	tɛp	5|陽入	
逐	逐	tyk	5|陽入	
達	达	tak	5|陽入	
鐸	铎	tɔk	5|陽入	
宅	宅	tʰiak	5|陽入	
忒	忒	tʰɛk	5|陽入	
曡	叠	tʰap	5|陽入	
牘	牍	tʰuk	5|陽入	
疊	迭	tʰap	5|陽入	
禿	秃	tʰuk	5|陽入	
讀	读	tʰuk	5|陽入	異讀[tʰ][œk/uk][5]
讀	读	tʰœk	5|陽入	異讀[tʰ][œk/uk][5]
傑	杰	kɛk	5|陽入	
及	及	kik	5|陽入	異讀[k][ik/ip][5]
及	及	kip	5|陽入	異讀[k][ik/ip][5]
局	局	kok	5|陽入	
峽	峡	kiɛp	5|陽入	異讀[k][ɛp/iɛp][5]
峽	峡	kɛp	5|陽入	異讀[k][ɛp/iɛp][5]
挾	挟	kiɛk	5|陽入	異讀[k][ɛp/iɛk][5]單字讀，挾住
挾	挟	kɛp	5|陽入	異讀[k][ɛp/iɛk][5]單字讀，挾住
掘	掘	kuk	5|陽入	
極	极	kik	5|陽入	
滑	滑	kɔk	5|陽入	異讀[k/x][ɔk/uak][5]
劇	剧	kʰyøk	5|陽入	
屐	屐	kʰiak	5|陽入	木屐
缺	缺	kʰik	5|陽入	異讀[kʰ][yk/ik][2/5]
什	什	tsap	5|陽入	
嚼	嚼	tsyøʔ	5|陽入	
寂	寂	tsik	5|陽入	
捷	捷	tsep	5|陽入	
族	族	tsuk	5|陽入	
牐	闸	tsap	5|陽入	
疾	疾	tsik	5|陽入	
籍	籍	tsip	5|陽入	
絕	绝	tsɔk	5|陽入	
緝	缉	tsip	5|陽入	
輯	辑	tsip	5|陽入	
鍘	铡	tsap	5|陽入	
集	集	tsip	5|陽入	
雜	杂	tsap	5|陽入	
喫	吃	tsʰik	5|陽入	異讀[tsʰ][iʔ/ik][2/5]
席	席	tsʰyøʔ	5|陽入	異讀[s/tsʰ][ik/yøʔ][5]
蓆	席	tsʰyøʔ	5|陽入	異讀[s/tsʰ][ik/yøʔ][5]
鑿	凿	tsʰœk	5|陽入	異讀[tsʰ][œk/ɔk][5]確鑿，白讀
鑿	凿	tsʰɔk	5|陽入	異讀[tsʰ][œk/ɔk][5]確鑿，白讀
俗	俗	syk	5|陽入	
十	十	sɛk	5|陽入	異讀[s][ɛk/ɛp][5]
十	十	sɛp	5|陽入	異讀[s][ɛk/ɛp][5]
實	实	sik	5|陽入	
席	席	sik	5|陽入	異讀[s/tsʰ][ik/yøʔ][5]
拾	拾	sɛk	5|陽入	異讀[s][ɛk/ɛp][5]
拾	拾	sɛp	5|陽入	異讀[s][ɛk/ɛp][5]
涉	涉	sɛp	5|陽入	
熟	熟	syk	5|陽入	煮熟
石	石	sik	5|陽入	異讀[s][yøʔ/ik][5]
石	石	syøʔ	5|陽入	異讀[s][yøʔ/ik][5]
碩	硕	sik	5|陽入	
秫	秫	suk	5|陽入	
續	续	syk	5|陽入	
習	习	sik	5|陽入	
翼	翼	sip	5|陽入	異讀[0/s][ik/ip][5]
舌	舌	sɛk	5|陽入	
蓆	席	sik	5|陽入	異讀[s/tsʰ][ik/yøʔ][5]
蜀	蜀	syk	5|陽入	異讀[s][yøʔ/yk][5]單字讀，一
蜀	蜀	syøʔ	5|陽入	異讀[s][yøʔ/yk][5]單字讀，一
術	术	suk	5|陽入	
贖	赎	syk	5|陽入	
述	述	suk	5|陽入	
鋜	镯	sɔʔ	5|陽入	
食	食	siaʔ	5|陽入	異讀[s][iaʔ/ik][5]
食	食	sik	5|陽入	異讀[s][iaʔ/ik][5]
乏	乏	xuak	5|陽入	
伏	伏	xuk	5|陽入	
伐	伐	xuak	5|陽入	
俠	侠	xɛk	5|陽入	
劃	划	xɛk	5|陽入	異讀[0/x][uaʔ/ɛk][5]單字讀，筆劃
協	协	xep	5|陽入	
合	合	xap	5|陽入	
學	学	xɔk	5|陽入	異讀[0/x][ɔʔ/ɔk][5]
惑	惑	xœk	5|陽入	
或	或	xœk	5|陽入	
斛	斛	xɔk	5|陽入	
服	服	xuk	5|陽入	
滑	滑	xuak	5|陽入	異讀[k/x][ɔk/uak][5]
狹	狭	xiɛp	5|陽入	異讀[0/x][ɛp/iɛp][5]
猾	猾	xuak	5|陽入	
獲	获	xɔk	5|陽入	異讀[pʰ/x][ɛk/ɔk][5]後者聲母表現不合規則
穴	穴	xep	5|陽入	異讀[x][ep/ɛk][5]
穴	穴	xɛk	5|陽入	異讀[x][ep/ɛk][5]
罰	罚	xuak	5|陽入	
脅	胁	xep	5|陽入	異讀[x][ep/iɛk][5/2]
鑊	镬	xɔk	5|陽入	
霍	霍	xɔk	5|陽入	
墨	墨	mœk	5|陽入	
密	密	mik	5|陽入	異讀[m][ɛk/ik][5]
密	密	mɛk	5|陽入	異讀[m][ɛk/ik][5]
木	木	muk	5|陽入	
沐	沐	muk	5|陽入	
沒	没	muk	5|陽入	沈沒
滅	灭	mɛk	5|陽入	
牧	牧	muk	5|陽入	
目	目	muk	5|陽入	異讀[m][œk/uk][5]
目	目	mœk	5|陽入	異讀[m][œk/uk][5]
穆	穆	muk	5|陽入	
脈	脉	maʔ	5|陽入	異讀[m][aʔ/ɛk][5]
脈	脉	mɛk	5|陽入	異讀[m][aʔ/ɛk][5]
莫	莫	mɔʔ	5|陽入	
蜜	蜜	mik	5|陽入	
衇	衇	maʔ	5|陽入	異讀[m][aʔ/ɛk][5]
衇	衇	mɛk	5|陽入	異讀[m][aʔ/ɛk][5]
覓	觅	mik	5|陽入	
麥	麦	maʔ	5|陽入	
默	默	mɛk	5|陽入	
匿	匿	nik	5|陽入	
日	日	nik	5|陽入	
箬	箬	nɔk	5|陽入	葉子
納	纳	nap	5|陽入	
肉	肉	nyk	5|陽入	
蟄	蛰	nik	5|陽入	驚蟄
諾	诺	nɔk	5|陽入	
孼	孼	ŋɛk	5|陽入	
孽	孽	ŋɛk	5|陽入	
月	月	ŋɔk	5|陽入	
業	业	ŋɛp	5|陽入	
獄	狱	ŋuoʔ	5|陽入	
玉	玉	ŋuoʔ	5|陽入	異讀[ŋ][uoʔ/yk][5]
玉	玉	ŋyk	5|陽入	異讀[ŋ][uoʔ/yk][5]
瘧	疟	ŋyøk	5|陽入	
虐	虐	ŋyøk	5|陽入	
逆	逆	ŋɛk	5|陽入	
鄂	鄂	ŋɔk	5|陽入	
額	额	ŋiaʔ	5|陽入	
六	六	lœk	5|陽入	
力	力	lik	5|陽入	異讀[l][ip/ik][5]
力	力	lip	5|陽入	異讀[l][ip/ik][5]
勒	勒	lɛk	5|陽入	
律	律	luk	5|陽入	
捋	捋	lak	5|陽入	
曆	历	lik	5|陽入	
栗	栗	lik	5|陽入	
洛	洛	lɔk	5|陽入	
漉	漉	lœk	5|陽入	
烈	烈	lɛk	5|陽入	
獵	猎	lap	5|陽入	
略	略	lɔk	5|陽入	
祿	禄	lyk	5|陽入	
立	立	lip	5|陽入	
笠	笠	lip	5|陽入	
粒	粒	lap	5|陽入	
絡	络	lɔk	5|陽入	
綠	绿	lok	5|陽入	異讀[l][uoʔ/ok][5]
綠	绿	luoʔ	5|陽入	異讀[l][uoʔ/ok][5]
肋	肋	lɛk	5|陽入	
臘	腊	lap	5|陽入	
落	落	lɔk	5|陽入	異讀[l][ɔʔ/ɔk][5]
落	落	lɔʔ	5|陽入	異讀[l][ɔʔ/ɔk][5]
蠟	蜡	lap	5|陽入	
裂	裂	lɛk	5|陽入	異讀[l][i/ɛk][35/5]單字讀，裂紙
辢	辢	lak	5|陽入	
辣	辣	lak	5|陽入	
錄	录	luoʔ	5|陽入	
陸	陆	lyk	5|陽入	異讀[l][œk/yk][5]
陸	陆	lœk	5|陽入	異讀[l][œk/yk][5]
駱	骆	lɔk	5|陽入	
鹿	鹿	lœk	5|陽入	
佚	佚	ik	5|陽入	
入	入	ip	5|陽入	
劃	划	uaʔ	5|陽入	異讀[0/x][uaʔ/ɛk][5]單字讀，筆劃
勿	勿	uk	5|陽入	
匣	匣	ap	5|陽入	
學	学	ɔʔ	5|陽入	異讀[0/x][ɔʔ/ɔk][5]
弋	弋	ik	5|陽入	
弱	弱	yøk	5|陽入	
役	役	ik	5|陽入	
欲	欲	yk	5|陽入	
浴	浴	yk	5|陽入	
液	液	ik	5|陽入	
熱	热	ɛk	5|陽入	
物	物	uk	5|陽入	
狹	狭	ɛp	5|陽入	異讀[0/x][ɛp/iɛp][5]
疫	疫	ik	5|陽入	
盒	盒	ap	5|陽入	
粵	粤	ɔk	5|陽入	
翼	翼	ik	5|陽入	異讀[0/s][ik/ip][5]
腋	腋	ik	5|陽入	
若	若	yøk	5|陽入	
葉	叶	ɛp	5|陽入	
藥	药	yøʔ	5|陽入	
褥	褥	yk	5|陽入	
襪	袜	uak	5|陽入	
越	越	ɔk	5|陽入	
躍	跃	yøk	5|陽入	
辱	辱	yk	5|陽入	
逸	逸	ik	5|陽入	
鑰	钥	yøk	5|陽入	
