列1	列2	列3	列4	湖州话字表	此列不需录入
憂	忧	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
優	优	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
悠	悠	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
幽	幽	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
歐	欧	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
毆	殴	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
甌	瓯	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
嘔	呕	ʏ⁴⁴	ieu1		ʔʏ⁴⁴
有	有	ʏ⁴²	ieu3		ʔʏ⁴²
友	友	ʏ⁴²	ieu3		ʔʏ⁴²
酉	酉	ʏ⁴²	ieu3		ʔʏ⁴²
後	后	ʏ⁴²	ieu3		ʔʏ⁴²
厚	厚	ʏ⁴²	ieu3		ʔʏ⁴²
又	又	ʏ³⁵	ieu5		ʔʏ³⁵
右	右	ʏ³⁵	ieu5		ʔʏ³⁵
佑	佑	ʏ³⁵	ieu5		ʔʏ³⁵
柚	柚	ʏ³⁵	ieu5		ʔʏ³⁵
誘	诱	ʏ³⁵	ieu5		ʔʏ³⁵
幼	幼	ʏ³⁵	ieu5		ʔʏ³⁵
尤	尤	ɦʏ¹²	yeu2		ɦʏ¹²
郵	邮	ɦʏ¹²	yeu2		ɦʏ¹²
由	由	ɦʏ¹²	yeu2		ɦʏ¹²
油	油	ɦʏ¹²	yeu2		ɦʏ¹²
游	游	ɦʏ¹²	yeu2		ɦʏ¹²
猶	犹	ɦʏ¹²	yeu2		ɦʏ¹²
侯	侯	ɦʏ¹²	yeu2		ɦʏ¹²
猴	猴	ɦʏ¹²	yeu2		ɦʏ¹²
候	候	ɦʏ¹²	yeu2		ɦʏ¹²
暮	暮	muˠ³⁵	mo5		muˠ³⁵
慕	慕	muˠ³⁵	mo5		muˠ³⁵
墓	墓	muˠ³⁵	mo5		muˠ³⁵
多	多	təuᵝ⁴⁴	tou1		təuᵝ⁴⁴
都	都	təuᵝ⁴⁴	tou1	~城，~是	təuᵝ⁴⁴
堵	堵	təuᵝ⁴²	tou3		təuᵝ⁴²
賭	赌	təuᵝ⁴²	tou3		təuᵝ⁴²
肚	肚	təuᵝ⁴²	tou3	豬~	təuᵝ⁴²
剁	剁	təuᵝ⁴²	tou3		təuᵝ⁴²
妬	妬	təuᵝ³⁵	tou5		təuᵝ³⁵
拖	拖	tʰəuᵝ⁴⁴	thou1		tʰəuᵝ⁴⁴
妥	妥	tʰəuᵝ⁴²	thou3		tʰəuᵝ⁴²
土	土	tʰəuᵝ⁴²	thou3		tʰəuᵝ⁴²
唾	唾	tʰəuᵝ³⁵	thou5		tʰəuᵝ³⁵
吐	吐	tʰəuᵝ³⁵	thou5		tʰəuᵝ³⁵
兔	兔	tʰəuᵝ³⁵	thou5		tʰəuᵝ³⁵
橢	椭	tʰəuᵝ³⁵	thou5		tʰəuᵝ³⁵
徒	徒	dəuᵝ¹²	dou2		dəuᵝ¹²
屠	屠	dəuᵝ¹²	dou2		dəuᵝ¹²
塗	涂	dəuᵝ¹²	dou2		dəuᵝ¹²
途	途	dəuᵝ¹²	dou2		dəuᵝ¹²
圖	图	dəuᵝ¹²	dou2		dəuᵝ¹²
馱	驮	dəuᵝ¹²	dou2	拿	dəuᵝ¹²
駝	驼	dəuᵝ¹²	dou2		dəuᵝ¹²
惰	惰	dəuᵝ¹²	dou2		dəuᵝ¹²
舵	舵	dəuᵝ²³¹	dou4		dəuᵝ²³¹
杜	杜	dəuᵝ²³¹	dou4		dəuᵝ²³¹
肚	肚	dəuᵝ²³¹	dou4	腹~	dəuᵝ²³¹
度	度	dəuᵝ²⁴	dou6		dəuᵝ²⁴
渡	渡	dəuᵝ²⁴	dou6		dəuᵝ²⁴
鍍	镀	dəuᵝ²⁴	dou6		dəuᵝ²⁴
大	大	dəuᵝ²⁴	dou6	白	dəuᵝ²⁴
努	努	nəuᵝ⁴²	nou3		nəuᵝ⁴²
怒	怒	nəuᵝ³⁵	nou5		nəuᵝ³⁵
奴	奴	nəuᵝ¹²	nou2		nɦəuᵝ¹²
揉	揉	nəuᵝ¹²	nou2		nɦəuᵝ¹²
囉	囉	ləuᵝ⁴⁴	lou1		ləuᵝ⁴⁴
魯	鲁	ləuᵝ⁴²	lou3		ləuᵝ⁴²
櫓	橹	ləuᵝ⁴²	lou3		ləuᵝ⁴²
虜	虏	ləuᵝ⁴²	lou3		ləuᵝ⁴²
滷	卤	ləuᵝ⁴²	lou3		ləuᵝ⁴²
卵	卵	ləuᵝ⁴²	lou3	~巢	ləuᵝ⁴²
路	路	ləuᵝ³⁵	lou5		ləuᵝ³⁵
露	露	ləuᵝ³⁵	lou5		ləuᵝ³⁵
鷺	鹭	ləuᵝ³⁵	lou5		ləuᵝ³⁵
裸	裸	ləuᵝ³⁵	lou5		ləuᵝ³⁵
羅	罗	ləuᵝ¹²	lou2		lɦəuᵝ¹²
鑼	锣	ləuᵝ¹²	lou2		lɦəuᵝ¹²
籮	箩	ləuᵝ¹²	lou2		lɦəuᵝ¹²
騾	騾	ləuᵝ¹²	lou2		lɦəuᵝ¹²
螺	螺	ləuᵝ¹²	lou2		lɦəuᵝ¹²
腡	脶	ləuᵝ¹²	lou2		lɦəuᵝ¹²
驢	驴	ləuᵝ¹²	lou2		lɦəuᵝ¹²
盧	卢	ləuᵝ¹²	lou2		lɦəuᵝ¹²
爐	炉	ləuᵝ¹²	lou2		lɦəuᵝ¹²
蘆	芦	ləuᵝ¹²	lou2		lɦəuᵝ¹²
租	租	tsəuᵝ⁴⁴	tsou1		tsəuᵝ⁴⁴
左	左	tsəuᵝ⁴²	tsou3		tsəuᵝ⁴²
佐	佐	tsəuᵝ⁴²	tsou3		tsəuᵝ⁴²
祖	祖	tsəuᵝ⁴²	tsou3		tsəuᵝ⁴²
組	组	tsəuᵝ⁴²	tsou3		tsəuᵝ⁴²
阻	阻	tsəuᵝ⁴²	tsou3		tsəuᵝ⁴²
做	做	tsəuᵝ³⁵	tsou5		tsəuᵝ³⁵
搓	搓	tsʰəuᵝ⁴⁴	tshou1		tsʰəuᵝ⁴⁴
粗	粗	tsʰəuᵝ⁴⁴	tshou1		tsʰəuᵝ⁴⁴
初	初	tsʰəuᵝ⁴⁴	tshou1		tsʰəuᵝ⁴⁴
楚	楚	tsʰəuᵝ⁴²	tshou3		tsʰəuᵝ⁴²
礎	础	tsʰəuᵝ⁴²	tshou3		tsʰəuᵝ⁴²
醋	醋	tsʰəuᵝ³⁵	tshou5		tsʰəuᵝ³⁵
措	措	tsʰəuᵝ³⁵	tshou5		tsʰəuᵝ³⁵
錯	错	tsʰəuᵝ³⁵	tshou5	~誤，~雜	tsʰəuᵝ³⁵
莝	莝	tsʰəuᵝ³⁵	tshou5		tsʰəuᵝ³⁵
鋤	锄	dzəuᵝ¹²	dzou2		dzəuᵝ¹²
雛	雏	dzəuᵝ¹²	dzou2		dzəuᵝ¹²
簑	簑	səuᵝ⁴⁴	sou1		səuᵝ⁴⁴
梭	梭	səuᵝ⁴⁴	sou1	織布~	səuᵝ⁴⁴
嗦	嗦	səuᵝ⁴⁴	sou1	囉~	səuᵝ⁴⁴
蘇	苏	səuᵝ⁴⁴	sou1		səuᵝ⁴⁴
酥	酥	səuᵝ⁴⁴	sou1		səuᵝ⁴⁴
梳	梳	səuᵝ⁴⁴	sou1	~粧臺	səuᵝ⁴⁴
疏	疏	səuᵝ⁴⁴	sou1	~遠	səuᵝ⁴⁴
鎖	锁	səuᵝ⁴²	sou3		səuᵝ⁴²
瑣	琐	səuᵝ⁴²	sou3		səuᵝ⁴²
所	所	səuᵝ⁴²	sou3		səuᵝ⁴²
數	数	səuᵝ⁴²	sou3	動詞	səuᵝ⁴²
素	素	səuᵝ³⁵	sou5		səuᵝ³⁵
訴	诉	səuᵝ³⁵	sou5		səuᵝ³⁵
嗉	嗉	səuᵝ³⁵	sou5		səuᵝ³⁵
數	数	səuᵝ³⁵	sou5	名詞	səuᵝ³⁵
蔬	蔬	səuᵝ³⁵	sou5	文讀	səuᵝ³⁵
坐	坐	zəuᵝ²³¹	zou4		zəuᵝ²³¹
座	座	zəuᵝ²³¹	zou4		zəuᵝ²³¹
助	助	zəuᵝ²⁴	zou6		zəuᵝ²⁴
歌	歌	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
哥	哥	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
鍋	锅	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
戈	戈	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
孤	孤	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
蝸	蜗	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
姑	姑	kəuᵝ⁴⁴	kou1		kəuᵝ⁴⁴
果	果	kəuᵝ⁴²	kou3		kəuᵝ⁴²
裹	裹	kəuᵝ⁴²	kou3		kəuᵝ⁴²
古	古	kəuᵝ⁴²	kou3		kəuᵝ⁴²
估	估	kəuᵝ⁴²	kou3		kəuᵝ⁴²
牯	牯	kəuᵝ⁴²	kou3		kəuᵝ⁴²
股	股	kəuᵝ⁴²	kou3		kəuᵝ⁴²
鼓	鼓	kəuᵝ⁴²	kou3		kəuᵝ⁴²
過	过	kəuᵝ³⁵	kou5		kəuᵝ³⁵
故	故	kəuᵝ³⁵	kou5		kəuᵝ³⁵
錮	锢	kəuᵝ³⁵	kou5		kəuᵝ³⁵
顧	顾	kəuᵝ³⁵	kou5		kəuᵝ³⁵
雇	雇	kəuᵝ³⁵	kou5		kəuᵝ³⁵
固	固	kəuᵝ³⁵	kou5		kəuᵝ³⁵
個	个	kəuᵝ³⁵	kou5	白	kəuᵝ³⁵
科	科	kʰəuᵝ⁴⁴	khou1		kʰəuᵝ⁴⁴
窠	窠	kʰəuᵝ⁴⁴	khou1		kʰəuᵝ⁴⁴
棵	棵	kʰəuᵝ⁴⁴	khou1		kʰəuᵝ⁴⁴
顆	颗	kʰəuᵝ⁴⁴	khou1		kʰəuᵝ⁴⁴
枯	枯	kʰəuᵝ⁴⁴	khou1		kʰəuᵝ⁴⁴
苦	苦	kʰəuᵝ⁴²	khou3		kʰəuᵝ⁴²
課	课	kʰəuᵝ³⁵	khou5		kʰəuᵝ³⁵
庫	库	kʰəuᵝ³⁵	khou5		kʰəuᵝ³⁵
褲	裤	kʰəuᵝ³⁵	khou5		kʰəuᵝ³⁵
我	我	ŋəuᵝ⁴²	ngou3	文	ŋəuᵝ⁴²
餓	饿	ŋəuᵝ³⁵	ngou5		ŋəuᵝ³⁵
誤	误	ŋəuᵝ³⁵	ngou5		ŋəuᵝ³⁵
悟	悟	ŋəuᵝ³⁵	ngou5		ŋəuᵝ³⁵
臥	卧	ŋəuᵝ³⁵	ngou5		ŋəuᵝ³⁵
蛾	蛾	ŋəuᵝ¹²	ngou2		ŋɦəuᵝ¹²
鵝	鹅	ŋəuᵝ¹²	ngou2		ŋɦəuᵝ¹²
俄	俄	ŋəuᵝ¹²	ngou2		ŋɦəuᵝ¹²
吾	吾	ŋəuᵝ¹²	ngou2		ŋɦəuᵝ¹²
梧	梧	ŋəuᵝ¹²	ngou2		ŋɦəuᵝ¹²
呼	呼	həuᵝ⁴⁴	hou1		həuᵝ⁴⁴
呵	呵	həuᵝ⁴⁴	hou1		həuᵝ⁴⁴
□	？	həuᵝ⁴⁴	hou1	~一口	həuᵝ⁴⁴
火	火	həuᵝ⁴²	hou3		həuᵝ⁴²
夥	伙	həuᵝ⁴²	hou3		həuᵝ⁴²
虎	虎	həuᵝ⁴²	hou3	郊區爲陰去	həuᵝ⁴²
許	许	həuᵝ⁴²	hou3		həuᵝ⁴²
貨	货	həuᵝ³⁵	hou5		həuᵝ³⁵
阿	阿	ʉᵝ⁴⁴	u1	~膠	ʔʉᵝ⁴⁴
窩	窝	ʉᵝ⁴⁴	u1		ʔʉᵝ⁴⁴
烏	乌	ʉᵝ⁴⁴	u1		ʔʉᵝ⁴⁴
污	污	ʉᵝ⁴⁴	u1		ʔʉᵝ⁴⁴
塢	坞	ʉᵝ⁴⁴	u1		ʔʉᵝ⁴⁴
五	五	ʉᵝ⁴²	u3	文	ʔʉᵝ⁴²
伍	伍	ʉᵝ⁴²	u3	文	ʔʉᵝ⁴²
午	午	ʉᵝ⁴²	u3	文	ʔʉᵝ⁴²
戶	户	ʉᵝ⁴²	u3		ʔʉᵝ⁴²
滬	沪	ʉᵝ⁴²	u3		ʔʉᵝ⁴²
互	互	ʉᵝ⁴²	u3		ʔʉᵝ⁴²
禍	祸	ʉᵝ⁴²	u3		ʔʉᵝ⁴²
賀	贺	ʉᵝ³⁵	u5		ʔʉᵝ³⁵
護	护	ʉᵝ³⁵	u5		ʔʉᵝ³⁵
河	河	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
何	何	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
荷	荷	ɦʉᵝ¹²	wu2	~花	ɦʉᵝ¹²
和	和	ɦʉᵝ¹²	wu2	~氣，~麺	ɦʉᵝ¹²
胡	胡	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
湖	湖	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
狐	狐	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
壺	壶	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
乎	乎	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
瓠	瓠	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
鬍	胡	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
吳	吴	ɦʉᵝ¹²	wu2	文	ɦʉᵝ¹²
蜈	蜈	ɦʉᵝ¹²	wu2		ɦʉᵝ¹²
巴	巴	puˠ⁴⁴	po1		puˠ⁴⁴
芭	芭	puˠ⁴⁴	po1		puˠ⁴⁴
疤	疤	puˠ⁴⁴	po1		puˠ⁴⁴
把	把	puˠ⁴²	po3	~守，一~	puˠ⁴²
霸	霸	puˠ³⁵	po5		puˠ³⁵
壩	坝	puˠ³⁵	po5		puˠ³⁵
垻	垻	puˠ³⁵	po5		puˠ³⁵
怕	怕	pʰuˠ³⁵	pho5		pʰuˠ³⁵
帕	帕	pʰuˠ³⁵	pho5	手~	pʰuˠ³⁵
爬	爬	buˠ¹²	bo2		buˠ¹²
琶	琶	buˠ¹²	bo2		buˠ¹²
杷	杷	buˠ¹²	bo2		buˠ¹²
鈀	钯	buˠ¹²	bo2		buˠ¹²
耙	耙	buˠ¹²	bo2		buˠ¹²
罷	罢	buˠ²³¹	bo4	吃~dE：吃好了	buˠ²³¹
馬	马	muˠ⁴²	mo3		muˠ⁴²
碼	码	muˠ⁴²	mo3		muˠ⁴²
母	母	muˠ⁴²	mo3	文	muˠ⁴²
拇	拇	muˠ⁴²	mo3		muˠ⁴²
罵	骂	muˠ³⁵	mo5		muˠ³⁵
麻	麻	muˠ¹²	mo2		mɦuˠ¹²
痲	痲	muˠ¹²	mo2		mɦuˠ¹²
蟆	蟆	muˠ¹²	mo2		mɦuˠ¹²
磨	磨	muˠ¹²	mo2		mɦuˠ¹²
魔	魔	muˠ¹²	mo2		mɦuˠ¹²
摩	摩	muˠ¹²	mo2		mɦuˠ¹²
饃	馍	muˠ¹²	mo2		mɦuˠ¹²
模	模	muˠ¹²	mo2	~子，~範	mɦuˠ¹²
摹	摹	muˠ¹²	mo2	~仿	mɦuˠ¹²
募	募	muˠ¹²	mo2		mɦuˠ¹²
拿	拿	nuˠ¹²	no2		nɦuˠ¹²
渣	渣	tsuˠ⁴⁴	tso1		tsuˠ⁴⁴
遮	遮	tsuˠ⁴⁴	tso1		tsuˠ⁴⁴
蔗	蔗	tsuˠ⁴⁴	tso1		tsuˠ⁴⁴
楂	楂	tsuˠ⁴⁴	tso1		tsuˠ⁴⁴
抓	抓	tsuˠ⁴⁴	tso1	~牌	tsuˠ⁴⁴
詐	诈	tsuˠ³⁵	tso5		tsuˠ³⁵
搾	搾	tsuˠ³⁵	tso5		tsuˠ³⁵
炸	炸	tsuˠ³⁵	tso5	白	tsuˠ³⁵
窄	窄	tsaʔ⁵	tsaq7		tsaʔ⁵
柞	柞	tsuˠ³⁵	tso5		tsuˠ³⁵
叉	叉	tsʰuˠ⁴⁴	tsho1		tsʰuˠ⁴⁴
杈	杈	tsʰuˠ⁴⁴	tsho1		tsʰuˠ⁴⁴
差	差	tsʰuˠ⁴⁴	tsho1	白	tsʰuˠ⁴⁴
車	车	tsʰuˠ⁴⁴	tsho1		tsʰuˠ⁴⁴
釵	钗	tsʰuˠ⁴⁴	tsho1		tsʰuˠ⁴⁴
岔	岔	tsʰuˠ³⁵	tsho5		tsʰuˠ³⁵
茶	茶	dzuˠ¹²	dzo2		dzuˠ¹²
查	查	dzuˠ¹²	dzo2	~查	dzuˠ¹²
搽	搽	dzuˠ¹²	dzo2		dzuˠ¹²
乍	乍	dzuˠ²⁴	dzo6		dzuˠ²⁴
沙	沙	suˠ⁴⁴	so1	白	suˠ⁴⁴
紗	纱	suˠ⁴⁴	so1	白	suˠ⁴⁴
莎	莎	suˠ⁴⁴	so1	白	suˠ⁴⁴
賒	赊	suˠ⁴⁴	so1		suˠ⁴⁴
捨	舍	suˠ⁴²	so3		suˠ⁴²
赦	赦	suˠ⁴²	so3		suˠ⁴²
舍	舍	suˠ⁴²	so3		suˠ⁴²
曬	晒	suˠ³⁵	so5		suˠ³⁵
蛇	蛇	zuˠ¹²	zo2		zuˠ¹²
佘	佘	zuˠ¹²	zo2		zuˠ¹²
社	社	zuˠ²³¹	zo4	白	zuˠ²³¹
麝	麝	zuˠ²⁴	zo6		zuˠ²⁴
瓜	瓜	kuˠ⁴⁴	ko1		kuˠ⁴⁴
寡	寡	kuˠ⁴²	ko3		kuˠ⁴²
剮	剐	kuˠ⁴²	ko3		kuˠ⁴²
褂	褂	kuˠ³⁵	ko5		kuˠ³⁵
卦	卦	kuˠ³⁵	ko5		kuˠ³⁵
可	可	kʰuˠ²³¹	kho4		kʰuˠ²³¹
跨	跨	kʰuˠ³⁵	kho5	白	kʰuˠ³⁵
誇	夸	kʰuˠ³⁵	kho5	白	kʰuˠ³⁵
瓦	瓦	ŋuˠ⁴²	ngo3		ŋuˠ⁴²
蝦	虾	huˠ⁴⁴	ho1	白	huˠ⁴⁴
花	花	huˠ⁴⁴	ho1		huˠ⁴⁴
化	化	huˠ³⁵	ho5		huˠ³⁵
訛	讹	huˠ³⁵	ho5		huˠ³⁵
丫	丫	uˠ⁴⁴	o1		ʔuˠ⁴⁴
阿	阿	uˠ⁴⁴	o1	~彌陀佛	ʔuˠ⁴⁴
鴉	鸦	uˠ⁴⁴	o1	白	ʔuˠ⁴⁴
蛙	蛙	uˠ⁴⁴	o1	白	ʔuˠ⁴⁴
窪	洼	uˠ⁴⁴	o1	白	ʔuˠ⁴⁴
椏	桠	uˠ⁴⁴	o1		ʔuˠ⁴⁴
下	下	uˠ⁴²	o3	底~。白	ʔuˠ⁴²
啞	哑	uˠ⁴²	o3	白	ʔuˠ⁴²
夏	夏	uˠ³⁵	o5		ʔuˠ³⁵
話	话	uˠ³⁵	o5		ʔuˠ³⁵
廈	厦	uˠ³⁵	o5	白	ʔuˠ³⁵
華	华	ɦuˠ¹²	gho2	白	ɦuˠ¹²
劃	划	ɦuˠ¹²	gho2	白	ɦuˠ¹²
奔	奔	pən⁴⁴	pen1		pən⁴⁴
崩	崩	pən⁴⁴	pen1	山~	pən⁴⁴
本	本	pən⁴²	pen3		pən⁴²
崩	崩	pən³⁵	pen5	~斷。文	pən³⁵
噴	喷	pʰən⁴⁴	phen1		pʰən⁴⁴
烹	烹	pʰən⁴⁴	phen1		pʰən⁴⁴
盆	盆	bən¹²	ben2		bən¹²
笨	笨	bən²³¹	ben4		bən²³¹
悶	闷	mən⁴⁴	men1	~一~	mən⁴⁴
猛	猛	mən⁴²	men3		mən⁴²
悶	闷	mən³⁵	men5	愁~	mən³⁵
問	问	mən³⁵	men5	白	mən³⁵
門	门	mən¹²	men2		mɦən¹²
聞	闻	mən¹²	men2		mɦən¹²
蚊	蚊	mən¹²	men2		mɦən¹²
盟	盟	mən¹²	men2		mɦən¹²
萌	萌	mən¹²	men2		mɦən¹²
分	分	fən⁴⁴	fen1		fən⁴⁴
芬	芬	fən⁴⁴	fen1		fən⁴⁴
紛	纷	fən⁴⁴	fen1		fən⁴⁴
粉	粉	fən⁴²	fen3		fən⁴²
奮	奋	fən⁴²	fen3		fən⁴²
糞	粪	fən³⁵	fen5		fən³⁵
焚	焚	vən¹²	ven2		vən¹²
墳	坟	vən¹²	ven2		vən¹²
文	文	vən¹²	ven2		vən¹²
紋	纹	vən¹²	ven2		vən¹²
聞	闻	vən¹²	ven2	文	vən¹²
蚊	蚊	vən¹²	ven2	文	vən¹²
憤	愤	vən²³¹	ven4		vən²³¹
忿	忿	vən²³¹	ven4		vən²³¹
吻	吻	vən²³¹	ven4		vən²³¹
刎	刎	vən²³¹	ven4		vən²³¹
問	问	vən²⁴	ven6		vən²⁴
份	份	vən²⁴	ven6		vən²⁴
敦	敦	tən⁴⁴	ten1		tən⁴⁴
墩	墩	tən⁴⁴	ten1		tən⁴⁴
登	登	tən⁴⁴	ten1		tən⁴⁴
燈	灯	tən⁴⁴	ten1		tən⁴⁴
蹲	蹲	tən⁴⁴	ten1		tən⁴⁴
盹	盹	tən⁴⁴	ten1	打嗝~：打噎嗝	tən⁴⁴
等	等	tən⁴²	ten3		tən⁴²
頓	顿	tən³⁵	ten5		tən³⁵
凳	凳	tən³⁵	ten5		tən³⁵
鐙	镫	tən³⁵	ten5		tən³⁵
瞪	瞪	tən³⁵	ten5		tən³⁵
吞	吞	tʰən⁴⁴	then1		tʰən⁴⁴
氽	氽	tʰən⁴²	then3		tʰən⁴²
飩	饨	dən¹²	den2		dən¹²
盾	盾	dən¹²	den2		dən¹²
遁	遁	dən¹²	den2		dən¹²
騰	腾	dən¹²	den2		dən¹²
謄	誊	dən¹²	den2		dən¹²
藤	藤	dən¹²	den2		dən¹²
疼	疼	dən¹²	den2		dən¹²
鄧	邓	dən¹²	den2		dən¹²
屯	屯	dən²³¹	den4		dən²³¹
囤	囤	dən²³¹	den4		dən²³¹
鈍	钝	dən²⁴	den6		dən²⁴
澄	澄	dən²⁴	den6	水~了	dən²⁴
嫩	嫩	lən³⁵	len5		lən³⁵
論	论	lən³⁵	len5	討~	lən³⁵
檁	檩	lən¹²	len2		lɦən¹²
論	论	lən¹²	len2	~語	lɦən¹²
崙	仑	lən¹²	len2		lɦən¹²
倫	伦	lən¹²	len2		lɦən¹²
淪	沦	lən¹²	len2		lɦən¹²
輪	轮	lən¹²	len2		lɦən¹²
能	能	lən¹²	len2		lɦən¹²
愣	愣	lən¹²	len2		lɦən¹²
針	针	tsən⁴⁴	tsen1		tsən⁴⁴
斟	斟	tsən⁴⁴	tsen1		tsən⁴⁴
珍	珍	tsən⁴⁴	tsen1		tsən⁴⁴
真	真	tsən⁴⁴	tsen1		tsən⁴⁴
尊	尊	tsən⁴⁴	tsen1		tsən⁴⁴
遵	遵	tsən⁴⁴	tsen1		tsən⁴⁴
曾	曾	tsən⁴⁴	tsen1	姓~	tsən⁴⁴
增	增	tsən⁴⁴	tsen1		tsən⁴⁴
憎	憎	tsən⁴⁴	tsen1		tsən⁴⁴
徵	征	tsən⁴⁴	tsen1		tsən⁴⁴
蒸	蒸	tsən⁴⁴	tsen1		tsən⁴⁴
拯	拯	tsən⁴⁴	tsen1		tsən⁴⁴
貞	贞	tsən⁴⁴	tsen1		tsən⁴⁴
偵	侦	tsən⁴⁴	tsen1		tsən⁴⁴
正	正	tsən⁴⁴	tsen1	~月	tsən⁴⁴
征	征	tsən⁴⁴	tsen1		tsən⁴⁴
爭	争	tsən⁴⁴	tsen1		tsən⁴⁴
箏	筝	tsən⁴⁴	tsen1		tsən⁴⁴
㲀	㲀	tsən⁴⁴	tsen1	投擲	tsən⁴⁴
枕	枕	tsən⁴²	tsen3		tsən⁴²
準	准	tsən⁴²	tsen3		tsən⁴²
准	准	tsən⁴²	tsen3		tsən⁴²
整	整	tsən⁴²	tsen3		tsən⁴²
診	诊	tsən³⁵	tsen5		tsən³⁵
疹	疹	tsən³⁵	tsen5		tsən³⁵
振	振	tsən³⁵	tsen5		tsən³⁵
鎮	镇	tsən³⁵	tsen5		tsən³⁵
證	证	tsən³⁵	tsen5		tsən³⁵
症	症	tsən³⁵	tsen5		tsən³⁵
正	正	tsən³⁵	tsen5	~式	tsən³⁵
政	政	tsən³⁵	tsen5		tsən³⁵
村	村	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
忖	忖	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
皴	皴	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
春	春	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
椿	椿	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
蠢	蠢	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
稱	称	tsʰən⁴⁴	tshen1	~呼，~重量	tsʰən⁴⁴
參	参	tsʰən⁴⁴	tshen1	~差	tsʰən⁴⁴
蟶	蛏	tsʰən⁴⁴	tshen1		tsʰən⁴⁴
逞	逞	tsʰən⁴²	tshen3		tsʰən⁴²
襯	衬	tsʰən³⁵	tshen5		tsʰən³⁵
趁	趁	tsʰən³⁵	tshen5		tsʰən³⁵
寸	寸	tsʰən³⁵	tshen5		tsʰən³⁵
秤	秤	tsʰən³⁵	tshen5		tsʰən³⁵
誠	诚	dzən¹²	dzen2		dzən¹²
程	程	dzən¹²	dzen2		dzən¹²
呈	呈	dzən¹²	dzen2		dzən¹²
成	成	dzən¹²	dzen2		dzən¹²
城	城	dzən¹²	dzen2		dzən¹²
沉	沉	dzən¹²	dzen2		dzən¹²
陳	陈	dzən¹²	dzen2		dzən¹²
塵	尘	dzən¹²	dzen2		dzən¹²
臣	臣	dzən¹²	dzen2		dzən¹²
存	存	dzən¹²	dzen2		dzən¹²
曾	曾	dzən¹²	dzen2	~今	dzən¹²
層	层	dzən¹²	dzen2		dzən¹²
澄	澄	dzən¹²	dzen2	水很~	dzən¹²
懲	惩	dzən¹²	dzen2		dzən¹²
橙	橙	dzən¹²	dzen2		dzən¹²
乘	乘	dzən¹²	dzen2		dzən¹²
丞	丞	dzən¹²	dzen2		dzən¹²
仍	仍	dzən¹²	dzen2	？	dzən¹²
葚	葚	dzən¹²	dzen2	桑~	dzən¹²
陣	阵	dzən²⁴	dzen6		dzən²⁴
贈	赠	dzən²⁴	dzen6		dzən²⁴
剩	剩	dzən²⁴	dzen6		dzən²⁴
鄭	郑	dzən²⁴	dzen6		dzən²⁴
森	森	sən⁴⁴	sen1		sən⁴⁴
參	参	sən⁴⁴	sen1	人~	sən⁴⁴
深	深	sən⁴⁴	sen1		sən⁴⁴
身	身	sən⁴⁴	sen1		sən⁴⁴
申	申	sən⁴⁴	sen1		sən⁴⁴
孫	孙	sən⁴⁴	sen1		sən⁴⁴
僧	僧	sən⁴⁴	sen1		sən⁴⁴
升	升	sən⁴⁴	sen1		sən⁴⁴
生	生	sən⁴⁴	sen1	文	sən⁴⁴
牲	牲	sən⁴⁴	sen1		sən⁴⁴
笙	笙	sən⁴⁴	sen1		sən⁴⁴
聲	声	sən⁴⁴	sen1		sən⁴⁴
沈	沈	sən⁴²	sen3	姓~	sən⁴²
審	审	sən⁴²	sen3		sən⁴²
嬸	婶	sən⁴²	sen3		sən⁴²
損	损	sən⁴²	sen3		sən⁴²
筍	笋	sən⁴²	sen3		sən⁴²
滲	渗	sən³⁵	sen5		sən³⁵
遜	逊	sən³⁵	sen5		sən³⁵
舜	舜	sən³⁵	sen5		sən³⁵
