正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值
暇	暇	x	ia	2		ɕ	ia	24
轄	辖	h	aeh	8		x	iaʔ	3
霞	霞	x	ia	2		ɕ	ia	24
下	下	h	a	2	一下子	x	a	24
下	下	h	a	6	下來	x	a	33
下	下	x	ia	6	下麵	ɕ	ia	33
嚇	吓	h	eh	7		x	əʔ	4
夏	夏	x	ia	6		ɕ	ia	33
仙	仙	x	in	1		ɕ	ĩ	21
先	先	x	in	1		ɕ	ĩ	21
纖	纤	x	in	1		ɕ	ĩ	21
縴	纤	q	in	5	縴夫，縴繩	tɕʰ	ĩ	44
氙	氙	x	in	1		ɕ	ĩ	21
掀	掀	x	in	1		ɕ	ĩ	21
鍁	锨	x	in	1		ɕ	ĩ	21
鮮	鲜	x	in	1	鮮艷	ɕ	ĩ	21
鮮	鲜	x	in	3	鮮見	ɕ	ĩ	31
閒	闲	x	iaen	2		ɕ	iɛ̃	24
賢	贤	x	in	2		ɕ	ĩ	24
弦	弦	x	in	2		ɕ	ĩ	24
撏	挦	q	in	2	撏毛（拔毛）	ʨʰ	ĩ	24
鹹	咸	h	aen	2		x	ɛ̃	24
咸	咸	x	iaen	2		ɕ	iɛ̃	24
涎	涎	s	aen	2		s	ɛ̃	24
啣	衔	h	aen	2		x	ɛ̃	24
銜	衔	x	iaen	2		ɕ	iɛ̃	24
舷	舷	x	in	2		ɕ	ĩ	24
癇	痫	x	iaen	2		ɕ	iɛ̃	24
嫌	嫌	x	in	2		ɕ	ĩ	24
顯	显	x	in	3		ɕ	ĩ	31
險	险	x	in	3		ɕ	ĩ	31
蜆	蚬	x	in	3		ɕ	ĩ	31
蘚	藓	x	in	3		ɕ	ĩ	31
䘆	䘆	x	in	1	𧑚䘆（蚯蚓）	ɕ	ĩ	21
莧	苋	h	aen	6		x	ɛ̃	33
縣	县	x	in	6		ɕ	ĩ	33
現	现	x	in	6		ɕ	ĩ	33
限	限	h	aen	6		x	ɛ̃	33
限	限	x	iaen	6		ɕ	iɛ̃	33
綫	线	x	in	5		ɕ	ĩ	44
線	线	x	in	5		ɕ	ĩ	44
憲	宪	x	in	5		ɕ	ĩ	44
陷	陷	h	aen	6		x	ɛ̃	33
餡	馅	x	iaen	6		ɕ	iɛ̃	33
羨	羡	x	in	6		ɕ	ĩ	33
獻	献	x	in	5		ɕ	ĩ	44
腺	腺	x	in	5		ɕ	ĩ	44
鄉	乡	x	ian	1		ɕ	iã	21
相	相	x	ian	1	互相	ɕ	iã	21
相	相	x	ian	5	相片	ɕ	iã	44
香	香	x	ian	1		ɕ	iã	21
廂	厢	x	ian	1		ɕ	iã	21
湘	湘	x	ian	1		ɕ	iã	21
緗	缃	x	ian	1		ɕ	iã	21
箱	箱	x	ian	1		ɕ	iã	21
襄	襄	x	ian	1		ɕ	iã	21
鑲	镶	x	ian	1		ɕ	iã	21
詳	详	q	ian	2		tɕʰ	iã	24
祥	祥	q	ian	2		tɕʰ	iã	24
翔	翔	q	ian	2		tɕʰ	iã	24
享	享	x	ian	3		ɕ	iã	31
響	响	x	ian	3		ɕ	iã	31
餉	饷	x	ian	3		ɕ	iã	31
想	想	x	ian	3		ɕ	iã	31
向	向	x	ian	5		ɕ	iã	44
曏	向	x	ian	5		ɕ	iã	44
嚮	向	x	ian	5		ɕ	iã	44
項	项	h	an	6	白读	x	ã	33
項	项	x	ian	6	文读	ɕ	iã	33
巷	巷	h	an	6		x	ã	33
象	象	x	ian	5	文读	ɕ	iã	44
象	象	q	ian	6	白读	tɕʰ	iã	33
像	像	q	ian	6		tɕʰ	iã	33
橡	橡	q	ian	6		tɕʰ	iã	33
梟	枭	x	io	1		ɕ	iɔ	21
枵	枵	x	io	1		ɕ	iɔ	21
嘵	哓	x	io	1		ɕ	iɔ	21
逍	逍	x	io	1		ɕ	iɔ	21
消	消	x	io	1		ɕ	iɔ	21
宵	宵	x	io	1		ɕ	iɔ	21
蕭	萧	x	io	1		ɕ	iɔ	21
硝	硝	x	io	1		ɕ	iɔ	21
銷	销	x	io	1		ɕ	iɔ	21
簫	箫	x	io	1		ɕ	iɔ	21
瀟	潇	x	io	2		ɕ	iɔ	24
霄	霄	x	io	1		ɕ	iɔ	21
囂	嚣	x	io	1		ɕ	iɔ	21
淆	淆	x	io	2		ɕ	iɔ	24
小	小	x	io	3		ɕ	iɔ	31
曉	晓	x	io	3		ɕ	iɔ	31
孝	孝	x	io	5	孝子	ɕ	iɔ	44
孝	孝	h	o	5	孝帽儿	x	ɔ	44
肖	肖	x	io	5	肖像畫	ɕ	iɔ	44
肖	肖	sh	o	5	肖屬（生肖），一肖（12年）	ʂ	ɔ	44
校	校	j	io	5	校對	tɕ	iɔ	44
校	校	x	io	6	學校	ɕ	iɔ	33
哮	哮	x	io	5		ɕ	iɔ	44
笑	笑	x	io	5		ɕ	iɔ	44
效	效	x	io	6		ɕ	iɔ	33
嘯	啸	x	io	5		ɕ	iɔ	44
些	些	x	ia	1		ɕ	ia	21
楔	楔	s	aeh	7		ɕ	iaʔ	4
歇	歇	x	ih	7		ɕ	iʔ	4
蠍	蝎	x	ih	7		ɕ	iʔ	4
協	协	x	ih	8		ɕ	iʔ	3
邪	邪	q	ia	2		tɕʰ	ia	24
脅	胁	x	ih	7		ɕ	iʔ	4
挾	挟	x	ih	8		ɕ	iʔ	3
斜	斜	q	ia	2		tɕʰ	ia	24
諧	谐	h	ae	2		x	ɛ	24
諧	谐	x	iae	2		ɕ	iɛ	24
攜	携	x	i	2		ɕ	ɨᶨ	24
攜	携	x	iae	2		ɕ	iɛ	24
鞋	鞋	h	ae	2		x	ɛ	24
寫	写	x	ia	3	寫字	ɕ	ia	31
寫	写	x	ia	5	寫意	ɕ	ia	44
泄	泄	x	ih	7		ɕ	iʔ	4
洩	泄	x	ih	7		ɕ	iʔ	4
瀉	泻	x	ia	5		ɕ	ia	44
卸	卸	x	ia	5		ɕ	ia	44
屑	屑	x	yeh	7		ɕ	yəʔ	4
械	械	j	iae	5		tɕ	iɛ	44
褻	亵	x	ih	7		ɕ	iʔ	4
謝	谢	q	ia	6		tɕʰ	ia	33
糏	糏	x	yeh	7		ɕ	yəʔ	4
懈	懈	x	iae	5		ɕ	iɛ	44
蟹	蟹	h	ae	3		x	ɛ	31
心	心	x	ien	1		ɕ	iəŋ	21
芯	芯	x	ien	1		ɕ	iəŋ	21
辛	辛	x	ien	1		ɕ	iəŋ	21
欣	欣	x	ien	1		ɕ	iəŋ	21
鋅	锌	x	ien	1		ɕ	iəŋ	21
新	新	x	ien	1		ɕ	iəŋ	21
薪	薪	x	ien	1		ɕ	iəŋ	21
馨	馨	x	ien	1		ɕ	iəŋ	21
鑫	鑫	x	ien	1		ɕ	iəŋ	21
囟	囟	x	ien	5		ɕ	iəŋ	44
信	信	x	ien	5		ɕ	iəŋ	44
釁	衅	x	ien	5		ɕ	iəŋ	44
星	星	x	ien	1		ɕ	iəŋ	21
猩	猩	x	ien	1		ɕ	iəŋ	21
惺	惺	x	ien	1		ɕ	iəŋ	21
腥	腥	x	ien	1		ɕ	iəŋ	21
刑	刑	x	ien	2		ɕ	iəŋ	24
邢	邢	x	ien	2		ɕ	iəŋ	24
行	行	h	an	2	銀行	x	ã	24
行	行	x	ien	2	行走	ɕ	iəŋ	24
行	行	h	en	6	道行	x	əŋ	33
行	行	x	ien	6	品行	ɕ	iəŋ	33
形	形	x	ien	2		ɕ	iəŋ	24
型	型	x	ien	2		ɕ	iəŋ	24
醒	醒	x	ien	3		ɕ	iəŋ	31
擤	擤	h	on	3	擤黃龍	x	ɔŋ	31
興	兴	x	ien	1	興盛	ɕ	iəŋ	21
興	兴	x	ien	5	高興	ɕ	iəŋ	44
杏	杏	x	ien	6		ɕ	iəŋ	33
幸	幸	x	ien	6		ɕ	iəŋ	33
倖	幸	x	ien	6		ɕ	iəŋ	33
性	性	x	ien	5		ɕ	iəŋ	44
姓	姓	x	ien	5		ɕ	iəŋ	44
荇	荇	x	ien	6		ɕ	iəŋ	33
凶	凶	x	ion	1		ɕ	iɔŋ	21
兇	凶	x	ion	1		ɕ	iɔŋ	21
兄	兄	x	ion	1		ɕ	iɔŋ	21
匈	匈	x	ion	1		ɕ	iɔŋ	21
洶	汹	x	ion	1		ɕ	iɔŋ	21
胸	胸	x	ion	1		ɕ	iɔŋ	21
雄	雄	x	ion	2	英雄	ɕ	iɔŋ	24
雄	雄		ion	2	雄雞		iɔŋ	24
熊	熊	x	ion	2		ɕ	iɔŋ	24
休	休	x	ieu	1		ɕ	iʊ	21
修	修	x	ieu	1		ɕ	iʊ	21
羞	羞	x	ieu	1		ɕ	iʊ	21
饈	馐	x	ieu	1		ɕ	iʊ	21
朽	朽	x	ieu	3		ɕ	iʊ	31
秀	秀	x	ieu	5		ɕ	iʊ	44
袖	袖	x	ieu	5	領袖	ɕ	iʊ	44
袖	袖	q	ieu	6	衣袖	tɕʰ	iʊ	33
繡	绣	x	ieu	5		ɕ	iʊ	44
鏽	锈	x	ieu	5		ɕ	iʊ	44
嗅	嗅	x	ieu	5		ɕ	iʊ	44
溴	溴	x	ieu	5		ɕ	iʊ	44
戌	戌	x	yeh	7		ɕ	yəʔ	4
籲	吁		y	6			yᶨ	33
須	须	x	y	1	必須	ɕ	yᶨ	21
鬚	须	x	y	1	鬍鬚	ɕ	yᶨ	21
虛	虚	x	y	1		ɕ	yᶨ	21
墟	墟	x	y	1		ɕ	yᶨ	21
需	需	x	y	1		ɕ	yᶨ	21
噓	嘘	x	y	1		ɕ	yᶨ	21
徐	徐	q	y	2		tɕʰ	yᶨ	24
許	许	h	ae	3	哪許（哪裡）	x	ɛ	31
許	许	x	y	3	許可	ɕ	yᶨ	31
旭	旭	x	ioh	7		ɕ	iɔʔ	4
序	序	x	y	5		ɕ	yᶨ	44
序	序	q	y	6		tɕʰ	yᶨ	33
敍	叙	q	y	6		tɕʰ	yᶨ	33
敘	叙	q	y	6		tɕʰ	yᶨ	33
恤	恤	x	yeh	7		ɕ	yəʔ	4
酗	酗	x	y	5		ɕ	yᶨ	44
緒	绪	q	y	6		tɕʰ	yᶨ	33
續	续	s	oh	7		s	ɔʔ	4
訹	訹	x	yeh	7	迷惑，引誘	ɕ	yəʔ	4
絮	絮	x	y	5		ɕ	yᶨ	44
婿	婿	x	y	5		ɕ	yᶨ	44
蓄	蓄	x	ioh	7		ɕ	iɔʔ	4
煦	煦	x	y	5		ɕ	yᶨ	44
軒	轩	x	iun	1		ɕ	iʊ̃	21
宣	宣	x	iun	1		ɕ	iʊ̃	21
揎	揎	x	iun	1		ɕ	iʊ̃	21
萱	萱	x	iun	1		ɕ	iʊ̃	21
喧	喧	x	iun	1		ɕ	iʊ̃	21
暄	暄	x	iun	1		ɕ	iʊ̃	21
玄	玄	x	iun	2		ɕ	iʊ̃	24
懸	悬	x	iun	2		ɕ	iʊ̃	24
旋	旋	x	iun	2	旋轉	ɕ	iʊ̃	24
旋	旋	q	iun	6	旋旋儿风，旋网	tɕʰ	iʊ̃	33
漩	漩	x	iun	2		ɕ	iʊ̃	24
選	选	x	iun	3		ɕ	iʊ̃	31
癬	癣	x	iun	3		ɕ	iʊ̃	31
絢	绚	x	iun	5		ɕ	iʊ̃	44
眩	眩	x	iun	6		ɕ	iʊ̃	33
渲	渲	x	iun	5		ɕ	iʊ̃	44
楦	楦	x	iun	5		ɕ	iʊ̃	44
𢪎	𢪎	x	ya	1		ɕ	ya	21
削	削	x	iah	7		ɕ	iaʔ	4
靴	靴	x	ya	1		ɕ	ya	21
薛	薛	x	iuh	7		ɕ	iʊʔ	4
穴	穴	x	iuh	8		ɕ	iʊʔ	3
學	学	h	ah	8	學舌	x	aʔ	3
學	学	x	iah	8	學習	ɕ	iaʔ	3
雪	雪	x	yeh	7		ɕ	yəʔ	4
血	血	x	iuh	7		ɕ	iʊʔ	4
勳	勋	x	yen	1		ɕ	yəŋ	21
熏	熏	x	yen	1		ɕ	yəŋ	21
薰	熏	x	yen	1		ɕ	yəŋ	21
醺	醺	x	yen	1		ɕ	yəŋ	21
旬	旬	q	yen	2		tɕʰ	yəŋ	24
旬	旬	x	yen	2		ɕ	yəŋ	24
尋	寻	q	ien	2		tɕʰ	iəŋ	24
巡	巡	q	yen	2		tɕʰ	yəŋ	24
巡	巡	x	yen	2		ɕ	yəŋ	24
詢	询	x	yen	2		ɕ	yəŋ	24
蕁	荨	q	in	2		tɕʰ	ĩ	24
循	循	q	yen	2		tɕʰ	yəŋ	24
訓	训	x	yen	5		ɕ	yəŋ	44
訊	讯	x	ien	5		ɕ	iəŋ	44
汛	汛	x	ien	5		ɕ	iəŋ	44
迅	迅	x	yen	5		ɕ	yəŋ	44
馴	驯	x	yen	5		ɕ	yəŋ	44
遜	逊	s	uen	5		s	uəŋ	44
丫	丫	ng	a	1	丫頭	ŋ	a	21
丫	丫		ia	1	丫鬟		ia	21
壓	压	ng	aeh	7		ŋ	iaʔ	4
押	押	ng	aeh	7		ŋ	iaʔ	4
鴉	鸦	ng	a	1		ŋ	a	21
椏	桠	ng	a	1		ŋ	a	21
鴨	鸭	ng	aeh	7		ŋ	iaʔ	4
牙	牙	ng	a	2		ŋ	a	24
伢	伢	ng	a	2		ŋ	a	24
芽	芽	ng	a	2		ŋ	a	24
蚜	蚜	ng	a	2		ŋ	a	24
崖	崖		ia	2			ia	24
涯	涯		ia	2			ia	24
衙	衙		ia	2			ia	24
啞	哑	ng	a	3		ŋ	a	31
雅	雅		ia	3			ia	31
軋	轧	k	aeh	8	軋花廠，軋賬	kʰ	iaʔ	3
軋	轧	ng	aeh	8	軋死	ŋ	iaʔ	3
亞	亚		ia	5			ia	44
訝	讶		ia	5			ia	44
掗	挜	ng	a	5		ŋ	a	44
掗	挜	ng	a	6		ŋ	a	33
氬	氩		ia	5			ia	44
齾	齾	ng	aeh	8		ŋ	iaʔ	3
呀	呀		ia	1			ia	21
胭	胭		in	1			ĩ	21
菸	烟		in	1			ĩ	21
煙	烟		in	1			ĩ	21
焉	焉		in	1			ĩ	21
閹	阉		in	1			ĩ	21
淹	淹	ng	aen	1		ŋ	ɛ̃	21
腌	腌		in	1			ĩ	21
嫣	嫣		in	1			ĩ	21
延	延		in	2			ĩ	24
閆	闫		in	2			ĩ	24
芫	芫		in	2			ĩ	24
嚴	严	n	in	2		n	ĩ	24
嚴	严		in	2			ĩ	24
言	言		in	2			ĩ	24
妍	妍		in	2			ĩ	24
岩	岩	ng	aen	2		ŋ	ɛ̃	24
炎	炎		in	2			ĩ	24
沿	沿		in	2			ĩ	24
研	研	n	in	2		n	ĩ	24
研	研		in	2			ĩ	24
鹽	盐		in	2			ĩ	24
閻	阎		in	2			ĩ	24
蜒	蜒		in	2			ĩ	24
嵒	嵒	ng	aen	2		ŋ	ɛ̃	24
顏	颜	ng	aen	2		ŋ	ɛ̃	24
檐	檐		in	2			ĩ	24
奄	奄		in	3			ĩ	31
掩	掩		in	3			ĩ	31
眼	眼	ng	aen	3		ŋ	ɛ̃	31
演	演		in	3			ĩ	31
魘	魇		in	3	發魘		ĩ	31
厭	厌		in	5			ĩ	44
硯	砚	n	in	6		n	ĩ	33
咽	咽		in	1	咽喉		ĩ	21
咽	咽		in	5	咽氣		ĩ	44
咽	咽		ih	7	哽咽		iʔ	4
艷	艳		in	6			ĩ	33
豔	艳		in	6			ĩ	33
晏	晏	ng	aen	5		ŋ	ɛ̃	44
宴	宴		in	5			ĩ	44
驗	验		in	6			ĩ	33
諺	谚		in	6			ĩ	33
雁	雁	ng	aen	6		ŋ	ɛ̃	33
焰	焰		in	6			ĩ	33
燕	燕		in	1	燕京		ĩ	21
燕	燕		in	5	燕子		ĩ	44
央	央		ian	1			iã	21
泱	泱		ian	1			iã	21
殃	殃		ian	1			iã	21
鴦	鸯		ian	1			iã	21
秧	秧		ian	1			iã	21
揚	扬		ian	2			iã	24
羊	羊		ian	2			iã	24
陽	阳		ian	2			iã	24
楊	杨		ian	2			iã	24
佯	佯		ian	2			iã	24
瘍	疡		ian	2			iã	24
垟	垟		ian	2			iã	24
徉	徉		ian	2			iã	24
洋	洋		ian	2			iã	24
仰	仰	n	ian	3		ɲ	iã	31
仰	仰		ian	3			iã	31
養	养		ian	3			iã	31
氧	氧		ian	3			iã	31
痒	痒		ian	2			iã	24
癢	痒		ian	3			iã	31
樣	样		ian	6			iã	33
么	幺		io	1			iɔ	21
夭	夭		io	1			iɔ	21
吆	吆		io	1			iɔ	21
妖	妖		io	1			iɔ	21
喓	喓		io	1			iɔ	21
腰	腰		io	1			iɔ	21
邀	邀		io	1			iɔ	21
爻	爻	x	io	2		ɕ	iɔ	24
堯	尧		io	2			iɔ	24
餚	肴	x	io	2	餚肉	ɕ	iɔ	24
餚	肴		io	2	菜餚		iɔ	24
姚	姚		io	2			iɔ	24
窯	窑		io	2			iɔ	24
謠	谣		io	2			iɔ	24
搖	摇		io	2			iɔ	24
遙	遥		io	2			iɔ	24
瑤	瑶		io	2			iɔ	24
鰩	鳐		io	2			iɔ	24
仸	仸		io	3			iɔ	31
杳	杳		io	3			iɔ	31
咬	咬	ng	o	3		ŋ	ɔ	31
齩	咬	ng	o	3		ŋ	ɔ	31
舀	舀		io	3			iɔ	31
藥	药		iah	8			iaʔ	3
要	要		io	1	要求		iɔ	21
要	要		io	5	需要，重要		iɔ	44
鑰	钥		iah	8			iaʔ	3
鷂	鹞		io	6			iɔ	33
耀	耀		io	6			iɔ	33
椰	椰		ia	1			ia	21
噎	噎		ih	7			iʔ	4
爺	爷		i	2	叔叔		ɨᶨ	24
爺	爷		ia	2	父親		ia	24
耶	耶		ia	1			ia	21
也	也		ia	3			ia	31
冶	冶		ia	3			ia	31
野	野		ia	3			ia	31
業	业		ih	8			iʔ	3
葉	叶		ih	8			iʔ	3
頁	页		ih	8			iʔ	3
曳	曳		i	6	拖曳		ɨᶨ	33
曳	曳		ih	8	搖曳		iʔ	3
夜	夜		ia	6			ia	33
液	液		iae	5	文读		iɛ	44
液	液		ieh	8			iəʔ	3
一	一		ieh	7			iəʔ	4
伊	伊		i	1			ɨᶨ	21
衣	衣		i	1			ɨᶨ	21
醫	医		i	1			ɨᶨ	21
依	依		i	1			ɨᶨ	21
咿	咿		i	1			ɨᶨ	21
壹	壹		ieh	7			iəʔ	4
儀	仪		i	2			ɨᶨ	24
夷	夷		i	2			ɨᶨ	24
怡	怡		i	2			ɨᶨ	24
宜	宜		i	2			ɨᶨ	24
咦	咦		i	2			ɨᶨ	24
姨	姨		i	2			ɨᶨ	24
胰	胰		i	2			ɨᶨ	24
移	移		i	2			ɨᶨ	24
遺	遗		i	2			ɨᶨ	24
疑	疑		i	2			ɨᶨ	24
彝	彝		i	2			ɨᶨ	24
乙	乙		ieh	7			iəʔ	4
已	已		i	3			ɨᶨ	31
以	以		i	3			ɨᶨ	31
矣	矣		i	3			ɨᶨ	31
蟻	蚁		i	3			ɨᶨ	31
倚	倚		i	3			ɨᶨ	31
椅	椅		i	3			ɨᶨ	31
億	亿		i	5			ɨᶨ	44
義	义		i	6			ɨᶨ	33
藝	艺		i	6			ɨᶨ	33
刈	刈		i	6			ɨᶨ	33
憶	忆		i	5			ɨᶨ	44
議	议		i	6			ɨᶨ	33
異	异		i	6			ɨᶨ	33
抑	抑		ieh	7			iəʔ	4
役	役		yeh	8			yəʔ	3
譯	译		ieh	8			iəʔ	3
易	易		i	6	容易		ɨᶨ	33
易	易		ieh	8	貿易		iəʔ	3
疫	疫		yeh	7			yəʔ	4
益	益		ieh	7			iəʔ	4
誼	谊		i	6			ɨᶨ	33
勩	勚		i	6	磨損		ɨᶨ	33
逸	逸		ieh	8			iəʔ	3
意	意		i	5			ɨᶨ	44
縊	缢		i	5			ɨᶨ	44
蜴	蜴		ieh	8			iəʔ	3
毅	毅		i	6			ɨᶨ	33
薏	薏		i	5			ɨᶨ	44
翼	翼		ieh	7			iəʔ	4
癔	癔		i	5			ɨᶨ	44
因	因		ien	1			iəŋ	21
陰	阴		ien	1			iəŋ	21
茵	茵		ien	1			iəŋ	21
蔭	荫		ien	1			iəŋ	21
音	音		ien	1			iəŋ	21
姻	姻		ien	1			iəŋ	21
殷	殷		ien	1			iəŋ	21
吟	吟		ien	2			iəŋ	24
銀	银		ien	2			iəŋ	24
淫	淫		ien	2			iəŋ	24
寅	寅		ien	2			iəŋ	24
齦	龈		ien	2			iəŋ	24
尹	尹		ien	3			iəŋ	31
引	引		ien	3			iəŋ	31
飲	饮		ien	3	飲料		iəŋ	31
飲	饮		ien	5	飲泉		iəŋ	44
蚓	蚓		ien	3			iəŋ	31
隱	隐		ien	3			iəŋ	31
癮	瘾		ien	3			iəŋ	31
印	印		ien	5			iəŋ	44
應	应		ien	1	應該		iəŋ	21
應	应		ien	5	答應		iəŋ	44
英	英		ien	1			iəŋ	21
鶯	莺		ien	1			iəŋ	21
嬰	婴		ien	1			iəŋ	21
嚶	嘤		ien	1			iəŋ	21
罌	罂		ien	1			iəŋ	21
纓	缨		ien	1			iəŋ	21
瓔	璎		ien	1			iəŋ	21
櫻	樱		ien	1			iəŋ	21
鸚	鹦		ien	1			iəŋ	21
鷹	鹰		ien	1			iəŋ	21
迎	迎		ien	2			iəŋ	24
熒	荧		ien	2			iəŋ	24
盈	盈		ien	2			iəŋ	24
瑩	莹		ien	2			iəŋ	24
螢	萤		ien	2			iəŋ	24
營	营		ien	2			iəŋ	24
楹	楹		ien	2			iəŋ	24
蠅	蝇		ien	2			iəŋ	24
嬴	嬴		ien	2			iəŋ	24
贏	赢		ien	2			iəŋ	24
瀛	瀛		ien	2			iəŋ	24
穎	颖		ien	3			iəŋ	31
影	影		ien	3			iəŋ	31
映	映		ien	5			iəŋ	44
硬	硬	ng	en	6		ŋ	əŋ	33
佣	佣		ion	6	佣人		iɔŋ	33
傭	佣		ion	6	雇傭		iɔŋ	33
擁	拥		ion	3			iɔŋ	31
庸	庸		ion	2			iɔŋ	24
雍	雍		ion	1			iɔŋ	21
壅	壅		ion	5			iɔŋ	44
臃	臃		ion	1			iɔŋ	21
永	永		ion	3			iɔŋ	31
永	永		yen	3			yəŋ	31
甬	甬		ion	3			iɔŋ	31
詠	咏		ion	3			iɔŋ	31
泳	泳		ion	3			iɔŋ	31
俑	俑		ion	3			iɔŋ	31
勇	勇		ion	3			iɔŋ	31
涌	涌		ion	3			iɔŋ	31
湧	涌		ion	3			iɔŋ	31
蛹	蛹		ion	3			iɔŋ	31
踴	踊		ion	3			iɔŋ	31
用	用		ion	6			iɔŋ	33
優	优		ieu	1			iʊ	21
憂	忧		ieu	1			iʊ	21
幽	幽		ieu	1			iʊ	21
悠	悠		ieu	1			iʊ	21
尤	尤		ieu	2			iʊ	24
由	由		ieu	2			iʊ	24
郵	邮		ieu	2			iʊ	24
猶	犹		ieu	2			iʊ	24
油	油		ieu	2			iʊ	24
疣	疣		ieu	2			iʊ	24
鈾	铀		ieu	2			iʊ	24
蚰	蚰		ieu	2			iʊ	24
魷	鱿		ieu	2			iʊ	24
遊	游		ieu	2	遊戲		iʊ	24
游	游		ieu	2	游泳		iʊ	24
蝣	蝣		ieu	2			iʊ	24
友	友		ieu	3			iʊ	31
有	有		ieu	3			iʊ	31
酉	酉		ieu	3			iʊ	31
莠	莠		ieu	3			iʊ	31
又	又		ieu	6			iʊ	33
右	右		ieu	6			iʊ	33
幼	幼		ieu	5			iʊ	44
佑	佑		ieu	6			iʊ	33
柚	柚		ieu	6			iʊ	33
囿	囿		ioh	8	聚集		iɔʔ	3
宥	宥		ieu	6			iʊ	33
祐	祐		ieu	6			iʊ	33
誘	诱		ieu	6			iʊ	33
釉	釉		ieu	6			iʊ	33
迂	迂		y	1			yᶨ	21
淤	淤		y	1			yᶨ	21
瘀	瘀		y	1			yᶨ	21
于	于		y	2	姓氏		yᶨ	24
於	于		y	2	由於，姓氏		yᶨ	24
余	余		y	2			yᶨ	24
餘	余		y	2	餘數		yᶨ	24
盂	盂		y	2			yᶨ	24
臾	臾		y	2			yᶨ	24
魚	鱼		y	2			yᶨ	24
俞	俞		y	2			yᶨ	24
娛	娱		y	2			yᶨ	24
漁	渔		y	2			yᶨ	24
逾	逾		y	2			yᶨ	24
愉	愉		y	2			yᶨ	24
瑜	瑜		y	2			yᶨ	24
榆	榆		y	2			yᶨ	24
虞	虞		y	2			yᶨ	24
愚	愚		y	2			yᶨ	24
與	与		y	3			yᶨ	31
與	与		y	6			yᶨ	33
予	予		y	3			yᶨ	31
宇	宇		y	3			yᶨ	31
羽	羽		y	3			yᶨ	31
雨	雨		y	3			yᶨ	31
禹	禹		y	3			yᶨ	31
語	语		y	3			yᶨ	31
玉	玉		y	6	玉米		yᶨ	33
玉	玉		ioh	8	玉器		iɔʔ	3
馭	驭		y	6			yᶨ	33
芋	芋		y	6			yᶨ	33
郁	郁		ioh	7	馥郁，濃郁		iɔʔ	4
鬱	郁		yeh	7	鬱悶		yəʔ	4
育	育		ioh	8			iɔʔ	3
獄	狱		ioh	8			iɔʔ	3
浴	浴		ioh	8			iɔʔ	3
預	预		y	6			yᶨ	33
域	域		yeh	8			yəʔ	3
欲	欲		ioh	8			iɔʔ	3
慾	欲		ioh	8			iɔʔ	3
諭	谕		y	6			yᶨ	33
遇	遇		y	6			yᶨ	33
喻	喻		y	6			yᶨ	33
御	御		y	6			yᶨ	33
禦	御		y	6	抵禦		yᶨ	33
寓	寓		y	6			yᶨ	33
裕	裕		y	6			yᶨ	33
愈	愈		y	6			yᶨ	33
譽	誉		y	6			yᶨ	33
豫	豫		y	6			yᶨ	33
鴛	鸳		iun	1			iʊ̃	21
冤	冤		iun	1			iʊ̃	21
淵	渊		iun	1			iʊ̃	21
元	元		iun	2			iʊ̃	24
園	园		iun	2			iʊ̃	24
員	员		iun	2			iʊ̃	24
袁	袁		iun	2			iʊ̃	24
原	原		iun	2			iʊ̃	24
圓	圆		iun	2			iʊ̃	24
援	援		iun	2			iʊ̃	24
緣	缘		iun	2			iʊ̃	24
猿	猿		iun	2			iʊ̃	24
源	源		iun	2			iʊ̃	24
遠	远		iun	3			iʊ̃	31
苑	苑		iun	5			iʊ̃	44
怨	怨		iun	5			iʊ̃	44
院	院		iun	6			iʊ̃	33
媛	媛		iun	2			iʊ̃	24
願	愿		iun	6			iʊ̃	33
曰	曰		ya	1			ya	21
曰	曰		iuh	8			iʊʔ	3
約	约		iah	7			iaʔ	4
𦚢	𦚢		ya	1			ya	21
月	月		iuh	8			iʊʔ	3
玥	玥		iuh	8			iʊʔ	3
岳	岳		iah	8			iaʔ	3
嶽	岳		iah	8			iaʔ	3
閱	阅		iuh	8			iʊʔ	3
悅	悦		iuh	8			iʊʔ	3
躍	跃		iah	8			iaʔ	3
越	越		iuh	8			iʊʔ	3
粵	粤		iuh	8			iʊʔ	3
龠	龠		iah	8			iaʔ	3
暈	晕		yen	1	頭暈		yəŋ	21
暈	晕		yen	6	暈車		yəŋ	33
云	云		yen	2			yəŋ	24
雲	云		yen	2			yəŋ	24
勻	匀		yen	2			yəŋ	24
芸	芸		yen	2			yəŋ	24
耘	耘		yen	2			yəŋ	24
允	允		yen	3			yəŋ	31
隕	陨		yen	3			yəŋ	31
殞	殒		yen	3			yəŋ	31
孕	孕		yen	6			yəŋ	33
運	运		yen	6			yəŋ	33
韻	韵		yen	6			yəŋ	33
熨	熨		yen	6			yəŋ	33
匝	匝	z	aeh	7		ts	iaʔ	4
咂	咂	z	aeh	7		ts	iaʔ	4
雜	杂	z	aeh	7		ts	iaʔ	4
雜	杂	c	aeh	8		tsʰ	iaʔ	3
咋	咋	z	a	3		ts	a	31
災	灾	z	ae	1		ts	ɛ	21
哉	哉	z	ae	1		ts	ɛ	21
栽	栽	z	ae	1		ts	ɛ	21
仔	仔	z	z	3		ts	ɿ	31
