單字	聲紐	呼	等	韻部	聲調	組	攝	聲母_定	韻母_定	聲調_定	備註									
享	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	iaang	2										
饗	曉	開	三	陽	上	影	宕	h	iaang	2										
響	曉	開	三	陽	上	影	宕	h	iaang	2										
向	書	開	三	陽	去	章	宕	h	iaang	1										
嚮	曉	開	三	陽	上	影	宕	h	iaang	1										
嚮	曉	開	三	陽	上	影	宕	h	iaang	2										
靴	曉	合	三	歌	平	影	果	h	ie	1										
忑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ik	2										
剔	透	開	四	青	入	端	梗	h	ik	2										
惕	透	開	四	青	入	端	梗	h	ik	2										
謙	溪	開	四	添	平	見	咸	h	im	1										
欠	溪	開	三	嚴	去	見	咸	h	im	1										
芡	群	開	三	鹽B	上	見	咸	h	im	1										
歉	溪	開	四	添	上	見	咸	h	im	1										
添	透	開	四	添	平	端	咸	h	im	1										
恬	定	開	四	添	平	端	咸	h	im	4										
甜	定	開	四	添	平	端	咸	h	im	4										
舔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	im	2										
險	曉	開	三	鹽B	上	影	咸	h	im	2										
佃	定	開	四	先	平	端	山	h	in	4	佃作									
騫	溪	開	三	仙B	平	見	山	h	in	1										
牽	溪	開	四	先	平	見	山	h	in	1										
遣	溪	開	三	仙A	上	見	山	h	in	2										
譴	溪	開	三	仙A	去	見	山	h	in	2										
縴	溪	開	四	先	平	見	山	h	in	1										
天	透	開	四	先	平	端	山	h	in	1										
田	定	開	四	先	平	端	山	h	in	4										
填	知	開	三	真B	平	知	臻	h	in	4										
闐	定	開	四	先	平	端	山	h	in	4										
腆	透	開	四	先	上	端	山	h	in	2										
靦	透	開	四	先	上	端	山	h	in	2	靦顏事仇									
掀	曉	開	三	元	平	影	山	h	in	1										
顯	曉	開	四	先	上	影	山	h	in	2										
憲	曉	開	三	元	去	影	山	h	in	1										
卿	溪	開	三	庚	平	見	梗	h	ing	1										
氫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ing	1										
輕	溪	開	三	清A	平	見	梗	h	ing	1										
慶	溪	開	三	庚	去	見	梗	h	ing	1										
罄	溪	開	四	青	去	見	梗	h	ing	1										
汀	透	開	四	青	平	端	梗	h	ing	1										
聽	透	開	四	青	去	端	梗	h	ing	1	聽任									
廷	定	開	四	青	平	端	梗	h	ing	4										
亭	定	開	四	青	平	端	梗	h	ing	4										
庭	定	開	四	青	平	端	梗	h	ing	4										
停	定	開	四	青	平	端	梗	h	ing	4										
蜓	定	開	四	青	平	端	梗	h	ing	4										
婷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ing	4										
霆	定	開	四	青	平	端	梗	h	ing	4										
挺	定	開	四	青	平	端	梗	h	ing	1										
馨	曉	開	四	青	平	影	梗	h	ing	1										
興	曉	開	三	蒸	平	影	曾	h	ing	1										
兄	曉	合	三	庚	平	影	梗	h	ing	1										
怯	溪	開	三	嚴	入	見	咸	h	ip	1										
愜	溪	開	四	添	入	見	咸	h	ip	1										
帖	透	開	四	添	入	端	咸	h	ip	1										
貼	透	開	四	添	入	端	咸	h	ip	1										
協	匣	開	四	添	入	影	咸	h	ip	1										
挾	匣	開	四	添	入	影	咸	h	ip	1										
脅	曉	開	三	嚴	去	影	咸	h	ip	1										
鐵	透	開	四	先	入	端	山	h	it	1										
歇	曉	開	三	元	入	影	山	h	it	1										
調	定	開	四	蕭	平	端	效	h	iu	4	調味									
僥	見	開	三	蕭	上	見	效	h	iu	2	僥倖									
蹺	溪	開	三	宵A	平	見	效	h	iu	1										
挑	透	開	四	蕭	平	端	效	h	iu	1	挑水									
條	定	開	四	蕭	平	端	效	h	iu	4										
窕	定	開	四	蕭	上	端	效	h	iu	5	習讀音應爲官話影響導致									
眺	透	開	四	蕭	去	端	效	h	iu	1										
跳	定	開	四	蕭	平	端	效	h	iu	1										
囂	曉	開	三	宵B	平	影	效	h	iu	1										
驍	見	開	四	蕭	平	見	效	h	iu	1										
曉	曉	開	四	蕭	上	影	效	h	iu	2										
哼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ng	1	感歎詞									
舵	定	開	一	歌	上	端	果	h	o	4										
拓								h	ok	1	拓本									
鶴	匣	開	一	唐	入	影	宕	h	ok	6										
殼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ok	5										
托	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ok	1										
託	透	開	一	唐	入	端	宕	h	ok	1										
學	匣	開	二	江	入	影	江	h	ok	6										
壑	曉	開	一	唐	入	影	宕	h	ok	1										
行	匣	開	一	唐	平	影	宕	h	ong	4	銀行									
行	匣	開	一	唐	去	影	宕	h	ong	4	行行									
杭	匣	開	一	唐	平	影	宕	h	ong	4										
航	匣	開	一	唐	平	影	宕	h	ong	4										
降	匣	開	二	江	平	影	江	h	ong	4	投降									
康	溪	開	一	唐	平	見	宕	h	ong	1										
吭	匣	開	一	唐	平	影	宕	h	ong	4	引吭高歌									
吭								h	ong	1	吭聲									
腔	溪	開	二	江	平	見	江	h	ong	1										
湯	書	開	三	陽	平	章	宕	h	ong	1										
唐	定	開	一	唐	平	端	宕	h	ong	4										
堂	定	開	一	唐	平	端	宕	h	ong	4										
棠	定	開	一	唐	平	端	宕	h	ong	4										
塘	定	開	一	唐	平	端	宕	h	ong	4										
膛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ong	4										
糖	定	開	一	唐	平	端	宕	h	ong	4										
螳	定	開	一	唐	平	端	宕	h	ong	4										
倘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ong	2										
淌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ong	2										
躺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ong	2										
趟	知	開	二	庚	平	知	梗	h	ong	1										
燙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ong	1										
巷	匣	開	二	江	去	影	江	h	ong	6										
項	匣	開	二	江	上	影	江	h	ong	6										
熨	影	合	三	微	去	影	止	h	ong	1	熨斗，習讀音應爲「燙」之訓讀									
幢								h	ong	4	海幢寺									
炕	曉	開	一	唐	平	影	宕	h	ong	1										
慷	溪	開	一	唐	上	見	宕	h	ong	2										
叨	透	開	一	豪	平	端	效	h	ou	1	叨擾									
蒿	曉	開	一	豪	平	影	效	h	ou	1										
毫	匣	開	一	豪	平	影	效	h	ou	4										
豪	匣	開	一	豪	平	影	效	h	ou	4										
嚎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ou	4										
蠔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ou	4										
好	曉	開	一	豪	上	影	效	h	ou	2	友好									
好	曉	開	一	豪	去	影	效	h	ou	1	好客									
耗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ou	6										
浩	匣	開	一	豪	上	影	效	h	ou	6										
號	匣	開	一	豪	平	影	效	h	ou	4	哀號									
號	匣	開	一	豪	去	影	效	h	ou	6	號碼									
掏	定	開	一	豪	平	端	效	h	ou	4										
絛	透	開	一	豪	平	端	效	h	ou	1										
滔	透	開	一	豪	平	端	效	h	ou	1										
濤	定	開	一	豪	平	端	效	h	ou	4										
逃	定	開	一	豪	平	端	效	h	ou	4										
桃	定	開	一	豪	平	端	效	h	ou	4										
陶	定	開	一	豪	平	端	效	h	ou	4	陶瓷									
萄	定	開	一	豪	平	端	效	h	ou	4										
啕	定	開	一	豪	平	端	效	h	ou	4										
淘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ou	4										
討	透	開	一	豪	上	端	效	h	ou	2										
套	透	開	一	豪	上	端	效	h	ou	1										
挑	透	開	一	豪	平	端	效	h	ou	1	挑達									
荼	定	開	一	模	平	端	遇	h	u	4	如火如荼									
徒	定	開	一	模	平	端	遇	h	u	4										
途	定	開	一	模	平	端	遇	h	u	4										
涂	澄	開	三	魚	平	知	遇	h	u	4										
屠	澄	開	三	魚	平	知	遇	h	u	4										
塗	定	開	一	模	平	端	遇	h	u	4										
圖	定	開	一	模	平	端	遇	h	u	4										
土	透	開	一	模	上	端	遇	h	u	2										
吐	透	開	一	模	上	端	遇	h	u	1										
兔	透	開	一	模	去	端	遇	h	u	1										
菟	定	開	一	模	平	端	遇	h	u	1										
褪								h	ui	1	褪落來									
許	曉	開	三	魚	上	影	遇	h	ui	2										
去	溪	開	三	魚	上	見	遇	h	ui	1										
頹	定	合	一	灰	平	端	蟹	h	ui	4										
腿	透	合	一	灰	上	端	蟹	h	ui	2										
退	透	合	一	灰	去	端	蟹	h	ui	1										
蛻	書	合	三	祭A	去	章	蟹	h	ui	1										
褪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ui	1	褪色									
咻								h	ui	2	噢咻									
吁	曉	合	三	虞	平	影	遇	h	ui	1										
虛	曉	開	三	魚	平	影	遇	h	ui	1										
墟	溪	開	三	魚	平	見	遇	h	ui	1										
噓	曉	開	三	魚	平	影	遇	h	ui	1	噓寒問暖									
栩	云	合	三	虞	上	影	遇	h	ui	2										
煦	曉	合	三	虞	上	影	遇	h	ui	2	習讀音應爲讀半邊“昫”導致									
哭	溪	開	一	東	入	見	通	h	uk	2										
酷	溪	合	一	冬	入	見	通	h	uk	6										
禿	透	開	一	東	入	端	通	h	uk	2										
券	溪	合	三	元	去	見	山	h	un	1										
盾	船	合	三	真A	上	章	臻	h	un	5										
吞	透	開	一	痕	平	端	臻	h	un	1										
圈								h	un	1	圓圈									
犬	溪	合	四	先	上	見	山	h	un	2										
勸	溪	合	三	元	去	見	山	h	un	1										
屯	定	合	一	魂	平	端	臻	h	un	4										
豚	定	合	一	魂	平	端	臻	h	un	4										
臀	定	合	一	魂	平	端	臻	h	un	4										
獻	心	開	一	歌	平	精	果	h	un	1										
軒	曉	開	三	元	平	影	山	h	un	1										
喧	曉	合	三	元	平	影	山	h	un	1										
暄	曉	合	三	元	平	影	山	h	un	1										
嬛	曉	合	三	仙A	平	影	山	h	un	1	便嬛									
絢	曉	合	四	先	去	影	山	h	un	1										
疼	定	合	一	冬	平	端	通	h	ung	4	疼痛									
鼕	定	合	一	冬	平	端	通	h	ung	4										
烘	匣	開	一	東	平	影	通	h	ung	1	習讀音應爲官話影響導致									
虹	匣	開	一	東	平	影	通	h	ung	4										
洪	匣	開	一	東	平	影	通	h	ung	4										
紅	匣	開	一	東	平	影	通	h	ung	4	紅色									
鴻	匣	開	一	東	平	影	通	h	ung	4										
哄	匣	開	一	東	去	影	通	h	ung	1	哄騙									
哄								h	ung	1	亂哄哄									
訌	匣	開	一	東	平	影	通	h	ung	4										
空	溪	開	一	東	平	見	通	h	ung	1										
恐	溪	開	三	鍾	上	見	通	h	ung	2										
控	溪	開	二	江	平	見	江	h	ung	1										
通	透	開	一	東	平	端	通	h	ung	1										
仝	定	開	一	東	平	端	通	h	ung	4										
同	定	開	一	東	平	端	通	h	ung	4										
彤	定	合	一	冬	平	端	通	h	ung	4										
茼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ung	4										
桐	定	開	一	東	平	端	通	h	ung	4										
童	定	開	一	東	平	端	通	h	ung	4										
僮	定	開	一	東	平	端	通	h	ung	4	書僮									
銅	定	開	一	東	平	端	通	h	ung	4										
桶	透	開	一	東	上	端	通	h	ung	2										
筒	定	開	一	東	平	端	通	h	ung	4										
統	透	合	一	冬	去	端	通	h	ung	2										
痛	透	開	一	東	去	端	通	h	ung	1										
凶	曉	開	三	鍾	平	影	通	h	ung	1										
兇	曉	開	三	鍾	平	影	通	h	ung	1										
匈	曉	開	三	鍾	平	影	通	h	ung	1										
洶	曉	開	三	鍾	平	影	通	h	ung	1										
胸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	ung	1										
雄	云	開	三	東	平	影	通	h	ung	4										
熊	云	開	三	東	平	影	通	h	ung	4										
呵	曉	開	一	歌	平	影	果	h	uo	1										
何	匣	開	一	歌	平	影	果	h	uo	4										
河	匣	開	一	歌	平	影	果	h	uo	4										
荷	匣	開	一	歌	平	影	果	h	uo	4	荷花									
荷	匣	開	一	歌	上	影	果	h	uo	6	負荷									
賀	匣	開	一	歌	去	影	果	h	uo	6										
蚵	匣	開	一	歌	平	影	果	h	uo	4										
可	溪	開	一	歌	上	見	果	h	uo	2	可以									
坷	溪	開	一	歌	上	見	果	h	uo	2										
拖	透	開	一	歌	去	端	果	h	uo	1										
佗	定	開	一	歌	平	端	果	h	uo	4										
陀	定	開	一	歌	平	端	果	h	uo	4										
沱	定	開	一	歌	平	端	果	h	uo	4										
跎	定	開	一	歌	平	端	果	h	uo	4										
馱	定	開	一	歌	平	端	果	h	uo	4										
駝	定	開	一	歌	平	端	果	h	uo	4										
鴕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uo	4										
妥	透	合	一	歌	上	端	果	h	uo	2										
橢	透	合	一	歌	上	端	果	h	uo	4										
唾	透	合	一	歌	去	端	果	h	uo	1										
討	透	開	一	豪	上	端	效	h	uo	2	讨要									
殆	定	開	一	咍	上	端	蟹	h	uoi	1										
海	曉	開	一	咍	上	影	蟹	h	uoi	2										
亥	匣	開	一	咍	上	影	蟹	h	uoi	6										
害	匣	開	一	泰	去	影	蟹	h	uoi	6										
駭	匣	開	二	皆	上	影	蟹	h	uoi	6										
嗨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uoi	1										
開	溪	開	一	咍	平	見	蟹	h	uoi	1										
凱	溪	開	一	咍	上	見	蟹	h	uoi	2										
咳	匣	開	一	咍	平	影	蟹	h	uoi	4	小兒笑									
胎	透	開	一	咍	平	端	蟹	h	uoi	1										
台	透	開	一	咍	平	端	蟹	h	uoi	1	天台，地名									
抬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uoi	4										
苔	定	開	一	咍	平	端	蟹	h	uoi	4	青苔									
臺	定	開	一	咍	平	端	蟹	h	uoi	4										
颱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uoi	4										
檯	定	開	一	咍	平	端	蟹	h	uoi	4										
湍	透	合	一	寒	平	端	山	h	uon	1										
斷	定	合	一	寒	上	端	山	h	uon	5	斷咗									
團	定	合	一	寒	平	端	山	h	uon	4										
糰	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uon	4										
鼾	曉	開	一	寒	平	影	山	h	uon	4										
寒	匣	開	一	寒	平	影	山	h	uon	4										
韓	匣	開	一	寒	平	影	山	h	uon	4										
罕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uon	2										
汗	匣	開	一	寒	去	影	山	h	uon	6	流汗									
汗	匣	開	一	寒	平	影	山	h	uon	6	可汗									
旱	匣	開	一	寒	上	影	山	h	uon	6										
悍	匣	開	一	寒	去	影	山	h	uon	6	習讀音應爲讀半邊“旱”導致									
漢	曉	開	一	寒	去	影	山	h	uon	1										
銲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	uon	6										
翰	匣	開	一	寒	平	影	山	h	uon	1										
瀚	匣	開	一	寒	去	影	山	h	uon	6										
刊	溪	開	一	寒	平	見	山	h	uon	1										
侃	溪	開	一	寒	上	見	山	h	uon	2										
看	溪	開	一	寒	平	見	山	h	uon	1	看守									
脫	定	合	一	寒	入	端	山	h	uot	1										
喝	影	開	二	夬	去	影	蟹	h	uot	1										
褐	匣	開	一	寒	入	影	山	h	uot	1										
渴	溪	開	一	寒	入	見	山	h	uot	1										
血	曉	合	四	先	入	影	山	h	ut	1										
也	以	開	三	麻	上	以	假	j	aa	5										
吔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j	aa	1										
洩	以	開	三	祭A	去	以	蟹	j	aai	6	洩洩									
曳	以	開	三	祭A	去	以	蟹	j	aai	6										
蘸	莊	開	二	咸	去	莊	咸	j	aam	2										
欽	溪	開	三	侵B	平	見	深	j	em	1										
俺	影	開	三	鹽B	去	影	咸	j	em	1										
嫌	匣	開	四	添	平	影	咸	j	em	4										
炎	云	開	三	鹽B	平	影	咸	j	em	4										
閻	以	開	三	鹽A	平	以	咸	j	em	4										
鹽	以	開	三	鹽A	平	以	咸	j	em	4										
奄								j	em	1	奄奄一息									
奄	影	開	三	鹽B	上	影	咸	j	em	2	奄有									
厭	影	開	三	鹽A	上	影	咸	j	em	1										
恩	影	開	一	痕	平	影	臻	j	en	1										
欣	曉	開	三	欣	平	影	臻	j	en	1										
孕	以	開	三	蒸	去	以	曾	j	en	6										
鉛	以	合	三	仙A	平	以	山	j	en	4										
丸	匣	合	一	寒	平	影	山	j	en	5										
完	匣	合	一	寒	平	影	山	j	en	4										
烷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j	en	2										
宛	影	合	三	元	上	影	山	j	en	2	宛然									
宛	影	合	三	元	平	影	山	j	en	1	大宛									
弦	匣	開	四	先	平	影	山	j	en	4										
絃	匣	開	四	先	平	影	山	j	en	4										
賢	匣	開	四	先	平	影	山	j	en	4										
現	匣	開	四	先	去	影	山	j	en	6										
縣	匣	合	四	先	平	影	山	j	en	6										
玄	匣	合	四	先	平	影	山	j	en	4										
懸	匣	合	四	先	平	影	山	j	en	4										
炫	匣	合	四	先	去	影	山	j	en	4	習讀音應爲讀半邊“玄”導致									
眩	匣	合	四	先	平	影	山	j	en	6										
菸	影	開	三	魚	去	影	遇	j	en	1										
煙	影	開	四	先	平	影	山	j	en	1										
沿	以	合	三	仙A	平	以	山	j	en	4										
演	以	開	三	仙A	上	以	山	j	en	2										
宴	影	開	四	先	上	影	山	j	en	1										
冤	影	合	三	元	平	影	山	j	en	1										
淵	影	合	四	先	平	影	山	j	en	1										
袁	云	合	三	元	平	影	山	j	en	4										
員	云	合	三	文	平	影	臻	j	en	4										
園	云	合	三	元	平	影	山	j	en	4										
圓	云	合	三	仙B	平	影	山	j	en	4										
猿	云	合	三	元	平	影	山	j	en	4										
緣	以	合	三	仙A	平	以	山	j	en	4										
轅	云	合	三	元	平	影	山	j	en	4										
遠	云	合	三	元	上	影	山	j	en	2	遠方									
苑	影	合	三	元	上	影	山	j	en	6										
怨	影	合	三	元	平	影	山	j	en	1										
院	匣	合	一	寒	平	影	山	j	en	6										
泣	溪	開	三	侵B	入	見	深	j	ep	2										
醃	影	開	三	鹽B	平	影	咸	j	ep	1										
葉	以	開	三	鹽A	入	以	咸	j	ep	5										
頁	匣	開	四	先	入	影	山	j	et	5										
穴	匣	合	四	先	入	影	山	j	et	6										
悅	以	合	三	仙A	入	以	山	j	et	6										
越	云	合	三	元	入	影	山	j	et	6										
粵	云	合	三	元	入	影	山	j	et	6										
閱	以	合	三	仙A	入	以	山	j	et	6										
丘	溪	開	三	尤	平	見	流	j	eu	1										
邱	溪	開	三	尤	平	見	流	j	eu	1										
蚯	溪	開	三	尤	平	見	流	j	eu	1										
休	曉	開	三	尤	平	影	流	j	eu	1										
咻	曉	開	三	尤	平	影	流	j	eu	1	一傅眾咻									
妖	影	開	三	宵B	平	影	效	j	eu	2										
腰	影	開	三	宵A	平	影	效	j	eu	1										
邀	見	開	四	蕭	平	見	效	j	eu	1										
姚	以	開	三	宵A	平	以	效	j	eu	4										
搖	以	開	三	宵A	平	以	效	j	eu	4										
遙	以	開	三	宵A	平	以	效	j	eu	4										
瑤	以	開	三	宵A	平	以	效	j	eu	4										
窯	以	開	三	宵A	平	以	效	j	eu	4										
謠	以	開	三	宵A	平	以	效	j	eu	4										
舀	以	合	三	虞	平	以	遇	j	eu	2										
要	影	開	三	宵A	平	影	效	j	eu	1	要求									
要	影	開	三	宵A	去	影	效	j	eu	1	要點									
曜	以	開	三	宵A	去	以	效	j	eu	6										
耀	以	開	三	宵A	去	以	效	j	eu	6										
綺	溪	開	三	支B	上	見	止	j	i	2										
蛇	以	開	三	支A	平	以	止	j	i	4	委蛇									
台	以	開	三	之	平	以	止	j	i	4	古代第一人稱									
伊	影	開	三	脂A	平	影	止	j	i	1										
衣	影	開	三	微	平	影	止	j	i	1	衣服									
衣	影	開	三	微	去	影	止	j	i	1	衣錦還鄉									
依	影	開	三	微	平	影	止	j	i	1										
漪	影	開	三	支B	平	影	止	j	i	1										
醫	影	開	三	之	平	影	止	j	i	1										
夷	以	開	三	脂A	平	以	止	j	i	4										
怡	以	開	三	之	平	以	止	j	i	4										
咦	曉	開	三	脂A	平	影	止	j	i	1										
姨	以	開	三	脂A	平	以	止	j	i	4										
胰	以	開	三	脂A	平	以	止	j	i	4										
移	以	開	三	支A	平	以	止	j	i	4										
貽	以	開	三	之	平	以	止	j	i	4										
飴	以	開	三	之	平	以	止	j	i	4										
頤	以	開	三	之	平	以	止	j	i	4										
已	以	開	三	之	上	以	止	j	i	5										
以	以	開	三	之	上	以	止	j	i	5										
矣	云	開	三	之	上	影	止	j	i	5										
迤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j	i	4	斜行延伸									
迤								j	i	4	逶迤									
倚	影	開	三	支B	上	影	止	j	i	2										
椅	影	開	三	支B	平	影	止	j	i	2										
易	以	開	三	支A	去	以	止	j	i	6	容易									
異	以	開	三	之	去	以	止	j	i	6										
意	影	開	三	之	去	影	止	j	i	1										
懿	影	開	三	脂B	去	影	止	j	i	1										
迂	云	合	三	虞	平	影	遇	j	i	1										
於	影	開	三	魚	平	影	遇	j	i	1										
于	云	合	三	虞	平	影	遇	j	i	1										
余	以	開	三	魚	平	以	遇	j	i	4										
盂	云	合	三	虞	平	影	遇	j	i	4										
萸	以	合	三	虞	平	以	遇	j	i	4										
逾	以	合	三	虞	平	以	遇	j	i	6										
渝	以	合	三	虞	平	以	遇	j	i	4										
愉	以	合	三	虞	平	以	遇	j	i	4										
瑜	以	合	三	虞	平	以	遇	j	i	4										
榆	以	合	三	虞	平	以	遇	j	i	4										
餘	以	開	三	魚	平	以	遇	j	i	4										
諛	以	合	三	虞	平	以	遇	j	i	4										
