繁體	简体	吳拼	備註
繇	繇	dʑiʏ²¹³	同「籀」
就	就	dʑiʏ²¹³	
鷲	鹫	dʑiʏ²¹³	
酎	酎	dʑiʏ²¹³	
懤	㤽	dʑiʏ²¹³	
疛	疛	dʑiʏ²¹³	
牰	牰	dʑiʏ²¹³	
舊	旧	dʑiʏ²¹³	
匶	匶	dʑiʏ²¹³	
柩	柩	dʑiʏ²¹³	
牛	牛	ȵiʏ²⁴	文讀
揉	揉	ȵiʏ²⁴	
妞	妞	ȵiʏ²⁴	
原	原	ȵiʏ²⁴	僅限於「原舊」
扭	扭	ȵiʏ²¹³	
鈕	钮	ȵiʏ²¹³	
紐	纽	ȵiʏ²¹³	
狃	狃	ȵiʏ²¹³	
粈	粈	ȵiʏ²¹³	
莥	莥	ȵiʏ²¹³	
炄	炄	ȵiʏ²¹³	
忸	忸	ȵiʏ²¹³	
杻	杻	ȵiʏ²¹³	
糅	糅	ȵiʏ²¹³	
腬	腬	ȵiʏ²¹³	
扭	扭	ʔȵiʏ⁵³	
收	收	ɕiʏ⁵³	
収	收	ɕiʏ⁵³	
修	修	ɕiʏ⁵³	
脩	修	ɕiʏ⁵³	
樇	樇	ɕiʏ⁵³	
羞	羞	ɕiʏ⁵³	
饈	馐	ɕiʏ⁵³	
休	休	ɕiʏ⁵³	
咻	咻	ɕiʏ⁵³	
貅	貅	ɕiʏ⁵³	
鵂	鸺	ɕiʏ⁵³	
庥	庥	ɕiʏ⁵³	
髹	髹	ɕiʏ⁵³	
髤	髤	ɕiʏ⁵³	
烋	烋	ɕiʏ⁵³	
飍	飍	ɕiʏ⁵³	
手	手	ɕiʏ³⁵	
扌	扌	ɕiʏ³⁵	
首	首	ɕiʏ³⁵	
艏	艏	ɕiʏ³⁵	
守	守	ɕiʏ³⁵	
滫	滫	ɕiʏ³⁵	
糔	糔	ɕiʏ³⁵	
醙	醙	ɕiʏ³⁵	
朽	朽	ɕiʏ³⁵	
糗	糗	ɕiʏ³⁵	
殠	殠	ɕiʏ³⁵	
狩	狩	ɕiʏ⁴⁴	
秀	秀	ɕiʏ⁴⁴	
琇	琇	ɕiʏ⁴⁴	
綉	绣	ɕiʏ⁴⁴	
繡	绣	ɕiʏ⁴⁴	
繍	绣	ɕiʏ⁴⁴	
銹	锈	ɕiʏ⁴⁴	
鏽	锈	ɕiʏ⁴⁴	
鏥	锈	ɕiʏ⁴⁴	
蜏	蜏	ɕiʏ⁴⁴	
獸	兽	ɕiʏ⁴⁴	
獣	兽	ɕiʏ⁴⁴	
宿	宿	ɕiʏ⁴⁴	星宿
臭	臭	ɕiʏ⁴⁴	氣味的總稱
嗅	嗅	ɕiʏ⁴⁴	文讀
𧽒	𧽒	ɕiʏ⁴⁴	
齅	齅	ɕiʏ⁴⁴	
溴	溴	ɕiʏ⁴⁴	化學元素
嘼	嘼	ɕiʏ⁴⁴	
珛	珛	ɕiʏ⁴⁴	
柔	柔	ʑiʏ²⁴	
蹂	蹂	ʑiʏ²⁴	
鞣	鞣	ʑiʏ²⁴	
𦎤	𦎤	ʑiʏ²⁴	
鍒	𫔄	ʑiʏ²⁴	
瑈	瑈	ʑiʏ²⁴	
騥	騥	ʑiʏ²⁴	
鰇	鰇	ʑiʏ²⁴	
鶔	鶔	ʑiʏ²⁴	
腬	腬	ʑiʏ²⁴	
葇	葇	ʑiʏ²⁴	
受	受	ʑiʏ²¹³	
禸	禸	ʑiʏ²¹³	
𥠊	𥠊	ʑiʏ²¹³	
糅	糅	ʑiʏ²¹³	
楺	楺	ʑiʏ²¹³	
韖	韖	ʑiʏ²¹³	
沑	沑	ʑiʏ²¹³	
煣	煣	ʑiʏ²¹³	
葇	葇	ʑiʏ²¹³	
輮	𫐓	ʑiʏ²¹³	
璹	璹	ʑiʏ²¹³	
袖	袖	ʑiʏ²¹³	
壽	寿	ʑiʏ²¹³	
授	授	ʑiʏ²¹³	
綬	绶	ʑiʏ²¹³	
由	由	ɦiʏ²⁴	
繇	繇	ɦiʏ²⁴	古同「由」
油	油	ɦiʏ²⁴	
柚	柚	ɦiʏ²⁴	
鈾	铀	ɦiʏ²⁴	化學元素
蚰	蚰	ɦiʏ²⁴	文讀
郵	邮	ɦiʏ²⁴	
秞	秞	ɦiʏ²⁴	
酉	酉	ɦiʏ²⁴	
猶	犹	ɦiʏ²⁴	
猷	猷	ɦiʏ²⁴	
蕕	莸	ɦiʏ²⁴	
尤	尤	ɦiʏ²⁴	
疣	疣	ɦiʏ²⁴	
魷	鱿	ɦiʏ²⁴	
沋	沋	ɦiʏ²⁴	
肬	肬	ɦiʏ²⁴	
訧	訧	ɦiʏ²⁴	
斿	斿	ɦiʏ²⁴	
游	游	ɦiʏ²⁴	
遊	游	ɦiʏ²⁴	
蝣	蝣	ɦiʏ²⁴	
輶	輶	ɦiʏ²⁴	
楢	楢	ɦiʏ²⁴	
𠩚	𠩚	ɦiʏ²⁴	
㾞	㾞	ɦiʏ²⁴	
偤	偤	ɦiʏ²⁴	
鯈	鯈	ɦiʏ²⁴	
浟	浟	ɦiʏ²⁴	
邎	邎	ɦiʏ²⁴	
狖	狖	ɦiʏ²⁴	
腄	腄	ɦiʏ²⁴	
冘	冘	ɦiʏ²⁴	
庮	庮	ɦiʏ²⁴	
櫾	櫾	ɦiʏ²⁴	
鮋	鲉	ɦiʏ²⁴	
有	有	ɦiʏ²¹³	
銪	铕	ɦiʏ²¹³	化學元素
誘	诱	ɦiʏ²¹³	
莠	莠	ɦiʏ²¹³	
䅎	䅎	ɦiʏ²¹³	
右	右	ɦiʏ²¹³	
友	友	ɦiʏ²¹³	
羑	羑	ɦiʏ²¹³	
卣	卣	ɦiʏ²¹³	
牖	牖	ɦiʏ²¹³	
槱	槱	ɦiʏ²¹³	
梄	梄	ɦiʏ²¹³	
丣	丣	ɦiʏ²¹³	
栯	栯	ɦiʏ²¹³	
庮	庮	ɦiʏ²¹³	
祐	祐	ɦiʏ²¹³	
佑	佑	ɦiʏ²¹³	
又	又	ɦiʏ²¹³	文讀
囿	囿	ɦiʏ²¹³	
宥	宥	ɦiʏ²¹³	
侑	侑	ɦiʏ²¹³	
姷	姷	ɦiʏ²¹³	
酭	酭	ɦiʏ²¹³	
鼬	鼬	ɦiʏ²¹³	
釉	釉	ɦiʏ²¹³	
犹	犹	ɦiʏ²¹³	
忧	忧	ɦiʏ²¹³	
褎	褎	ɦiʏ²¹³	
貁	貁	ɦiʏ²¹³	
櫾	櫾	ɦiʏ²¹³	
牰	牰	ɦiʏ²¹³	
蜼	蜼	ɦiʏ²¹³	
優	优	iʏ⁵³	
憂	忧	iʏ⁵³	
耰	耰	iʏ⁵³	
嚘	嚘	iʏ⁵³	
櫌	櫌	iʏ⁵³	
瀀	瀀	iʏ⁵³	
纋	纋	iʏ⁵³	
鄾	鄾	iʏ⁵³	
攸	攸	iʏ⁵³	
悠	悠	iʏ⁵³	
滺	滺	iʏ⁵³	
幽	幽	iʏ⁵³	
呦	呦	iʏ⁵³	
麀	麀	iʏ⁵³	
妋	妋	iʏ⁵³	
怮	怮	iʏ⁵³	
泑	泑	iʏ⁵³	
黝	黝	iʏ³⁵	
蚴	蚴	iʏ³⁵	
懮	懮	iʏ³⁵	
怮	怮	iʏ³⁵	
泑	泑	iʏ³⁵	
眑	眑	iʏ³⁵	
幼	幼	iʏ⁴⁴	
婆	婆	bø²⁴	又音 僅限於「老太婆」
耙	耙	bø²⁴	又音 僅限於「火耙」
耑	耑	tø⁵³	同「端」
端	端	tø⁵³	
鍴	鍴	tø⁵³	
偳	偳	tø⁵³	
竱	𫁟	tø⁵³	
褍	褍	tø⁵³	
短	短	tø³⁵	
鍛	锻	tø⁴⁴	
煅	煅	tø⁴⁴	
碫	碫	tø⁴⁴	
瑖	瑖	tø⁴⁴	
斷	断	tø⁴⁴	決斷
籪	簖	tø⁴⁴	
湍	湍	tʰø⁵³	
䳪	䳪	tʰø⁵³	
煓	煓	tʰø⁵³	
彖	彖	tʰø⁵³	
段	段	tʰø⁵³	僅限於「段頭」「一段路」等
偳	偳	tʰø⁵³	
貒	貒	tʰø⁵³	
疃	疃	tʰø³⁵	
湪	湪	tʰø⁴⁴	
褖	褖	tʰø⁴⁴	
貒	貒	tʰø⁴⁴	
團	团	dø²⁴	
団	团	dø²⁴	
糰	𰪶	dø²⁴	
摶	抟	dø²⁴	
慱	慱	dø²⁴	
漙	漙	dø²⁴	
篿	篿	dø²⁴	
鄟	𫑘	dø²⁴	
鷒	鷒	dø²⁴	
斷	断	dø²¹³	
嫷	嫷	dø²¹³	
鬌	鬌	dø²¹³	
段	段	dø²¹³	
緞	缎	dø²¹³	
𩤣	𩤣	dø²¹³	
腶	腶	dø²¹³	
椴	椴	dø²¹³	
毈	毈	dø²¹³	
囡	囡	nø²⁴	
暖	暖	nø²¹³	
煖	暖	nø²¹³	
煗	暖	nø²¹³	
㬉	㬉	nø²¹³	
餪	𫗬	nø²¹³	
偶	偶	nø²¹³	僅限於「偶湊」
渜	渜	nø²¹³	
偄	偄	nø²¹³	
愞	愞	nø²¹³	
囡	囡	ʔnø⁴⁴	
鸞	鸾	lø²⁴	
巒	峦	lø²⁴	
臠	脔	lø²⁴	
鑾	銮	lø²⁴	
欒	栾	lø²⁴	
灤	滦	lø²⁴	
孌	娈	lø²⁴	
圝	圝	lø²⁴	
圞	𪢮	lø²⁴	
曫	曫	lø²⁴	
羉	羉	lø²⁴	
螺	螺	lø²⁴	兒化變讀 蜓蚰螺
灓	灓	lø²⁴	
卵	卵	lø²¹³	
𤓲	卵	lø²¹³	
簍	篓	lø²¹³	
脟	脟	lø²¹³	
亂	乱	lø²¹³	
郎	郎	lø²¹³	又音 僅限於「兌糖貨郎」
灓	灓	lø²¹³	
碑	碑	pɐɪ⁵³	
卑	卑	pɐɪ⁵³	
萆	萆	pɐɪ⁵³	
悲	悲	pɐɪ⁵³	
杯	杯	pɐɪ⁵³	
𦈧	杯	pɐɪ⁵³	
桮	杯	pɐɪ⁵³	
盃	杯	pɐɪ⁵³	
揹	背	pɐɪ⁵³	
褙	褙	pɐɪ⁵³	
陂	陂	pɐɪ⁵³	
貝	贝	pɐɪ⁵³	
彼	彼	pɐɪ³⁵	白讀
俾	俾	pɐɪ³⁵	
髀	髀	pɐɪ³⁵	
背	背	pɐɪ⁴⁴	
揹	背	pɐɪ⁴⁴	
輩	辈	pɐɪ⁴⁴	
唄	呗	pɐɪ⁴⁴	
狽	狈	pɐɪ⁴⁴	
鋇	钡	pɐɪ⁴⁴	化學元素
䟺	䟺	pɐɪ⁴⁴	
珼	𫞥	pɐɪ⁴⁴	
𦮷	𦮷	pɐɪ⁴⁴	
伂	伂	pɐɪ⁴⁴	
丕	丕	pʰɐɪ⁵³	
坯	坯	pʰɐɪ⁵³	
胚	胚	pʰɐɪ⁵³	
肧	胚	pʰɐɪ⁵³	
邳	邳	pʰɐɪ⁵³	
呸	呸	pʰɐɪ⁵³	
伾	伾	pʰɐɪ⁵³	
岯	岯	pʰɐɪ⁵³	
怌	怌	pʰɐɪ⁵³	
𩵣	𩵣	pʰɐɪ⁵³	
鉟	鉟	pʰɐɪ⁵³	
狉	狉	pʰɐɪ⁵³	
苤	苤	pʰɐɪ⁵³	
豾	豾	pʰɐɪ⁵³	
駓	駓	pʰɐɪ⁵³	
髬	髬	pʰɐɪ⁵³	
瓿	瓿	pʰɐɪ⁵³	
醅	醅	pʰɐɪ⁵³	
俖	俖	pʰɐɪ³⁵	
朏	朏	pʰɐɪ³⁵	
配	配	pʰɐɪ⁴⁴	
嶏	嶏	pʰɐɪ⁴⁴	
㾦	㾦	pʰɐɪ⁴⁴	
沛	沛	pʰɐɪ⁴⁴	
霈	霈	pʰɐɪ⁴⁴	
旆	旆	pʰɐɪ⁴⁴	
轡	辔	pʰɐɪ⁴⁴	
朏	朏	pʰɐɪ⁴⁴	
胐	胐	pʰɐɪ⁴⁴	
培	培	bɐɪ²⁴	
陪	陪	bɐɪ²⁴	
賠	赔	bɐɪ²⁴	
毰	毰	bɐɪ²⁴	
錇	锫	bɐɪ²⁴	化學元素
裴	裴	bɐɪ²⁴	
醅	醅	bɐɪ²⁴	
佩	佩	bɐɪ²⁴	
婄	婄	bɐɪ²⁴	
輫	輫	bɐɪ²⁴	
倍	倍	bɐɪ²¹³	
被	被	bɐɪ²¹³	被迫
蓓	蓓	bɐɪ²¹³	
碚	碚	bɐɪ²¹³	
狴	狴	bɐɪ²¹³	
𩊰	𩊰	bɐɪ²¹³	
琲	琲	bɐɪ²¹³	
悖	悖	bɐɪ²¹³	
誖	悖	bɐɪ²¹³	
備	备	bɐɪ²¹³	
俻	备	bɐɪ²¹³	
鞴	鞴	bɐɪ²¹³	
犕	犕	bɐɪ²¹³	
糒	糒	bɐɪ²¹³	
奰	奰	bɐɪ²¹³	
背	背	bɐɪ²¹³	背誦
偝	偝	bɐɪ²¹³	
鄁	鄁	bɐɪ²¹³	
苝	苝	bɐɪ²¹³	化學用字
焙	焙	bɐɪ²¹³	
𤊷	焙	bɐɪ²¹³	
珮	珮	bɐɪ²¹³	
邶	邶	bɐɪ²¹³	
薜	薜	bɐɪ²¹³	
軷	𫐈	bɐɪ²¹³	
眉	眉	mɐɪ²⁴	文讀
楣	楣	mɐɪ²⁴	
嵋	嵋	mɐɪ²⁴	
鶥	鹛	mɐɪ²⁴	
鎇	镅	mɐɪ²⁴	化學元素
湄	湄	mɐɪ²⁴	
猸	猸	mɐɪ²⁴	
郿	郿	mɐɪ²⁴	
瑂	瑂	mɐɪ²⁴	
葿	葿	mɐɪ²⁴	
睂	睂	mɐɪ²⁴	
梅	梅	mɐɪ²⁴	
楳	梅	mɐɪ²⁴	
槑	梅	mɐɪ²⁴	
莓	莓	mɐɪ²⁴	
脢	脢	mɐɪ²⁴	
栂	栂	mɐɪ²⁴	日語漢字，音同「莓」
枚	枚	mɐɪ²⁴	
玫	玫	mɐɪ²⁴	
溦	溦	mɐɪ²⁴	
黴	霉	mɐɪ²⁴	
霉	霉	mɐɪ²⁴	
酶	酶	mɐɪ²⁴	
媒	媒	mɐɪ²⁴	
煤	煤	mɐɪ²⁴	
禖	禖	mɐɪ²⁴	
腜	腜	mɐɪ²⁴	
謎	謎	mɐɪ²⁴	猜謎子
媚	媚	mɐɪ²⁴	
昧	昧	mɐɪ²⁴	
攗	攗	mɐɪ²⁴	
蘪	蘪	mɐɪ²⁴	
覹	𫌭	mɐɪ²⁴	
矀	矀	mɐɪ²⁴	
塺	塺	mɐɪ²⁴	
脄	脄	mɐɪ²⁴	
美	美	mɐɪ²¹³	
鎂	镁	mɐɪ²¹³	化學元素
每	每	mɐɪ²¹³	
毎	每	mɐɪ²¹³	
鋂	镅	mɐɪ²¹³	化學元素，又稱「鎇」
𪎦	𪎦	mɐɪ²¹³	
媄	媄	mɐɪ²¹³	
媺	媺	mɐɪ²¹³	
渼	渼	mɐɪ²¹³	
挴	挴	mɐɪ²¹³	
潣	𫞗	mɐɪ²¹³	
燘	燘	mɐɪ²¹³	
痗	痗	mɐɪ²¹³	
袂	袂	mɐɪ²¹³	
煝	煝	mɐɪ²¹³	
嚜	嚜	mɐɪ²¹³	
篃	篃	mɐɪ²¹³	
蝞	蝞	mɐɪ²¹³	
鬽	鬽	mɐɪ²¹³	
𤈦	𤈦	mɐɪ²¹³	
𤦛	𤦛	mɐɪ²¹³	
𮔙	𮔙	mɐɪ²¹³	
妹	妹	mɐɪ²¹³	
魅	魅	mɐɪ²¹³	
寐	寐	mɐɪ²¹³	
抺	抺	mɐɪ²¹³	
𥞊	𥞊	mɐɪ²¹³	
眛	眛	mɐɪ²¹³	
沬	沬	mɐɪ²¹³	
𩎟	𩎟	mɐɪ²¹³	
枺	枺	mɐɪ²¹³	
眜	眜	mɐɪ²¹³	
脄	脄	mɐɪ²¹³	
妹	妹	ʔmɐɪ⁴⁴	
否	否	fɐɪ³⁵	否則
𣍐	𠊉	vɐɪ²⁴	
𣍐	𫧃	vɐɪ²⁴	
浮	浮	vɐɪ²¹³	僅限於「浮屍」
堆	堆	tɐɪ⁵³	
塠	塠	tɐɪ⁵³	
嵟	嵟	tɐɪ⁵³	
磓	磓	tɐɪ⁵³	
鴭	鴭	tɐɪ⁵³	
妉	妉	tɐɪ⁵³	
媅	媅	tɐɪ⁵³	
甔	甔	tɐɪ⁵³	
頧	頧	tɐɪ⁵³	
𠡒	𠡒	tɐɪ³⁵	
㨃	㨃	tɐɪ³⁵	
瓭	瓭	tɐɪ³⁵	
衴	衴	tɐɪ³⁵	
謉	𫍷	tɐɪ³⁵	
頧	頧	tɐɪ³⁵	
對	对	tɐɪ⁴⁴	
対	对	tɐɪ⁴⁴	
碓	碓	tɐɪ⁴⁴	
濧	㳔	tɐɪ⁴⁴	
𣝉	𣝉	tɐɪ⁴⁴	
馾	馾	tɐɪ⁴⁴	
祋	祋	tɐɪ⁴⁴	
轛	轛	tɐɪ⁴⁴	
推	推	tʰɐɪ⁵³	
㷟	㷟	tʰɐɪ⁵³	將已宰殺的豬、鷄等用開水燙後去掉毛
煺	煺	tʰɐɪ⁵³	
藬	藬	tʰɐɪ⁵³	
貪	贪	tʰɐɪ⁵³	
胎	胎	tʰɐɪ⁵³	僅限「輪胎」等詞
腿	腿	tʰɐɪ³⁵	
骽	腿	tʰɐɪ³⁵	
嗿	嗿	tʰɐɪ³⁵	
醓	醓	tʰɐɪ³⁵	
襑	襑	tʰɐɪ³⁵	
僓	僓	tʰɐɪ³⁵	
聉	聉	tʰɐɪ³⁵	
脮	脮	tʰɐɪ³⁵	
退	退	tʰɐɪ⁴⁴	
褪	褪	tʰɐɪ⁴⁴	
蛻	蜕	tʰɐɪ⁴⁴	
蜕	蜕	tʰɐɪ⁴⁴	
駾	駾	tʰɐɪ⁴⁴	
探	探	tʰɐɪ⁴⁴	
㶒	𰛩	tʰɐɪ⁴⁴	
僋	僋	tʰɐɪ⁴⁴	
嘆	叹	tʰɐɪ⁴⁴	又音 限「懶嘆氣」
憛	憛	tʰɐɪ⁴⁴	
誩	誩	tʰɐɪ⁴⁴	
娧	娧	tʰɐɪ⁴⁴	
毻	毻	tʰɐɪ⁴⁴	
裞	裞	tʰɐɪ⁴⁴	
頹	颓	dɐɪ²⁴	
頽	颓	dɐɪ²⁴	
穨	颓	dɐɪ²⁴	
蘈	蘈	dɐɪ²⁴	
隤	隤	dɐɪ²⁴	
𧝋	𧝋	dɐɪ²⁴	
魋	魋	dɐɪ²⁴	
蹪	蹪	dɐɪ²⁴	
覃	覃	dɐɪ²⁴	
潭	潭	dɐɪ²⁴	白讀 酒潭
窞	窞	dɐɪ²⁴	窞窞
頭	头	dɐɪ²⁴	兒化變音
橝	橝	dɐɪ²⁴	
蟫	蟫	dɐɪ²⁴	
鐔	镡	dɐɪ²⁴	
墤	墤	dɐɪ²⁴	
尵	尵	dɐɪ²⁴	
陮	陮	dɐɪ²¹³	
紿	绐	dɐɪ²¹³	綳緊的物體由於受壓而鬆弛凹下
禫	禫	dɐɪ²¹³	
黮	黮	dɐɪ²¹³	
倓	倓	dɐɪ²¹³	
贉	𫎫	dɐɪ²¹³	
醰	醰	dɐɪ²¹³	
瀢	瀢	dɐɪ²¹³	
隊	队	dɐɪ²¹³	
兌	兑	dɐɪ²¹³	
兑	兑	dɐɪ²¹³	
𩊭	𩊭	dɐɪ²¹³	
鐓	镦	dɐɪ²¹³	
薱	薱	dɐɪ²¹³	
懟	怼	dɐɪ²¹³	
憝	憝	dɐɪ²¹³	
兊	兊	dɐɪ²¹³	
綐	䌼	dɐɪ²¹³	
憞	憞	dɐɪ²¹³	
譈	譈	dɐɪ²¹³	
瞫	瞫	dɐɪ²¹³	
南	南	nɐɪ²⁴	
楠	楠	nɐɪ²⁴	
枏	楠	nɐɪ²⁴	
柟	楠	nɐɪ²⁴	
喃	喃	nɐɪ²⁴	
諵	諵	nɐɪ²⁴	
男	男	nɐɪ²⁴	
抩	抩	nɐɪ²⁴	
淰	淰	nɐɪ²⁴	
嘫	嘫	nɐɪ²⁴	
餒	馁	nɐɪ²¹³	
娞	娞	nɐɪ²¹³	
鮾	鮾	nɐɪ²¹³	
脮	脮	nɐɪ²¹³	
湳	湳	nɐɪ²¹³	
揇	揇	nɐɪ²¹³	
萳	萳	nɐɪ²¹³	
蝻	蝻	nɐɪ²¹³	
腩	腩	nɐɪ²¹³	鬆軟
耐	耐	nɐɪ²¹³	僅限於「耐心耐相」
內	内	nɐɪ²¹³	
内	内	nɐɪ²¹³	
汭	汭	nɐɪ²¹³	
𤿏	𤿏	nɐɪ²¹³	
婻	婻	nɐɪ²¹³	
妠	妠	nɐɪ²¹³	
雷	雷	lɐɪ²⁴	
靁	靁	lɐɪ²⁴	古同「雷」
𡀂	𡀂	lɐɪ²⁴	
檑	檑	lɐɪ²⁴	
畾	畾	lɐɪ²⁴	
鐳	镭	lɐɪ²⁴	化學元素
𧒜	𧒜	lɐɪ²⁴	
累	累	lɐɪ²⁴	
纍	累	lɐɪ²⁴	
虆	蔂	lɐɪ²⁴	
嫘	嫘	lɐɪ²⁴	
縲	缧	lɐɪ²⁴	
漯	漯	lɐɪ²⁴	
罍	罍	lɐɪ²⁴	
欙	欙	lɐɪ²⁴	
纝	纝	lɐɪ²⁴	
羸	羸	lɐɪ²⁴	
了	了	lɐɪ²⁴	
櫑	櫑	lɐɪ²⁴	
瓃	瓃	lɐɪ²⁴	
轠	𫐙	lɐɪ²⁴	
鑘	鑘	lɐɪ²⁴	
㶟	㶟	lɐɪ²⁴	
儽	儽	lɐɪ²⁴	
樏	樏	lɐɪ²⁴	
鸓	鸓	lɐɪ²⁴	
儡	儡	lɐɪ²¹³	
蕾	蕾	lɐɪ²¹³	
癗	癗	lɐɪ²¹³	
磥	磥	lɐɪ²¹³	
壘	垒	lɐɪ²¹³	
塁	垒	lɐɪ²¹³	
礧	礧	lɐɪ²¹³	
藟	藟	lɐɪ²¹³	
櫐	櫐	lɐɪ²¹³	
蘽	蘽	lɐɪ²¹³	
讄	讄	lɐɪ²¹³	
屢	屡	lɐɪ²¹³	
磊	磊	lɐɪ²¹³	
耒	耒	lɐɪ²¹³	
誄	诔	lɐɪ²¹³	
頛	頛	lɐɪ²¹³	
厽	厽	lɐɪ²¹³	
絫	絫	lɐɪ²¹³	
櫑	櫑	lɐɪ²¹³	
郲	郲	lɐɪ²¹³	
鑘	鑘	lɐɪ²¹³	
樏	樏	lɐɪ²¹³	
㶟	㶟	lɐɪ²¹³	
猚	猚	lɐɪ²¹³	
蜼	蜼	lɐɪ²¹³	
轠	𫐙	lɐɪ²¹³	
鸓	鸓	lɐɪ²¹³	
鰳	鳓	lɐɪ²¹³	
酹	酹	lɐɪ²¹³	
類	类	lɐɪ²¹³	
纇	颣	lɐɪ²¹³	
淚	泪	lɐɪ²¹³	文讀
泪	泪	lɐɪ²¹³	文讀
涙	泪	lɐɪ²¹³	文讀
擂	擂	lɐɪ²¹³	碾
𢺢	𢺢	lɐɪ²¹³	
攂	攂	lɐɪ²¹³	
礌	礌	lɐɪ²¹³	滾動
㔣	㔣	lɐɪ²¹³	滾動
𨀤	𨀤	lɐɪ²¹³	躺
洡	洡	lɐɪ²¹³	
頪	頪	lɐɪ²¹³	
銇	銇	lɐɪ²¹³	
錑	錑	lɐɪ²¹³	
禷	禷	lɐɪ²¹³	
儽	儽	lɐɪ²¹³	
蘱	蘱	lɐɪ²¹³	
瓃	瓃	lɐɪ²¹³	
追	追	tsɐɪ⁵³	
隹	隹	tsɐɪ⁵³	
錐	锥	tsɐɪ⁵³	
椎	椎	tsɐɪ⁵³	
騅	骓	tsɐɪ⁵³	
鵻	鵻	tsɐɪ⁵³	
最	最	tsɐɪ⁵³	
綴	缀	tsɐɪ⁵³	
檇	檇	tsɐɪ⁵³	
嶉	嶉	tsɐɪ⁵³	
脧	脧	tsɐɪ⁵³	
睵	睵	tsɐɪ⁵³	
嗺	嗺	tsɐɪ⁵³	
臇	臇	tsɐɪ⁵³	
腄	腄	tsɐɪ⁵³	
娺	娺	tsɐɪ⁵³	
簪	簪	tsɐɪ⁵³	
簮	簪	tsɐɪ⁵³	
𨯩	𨯩	tsɐɪ⁵³	
鐕	鐕	tsɐɪ⁵³	
䐶	䐶	tsɐɪ⁵³	
篸	𥮾	tsɐɪ⁵³	
昝	昝	tsɐɪ³⁵	
趡	趡	tsɐɪ³⁵	
踓	踓	tsɐɪ³⁵	
嶊	嶊	tsɐɪ³⁵	
洅	洅	tsɐɪ³⁵	
縡	縡	tsɐɪ³⁵	
寁	寁	tsɐɪ³⁵	
篸	𥮾	tsɐɪ⁴⁴	
錣	錣	tsɐɪ⁴⁴	
贅	赘	tsɐɪ⁴⁴	
醉	醉	tsɐɪ⁴⁴	
酔	醉	tsɐɪ⁴⁴	
晬	晬	tsɐɪ⁴⁴	
祽	祽	tsɐɪ⁴⁴	
綷	綷	tsɐɪ⁴⁴	
惴	惴	tsɐɪ⁴⁴	
娷	娷	tsɐɪ⁴⁴	
諈	諈	tsɐɪ⁴⁴	
縡	縡	tsɐɪ⁴⁴	
夎	夎	tsɐɪ⁴⁴	
卂	卂	tsɐɪ⁴⁴	
畷	畷	tsɐɪ⁴⁴	
笍	笍	tsɐɪ⁴⁴	
腏	腏	tsɐɪ⁴⁴	
餟	餟	tsɐɪ⁴⁴	
轛	轛	tsɐɪ⁴⁴	
崔	崔	tsʰɐɪ⁵³	
催	催	tsʰɐɪ⁵³	
摧	摧	tsʰɐɪ⁵³	
磪	磪	tsʰɐɪ⁵³	
蓷	蓷	tsʰɐɪ⁵³	
吹	吹	tsʰɐɪ⁵³	文讀
炊	炊	tsʰɐɪ⁵³	
衰	衰	tsʰɐɪ⁵³	
榱	榱	tsʰɐɪ⁵³	
縗	缞	tsʰɐɪ⁵³	
龡	龡	tsʰɐɪ⁵³	
睵	睵	tsʰɐɪ⁵³	
𢶀	𢶀	tsʰɐɪ³⁵	用力拉
璀	璀	tsʰɐɪ³⁵	
𣯯	𣯯	tsʰɐɪ³⁵	
鏙	鏙	tsʰɐɪ³⁵	
漼	漼	tsʰɐɪ³⁵	
皠	皠	tsʰɐɪ³⁵	
噿	噿	tsʰɐɪ³⁵	
噆	噆	tsʰɐɪ³⁵	
朁	朁	tsʰɐɪ³⁵	
黲	黪	tsʰɐɪ³⁵	
脆	脆	tsʰɐɪ⁴⁴	
脃	脆	tsʰɐɪ⁴⁴	
翠	翠	tsʰɐɪ⁴⁴	
淬	淬	tsʰɐɪ⁴⁴	
倅	倅	tsʰɐɪ⁴⁴	
毳	毳	tsʰɐɪ⁴⁴	
橇	橇	tsʰɐɪ⁴⁴	
𢂕	𢂕	tsʰɐɪ⁴⁴	
湊	凑	tsʰɐɪ⁴⁴	又音
凑	凑	tsʰɐɪ⁴⁴	又音
焠	焠	tsʰɐɪ⁴⁴	
啐	啐	tsʰɐɪ⁴⁴	
韢	韢	tsʰɐɪ⁴⁴	
𪙞	𪙞	tsʰɐɪ⁴⁴	又音 𪙞牙
竁	竁	tsʰɐɪ⁴⁴	
襊	襊	tsʰɐɪ⁴⁴	
膬	膬	tsʰɐɪ⁴⁴	
濢	濢	tsʰɐɪ⁴⁴	
臎	臎	tsʰɐɪ⁴⁴	
⿱咋會	⿱咋会	dzɐɪ²⁴	「咋會」的合音詞，怎麼會
墜	坠	dzɐɪ²¹³	又音
雖	虽	sɐɪ⁵³	
綏	绥	sɐɪ⁵³	
荽	荽	sɐɪ⁵³	
浽	浽	sɐɪ⁵³	
夊	夊	sɐɪ⁵³	
睢	睢	sɐɪ⁵³	
濉	濉	sɐɪ⁵³	
荾	荾	sɐɪ⁵³	
嗺	嗺	sɐɪ⁵³	
眭	眭	sɐɪ⁵³	
奞	奞	sɐɪ⁵³	
