單字	聲紐	攝	韻部	呼	等	聲調	組	(斗山墟) 聲母	(斗山墟) 韻母	(斗山墟) 聲調號	(斗山墟) 聲調名	IPA	備註						
客	溪	梗	庚	開	二	入	見	h	aak	8		hak³							
客	溪	梗	庚	開	二	入	見	h	aak	7		hak⁵	又讀						
課	溪	果	歌	合	一	平	見	f	uo	1(3)		fuɔ³³							
墾	溪	臻	痕	開	一	上	見	h	aan	2		han⁵⁵							
肯	溪	曾	登	開	一	上	見	h	aang	2		haŋ⁵⁵							
坑	溪	梗	庚	開	二	平	見	h	aang	1(3)		haŋ³³							
空	溪	通	東	開	一	平	見	h	ung	1(3)		hʊŋ³³							
孔	溪	通	東	開	一	上	見	k	ung	2		kʰʊŋ⁵⁵							
恐	溪	通	鍾	開	三	上	見	h	ung	2		hʊŋ⁵⁵							
控	溪	江	江	開	二	平	見	h	ung	1(3)		hʊŋ³³							
摳	溪	遇	虞	合	二	平	見												
摳	溪	流	侯	開	三	平	見	k	aau	1(3)		kʰau³³							
口	溪	流	侯	開	一	上	見	h	aau	2		hau⁵⁵							
叩	溪	流	侯	開	一	上	見	k	aau	1(3)		kʰau³³							
寇	溪	流	侯	開	一	去	見	k	aau	1(3)		kʰau³³							
扣	溪	流	侯	開	一	上	見	k	aau	1(3)		kʰau³³							
蔻	曉	流	侯	開	一	去	影	k	aau	1(3)		kʰau³³							
哭	溪	通	東	開	一	入	見	h	uk	8		hʊk³							
哭								h	uk	7		hʊk⁵	又讀						
枯	溪	遇	模	開	一	平	見	k	u	1(3)		kʰu³³							
骷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	k	u	1(3)		kʰu³³							
苦	溪	遇	模	開	一	上	見	f	u	2		fu⁵⁵							
庫	溪	遇	模	開	一	去	見	f	u	1(3)		fu³³							
褲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	f	u	5(6)		fu¹¹							
酷	溪	通	冬	合	一	入	見	h	uk	9		hʊk¹							
夸	溪	假	麻	合	二	平	見	k	aa	1(3)		kʰa³³							
誇	溪	假	麻	合	二	平	見	k	aa	1(3)		kʰa³³							
垮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
跨	溪	假	麻	合	二	平	見	k	aa	1(3)		kʰa³³							
塊	溪	蟹	灰	合	一	去	見	f	aai	1(3)		fai³³							
快	溪	蟹	夬	合	二	去	見	f	aai	1(3)		fai³³							
筷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	f	aai	1(3)		fai³³							
寬	溪	山	寒	合	一	平	見	f	uon	1(3)		fuɔn³³							
款	溪	山	寒	合	一	上	見	f	uon	2		fuɔn⁵⁵							
狂	羣	宕	陽	合	三	平	見	k	ong	4		kʰɔŋ²²							
曠	溪	宕	唐	合	一	去	見	k	ong	1(3)		kʰɔŋ³³							
況	曉	宕	陽	合	三	去	影	f	ong	1(3)		fɔŋ³³							
眶	溪	宕	陽	合	三	平	見	k	ong	1(3)		kʰɔŋ³³							
礦	見	梗	庚	合	二	上	見	k	ong	1(3)		kʰɔŋ³³							
盔	溪	蟹	灰	合	一	平	見	k	uoi	1(3)		kʰuɔi³³							
窺	溪	止	支A	合	三	平	見	k	ui	1(3)		kʰui³³							
虧	溪	止	支B	合	三	平	見	k	ui	1(3)		kʰui³³							
葵	羣	止	脂A	合	三	平	見	k	ui	4		kʰui²²							
逵	羣	止	脂B	合	三	平	見	k	ui	4		kʰui²²							
魁	溪	蟹	灰	合	一	平	見	f	uoi	1(3)		fuɔi³³							
傀	溪	蟹	灰	合	一	上	見												
匱	羣	止	脂B	合	三	去	見	g	ui	5(6)		kui¹¹							
喟	溪	止	脂B	合	三	去	見	v	ui	2		vui¹¹							
愧	見	止	脂B	合	三	去	見	k	ui	1(3)		kʰui³³							
潰	匣	蟹	灰	合	一	去	影	k	ui	2		kʰui⁵⁵							
餽	羣	止	脂B	合	三	去	見												
饋	羣	止	脂B	合	三	去	見												
坤	溪	臻	魂	合	一	平	見	k	un	1(3)		kʰun³³							
崑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	g	un	1(3)		kun³³							
昆	見	臻	魂	合	一	平	見	g	un	1(3)		kun³³							
壼	溪	臻	魂	合	一	上	見												
捆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
綑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
困	溪	臻	魂	合	一	去	見	k	un	1(3)		kʰun³³							
睏	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	f	un	1(3)		fun³³	睏覺，粵語多寫作“瞓覺”						
廓	溪	宕	唐	合	一	入	見	k	ok	8		kʰɔk³							
括	見	山	寒	合	一	入	見	g	aat	7		kat⁵							
擴	匣	宕	唐	合	一	去	影	k	ok	8		kʰɔk³							
闊	溪	山	寒	合	一	入	見	f	uot	8		fuɔt³							
垃	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ep	9		lɛp¹	垃圾lɛp¹ ɬɛp⁵						
拉	來	咸	覃	開	一	入	來	l	aai	1(3)		lai³³							
拉	來	咸	覃	開	一	入	來	l	aa	2		la⁵⁵	阿拉伯、卡拉OK						
喇								l	aa	1(3)		la³³	喇叭la³³ pa⁵⁵						
臘	來	咸	談	開	一	入	來	l	aap	9		lap¹							
蠟	來	咸	談	開	一	入	來	l	aap	9		lap¹							
辣	來	山	寒	開	一	入	來	l	aat	9		lat¹							
來	來	蟹	咍	開	一	平	來	l	uoi	4		luɔi²²							
萊	來	蟹	咍	開	一	平	來	l	uoi	4		luɔi²²							
賴	來	蟹	泰	開	一	去	來	l	aai	5(6)		lai¹¹							
婪	來	咸	覃	開	一	平	來	l	aam	4		lam²²							
嵐	來	咸	覃	開	一	平	來	l	aam	4		lam²²							
攔	來	山	寒	開	一	平	來	l	aan	4		lan²²							
斕	來	山	山	開	二	平	來	l	aan	4		lan²²							
欄	來	山	寒	開	一	平	來	l	aan	4		lan²²							
瀾	來	山	寒	開	一	平	來	l	aan	4		lan²²							
籃	來	咸	談	開	一	平	來	l	aan	5(6)	低變調	lam¹¹	低變調，本調缺失。						
藍	來	咸	談	開	一	平	來	l	aam	4		lam²²							
蘭	來	山	寒	開	一	平	來	l	aan	4		lan²²							
蘭	來	山	寒	開	一	平	來	l	aan	1(3)		lan³³	荷蘭豆						
闌	來	山	寒	開	一	平	來	l	aan	4		lan²²							
懶	來	山	寒	開	一	上	來	l	aan	1(3)	陰平（陰去）	lan³³							
攬	來	咸	談	開	一	上	來	l	aam	2	陰上	lam⁵⁵							
攬								l	aam	5(6)		lam¹¹							
欖	來	咸	談	開	一	上	來	l	aam	2	陰上	lam⁵⁵							
覽	來	咸	談	開	一	上	來	l	aam	5(6)		lam¹¹							
濫	匣	咸	銜	開	二	上	影	l	aam	5(6)		lam¹¹							
爛	來	山	寒	開	一	去	來	l	aan	5(6)		lan¹¹							
纜	來	咸	覃	開	一	上	來	l	aam	5(6)		lam¹¹							
廊	來	宕	唐	開	一	平	來	l	ong	4		lɔŋ²²							
榔	來	宕	唐	開	一	平	來	l	ong	4		lɔŋ²²							
狼	來	宕	唐	開	一	平	來	l	ong	4		lɔŋ²²							
琅	來	宕	唐	開	一	平	來	l	ong	4		lɔŋ²²							
瑯	來	宕	唐	開	一	平	來	l	ong	4		lɔŋ²²							
螂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ong	4		lɔŋ²²							
郎	來	宕	唐	開	一	平	來	l	ong	4		lɔŋ²²							
朗	來	宕	唐	開	一	上	來	l	ong	5(6)		lɔŋ¹¹							
浪	來	宕	唐	開	一	平	來												
浪	來	宕	唐	開	一	去	來	l	ong	5(6)		lɔŋ¹¹							
撈	來	效	豪	開	一	平	來	l	aau	4		lau²²	撈上來						
撈								l	ou	1(3)	陰平（陰去）	lɔu³³	攪拌混合。如撈麵						
撈								l	ou	1(3)	陰平（陰去）	lɔu³³	賺錢曰撈錢						
勞	來	效	豪	開	一	平	來	l	ou	4		lɔu²²							
勞	來	效	豪	開	一	去	來												
牢	來	效	豪	開	一	平	來	l	ou	4		lɔu²²							
老	來	效	豪	開	一	上	來	l	ou	2	陰上	lɔu⁵⁵							
勒	來	曾	登	開	一	入	來	l	aak	9		lak¹							
樂	來	宕	唐	開	一	入	來	l	ok	9		lɔk¹	快樂						
樂	疑	江	江	開	二	入	見	ng	ok	9		ŋɔk¹	音樂						
樂	疑	效	肴	開	二	去	見												
簕								l	aak	8		lak³	刺也						
簕								l	aak	7		lak⁵	簕瓜lak⁵ ka¹¹，即苦瓜。						
纍	來	止	脂A	合	三	平	來	l	ui	5(6)		lui¹¹							
鐳	來	蟹	灰	合	一	平	來	l	ui	4		lui²²							
雷	來	蟹	灰	合	一	平	來	l	ui	4		lui²²							
儡	來	蟹	灰	合	一	平	來	l	ui	5(6)		lui¹¹							
蕾	來	蟹	灰	合	一	上	來	l	ui	5(6)		lui¹¹							
淚	來	止	脂A	合	三	去	來	l	ui	5(6)		lui¹¹							
累	來	止	支A	合	三	去	來	l	ui	5(6)		lui¹¹					飲馬		
累	來	止	支A	合	三	上	來	l	ui	5(6)		lui¹¹							
肋	來	曾	登	開	一	入	來	l	aak	8	下陰入	lak¹							
類	來	止	脂A	合	三	去	來	l	ui	5(6)		lui¹¹							
冷	來	梗	青	開	四	平	來	l	aang	5(6)		laŋ¹¹							
冷								l	aang	3	陰平（陰去）	laŋ³³	白讀						
梨	來	止	脂A	開	三	平	來	l	i	4		li²²							
漓	來	止	支A	開	三	平	來	l	i	4		li²²							
犁	來	蟹	齊	開	四	平	來	l	aai	4		lai²²							
狸	來	止	之	開	三	平	來	l	i	5(6)		li¹¹							
璃	來	止	支A	開	三	平	來	l	i	4		li²²	琉璃						
璃	來	止	支A	開	三	平	來	l	i	2		li⁵⁵	玻璃有puɔ³³ li²²⁵及puɔ⁵⁵ li⁵⁵兩讀。						
籬	來	止	支A	開	三	平	來	l	i	4		li²²							
釐	來	止	之	開	三	平	來	l	i	4		li²²							
離	來	止	支A	開	三	平	來	l	i	4		li²²							
驪	來	止	支A	開	三	平	來												
鸝	來	止	支A	開	三	平	來												
黎	來	蟹	齊	開	四	平	來	l	aai	4		lai²²							
李	來	止	之	開	三	上	來	l	i	2	陰上	li⁵⁵							
理	來	止	之	開	三	上	來	l	i	5(6)		li¹¹							
禮	來	蟹	齊	開	四	上	來	l	aai	5(6)		lai¹¹							
裏	來	止	之	開	三	上	來	l	i	2	陰上	li⁵⁵	陰上						
裡								l	i	2	陰上	li⁵⁵	陰上						
里	來	止	之	開	三	上	來	l	i	5(6)	陽上（陽去）	li¹¹	陽上（陽去）						
鯉	來	止	之	開	三	上	來	l	i	5(6)		li¹¹							
例	來	蟹	祭A	開	三	去	來	l	aai	5(6)		lai¹¹							
俐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	i	5(6)		li¹¹							
利	來	止	脂A	開	三	去	來	l	i	5(6)		li¹¹							
力	來	曾	蒸	開	三	入	來	l	ik	9		lɪk¹							
勵	來	蟹	祭A	開	三	去	來	l	aai	5(6)		lai¹¹							
厲	來	蟹	祭A	開	三	去	來	l	aai	5(6)		lai¹¹							
曆	來	梗	青	開	四	入	來	l	ik	9		lɪk¹							
歷	來	梗	青	開	四	入	來	l	ik	9		lɪk¹							
瀝	來	梗	青	開	四	入	來												
瀝								l	iek	9		liɛk¹	大瀝，地名				瀝乾		
痢	來	止	脂A	開	三	去	來	l	i	5(6)		li¹¹							
立	來	深	侵A	開	三	入	來	l	ep	9		lɛp¹							
笠	來	深	侵A	開	三	入	來	l	ep	7	上陰入	lɛp⁵							
粒	來	深	侵A	開	三	入	來	l	ep	7	上陰入	lɛp⁵							
粒								l	ep	8	下陰入	lɛp³	又讀						
苙	羣	深	侵B	開	三	入	見												
莉	澄	止	脂B	開	三	平	知	l	i	5(6)		li¹¹							
蠣	來	蟹	祭A	開	三	去	來	l	aai	5(6)		lai¹¹							
隸	來	蟹	齊	開	四	去	來	l	aai	5(6)		lai¹¹							
麗	來	止	支A	開	三	平	來	l	aai	5(6)		lai¹¹							
倆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ieng	2	陰上	liɛŋ⁵⁵							
廉	來	咸	鹽A	開	三	平	來	l	em	4		lɛm²²							
憐	來	山	先	開	四	平	來	l	en	4		lɛn²²							
漣	來	山	仙A	開	三	平	來	l	en	4		lɛn²²							
簾	來	咸	鹽A	開	三	平	來	l	em	4		lɛm²²							
聯	來	山	仙A	開	三	平	來	l	un	4		lun²²							
蓮	來	山	先	開	四	平	來	l	en	4		lɛn²²							
連	來	山	仙A	開	三	平	來	l	en	4		lɛn²²							
鐮	來	咸	鹽A	開	三	平	來	l	em	4		lɛm²²							
臉	清	咸	鹽A	開	三	平	精	l	em	5(6)		lɛm¹¹							
戀	來	山	仙A	合	三	去	來	l	un	2	陰上	lun⁵⁵							
斂	來	咸	鹽A	開	三	上	來	l	em	5(6)		lɛm¹¹							
殮	來	咸	鹽A	開	三	去	來	l	em	5(6)		lɛm¹¹							
煉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	en	5(6)		lɛn¹¹							
練	來	山	先	開	四	去	來	l	en	5(6)		lɛn¹¹							
鍊	來	山	先	開	四	去	來	l	en	5(6)		lɛn¹¹							
鏈	徹	山	仙B	開	三	平	知	l	en	5(6)		lɛn¹¹							
梁	來	宕	陽	開	三	平	來	l	ieng	4		liɛŋ²²							
涼	來	宕	陽	開	三	平	來	l	ieng	4		liɛŋ²²							
粱	來	宕	陽	開	三	平	來	l	ieng	4		liɛŋ²²							
糧	來	宕	陽	開	三	平	來	l	ieng	4		liɛŋ²²							
良	來	宕	陽	開	三	平	來	l	ieng	4		liɛŋ²²							
兩	來	宕	陽	開	三	上	來	l	ieng	2	陰上	liɛŋ⁵⁵							
亮	來	宕	陽	開	三	去	來	l	ieng	5(6)		liɛŋ¹¹							
晾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ong	5(6)		lɔŋ¹¹	晾衫						
諒	來	宕	陽	開	三	去	來	l	ieng	5(6)		liɛŋ¹¹							
輛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ieng	4		liɛŋ²²							
量	來	宕	陽	開	三	平	來	l	ieng	4		liɛŋ²²	測量						
量	來	宕	陽	開	三	去	來	l	ieng	5(6)		liɛŋ¹¹	數量						
僚	來	效	蕭	開	四	平	來	l	iu	4		liu²²							
嘹	來	效	蕭	開	四	平	來												
寥	來	效	蕭	開	四	平	來	l	iu	4		liu²²							
寮	來	效	蕭	開	四	平	來	l	iu	4		liu²²							
撩	來	效	蕭	開	四	平	來												
撩	來	效	蕭	開	四	上	來	l	iu	2	陰上	liu⁵⁵	撩開						
燎	來	效	宵A	開	三	平	來	l	iu	4		liu²²							
療	來	效	宵A	開	三	去	來	l	iu	4		liu²²							
繚	來	效	蕭	開	四	平	來	l	iu	4		liu²²							
聊	來	效	蕭	開	四	平	來	l	iu	4		liu²²							
遼	來	效	蕭	開	四	平	來	l	iu	4		liu²²							
了	來	效	蕭	開	四	上	來	l	iu	2	陰上	liu⁵⁵							
潦	來	效	豪	開	一	上	來	l	ou	5(6)		lɔu¹¹	潦草lɔu¹¹ tʰɔu⁵⁵						
廖	來	效	蕭	開	四	平	來	l	iu	5(6)		liu¹¹							
蓼	來	效	蕭	開	四	上	來	l	iu	5(6)		liu¹¹	辣蓼讀lat¹ niu¹¹						
料	來	效	蕭	開	四	平	來	l	iu	5(6)		liu¹¹							
瞭	來	效	蕭	開	四	平	來						瞭望						
瞭	來	效	蕭	開	四	上	來												
列	知	遇	虞	合	三	平	知												
列	來	山	仙A	開	三	入	來	l	et	9		lɛt¹							
劣	來	山	仙A	合	三	入	來	l	ut	7	上陰入	lut¹	上陰入						
烈	來	山	仙A	開	三	入	來	l	et	9		lɛt¹							
獵	來	咸	鹽A	開	三	入	來	l	ep	9									
裂	來	山	仙A	開	三	入	來	l	et	8	下陰入	lɛt³	下陰入						
林	來	深	侵A	開	三	平	來	l	em	4		lɛm²²							
淋	來	深	侵A	開	三	平	來	l	em	4		lɛm²²							
琳	來	深	侵A	開	三	平	來	l	em	4		lɛm²²							
磷	來	臻	真A	開	三	平	來	l	en	4		lɛn²²							
臨	來	深	侵A	開	三	平	來	l	em	4		lɛm²²							
遴	來	臻	真A	開	三	去	來	l	en	4		lɛn²²							
鄰	來	臻	真A	開	三	平	來	l	en	4		lɛn²²							
霖	來	深	侵A	開	三	平	來	l	em	4		lɛm²²							
鱗	來	臻	真A	開	三	平	來	l	en	4		lɛn²²							
麟	來	臻	真A	開	三	平	來	l	en	4		lɛn²²							
凌	來	曾	蒸	開	三	平	來	l	ing	4		lɪŋ²²							
玲	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²							
羚	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²							
聆	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²							
菱	來	曾	蒸	開	三	平	來	l	ing	4		lɪŋ²²	菱形						
菱								l	en	4		lɛn²²	菱角						
蛉	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²							
鈴	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²	文讀						
鈴								l	ieng	5(6)	低變調	liɛŋ¹¹	白讀，低變調。						
陵	來	曾	蒸	開	三	平	來	l	ing	4		lɪŋ²²							
零	來	山	先	開	三	平	來	l	ing	4		lɪŋ²²	零落						
零	來	山	先	開	四	平	來	l	ieng	4		liɛŋ²²	數字零						
靈	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²	文讀						
靈								l	ieng	4		liɛŋ²²	白讀						
齡	來	梗	青	開	四	平	來	l	ing	4		lɪŋ²²							
嶺	來	梗	清A	開	三	上	來	l	ieng	5(6)		liɛŋ¹¹							
令	來	山	仙A	開	三	平	來												
令	來	梗	清	開	三	去	來	l	ing	5(6)		lɪŋ¹¹							
令	來	梗	青	開	四	去	來	l	ing	5(6)		lɪŋ¹¹							
另	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ing	5(6)		lɪŋ¹¹	文讀						
另								l	ieng	5(6)		liɛŋ¹¹	白讀						
劉	來	流	尤	開	三	平	來	l	iu	4		liu²²							
榴	來	流	尤	開	三	平	來	l	iu	4		liu²²							
流	來	流	尤	開	三	平	來	l	iu	4		liu²²							
瀏	來	流	尤	開	三	平	來	l	iu	4		liu²²							
琉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	iu	4		liu²²							
留	來	流	尤	開	三	平	來	l	iu	4		liu²²							
瘤	來	流	尤	開	三	平	來	l	iu	4		liu²²							
硫	來	流	尤	開	三	平	來	l	iu	4		liu²²							
柳	來	流	尤	開	三	上	來	l	iu	5(6)		liu¹¹							
六	來	通	東	開	三	入	來	l	uk	9		lʊk¹							
碌	來	通	東	開	一	入	來	l	uk	7	上陰入	lʊk⁵							
嚨	來	通	東	開	一	平	來												
朧	來	通	東	開	一	平	來	l	ung	4		lʊŋ²²							
瓏	來	通	東	開	一	平	來	l	ung	4		lʊŋ²²							
窿	來	通	東	開	三	平	來	l	ung	2	陰上	lʊŋ⁵⁵							
籠	來	通	東	開	一	平	來	l	ung	4		lʊŋ²²	文讀						
籠	來	通	東	開	一	平	來	l	ung	5(6)	低變調	lʊŋ¹¹	白讀						
聾	來	通	東	開	一	平	來	l	ung	4		lʊŋ²²							
隆	來	通	東	開	三	平	來	l	ung	4		lʊŋ²²							
龍	來	通	鍾	開	三	平	來	l	ung	4		lʊŋ²²							
壟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ung	5(6)		lʊŋ¹¹							
攏	來	通	東	開	一	上	來	l	ung	2	陰上	lʊŋ⁵⁵	靠攏						
隴	來	通	鍾	開	三	上	來	l	ung	5(6)		lʊŋ¹¹							
樓	來	流	侯	開	一	平	來	l	aau	4		lau²²							
漏	來	流	侯	開	一	去	來	l	aau	5(6)		lau¹¹							
陋	來	流	侯	開	一	去	來	l	aau	5(6)		lau¹¹							
廬	來	遇	魚	開	三	平	來	l	u	4		lu²²							
爐	來	遇	模	開	一	平	來	l	u	4		lu²²							
盧	來	遇	模	開	一	平	來	l	u	4		lu²²							
蘆	來	遇	魚	開	三	平	來	l	u	4		lu²²							
顱	來	遇	模	開	一	平	來	l	u	4		lu²²							
驢	來	遇	魚	開	三	平	來	l	u	4		lu²²							
侶	來	遇	魚	開	三	上	來	l	ui	5(6)		lui¹¹							
呂	來	遇	魚	開	三	上	來	l	ui	5(6)		lui¹¹							
屢	來	遇	虞	合	三	去	來	l	ui	5(6)		lui¹¹							
履	來	止	脂A	開	三	上	來	l	i	5(6)		li²²							
擄	來	遇	模	開	一	上	來	l	u	5(6)		lu¹¹							
旅	來	遇	魚	開	三	上	來	l	ui	5(6)		lui¹¹							
櫓	來	遇	模	開	一	上	來	l	u	2		lu²²							
滷	來	遇	模	開	一	上	來	l	u	5(6)		lu¹¹							
滷								l	uo	2	陰上	luɔ⁵⁵	滷水、滷鵝						
縷	來	遇	虞	合	三	上	來	l	ui	5(6)		lui¹¹							
虜	來	遇	模	開	一	上	來	l	u	2		lu²²							
鋁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ui	5(6)		lui¹¹							
魯	來	遇	模	開	一	上	來	l	u	5(6)		lu¹¹							
律	來	臻	真A	合	三	入	來	l	ut	5(6)		lut¹							
慮	來	遇	魚	開	三	去	來	l	ui	5(6)		lui¹¹							
氯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	uk	9		lʊk¹							
漉	來	通	東	開	一	入	來	l	uk	9		lʊk¹							
濾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	ui	5(6)		lui¹¹							
率	生	止	脂B	合	三	去	莊												
率								l	ut	9		lut¹	效率						
率	生	臻	諄	合	三	入	莊	lh	ut	7		ɬut⁵	率領						
綠	來	通	鍾	開	三	入	來	l	uk	9		lʊk¹							
路	來	遇	模	開	一	去	來	l	u	5(6)		lu¹¹							
錄	來	通	鍾	開	三	入	來	l	uk	9		lʊk¹							
陸	來	通	東	開	三	入	來	l	uk	9		lʊk¹							
露	來	遇	模	開	一	去	來	l	u	5(6)		lu¹¹							
鹿	來	通	東	開	一	入	來	l	uk	9		lʊk¹							
卵	來	山	寒	合	一	上	來	l	uon	2	陰上	luɔn⁵⁵							
亂	來	山	寒	合	一	去	來	l	uon	5(6)		luɔn¹¹							
掠	來	宕	陽	開	三	去	來	l	iek	9		liɛk¹							
略	來	宕	陽	開	三	入	來	l	iek	9		liɛk¹							
倫	來	臻	真A	合	三	平	來	l	un	4		lun²²							
圇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	un	4		lun²²							
崙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	l	un	4		lun²²							
掄	來	臻	真A	合	三	平	來												
淪	來	臻	真A	合	三	平	來	l	un	4		lun²²							
綸	來	臻	真A	合	三	平	來	l	un	4		lun²²							
輪	來	臻	真A	合	三	平	來	l	un	4		lun²²							
論	來	臻	魂	合	一	平	來												
論	來	臻	魂	合	一	去	來	l	un	5(6)		lun¹¹							
籮	來	果	歌	開	一	平	來	l	uo	4		luɔ²²							
羅	來	果	歌	開	一	平	來	l	uo	4		luɔ²²							
蘿	來	果	歌	開	一	平	來	l	uo	4		luɔ²²							
螺	來	果	歌	合	一	平	來	l	uo	4		luɔ²²	田螺、螺絲批						
螺	來	果	歌	合	一	平	來	l	uo	5(6)	低變調	luɔ¹¹	常用。潺螺蟲（大蝸牛）						
邏	來	果	歌	開	一	去	來	l	uo	4		luɔ²²							
邏								l	uo	5(6)	低變調	luɔ¹¹	古邏村，地名						
鑼	來	果	歌	開	一	平	來	l	uo	4		luɔ²²							
裸	來	果	歌	合	一	上	來	l	uo	2	陰上	luɔ⁵⁵							
洛	來	宕	唐	開	一	入	來	l	ok	7	上陰入	lɔk⁵							
烙	來	宕	唐	開	一	入	來	l	ok	7	上陰入	lɔk⁵							
絡	來	宕	唐	開	一	入	來	l	ok	7	上陰入	lɔk⁵							
落	來	宕	唐	開	一	入	來	l	ok	9		lɔk¹							
駱	來	宕	唐	開	一	入	來	l	ok	7	上陰入	lɔk⁵							
嗎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m	aa	1(3)		ma³³	語氣助詞						
嗎								m	aa	2		ma⁵⁵	嗎啡ma⁵⁵ fiɛ⁵⁵						
媽	明	遇	模	開	一	上	幫	m	aa	2	陰上	ma⁵⁵	阿媽						
痲	明	假	麻	開	二	平	幫	m	aa	4		ma²²							
麻	明	假	麻	開	二	平	幫	m	aa	4		ma²²							
麼	明	果	歌	開	一	上	幫	m	uo	2		muɔ⁵⁵							
瑪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m	aa	5(6)		ma¹¹							
碼	明	假	麻	開	二	上	幫	m	aa	5(6)		ma¹¹							
螞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m	aa	5(6)		ma¹¹							
馬	明	假	麻	開	二	上	幫	m	aa	5(6)		ma¹¹							
罵	明	假	麻	開	二	上	幫	m	aa	5(6)		ma¹¹							
埋	明	蟹	皆	開	二	平	幫	m	aai	4		mai²²							
霾	明	蟹	皆	開	二	平	幫	m	aai	4		mai²²							
買	明	蟹	佳	開	二	上	幫	m	aai	1(3)	陰平（陰去）	mai³³							
賣	明	蟹	佳	開	二	去	幫	m	aai	5(6)		mai¹¹							
邁	明	蟹	夬	開	二	去	幫	m	aai	5(6)		mai¹¹							
麥	明	梗	耕	開	二	入	幫	m	aak	9		mak¹							
瞞	明	山	寒	開	一	平	幫	m	uon	4		muɔn²²							
蠻	明	山	刪	開	二	平	幫	m	aan	4		man²²							
蹣	並	山	桓	合	一	平	幫												
蹣	明	山	桓	合	一	平	幫	m	uon	4		muɔn²²							
饅	明	山	寒	開	一	平	幫	m	aan	5(6)		man¹¹							
鰻	明	山	寒	開	一	平	幫	m	aan	5(6)		man¹¹							
滿	明	山	寒	開	一	上	幫	m	uon	2	陰上	muɔn⁵⁵							
幔	明	山	寒	開	一	去	幫	m	aan	5(6)		man¹¹							
慢	明	山	刪	開	二	去	幫	m	aan	5(6)		man¹¹							
曼	明	山	寒	開	一	平	幫	m	aan	5(6)		man¹¹							
漫	明	山	寒	開	一	去	幫	m	aan	5(6)		man¹¹							
蔓	明	山	寒	開	一	平	幫	m	aan	5(6)		man¹¹							
蔓	明	山	元	合	三	去	幫												
忙	明	宕	唐	開	一	平	幫	m	ong	4		mɔŋ²²							
盲	明	梗	庚	開	二	平	幫	m	aang	4		maŋ²²							
芒	明	宕	陽	合	三	平	幫	m	ong	4		mɔŋ²²	光芒						
芒								m	ong	1(3)		mɔŋ³³	芒果						
茫	明	宕	唐	開	一	平	幫	m	ong	4		mɔŋ²²							
貓	明	效	宵B	開	三	平	幫	m	iu	2	陰上	miu⁵⁵							
毛	明	效	豪	開	一	平	幫	m	ou	4									
矛	明	流	尤	合	三	平	幫	m	aau	4		mau²²							
茅	明	效	肴	開	二	平	幫	m	aau	4		mau²²							
錨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m	aau	5(6)	低變調	mau¹¹							
卯	明	效	肴	開	二	上	幫	m	aau	5(6)		mau¹¹							
冒	明	曾	登	開	一	入	幫												
冒	明	效	豪	開	一	去	幫	m	ou	5(6)		mɔu¹¹							
帽	明	效	豪	開	一	去	幫	m	ou	5(6)		mɔu¹¹							
茂	明	流	侯	開	一	去	幫	m	aau	5(6)		mau¹¹							
