繁体字	简体字	国际音标	吴语拼音	备注	调类	调值					
凍	冻	toŋ423	ton5		5	423		t	on	t	oŋ
棟	栋	toŋ423	ton5		5	423		t	on	t	oŋ
通	通	tʰoŋ53	thon1		1	53		th	on	tʰ	oŋ
桶	桶	doŋ31	don4		4	31		d	on	d	oŋ
痛	痛	tʰoŋ423	thon5		5	423		th	on	tʰ	oŋ
同	同	doŋ24	don2		2	24		d	on	d	oŋ
銅	铜	doŋ24	don2		2	24		d	on	d	oŋ
童	童	doŋ24	don2		2	24		d	on	d	oŋ
動	动	doŋ31	don4		4	31		d	on	d	oŋ
洞	洞	doŋ213	don6		6	213		d	on	d	oŋ
籠	笼	loŋ24	lon2		2	24		l	on	l	oŋ
聾	聋	loŋ24	lon2		2	24		l	on	l	oŋ
攏	拢	loŋ31	lon4		4	31		l	on	l	oŋ
弄	弄	loŋ213	lon6		6	213		l	on	l	oŋ
總	总	tsoŋ44	tson3		3	44		ts	on	ts	oŋ
粽	粽	tsoŋ423	tson5		5	423		ts	on	ts	oŋ
聰	聪	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
蔥	葱	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
囪	囱	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
叢	丛	dzoŋ24	dzon2		2	24		dz	on	dz	oŋ
送	送	soŋ423	son5		5	423		s	on	s	oŋ
公	公	koŋ53	kon1		1	53		k	on	k	oŋ
工	工	koŋ53	kon1		1	53		k	on	k	oŋ
功	功	koŋ53	kon1		1	53		k	on	k	oŋ
攻	攻	koŋ53	kon1		1	53		k	on	k	oŋ
貢	贡	koŋ423	kon5		5	423		k	on	k	oŋ
空	空	kʰoŋ53	khon1		1	53		kh	on	kʰ	oŋ
孔	孔	kʰoŋ44	khon3		3	44		kh	on	kʰ	oŋ
控	控	kʰoŋ423	khon5		5	423		kh	on	kʰ	oŋ
空	空	kʰoŋ423	khon5		5	423		kh	on	kʰ	oŋ
烘	烘	hoŋ53	hon1	【文读】	1	53		h	on	h	oŋ
烘	烘	hŋ̍53	hng1	【白读】	1	53		h	ng	h	ŋ̍
哄	哄	hoŋ53	hon1	~堂大笑。	1	53		h	on	h	oŋ
哄	哄	hoŋ44	hon3	~骗。	3	44		h	on	h	oŋ
哄	哄	hoŋ423	hon5	起~。	5	423		h	on	h	oŋ
紅	红	ɦoŋ24	ghon2	【文读】	2	24		gh	on	ɦ	oŋ
紅	红	ŋ̍24	ng2	【白读】	2	24			ng		ŋ̍
洪	洪	ɦoŋ24	ghon2	【文读】	2	24		gh	on	ɦ	oŋ
洪	洪	ŋ̍24	ng2	【白读】	2	24			ng		ŋ̍
鴻	鸿	ɦoŋ24	ghon2	【文读】	2	24		gh	on	ɦ	oŋ
鴻	鸿	ŋ̍24	ng2	【白读】	2	24			ng		ŋ̍
虹	虹	ɦoŋ24	ghon2	【文读】	2	24		gh	on	ɦ	oŋ
虹	虹	ŋ̍24	ng2	【白读】	2	24			ng		ŋ̍
翁	翁	oŋ53	on1	【文读】	1	53			on		oŋ
翁	翁	ŋ̍53	ng1	【白读】	1	53			ng		ŋ̍
撲	扑	pʰoʔ5	phoq7		7	5		ph	oq	pʰ	oʔ
僕	仆	pʰoʔ5	phoq7	~倒。	7	5		ph	oq	pʰ	oʔ
僕	仆	boʔ23	boq8	~人。	8	23		b	oq	b	oʔ
木	木	mɔʔ23	maoq8		8	23		m	aoq	m	ɔʔ
禿	秃	tʰoʔ5	thoq7		7	5		th	oq	tʰ	oʔ
獨	独	doʔ23	doq8		8	23		d	oq	d	oʔ
讀	读	doʔ23	doq8	~书。	8	23		d	oq	d	oʔ
讀	读	dᴇ213	dei6	句~。	6	213		d	ei	d	ᴇ
鹿	鹿	loʔ23	loq8		8	23		l	oq	l	oʔ
祿	禄	loʔ23	loq8		8	23		l	oq	l	oʔ
族	族	dzoʔ23	dzoq8		8	23		dz	oq	dz	oʔ
速	速	soʔ5	soq7		7	5		s	oq	s	oʔ
谷	谷	koʔ5	koq7	山~。	7	5		k	oq	k	oʔ
谷	谷	ɦioʔ23	yoq8	吐~浑。	8	23		y	oq	ɦ	ioʔ
穀	谷	koʔ5	koq7	稻~。	7	5		k	oq	k	oʔ
哭	哭	kʰoʔ5	khoq7		7	5		kh	oq	kʰ	oʔ
屋	屋	oʔ5	oq7		7	5			oq		oʔ
屋	屋	uoʔ5	uoq7	~里。	7	5			uoq		uoʔ
冬	冬	toŋ53	ton1		1	53		t	on	t	oŋ
統	统	tʰoŋ44	thon3		3	44		th	on	tʰ	oŋ
儂	侬	nᴇ̃213	nen6	第二人称单数。	6	213		n	en	n	ᴇ̃
儂	侬	noŋ24	non2	吴~软语。	2	24		n	on	n	oŋ
農	农	noŋ24	non2		2	24		n	on	n	oŋ
膿	脓	noŋ24	non2		2	24		n	on	n	oŋ
宗	宗	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
綜	综	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
鬆	松	soŋ53	son1	~紧；放~；肉~。	1	53		s	on	s	oŋ
宋	宋	soŋ423	son5		5	423		s	on	s	oŋ
沃	沃	uɔʔ5	uaoq7		7	5			uaoq		uɔʔ
督	督	toʔ5	toq7		7	5		t	oq	t	oʔ
篤	笃	toʔ5	toq7		7	5		t	oq	t	oʔ
毒	毒	doʔ23	doq8		8	23		d	oq	d	oʔ
酷	酷	kʰoʔ5	khoq7		7	5		kh	oq	kʰ	oʔ
風	风	foŋ53	fon1		1	53		f	on	f	oŋ
瘋	疯	foŋ53	fon1		1	53		f	on	f	oŋ
諷	讽	foŋ423	fon5		5	423		f	on	f	oŋ
豐	丰	foŋ53	fon1		1	53		f	on	f	oŋ
豐	丰	voŋ24	von2	兆~花园（上海市中山公园的口语说法）。	2	24		v	on	v	oŋ
馮	冯	voŋ24	von2		2	24		v	on	v	oŋ
鳳	凤	voŋ213	von6		6	213		v	on	v	oŋ
鳳	凤	boŋ213	bon6	~仙花。	6	213		b	on	b	oŋ
夢	梦	mɒ̃213	maon6	【白读】	6	213		m	aon	m	ɒ̃
夢	梦	moŋ213	mon6	【文读】	6	213		m	on	m	oŋ
隆	隆	loŋ24	lon2		2	24		l	on	l	oŋ
中	中	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
中	中	tsoŋ423	tson5	射~。	5	423		ts	on	ts	oŋ
忠	忠	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
蟲	虫	dzoŋ24	dzon2		2	24		dz	on	dz	oŋ
仲	仲	dzoŋ213	dzon6		6	213		dz	on	dz	oŋ
崇	崇	dzoŋ24	dzon2		2	24		dz	on	dz	oŋ
終	终	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
眾	众	tsoŋ423	tson5		5	423		ts	on	ts	oŋ
充	充	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
絨	绒	ȵioŋ24	gnion2		2	24		gn	ion	ȵ	ioŋ
弓	弓	tɕioŋ53	cion1		1	53		c	ion	tɕ	ioŋ
躬	躬	koŋ53	kon1		1	53		k	on	k	oŋ
宮	宫	koŋ53	kon1		1	53		k	on	k	oŋ
窮	穷	dʑioŋ24	jion2		2	24		j	ion	dʑ	ioŋ
熊	熊	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
雄	雄	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
福	福	foʔ5	foq7		7	5		f	oq	f	oʔ
復	复	voʔ23	voq8	~兴。	8	23		v	oq	v	oʔ
複	复	foʔ5	foq7	重~。	7	5		f	oq	f	oʔ
復	复	vᴇ213	vei6	【文读】唧唧~唧唧。	6	213		v	ei	v	ᴇ
腹	腹	foʔ5	foq7		7	5		f	oq	f	oʔ
覆	覆	foʔ5	foq7		7	5		f	oq	f	oʔ
服	服	voʔ23	voq8		8	23		v	oq	v	oʔ
伏	伏	voʔ23	voq8		8	23		v	oq	v	oʔ
目	目	mɔʔ23	maoq8		8	23		m	aoq	m	ɔʔ
牧	牧	mɔʔ23	maoq8		8	23		m	aoq	m	ɔʔ
六	六	loʔ23	loq8		8	23		l	oq	l	oʔ
陸	陆	loʔ23	loq8		8	23		l	oq	l	oʔ
肅	肃	soʔ5	soq7		7	5		s	oq	s	oʔ
宿	宿	soʔ5	soq7		7	5		s	oq	s	oʔ
竹	竹	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
築	筑	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
畜	畜	tsʰoʔ5	tshoq7	~牲。	7	5		tsh	oq	tsʰ	oʔ
逐	逐	dzoʔ23	dzoq8		8	23		dz	oq	dz	oʔ
軸	轴	dʑioʔ23	jioq8		8	23		j	ioq	dʑ	ioʔ
縮	缩	sɔʔ5	saoq7		7	5		s	aoq	s	ɔʔ
矗	矗	tsʰoʔ5	tshoq7		7	5		tsh	oq	tsʰ	oʔ
祝	祝	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
粥	粥	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
叔	叔	soʔ5	soq7		7	5		s	oq	s	oʔ
熟	熟	zoʔ23	zoq8		8	23		z	oq	z	oʔ
肉	肉	ȵioʔ23	gnioq8		8	23		gn	ioq	ȵ	ioʔ
菊	菊	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
麴	麴	tɕʰioʔ5	chioq7		7	5		ch	ioq	tɕʰ	ioʔ
畜	畜	ɕioʔ5	shioq7	~牧业。	7	5		sh	ioq	ɕ	ioʔ
蓄	蓄	ɕioʔ5	shioq7		7	5		sh	ioq	ɕ	ioʔ
育	育	ɦioʔ23	yoq8		8	23		y	oq	ɦ	ioʔ
育	育	ȵioʔ23	gnioq8	养~巷（江苏苏州地名）。	8	23		gn	ioq	ȵ	ioʔ
葑	葑	fu53	fu1	~门（苏州城门）。	1	53		f	u	f	u
葑	葑	foŋ53	fon1		1	53		f	on	f	oŋ
封	封	foŋ53	fon1		1	53		f	on	f	oŋ
峰	峰	foŋ53	fon1		1	53		f	on	f	oŋ
鋒	锋	foŋ53	fon1		1	53		f	on	f	oŋ
蜂	蜂	foŋ53	fon1		1	53		f	on	f	oŋ
捧	捧	pʰoŋ44	phon3		3	44		ph	on	pʰ	oŋ
逢	逢	voŋ24	von2		2	24		v	on	v	oŋ
縫	缝	voŋ24	von2	裁~。	2	24		v	on	v	oŋ
縫	缝	voŋ213	von6	一条~。	6	213		v	on	v	oŋ
奉	奉	voŋ31	von4		4	31		v	on	v	oŋ
濃	浓	ȵioŋ24	gnion2		2	24		gn	ion	ȵ	ioŋ
龍	龙	loŋ24	lon2		2	24		l	on	l	oŋ
踪	踪	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
縱	纵	tsoŋ423	tson5		5	423		ts	on	ts	oŋ
從	从	dzoŋ24	dzon2		2	24		dz	on	dz	oŋ
從	从	tsʰoŋ53	tshon1	~容。	1	53		tsh	on	tsʰ	oŋ
松	松	soŋ53	son1	~树。	1	53		s	on	s	oŋ
松	松	soŋ53	son1	~江（上海地名）；~阳（浙江地名）；~陵（江苏吴江地名）。	1	53		s	on	s	oŋ
誦	诵	zoŋ213	zon6		6	213		z	on	z	oŋ
頌	颂	zoŋ213	zon6		6	213		z	on	z	oŋ
訟	讼	zoŋ213	zon6		6	213		z	on	z	oŋ
寵	宠	tsʰoŋ44	tshon3		3	44		tsh	on	tsʰ	oŋ
重	重	dzoŋ213	dzon6	~量。	6	213		dz	on	dz	oŋ
重	重	dzoŋ24	dzon2	~复。	2	24		dz	on	dz	oŋ
鐘	钟	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
種	种	tsoŋ44	tson3	~子。	3	44		ts	on	ts	oŋ
腫	肿	tsoŋ44	tson3		3	44		ts	on	ts	oŋ
種	种	tsoŋ423	tson5	~田。	5	423		ts	on	ts	oŋ
衝	冲	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
舂	舂	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
供	供	koŋ53	kon1	【文读】~给。	1	53		k	on	k	oŋ
供	供	koŋ423	kon5	【文读】~佛；上~。	5	423		k	on	k	oŋ
供	供	tɕioŋ423	cion5	【白读】坐，坐如被供奉状，赖着不走。带贬义，作詈语用。	5	423		c	ion	tɕ	ioŋ
拱	拱	koŋ44	kon3		3	44		k	on	k	oŋ
鞏	巩	koŋ44	kon3		3	44		k	on	k	oŋ
恐	恐	kʰoŋ44	khon3		3	44		kh	on	kʰ	oŋ
共	共	goŋ213	gon6		6	213		g	on	g	oŋ
兇	凶	ɕioŋ53	shion1		1	53		sh	ion	ɕ	ioŋ
胸	胸	ɕioŋ53	shion1		1	53		sh	ion	ɕ	ioŋ
擁	拥	ioŋ44	ion3		3	44			ion		ioŋ
雍	雍	ioŋ44	ion3		3	44			ion		ioŋ
邕	邕	ioŋ53	ion1		1	53			ion		ioŋ
庸	庸	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
溶	溶	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
蓉	蓉	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
榕	榕	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
容	容	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
勇	勇	ioŋ44	ion3		3	44			ion		ioŋ
湧	涌	ioŋ44	ion3		3	44			ion		ioŋ
用	用	ɦioŋ213	yon6		6	213		y	on	ɦ	ioŋ
綠	绿	loʔ23	loq8		8	23		l	oq	l	oʔ
錄	录	loʔ23	loq8		8	23		l	oq	l	oʔ
足	足	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
促	促	tsʰoʔ5	tshoq7		7	5		tsh	oq	tsʰ	oʔ
粟	粟	soʔ5	soq7		7	5		s	oq	s	oʔ
俗	俗	zoʔ23	zoq8		8	23		z	oq	z	oʔ
續	续	zoʔ23	zoq8		8	23		z	oq	z	oʔ
燭	烛	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
囑	嘱	tsoʔ5	tsoq7		7	5		ts	oq	ts	oʔ
觸	触	tsʰoʔ5	tshoq7		7	5		tsh	oq	tsʰ	oʔ
贖	赎	zoʔ23	zoq8		8	23		z	oq	z	oʔ
束	束	soʔ5	soq7		7	5		s	oq	s	oʔ
屬	属	zoʔ23	zoq8		8	23		z	oq	z	oʔ
辱	辱	zoʔ23	zoq8		8	23		z	oq	z	oʔ
褥	褥	ȵioʔ23	gnioq8		8	23		gn	ioq	ȵ	ioʔ
曲	曲	tɕʰioʔ5	chioq7		7	5		ch	ioq	tɕʰ	ioʔ
局	局	dʑioʔ23	jioq8		8	23		j	ioq	dʑ	ioʔ
玉	玉	ȵioʔ23	gnioq8		8	23		gn	ioq	ȵ	ioʔ
獄	狱	ȵioʔ23	gnioq8		8	23		gn	ioq	ȵ	ioʔ
欲	欲	ɦioʔ23	yoq8		8	23		y	oq	ɦ	ioʔ
浴	浴	ɦioʔ23	yoq8		8	23		y	oq	ɦ	ioʔ
翟	翟	dzɑʔ23	dzaq8		8	23		dz	aq	dz	ɑʔ
翟	翟	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
翟	翟	di24	di2	诸~（本名“紫堤”，上海闵行地名）。	2	24		d	i	d	i
隄	隄	di24	di2		2	24		d	i	d	i
啥	啥	sɑ423	sa5	疑问词。	5	423		s	a	s	ɑ
泗	泗	sɿ423	sy5		5	423		s	y	s	ɿ
薇	薇	bi24	bi2	【白读】蔷~花。	2	24		b	i	b	i
薇	薇	vi24	vi2	【文读】紫~。	2	24		v	i	v	i
召	召	dzɔ213	dzau6		6	213		dz	au	dz	ɔ
召	召	dɔ213	dau6	三~址（上海金山地名）。	6	213		d	au	d	ɔ
奢	奢	ɕiɑ53	shia1	~遮（聪明）。	1	53		sh	ia	ɕ	iɑ
奢	奢	su53	su1	~侈。	1	53		s	u	s	u
穗	穗	zɿ213	zy6	【白读】稻~头。	6	213		z	y	z	ɿ
穗	穗	dzᴇ213	dzei6	【文读】	6	213		dz	ei	dz	ᴇ
宕	宕	dɒ̃213	daon6		6	213		d	aon	d	ɒ̃
罅	罅	hɑ423	ha5		5	423		h	a	h	ɑ
曰	曰	ɦiaʔ23	yaeq8		8	23		y	aeq	ɦ	iaʔ
揩	揩	kʰɑ53	kha1	擦。	1	53		kh	a	kʰ	ɑ
墅	墅	zɿ31	zy4	该字主要见于雅化地名，通“市”：金~，蠡~，浒~关（江苏苏州地名）；陈~（江苏无锡地名）；平~（江苏常熟地名）；萧~（江苏昆山地名）。	4	31		z	y	z	ɿ
野	野	zɿ31	zy4	别~。	4	31		z	y	z	ɿ
箸	箸	dzɿ213	dzy6	筷~笼。	6	213		dz	y	dz	ɿ
褚	褚	tsʰɿ44	tshy3		3	44		tsh	y	tsʰ	ɿ
杵	杵	tsʰɿ44	tshy3		3	44		tsh	y	tsʰ	ɿ
丸	丸	ɦuɤ24	woe2		2	24		w	oe	ɦ	uɤ
苟	苟	kᴇ44	kei3		3	44		k	ei	k	ᴇ
枸	枸	kᴇ44	kei3		3	44		k	ei	k	ᴇ
杞	杞	tɕʰi44	chi3	枸～（植物名，中药名）。	3	44		ch	i	tɕʰ	i
杞	杞	dʑi31	ji4	枸～（浙江嵊泗地名）。	4	31		j	i	dʑ	i
奎	奎	kʰuᴇ53	khuei1		1	53		kh	uei	kʰ	uᴇ
魁	魁	kʰuᴇ53	khuei1		1	53		kh	uei	kʰ	uᴇ
戾	戾	li213	li6		6	213		l	i	l	i
唳	唳	li213	li6		6	213		l	i	l	i
捩	捩	liɪʔ23	liq8	绞~棒（麻花）。	8	23		l	iq	l	iɪʔ
蜻	蜻	siŋ53	sin1		1	53		s	in	s	iŋ
蜓	蜓	diŋ24	din2		2	24		d	in	d	iŋ
葡	葡	bᴇʔ23	beq8		8	23		b	eq	b	ᴇʔ
萄	萄	dɔ24	dau2		2	24		d	au	d	ɔ
枇	枇	biɪʔ23	biq8		8	23		b	iq	b	iɪʔ
杷	杷	bu24	bu2		2	24		b	u	b	u
荔	荔	li213	li6		6	213		l	i	l	i
什	什	zᴇʔ23	zeq8		8	23		z	eq	z	ᴇʔ
尕	尕	kɑ44	ka3		3	44		k	a	k	ɑ
蝦	虾	hu53	hu1		1	53		h	u	h	u
摜	掼	guæ213	guae6	摔，扔。	6	213		g	uae	g	uæ
軋	轧	gaʔ23	gaeq8	压，挤（动词、形容词）：~闹猛。结交：~朋友，~姘头。	8	23		g	aeq	g	aʔ
戆	戆	gɒ̃31	gaon4	傻：~大（傻屄）。	4	31		g	aon	g	ɒ̃
欸	欸	ᴇ	ei	应答声。					ei		ᴇ
扌肉	扌肉	ȵioʔ23	gnioq8	揉：~面。	8	23		gn	ioq	ȵ	ioʔ
忄叜	忄叜	sɔ53	sau1	豪~（快点）。	1	53		s	au	s	ɔ
站	站	tsæ423	tsae5	~立。	5	423		ts	ae	ts	æ
彈	弹	dæ24	dae2	~棉花；~被絮。	2	24		d	ae	d	æ
榔	榔	lɒ̃24	laon2		2	24		l	aon	l	ɒ̃
臧	臧	tsɒ̃53	tsaon1		1	53		ts	aon	ts	ɒ̃
麸	麸	fu53	fu1		1	53		f	u	f	u
鄜	鄜	fu53	fu1		1	53		f	u	f	u
偕	偕	tɕiɑ53	cia1		1	53		c	ia	tɕ	iɑ
偕	偕	ɦie24	ye2	【文读】	2	24		y	e	ɦ	ie
渳	渳	mi53	mi1	小口喝。	1	53		m	i	m	i
壹	壹	iɪʔ5	iq7		7	5			iq		iɪʔ
鑿	凿	zɔʔ23	zaoq8		8	23		z	aoq	z	ɔʔ
臃	臃	ioŋ44	ion3		3	44			ion		ioŋ
壅	壅	ioŋ53	ion1		1	53			ion		ioŋ
癲	癫	tie53	tie1		1	53		t	ie	t	ie
癇	痫	ɦæ24	ghae2		2	24		gh	ae	ɦ	æ
瑇	瑇	dæ213	dae6		6	213		d	ae	d	æ
玳	玳	dæ213	dae6		6	213		d	ae	d	æ
瑁	瑁	mᴇ213	mei6	玳~。	6	213		m	ei	m	ᴇ
瑁	瑁	mɔ213	mau6		6	213		m	au	m	ɔ
壚	垆	lɯ24	lou2		2	24		l	ou	l	ɯ
攎	攎	lɯ53	lou1	用手贴着平面移动收聚或出去东西。	1	53		l	ou	l	ɯ
鷺	鹭	lɯ213	lou6		6	213		l	ou	l	ɯ
氽	氽	tʰᴇ̃44	then3		3	44		th	en	tʰ	ᴇ̃
汆	汆	tsʰɤ53	tshoe1		1	53		tsh	oe	tsʰ	ɤ
蹿	躥	tsʰɤ53	tshoe1		1	53		tsh	oe	tsʰ	ɤ
窜	竄	tsʰɤ53	tshoe1		1	53		tsh	oe	tsʰ	ɤ
扞	扞	ɦɤ213	ghoe6		6	213		gh	oe	ɦ	ɤ
捍	捍	ɦɤ213	ghoe6		6	213		gh	oe	ɦ	ɤ
焊	焊	ɦɤ31	ghoe4		4	31		gh	oe	ɦ	ɤ
悍	悍	ɦɤ213	ghoe6		6	213		gh	oe	ɦ	ɤ
熯	熯	hɤ423	hoe5		5	423		h	oe	h	ɤ
擀	擀	kɤ44	koe3		3	44		k	oe	k	ɤ
摶	抟	dɤ24	doe2		2	24		d	oe	d	ɤ
笆	笆	pu53	pu1		1	53		p	u	p	u
鈀	钯	pu44	pu3	化学元素Pd。	3	44		p	u	p	u
鈀	钯	bu24	bu2		2	24		b	u	b	u
哪	哪	nɑ53	na1	【文读】	1	53		n	a	n	ɑ
哪	哪	nɑ31	na4	~亨（怎么）。	4	31		n	a	n	ɑ
哪	哪	nu24	nu2	~吒。	2	24		n	u	n	u
吒	吒	tsu423	tsu5		5	423		ts	u	ts	u
挜	挜	u53	u1	强予。	1	53			u		u
桠	桠	u53	u1		1	53			u		u
砂	砂	su53	su1		1	53		s	u	s	u
痧	痧	su53	su1		1	53		s	u	s	u
麝	麝	zu213	zu6		6	213		z	u	z	u
佘	佘	dzu24	dzu2		2	24		dz	u	dz	u
礬	矾	væ24	vae2		2	24		v	ae	v	æ
癞	癞	lɑ213	la6		6	213		l	a	l	ɑ
劗	劗	tsæ53	tsae1	剁：~肉。	1	53		ts	ae	ts	æ
叁	叁	sæ53	sae1		1	53		s	ae	s	æ
疝	疝	sæ53	sae1		1	53		s	ae	s	æ
珊	珊	sæ53	sae1		1	53		s	ae	s	æ
釤	钐	sæ53	sae1		1	53		s	ae	s	æ
湛	湛	dzæ31	dzae4		4	31		dz	ae	dz	æ
燦	灿	tsʰæ53	tshae1		1	53		tsh	ae	tsʰ	æ
嵌	嵌	kʰæ423	khae5		5	423		kh	ae	kʰ	æ
鐧	锏	kæ423	kae5		5	423		k	ae	k	æ
痂	痂	kɑ53	ka1		1	53		k	a	k	ɑ
戌	亥	ɦæ31	ghae4		4	31		gh	ae	ɦ	æ
苕	苕	diɔ24	diau2	~溪。	2	24		d	iau	d	iɔ
苕	苕	zɔ24	zau2	红~。	2	24		z	au	z	ɔ
侉	侉	kʰuɑ44	khua3		3	44		kh	ua	kʰ	uɑ
掂	掂	tie53	tie1		1	53		t	ie	t	ie
踮	踮	tie53	tie1		1	53		t	ie	t	ie
惦	惦	tie423	tie5		5	423		t	ie	t	ie
忝	忝	tʰie44	thie3		3	44		th	ie	tʰ	ie
沺	沺	die24	die2		2	24		d	ie	d	ie
畋	畋	die24	die2		2	24		d	ie	d	ie
佃	佃	die24	die2	~作。	2	24		d	ie	d	ie
佃	佃	die213	die6	~户；~农。	6	213		d	ie	d	ie
鈿	钿	die24	die2	钱，硬币：铜~；洋~；车~；几~。此为“钱”字的一种通俗写法。	2	24		d	ie	d	ie
鈿	钿	die213	die6	饰物：宝~；螺~；金~；翠~。	6	213		d	ie	d	ie
鏈	链	lie213	lie6		6	213		l	ie	l	ie
漣	涟	lie24	lie2		2	24		l	ie	l	ie
楝	楝	lie213	lie6		6	213		l	ie	l	ie
廉	廉	lie24	lie2		2	24		l	ie	l	ie
鮎	鲇	ȵiæ24	gniae2		2	24		gn	iae	ȵ	iæ
鯰	鲶	ȵiæ24	gniae2		2	24		gn	iae	ȵ	iæ
胚	胚	pʰᴇ53	phei1		1	53		ph	ei	pʰ	ᴇ
坯	坯	pʰᴇ53	phei1		1	53		ph	ei	pʰ	ᴇ
疿	疿	bᴇ213	bei6		6	213		b	ei	b	ᴇ
焙	焙	bᴇ213	bei6		6	213		b	ei	b	ᴇ
玫	玫	mᴇ24	mei2		2	24		m	ei	m	ᴇ
莓	莓	mᴇ24	mei2		2	24		m	ei	m	ᴇ
霉	霉	mᴇ24	mei2		2	24		m	ei	m	ᴇ
嵋	嵋	mᴇ24	mei2		2	24		m	ei	m	ᴇ
媚	媚	mi213	mi6	【白读】做~眼；抛~眼。	6	213		m	i	m	i
媚	媚	mᴇ213	mei6	【文读】	6	213		m	ei	m	ᴇ
昧	昧	mᴇ213	mei6		6	213		m	ei	m	ᴇ
碓	碓	tᴇ423	tei5		5	423		t	ei	t	ᴇ
擂	擂	lᴇ24	lei2	~鼓。	2	24		l	ei	l	ᴇ
擂	擂	lᴇ213	lei6	~台。	6	213		l	ei	l	ᴇ
儡	儡	lᴇ31	lei4		4	31		l	ei	l	ᴇ
珉	珉	miŋ24	min2		2	24		m	in	m	iŋ
岷	岷	miŋ24	min2		2	24		m	in	m	iŋ
泯	泯	miŋ31	min4		4	31		m	in	m	iŋ
哏	哏	kʰᴇ̃53	khen1	形容咳嗽声。	1	53		kh	en	kʰ	ᴇ̃
哏	哏	gᴇ̃24	gen2	形容咳嗽声。	2	24		g	en	g	ᴇ̃
漱	漱	sɯ423	sou5		5	423		s	ou	s	ɯ
颼	飕	sᴇ53	sei1		1	53		s	ei	s	ᴇ
艘	艘	sᴇ53	sei1		1	53		s	ei	s	ᴇ
嗽	嗽	sᴇ423	sei5		5	423		s	ei	s	ᴇ
揉	揉	dzɯ24	dzou2	【文读】	2	24		dz	ou	dz	ɯ
揉	揉	ȵiɯ24	gniou2	【白读】	2	24		gn	iou	ȵ	iɯ
蹂	蹂	dzɯ24	dzou2	【文读】	2	24		dz	ou	dz	ɯ
狩	狩	sɯ423	sou5		5	423		s	ou	s	ɯ
摳	抠	kʰᴇ53	khei1		1	53		kh	ei	kʰ	ᴇ
瞘	眍	kʰᴇ53	khei1		1	53		kh	ei	kʰ	ᴇ
寇	寇	kʰᴇ423	khei5		5	423		kh	ei	kʰ	ᴇ
呴	呴	hᴇ53	hei1		1	53		h	ei	h	ᴇ
鱟	鲎	hᴇ423	hei5	虹。	5	423		h	ei	h	ᴇ
瑰	瑰	kuᴇ53	kuei1		1	53		k	uei	k	uᴇ
罈	坛	dᴇ̃24	den2	~子；酒~。	2	24		d	en	d	ᴇ̃
壜	坛	dᴇ̃24	den2	~子；酒~。	2	24		d	en	d	ᴇ̃
壇	坛	dæ24	dae2	天~；讲~；论~。	2	24		d	ae	d	æ
氈	毡	tsᴇ53	tsei1		1	53		ts	ei	ts	ᴇ
腈	腈	tsiŋ53	tsin1		1	53		ts	in	ts	iŋ
覃	覃	dziŋ24	dzin2	姓。	2	24		dz	in	dz	iŋ
獾	獾	huɤ53	huoe1		1	53		h	uoe	h	uɤ
猿	猿	ɦiɤ24	yoe2		2	24		y	oe	ɦ	iɤ
媛	媛	nɤ24	noe2		2	24		n	oe	n	ɤ
媛	媛	ɦiɤ24	yoe2		2	24		y	oe	ɦ	iɤ
縴	纤	tɕʰie53	chie1	~夫；~绳；~道。	1	53		ch	ie	tɕʰ	ie
纖	纤	sie53	sie1	~细；~维。	1	53		s	ie	s	ie
扦	扦	tsʰie53	tshie1		1	53		tsh	ie	tsʰ	ie
秈	秈	sie53	sie1		1	53		s	ie	s	ie
籼	籼	sie53	sie1		1	53		s	ie	s	ie
