正體	省写	/IPA/	[IPA]	注释
䘵	䘵	lu˨˩	l̃ʋ˨˩	
睩	睩	lu˨˩	l̃ʋ˨˩	
椂	椂	lu˨˩	l̃ʋ˨˩	
菉	菉	lu˨˩	l̃ʋ˨˩	
勠	勠	lu˨˩	l̃ʋ˨˩	
努	努	lu˦˨	l̃ʋ˦˧	
魯	鲁	lu˦˨	l̃ʋ˦˧	
櫓	橹	lu˦˨	l̃ʋ˦˧	
鹵	卤	lu˦˨	l̃ʋ˦˧	
滷	滷	lu˦˨	l̃ʋ˦˧	
虜	虏	lu˦˨	l̃ʋ˦˧	
擄	掳	lu˦˨	l̃ʋ˦˧	
戮	戮	lu˦˨	l̃ʋ˦˧	
怒	怒	lu˩˧	l̃ʋ˨˦	
路	路	lu˩˧	l̃ʋ˨˦	
蕗	蕗	lu˩˧	l̃ʋ˨˦	
賂	赂	lu˩˧	l̃ʋ˨˦	
露	露	lu˩˧	l̃ʋ˨˦	
虂	虂	lu˩˧	l̃ʋ˨˦	
租	租	tsu˥	tsʋ˦˥	
豬	猪	tsu˥	tsʋ˦˥	
瀦	潴	tsu˥	tsʋ˦˥	
諸	诸	tsu˥	tsʋ˦˥	
誅	诛	tsu˥	tsʋ˦˥	
蛛	蛛	tsu˥	tsʋ˦˥	
株	株	tsu˥	tsʋ˦˥	
朱	朱	tsu˥	tsʋ˦˥	
硃	硃	tsu˥	tsʋ˦˥	
珠	珠	tsu˥	tsʋ˦˥	
絀	绌	tsu˨˩	tsʋ˨˩	
竹	竹	tsu˨˩	tsʋ˨˩	
築	筑	tsu˨˩	tsʋ˨˩	
筑	筑	tsu˨˩	tsʋ˨˩	贵阳城别称
術	术	tsu˨˩	tsʋ˨˩	白~
逐	逐	tsu˨˩	tsʋ˨˩	
軸	轴	tsu˨˩	tsʋ˨˩	
妯	妯	tsu˨˩	tsʋ˨˩	
趣	趣	tsu˨˩	tsʋ˨˩	用棒状物捅
祝	祝	tsu˨˩	tsʋ˨˩	
𡎺	𡎺	tsu˨˩	tsʋ˨˩	
促	促	tsu˨˩	tsʋ˨˩	文读
蹙	蹙	tsu˨˩	tsʋ˨˩	
蹵	蹵	tsu˨˩	tsʋ˨˩	
蹴	蹴	tsu˨˩	tsʋ˨˩	
捽	捽	tsu˨˩	tsʋ˨˩	抓住不放
猝	猝	tsu˨˩	tsʋ˨˩	
踤	踤	tsu˨˩	tsʋ˨˩	~着脚，指磕到脚尖
燭	烛	tsu˨˩	tsʋ˨˩	
觸	触	tsu˨˩	tsʋ˨˩	
濁	浊	tsu˨˩	tsʋ˨˩	
躅	躅	tsu˨˩	tsʋ˨˩	
𨀵	𨀵	tsu˨˩	tsʋ˨˩	
逫	逫	tsu˨˩	tsʋ˨˩	
組	组	tsu˦˨	tsʋ˦˧	
祖	祖	tsu˦˨	tsʋ˦˧	
阻	阻	tsu˦˨	tsʋ˦˧	
詛	诅	tsu˦˨	tsʋ˦˧	
煮	煮	tsu˦˨	tsʋ˦˧	
主	主	tsu˦˨	tsʋ˦˧	
做	做	tsu˩˧	tsʋ˨˦	文读
著	著	tsu˩˧	tsʋ˨˦	
箸	箸	tsu˩˧	tsʋ˨˦	
䇡	䇡	tsu˩˧	tsʋ˨˦	
助	助	tsu˩˧	tsʋ˨˦	
鑄	铸	tsu˩˧	tsʋ˨˦	文读
注	注	tsu˩˧	tsʋ˨˦	
駐	驻	tsu˩˧	tsʋ˨˦	
註	註	tsu˩˧	tsʋ˨˦	
住	住	tsu˩˧	tsʋ˨˦	
柱	柱	tsu˩˧	tsʋ˨˦	
粗	粗	tsʰu˥	tsʰʋ˦˥	
芻	芻	tsʰu˥	tsʰʋ˦˥	
雛	雏	tsʰu˥	tsʰʋ˦˥	
麤	麤	tsʰu˥	tsʰʋ˦˥	
初	初	tsʰu˥	tsʰʋ˦˥	
除	除	tsʰu˨˩	tsʰʋ˨˩	
滁	滁	tsʰu˨˩	tsʰʋ˨˩	
蒢	蒢	tsʰu˨˩	tsʰʋ˨˩	
儲	储	tsʰu˨˩	tsʰʋ˨˩	
鋤	锄	tsʰu˨˩	tsʰʋ˨˩	
廚	厨	tsʰu˨˩	tsʰʋ˨˩	
出	出	tsʰu˨˩	tsʰʋ˨˩	
畜	畜	tsʰu˨˩	tsʰʋ˨˩	牲口；粗语
搐	搐	tsʰu˨˩	tsʰʋ˨˩	
豖	豖	tsʰu˨˩	tsʰʋ˨˩	
怵	怵	tsʰu˨˩	tsʰʋ˨˩	
徂	徂	tsʰu˨˩	tsʰʋ˨˩	
殂	殂	tsʰu˨˩	tsʰʋ˨˩	
躇	躇	tsʰu˨˩	tsʰʋ˨˩	
褚	褚	tsʰu˦˨	tsʰʋ˦˧	
楚	楚	tsʰu˦˨	tsʰʋ˦˧	
憷	憷	tsʰu˦˨	tsʰʋ˦˧	
處	处	tsʰu˦˨	tsʰʋ˦˧	
杵	杵	tsʰu˦˨	tsʰʋ˦˧	
矗	矗	tsʰu˦˨	tsʰʋ˦˧	
醋	醋	tsʰu˩˧	tsʰʋ˨˦	
處	处	tsʰu˩˧	tsʰʋ˨˦	
驟	骤	tsʰu˩˧	tsʰʋ˨˦	白读
怵	怵	tsʰu˩˧	tsʰʋ˨˦	~心，即恶心想吐
蘇	苏	su˥	sʋ˦˥	
酥	酥	su˥	sʋ˦˥	
書	书	su˥	sʋ˦˥	
舒	舒	su˥	sʋ˦˥	
梳	梳	su˥	sʋ˦˥	
疏	疏	su˥	sʋ˦˥	
蔬	蔬	su˥	sʋ˦˥	
輸	输	su˥	sʋ˦˥	
殊	殊	su˥	sʋ˦˥	
樞	枢	su˥	sʋ˦˥	
術	术	su˨˩	sʋ˨˩	
述	述	su˨˩	sʋ˨˩	
叔	叔	su˨˩	sʋ˨˩	
淑	淑	su˨˩	sʋ˨˩	
熟	熟	su˨˩	sʋ˨˩	
蜀	蜀	su˨˩	sʋ˨˩	
薯	薯	su˨˩	sʋ˨˩	蕃~，即红薯
屬	属	su˨˩	sʋ˨˩	
囑	嘱	su˨˩	sʋ˨˩	
續	续	su˨˩	sʋ˨˩	手~
戍	戍	su˨˩	sʋ˨˩	
暑	暑	su˦˨	sʋ˦˧	
鼠	鼠	su˦˨	sʋ˦˧	
黍	黍	su˦˨	sʋ˦˧	
薯	薯	su˦˨	sʋ˦˧	
署	署	su˦˨	sʋ˦˧	
曙	曙	su˦˨	sʋ˦˧	
數	数	su˦˨	sʋ˦˧	
墅	墅	su˦˨	sʋ˦˧	
素	素	su˩˧	sʋ˨˦	
愫	愫	su˩˧	sʋ˨˦	
溸	溸	su˩˧	sʋ˨˦	
嗉	嗉	su˩˧	sʋ˨˦	
訴	诉	su˩˧	sʋ˨˦	
泝	泝	su˩˧	sʋ˨˦	
㴑	㴑	su˩˧	sʋ˨˦	
𣳙	𣳙	su˩˧	sʋ˨˦	
𣴔	𣴔	su˩˧	sʋ˨˦	
𣹫	𣹫	su˩˧	sʋ˨˦	
塑	塑	su˩˧	sʋ˨˦	
溯	溯	su˩˧	sʋ˨˦	
遡	遡	su˩˧	sʋ˨˦	
漱	漱	su˩˧	sʋ˨˦	
庶	庶	su˩˧	sʋ˨˦	
恕	恕	su˩˧	sʋ˨˦	
豎	竖	su˩˧	sʋ˨˦	
樹	树	su˩˧	sʋ˨˦	
數	数	su˩˧	sʋ˨˦	
疏	疏	su˩˧	sʋ˨˦	稀~；注~
擩	擩	zu˥	zʋ˦˥	
如	如	zu˨˩	zʋ˨˩	
入	入	zu˨˩	zʋ˨˩	
肉	肉	zu˨˩	zʋ˨˩	
月	月	zu˨˩	zʋ˨˩	大~氏
辱	辱	zu˨˩	zʋ˨˩	
汝	汝	zu˦˨	zʋ˦˧	
乳	乳	zu˦˨	zʋ˦˧	
儒	儒	zu˦˨	zʋ˦˧	
孺	孺	zu˦˨	zʋ˦˧	
蠕	蠕	zu˦˨	zʋ˦˧	
褥	褥	zu˦˨	zʋ˦˧	
姑	姑	ku˥	ɟ̊ʋ˦˥	
辜	辜	ku˥	ɟ̊ʋ˦˥	
孤	孤	ku˥	ɟ̊ʋ˦˥	
跔	跔	ku˥	ɟ̊ʋ˦˥	蹲
跍	跍	ku˥	ɟ̊ʋ˦˥	即“跔”
牯	牯	ku˥	ɟ̊ʋ˦˥	~子，指不懂事的小孩
轱	轱	ku˥	ɟ̊ʋ˦˥	
咕	咕	ku˥	ɟ̊ʋ˦˥	
骨	骨	ku˨˩	ɟ̊ʋ˨˩	
穀	谷	ku˨˩	ɟ̊ʋ˨˩	
𣢯	𣢯	ku˨˩	ɟ̊ʋ˨˩	大口猛饮
箍	箍	ku˨˩	ɟ̊ʋ˨˩	金~棒
古	古	ku˦˨	ɟ̊ʋ˦˧	
估	估	ku˦˨	ɟ̊ʋ˦˧	
牯	牯	ku˦˨	ɟ̊ʋ˦˧	公牛；犟脾气
鈷	钴	ku˦˨	ɟ̊ʋ˦˧	
䀇	䀇	ku˦˨	ɟ̊ʋ˦˧	
盬	盬	ku˦˨	ɟ̊ʋ˦˧	
蠱	蠱	ku˦˨	ɟ̊ʋ˦˧	
賈	贾	ku˦˨	ɟ̊ʋ˦˧	
股	股	ku˦˨	ɟ̊ʋ˦˧	
鼓	鼓	ku˦˨	ɟ̊ʋ˦˧	
淈	淈	ku˦˨	ɟ̊ʋ˦˧	涮
故	故	ku˩˧	ɟ̊ʋ˨˦	
固	固	ku˩˧	ɟ̊ʋ˨˦	
顧	顾	ku˩˧	ɟ̊ʋ˨˦	
僱	雇	ku˩˧	ɟ̊ʋ˨˦	
枯	枯	kʰu˥	cʰʋ˦˥	
骷	骷	kʰu˥	cʰʋ˦˥	
咕	咕	kʰu˥	cʰʋ˦˥	叽叽~~
箍	箍	kʰu˥	cʰʋ˦˥	
屈	屈	kʰu˥	cʰʋ˦˥	矮~~
窟	窟	kʰu˨˩	cʰʋ˨˩	
哭	哭	kʰu˨˩	cʰʋ˨˩	
酷	酷	kʰu˨˩	cʰʋ˨˩	
苦	苦	kʰu˦˨	cʰʋ˦˧	
庫	库	kʰu˩˧	cʰʋ˨˦	
褲	裤	kʰu˩˧	cʰʋ˨˦	
巴	巴	pa˥	b̥ᴀ˦˥	
粑	粑	pa˥	b̥ᴀ˦˥	
吧	吧	pa˥	b̥ᴀ˦˥	文读
芭	芭	pa˥	b̥ᴀ˦˥	
笆	笆	pa˥	b̥ᴀ˦˥	
疤	疤	pa˥	b̥ᴀ˦˥	
爬	爬	pa˥	b̥ᴀ˦˥	白读
餑	饽	pa˥	b̥ᴀ˦˥	
婆	婆	pa˥	b̥ᴀ˦˥	~娑
八	八	pa˥	b̥ᴀ˦˥	王~
扒	扒	pa˥	b̥ᴀ˦˥	
叭	叭	pa˥	b̥ᴀ˦˥	
八	八	pa˨˩	b̥ᴀ˨˩	
扒	扒	pa˨˩	b̥ᴀ˨˩	~皮
捌	捌	pa˨˩	b̥ᴀ˨˩	
拔	拔	pa˨˩	b̥ᴀ˨˩	
爸	爸	pa˨˩	b̥ᴀ˨˩	
把	把	pa˦˨	b̥ᴀ˦˧	
靶	靶	pa˦˨	b̥ᴀ˦˧	
㞎	㞎	pa˦˨	b̥ᴀ˦˧	粪便
罷	罢	pa˩˧	b̥ᴀ˨˦	
霸	霸	pa˩˧	b̥ᴀ˨˦	
欛	欛	pa˩˧	b̥ᴀ˨˦	
𢺞	𢺞	pa˩˧	b̥ᴀ˨˦	
把	把	pa˩˧	b̥ᴀ˨˦	即“欛”，刀~；即“𢺞”，~单；即“耙”，木~
耙	耙	pa˩˧	b̥ᴀ˨˦	
吧	吧	pa˩˧	b̥ᴀ˨˦	白读
垻	坝	pa˩˧	b̥ᴀ˨˦	
巴	巴	pʰa˥	pʰᴀ˦˥	下~；哈~狗
𤆵	𤆵	pʰa˥	pʰᴀ˦˥	软
𣲩	𣲩	pʰa˥	pʰᴀ˦˥	即“脬”
杷	杷	pʰa˥	pʰᴀ˦˥	
琶	琶	pʰa˥	pʰᴀ˦˥	
脬	脬	pʰa˥	pʰᴀ˦˥	一~尿；一~屎
泡	泡	pʰa˥	pʰᴀ˦˥	即“脬”
扒	扒	pʰa˥	pʰᴀ˦˥	一~拉，指一连串
爬	爬	pʰa˨˩	pʰᴀ˨˩	文读
鈀	钯	pʰa˨˩	pʰᴀ˨˩	
趴	趴	pʰa˨˩	pʰᴀ˨˩	文读
筏	筏	pʰa˨˩	pʰᴀ˨˩	
趴	趴	pʰa˦˨	pʰᴀ˦˧	白读
啪	啪	pʰa˦˨	pʰᴀ˦˧	文读
怕	怕	pʰa˩˧	pʰᴀ˨˦	
帕	帕	pʰa˩˧	pʰᴀ˨˦	
馬	马	ma˥	mᵇᴀ˦˥	~~虎虎
媽	妈	ma˥	mᵇᴀ˦˥	
嗎	吗	ma˥	mᵇᴀ˦˥	句尾疑问语气词
嘛	嘛	ma˥	mᵇᴀ˦˥	喇~
蟆	蟆	ma˥	mᵇᴀ˦˥	蛤~
貓	猫	ma˥	mᵇᴀ˦˥	~~咪，指东西找不着了；蒙~~，指捉迷藏
麻	麻	ma˨˩	mᵇᴀ˨˩	
嘛	嘛	ma˨˩	mᵇᴀ˨˩	
抹	抹	ma˨˩	mᵇᴀ˨˩	
沒	没	ma˨˩	mᵇᴀ˨˩	辱~
蟆	蟆	ma˨˩	mᵇᴀ˨˩	
馬	马	ma˦˨	mᵇᴀ˦˧	
碼	码	ma˦˨	mᵇᴀ˦˧	
螞	蚂	ma˦˨	mᵇᴀ˦˧	
瑪	玛	ma˦˨	mᵇᴀ˦˧	
嗎	吗	ma˦˨	mᵇᴀ˦˧	文读
罵	骂	ma˩˧	mᵇᴀ˨˦	
疺	疺	fa˥	fᴀ˦˥	~气，指土气，不时髦
髮	发	fa˥	fᴀ˦˥	头~
灋	灋	fa˨˩	fᴀ˨˩	
法	法	fa˨˩	fᴀ˨˩	
乏	乏	fa˨˩	fᴀ˨˩	
發	发	fa˨˩	fᴀ˨˩	
髮	发	fa˨˩	fᴀ˨˩	
伐	伐	fa˨˩	fᴀ˨˩	
閥	阀	fa˨˩	fᴀ˨˩	
罰	罚	fa˨˩	fᴀ˨˩	
打	打	ta˨˩	d̥ᴀ˨˩	量词，一打即十二个
達	达	ta˨˩	d̥ᴀ˨˩	
躂	跶	ta˨˩	d̥ᴀ˨˩	跌
跌	跌	ta˨˩	d̥ᴀ˨˩	白读
韃	鞑	ta˨˩	d̥ᴀ˨˩	
噠	哒	ta˨˩	d̥ᴀ˨˩	
耷	耷	ta˨˩	d̥ᴀ˨˩	
答	答	ta˨˩	d̥ᴀ˨˩	
搭	搭	ta˨˩	d̥ᴀ˨˩	
嗒	嗒	ta˨˩	d̥ᴀ˨˩	
瘩	瘩	ta˨˩	d̥ᴀ˨˩	
妲	妲	ta˨˩	d̥ᴀ˨˩	
靼	靼	ta˨˩	d̥ᴀ˨˩	
打	打	ta˦˨	d̥ᴀ˦˧	白读
大	大	ta˩˧	d̥ᴀ˨˦	文读
他	他	tʰa˥	tʰᴀ˦˥	文读
祂	祂	tʰa˥	tʰᴀ˦˥	文读
她	她	tʰa˥	tʰᴀ˦˥	文读
牠	牠	tʰa˥	tʰᴀ˦˥	文读
㸰	㸰	tʰa˥	tʰᴀ˦˥	文读
鉈	铊	tʰa˥	tʰᴀ˦˥	
它	它	tʰa˥	tʰᴀ˦˥	文读
塔	塔	tʰa˨˩	tʰᴀ˨˩	
蹋	蹋	tʰa˨˩	tʰᴀ˨˩	
榻	榻	tʰa˨˩	tʰᴀ˨˩	
塌	塌	tʰa˨˩	tʰᴀ˨˩	
獺	獭	tʰa˨˩	tʰᴀ˨˩	
沓	沓	tʰa˨˩	tʰᴀ˨˩	
踏	踏	tʰa˨˩	tʰᴀ˨˩	
龖	龖	tʰa˨˩	tʰᴀ˨˩	
龘	龘	tʰa˨˩	tʰᴀ˨˩	
耷	耷	tʰa˦˨	tʰᴀ˦˧	~起眼皮，指闭眼不管事
垃	垃	la˥	l̃ᴀ˦˥	
拉	拉	la˥	l̃ᴀ˦˥	
啦	啦	la˥	l̃ᴀ˦˥	
他	他	la˥	l̃ᴀ˦˥	白读
祂	祂	la˥	l̃ᴀ˦˥	白读
她	她	la˥	l̃ᴀ˦˥	白读
牠	牠	la˥	l̃ᴀ˦˥	白读
㸰	㸰	la˥	l̃ᴀ˦˥	白读
它	它	la˥	l̃ᴀ˦˥	白读
吶	呐	la˥	l̃ᴀ˦˥	唢~
娜	娜	la˥	l̃ᴀ˦˥	
哪	哪	la˥	l̃ᴀ˦˥	音译
那	那	la˥	l̃ᴀ˦˥	音译
剌	剌	la˥	l̃ᴀ˦˥	构词法“……~沙”
旯	旯	la˥	l̃ᴀ˦˥	
拿	拿	la˨˩	l̃ᴀ˨˩	
南	南	la˨˩	l̃ᴀ˨˩	~无，佛教用语
勞	劳	la˨˩	l̃ᴀ˨˩	~慰
納	纳	la˨˩	l̃ᴀ˨˩	
鈉	钠	la˨˩	l̃ᴀ˨˩	
吶	呐	la˨˩	l̃ᴀ˨˩	
哪	哪	la˨˩	l̃ᴀ˨˩	~吒
烙	烙	la˨˩	l̃ᴀ˨˩	油烧~
藞	藞	la˨˩	l̃ᴀ˨˩	
臘	腊	la˨˩	l̃ᴀ˨˩	
蠟	蜡	la˨˩	l̃ᴀ˨˩	
邋	邋	la˨˩	l̃ᴀ˨˩	
擸	擸	la˨˩	l̃ᴀ˨˩	~𢶍，不修边幅的样子
捺	捺	la˨˩	l̃ᴀ˨˩	
拉	拉	la˨˩	l̃ᴀ˨˩	鼻涕~脓，指鼻涕喷出鼻孔
辣	辣	la˨˩	l̃ᴀ˨˩	
喇	喇	la˨˩	l̃ᴀ˨˩	~嘛
喇	喇	la˦˨	l̃ᴀ˦˧	~叭
哪	哪	la˦˨	l̃ᴀ˦˧	
啦	啦	la˦˨	l̃ᴀ˦˧	相当于“了”
邋	邋	la˦˨	l̃ᴀ˦˧	~糊；长~~
藞	藞	la˦˨	l̃ᴀ˦˧	领子~
了	了	la˦˨	l̃ᴀ˦˧	白读一
那	那	la˩˧	l̃ᴀ˨˦	文读
查	查	tsa˥	tsᴀ˦˥	姓氏
渣	渣	tsa˥	tsᴀ˦˥	
碴	碴	tsa˥	tsᴀ˦˥	
喳	喳	tsa˥	tsᴀ˦˥	
咋	咋	tsa˥	tsᴀ˦˥	~翻翻；咋咋呼呼，指说话声音很大
咱	咱	tsa˥	tsᴀ˦˥	白读，“自家”的合音
啄	啄	tsa˥	tsᴀ˦˥	鸡~食，形容人吃饭不专注，吃一会儿停一会儿
奓	奓	tsa˥	tsᴀ˦˥	张开
䐒	䐒	tsa˥	tsᴀ˦˥	
挓	挓	tsa˥	tsᴀ˦˥	
雜	杂	tsa˨˩	tsᴀ˨˩	
眨	眨	tsa˨˩	tsᴀ˨˩	挤眉~眼
睫	睫	tsa˨˩	tsᴀ˨˩	眼~毛
閘	闸	tsa˨˩	tsᴀ˨˩	
炸	炸	tsa˨˩	tsᴀ˨˩	
咋	咋	tsa˨˩	tsᴀ˨˩	
咱	咱	tsa˨˩	tsᴀ˨˩	文读
哳	哳	tsa˨˩	tsᴀ˨˩	
劄	劄	tsa˨˩	tsᴀ˨˩	
扎	扎	tsa˨˩	tsᴀ˨˩	
剳	剳	tsa˨˩	tsᴀ˨˩	
札	札	tsa˨˩	tsᴀ˨˩	
軋	轧	tsa˨˩	tsᴀ˨˩	
茬	茬	tsa˨˩	tsᴀ˨˩	硬~，指厉害、强势
鍘	铡	tsa˨˩	tsᴀ˨˩	
𢶍	𢶍	tsa˨˩	tsᴀ˨˩	文读
砸	砸	tsa˨˩	tsᴀ˨˩	文读
咂	咂	tsa˨˩	tsᴀ˨˩	吮吸
囋	囋	tsa˨˩	tsᴀ˨˩	~起，表示力挺
眨	眨	tsa˦˨	tsᴀ˦˧	
鮓	鲊	tsa˦˨	tsᴀ˦˧	小米~；~包，即零食；~壳，即穷；麻麻~~，指很密集
詐	诈	tsa˩˧	tsᴀ˨˦	
榨	榨	tsa˩˧	tsᴀ˨˦	
楂	楂	tsa˩˧	tsᴀ˨˦	
炸	炸	tsa˩˧	tsᴀ˨˦	
咋	咋	tsa˩˧	tsᴀ˨˦	“咋个”合音
乍	乍	tsa˩˧	tsᴀ˨˦	
叉	叉	tsʰa˥	tsʰᴀ˦˥	
扠	扠	tsʰa˥	tsʰᴀ˦˥	
䟕	䟕	tsʰa˥	tsʰᴀ˦˥	
差	差	tsʰa˥	tsʰᴀ˦˥	
餷	馇	tsʰa˥	tsʰᴀ˦˥	
蹅	蹅	tsʰa˥	tsʰᴀ˦˥	
插	插	tsʰa˥	tsʰᴀ˦˥	~嘴
茶	茶	tsʰa˨˩	tsʰᴀ˨˩	
擦	擦	tsʰa˨˩	tsʰᴀ˨˩	
察	察	tsʰa˨˩	tsʰᴀ˨˩	
查	查	tsʰa˨˩	tsʰᴀ˨˩	
插	插	tsʰa˨˩	tsʰᴀ˨˩	
茬	茬	tsʰa˨˩	tsʰᴀ˨˩	
衩	衩	tsʰa˦˨	tsʰᴀ˦˧	
插	插	tsʰa˩˧	tsʰᴀ˨˦	~队
岔	岔	tsʰa˩˧	tsʰᴀ˨˦	
衩	衩	tsʰa˩˧	tsʰᴀ˨˦	開~
詫	诧	tsʰa˩˧	tsʰᴀ˨˦	
咤	咤	tsʰa˩˧	tsʰᴀ˨˦	
沙	沙	sa˥	sᴀ˦˥	
紗	纱	sa˥	sᴀ˦˥	
砂	砂	sa˥	sᴀ˦˥	
桫	桫	sa˥	sᴀ˦˥	
莎	莎	sa˥	sᴀ˦˥	
挲	挲	sa˥	sᴀ˦˥	摩挲，即纳西族
娑	娑	sa˥	sᴀ˦˥	婆~
薩	萨	sa˥	sᴀ˦˥	
杉	杉	sa˥	sᴀ˦˥	
山	山	sa˥	sᴀ˦˥	~药
殺	杀	sa˨˩	sᴀ˨˩	
剎	刹	sa˨˩	sᴀ˨˩	
煞	煞	sa˨˩	sᴀ˨˩	
卅	卅	sa˨˩	sᴀ˨˩	
靸	靸	sa˨˩	sᴀ˨˩	
趿	趿	sa˨˩	sᴀ˨˩	
颯	飒	sa˨˩	sᴀ˨˩	
䬃	䬃	sa˨˩	sᴀ˨˩	
𩗁	𩗁	sa˨˩	sᴀ˨˩	
霎	霎	sa˨˩	sᴀ˨˩	
𢶍	𢶍	sa˨˩	sᴀ˨˩	白读
撒	撒	sa˨˩	sᴀ˨˩	~尿
灑	洒	sa˨˩	sᴀ˨˩	~饭
嗄	嗄	sa˦˨	sᴀ˦˧	嗓音嘶哑
灑	洒	sa˦˨	sᴀ˦˧	
傻	傻	sa˦˨	sᴀ˦˧	文读
撒	撒	sa˦˨	sᴀ˦˧	
嗩	唢	sa˦˨	sᴀ˦˧	
捨	舍	sa˩˧	sᴀ˨˦	~丢
啥	啥	sa˩˧	sᴀ˨˦	
家	家	ka˥	ɟ̊ᴀ˦˥	推粑粑，请~~。~~指外婆，仅在童谣里出现。
咖	咖	ka˥	ɟ̊ᴀ˦˥	~喱
戛	戛	ka˨˩	ɟ̊ᴀ˨˩	
嘎	嘎	ka˨˩	ɟ̊ᴀ˨˩	
夾	夹	ka˨˩	ɟ̊ᴀ˨˩	白读
胳	胳	ka˨˩	ɟ̊ᴀ˨˩	~肢窝
激	激	ka˨˩	ɟ̊ᴀ˨˩	~动
尬	尬	ka˦˨	ɟ̊ᴀ˦˧	
朒	朒	ka˦˨	ɟ̊ᴀ˦˧	
噶	噶	ka˦˨	ɟ̊ᴀ˦˧	“该是好”的合音，向对方询问对自身观点的接受度
卡	卡	ka˦˨	ɟ̊ᴀ˦˧	篮球或足球比赛中的防守动作
界	界	ka˩˧	ɟ̊ᴀ˨˦	搭~，指谈话内容切中主题
咖	咖	kʰa˥	cʰᴀ˦˥	~啡
㮟	㮟	kʰa˥	cʰᴀ˦˥	塞
垰	垰	kʰa˥	cʰᴀ˦˥	即“旮”
旮	旮	kʰa˥	cʰᴀ˦˥	~~角角
揩	揩	kʰa˥	cʰᴀ˦˥	~油，占便宜
揢	揢	kʰa˥	cʰᴀ˦˥	~拿，指刁难
抲	抲	kʰa˥	cʰᴀ˦˥	
嵌	嵌	kʰa˥	cʰᴀ˦˥	白读
掐	掐	kʰa˨˩	cʰᴀ˨˩	白读
㐄	㐄	kʰa˨˩	cʰᴀ˨˩	跨
喀	喀	kʰa˨˩	cʰᴀ˨˩	
卡	卡	kʰa˦˨	cʰᴀ˦˧	
胩	胩	kʰa˦˨	cʰᴀ˦˧	
胯	胯	kʰa˩˧	cʰᴀ˨˦	白读
軋	轧	ŋa˥	ɲᶡᴀ˦˥	着车子~
丫	丫	ŋa˥	ɲᶡᴀ˦˥	脚~巴
砑	砑	ŋa˩˧	ɲᶡᴀ˨˦	白读
壓	压	ŋa˩˧	ɲᶡᴀ˨˦	白读
哈	哈	xa˥	çᴀ˦˥	
下	下	xa˥	çᴀ˦˥	一~~，指一会儿
薅	薅	xa˥	çᴀ˦˥	白读
𨉣	𨉣	xa˥	çᴀ˦˥	点头~腰
瘕	瘕	xa˥	çᴀ˦˥	~病，喉病
疨	疨	xa˥	çᴀ˦˥	嗓子~，即喉咙沙哑
搳	搳	xa˨˩	çᴀ˨˩	用手挠敏感部位导致瘙痒并大笑
還	还	xa˨˩	çᴀ˨˩	白读二
峽	峡	xa˨˩	çᴀ˨˩	麻~，即今麻江
奤	奤	xa˦˨	çᴀ˦˧	即“傻”
傻	傻	xa˦˨	çᴀ˦˧	白读
哈	哈	xa˦˨	çᴀ˦˧	疑问语气助词，即“好”；姓氏
下	下	xa˩˧	çᴀ˨˦	一~，指全部
咸	咸	xa˩˧	çᴀ˨˦	~时~下，即每时每刻；~是~扒，即到处都是
阿	阿	Øa˥	Øᴀ˦˥	~姨；~哥~妹
婀	婀	Øa˥	Øᴀ˦˥	
啊	啊	Øa˥	Øᴀ˦˥	文读
啊	啊	Øa˨˩	Øᴀ˨˩	动词或形容词重叠“……啊……”，表示轻微
啊	啊	Øa˦˨	Øᴀ˦˧	句尾疑问语气词，如“是不是~？”
那	那	Øa˩˧	Øᴀ˨˦	白读
岜	岜	pia˥	b̥iᴀ˥	~沙族，一个苗族部落
吧	吧	pia˨˩	b̥iᴀ˨˩	~嗒
癟	瘪	pia˦˨	b̥iᴀ˦˧	白读
蹩	蹩	pʰia˨˩	pʰiᴀ˨˩	~脚，指脚骨折
蹩	蹩	pʰia˦˨	pʰiᴀ˦˧	~~脚，跛脚
劈	劈	pʰia˦˨	pʰiᴀ˦˧	~一字腿，瑜伽动作
擘	擘	pʰia˦˨	pʰiᴀ˦˧	白读
趴	趴	pʰia˦˨	pʰiᴀ˦˧	软~~，指性格懦弱或生病体虚
啪	啪	pʰia˦˨	pʰiᴀ˦˧	白读
白	白	pʰia˦˨	pʰiᴀ˦˧	~淡
敝	敝	pʰia˦˨	pʰiᴀ˦˧	旧~~；黄~~
扚	扚	tia˥	d̥iᴀ˦˥	白读，指勾或提
嗲	嗲	tia˦˨	d̥iᴀ˦˧	文读
黏	黏	nia˥	nᵈiᴀ˦˥	白读
䵙	䵙	nia˥	nᵈiᴀ˦˥	即“黏”
嗲	嗲	nia˥	nᵈiᴀ˦˥	白读
嫐	嫐	nia˥	nᵈiᴀ˦˥	黏人
家	家	nia˥	nᵈiᴀ˦˥	“人家”合音；“你家”合音
苶	苶	nia˨˩	nᵈiᴀ˨˩	~皮；~落
裂	裂	nia˨˩	nᵈiᴀ˨˩	皴~
業	业	nia˨˩	nᵈiᴀ˨˩	~障儿，指脑瘫儿
日	日	nia˨˩	nᵈiᴀ˨˩	~白
苶	苶	nia˦˨	nᵈiᴀ˦˧	~衣裳
壓	压	nia˩˧	nᵈiᴀ˨˦	~根儿
家	家	tɕia˥	tɕiᴀ˦˥	
