fanti	jianti	pinyin2	pinyin	ipa	beizhu
槳	桨	ziong	ziong3	tsiɔŋ³⁵	
長	长	ziong	ziong3	tsiɔŋ³⁵	生~。
杖	杖	ziong	ziong3	tsiɔŋ³⁵	
掌	掌	ziong	ziong3	tsiɔŋ³⁵	
醬	酱	ziong	ziong5	tsiɔŋ³³	
將	将	ziong	ziong5	tsiɔŋ³³	大~。
漲	涨	ziong	ziong5	tsiɔŋ³³	
帳	帐	ziong	ziong5	tsiɔŋ³³	
賬	账	ziong	ziong5	tsiɔŋ³³	
脹	胀	ziong	ziong5	tsiɔŋ³³	
悵	怅	ziong	ziong5	tsiɔŋ³³	
障	障	ziong	ziong5	tsiɔŋ³³	
匠	匠	ziong	ziong6	tsiɔŋ²²	
象	象	ziong	ziong6	tsiɔŋ²²	
像	像	ziong	ziong6	tsiɔŋ²²	
橡	橡	ziong	ziong6	tsiɔŋ²²	
丈	丈	ziong	ziong6	tsiɔŋ²²	
仗	仗	ziong	ziong6	tsiɔŋ²²	
槍	枪	ciong	ciong1	tsʰiɔŋ²⁴	
昌	昌	ciong	ciong1	tsʰiɔŋ²⁴	
菖	菖	ciong	ciong1	tsʰiɔŋ²⁴	
窗	窗	ciong	ciong1	tsʰiɔŋ²⁴	
搶	抢	ciong	ciong3	tsʰiɔŋ³⁵	
腸	肠	ciong	ciong3	tsʰiɔŋ³⁵	
暢	畅	ciong	ciong5	tsʰiɔŋ³³	
唱	唱	ciong	ciong5	tsʰiɔŋ³³	
倡	倡	ciong	ciong5	tsʰiɔŋ³³	
牆	墙	ciong	ciong2	tsʰiɔŋ⁴⁴	
詳	详	ciong	ciong2	tsʰiɔŋ⁴⁴	
祥	祥	ciong	ciong2	tsʰiɔŋ⁴⁴	
長	长	ciong	ciong2	tsʰiɔŋ⁴⁴	~短。
場	场	ciong	ciong2	tsʰiɔŋ⁴⁴	
箱	箱	siong	siong1	siɔŋ²⁴	
廂	厢	siong	siong1	siɔŋ²⁴	
鑲	镶	siong	siong1	siɔŋ²⁴	
霜	霜	siong	siong1	siɔŋ²⁴	
孀	孀	siong	siong1	siɔŋ²⁴	
商	商	siong	siong1	siɔŋ²⁴	
傷	伤	siong	siong1	siɔŋ²⁴	
雙	双	siong	siong1	siɔŋ²⁴	
相	相	siong	siong1h	siɔŋ⁵⁵	互~。
湘	湘	siong	siong1h	siɔŋ⁵⁵	
襄	襄	siong	siong1h	siɔŋ⁵⁵	
想	想	siong	siong3	siɔŋ³⁵	
賞	赏	siong	siong3	siɔŋ³⁵	
相	相	siong	siong5	siɔŋ³³	~貌。
常	常	siong	siong2	siɔŋ⁴⁴	
嘗	尝	siong	siong2	siɔŋ⁴⁴	
裳	裳	siong	siong2	siɔŋ⁴⁴	
償	偿	siong	siong2	siɔŋ⁴⁴	
上	上	siong	siong4	siɔŋ¹³	~山。
尚	尚	siong	siong6	siɔŋ²²	
上	上	siong	siong6	siɔŋ²²	~面。
疆	疆	giong	giong1	kiɔŋ²⁴	
僵	僵	giong	giong1	kiɔŋ²⁴	
韁	缰	giong	giong1	kiɔŋ²⁴	
薑	姜	giong	giong1	kiɔŋ²⁴	
姜	姜	giong	giong1	kiɔŋ²⁴	
羌	羌	giong	giong1	kiɔŋ²⁴	
強	强	kiong	kiong2	kʰiɔŋ⁴⁴	~弱。
強	强	kiong	kiong4	kʰiɔŋ¹³	勉~。
香	香	hiong	hiong1	hiɔŋ²⁴	
鄉	乡	hiong	hiong1	hiɔŋ²⁴	
晌	晌	hiong	hiong3	hiɔŋ³⁵	
餉	饷	hiong	hiong3	hiɔŋ³⁵	
享	享	hiong	hiong3	hiɔŋ³⁵	
響	响	hiong	hiong3	hiɔŋ³⁵	
向	向	hiong	hiong5	hiɔŋ³³	
央	央	jong	jong1	jɔŋ²⁴	
秧	秧	jong	jong1	jɔŋ²⁴	
殃	殃	jong	jong1	jɔŋ²⁴	
烊	烊	jong	jong3	jɔŋ³⁵	
洋	洋	jong	jong2	jɔŋ⁴⁴	
楊	杨	jong	jong2	jɔŋ⁴⁴	
陽	阳	jong	jong2	jɔŋ⁴⁴	
揚	扬	jong	jong2	jɔŋ⁴⁴	
佯	佯	jong	jong2	jɔŋ⁴⁴	
羊	羊	jong	jong2	jɔŋ⁴⁴	
壤	壤	jong	jong4	jɔŋ¹³	
攘	攘	jong	jong4	jɔŋ¹³	
仰	仰	jong	jong4	jɔŋ¹³	
養	养	jong	jong4	jɔŋ¹³	
癢	痒	jong	jong4	jɔŋ¹³	
釀	酿	jong	jong6	jɔŋ²²	
嚷	嚷	jong	jong6	jɔŋ²²	
讓	让	jong	jong6	jɔŋ²²	
樣	样	jong	jong6	jɔŋ²²	
漾	漾	jong	jong6	jɔŋ²²	
八	八	baaq	baaq7	paʔ⁵	
伯	伯	baaq	baaq7	paʔ⁵	
百	百	baaq	baaq7	paʔ⁵	
拔	拔	baaq	baaq8	paʔ²	
弼	弼	baaq	baaq8	paʔ²	
白	白	baaq	baaq8	paʔ²	
蔔	卜	baaq	baaq8	paʔ²	
泊	泊	baaq	baaq8	paʔ²	梁山~。
帕	帕	paaq	paaq7	pʰaʔ⁵	
柏	柏	paaq	paaq7	pʰaʔ⁵	
拍	拍	paaq	paaq7	pʰaʔ⁵	
魄	魄	paaq	paaq7	pʰaʔ⁵	
泊	泊	paaq	paaq8	pʰaʔ²	~车。
抹	抹	maaq	maaq7	maʔ⁵	~布。
襪	袜	maaq	maaq8	maʔ²	
擎	擎	maaq	maaq8	maʔ²	
麥	麦	maaq	maaq8	maʔ²	
脈	脉	maaq	maaq8	maʔ²	
法	法	faaq	faaq7	faʔ⁵	
發	发	faaq	faaq7	faʔ⁵	
髮	发	faaq	faaq7	faʔ⁵	
乏	乏	faaq	faaq8	faʔ²	
伐	伐	faaq	faaq8	faʔ²	
筏	筏	faaq	faaq8	faʔ²	
罰	罚	faaq	faaq8	faʔ²	
答	答	daaq	daaq7	taʔ⁵	
搭	搭	daaq	daaq7	taʔ⁵	
踏	踏	daaq	daaq7	taʔ⁵	
疊	叠	daaq	daaq7	taʔ⁵	又。
達	达	daaq	daaq8	taʔ²	
塔	塔	taaq	taaq7	tʰaʔ⁵	
榻	榻	taaq	taaq7	tʰaʔ⁵	
塌	塌	taaq	taaq7	tʰaʔ⁵	
踢	踢	taaq	taaq7	tʰaʔ⁵	
納	纳	naaq	naaq8	naʔ²	
捺	捺	naaq	naaq8	naʔ²	
焫	焫	laaq	laaq7	laʔ⁵	
臘	腊	laaq	laaq8	laʔ²	
蠟	蜡	laaq	laaq8	laʔ²	
邋	邋	laaq	laaq8	laʔ²	
辣	辣	laaq	laaq8	laʔ²	
瘌	瘌	laaq	laaq8	laʔ²	
垃	垃	laaq	laaq8	laʔ²	
紮	扎	zaaq	zaaq7	tsaʔ⁵	
窄	窄	zaaq	zaaq7	tsaʔ⁵	
摘	摘	zaaq	zaaq7	tsaʔ⁵	
擲	掷	zaaq	zaaq7	tsaʔ⁵	
雜	杂	zaaq	zaaq8	tsaʔ²	
閘	闸	zaaq	zaaq8	tsaʔ²	
什	什	zaaq	zaaq8	tsaʔ²	
軋	轧	zaaq	zaaq8	tsaʔ²	
鍘	铡	zaaq	zaaq8	tsaʔ²	
澤	泽	zaaq	zaaq8	tsaʔ²	
擇	择	zaaq	zaaq8	tsaʔ²	选~。
責	责	zaaq	zaaq8	tsaʔ²	
插	插	caaq	caaq7	tsʰaʔ⁵	
輯	辑	caaq	caaq7	tsʰaʔ⁵	
獺	獭	caaq	caaq7	tsʰaʔ⁵	
擦	擦	caaq	caaq7	tsʰaʔ⁵	
察	察	caaq	caaq7	tsʰaʔ⁵	
刷	刷	caaq	caaq7	tsʰaʔ⁵	
測	测	caaq	caaq7	tsʰaʔ⁵	
拆	拆	caaq	caaq7	tsʰaʔ⁵	
策	策	caaq	caaq7	tsʰaʔ⁵	
冊	册	caaq	caaq7	tsʰaʔ⁵	
柵	栅	caaq	caaq7	tsʰaʔ⁵	
歃	歃	saaq	saaq7	saʔ⁵	
撒	撒	saaq	saaq7	saʔ⁵	
薩	萨	saaq	saaq7	saʔ⁵	
殺	杀	saaq	saaq7	saʔ⁵	
圾	圾	saaq	saaq7	saʔ⁵	
煠	煠	saaq	saaq8	saʔ²	
拾	拾	saaq	saaq8	saʔ²	
格	格	gaaq	gaaq7	kaʔ⁵	
佮	佮	gaaq	gaaq7	kaʔ⁵	~份：合伙。
刮	刮	gaaq	gaaq7	kaʔ⁵	白读。
甲	甲	gaaq	gaaq7	kaʔ⁵	指~。
胳	胳	gaaq	gaaq8	kaʔ²	
蛤	蛤	gaaq	gaaq8	kaʔ²	
夾	夹	gaaq	gaaq8	kaʔ²	
胛	胛	gaaq	gaaq8	kaʔ²	
革	革	gaaq	gaaq8	kaʔ²	
隔	隔	gaaq	gaaq8	kaʔ²	
嚇	吓	haaq	haaq7	haʔ⁵	
恰	恰	haaq	haaq7	haʔ⁵	
峽	峡	haaq	haaq7	haʔ⁵	
恰	恰	haaq	haaq7	haʔ⁵	
客	客	haaq	haaq7	haʔ⁵	
赫	赫	haaq	haaq7	haʔ⁵	
合	合	haaq	haaq8	haʔ²	
盒	盒	haaq	haaq8	haʔ²	
狹	狭	haaq	haaq8	haʔ²	
匣	匣	haaq	haaq8	haʔ²	
俠	侠	haaq	haaq8	haʔ²	
扼	扼	ngaaq	ngaaq7	ŋaʔ⁵	
厄	厄	ngaaq	ngaaq7	ŋaʔ⁵	
噏	噏	ngaaq	ngaaq7	ŋaʔ⁵	说（略带贬义）。
額	额	ngaaq	ngaaq8	ŋaʔ²	
刮	刮	gwaaq	gwaaq7	kʷaʔ⁵	文读。
挖	挖	waaq	waaq7	waʔ⁵	
劃	划	waaq	waaq8	waʔ²	
滑	滑	waaq	waaq8	waʔ²	
猾	猾	waaq	waaq8	waʔ²	
或	或	waaq	waaq8	waʔ²	
押	押	aaq	aaq7	aʔ⁵	
壓	压	aaq	aaq7	aʔ⁵	
握	握	aaq	aaq7	aʔ⁵	
鴨	鸭	aaq	aaq7	aʔ⁵	又，~公。
壁	壁	beq	beq7	pɛʔ⁵	白读。
擗	擗	peq	peq7	pʰɛʔ⁵	丢弃。
糴	籴	deq	deq7	tɛʔ⁵	~米。
踢	踢	tseq	tseq7	tʰsɛʔ⁵	
叻	叻	leq	leq7	lɛʔ⁵	棒，能干。
脊	脊	zeq	zeq7	tsɛʔ⁵	
隻	只	zeq	zeq7	tsɛʔ⁵	量词。
赤	赤	ceq	ceq7	tsʰɛʔ⁵	
尺	尺	ceq	ceq7	tsʰɛʔ⁵	
惜	惜	seq	seq7	sɛʔ⁵	文读。
錫	锡	seq	seq7	sɛʔ⁵	
石	石	seq	seq8	sɛʔ²	
劇	剧	keq	keq8	kʰɛʔ²	
屐	屐	keq	keq8	kʰɛʔ²	
喫	吃	heq	heq7	hɛʔ⁵	
必	必	biq	biq7	pɪʔ⁵	
別	别	biq	biq8	pɪʔ²	
鱉	鳖	biq	biq8	pɪʔ²	
撇	撇	piq	piq7	pʰɪʔ⁵	
搣	搣	miq	miq7	mɪʔ⁵	撕。
滅	灭	miq	miq8	mɪʔ²	
篾	篾	miq	miq8	mɪʔ²	
蔑	蔑	miq	miq8	mɪʔ²	
衊	蔑	miq	miq8	mɪʔ²	
跌	跌	diq	diq7	tɪʔ⁵	
疊	叠	diq	diq7	tɪʔ⁵	
諜	谍	diq	diq8	tɪʔ²	
牒	牒	diq	diq8	tɪʔ²	
秩	秩	diq	diq8	tɪʔ²	
碟	碟	diq	diq8	tɪʔ²	又。
帖	帖	tiq	tiq7	tʰɪʔ⁵	
貼	贴	tiq	tiq7	tʰɪʔ⁵	
鐵	铁	tiq	tiq7	tʰɪʔ⁵	
捏	捏	niq	niq7	nɪʔ⁵	
聶	聂	niq	niq8	nɪʔ²	
冽	冽	liq	liq7	lɪʔ⁵	
獵	猎	liq	liq8	lɪʔ²	
列	列	liq	liq8	lɪʔ²	
烈	烈	liq	liq8	lɪʔ²	
裂	裂	liq	liq8	lɪʔ²	
接	接	ziq	ziq7	tsɪʔ⁵	
哲	哲	ziq	ziq7	tsɪʔ⁵	
蜇	蜇	ziq	ziq7	tsɪʔ⁵	
折	折	ziq	ziq7	tsɪʔ⁵	~断。
節	节	ziq	ziq7	tsɪʔ⁵	
摺	折	ziq	ziq7	tsɪʔ⁵	
捷	捷	ziq	ziq8	tsɪʔ²	
浙	浙	ziq	ziq8	tsɪʔ²	
截	截	ziq	ziq8	tsɪʔ²	
妾	妾	ciq	ciq7	tsʰɪʔ⁵	
徹	彻	ciq	ciq7	tsʰɪʔ⁵	
設	设	ciq	ciq7	tsʰɪʔ⁵	
切	切	ciq	ciq7	tsʰɪʔ⁵	~开。
撤	撤	ciq	ciq8	tsʰɪʔ²	
轍	辙	ciq	ciq8	tsʰɪʔ²	
攝	摄	siq	siq7	sɪʔ⁵	
涉	涉	siq	siq7	sɪʔ⁵	
薛	薛	siq	siq7	sɪʔ⁵	
泄	泄	siq	siq7	sɪʔ⁵	
舌	舌	siq	siq7	sɪʔ⁵	
屑	屑	siq	siq7	sɪʔ⁵	
折	折	siq	siq8	sɪʔ²	~本：亏本。
劫	劫	giq	giq7	kɪʔ⁵	
澀	涩	giq	giq7	kɪʔ⁵	
結	结	giq	giq7	kɪʔ⁵	
潔	洁	giq	giq7	kɪʔ⁵	
挾	挟	giq	giq8	kɪʔ²	
傑	杰	giq	giq8	kɪʔ²	
硤	硖	kiq	kiq7	kʰɪʔ⁵	
蠍	蝎	kiq	kiq7	kʰɪʔ⁵	
揭	揭	kiq	kiq8	kʰɪʔ²	
怯	怯	hiq	hiq7	hɪʔ⁵	
脅	胁	hiq	hiq7	hɪʔ⁵	
協	协	hiq	hiq7	hɪʔ⁵	
歇	歇	hiq	hiq7	hɪʔ⁵	
醃	腌	iq	iq7	ɪʔ⁵	
葉	叶	iq	iq8	ɪʔ²	
頁	页	iq	iq8	ɪʔ²	
業	业	iq	iq8	ɪʔ²	
熱	热	iq	iq8	ɪʔ²	
孽	孽	iq	iq8	ɪʔ²	
搏	搏	boq	boq7	pɔʔ⁵	
薄	薄	boq	boq8	pɔʔ²	
脖	脖	boq	boq8	pɔʔ²	
縛	缚	boq	boq8	pɔʔ²	
博	博	boq	boq8	pɔʔ²	
駁	驳	boq	boq8	pɔʔ²	
樸	朴	poq	poq7	pʰɔʔ⁵	
朴	朴	poq	poq7	pʰɔʔ⁵	
撲	扑	poq	poq7	pʰɔʔ⁵	
粕	粕	poq	poq7	pʰɔʔ⁵	
剝	剥	moq	moq7	mɔʔ⁵	
莫	莫	moq	moq8	mɔʔ²	
膜	膜	moq	moq8	mɔʔ²	
幕	幕	moq	moq8	mɔʔ²	
寞	寞	moq	moq8	mɔʔ²	
藿	藿	foq	foq7	fɔʔ⁵	
度	度	doq	doq8	tɔʔ²	~量。
擇	择	doq	doq8	tɔʔ²	~菜。
托	托	toq	toq7	tʰɔʔ⁵	
諾	诺	loq	loq7	lɔʔ⁵	
烙	烙	loq	loq7	lɔʔ⁵	
駱	骆	loq	loq7	lɔʔ⁵	
酪	酪	loq	loq7	lɔʔ⁵	
洛	洛	loq	loq7	lɔʔ⁵	
絡	络	loq	loq7	lɔʔ⁵	
落	落	loq	loq8	lɔʔ²	
樂	乐	loq	loq8	lɔʔ²	快~。
作	作	zoq	zoq8	tsɔʔ²	
鑿	凿	zoq	zoq8	tsɔʔ²	
昨	昨	zoq	zoq8	tsɔʔ²	
塑	塑	soq	soq7	sɔʔ⁵	
索	索	soq	soq7	sɔʔ⁵	
閣	阁	goq	goq7	kɔʔ⁵	
擱	搁	goq	goq7	kɔʔ⁵	
郭	郭	goq	goq7	kɔʔ⁵	
覺	觉	goq	goq7	kɔʔ⁵	
角	角	goq	goq7	kɔʔ⁵	
國	国	goq	goq7	kɔʔ⁵	
各	各	goq	goq8	kɔʔ²	
胳	胳	goq	goq8	kɔʔ²	又。
郝	郝	koq	koq7	kʰɔʔ⁵	
廓	廓	koq	koq7	kʰɔʔ⁵	
霍	霍	koq	koq7	kʰɔʔ⁵	
確	确	koq	koq7	kʰɔʔ⁵	
殼	壳	hoq	hoq7	hɔʔ⁵	
學	学	hoq	hoq8	hɔʔ²	
鄂	鄂	ngoq	ngoq8	ŋɔʔ²	
齶	腭	ngoq	ngoq8	ŋɔʔ²	
萼	萼	ngoq	ngoq8	ŋɔʔ²	
噩	噩	ngoq	ngoq8	ŋɔʔ²	
嶽	岳	ngoq	ngoq8	ŋɔʔ²	
樂	乐	ngoq	ngoq8	ŋɔʔ²	音~。
鑊	镬	woq	woq8	wɔʔ²	
鍋	锅	woq	woq8	wɔʔ²	以“镬”训“锅”。
獲	获	woq	woq8	wɔʔ²	
惡	恶	oq	oq7	ɔʔ⁵	善~。
奪	夺	dyuq	dyuq8	tyʔ²	
脫	脱	tyuq	tyuq8	tʰyʔ²	
捋	捋	lyuq	lyuq8	lyʔ²	~袖。
劣	劣	lyuq	lyuq8	lyʔ²	
絕	绝	zyuq	zyuq8	tsyʔ²	
拙	拙	zyuq	zyuq8	tsyʔ²	
雪	雪	syuq	syuq7	syʔ⁵	
說	说	syuq	syuq7	syʔ⁵	
決	决	kyuq	kyuq7	kʰyʔ⁵	
訣	诀	kyuq	kyuq7	kʰyʔ⁵	
缺	缺	kyuq	kyuq7	kʰyʔ⁵	
血	血	hyuq	hyuq7	hyʔ⁵	
悅	悦	jyuq	jyuq8	jyʔ²	
閱	阅	jyuq	jyuq8	jyʔ²	
月	月	jyuq	jyuq8	jyʔ²	
越	越	jyuq	jyuq8	jyʔ²	
粵	粤	jyuq	jyuq8	jyʔ²	
穴	穴	jyuq	jyuq8	jyʔ²	
乙	乙	jyuq	jyuq8	jyʔ²	
剁	剁	doeq	doeq7	tœʔ⁵	
琢	琢	doeq	doeq7	tœʔ⁵	
啄	啄	doeq	doeq7	tœʔ⁵	~木鸟。
略	略	loeq	loeq8	lœʔ²	
掠	掠	loeq	loeq8	lœʔ²	
著	着	zoeq	zoeq7	tsœʔ⁵	~衫：穿衣服。
卓	卓	zoeq	zoeq7	tsœʔ⁵	
酌	酌	zoeq	zoeq7	tsœʔ⁵	
著	着	zoeq	zoeq8	tsœʔ²	附~。
爵	爵	coeq	coeq7	tsʰœʔ⁵	
鵲	鹊	coeq	coeq7	tsʰœʔ⁵	
嚼	嚼	coeq	coeq7	tsʰœʔ⁵	
灼	灼	coeq	coeq7	tsʰœʔ⁵	
妁	妁	coeq	coeq7	tsʰœʔ⁵	
綽	绰	coeq	coeq7	tsʰœʔ⁵	
焯	焯	coeq	coeq7	tsʰœʔ⁵	
勺	勺	coeq	coeq7	tsʰœʔ⁵	
芍	芍	coeq	coeq7	tsʰœʔ⁵	
桌	桌	coeq	coeq7	tsʰœʔ⁵	
雀	雀	coeq	coeq7	tsʰœʔ⁵	
削	削	soeq	soeq7	sœʔ⁵	
腳	脚	goeq	goeq7	kœʔ⁵	
卻	却	koeq	koeq7	kʰœʔ⁵	
約	约	joeq	joeq7	jœʔ⁵	
曰	曰	joeq	joeq8	jœʔ²	
若	若	joeq	joeq8	jœʔ²	
弱	弱	joeq	joeq8	jœʔ²	
虐	虐	joeq	joeq8	jœʔ²	
瘧	疟	joeq	joeq8	jœʔ²	
藥	药	joeq	joeq8	jœʔ²	
鑰	钥	joeq	joeq8	jœʔ²	
躍	跃	joeq	joeq8	jœʔ²	
筆	笔	baiq	baiq8	pɐiʔ²	
畢	毕	baiq	baiq8	pɐiʔ²	
不	不	baiq	baiq8	pɐiʔ²	
北	北	baiq	baiq8	pɐiʔ²	
逼	逼	baiq	baiq8	pɐiʔ²	
迫	迫	baiq	baiq8	pɐiʔ²	以“逼”训“迫”。
璧	璧	baiq	baiq8	pɐiʔ²	
壁	壁	baiq	baiq8	pɐiʔ²	
碧	碧	baiq	baiq8	pɐiʔ²	
匹	匹	paiq	paiq8	pʰɐiʔ²	
闢	辟	paiq	paiq8	pʰɐiʔ²	
僻	僻	paiq	paiq8	pʰɐiʔ²	
癖	癖	paiq	paiq8	pʰɐiʔ²	
密	密	maiq	maiq8	mɐiʔ²	
蜜	蜜	maiq	maiq8	mɐiʔ²	
物	物	maiq	maiq8	mɐiʔ²	
勿	勿	maiq	maiq8	mɐiʔ²	
墨	墨	maiq	maiq8	mɐiʔ²	
默	默	maiq	maiq8	mɐiʔ²	
陌	陌	maiq	maiq8	mɐiʔ²	
覓	觅	maiq	maiq8	mɐiʔ²	
窟	窟	faiq	faiq7	fɐiʔ⁵	
忽	忽	faiq	faiq7	fɐiʔ⁵	
沸	沸	faiq	faiq8	fɐiʔ²	
弗	弗	faiq	faiq8	fɐiʔ²	
佛	佛	faiq	faiq8	fɐiʔ²	
得	得	daiq	daiq7	tɐiʔ⁵	
德	德	daiq	daiq7	tɐiʔ⁵	
的	的	daiq	daiq7	tɐiʔ⁵	
突	突	daiq	daiq8	tɐiʔ²	
特	特	daiq	daiq8	tɐiʔ²	
滴	滴	daiq	daiq8	tɐiʔ²	
嫡	嫡	daiq	daiq8	tɐiʔ²	
敵	敌	daiq	daiq8	tɐiʔ²	
狄	狄	daiq	daiq8	tɐiʔ²	
剔	剔	taiq	taiq7	tʰɐiʔ⁵	
搦	搦	naiq	naiq7	nɐiʔ⁵	
溺	溺	naiq	naiq7	nɐiʔ⁵	
匿	匿	laiq	laiq7	lɐiʔ⁵	
栗	栗	laiq	laiq8	lɐiʔ²	
律	律	laiq	laiq8	lɐiʔ²	
肋	肋	laiq	laiq8	lɐiʔ²	
勒	勒	laiq	laiq8	lɐiʔ²	
力	力	laiq	laiq8	lɐiʔ²	
曆	历	laiq	laiq8	lɐiʔ²	
質	质	zaiq	zaiq7	tsɐiʔ⁵	~量。
卒	卒	zaiq	zaiq7	tsɐiʔ⁵	
則	则	zaiq	zaiq7	tsɐiʔ⁵	
即	即	zaiq	zaiq7	tsɐiʔ⁵	
鯽	鲫	zaiq	zaiq7	tsɐiʔ⁵	
側	侧	zaiq	zaiq7	tsɐiʔ⁵	
織	织	zaiq	zaiq7	tsɐiʔ⁵	
職	职	zaiq	zaiq7	tsɐiʔ⁵	
積	积	zaiq	zaiq7	tsɐiʔ⁵	
跡	迹	zaiq	zaiq7	tsɐiʔ⁵	
績	绩	zaiq	zaiq7	tsɐiʔ⁵	
席	席	zaiq	zaiq8	tsɐiʔ²	
蟄	蛰	zaiq	zaiq8	tsɐiʔ²	
疾	疾	zaiq	zaiq8	tsɐiʔ²	
侄	侄	zaiq	zaiq8	tsɐiʔ²	
直	直	zaiq	zaiq8	tsɐiʔ²	
值	值	zaiq	zaiq8	tsɐiʔ²	
殖	殖	zaiq	zaiq8	tsɐiʔ²	
植	植	zaiq	zaiq8	tsɐiʔ²	
籍	籍	zaiq	zaiq8	tsɐiʔ²	
藉	藉	zaiq	zaiq8	tsɐiʔ²	狼~。
夕	夕	zaiq	zaiq8	tsɐiʔ²	
寂	寂	zaiq	zaiq8	tsɐiʔ²	
七	七	caiq	caiq7	tsʰɐiʔ⁵	
漆	漆	caiq	caiq7	tsʰɐiʔ⁵	
膝	膝	caiq	caiq7	tsʰɐiʔ⁵	
出	出	caiq	caiq7	tsʰɐiʔ⁵	
斥	斥	caiq	caiq7	tsʰɐiʔ⁵	
戚	戚	caiq	caiq7	tsʰɐiʔ⁵	
賊	贼	caiq	caiq8	tsʰɐiʔ²	
摔	摔	saiq	saiq7	sɐiʔ⁵	
率	率	saiq	saiq7	sɐiʔ⁵	~领。
悉	悉	saiq	saiq7	sɐiʔ⁵	
蟋	蟋	saiq	saiq7	sɐiʔ⁵	
失	失	saiq	saiq7	sɐiʔ⁵	
室	室	saiq	saiq7	sɐiʔ⁵	
恤	恤	saiq	saiq7	sɐiʔ⁵	
蟀	蟀	saiq	saiq7	sɐiʔ⁵	
塞	塞	saiq	saiq7	sɐiʔ⁵	~车：堵车。
息	息	saiq	saiq7	sɐiʔ⁵	
熄	熄	saiq	saiq7	sɐiʔ⁵	
媳	媳	saiq	saiq7	sɐiʔ⁵	
色	色	saiq	saiq7	sɐiʔ⁵	
嗇	啬	saiq	saiq7	sɐiʔ⁵	
識	识	saiq	saiq7	sɐiʔ⁵	
式	式	saiq	saiq7	sɐiʔ⁵	
飾	饰	saiq	saiq7	sɐiʔ⁵	
昔	昔	saiq	saiq7	sɐiʔ⁵	
適	适	saiq	saiq7	sɐiʔ⁵	
釋	释	saiq	saiq7	sɐiʔ⁵	
析	析	saiq	saiq7	sɐiʔ⁵	
惜	惜	saiq	saiq7	sɐiʔ⁵	白读：疼爱。
實	实	saiq	saiq8	sɐiʔ²	
術	术	saiq	saiq8	sɐiʔ²	
朮	朮	saiq	saiq8	sɐiʔ²	
述	述	saiq	saiq8	sɐiʔ²	
食	食	saiq	saiq8	sɐiʔ²	
蝕	蚀	saiq	saiq8	sɐiʔ²	
吉	吉	gaiq	gaiq7	kɐiʔ⁵	
桔	桔	gaiq	gaiq7	kɐiʔ⁵	
橘	橘	gaiq	gaiq7	kɐiʔ⁵	
戟	戟	gaiq	gaiq7	kɐiʔ⁵	
擊	击	gaiq	gaiq7	kɐiʔ⁵	
激	激	gaiq	gaiq7	kɐiʔ⁵	
㓤	㓤	gaiq	gaiq7	kɐiʔ⁵	
極	极	gaiq	gaiq8	kɐiʔ²	
趌	趌	gaiq	gaiq8	kɐiʔ²	翘起。
咳	咳	kaiq	kaiq7	kʰɐiʔ⁵	
極	极	kaiq	kaiq8	kʰɐiʔ²	
曱	曱	kaiq	kaiq8	kʰɐiʔ²	~甴：蟑螂。
扱	扱	kaiq	kaiq8	kʰɐiʔ²	~火柴。
乞	乞	haiq	haiq7	hɐiʔ⁵	
刻	刻	haiq	haiq7	hɐiʔ⁵	
克	克	haiq	haiq7	hɐiʔ⁵	
黑	黑	haiq	haiq7	hɐiʔ⁵	
亥	亥	haiq	haiq8	hɐiʔ²	
轄	辖	haiq	haiq8	hɐiʔ²	
核	核	haiq	haiq8	hɐiʔ²	审~。
骨	骨	gwaiq	gwaiq7	kʷɐiʔ⁵	
掘	掘	kwaiq	kwaiq8	kʷʰɐiʔ²	
倔	倔	kwaiq	kwaiq8	kʷʰɐiʔ²	
崛	崛	kwaiq	kwaiq8	kʷʰɐiʔ²	
屈	屈	waiq	waiq7	wɐiʔ⁵	
鬱	郁	waiq	waiq7	wɐiʔ⁵	
惑	惑	waiq	waiq7	wɐiʔ⁵	
域	域	waiq	waiq8	wɐiʔ²	
核	核	waiq	waiq8	wɐiʔ²	果~。
一	一	jaiq	jaiq7	jɐiʔ⁵	
溢	溢	jaiq	jaiq7	jɐiʔ⁵	
憶	忆	jaiq	jaiq7	jɐiʔ⁵	
億	亿	jaiq	jaiq7	jɐiʔ⁵	
抑	抑	jaiq	jaiq7	jɐiʔ⁵	
益	益	jaiq	jaiq7	jɐiʔ⁵	
日	日	jaiq	jaiq8	jɐiʔ²	
逸	逸	jaiq	jaiq8	jɐiʔ²	
翼	翼	jaiq	jaiq8	jɐiʔ²	
逆	逆	jaiq	jaiq8	jɐiʔ²	
亦	亦	jaiq	jaiq8	jɐiʔ²	
譯	译	jaiq	jaiq8	jɐiʔ²	
易	易	jaiq	jaiq8	jɐiʔ²	
液	液	jaiq	jaiq8	jɐiʔ²	
腋	腋	jaiq	jaiq8	jɐiʔ²	
膠	胶	jaiq	jaiq8	jɐiʔ²	
疫	疫	jaiq	jaiq8	jɐiʔ²	
役	役	jaiq	jaiq8	jɐiʔ²	
缽	钵	buiq	buiq7	puiʔ⁵	
撥	拨	buiq	buiq7	puiʔ⁵	
鈸	钹	buiq	buiq8	puiʔ²	
勃	勃	buiq	buiq8	puiʔ²	
潑	泼	puiq	puiq7	pʰuiʔ⁵	
末	末	muiq	muiq8	muiʔ²	
