汉字	拼音	拼音	IPA	注释
剩	seng6	seng④	sɛŋ˨˥	
剩	sin5	sin②	sin˥˥	
剩	sin7	sin⑥	sin˨˨	
升	seng1	seng①	sɛŋ˦˥	
勝	seng3	seng⑤	sɛŋ˨˩˨	
承	seng5	seng②	sɛŋ˥˥	文
承	sin5	sin②	sin˥˥	白
丞	seng5	seng②	sɛŋ˥˥	
仍	jeng5	jeng②	dzɛŋ˥˥	
扔	jeng1	jeng①	dzɛŋ˦˥	
兢	kheng1	kheng①	kʰɛŋ˦˥	
凝	ngeng5	ngeng②	ŋɛŋ˥˥	
興	heng1	heng①	hɛŋ˦˥	
興	heng3	heng⑤	hɛŋ˨˩˨	
應	eng1	eng①	ɛŋ˦˥	文，~該
鷹	eng1	eng①	ɛŋ˦˥	
應	eng3	eng⑤	ɛŋ˨˩˨	文
應	in3	in⑤	in˨˩˨	白
蠅	sin5	sin②	sin˥˥	
孕	jeng6	jeng④	dzɛŋ˨˥	
北	pak4	pak⑦	pak˧˨	
墨	bak8	bak⑧	bak˥˦	
默	mit8	mit⑧	mit˥˦	
德	tek4	tek⑦	tɛk˧˨	
得	tit4	tit⑦	tit˧˨	
特	tek8	tek⑧	tɛk˥˦	
肋	lek8	lek⑧	lɛk˥˦	
勒	lek8	lek⑧	lɛk˥˦	文
勒	lat8	lat⑧	lat˥˦	替，~索
則	tsek4	tsek⑦	tsɛk˧˨	
賊	tshat8	tshat⑧	tsʰat˥˦	
塞	sat4	sat⑦	sat˧˨	
塞	sai3	sai⑤	sai˨˩˨	
刻	khek4	khek⑦	kʰɛk˧˨	文
刻	khat4	khat⑦	kʰat˧˨	白
克	khiok4	khiok⑦	kʰiok˧˨	
黑	hek4	hek⑦	hɛk˧˨	
逼	pek4	pek⑦	pɛk˧˨	
匿	nek8	nek⑧	nɛk˥˦	
力	lat8	lat⑧	lat˥˦	
即	tsiat4	tsiat⑦	tsiɛt˧˨	
即	tset4	tset⑦	tsɛt˧˨	又，地域差
鯽	tsit4	tsit⑦	tsit˧˨	
稷	tsek4	tsek⑦	tsɛk˧˨	
息	sek4	sek⑦	sɛk˧˨	
熄	sek4	sek⑦	sɛk˧˨	文
熄	sit4	sit⑦	sit˧˨	白
媳	sek4	sek⑦	sɛk˧˨	
直	tek8	tek⑧	tɛk˥˦	文
直	tit8	tit⑧	tit˥˦	白
值	tek8	tek⑧	tɛk˥˦	文
值	tat8	tat⑧	tat˥˦	白
側	tshek4	tshek⑦	tsʰɛk˧˨	
測	tshek4	tshek⑦	tsʰɛk˧˨	
惻	tshek4	tshek⑦	tsʰɛk˧˨	
色	sek4	sek⑦	sɛk˧˨	
織	tsit4	tsit⑦	tsit˧˨	
職	tseh4	tseh⑦	tsɛʔ˧˨	
食	sit8	sit⑧	sit˥˦	
食	tsiah8	tsiah⑧	tsiaʔ˥˦	
蝕	sih8	sih⑧	siʔ˥˦	
識	sek4	sek⑦	sɛk˧˨	
式	sek4	sek⑦	sɛk˧˨	
拭	sek4	sek⑦	sɛk˧˨	文
拭	tshit4	tshit⑦	tsʰit˧˨	白
飾	sek4	sek⑦	sɛk˧˨	
殖	sit8	sit⑧	sit˥˦	
植	sit8	sit⑧	sit˥˦	
棘	kek4	kek⑦	kɛk˧˨	
極	kek8	kek⑧	kɛk˥˦	
憶	i3	i⑤	i˨˩˨	俗
憶	it4	it⑦	it˧˨	白，~得
億	ek8	ek⑧	ɛk˥˦	
抑	at4	at⑦	at˧˨	
翼	ek8	ek⑧	ɛk˥˦	文
翼	sit8	sit⑧	sit˥˦	白
弘	hong5	hong②	hoŋ˥˥	
國	kok4	kok⑦	kok˧˨	
或	hok8	hok⑧	hok˥˦	
惑	hok8	hok⑧	hok˥˦	
域	hok8	hok⑧	hok˥˦	
烹	pheng1	pheng①	pʰɛŋ˦˥	
彭	phenn5	phenn②	pʰɛ̃˥˥	
膨	phenn5	phenn②	pʰɛ̃˥˥	
盲	mang5	mang②	maŋ˥˥	新
盲	meng5	meng②	mɛŋ˥˥	文
盲	me5	me②	mɛ̃˥˥	白
猛	meng2	meng③	mɛŋ˥˧	文
猛	me2	me③	mɛ̃˥˧	白
孟	meng2	meng③	mɛŋ˥˧	
打	ta2	ta③	ta˥˧	
冷	ne2	ne③	nɛ̃˥˧	
撐	thenn1	thenn①	tʰɛ̃˦˥	
撐	thenn3	thenn⑤	tʰɛ̃˨˩˨	
澄	theng5	theng②	tʰɛŋ˥˥	
生	seng1	seng①	sɛŋ˦˥	文
生	senn1	senn①	sɛ̃˦˥	白
生	tshenn1	tshenn①	tsʰɛ̃˦˥	白
牲	seng1	seng①	sɛŋ˦˥	文
牲	senn1	senn①	sɛ̃˦˥	白
笙	seng1	seng①	sɛŋ˦˥	
甥	seng1	seng①	sɛŋ˦˥	
省	senn2	senn③	sɛ̃˥˧	
更	keng1	keng①	kɛŋ˦˥	文
更	keng3	keng⑤	kɛŋ˨˩˨	文
更	kenn1	kenn①	kɛ̃˦˥	白
庚	kenn1	kenn①	kɛ̃˦˥	
羹	kenn1	kenn①	kɛ̃˦˥	
哽	kenn2	kenn③	kɛ̃˥˧	
坑	khenn1	khenn①	kʰɛ̃˦˥	
硬	nge6	nge④	ŋɛ̃˨˥	
亨	heng1	heng①	hɛŋ˦˥	
行	heng5	heng②	hɛŋ˥˥	文，~李
行	heng6	heng④	hɛŋ˨˥	文
行	kiann5	kiann②	kiã˥˥	白
衡	heng5	heng②	hɛŋ˥˥	
杏	heng3	heng⑤	hɛŋ˨˩˨	
棚	penn5	penn②	pɛ̃˥˥	
萌	meng5	meng②	mɛŋ˥˥	
橙	tsheng5	tsheng②	tsʰɛŋ˥˥	
爭	tsenn1	tsenn①	tsɛ̃˦˥	
箏	tseng1	tseng①	tsɛŋ˦˥	
睜	tseng1	tseng①	tsɛŋ˦˥	
耕	kenn1	kenn①	kɛ̃˦˥	
耿	keng2	keng③	kɛŋ˥˧	
幸	heng6	heng④	hɛŋ˨˥	
鶯	eng1	eng①	ɛŋ˦˥	
鸚	eng1	eng①	ɛŋ˦˥	
櫻	eng1	eng①	ɛŋ˦˥	
兵	piann1	piann①	piã˦˥	
丙	piann2	piann③	piã˥˧	
秉	peng2	peng③	pɛŋ˥˧	
柄	penn3	penn⑤	pɛ̃˨˩˨	
平	pheng5	pheng②	pʰɛŋ˥˥	文
平	penn5	penn②	pɛ̃˥˥	白
平	phenn5	phenn②	pʰɛ̃˥˥	白，使平
評	pheng5	pheng②	pʰɛŋ˥˥	
坪	pheng5	pheng②	pʰɛŋ˥˥	文
坪	phenn5	phenn②	pʰɛ̃˥˥	
坪	phiann5	phiann②	pʰiã˥˥	白
病	penn7	penn⑥	pɛ̃˨˨	
明	meng5	meng②	mɛŋ˥˥	文
明	me5	me②	mɛ̃˥˥	白，~年
鳴	meng5	meng②	mɛŋ˥˥	
盟	meng5	meng②	mɛŋ˥˥	
皿	meng2	meng③	mɛŋ˥˧	
命	meng6	meng④	mɛŋ˨˥	文
命	mia7	mia⑥	miã˨˨	白
京	kiann1	kiann①	kiã˦˥	
荆	keng1	keng①	kɛŋ˦˥	
驚	keng1	keng①	kɛŋ˦˥	文，~蟄
驚	kiann1	kiann①	kiã˦˥	白
境	keng2	keng③	kɛŋ˥˧	
景	keng2	keng③	kɛŋ˥˧	
警	keng6	keng④	kɛŋ˨˥	
敬	keng3	keng⑤	kɛŋ˨˩˨	
竟	keng2	keng③	kɛŋ˥˧	
鏡	kiann3	kiann⑤	kiã˨˩˨	
卿	kheng1	kheng①	kʰɛŋ˦˥	
慶	kheng3	kheng⑤	kʰɛŋ˨˩˨	
擎	kheng5	kheng②	kʰɛŋ˥˥	文
擎	khia5	khia②	kʰia˥˥	替
鯨	kheng5	kheng②	kʰɛŋ˥˥	
競	keng6	keng④	kɛŋ˨˥	
迎	ngeng5	ngeng②	ŋɛŋ˥˥	文
迎	iann5	iann②	iã˥˥	白
英	eng1	eng①	ɛŋ˦˥	
影	iann2	iann③	iã˥˧	
映	iang3	iang⑤	iaŋ˨˩˨	
餅	piann2	piann③	piã˥˧	
并	peng6	peng④	pɛŋ˨˥	
聘	pheng3	pheng⑤	pʰɛŋ˨˩˨	文
聘	phiann3	phiann⑤	pʰiã˨˩˨	白
名	meng5	meng②	mɛŋ˥˥	文
名	mia5	mia②	miã˥˥	白
領	nia2	nia③	niã˥˧	
嶺	nia2	nia③	niã˥˧	
令	leng6	leng④	lɛŋ˨˥	
精	tseng1	tseng①	tsɛŋ˦˥	文
精	tsiann1	tsiann①	tsiã˦˥	白
晶	tsiann1	tsiann①	tsiã˦˥	
睛	tseng1	tseng①	tsɛŋ˦˥	
井	tsenn2	tsenn③	tsɛ̃˥˧	
清	tsheng1	tsheng①	tsʰɛŋ˦˥	
請	tshiann2	tshiann③	tsʰiã˥˧	
倩	tsheng3	tsheng⑤	tsʰɛŋ˨˩˨	文
倩	tshiann3	tshiann⑤	tsʰiã˨˩˨	白，央~
倩	tshiah4	tshiah⑦	tsʰiaʔ˧˨	白，又
情	tsheng5	tsheng②	tsʰɛŋ˥˥	文
情	tsiann5	tsiann②	tsiã˥˥	白
晴	tsenn5	tsenn②	tsɛ̃˥˥	
靜	tsenn6	tsenn④	tsɛ̃˨˥	
净	tseng6	tseng④	tsɛŋ˨˥	
性	senn3	senn⑤	sɛ̃˨˩˨	
姓	senn3	senn⑤	sɛ̃˨˩˨	
貞	tseng1	tseng①	tsɛŋ˦˥	
蟶	than1	than①	tʰan˦˥	
偵	tseng1	tseng①	tsɛŋ˦˥	
逞	theng2	theng③	tʰɛŋ˥˧	
呈	thiann5	thiann②	tʰiã˥˥	
程	thiann5	thiann②	tʰiã˥˥	
鄭	tenn7	tenn⑥	tɛ̃˨˨	
正	tsiann1	tsiann①	tsiã˦˥	
征	tseng1	tseng①	tsɛŋ˦˥	
整	tsiann2	tsiann③	tsiã˥˧	
政	tseng3	tseng⑤	tsɛŋ˨˩˨	
正	tsiann3	tsiann⑤	tsiã˨˩˨	
聲	siann1	siann①	siã˦˥	
聖	seng3	seng⑤	sɛŋ˨˩˨	文，~杯
聖	siann3	siann⑤	siã˨˩˨	白
城	siann5	siann②	siã˥˥	
成	seng5	seng②	sɛŋ˥˥	文
成	siann5	siann②	siã˥˥	白，比率
成	tsiann5	tsiann②	tsiã˥˥	白
成	tshiann5	tshiann②	tsʰiã˥˥	白，使成
誠	seng5	seng②	sɛŋ˥˥	
盛	seng6	seng④	sɛŋ˨˥	
頸	kenn3	kenn⑤	kɛ̃˨˩˨	
勁	kenn3	kenn⑤	kɛ̃˨˩˨	
輕	khin1	khin①	kʰin˦˥	
輕	khia1	khia①	kʰia˦˥	~薄
嬰	eng1	eng①	ɛŋ˦˥	
纓	eng1	eng①	ɛŋ˦˥	
盈	iong5	iong②	ioŋ˥˥	
贏	iann5	iann②	iã˥˥	
嬴	iong1	iong①	ioŋ˦˥	
姘	pheng1	pheng①	pʰɛŋ˦˥	
拼	pheng1	pheng①	pʰɛŋ˦˥	
瓶	phin5	phin②	pʰin˥˥	
瓶	pan5	pan②	pan˥˥	白
屏	phin5	phin②	pʰin˥˥	
並	peng6	peng④	pɛŋ˨˥	
銘	meng5	meng②	mɛŋ˥˥	
冥	meng5	meng②	mɛŋ˥˥	
暝	meng5	meng②	mɛŋ˥˥	文
暝	me5	me②	mɛ̃˥˥	白
丁	teng1	teng①	tɛŋ˦˥	
釘	teng1	teng①	tɛŋ˦˥	文
頂	teng2	teng③	tɛŋ˥˧	
鼎	tiann2	tiann③	tiã˥˧	
釘	teng3	teng⑤	tɛŋ˨˩˨	文
釘	tan3	tan⑤	tan˨˩˨	白
訂	teng3	teng⑤	tɛŋ˨˩˨	
聽	theng3	theng⑤	tʰɛŋ˨˩˨	
聽	thiann1	thiann①	tʰiã˦˥	
廳	thiann1	thiann①	tʰiã˦˥	
廷	theng5	theng②	tʰɛŋ˥˥	
停	theng5	theng②	tʰɛŋ˥˥	
亭	teng5	teng②	tɛŋ˥˥	
庭	theng5	theng②	tʰɛŋ˥˥	文
庭	tiann5	tiann②	tiã˥˥	白
蜓	theng5	theng②	tʰɛŋ˥˥	
挺	theng2	theng③	tʰɛŋ˥˧	
艇	theng2	theng③	tʰɛŋ˥˧	
錠	teng6	teng④	tɛŋ˨˥	
定	teng6	teng④	tɛŋ˨˥	文
定	tiann7	tiann⑥	tiã˨˨	白
寧	leng5	leng②	lɛŋ˥˥	
佞	leng6	leng④	lɛŋ˨˥	
靈	leng5	leng②	lɛŋ˥˥	
零	leng5	leng②	lɛŋ˥˥	文
零	lan5	lan②	lan˥˥	白
鈴	leng1	leng①	lɛŋ˦˥	
伶	leng5	leng②	lɛŋ˥˥	
另	leng6	leng④	lɛŋ˨˥	
青	tshenn1	tshenn①	tsʰɛ̃˦˥	
蜻	tshenn1	tshenn①	tsʰɛ̃˦˥	
星	tshenn1	tshenn①	tsʰɛ̃˦˥	
星	san1	san①	san˦˥	零~
腥	seng1	seng①	sɛŋ˦˥	文
腥	tshenn1	tshenn①	tsʰɛ̃˦˥	白
腥	tshenn3	tshenn⑤	tsʰɛ̃˨˩˨	白
醒	seng2	seng③	sɛŋ˥˧	文，~定
醒	tshenn2	tshenn③	tsʰɛ̃˥˧	白
經	keng1	keng①	kɛŋ˦˥	文
經	kenn1	kenn①	kɛ̃˦˥	白，~布
經	kiann1	kiann①	kiã˦˥	白，名詞
徑	kenn3	kenn⑤	kɛ̃˨˩˨	
磬	kheng3	kheng⑤	kʰɛŋ˨˩˨	
馨	heng1	heng①	hɛŋ˦˥	
刑	heng5	heng②	hɛŋ˥˥	
型	heng5	heng②	hɛŋ˥˥	
形	heng5	heng②	hɛŋ˥˥	
百	peh4	peh⑦	pɛʔ˧˨	
柏	peh4	peh⑦	pɛʔ˧˨	
伯	peh4	peh⑦	pɛʔ˧˨	
迫	pek4	pek⑦	pɛk˧˨	
拍	phah4	phah⑦	pʰaʔ˧˨	
珀	phek4	phek⑦	pʰɛk˧˨	
魄	phek4	phek⑦	pʰɛk˧˨	
白	peh8	peh⑧	pɛʔ˥˦	
陌	mit8	mit⑧	mit˥˦	
拆	thiah4	thiah⑦	tʰiaʔ˧˨	
擇	toh8	toh⑧	toʔ˥˦	
澤	tsek8	tsek⑧	tsɛk˥˦	
宅	theh8	theh⑧	tʰɛʔ˥˦	
窄	tsa2	tsa③	tsa˥˧	俗
格	keh4	keh⑦	kɛʔ˧˨	
客	kheh4	kheh⑦	kʰɛʔ˧˨	
客	khah4	khah⑦	kʰaʔ˧˨	~廳
咳	hai6	hai④	hai˨˥	俗
額	giah8	giah⑧	giaʔ˥˦	名額
額	hiah8	hiah⑧	hiaʔ˥˦	
赫	heh4	heh⑦	hɛʔ˧˨	
嚇	heh4	heh⑦	hɛʔ˧˨	
麥	beh8	beh⑧	bɛʔ˥˦	
脈	meh8	meh⑧	mɛʔ˥˦	
摘	tiah4	tiah⑦	tiaʔ˧˨	
責	tseh4	tseh⑦	tsɛʔ˧˨	
策	tsheh4	tsheh⑦	tsʰɛʔ˧˨	
册	tsheh4	tsheh⑦	tsʰɛʔ˧˨	
革	kek4	kek⑦	kɛk˧˨	文
革	keh4	keh⑦	kɛʔ˧˨	白，革除
隔	keh4	keh⑦	kɛʔ˧˨	
核	hek4	hek⑦	hɛk˧˨	文
核	hat8	hat⑧	hat˥˦	白，淋巴結
覈	hek4	hek⑦	hɛk˧˨	
厄	eh4	eh⑦	ɛʔ˧˨	
扼	eh4	eh⑦	ɛʔ˧˨	
軛	eh4	eh⑦	ɛʔ˧˨	
碧	phek4	phek⑦	pʰɛk˧˨	
戟	kek4	kek⑦	kɛk˧˨	
隙	khiah4	khiah⑦	kʰiaʔ˧˨	
劇	kiah8	kiah⑧	kiaʔ˥˦	
屐	kiah8	kiah⑧	kiaʔ˥˦	
逆	ngek8	ngek⑧	ŋɛk˥˦	文
逆	geh8	geh⑧	gɛʔ˥˦	白
璧	piah4	piah⑦	piaʔ˧˨	
辟	phek4	phek⑦	pʰɛk˧˨	
僻	phiah4	phiah⑦	pʰiaʔ˧˨	
僻	phiah8	phiah⑧	pʰiaʔ˥˦	又
癖	phiah4	phiah⑦	pʰiaʔ˧˨	
闢	phek4	phek⑦	pʰɛk˧˨	
積	tsek4	tsek⑦	tsɛk˧˨	文
積	tseh4	tseh⑦	tsɛʔ˧˨	白
跡	tsiah4	tsiah⑦	tsiaʔ˧˨	
脊	tsit4	tsit⑦	tsit˧˨	
脊	tsiah4	tsiah⑦	tsiaʔ˧˨	
籍	tsia6	tsia④	tsia˨˥	
昔	sek4	sek⑦	sɛk˧˨	
惜	sioh4	sioh⑦	sioʔ˧˨	
席	siah8	siah⑧	siaʔ˥˦	
席	tshioh8	tshioh⑧	tsʰioʔ˥˦	
夕	sek4	sek⑦	sɛk˧˨	
擲	tann6	tann④	tã˨˥	訓
隻	tsiah4	tsiah⑦	tsiaʔ˧˨	
炙	tsia3	tsia⑤	tsia˨˩˨	
炙	tsioh4	tsioh⑦	tsioʔ˧˨	
赤	tshiah4	tshiah⑦	tsʰiaʔ˧˨	
斥	tshek4	tshek⑦	tsʰɛk˧˨	
尺	tshioh4	tshioh⑦	tsʰioʔ˧˨	
適	sek4	sek⑦	sɛk˧˨	
釋	sek4	sek⑦	sɛk˧˨	
石	sioh8	sioh⑧	sioʔ˥˦	~榴
石	tsioh8	tsioh⑧	tsioʔ˥˦	
碩	sek4	sek⑦	sɛk˧˨	
益	iah4	iah⑦	iaʔ˧˨	
亦	ia7	ia⑥	ia˨˨	訓“也”
譯	ek8	ek⑧	ɛk˥˦	
液	ek8	ek⑧	ɛk˥˦	文
液	sioh8	sioh⑧	sioʔ˥˦	白
腋	ek8	ek⑧	ɛk˥˦	
壁	piah4	piah⑦	piaʔ˧˨	
霹	phek4	phek⑦	pʰɛk˧˨	
劈	phek4	phek⑦	pʰɛk˧˨	
覓	mit8	mit⑧	mit˥˦	
滴	tih4	tih⑦	tiʔ˧˨	
嫡	tiah4	tiah⑦	tiaʔ˧˨	
的	ti1	ti①	ti˦˥	
的	tek8	tek⑧	tɛk˥˦	
踢	that4	that⑦	tʰat˧˨	
剔	thek4	thek⑦	tʰɛk˧˨	
狄	tek8	tek⑧	tɛk˥˦	
笛	tek8	tek⑧	tɛk˥˦	
敵	tek8	tek⑧	tɛk˥˦	
糴	tiah8	tiah⑧	tiaʔ˥˦	
溺	nek8	nek⑧	nɛk˥˦	
歷	leh8	leh⑧	lɛʔ˥˦	
曆	leh8	leh⑧	lɛʔ˥˦	
績	tseh4	tseh⑦	tsɛʔ˧˨	
戚	tshek4	tshek⑦	tsʰɛk˧˨	
寂	sok4	sok⑦	sok˧˨	俗
錫	siah4	siah⑦	siaʔ˧˨	
析	sek4	sek⑦	sɛk˧˨	
擊	khek4	khek⑦	kʰɛk˧˨	
激	kek4	kek⑦	kɛk˧˨	
礦	khuang3	khuang⑤	kʰuaŋ˨˩˨	
橫	huenn5	huenn②	huẽ˥˥	
轟	hong1	hong①	hoŋ˦˥	
宏	hong5	hong②	hoŋ˥˥	
兄	hiann1	hiann①	hiã˦˥	
榮	iong5	iong②	ioŋ˥˥	
永	iong2	iong③	ioŋ˥˧	
泳	iong3	iong⑤	ioŋ˨˩˨	
咏	iong3	iong⑤	ioŋ˨˩˨	
傾	kheng1	kheng①	kʰɛŋ˦˥	
頃	kheng2	kheng③	kʰɛŋ˥˧	
瓊	khiong5	khiong②	kʰioŋ˥˥	秦~
瓊	kheng5	kheng②	kʰɛŋ˥˥	
營	iong5	iong②	ioŋ˥˥	文
營	iann5	iann②	iã˥˥	白
塋	iong5	iong②	ioŋ˥˥	
穎	theng2	theng③	tʰɛŋ˥˧	俗
螢	iong5	iong②	ioŋ˥˥	
迥	keng2	keng③	kɛŋ˥˧	
炯	keng2	keng③	kɛŋ˥˧	
獲	uak8	uak⑧	uak˥˦	
劃	ueh8	ueh⑧	ueʔ˥˦	
役	hiah8	hiah⑧	hiaʔ˥˦	
疫	mok8	mok⑧	mok˥˦	俗
疫	mut8	mut⑧	mut˥˦	俗，又
篷	phong5	phong②	pʰoŋ˥˥	文
篷	phang5	phang②	pʰaŋ˥˥	白
蓬	phong5	phong②	pʰoŋ˥˥	
蒙	mong5	mong②	moŋ˥˥	
懵	mong2	mong③	moŋ˥˧	
東	tong1	tong①	toŋ˦˥	文
東	tang1	tang①	taŋ˦˥	白
董	tong2	tong③	toŋ˥˧	文
董	tang2	tang③	taŋ˥˧	白，姓氏
懂	tong2	tong③	toŋ˥˧	
棟	tong3	tong⑤	toŋ˨˩˨	
凍	tong3	tong⑤	toŋ˨˩˨	文
凍	tang3	tang⑤	taŋ˨˩˨	白
通	thong1	thong①	tʰoŋ˦˥	文
通	thang1	thang①	tʰaŋ˦˥	白
通	thang3	thang⑤	tʰaŋ˨˩˨	替
桶	thang2	thang③	tʰaŋ˥˧	
痛	thong3	thong⑤	tʰoŋ˨˩˨	文
痛	thang3	thang⑤	tʰaŋ˨˩˨	白
同	thong5	thong②	tʰoŋ˥˥	文
同	tang5	tang②	taŋ˥˥	白
銅	tang5	tang②	taŋ˥˥	
桐	thong5	thong②	tʰoŋ˥˥	文
桐	thang5	thang②	tʰaŋ˥˥	白，~油
筒	thong5	thong②	tʰoŋ˥˥	文
筒	tang5	tang②	taŋ˥˥	白
童	thong5	thong②	tʰoŋ˥˥	文
童	tang5	tang②	taŋ˥˥	白
瞳	thong5	thong②	tʰoŋ˥˥	
動	tong6	tong④	toŋ˨˥	文
動	tang6	tang④	taŋ˨˥	白
動	thang6	thang④	tʰaŋ˨˥	白，觸碰
洞	thong5	thong②	tʰoŋ˥˥	文
洞	tang7	tang⑥	taŋ˨˨	白
籠	long5	long②	loŋ˥˥	文
籠	long2	long③	loŋ˥˧	文
籠	lang5	lang②	laŋ˥˥	白
籠	leng5	leng②	lɛŋ˥˥	白，~牀
聾	lang5	lang②	laŋ˥˥	
攏	long2	long③	loŋ˥˧	
弄	long6	long④	loŋ˨˥	
棕	tsang1	tsang①	tsaŋ˦˥	
鬃	tsang1	tsang①	tsaŋ˦˥	
總	tsong2	tsong③	tsoŋ˥˧	文
總	tsang2	tsang③	tsaŋ˥˧	白
粽	tsang3	tsang⑤	tsaŋ˨˩˨	
聰	tshong1	tshong①	tsʰoŋ˦˥	
匆	tshong1	tshong①	tsʰoŋ˦˥	
葱	tshang1	tshang①	tsʰaŋ˦˥	
囱	tshong1	tshong①	tsʰoŋ˦˥	
叢	tsang5	tsang②	tsaŋ˥˥	
送	sang3	sang⑤	saŋ˨˩˨	
公	kong1	kong①	koŋ˦˥	文
公	kang1	kang①	kaŋ˦˥	白
工	kang1	kang①	kaŋ˦˥	
功	kong1	kong①	koŋ˦˥	文
功	kang1	kang①	kaŋ˦˥	白
攻	kong1	kong①	koŋ˦˥	
貢	kong3	kong⑤	koŋ˨˩˨	
贛	kong3	kong⑤	koŋ˨˩˨	
空	khong1	khong①	kʰoŋ˦˥	文
空	khang1	khang①	kʰaŋ˦˥	白
孔	khong2	khong③	kʰoŋ˥˧	
控	khong3	khong⑤	kʰoŋ˨˩˨	
空	khang3	khang⑤	kʰaŋ˨˩˨	白
烘	hong1	hong①	hoŋ˦˥	文
烘	hang1	hang①	haŋ˦˥	白
哄	hong1	hong①	hoŋ˦˥	
哄	hong2	hong③	hoŋ˥˧	
紅	hong5	hong②	hoŋ˥˥	文
紅	ang5	ang②	aŋ˥˥	白
洪	hong5	hong②	hoŋ˥˥	文
洪	ang5	ang②	aŋ˥˥	白
鴻	hong5	hong②	hoŋ˥˥	
汞	kong3	kong⑤	koŋ˨˩˨	
翁	ong1	ong①	oŋ˦˥	文
翁	ang1	ang①	aŋ˦˥	白
翁	eng1	eng①	ɛŋ˦˥	白，姓氏
瓮	ang3	ang⑤	aŋ˨˩˨	
冬	tong1	tong①	toŋ˦˥	文
冬	tang1	tang①	taŋ˦˥	白
統	thong2	thong③	tʰoŋ˥˧	
農	long5	long②	loŋ˥˥	
儂	nang5	nang②	naŋ˥˥	替
膿	long5	long②	loŋ˥˥	文
膿	lang5	lang②	laŋ˥˥	白
宗	tsong1	tsong①	tsoŋ˦˥	
鬆	song1	song①	soŋ˦˥	文
鬆	sang1	sang①	saŋ˦˥	白
宋	song3	song⑤	soŋ˨˩˨	
風	hong1	hong①	hoŋ˦˥	文
風	huang1	huang①	huaŋ˦˥	白
楓	pang1	pang①	paŋ˦˥	
瘋	hong1	hong①	hoŋ˦˥	
瘋	huang1	huang①	huaŋ˦˥	
諷	hong3	hong⑤	hoŋ˨˩˨	
諷	hong2	hong③	hoŋ˥˧	
豐	hong1	hong①	hoŋ˦˥	
馮	pang5	pang②	paŋ˥˥	
鳳	hong6	hong④	hoŋ˨˥	
夢	mang7	mang⑥	maŋ˨˨	
隆	long5	long②	loŋ˥˥	
嵩	song1	song①	soŋ˦˥	
中	tong1	tong①	toŋ˦˥	文
中	tong3	tong⑤	toŋ˨˩˨	文
中	teng3	teng⑤	tɛŋ˨˩˨	白
中	tang1	tang①	taŋ˦˥	白
忠	tong1	tong①	toŋ˦˥	
蟲	thang5	thang②	tʰaŋ˥˥	
仲	tong6	tong④	toŋ˨˥	
崇	tshong5	tshong②	tsʰoŋ˥˥	
終	tsong1	tsong①	tsoŋ˦˥	
眾	tseng3	tseng⑤	tsɛŋ˨˩˨	
充	tshong1	tshong①	tsʰoŋ˦˥	
銃	tsheng3	tsheng⑤	tsʰɛŋ˨˩˨	
絨	jong5	jong②	dzoŋ˥˥	
戎	jong5	jong②	dzoŋ˥˥	
弓	kiong1	kiong①	kioŋ˦˥	文
弓	keng1	keng①	kɛŋ˦˥	白
躬	kiong1	kiong①	kioŋ˦˥	
宮	keng1	keng①	kɛŋ˦˥	
穹	kiong1	kiong①	kioŋ˦˥	
窮	khiong5	khiong②	kʰioŋ˥˥	文
窮	keng5	keng②	kɛŋ˥˥	白
熊	him5	him②	him˥˥	
雄	hiong5	hiong②	hioŋ˥˥	
融	iong5	iong②	ioŋ˥˥	
封	hong1	hong①	hoŋ˦˥	文
封	huang1	huang①	huaŋ˦˥	白
峰	hong1	hong①	hoŋ˦˥	
蜂	phang1	phang①	pʰaŋ˦˥	
鋒	hong1	hong①	hoŋ˦˥	
捧	hong2	hong③	hoŋ˥˧	
捧	phong2	phong③	pʰoŋ˥˧	
逢	hong5	hong②	hoŋ˥˥	
縫	hong5	hong②	hoŋ˥˥	
縫	phong5	phong②	pʰoŋ˥˥	
奉	hong6	hong④	hoŋ˨˥	
俸	hong2	hong③	hoŋ˥˧	
縫	phang7	phang⑥	pʰaŋ˨˨	
濃	long5	long②	loŋ˥˥	
龍	leng5	leng②	lɛŋ˥˥	
隴	long2	long③	loŋ˥˧	
隴	leng2	leng③	lɛŋ˥˧	
壟	long2	long③	loŋ˥˧	
蹤	tsong1	tsong①	tsoŋ˦˥	
縱	tsong3	tsong⑤	tsoŋ˨˩˨	
從	tshong5	tshong②	tsʰoŋ˥˥	
松	song5	song②	soŋ˥˥	文
松	seng5	seng②	sɛŋ˥˥	白
誦	song6	song④	soŋ˨˥	
頌	song6	song④	soŋ˨˥	
訟	song6	song④	soŋ˨˥	
冢	thong2	thong③	tʰoŋ˥˧	
寵	thong2	thong③	tʰoŋ˥˧	
重	tong6	tong④	toŋ˨˥	文
重	teng5	teng②	tɛŋ˥˥	白
重	tang6	tang④	taŋ˨˥	白
鐘	tseng1	tseng①	tsɛŋ˦˥	
盅	tseng1	tseng①	tsɛŋ˦˥	
種	tseng2	tseng③	tsɛŋ˥˧	
腫	tseng2	tseng③	tsɛŋ˥˧	
種	tseng3	tseng⑤	tsɛŋ˨˩˨	
衝	tshong1	tshong①	tsʰoŋ˦˥	
衝	tshiong3	tshiong⑤	tsʰioŋ˨˩˨	替
