汉字	拼音	IPA	注释		
蓉	iong2	ioŋ˥˥			
颐	hi1	hi˧˧			
楠	lam2	lam˥˥			
楂	tsa1	tsa˧˧			
榈	lur4	lɯ˨˥			
楹	enn2	ɛ̃˥˥			
碘	tiang3	tiaŋ˥˩			
鹌	am1	am˧˧			
龄	leng2	lɛŋ˥˥			
睦	mok8	mok˥˦			
遢	tah7	taʔ˨			
畸	khi2	kʰi˥˥	俗		
蜍	su2	su˥˥			
骰	tau2	tau˥˥			
遥	iau2	iau˥˥			
颔	ham2	ham˥˥			
颔	am4	am˨˥	白，脖子		
鹏	phong2	pʰoŋ˥˥			
詹	tsiam1	tsiam˧˧			
猿	uang2	uaŋ˥˥			
飔	thai1	tʰai˧˧			
遛	liu5	liu˨˩˨			
煞	suah7	suaʔ˨			
鹑	sung2	suŋ˥˥			
瘁	tsui4	tsui˨˥			
裔	i4	i˨˥			
靖	tseng4	tsɛŋ˨˥			
煤	bue2	bue˥˥			
煜	hiok7	hiok˨			
溥	pou3	pou˥˩			
溢	ek8	ɛk˥˦			
滨	ping1	piŋ˧˧			
溶	iong2	ioŋ˥˥			
鲎	hau6	hau˨˩			
瑶	iau2	iau˥˥			
韬	thau1	tʰau˧˧			
髦	mau2	mau˥˥			
踅	soh7	soʔ˨			
榕	iong2	ioŋ˥˥	文		
榕	seng2	sɛŋ˥˥	白		
碳	thuann5	tʰuã˨˩˨			
霆	theng2	tʰɛŋ˥˥			
翡	hui1	hui˧˧			
睿	jue4	dzue˨˥			
蜥	sek7	sɛk˨			
蜘	ti1	ti˧˧			
骷	kou1	kou˧˧			
箔	poh8	poʔ˥˦			
毓	hiok7	hiok˨			
毓	iok8	iok˥˦	又		
舆	ur2	ɯ˥˥			
僚	liau2	liau˥˥			
魅	mue4	mue˨˥			
塾	sok8	sok˥˦			
麽	moh7	moʔ˨			
潇	siau1	siau˧˧			
漉	lok8	lok˥˦			
漩	suang2	suaŋ˥˥	文		
漩	tsng6	tsŋ˨˩	白		
漾	iang4	iaŋ˨˥			
暨	ki5	ki˨˩˨			
嫦	siang2	siaŋ˥˥			
瑾	kurng3	kɯŋ˥˩			
璇	suang2	suaŋ˥˥			
撬	kiau4	kiau˨˥			
蕉	tsio1	tsio˧˧			
槿	kurng3	kɯŋ˥˩			
槲	hok8	hok˥˦			
磊	lui3	lui˥˩			
磅	phang2	pʰaŋ˥˥			
磅	pong6	poŋ˨˩			
憖	ngurng5	ŋɯŋ˨˩˨			
憖	ngiang5	ŋiaŋ˨˩˨	替，喜好		
龊	tshok7	tsʰok˨			
瞌	khap7	kʰap˨			
瞌	khoih7	kʰoiʔ˨	替		
瞑	meng2	mɛŋ˥˥			
踩	tshai3	tsʰai˥˩			
蝴	hu2	hu˥˥			
蝌	khue1	kʰue˧˧			
颚	ngak8	ŋak˥˦			
骼	lok8	lok˥˦	俗		
镑	pong6	poŋ˨˩			
獠	liau2	liau˥˥			
瘤	liu2	liu˥˥	文		
瘤	lau2	lau˥˥	白		
瘠	tsik7	tsik˨			
瘫	thuann1	tʰuã˧˧			
澎	phenn2	pʰɛ̃˥˥			
潦	lau2	lau˥˥			
潦	liau2	liau˥˥			
潦	liau3	liau˥˩			
鲨	sua1	sua˧˧			
澳	o5	o˨˩˨			
澈	thiak7	tʰiak˨			
澜	lang2	laŋ˥˥			
憔	tsiau1	tsiau˧˧			
谴	kiang3	kiaŋ˥˩			
擞	sou3	sou˥˩			
蕾	lui2	lui˥˥			
蕹	eng5	ɛŋ˨˩˨			
橱	tu2	tu˥˥			
檎	khim2	kʰim˥˥			
樽	tsung1	tsuŋ˧˧			
镖	pio1	pio˧˧			
篙	ko1	ko˧˧			
鲳	tshionn1	tsʰiõ˧˧			
邂	hai4	hai˨˥			
瘾	ing3	iŋ˥˩			
壅	eng5	ɛŋ˨˩˨			
羲	hi1	hi˧˧			
濑	nai4	nai˨˥			
黉	huang2	huaŋ˥˥			
罄	kheng5	kʰɛŋ˨˩˨			
鞠	kiok7	kiok˨			
檬	mong2	moŋ˥˥			
懋	mou4	mou˨˥			
礁	tsiau1	tsiau˧˧			
龌	ok7	ok˨			
嚏	thi5	tʰi˨˩˨			
蹈	tau4	tau˨˥			
蟋	sek7	sɛk˨			
簧	huang2	huaŋ˥˥			
朦	mong2	moŋ˥˥			
癌	ngam2	ŋam˥˥			
燥	tshau5	tsʰau˨˩˨			
燥	so5	so˨˩˨			
擘	peh7	pɛʔ˨			
鍪	bau2	bau˥˥			
鏊	ngau2	ŋau˥˥			
鳌	ngau2	ŋau˥˥			
曛	hurng1	hɯŋ˧˧			
鹭	lu4	lu˨˥	文		
鹭	lou6	lou˨˩			
髅	lou2	lou˥˥			
镭	lui2	lui˥˥			
馥	hiok7	hiok˨			
彝	i2	i˥˥			
邋	lah7	laʔ˨			
蘑	mo2	mo˥˥			
麓	lok8	lok˥˦			
蠓	mang3	maŋ˥˩			
蟾	siam2	siam˥˥			
巅	tiang1	tiaŋ˧˧			
籁	nai4	nai˨˥			
鳗	muann2	muã˥˥			
麒	khi2	kʰi˥˥			
鏖	au1	au˧˧	文		
鏖	o1	o˧˧			
瀚	hang2	haŋ˥˥			
襦	ju2	dzu˥˥	文		
襦	hiunn2	hiũ˥˥	白		
鬓	ping5	piŋ˨˩˨			
曦	hi1	hi˧˧			
鳝	siang4	siaŋ˨˥	文		
鳝	tshuann4	tsʰuã˨˥	白		.
癫	tiang1	tiaŋ˧˧			
麟	ling2	liŋ˥˥			
鑫	him1	him˧˧			
