广韵字	繁体字	简体字	常用级	频率	声母	韵母	调值	声调	国际音标	说明	
獎	獎	奖			tɕ	iaŋ	42	上声	tɕiaŋ42	新	
蔣	蔣	蒋			tɕ	iaŋ	42	上声	tɕiaŋ42	新	
頸	頸	颈	C	6104	tɕ	iaŋ	42	上声	tɕiaŋ42	白读，颈根	
講	講	讲			tɕ	iaŋ	42	上声	tɕiaŋ42		
匠	匠	匠			tɕ	iaŋ	45	去声	tɕiaŋ45	新	
將	將	将			tɕ	iaŋ	45	去声	tɕiaŋ45	新	
醬	醬	酱			tɕ	iaŋ	45	去声	tɕiaŋ45	新	
降	降	降	A3	49306	tɕ	iaŋ	45	去声	tɕiaŋ45		
交	交	交	A2	135727	tɕ	iau	13	阴平	tɕiau13		
姣	姣	姣	D		tɕ	iau	13	阴平	tɕiau13		
嬌	嬌	娇	C	5772	tɕ	iau	13	阴平	tɕiau13		
椒	椒	椒	C	1518	tɕ	iau	13	阴平	tɕiau13	新	
澆	澆	浇	C	2265	tɕ	iau	13	阴平	tɕiau13		
焦	焦	焦	B	12684	tɕ	iau	13	阴平	tɕiau13	新	
礁	礁	礁	C	2017	tɕ	iau	13	阴平	tɕiau13	新	
膠	膠	胶	C	5721	tɕ	iau	13	阴平	tɕiau13		
茭	茭	茭	E		tɕ	iau	13	阴平	tɕiau13		
蕉	蕉	蕉	C	1663	tɕ	iau	13	阴平	tɕiau13	新	
蛟	蛟	蛟	D		tɕ	iau	13	阴平	tɕiau13		
郊	郊	郊	C	4565	tɕ	iau	13	阴平	tɕiau13		
驕	驕	骄	C	5196	tɕ	iau	13	阴平	tɕiau13		
鮫	鮫	鲛	D		tɕ	iau	13	阴平	tɕiau13		
嚼	嚼	嚼			tɕ	iau	24	阳平	tɕiau24	白读	
僥	僥	侥	C	1215	tɕ	iau	42	上声	tɕiau42		
剿	剿	剿	C	3112	tɕ	iau	42	上声	tɕiau42	新	
勦	勦	剿	D		tɕ	iau	42	上声	tɕiau42	新	
攪	攪	搅	C	2922	tɕ	iau	42	上声	tɕiau42	文	
狡	狡	狡	C	2971	tɕ	iau	42	上声	tɕiau42		
皎	皎	皎	D		tɕ	iau	42	上声	tɕiau42		
矯	矯	矫	C	2126	tɕ	iau	42	上声	tɕiau42		
絞	絞	绞	C	2963	tɕ	iau	42	上声	tɕiau42		
繳	繳	缴	B	8659	tɕ	iau	42	上声	tɕiau42		
餃	餃	饺	C	856	tɕ	iau	42	上声	tɕiau42		
叫	叫	叫	A2	110131	tɕ	iau	45	去声	tɕiau45		
教	教	教	A2	208875	tɕ	iau	45	去声	tɕiau45		
校	校	校			tɕ	iau	45	去声	tɕiau45	文	
覺	覺	觉			tɕ	iau	45	去声	tɕiau45	文	
較	較	较	A3	82870	tɕ	iau	45	去声	tɕiau45		
轎	轎	轿	C	3942	tɕ	iau	45	去声	tɕiau45		
酵	酵	酵	C	992	tɕ	iau	45	去声	tɕiau45		
鉸	鉸	铰	D		tɕ	iau	45	去声	tɕiau45		
傑	傑	杰	B	24796	tɕ	ie	24	阳平	tɕie24		
劫	劫	劫	B	8752	tɕ	ie	24	阳平	tɕie24		
孑	孑	孑	D		tɕ	ie	24	阳平	tɕie24		
孓	孓	孓	D		tɕ	ie	24	阳平	tɕie24		
截	截	截	B	12718	tɕ	ie	24	阳平	tɕie24	新	
抉	抉	抉	D		tɕ	ie	24	阳平	tɕie24		
拮	拮	拮	D		tɕ	ie	24	阳平	tɕie24		
捷	捷	捷	B	9225	tɕ	ie	24	阳平	tɕie24	新	
掘	掘	掘	C	5436	tɕ	ie	24	阳平	tɕie24		
接	接	接	A2	175473	tɕ	ie	24	阳平	tɕie24	新	
揭	揭	揭	B	10892	tɕ	ie	24	阳平	tɕie24		
攫	攫	攫	D		tɕ	ie	24	阳平	tɕie24		
杰	杰	杰	B	24796	tɕ	ie	24	阳平	tɕie24		
桀	桀	桀	D		tɕ	ie	24	阳平	tɕie24		
桔	桔	桔	D		tɕ	ie	24	阳平	tɕie24		
潔	潔	洁	B	13261	tɕ	ie	24	阳平	tɕie24		
睫	睫	睫	D		tɕ	ie	24	阳平	tɕie24	新	
秸	秸	秸	C	670	tɕ	ie	24	阳平	tɕie24		
竭	竭	竭	C	7194	tɕ	ie	24	阳平	tɕie24		
節	節	节	A3	80074	tɕ	ie	24	阳平	tɕie24	新	
結	結	结	A2	181674	tɕ	ie	24	阳平	tɕie24	文读	
絕	絕	绝			tɕ	ie	24	阳平	tɕie24	白，死绝	
羯	羯	羯	D		tɕ	ie	24	阳平	tɕie24		
蕨	蕨	蕨			tɕ	ie	24	阳平	tɕie24	老	
钁	钁	镢	E		tɕ	ie	24	阳平	tɕie24		
姐	姐	姐			tɕ	ie	42	上声	tɕie42	新	
借	借	借			tɕ	ie	45	去声	tɕie45	新	
京	京	京	A3	71245	tɕ	in	13	阴平	tɕin13		
今	今	今	A2	126624	tɕ	in	13	阴平	tɕin13	今明两天	
兢	兢	兢	C	1632	tɕ	in	13	阴平	tɕin13		
巾	巾	巾	C	4967	tɕ	in	13	阴平	tɕin13		
斤	斤	斤	B	8365	tɕ	in	13	阴平	tɕin13		
旌	旌	旌			tɕ	in	13	阴平	tɕin13	新	
晶	晶	晶			tɕ	in	13	阴平	tɕin13	新	
津	津	津	B	17470	tɕ	in	13	阴平	tɕin13	新	
涇	涇	泾	D		tɕ	in	13	阴平	tɕin13		
睛	睛	睛			tɕ	in	13	阴平	tɕin13	新	
禁	禁	禁	B	31951	tɕ	in	13	阴平	tɕin13		
筋	筋	筋	C	5170	tɕ	in	13	阴平	tɕin13		
粳	粳	粳	D		tɕ	in	13	阴平	tɕin13		
精	精	精			tɕ	in	13	阴平	tɕin13	新	
經	經	经	A1	481338	tɕ	in	13	阴平	tɕin13		
荊	荊	荆	C	3479	tɕ	in	13	阴平	tɕin13		
莖	莖	茎	C	2956	tɕ	in	13	阴平	tɕin13		
菁	菁	菁			tɕ	in	13	阴平	tɕin13	新	
襟	襟	襟	C	2346	tɕ	in	13	阴平	tɕin13		
金	金	金	A2	167912	tɕ	in	13	阴平	tɕin13		
驚	驚	惊	A3	59724	tɕ	in	13	阴平	tɕin13		
鯨	鯨	鲸	C	3158	tɕ	in	13	阴平	tɕin13		
井	井	井			tɕ	in	42	上声	tɕin42	新	
僅	僅	仅	A3	82729	tɕ	in	42	上声	tɕin42		
景	景	景	A3	42738	tɕ	in	42	上声	tɕin42		
瑾	瑾	瑾	E		tɕ	in	42	上声	tɕin42		
緊	緊	紧	A3	72300	tɕ	in	42	上声	tɕin42		
謹	謹	谨	B	7960	tɕ	in	42	上声	tɕin42		
警	警	警	A3	55189	tɕ	in	42	上声	tɕin42		
錦	錦	锦	C	7682	tɕ	in	42	上声	tɕin42		
阱	阱	阱			tɕ	in	42	上声	tɕin42	新	
頸	頸	颈			tɕ	in	42	上声	tɕin42	文读	
儆	儆	儆	E		tɕ	in	45	去声	tɕin45		
儘	儘	尽	A3	84270	tɕ	in	45	去声	tɕin45	新	
勁	勁	劲	B	17307	tɕ	in	45	去声	tɕin45		
噤	噤	噤	D		tɕ	in	45	去声	tɕin45		
境	境	境	A3	69360	tɕ	in	45	去声	tɕin45		
妗	妗	妗	E		tɕ	in	45	去声	tɕin45		
徑	徑	径	B	18428	tɕ	in	45	去声	tɕin45		
敬	敬	敬	B	21646	tɕ	in	45	去声	tɕin45		
晉	晉	晋	B	11192	tɕ	in	45	去声	tɕin45	新	
淨	淨	净			tɕ	in	45	去声	tɕin45	新	
燼	燼	烬	E		tɕ	in	45	去声	tɕin45	新	
痙	痙	痉	D		tɕ	in	45	去声	tɕin45		
盡	盡	尽	A3	84270	tɕ	in	45	去声	tɕin45	新	
禁	禁	禁	B	31951	tɕ	in	45	去声	tɕin45		
竟	竟	竟	A3	53033	tɕ	in	45	去声	tɕin45		
競	競	竞	B	25897	tɕ	in	45	去声	tɕin45		
覲	覲	觐	D		tɕ	in	45	去声	tɕin45		
近	近	近	A2	115441	tɕ	in	45	去声	tɕin45		
逕	逕	径	D		tɕ	in	45	去声	tɕin45		
進	進	进	A1	412166	tɕ	in	45	去声	tɕin45	新	
鏡	鏡	镜	B	20100	tɕ	in	45	去声	tɕin45		
靖	靖	靖			tɕ	in	45	去声	tɕin45	新	
靚	靚	靓			tɕ	in	45	去声	tɕin45	新	
靜	靜	静			tɕ	in	45	去声	tɕin45	新	
饉	饉	馑	E		tɕ	in	45	去声	tɕin45		
玨	玨	珏	D		tɕ	io	24	阳平	tɕio24		
腳	腳	脚	A3	44529	tɕ	io	24	阳平	tɕio24		
躬	躬	躬	C	3037	tɕ	ioŋ	13	阴平	tɕioŋ13	白读，躬背	
炯	炯	炯	D		tɕ	ioŋ	42	上声	tɕioŋ42		
窘	窘	窘	C	1935	tɕ	ioŋ	42	上声	tɕioŋ42		
揪	揪	揪	C	1735	tɕ	iəu	13	阴平	tɕiəu13	新	
灸	灸	灸	C	566	tɕ	iəu	13	阴平	tɕiəu13		
究	究	究	A3	98377	tɕ	iəu	13	阴平	tɕiəu13		
糾	糾	纠	B	10064	tɕ	iəu	13	阴平	tɕiəu13		
赳	赳	赳	D		tɕ	iəu	13	阴平	tɕiəu13		
鬮	鬮	阄	E		tɕ	iəu	13	阴平	tɕiəu13		
鳩	鳩	鸠	C	1092	tɕ	iəu	13	阴平	tɕiəu13		
龜	龜	龟	C	4265	tɕ	iəu	13	阴平	tɕiəu13		
久	久	久	A3	62588	tɕ	iəu	42	上声	tɕiəu42		
九	九	九	A3	94580	tɕ	iəu	42	上声	tɕiəu42		
玖	玖	玖	C	171	tɕ	iəu	42	上声	tɕiəu42		
酒	酒	酒	A3	44069	tɕ	iəu	42	上声	tɕiəu42	新	
韭	韭	韭	C	449	tɕ	iəu	42	上声	tɕiəu42		
咎	咎	咎	D		tɕ	iəu	45	去声	tɕiəu45		
就	就	就	A1	771108	tɕ	iəu	45	去声	tɕiəu45	文	
廄	廄	厩	E		tɕ	iəu	45	去声	tɕiəu45		
救	救	救	A3	38824	tɕ	iəu	45	去声	tɕiəu45		
疚	疚	疚	C	1480	tɕ	iəu	45	去声	tɕiəu45		
臼	臼	臼	C	543	tɕ	iəu	45	去声	tɕiəu45		
舅	舅	舅	C	4385	tɕ	iəu	45	去声	tɕiəu45		
舊	舊	旧	A3	36291	tɕ	iəu	45	去声	tɕiəu45		
鷲	鷲	鹫	E		tɕ	iəu	45	去声	tɕiəu45	新	
㲃	㲃	㲃			tɕ	iəu	45	去声	tɕiəu45	拧	
掬	掬	掬	D		tɕ	y	13	阴平	tɕy13		
居	居	居	A3	56307	tɕ	y	13	阴平	tɕy13		
拘	拘	拘	C	6224	tɕ	y	13	阴平	tɕy13		
朱	朱	朱	B	25195	tɕ	y	13	阴平	tɕy13		
株	株	株	C	3771	tɕ	y	13	阴平	tɕy13		
狙	狙	狙	D		tɕ	y	13	阴平	tɕy13		
珠	珠	珠	B	18916	tɕ	y	13	阴平	tɕy13		
硃	硃	朱	D		tɕ	y	13	阴平	tɕy13		
蛛	蛛	蛛	C	3033	tɕ	y	13	阴平	tɕy13		
鞠	鞠	鞠	C	1821	tɕ	y	13	阴平	tɕy13		
誅	誅	诛	D		tɕ	y	13	阴平	tɕy13		
諸	諸	诸	B	29957	tɕ	y	13	阴平	tɕy13		
豬	豬	猪	B	9535	tɕ	y	13	阴平	tɕy13		
車	車	车	A2	118824	tɕ	y	13	阴平	tɕy13	文	
雎	雎	雎	E		tɕ	y	13	阴平	tɕy13		
駒	駒	驹	C	810	tɕ	y	13	阴平	tɕy13		
菊	菊	菊	C	3676	tɕ	y	24	阳平	tɕy24		
局	局	局	A3	84587	tɕ	y	24	阳平	tɕy24		
橘	橘	橘	C	900	tɕ	y	24	阳平	tɕy24		
跼	跼	局	D		tɕ	y	24	阳平	tɕy24		
主	主	主	A1	399693	tɕ	y	42	上声	tɕy42		
咀	咀	咀	D		tɕ	y	42	上声	tɕy42		
嘴	嘴	嘴	B	30765	tɕ	yəi	42	上声	tɕyəi42		
嘴	嘴	嘴	B	30765	tɕ	y	42	上声	tɕy42		
囑	囑	嘱			tɕ	y	42	上声	tɕy42		
拄	拄	拄	C	444	tɕ	y	42	上声	tɕy42		
沮	沮	沮	C	2229	tɕ	y	42	上声	tɕy42		
沮	沮	沮	C	2229	tɕ	y	42	上声	tɕy42		
煮	煮	煮	C	3313	tɕ	y	42	上声	tɕy42		
矚	矚	瞩			tɕ	y	42	上声	tɕy42		
矩	矩	矩	C	5766	tɕ	y	42	上声	tɕy42		
舉	舉	举	A3	68924	tɕ	y	42	上声	tɕy42		
齟	齟	龃	D		tɕ	y	42	上声	tɕy42		
齲	齲	龋	D		tɕ	y	42	上声	tɕy42		
劇	劇	剧	A3	36585	tɕ	y	45	去声	tɕy45		
著	著	著	A3	46239	tɕ	y	45	去声	tɕy45	著名	
住	住	住	A2	138503	tɕ	y	45	去声	tɕy45		
俱	俱	俱	B	8024	tɕ	y	45	去声	tɕy45		
具	具	具	A2	108811	tɕ	y	45	去声	tɕy45		
句	句	句	A3	52891	tɕ	y	45	去声	tɕy45		
巨	巨	巨	A3	36351	tɕ	y	45	去声	tɕy45		
懼	懼	惧	B	11644	tɕ	y	45	去声	tɕy45	新	
拒	拒	拒	B	17892	tɕ	y	45	去声	tɕy45		
據	據	据	A2	137990	tɕ	y	45	去声	tɕy45		
柱	柱	柱	B	10504	tɕ	y	45	去声	tɕy45		
注	注	注	A3	82869	tɕ	y	45	去声	tɕy45		
炬	炬	炬	C	1107	tɕ	y	45	去声	tɕy45		
炷	炷	炷	E		tɕ	y	45	去声	tɕy45		
聚	聚	聚	B	18458	tɕ	y	45	去声	tɕy45	新	
著	著	著	A3	46239	tɕ	y	45	去声	tɕy45		
蛀	蛀	蛀	C	588	tɕ	y	45	去声	tɕy45		
註	註	注	A3	82869	tɕ	y	45	去声	tɕy45		
祝	祝	祝			tɕ	y	45	去声	tɕy45		
距	距	距	B	21970	tɕ	y	45	去声	tɕy45		
踞	踞	踞	E		tɕ	y	45	去声	tɕy45		
鋸	鋸	锯	C	1709	tɕ	y	45	去声	tɕy45	文	
鑄	鑄	铸	C	3604	tɕ	y	45	去声	tɕy45		
颶	颶	飓	D		tɕ	y	45	去声	tɕy45		
駐	駐	驻	B	18901	tɕ	y	45	去声	tɕy45		
抓	抓	抓			tɕ	ya	13	阴平	tɕya13		
蹠	蹠	蹠			tɕ	ya	24	阳平	tɕya24		
娟	娟	娟	D		tɕ	yen	13	阴平	tɕyen13		
專	專	专	A3	84361	tɕ	yen	13	阴平	tɕyen13		
捐	捐	捐	C	5273	tɕ	yen	13	阴平	tɕyen13		
涓	涓	涓	D		tɕ	yen	13	阴平	tɕyen13		
磚	磚	砖	C	4512	tɕ	yen	13	阴平	tɕyen13		
絹	絹	绢	C	4335	tɕ	yen	13	阴平	tɕyen13		
鵑	鵑	鹃	C	1768	tɕ	yen	13	阴平	tɕyen13		
轉	轉	转			tɕ	yen	42	上声	tɕyen42	老	
倦	倦	倦	C	4682	tɕ	yen	45	去声	tɕyen45		
傳	傳	传	A2	128186	tɕ	yen	45	去声	tɕyen45		
卷	卷	卷	B	30343	tɕ	yen	45	去声	tɕyen45		
撰	撰	撰	C	4863	tɕ	yen	45	去声	tɕyen45		
眷	眷	眷	C	1973	tɕ	yen	45	去声	tɕyen45		
篆	篆	篆	D		tɕ	yen	45	去声	tɕyen45		
賺	賺	赚			tɕ	yen	45	去声	tɕyen45	老	
轉	轉	转	A2	115087	tɕ	yen	45	去声	tɕyen45	老	
雋	雋	隽	D		tɕ	ien	45	去声	tɕien45		
妝	妝	妆			tɕ	yaŋ	13	阴平	tɕyaŋ13		
莊	莊	庄			tɕ	yaŋ	13	阴平	tɕyaŋ13		
裝	裝	装			tɕ	yaŋ	13	阴平	tɕyaŋ13		
撞	撞	撞			tɕ	yaŋ	45	去声	tɕyaŋ45		
爵	爵	爵	B	7902	tɕ	ye	24	阳平	tɕye24		
倔	倔	倔	C	985	tɕ	ye	24	阳平	tɕye24		
厥	厥	厥	D		tɕ	ye	24	阳平	tɕye24		
噘	噘	噘	E		tɕ	ye	24	阳平	tɕye24		
崛	崛	崛	D		tɕ	ye	24	阳平	tɕye24		
撅	撅	撅	E		tɕ	ye	24	阳平	tɕye24		
撅	撅	撅	E		tɕ	ye	24	阳平	tɕye24		
橛	橛	橛	E		tɕ	ye	24	阳平	tɕye24		
決	決	决	A2	157959	tɕ	ye	24	阳平	tɕye24		
獗	獗	獗	D		tɕ	ye	24	阳平	tɕye24		
蕨	蕨	蕨	D		tɕ	ye	24	阳平	tɕye24	新	
訣	訣	诀	C	2341	tɕ	ye	24	阳平	tɕye24		
蹶	蹶	蹶	D		tɕ	ye	24	阳平	tɕye24		
絕	絕	绝	A3	72074	tɕ	ye	24	阳平	tɕye24	文读	
君	君	君	B	31960	tɕ	yn	13	阴平	tɕyn13		
均	均	均	A3	36842	tɕ	yn	13	阴平	tɕyn13		
諄	諄	谆			tɕ	yn	13	阴平	tɕyn13	老	
軍	軍	军	A1	362526	tɕ	yn	13	阴平	tɕyn13		
遵	遵	遵	B	11935	tɕ	yn	13	阴平	tɕyn13		
鈞	鈞	钧	C	3698	tɕ	yn	13	阴平	tɕyn13		
准	准	准	A3	113877	tɕ	yn	42	上声	tɕyn42		
準	準	准			tɕ	yn	42	上声	tɕyn42		
俊	俊	俊	B	8543	tɕ	yn	45	去声	tɕyn45	新	
峻	峻	峻	C	3688	tɕ	yn	45	去声	tɕyn45		
俊	俊	俊			tɕ	yn	45	去声	tɕyn45	老	
竣	竣	竣	C	794	tɕ	yn	45	去声	tɕyn45		
菌	菌	菌	B	9971	tɕ	yn	45	去声	tɕyn45		
郡	郡	郡	D		tɕ	yn	45	去声	tɕyn45		
駿	駿	骏	C	1358	tɕ	yn	45	去声	tɕyn45		
咖	咖	咖	C	4366	kʰ	a	13	阴平	kʰa13		
喀	喀	喀	D		kʰ	a	13	阴平	kʰa13		
掐	掐	掐			kʰ	a	13	阴平	kʰa13	掐颈	
掐	掐	掐			kʰ	a	24	阳平	kʰa24	掐手	
卡	卡	卡	A3	52244	kʰ	a	42	上声	kʰa42		
掐	掐	掐	C	1042	kʰ	a	42	上声	kʰa42	掐菜	
胯	胯	胯	C	313	kʰ	a	45	去声	kʰa45	白读	
揩	揩	揩	C	837	kʰ	ai	13	阴平	kʰai13		
開	開	开	A1	377012	kʰ	ai	13	阴平	kʰai13		
凱	凱	凯	B	14990	kʰ	ai	42	上声	kʰai42		
慨	慨	慨	C	5479	kʰ	ai	42	上声	kʰai42		
楷	楷	楷	C	994	kʰ	ai	42	上声	kʰai42		
鎧	鎧	铠	E		kʰ	ai	42	上声	kʰai42		
愾	愾	忾	D		kʰ	ai	45	去声	kʰai45		
概	概	概	A3	44501	kʰ	ai	45	去声	kʰai45		
溉	溉	溉	C	1000	kʰ	ai	45	去声	kʰai45		
漑	漑	漑	E		kʰ	ai	45	去声	kʰai45		
刊	刊	刊	B	20458	kʰ	an	13	阴平	kʰan13		
勘	勘	勘	C	3303	kʰ	an	13	阴平	kʰan13		
堪	堪	堪	B	9026	kʰ	an	13	阴平	kʰan13		
戡	戡	戡	D		kʰ	an	13	阴平	kʰan13		
侃	侃	侃	D		kʰ	an	42	上声	kʰan42		
坎	坎	坎	C	3948	kʰ	an	42	上声	kʰan42		
砍	砍	砍	C	5418	kʰ	an	42	上声	kʰan42		
看	看	看	A1	424616	kʰ	an	45	去声	kʰan45		
瞰	瞰	瞰	D		kʰ	an	45	去声	kʰan45		
康	康	康	A3	37302	kʰ	aŋ	13	阴平	kʰaŋ13		
糠	糠	糠	C	475	kʰ	aŋ	13	阴平	kʰaŋ13		
扛	扛	扛			kʰ	aŋ	24	阳平	kʰaŋ24		
亢	亢	亢	E		kʰ	aŋ	45	去声	kʰaŋ45		
囥	囥	囥	E		kʰ	aŋ	45	去声	kʰaŋ45		
抗	抗	抗	A3	47342	kʰ	aŋ	45	去声	kʰaŋ45		
炕	炕	炕	C	1949	kʰ	aŋ	45	去声	kʰaŋ45		
尻	尻	尻	E		kʰ	au	13	阴平	kʰau13		
跤	跤	跤			k	au	13	阴平	kau13	摔跤	
敲	敲	敲			kʰ	au	13	阴平	kʰau13	白	
拷	拷	拷	C	1418	kʰ	au	42	上声	kʰau42		
烤	烤	烤	C	3125	kʰ	au	42	上声	kʰau42		
考	考	考	A3	82688	kʰ	au	42	上声	kʰau42		
犒	犒	犒	D		kʰ	au	45	去声	kʰau45		
銬	銬	铐	C	748	kʰ	au	45	去声	kʰau45		
靠	靠	靠	A3	42988	kʰ	au	45	去声	kʰau45		
掐	掐	掐			kʰ	e	13	阴平	kʰe13	掐颈	
克	克	克	A3	166044	kʰ	e	24	阳平	kʰe24		
刻	刻	刻	A3	65015	kʰ	e	24	阳平	kʰe24		
剋	剋	克	A3	166044	kʰ	e	24	阳平	kʰe24		
咳	咳	咳	C	4390	kʰ	e	24	阳平	kʰe24		
客	客	客	A3	69108	kʰ	e	24	阳平	kʰe24		
蛤	蛤	蛤	C	769	kʰ	e	24	阳平	kʰe24		
吭	吭	吭	C	1731	kʰ	ən	13	阴平	kʰən13		
坑	坑	坑	C	5223	kʰ	ən	13	阴平	kʰən13		
鏗	鏗	铿	D		kʰ	ən	13	阴平	kʰən13		
啃	啃	啃	C	1242	kʰ	ən	42	上声	kʰən42		
墾	墾	垦	C	1819	kʰ	ən	42	上声	kʰən42		
懇	懇	恳	C	5081	kʰ	ən	42	上声	kʰən42		
肯	肯	肯	A3	39813	kʰ	ən	42	上声	kʰən42		
柯	柯	柯	D		kʰ	o	13	阴平	kʰo13		
珂	珂	珂	E		kʰ	o	13	阴平	kʰo13		
科	科	科	A2	155750	kʰ	o	13	阴平	kʰo13		
稞	稞	稞	E		kʰ	o	13	阴平	kʰo13		
窠	窠	窠	D		kʰ	o	13	阴平	kʰo13		
蝌	蝌	蝌	C	514	kʰ	o	13	阴平	kʰo13		
軻	軻	轲	D		kʰ	o	13	阴平	kʰo13		
殼	殼	壳	B	7813	kʰ	o	24	阳平	kʰo24		
渴	渴	渴	C	7395	kʰ	o	24	阳平	kʰo24		
瞌	瞌	瞌	D		kʰ	o	24	阳平	kʰo24		
磕	磕	磕	C	1909	kʰ	o	24	阳平	kʰo24		
搕	搕	搕			kʰ	o	24	阳平	kʰo24	敲	
可	可	可	A1	723108	kʰ	o	42	上声	kʰo42		
坷	坷	坷	C	649	kʰ	o	42	上声	kʰo42		
棵	棵	棵	C	6159	kʰ	o	42	上声	kʰo42		
顆	顆	颗	B	14987	kʰ	o	42	上声	kʰo42		
擱	擱	搁	C	4359	kʰ	o	45	去声	kʰo45		
擴	擴	扩	B	28331	kʰ	o	45	去声	kʰo45		
課	課	课	B	21705	kʰ	o	45	去声	kʰo45		
闊	闊	阔	B	10722	kʰ	o	45	去声	kʰo45		
崆	崆	崆	D		kʰ	oŋ	13	阴平	kʰoŋ13		
空	空	空	A2	158539	kʰ	oŋ	13	阴平	kʰoŋ13		
孔	孔	孔			kʰ	oŋ	42	上声	kʰoŋ42	文读	
恐	恐	恐	A3	37676	kʰ	oŋ	42	上声	kʰoŋ42		
控	控	控	A3	45664	kʰ	oŋ	45	去声	kʰoŋ45		
空	空	空	A2	158539	kʰ	oŋ	45	去声	kʰoŋ45		
摳	摳	抠	C	520	kʰ	əu	13	阴平	kʰəu13		
口	口	口	A2	191936	kʰ	əu	42	上声	kʰəu42		
叩	叩	叩	D		kʰ	əu	45	去声	kʰəu45		
寇	寇	寇	C	3354	kʰ	əu	45	去声	kʰəu45		
扣	扣	扣	C	11505	kʰ	əu	45	去声	kʰəu45		
蔻	蔻	蔻	E		kʰ	əu	45	去声	kʰəu45		
釦	釦	扣	C	11505	kʰ	əu	45	去声	kʰəu45		
挎	挎	挎	C	574	kʰ	u	13	阴平	kʰu13		
枯	枯	枯	C	5582	kʰ	u	13	阴平	kʰu13		
窟	窟	窟	C	2109	kʰ	u	13	阴平	kʰu13		
骷	骷	骷	D		kʰ	u	13	阴平	kʰu13		
哭	哭	哭	B	21444	kʰ	u	24	阳平	kʰu24		
苦	苦	苦	A3	63194	kʰ	u	42	上声	kʰu42		
庫	庫	库	B	25924	kʰ	u	45	去声	kʰu45		
褲	褲	裤	C	6282	kʰ	u	45	去声	kʰu45		
酷	酷	酷	B	8345	kʰ	u	45	去声	kʰu45		
夸	夸	夸	C	7594	kʰ	ua	13	阴平	kʰua13		
誇	誇	夸	C	7594	kʰ	ua	13	阴平	kʰua13		
垮	垮	垮	C	2958	kʰ	ua	42	上声	kʰua42		
胯	胯	胯			kʰ	ua	45	去声	kʰua45		
跨	跨	跨	B	9404	kʰ	ua	45	去声	kʰua45		
塊	塊	块			kʰ	uai	42	上声	kʰuai42	一块钱	
儈	儈	侩	D		kʰ	uai	45	去声	kʰuai45		
劊	劊	刽	C	599	kʰ	uai	45	去声	kʰuai45		
塊	塊	块	A3	44475	k	e	45	去声	ke45	白读，一~肉	
快	快	快	A2	116923	kʰ	uai	45	去声	kʰuai45		
會	會	会	A1	734888	kʰ	uai	45	去声	kʰuai45		
檜	檜	桧	D		kʰ	uai	45	去声	kʰuai45		
筷	筷	筷	C	1652	kʰ	uai	45	去声	kʰuai45		
寬	寬	宽	B	23918	kʰ	uan	13	阴平	kʰuan13		
款	款	款	A3	43087	kʰ	uan	42	上声	kʰuan42		
匡	匡	匡	D		kʰ	uaŋ	13	阴平	kʰuaŋ13		
框	框	框	C	5853	kʰ	uaŋ	13	阴平	kʰuaŋ13		
眶	眶	眶	C	1511	kʰ	uaŋ	13	阴平	kʰuaŋ13		
筐	筐	筐	C	1119	kʰ	uaŋ	13	阴平	kʰuaŋ13		
誆	誆	诓	E		kʰ	uaŋ	13	阴平	kʰuaŋ13		
狂	狂	狂	B	24259	kʰ	uaŋ	24	阳平	kʰuaŋ24		
曠	曠	旷	C	2731	kʰ	uaŋ	45	去声	kʰuaŋ45		
況	況	况	A3	100680	kʰ	uaŋ	45	去声	kʰuaŋ45		
礦	礦	矿	B	16360	kʰ	uaŋ	45	去声	kʰuaŋ45		
跪	跪	跪	C	5953	kʰ	ue	45	去声	kʰue45	白	
巋	巋	岿	E		kʰ	uəi	13	阴平	kʰuəi13		
盔	盔	盔	C	1842	kʰ	uəi	13	阴平	kʰuəi13		
窺	窺	窥	C	2673	kʰ	uəi	13	阴平	kʰuəi13		
虧	虧	亏	B	9884	kʰ	uəi	13	阴平	kʰuəi13		
傀	傀	傀	C	606	kʰ	uəi	24	阳平	kʰuəi24		
傀	傀	傀	C	606	kʰ	uəi	24	阳平	kʰuəi24		
夔	夔	夔	D		kʰ	uəi	24	阳平	kʰuəi24		
奎	奎	奎	D		kʰ	uəi	24	阳平	kʰuəi24		
睽	睽	睽	D		kʰ	uəi	24	阳平	kʰuəi24		
葵	葵	葵	C	941	kʰ	uəi	24	阳平	kʰuəi24		
逵	逵	逵	D		kʰ	uəi	24	阳平	kʰuəi24		
馗	馗	馗	E		kʰ	uəi	24	阳平	kʰuəi24		
魁	魁	魁	C	3227	kʰ	uəi	24	阳平	kʰuəi24		
匱	匱	匮	D		kʰ	uəi	45	去声	kʰuəi45		
櫃	櫃	柜	C	7101	kʰ	uəi	45	去声	kʰuəi45		
潰	潰	溃	B	7962	kʰ	uəi	45	去声	kʰuəi45		
餽	餽	馈	D		kʰ	uəi	45	去声	kʰuəi45		
坤	坤	坤	C	2141	kʰ	uən	13	阴平	kʰuən13		
崑	崑	昆	C	9557	kʰ	uən	13	阴平	kʰuən13		
昆	昆	昆	C	9557	kʰ	uən	13	阴平	kʰuən13		
琨	琨	琨	E		kʰ	uən	13	阴平	kʰuən13		
錕	錕	锟	E		kʰ	uən	13	阴平	kʰuən13		
