简体	繁體	声	韵	调	备注	其他的话	音標
牵	牽	ʨʰ	ie	阴平			ʨʰie˧˧˦
谦	謙	ʨʰ	ie	阴平			ʨʰie˧˧˦
遣	遣	ʨʰ	ie	阴上			ʨʰie˥˧
怯	怯	ʨʰ	ie	阴上			ʨʰie˥˧
歉	歉	ʨʰ	ie	阴上			ʨʰie˥˧
欠	欠	ʨʰ	ie	阴去			ʨʰie˥˥˦
挈	挈	ʨʰ	ie	阴入	掀、提。		ʨʰie˦˨˧
钳	鉗	ʥ	ie	阳平			ʥie˨˧˩
干	乾	ʥ	ie	阳平	~坤		ʥie˨˧˩
俭	儉	ʥ	ie	阳上			ʥie˧˩
件	件	ʥ	ie	阳上			ʥie˧˩
健	健	ʥ	ie	阳去	2		ʥie˨˩˧
腱	腱	ʥ	ie	阳去			ʥie˨˩˧
键	鍵	ʥ	ie	阳去			ʥie˨˩˧
杰	傑	ʥ	ie	阳入			ʥie˧˥
轩	軒	ɕ	ie	阴平			ɕie˧˧˦
掀	掀	ɕ	ie	阴平			ɕie˧˧˦
陕	陝	ɕ	ie	阴上	~西		ɕie˥˧
显	顯	ɕ	ie	阴上			ɕie˥˧
险	險	ɕ	ie	阴上			ɕie˥˧
蚬	蜆	ɕ	ie	阴上	~壳：河蚌		ɕie˥˧
宪	憲	ɕ	ie	阴去			ɕie˥˥˦
献	獻	ɕ	ie	阴去			ɕie˥˥˦
胁	脅	ɕ	ie	阴入			ɕie˦˨˧
歇	歇	ɕ	ie	阴入			ɕie˦˨˧
蝎	蠍	ɕ	ie	阴入			ɕie˦˨˧
粘	粘	ȵ	ie	阴平			ȵie˧˧˦
研	研	ȵ	ie	阴平			ȵie˧˧˦
严	嚴	ȵ	ie	阳平			ȵie˨˧˩
俨	儼	ȵ	ie	阳平			ȵie˨˧˩
言	言	ȵ	ie	阳平			ȵie˨˧˩
染	染	ȵ	ie	阳上			ȵie˧˩
验	驗	ȵ	ie	阳去			ȵie˨˩˧
念	念	ȵ	ie	阳去			ȵie˨˩˧
谚	諺	ȵ	ie	阳去			ȵie˨˩˧
聂	聶	ȵ	ie	阳入			ȵie˧˥
热	熱	ȵ	ie	阳入	1		ȵie˧˥
业	業	ȵ	ie	阳入			ȵie˧˥
烟	煙		ie	阴平			ie˧˧˦
肩	肩		ie	阴平	~胛头：肩膀		ie˧˧˦
炎	炎		ie	阳平			ie˨˧˩
盐	鹽		ie	阳平			ie˨˧˩
阎	閻		ie	阳平			ie˨˧˩
嫌	嫌		ie	阳平			ie˨˧˩
檐	簷		ie	阳平			ie˨˧˩
延	延		ie	阳平			ie˨˧˩
筵	筵		ie	阳平			ie˨˧˩
贤	賢		ie	阳平			ie˨˧˩
弦	弦		ie	阳平			ie˨˧˩
沿	沿		ie	阳平			ie˨˧˩
芫	芫		ie	阳平			ie˨˧˩
掩	掩		ie	阴上	躲、藏。		ie˥˧
焰	焰		ie	阳上			ie˧˩
演	演		ie	阳上			ie˧˩
现	現		ie	阳上			ie˧˩
艳	豔		ie	阳上			ie˧˩
厌	厭		ie	阴去			ie˥˥˦
燕	燕		ie	阴去			ie˥˥˦
堰	堰		ie	阴去			ie˥˥˦
咽	咽		ie	阴去			ie˥˥˦
宴	宴		ie	阴去			ie˥˥˦
噎	噎		ie	阴去			ie˥˥˦
䞁	䞁		ie	阴去	比量长短		ie˥˥˦
厣	厴		ie	阴去	鱼~：鱼鳞。		ie˥˥˦
腌	醃		ie	阳去			ie˨˩˧
现	現		ie	阳去	~出来		ie˨˩˧
淹	淹		ie	阴入			ie˦˨˧
掩	掩		ie	阴入			ie˦˨˧
叶	葉		ie	阳入			ie˧˥
页	頁		ie	阳入			ie˧˥
协	協		ie	阳入			ie˧˥
翼	翼		ie	阳入	~膀：翅膀。		ie˧˥
干	幹	k	uɛ	阴平	~湿，花~了：花萎了。		kuɛ˧˧˦
肝	肝	k	uɛ	阴平			kuɛ˧˧˦
秆	稈	k	uɛ	阴上		原文为“秤”，疑为“秆”字之误。	kuɛ˥˧
赶	趕	k	uɛ	阴上			kuɛ˥˧
干	幹	k	uɛ	阴去	~工作		kuɛ˥˥˦
割	割	k	uɛ	阴入			kuɛ˦˨˧
葛	葛	k	uɛ	阴入			kuɛ˦˨˧
国	國	k	uɛ	阴入			kuɛ˦˨˧
骨	骨	k	uɛ	阴入			kuɛ˦˨˧
坤	坤	kʰ	uɛ	阴平			kʰuɛ˧˧˦
睏	睏	kʰ	uɛ	阴去	1		kʰuɛ˥˥˦
荤	葷	x	uɛ	阴平			xuɛ˧˧˦
昏	昏	x	uɛ	阴平	2		xuɛ˧˧˦
汉	漢	x	uɛ	阴去			xuɛ˥˥˦
忽	忽	x	uɛ	阴入			xuɛ˦˨˧
瘟	瘟		uɛ	阴平			uɛ˧˧˦
安	安		uɛ	阴平	1		uɛ˧˧˦
□	□		uɛ	阴平	扔		uɛ˧˧˦
寒	寒		uɛ	阳平			uɛ˨˧˩
韩	韓		uɛ	阳平			uɛ˨˧˩
魂	魂		uɛ	阳平			uɛ˨˧˩
稳	穩		uɛ	阴上	1		uɛ˥˧
旱	旱		uɛ	阳上			uɛ˧˩
翰	翰		uɛ	阳上			uɛ˧˩
按	按		uɛ	阴去			uɛ˥˥˦
案	案		uɛ	阴去			uɛ˥˥˦
汗	汗		uɛ	阳去			uɛ˨˩˧
焊	焊		uɛ	阳去			uɛ˨˩˧
岸	岸		uɛ	阳去			uɛ˨˩˧
𩑦	𩑦		uɛ	阴入	淹		uɛ˦˨˧
核	核		uɛ	阳入	审~、杏~		uɛ˧˥
或	或		uɛ	阳入			uɛ˧˥
惑	惑		uɛ	阳入			uɛ˧˥
专	專	ʦ	yɛ	阴平			ʦyɛ˧˧˦
砖	磚	ʦ	yɛ	阴平			ʦyɛ˧˧˦
转	轉	ʦ	yɛ	阴上	~眼、~螺丝		ʦyɛ˥˧
□	□	ʦ	yɛ	阴上	ɦyɛ31-22~：姑娘。		ʦyɛ˥˧
川	川	ʦʰ	yɛ	阴平			ʦʰyɛ˧˧˦
穿	穿	ʦʰ	yɛ	阴平	2		ʦʰyɛ˧˧˦
串	串	ʦʰ	yɛ	阴去	~通一起		ʦʰyɛ˥˥˦
传	傳	ʣ	yɛ	阳平	~达		ʣyɛ˨˧˩
椽	椽	ʣ	yɛ	阳平			ʣyɛ˨˧˩
传	傳	ʣ	yɛ	阳去	~记		ʣyɛ˨˩˧
□	□	ʣ	yɛ	阳去	石蛙		ʣyɛ˨˩˧
雪	雪	s	yɛ	阴入			syɛ˦˨˧
说	說	s	yɛ	阴入			syɛ˦˨˧
全	全	z	yɛ	阳平			zyɛ˨˧˩
泉	泉	z	yɛ	阳平			zyɛ˨˧˩
船	船	z	yɛ	阳平			zyɛ˨˧˩
旋	旋	z	yɛ	阳去			zyɛ˨˩˧
绝	絕	z	yɛ	阳入			zyɛ˧˥
捐	捐	ʨ	yɛ	阴平			ʨyɛ˧˧˦
卷	捲	ʨ	yɛ	阴上	2		ʨyɛ˥˧
眷	眷	ʨ	yɛ	阴去			ʨyɛ˥˥˦
卷	卷	ʨ	yɛ	阴去			ʨyɛ˥˥˦
绢	絹	ʨ	yɛ	阴去			ʨyɛ˥˥˦
决	決	ʨ	yɛ	阴入			ʨyɛ˦˨˧
诀	訣	ʨ	yɛ	阴入			ʨyɛ˦˨˧
圈	圈	ʨʰ	yɛ	阴平			ʨʰyɛ˧˧˦
劝	勸	ʨʰ	yɛ	阴上			ʨʰyɛ˥˧
券	券	ʨʰ	yɛ	阴去			ʨʰyɛ˥˥˦
缺	缺	ʨʰ	yɛ	阴入			ʨʰyɛ˦˨˧
拳	拳	ʥ	yɛ	阳平			ʥyɛ˨˧˩
权	權	ʥ	yɛ	阳平			ʥyɛ˨˧˩
倦	倦	ʥ	yɛ	阳去			ʥyɛ˨˩˧
橛	橛	ʥ	yɛ	阳入			ʥyɛ˧˥
喧	喧	ɕ	yɛ	阴平	1		ɕyɛ˧˧˦
楦	楦	ɕ	yɛ	阴去			ɕyɛ˥˥˦
血	血	ɕ	yɛ	阴入			ɕyɛ˦˨˧
元	元	ȵ	yɛ	阳平			ȵyɛ˨˧˩
原	原	ȵ	yɛ	阳平			ȵyɛ˨˧˩
源	源	ȵ	yɛ	阳平			ȵyɛ˨˧˩
软	軟	ȵ	yɛ	阳上			ȵyɛ˧˩
愿	願	ȵ	yɛ	阳去			ȵyɛ˨˩˧
月	月	ȵ	yɛ	阳入			ȵyɛ˧˥
冤	冤		yɛ	阴平			yɛ˧˧˦
怨	怨		yɛ	阴平			yɛ˧˧˦
渊	淵		yɛ	阴平			yɛ˧˧˦
鸳	鴛		yɛ	阴平	~鸯		yɛ˧˧˦
完	完		yɛ	阳平			yɛ˨˧˩
丸	丸		yɛ	阳平			yɛ˨˧˩
圆	圓		yɛ	阳平			yɛ˨˧˩
员	員		yɛ	阳平			yɛ˨˧˩
缘	緣		yɛ	阳平			yɛ˨˧˩
袁	袁		yɛ	阳平			yɛ˨˧˩
援	援		yɛ	阳平	1		yɛ˨˧˩
辕	轅		yɛ	阳平			yɛ˨˧˩
园	園		yɛ	阳平			yɛ˨˧˩
玄	玄		yɛ	阳平			yɛ˨˧˩
悬	懸		yɛ	阳平			yɛ˨˧˩
元	元		yɛ	阳平	~宝		yɛ˨˧˩
宛	宛		yɛ	阴上			yɛ˥˧
缓	緩		yɛ	阳上			yɛ˧˩
皖	皖		yɛ	阳上			yɛ˧˩
远	遠		yɛ	阳上			yɛ˧˩
援	援		yɛ	阳上	2		yɛ˧˩
媛	媛		yɛ	阳上			yɛ˧˩
院	院		yɛ	阳去			yɛ˨˩˧
越	越		yɛ	阳入	~走~远，2		yɛ˧˥
波	波	ʔb	ʋ	阴平			ʔbʋ˧˧˦
菠	菠	ʔb	ʋ	阴平			ʔbʋ˧˧˦
玻	玻	ʔb	ʋ	阴平			ʔbʋ˧˧˦
巴	巴	ʔb	ʋ	阴平			ʔbʋ˧˧˦
芭	芭	ʔb	ʋ	阴平			ʔbʋ˧˧˦
疤	疤	ʔb	ʋ	阴平			ʔbʋ˧˧˦
把	把	ʔb	ʋ	阴平	抓		ʔbʋ˧˧˦
把	把	ʔb	ʋ	阴上	~握		ʔbʋ˥˧
霸	霸	ʔb	ʋ	阴去			ʔbʋ˥˥˦
坝	壩	ʔb	ʋ	阴去			ʔbʋ˥˥˦
坡	坡	pʰ	ʋ	阴平			pʰʋ˧˧˦
披	披	pʰ	ʋ	阴平	1，衣裳~：披衣服		pʰʋ˧˧˦
颇	頗	pʰ	ʋ	阴上			pʰʋ˥˧
破	破	pʰ	ʋ	阴去	2		pʰʋ˥˥˦
怕	怕	pʰ	ʋ	阴去			pʰʋ˥˥˦
婆	婆	b	ʋ	阳平			bʋ˨˧˩
爬	爬	b	ʋ	阳平			bʋ˨˧˩
琶	琶	b	ʋ	阳平			bʋ˨˧˩
杷	杷	b	ʋ	阳平			bʋ˨˧˩
耙	耙	b	ʋ	阳平	动词		bʋ˨˧˩
菩	菩	b	ʋ	阳平			bʋ˨˧˩
巴	巴	b	ʋ	阳平	下~		bʋ˨˧˩
罢	罷	b	ʋ	阳去			bʋ˨˩˧
耙	耙	b	ʋ	阳去	名词		bʋ˨˩˧
魔	魔	m	ʋ	阳平			mʋ˨˧˩
磨	磨	m	ʋ	阳平	~刀		mʋ˨˧˩
摩	摩	m	ʋ	阳平			mʋ˨˧˩
麻	麻	m	ʋ	阳平			mʋ˨˧˩
痳	痳	m	ʋ	阳平			mʋ˨˧˩
摹	摹	m	ʋ	阳平			mʋ˨˧˩
呒	嘸	m	ʋ	阳平			mʋ˨˧˩
马	馬	m	ʋ	阳上			mʋ˧˩
码	碼	m	ʋ	阳上			mʋ˧˩
姆	姆	m	ʋ	阳上	妗~：舅母		mʋ˧˩
磨	磨	m	ʋ	阳去	~面、石~		mʋ˨˩˧
骂	罵	m	ʋ	阳去			mʋ˨˩˧
模	模	m	ʋ	阳去			mʋ˨˩˧
多	多	ʔd	ʋ	阴平			ʔdʋ˧˧˦
拖	拖	tʰ	ʋ	阳平	2		tʰʋ˨˧˩
妥	妥	tʰ	ʋ	阳上			tʰʋ˧˩
椭	橢	tʰ	ʋ	阳上			tʰʋ˧˩
驼	駝	d	ʋ	阳平			dʋ˨˧˩
驮	馱	d	ʋ	阳平	拿		dʋ˨˧˩
佗	佗	d	ʋ	阳平			dʋ˨˧˩
□	□	d	ʋ	阳平	没~：不可		dʋ˨˧˩
堕	墮	d	ʋ	阳上			dʋ˧˩
舵	舵	d	ʋ	阳上			dʋ˧˩
惰	惰	d	ʋ	阳上			dʋ˧˩
大	大	d	ʋ	阳去			dʋ˨˩˧
奴	奴	n	ʋ	阳平			nʋ˨˧˩
怒	怒	n	ʋ	阳去			nʋ˨˩˧
糯	糯	n	ʋ	阳去			nʋ˨˩˧
努	努	n	ʋ	阳去			nʋ˨˩˧
螺	螺	l	ʋ	阳平			lʋ˨˧˩
啰	啰	l	ʋ	阳平	~嗦		lʋ˨˧˩
罗	羅	l	ʋ	阳平			lʋ˨˧˩
锣	鑼	l	ʋ	阳平			lʋ˨˧˩
箩	籮	l	ʋ	阳平			lʋ˨˧˩
裸	裸	l	ʋ	阳上			lʋ˧˩
摞	摞	l	ʋ	阳上			lʋ˧˩
橹	櫓	l	ʋ	阳上			lʋ˧˩
捋	捋	l	ʋ	阳上	抚摸		lʋ˧˩
虏	虜	l	ʋ	阳上			lʋ˧˩
渣	渣	ʦ	ʋ	阴平			ʦʋ˧˧˦
琢	琢	ʦ	ʋ	阴平			ʦʋ˧˧˦
啄	啄	ʦ	ʋ	阴平			ʦʋ˧˧˦
左	左	ʦ	ʋ	阴上			ʦʋ˥˧
佐	佐	ʦ	ʋ	阴上			ʦʋ˥˧
做	做	ʦ	ʋ	阴去			ʦʋ˥˥˦
搓	搓	ʦʰ	ʋ	阴平			ʦʰʋ˧˧˦
叉	叉	ʦʰ	ʋ	阴平			ʦʰʋ˧˧˦
杈	杈	ʦʰ	ʋ	阴平			ʦʰʋ˧˧˦
措	措	ʦʰ	ʋ	阴去			ʦʰʋ˥˥˦
错	錯	ʦʰ	ʋ	阴去			ʦʰʋ˥˥˦
茶	茶	ʣ	ʋ	阳平			ʣʋ˨˧˩
搽	搽	ʣ	ʋ	阳平			ʣʋ˨˧˩
查	查	ʣ	ʋ	阳平			ʣʋ˨˧˩
座	座	ʣ	ʋ	阳去	1		ʣʋ˨˩˧
昨	昨	ʣ	ʋ	阳去	2		ʣʋ˨˩˧
蓑	蓑	s	ʋ	阴平			sʋ˧˧˦
梭	梭	s	ʋ	阴平			sʋ˧˧˦
莎	莎	s	ʋ	阴平			sʋ˧˧˦
沙	沙	s	ʋ	阴平			sʋ˧˧˦
嗦	嗦	s	ʋ	阴平			sʋ˧˧˦
痧	痧	s	ʋ	阴平	作~：中暑		sʋ˧˧˦
鸶	鷥	s	ʋ	阴平	鹭~		sʋ˧˧˦
纱	紗	s	ʋ	阴平			sʋ˧˧˦
琐	瑣	s	ʋ	阴上			sʋ˥˧
所	所	s	ʋ	阴上			sʋ˥˧
锁	鎖	s	ʋ	阴上			sʋ˥˧
锄	鋤	z	ʋ	阳平			zʋ˨˧˩
鹚	鶿	z	ʋ	阳平			zʋ˨˧˩
坐	坐	z	ʋ	阳上			zʋ˧˩
座	座	z	ʋ	阳上	2		zʋ˧˩
助	助	z	ʋ	阳去			zʋ˨˩˧
歌	歌	k	ʋ	阴平			kʋ˧˧˦
哥	哥	k	ʋ	阴平			kʋ˧˧˦
戈	戈	k	ʋ	阴平			kʋ˧˧˦
家	家	k	ʋ	阴平			kʋ˧˧˦
加	加	k	ʋ	阴平			kʋ˧˧˦
嘉	嘉	k	ʋ	阴平			kʋ˧˧˦
家	傢	k	ʋ	阴平			kʋ˧˧˦
稼	稼	k	ʋ	阴平			kʋ˧˧˦
嫁	嫁	k	ʋ	阴平	2		kʋ˧˧˦
瓜	瓜	k	ʋ	阴平			kʋ˧˧˦
家	家	k	ʋ	阴平			kʋ˧˧˦
茄	茄	k	ʋ	阴平	番~		kʋ˧˧˦
枷	枷	k	ʋ	阴平			kʋ˧˧˦
果	果	k	ʋ	阴上			kʋ˥˧
裹	裹	k	ʋ	阴上			kʋ˥˧
假	假	k	ʋ	阴上			kʋ˥˧
贾	賈	k	ʋ	阴上			kʋ˥˧
寡	寡	k	ʋ	阴上			kʋ˥˧
剐	剮	k	ʋ	阴上			kʋ˥˧
个	個	k	ʋ	阴去			kʋ˥˥˦
过	過	k	ʋ	阴去			kʋ˥˥˦
架	架	k	ʋ	阴去			kʋ˥˥˦
价	價	k	ʋ	阴去			kʋ˥˥˦
卦	卦	k	ʋ	阴去			kʋ˥˥˦
科	科	kʰ	ʋ	阴平			kʰʋ˧˧˦
窠	窠	kʰ	ʋ	阴平			kʰʋ˧˧˦
可	可	kʰ	ʋ	阴上			kʰʋ˥˧
课	課	kʰ	ʋ	阴去			kʰʋ˥˥˦
颗	顆	kʰ	ʋ	阴去			kʰʋ˥˥˦
抲	抲	kʰ	ʋ	阴去	捉		kʰʋ˥˥˦
茄	茄	ɡ	ʋ	阳平	落~：茄子		ɡʋ˨˧˩
芽	芽	ŋ	ʋ	阳平			ŋʋ˨˧˩
牙	牙	ŋ	ʋ	阳平			ŋʋ˨˧˩
霞	霞	ŋ	ʋ	阳平	1		ŋʋ˨˧˩
蛾	蛾	ŋ	ʋ	阳平			ŋʋ˨˧˩
鹅	鵝	ŋ	ʋ	阳平			ŋʋ˨˧˩
俄	俄	ŋ	ʋ	阳平			ŋʋ˨˧˩
伢	伢	ŋ	ʋ	阳平			ŋʋ˨˧˩
衙	衙	ŋ	ʋ	阳平	1		ŋʋ˨˧˩
瓦	瓦	ŋ	ʋ	阳上			ŋʋ˧˩
我	我	ŋ	ʋ	阳上			ŋʋ˧˩
卧	臥	ŋ	ʋ	阳去			ŋʋ˨˩˧
饿	餓	ŋ	ʋ	阳去			ŋʋ˨˩˧
花	花	x	ʋ	阴平			xʋ˧˧˦
火	火	x	ʋ	阴上			xʋ˥˧
衚	衚	x	ʋ	阴上	~弄：胡同		xʋ˥˧
伙	夥	x	ʋ	阴上	~计		xʋ˥˧
货	貨	x	ʋ	阴去			xʋ˥˥˦
化	化	x	ʋ	阴去			xʋ˥˥˦
虾	蝦	x	ʋ	阴入			xʋ˦˨˧
鸦	鴉		ʋ	阴平			ʋ˧˧˦
桠	椏		ʋ	阴平			ʋ˧˧˦
阿	阿		ʋ	阴平	~弥陀佛		ʋ˧˧˦
亚	亞		ʋ	阴平			ʋ˧˧˦
蜗	蝸		ʋ	阴平			ʋ˧˧˦
蛙	蛙		ʋ	阴平			ʋ˧˧˦
莴	萵		ʋ	阴平			ʋ˧˧˦
和	和		ʋ	阳平			ʋ˨˧˩
何	何		ʋ	阳平			ʋ˨˧˩
衙	衙		ʋ	阳平			ʋ˨˧˩
河	河		ʋ	阳平			ʋ˨˧˩
荷	荷		ʋ	阳平			ʋ˨˧˩
华	華		ʋ	阳平			ʋ˨˧˩
禾	禾		ʋ	阳平			ʋ˨˧˩
哑	啞		ʋ	阴上			ʋ˥˧
祸	禍		ʋ	阳上			ʋ˧˩
下	下		ʋ	阳上			ʋ˧˩
夏	夏		ʋ	阳去			ʋ˨˩˧
厦	廈		ʋ	阳去			ʋ˨˩˧
画	畫		ʋ	阳去			ʋ˨˩˧
话	話		ʋ	阳去			ʋ˨˩˧
贺	賀		ʋ	阳去			ʋ˨˩˧
笛	笛	d	ʌɪ	阳入			dʌɪ˧˥
敌	敵	d	ʌɪ	阳入			dʌɪ˧˥
籴	糴	d	ʌɪ	阳入			dʌɪ˧˥
狄	狄	d	ʌɪ	阳入			dʌɪ˧˥
肋	肋	l	ʌɪ	阳入			lʌɪ˧˥
勒	勒	l	ʌɪ	阳入			lʌɪ˧˥
力	力	l	ʌɪ	阳入			lʌɪ˧˥
历	曆	l	ʌɪ	阳入			lʌɪ˧˥
沥	瀝	l	ʌɪ	阳入	使物体的水分滴干		lʌɪ˧˥
□	□	l	ʌɪ	阳入	裁开		lʌɪ˧˥
直	直	ʣ	ʌɪ	阳入			ʣʌɪ˧˥
值	值	ʣ	ʌɪ	阳入			ʣʌɪ˧˥
殖	殖	ʣ	ʌɪ	阳入			ʣʌɪ˧˥
植	植	ʣ	ʌɪ	阳入			ʣʌɪ˧˥
食	食	z	ʌɪ	阳入			zʌɪ˧˥
蚀	蝕	z	ʌɪ	阳入			zʌɪ˧˥
籍	籍	z	ʌɪ	阳入			zʌɪ˧˥
藉	藉	z	ʌɪ	阳入			zʌɪ˧˥
席	席	z	ʌɪ	阳入			zʌɪ˧˥
石	石	z	ʌɪ	阳入			zʌɪ˧˥
寂	寂	z	ʌɪ	阳入			zʌɪ˧˥
□	□	z	ʌɪ	阳入	一下		zʌɪ˧˥
鼻	鼻	b	ʌɯ	阳入	~头		bʌɯ˧˥
□	□	b	ʌɯ	阳入	蚊子咬起的疙瘩		bʌɯ˧˥
佛	佛	v	ʌɯ	阳入			vʌɯ˧˥
物	物	v	ʌɯ	阳入			vʌɯ˧˥
立	立	l	ʌɯ	阳入			lʌɯ˧˥
笠	笠	l	ʌɯ	阳入			lʌɯ˧˥
捋	捋	l	ʌɯ	阳入			lʌɯ˧˥
律	律	l	ʌɯ	阳入			lʌɯ˧˥
栗	栗	l	ʌɯ	阳入			lʌɯ˧˥
率	率	l	ʌɯ	阳入	速~		lʌɯ˧˥
侄	侄	ʣ	ʌɯ	阳入			ʣʌɯ˧˥
卒	卒	ʣ	ʌɯ	阳入			ʣʌɯ˧˥
十	十	z	ʌɯ	阳入			zʌɯ˧˥
拾	拾	z	ʌɯ	阳入			zʌɯ˧˥
入	入	z	ʌɯ	阳入			zʌɯ˧˥
集	集	z	ʌɯ	阳入			zʌɯ˧˥
袭	襲	z	ʌɯ	阳入			zʌɯ˧˥
集	集	z	ʌɯ	阳入			zʌɯ˧˥
实	實	z	ʌɯ	阳入			zʌɯ˧˥
日	日	z	ʌɯ	阳入	2		zʌɯ˧˥
□	□	z	ʌɯ	阳入	~ zɿ213：涎		zʌɯ˧˥
□	□	kʰ	uʌɯ	阴入	弯曲		kʰuʌɯ˦˨˧
囫	囫	ɡ	uʌɯ	阳入	~囵：圆		ɡuʌɯ˧˥
□	□	ɡ	uʌɯ	阳入	~呃~呃：咕噜咕噜		ɡuʌɯ˧˥
仆	僕	b	ɑu	阳入	奴~		bɑu˧˥
木	木	m	ɑu	阳入	树木：不灵活、不聪明		mɑu˧˥
目	目	m	ɑu	阳入			mɑu˧˥
穆	穆	m	ɑu	阳入			mɑu˧˥
牧	牧	m	ɑu	阳入			mɑu˧˥
服	服	v	ɑu	阳入			vɑu˧˥
伏	伏	v	ɑu	阳入			vɑu˧˥
袱	袱	v	ɑu	阳入			vɑu˧˥
栿	栿	v	ɑu	阳入	地~		vɑu˧˥
独	獨	d	ɑu	阳入			dɑu˧˥
读	讀	d	ɑu	阳入			dɑu˧˥
牍	牘	d	ɑu	阳入			dɑu˧˥
毒	毒	d	ɑu	阳入			dɑu˧˥
鹿	鹿	l	ɑu	阳入			lɑu˧˥
六	六	l	ɑu	阳入			lɑu˧˥
陆	陸	l	ɑu	阳入			lɑu˧˥
□	□	l	ɑu	阳入	眼睛乌珠~来~去：眼睛乱转		lɑu˧˥
逐	逐	ʣ	ɑu	阳入			ʣɑu˧˥
轴	軸	ʣ	ɑu	阳入			ʣɑu˧˥
族	族	z	ɑu	阳入			zɑu˧˥
熟	熟	z	ɑu	阳入			zɑu˧˥
淑	淑	z	ɑu	阳入			zɑu˧˥
肉	肉	z	ɑu	阳入	2		zɑu˧˥
辱	辱	z	ɑu	阳入			zɑu˧˥
褥	褥	z	ɑu	阳入			zɑu˧˥
塾	塾	z	ɑu	阳入			zɑu˧˥
握	握		ɑu	阳入			ɑu˧˥
□	□		ɑu	阳入	摇		ɑu˧˥
鹁	鵓	ʔb	ɔu	阴入	~鸽		ʔbɔu˦˨˧
扑	撲	pʰ	ɔu	阴入			pʰɔu˦˨˧
□	□	pʰ	ɔu	阴入	扒扑		pʰɔu˦˨˧
福	福	f	ɔu	阴入			fɔu˦˨˧
蝠	蝠	f	ɔu	阴入			fɔu˦˨˧
腹	腹	f	ɔu	阴入			fɔu˦˨˧
覆	覆	f	ɔu	阴入			fɔu˦˨˧
复	複	f	ɔu	阴入			fɔu˦˨˧
督	督	ʔd	ɔu	阴入			ʔdɔu˦˨˧
竹	竹	ʔd	ɔu	阴入	1		ʔdɔu˦˨˧
筑	築	ʔd	ɔu	阴入	~墙		ʔdɔu˦˨˧
笃	篤	ʔd	ɔu	阴入			ʔdɔu˦˨˧
秃	禿	tʰ	ɔu	阴入			tʰɔu˦˨˧
竹	竹	ʦ	ɔu	阴入	2		ʦɔu˦˨˧
筑	築	ʦ	ɔu	阴入			ʦɔu˦˨˧
粥	粥	ʦ	ɔu	阴入			ʦɔu˦˨˧
祝	祝	ʦ	ɔu	阴入			ʦɔu˦˨˧
嘱	囑	ʦ	ɔu	阴入			ʦɔu˦˨˧
捉	捉	ʦʰ	ɔu	阴入			ʦʰɔu˦˨˧
促	促	ʦʰ	ɔu	阴入			ʦʰɔu˦˨˧
畜	畜	ʦʰ	ɔu	阴入	~牲		ʦʰɔu˦˨˧
□	□	ʦʰ	ɔu	阴入	擦		ʦʰɔu˦˨˧
速	速	s	ɔu	阴入			sɔu˦˨˧
叔	叔	s	ɔu	阴入			sɔu˦˨˧
肃	肅	s	ɔu	阴入			sɔu˦˨˧
谷	穀	k	ɔu	阴入			kɔu˦˨˧
哭	哭	kʰ	ɔu	阴入			kʰɔu˦˨˧
酷	酷	kʰ	ɔu	阴入			kʰɔu˦˨˧
屋	屋		ɔu	阴入			ɔu˦˨˧
喔	喔		ɔu	阴入			ɔu˦˨˧
猢	猢		ɔu	阴入	~狲		ɔu˦˨˧
菊	菊	ʨ	iɔu	阴入			ʨiɔu˦˨˧
掬	掬	ʨ	iɔu	阴入			ʨiɔu˦˨˧
拱	拱	ʨ	iɔu	阴入	~桥		ʨiɔu˦˨˧
曲	麯	ʨʰ	iɔu	阴入			ʨʰiɔu˦˨˧
畜	畜	ɕ	iɔu	阴入	~牧		ɕiɔu˦˨˧
蓄	蓄	ɕ	iɔu	阴入	储~		ɕiɔu˦˨˧
肉	肉	ȵ	iɑu	阳入			ȵiɑu˧˥
郁	鬱		iɑu	阳入			iɑu˧˥
育	育		iɑu	阳入			iɑu˧˥
淆	淆		iɑu	阳入			iɑu˧˥
喷	噴	pʰ	aŋ	阴平			pʰaŋ˧˧˦
笨	笨	b	aŋ	阳去			baŋ˨˩˧
门	門	m	aŋ	阳平			maŋ˨˧˩
闷	悶	m	aŋ	阳去			maŋ˨˩˧
问	問	m	aŋ	阳去	1		maŋ˨˩˧
焖	燜	m	aŋ	阳去	~饭		maŋ˨˩˧
分	分	f	aŋ	阴平	~开		faŋ˧˧˦
纷	紛	f	aŋ	阴平			faŋ˧˧˦
芬	芬	f	aŋ	阴平			faŋ˧˧˦
粉	粉	f	aŋ	阴上			faŋ˥˧
粪	糞	f	aŋ	阴去			faŋ˥˥˦
奋	奮	f	aŋ	阴去			faŋ˥˥˦
焚	焚	v	aŋ	阳平			vaŋ˨˧˩
坟	墳	v	aŋ	阳平			vaŋ˨˧˩
文	文	v	aŋ	阳平			vaŋ˨˧˩
纹	紋	v	aŋ	阳平			vaŋ˨˧˩
蚊	蚊	v	aŋ	阳平			vaŋ˨˧˩
闻	聞	v	aŋ	阳平			vaŋ˨˧˩
忿	忿	v	aŋ	阳上			vaŋ˧˩
吻	吻	v	aŋ	阳上			vaŋ˧˩
愤	憤	v	aŋ	阳上			vaŋ˧˩
刎	刎	v	aŋ	阳上			vaŋ˧˩
